,UKF260,ZH1007nec,ZH8811Bbulk
NXPH1,-0.05228001601509343,-0.22906479982756642,-0.024934396695706323
ARF1,0.13476201759972492,0.005049027156220065,-0.04356248946217414
EBI3,-0.06671457526465326,-0.1305731677175715,-0.07315485314991325
TIMP1,0.12519784086521712,0.09755203521572109,0.030944868899902785
SEMA3C,-0.022658435834656647,-0.11692712264413882,-0.037195645564223556
GAS6,-0.12415696318015233,0.029680570095576595,-0.07613893370212801
MEPE,-0.03665049627941713,,0.032533925660354346
SERPINE1,0.14631675914069162,0.07923701708377827,0.022510280145878435
RSPO2,-0.03203720450853306,,0.039677808028478104
SHBG,0.06310614144709331,0.031043916110350633,0.04648750153038745
LGALS3BP,0.0044204296871218265,-0.19494276264480198,-0.032617104342997874
LAMB1,0.06192051337510004,-0.18012132198748632,0.03826524471427982
SPTBN2,-0.030182049586535975,-0.03597272844991075,-0.05074309537317032
COL1A2,-0.03291005822511683,-0.2786215149367774,-0.08681342311709334
DEFB1,-0.01586104748053329,,
CEACAM16,,-0.025781299457367207,
WNT11,,,0.0016273410243465981
LGALS1,0.11559539086671441,0.3635764944685937,0.12473190097819149
BCAN,-0.14625109060950772,-0.22129829127185902,-0.09691646847308404
ANOS1,-0.006400132440063022,-0.021632670187064777,-0.028716243803201664
EDA,-0.023167367989784523,-0.00999943904788494,-0.029387891437727645
FGF22,-0.023012536474224268,,-0.018009130910072044
SHANK1,,,-0.022916682023081284
NPVF,,,0.18581475185247032
TGFB1,0.01866984278413227,0.019537018720133335,-0.00366667997023605
MSTN,-0.05868325812424845,-0.010882715689008417,-0.03347863497382883
WNT4,-0.0253631881558827,,0.02338252577920118
TNFSF4,-0.03275530065678545,-0.03206284130260627,0.06501415532107666
NTN1,0.02009353120294028,-0.13038714685430636,-0.03570782061921977
CXCL12,-0.07493543845913475,0.019382782439615668,-0.024331346824173768
GNRH1,-0.029027133668885118,-0.05712709212647719,0.022610078105988553
FGF8,,,0.08688537630320632
RIMS1,-0.03567805123924972,,-0.016595906142162407
FGF14,-0.02615753035981811,-0.08226474883948913,-0.023241929574133867
IGF1,-0.0456420877587083,-0.09475973601140922,-0.024378124282942514
TNFSF10,-0.002761690074784947,-0.022259056593366838,-0.032920866143891815
GDF5,-0.02102694365364332,,-0.011772510736132443
CHAD,-0.022461169382146,,-0.03938105867788648
RGMA,-0.10449434469886283,-0.2637102733398563,-0.06962456159479387
WNT16,-0.013819972650091519,,
CX3CL1,-0.006517175894856809,-0.09150880884973496,-0.053842070686259146
FGF1,-0.02840562820523562,-0.1538138478385516,-0.0568048010529767
ALOX5AP,0.07239153916972836,-0.014398494248774072,0.021123886828715046
IL1RN,0.08680328947557915,0.0493419819253116,0.03195217315372255
PCSK9,,,-0.017260003703026484
NPW,-0.025111437437018477,-0.0259043652449949,0.136835278773031
CXCL9,0.011582138262292947,,
ANGPTL4,0.14435533398894923,0.1981629500638151,0.06936239865328073
UCN2,,-0.006393913035526384,-0.02998216001467719
OBP2A,,0.017229307364393057,
COL4A3,-0.009652088628219497,,0.07546226205973355
NRG3,-0.051797234085622375,,-0.04089698306874136
IL23A,0.06469515635156839,0.04814130188072897,0.015171389738266337
COLQ,-0.03355971343303836,-0.07050230983730064,0.010619530713425215
SCGB1A1,,,0.054764589345147704
TNFSF12,-0.011775996500131471,0.022790012303997614,-0.0050277404085570165
DKK2,-0.015275901045060006,,
FYN,-0.031136796402177133,-0.08133245165861376,-0.08048053717741897
ACE,-0.06221838266612169,-0.25607996198612415,-0.07542063244171245
IL18,-0.034186865734631325,-0.09349257592983735,-0.024151024941926304
PPBP,0.08667377951782482,,0.1565028712804311
CCL27,0.047964252448806505,-0.04400495296219013,0.01596515573249963
SERPING1,-0.00855086860958614,-0.05764118308130376,-0.0638435238319144
AZGP1,-0.07913863733886466,-0.004782902551982082,0.07695120281477548
INHA,-0.012925035360042893,0.0053630867535791275,-0.032356060010730686
SEMA3G,0.019952642801925723,-0.05327079840475455,
COL6A1,0.05422168617528705,0.024564800173270968,0.021445730631401008
FGF17,-0.011000282784493054,,-0.023415820809292626
TNFSF8,-0.014461013094359916,-0.07876884099145037,-0.018906945553550436
FGF20,-0.003529351738499149,,-0.029507518440000897
ICAM3,-0.061275570961879605,0.018772699809112423,0.04670105701275983
LAMA4,-0.002803719381941106,-0.2988979068454202,-0.09095439035499106
DLL4,0.0015755648072522368,-0.22948569755915788,-0.01154326037451716
SEMA3A,-0.03264588787528555,-0.07856335573595324,0.04130906035459194
RLN2,-0.02218094147182916,0.02369600150534579,
C5,-0.030191762772724867,-0.16933409641280403,0.03345849205190989
EDN2,0.09591356667588125,,
C1QA,-0.046091053274158966,-0.15791914406783392,-0.07058865894083935
UTS2B,0.0775669903156306,,
COL9A3,-0.09019052170716685,-0.24611179777273282,0.0703359280906773
DLK1,-0.012918188500817605,0.10081214426874632,
HGF,-0.0356736379612328,-0.0010422506651833609,0.014512822315662846
P4HB,0.16833458867657414,-0.17264947482334778,0.029915033600916366
ADCYAP1,0.0029022379907018446,,0.007199143958579268
GREM1,-0.03162119343595102,-0.00275646470977593,-0.0044748274415166624
EGF,-0.029472179612510696,-0.08386679669757925,-0.016479388629521613
VEGFB,0.051758420455587525,0.10135905353706288,0.09783562349624987
FARP2,0.016000791352189046,-0.13718407233529364,-0.034117375153806175
IHH,,,0.06070835844188376
LAMA2,-0.02449390318966394,-0.12555946659485148,-0.08402163988963349
SERPINC1,,,-0.016479389940493312
NRG1,0.05988991041825858,0.07471171019813627,-0.03559337163646576
SPINK1,0.07312351477344856,,0.02944429789844424
EFEMP2,0.06250004556982681,0.112745938687927,0.11553439992368165
SELPLG,-0.024348004479888205,-0.02758805146752192,-0.02836669234087056
GDF6,,,-0.011549881134521704
HLA-E,0.006648997897295471,-0.08141617355948332,-0.04028326125263424
PTN,-0.0861205874519259,-0.2703973106850644,0.08453164614261316
CD274,0.02906413477055554,-0.0687354831034299,0.003711100972073132
FGF10,,-0.012671005745718033,
CD14,0.07763703051655614,-0.1816799857057236,-0.03551392468205632
SFTPD,-0.01624008947806487,-0.01914331164693286,0.03482561785687993
SLIT1,-0.017527699320710216,-0.06283245555055741,-0.005632069630677628
CNTF,-0.014461014414212933,,
BST1,-0.035468497444138034,0.05391805663182988,0.036172630308025464
AGTRAP,-0.027294655780783918,0.013454208151773558,0.02178318514650199
LAMC1,0.036119724238666474,-0.1778487589298387,-0.03925632428973571
COL6A3,0.022402809473840116,-0.042131494597765135,0.000348860157697383
FN1,0.08626510113026159,-0.30076607652715626,-0.01879947773751518
MIF,0.13902017238856973,0.4104865384827697,0.16768253174641426
JAG1,-0.029996286091154626,-0.026148980040192144,-0.039033659265598146
NID2,-0.0541814508325641,-0.18748559187020436,-0.0077136304207238915
EFNB1,0.010867682492463731,-0.04783092565332548,0.017933981243870238
COL4A2,-0.014747846180897493,-0.16168212481779606,-0.05692654223431066
SPP1,0.11189149117066116,0.11015366379387641,0.027241698400101766
PODXL2,-0.05584553604462502,-0.08349913837762517,0.03254583985311214
FGF9,-0.04275575344972697,,0.010394300222776947
ITIH2,-0.02203963906901788,,-0.037120967873337046
ADAM10,-0.04440854119852343,-0.14489263249591441,-0.040762337210949635
CFH,-0.05363327888769396,-0.18521579137835195,-0.05732199504015254
COL4A5,-0.022431813506328606,-0.06671877242073997,-0.00792853438268306
LTBP3,-0.058438972222813634,0.04505371189677835,-0.0354589827850635
GNB3,-0.016082790162180227,0.03444074625294287,-0.005590926361869546
COL6A2,0.006656603413210264,0.06502836288560235,0.04145385207282977
GDF9,0.017858605661739902,-0.0085656901981495,0.04477348136269524
NCAM1,-0.0550662448564895,0.062143531984591036,-0.047874060054365196
APOC2,-0.026477496713545576,-0.11379633560872088,0.01379497956565549
BST2,-0.03901032494457773,-0.08237673433906847,-0.06840394224673722
COL5A1,0.1187259316204088,-0.0020975062226482673,-0.0030299737675726405
CALM3,-0.09253065633895613,0.11306527935355853,-0.01908216752636688
THBS2,0.02606135048797837,-0.012790763067517807,-0.024666829912890882
SERPINE2,0.12919478395350342,-0.35818765934209656,-0.06490626704966156
EFNB2,-0.013898893361367674,0.003137849576911573,0.0318908967538652
PROK1,-0.01586104849641182,,-0.01819194919521469
MMP9,0.1458196063648948,-0.1434438096479604,0.02207040492899603
NPPA,-0.0366505053130747,-0.004245661237018963,0.06055715026340114
APOB,-0.020878688126434584,,
C4B,,-0.05316013806000978,
NTNG2,-0.012359493597430965,-0.050465221022540925,0.02416446771670455
LAMA1,-0.02958260142261894,,0.04599671384560217
UCN,0.07796810108856415,-0.09285454697303663,-0.003708676877404593
ARTN,0.004414139746123393,,0.10177430191471831
PDGFD,-0.027581542393545072,-0.25490845138963053,0.03378608682004782
EDN1,-0.016201925116551087,-0.1359976879926799,0.10786584411929198
ARPC5,0.09525529582193011,-0.11400594111749371,0.05836433406400666
GSTO1,0.008546666765206557,0.041819861382722465,0.012962570944629168
PROK2,,,0.08933926880367488
SYK,-0.0029947025265606966,0.05938072518945878,-0.007665679189458328
ST6GAL1,-0.07021706711400028,-0.10591664152892796,-0.05233898661367751
WNT3,-0.07001870721583978,-0.09889766926799243,0.0010052731609315076
HSP90B1,0.16984523198814805,-0.12557156036951003,-0.0008327641931939469
ZP3,-0.011876570986004226,-0.1022161608214644,0.020421806006474304
NRG2,-0.01951395615095475,-0.06215360862723449,0.12670230783955574
MELTF,-0.009006766009401328,-0.13836918574836926,-0.023387718427952644
NLGN1,-0.01820116088886037,-0.14164206762971315,-0.0002995104725910109
SLIT3,-0.0376691125299993,-0.1668239937186702,0.004732414735397787
CCL8,-0.0008303711541671529,0.053299312300015035,-0.017716049211310893
S100A4,0.09137156156244998,0.23340450239659796,0.047451628631406895
TNFSF13B,0.05438736993481058,-0.026352663248704476,-0.009813274081896327
HSPG2,0.003828744204605078,-0.2729598855235256,-0.010713053285781897
FAM3C,0.04826450416874665,-0.18987738287143993,-0.09902339484254012
FLT3LG,-0.027600525982270446,-0.01048794732512244,-0.0011483270662160346
A2M,-0.08486364516130604,-0.2650337767251448,-0.05817873733555478
VCL,0.04938545383705218,0.05408514045866107,0.026403615513142586
FGF2,0.149475877988119,0.037509786329521164,0.041182296270162864
AGRP,-0.014461016842743426,0.04403707060010993,0.1849587705224684
CNTN3,-0.039738829768941636,,-0.015651921356528806
RNASE2,0.0273686902974145,0.054664078132612925,-0.016449256626859803
GAL,0.060084012859953885,0.15532278508365974,-0.04146347410130333
CXCL6,-0.014461008554068303,,-0.04845976159612321
PDGFC,0.06596246032755029,-0.06533202717931424,0.06477475326661647
COL8A2,0.09370204071589484,0.03208829023849283,0.0029116018588311323
SPON2,0.00906329674466015,-0.21976272635213778,-0.05552348434022268
LCN2,,,-0.029745585609511356
