,UKF260,ZH1007nec,ZH8811Bbulk
BMP1,0.009948156488494113,-0.13774310957555397,-0.009051830207824697
NDP,-0.02106279155792288,-0.13586663214722028,0.01828688249760724
RTN4,-0.06482874252046086,-0.005397003490329278,-0.04933484221383929
HEBP1,0.028089038784988623,-0.038180042068383484,0.016053032420884395
WNT7B,-0.05313061629511751,0.1311124187086884,0.0572718883619133
PTMA,0.011279048841500433,-0.09763394602394192,0.0004002142198648873
CEACAM1,-0.016974345525590885,-0.08436942959160633,0.0323323542417372
PDAP1,0.0721301303173035,0.0002578455249004503,0.008110833109584797
QDPR,-0.09541947066899163,-0.11464318664626165,-0.048464050592532636
POMC,-0.03415639715721036,0.02255799092765958,-0.01804830430547543
CCL18,,-0.08241913967263428,0.06515442021026506
CCL17,,,-0.023789035838343863
VEGFD,-0.016240092742699275,-0.056784451289632075,0.008062234391817804
TNFSF13,,,-0.025857868635020376
WNT5A,-0.002292628597869933,-0.10054481758562048,-0.056322175644217175
CXCL8,0.13132043215144862,0.273000691677234,0.07254300775005515
GRN,-0.03078160524962846,-0.13633216455860325,-0.015735701734662315
MIA,0.10710170393984228,0.02530498778439691,0.06270840615419285
COL4A4,-0.0698238015809896,,-0.026386082093293593
TAC1,-0.0540912324405833,,
RARRES2,0.046194583629781544,0.07200586500763806,0.0662125330228706
FGF7,-0.031095054529013615,-0.020580572674241033,0.06261731236800779
EFNA2,,,-0.015662558532945237
HBEGF,0.0763716376205806,-0.05290951951632698,0.011709829732507256
CSF3,0.12545521247192326,,-0.029169187128465432
PI3,0.1347961307603302,0.12135318410507663,0.03346359995212678
PCSK1N,-0.01476800839276378,-0.09629331127085002,-0.05410036917392648
NTS,-0.04769433450047035,,-0.019081855391660654
SFRP1,-0.018527133411673485,-0.021174850700108355,-0.04038119217895068
CXCL13,-0.018360625813270245,,-0.0205289538068295
MICA,0.061805431728560234,0.020517209329714358,0.03804501928512672
TG,-0.03929533898503256,-0.05394381888160374,0.010613481203589287
ADA,-0.020502888728847063,-0.2548213293930949,-0.02779781905120274
LAMC3,-0.05637727184753718,-0.19734723626739042,-0.005001001128160483
CCL7,0.09937372538973165,,
NGF,0.0175424679282376,,-0.01545202739580136
TNFSF15,-0.018023326484360183,,
HMGB1,-0.02330585244006557,-0.170698142247821,-0.0641344236727341
ITGB3BP,0.08089316042356567,-0.00900170375292166,0.0869252414399377
AANAT,-0.01624009506106404,-0.06567958266030668,-0.02107756164974427
RELN,-0.0488903307110932,,
IL15,0.03671956854168765,-0.012242339722968903,-0.016254957676912127
UTS2,,0.04585959765984939,
BSG,-0.020539891998708988,0.11975664935940011,0.06077880406593777
ADAMTS3,-0.04463419676747568,-0.12527752250744723,-0.04257426575184151
CD34,-0.010725104007262133,-0.20209207686156638,-0.02398951849735017
PLAT,-0.042919651260109985,-0.25623634008571045,-0.0412765027023766
NTF3,,,-0.035690359467324635
CKLF,0.012537195356865862,-0.0227147213768413,-0.028595344777533116
CD24,-0.07034142676561678,0.02499662143131906,-0.008873264463073143
HSP90AA1,0.0011600392786258922,0.09102413088581829,0.018733405809672643
BMP4,0.06840850479013766,-0.08483142319503006,0.02222964144255508
SCGB3A1,0.11168380197702985,-0.09285428350241287,-0.029982161972188736
IGFBP4,0.01719891638688754,-0.2703108270754036,-0.08036956961148352
RSPO4,-0.0060712458234731485,,
LEFTY2,0.008564430570883129,-0.07345759883832112,-0.018009128265561784
PF4,,,-0.014355819264887415
ANGPTL2,-0.012422914941146791,-0.00514621230913399,-0.06301935401965206
LRIG2,-0.026252458362795612,0.1351945529066442,0.0749167041449235
ICOSLG,0.00549453573788913,-0.01168021060007001,-0.002868411472576648
WIF1,-0.05083650478167748,,
NPPC,-0.028653912038041046,0.05194879554332239,-0.02716217246337049
LYZ,0.03529092472666589,-0.030892543096051422,0.021300898730060597
EREG,0.04877395271448854,,0.009879004208150804
SPTAN1,-0.1012315882062292,-0.16367403517975168,-0.005240037226971833
LIPC,-0.021610831927848045,0.005079448791442102,
COL8A1,0.01201123749466428,-0.10487759450680523,0.04826598600983684
GSTM2,0.017388157256840894,0.03553258908152148,-0.0169634271182036
IL4,,-0.07994486199692886,
SPX,-0.03434793906773282,,0.004488414635074337
MFGE8,0.020831572559812647,-0.22664832592981018,-0.03469905454408934
TGFA,-0.07970380883953901,0.2341596921406578,0.01227638577092835
SLIT2,-0.0474665943784996,0.007977322071497475,0.044082068998839014
PLTP,0.023188187681174477,-0.13454350791602454,-0.0154842272331347
APOD,-0.11553908833278516,0.025711561576565543,-0.09484043688843002
B2M,0.07224592971535494,-0.27598648867751635,-0.006742047454530584
OMG,-0.11433771834519699,-0.10641064771582306,-0.0430558713436388
CXCL3,0.002550945845867391,0.13069139459919493,0.01782976551635546
CXCL10,0.0244564211940881,0.09531727034646201,-0.019255315335808924
RSPO3,0.030982662060741843,,-0.04743790177202652
CORT,-0.026227991289425854,,-0.015022635210342467
NCAN,-0.085427961370234,-0.18378008778798255,-0.09833963716333459
PRG4,-0.015473268533432437,,-0.022166817548686237
TGM2,0.041647934392247725,0.21365661446594844,0.04128015933370996
VEGFC,0.038316270256034415,-0.054048956439815644,-0.030099885837325036
WNT6,-0.021320674357148538,0.0511767103312984,-0.02792023899364325
NRG4,0.0121714970545667,,
PMCH,,,-0.0019963719266107073
COL9A1,-0.012004477978208443,-0.1038291480573489,-0.0585735069233195
GDF11,-0.07104746683973642,-0.03178801584293979,-0.04482456167452205
IL24,,,-0.014126923025475661
SORBS1,-0.025741408237709186,-0.22854539235394455,-0.02626493783306754
DLL1,-0.039381111633759645,-0.001788827977807779,-0.02879828197383697
TLN1,0.02657922449977233,0.016244591374091365,-0.0056023592934466805
COL2A1,-0.013819976122955218,,-0.03681908293596789
SHH,0.01809999279732192,0.16236059359793367,0.12427763168885918
PON2,-0.10560387332710562,-0.16774404328966241,-0.02828213586551142
ICAM5,-0.025770353023959577,,0.042877324587984295
HPX,0.004247962468453711,-0.027133906753215725,-0.03494275483766687
SFRP2,,0.07307886963841571,-0.008679517623527106
CD70,,,0.04007130356210754
HP,-0.04400710924112471,-0.12787466587589866,-0.04175861891148796
CXCL2,0.027029646349271328,-0.015855968016792243,0.004197905248628444
NPPB,,,0.0017404917450890725
CCK,-0.04947245660458213,,-0.07387160961196128
SEMA6A,-0.04682124790309231,-0.209352116568359,-0.11272487008788208
IRAK4,0.0025975925012198574,0.018762927542342177,0.01575218683438962
GSTP1,-0.026044730430295437,0.04446771376123435,0.013850575373155611
VCAM1,0.029003147043531064,-0.05167621024484605,-0.024042690166430444
NXPH3,0.015675719953649064,-0.008406179917023094,-0.014175847973310536
MTMR4,-0.03163997335304943,0.21797116525470636,-0.01712212806719087
LAMC2,,,0.04732011825909888
IL10,-0.024324114213536828,0.04822760178405388,0.016552125454904344
SEMA4D,-0.03020331156861829,-0.07784349160897357,-0.06268825587541077
TRH,-0.013599904286155085,0.058130828400176575,-0.05075244185509655
SEMA6D,0.02234995474941126,-0.04271710004225266,0.027908681578025
CEL,0.0003658561775369779,0.1025777206393193,0.04786656118952605
PDCD1LG2,-0.0037354033164043498,-0.022180115518025595,0.02200736319994213
SPINT1,-0.014754185336289045,-0.07432726000126162,-0.01520296440279736
CTHRC1,-0.03214745503232764,-0.11290186802859203,0.10522894799267717
PODXL,0.0011856198052895997,-0.29827368462085163,-0.04468135952503802
JAM3,-0.012330698268742063,0.01565241483894753,-0.010196942914324754
TGFB2,-0.02313147747152092,-0.10841834581077092,-0.043124303331968004
COL18A1,-0.02577005231432279,-0.26389806411069616,-0.029234517423994445
NODAL,-0.008400086855899708,-0.1621377457327506,-0.017450077711578426
INHBB,0.05603724925451819,0.14558680625701106,0.08441647920480268
LCN1,,,-0.016479391251465327
ARF4,0.09272260400489665,-0.17647209908102499,-0.0053396901522484675
CXCL14,-0.034442656245945454,-0.09264317462114224,-0.07053846906749056
LIF,0.11519908801806376,0.07886684943026691,-0.022361966962434265
IL17B,,-0.00014269856300469565,0.08289958469008966
MMP1,-0.013599901319375194,-0.0058715359872537586,0.14343378747557808
MATN1,,,0.01521515908091754
ADAM28,-0.005750739204411175,0.008915964255888286,0.004939959754053898
TCN2,-0.07804184577011182,-0.11588587086160419,0.018948349099275657
THPO,,0.06879028943287768,
CUBN,0.009272828240077927,0.007656813936276184,-0.03708500572416676
TIMP3,-0.05955007495569475,-0.15468935883849058,0.006263684954131914
PIGF,-0.058524050315759,-0.04450904288987428,0.0011490480589149278
CRH,-0.01381997865869862,,-0.025558230314652795
BDNF,0.018425906836076957,-0.04143341616210173,-0.0032952724425057574
CCL5,0.04694477178748882,-0.012821127701813428,-0.0012037713245098528
GAD1,-0.03843052155201054,0.039167910794023424,0.07572967020238916
COL14A1,0.001974155223304577,-0.08438592952077446,0.03231510330451046
HLA-A,0.13190223050796654,-0.04205166748980078,0.05823587675690526
FGF18,-0.018856119296925943,,-0.010269086276678994
ADM,0.1739985682838639,0.3467176062964691,0.12801287445452478
GNAI2,0.07001382865103019,0.04968996158779974,-0.023726228924020487
COL11A1,-0.01317700824268188,-0.016385303848824202,0.0983433965662817
NUCB2,0.0409105202963035,-0.07397168532826452,0.024504766911964702
CXCL1,-0.043342561965893985,-0.04599424881134393,-0.02691286733160798
VCAN,-0.10433494695690036,-0.14500570445773855,-0.025891619689411824
MMP7,,0.13775470644639579,-0.004474846276040136
PTPN6,-0.030026293024598374,-0.04366937758303619,-0.04532315887526562
PTGS2,0.15494814262635576,-0.011866148913283464,0.040741757839416026
XCL1,0.0108053436408822,,
CD58,-0.007900353346891964,-0.021315408424933596,-0.018515178807871353
TNFSF14,0.019783100565565863,-0.027985013431431793,-0.02804492355510589
CNTN4,-0.011836046065094873,,-0.039091384840552725
INSL3,,,-0.01627878503551498
BTLA,0.00963489339619347,,
MFNG,-0.0712723772095824,-0.10491684375153168,-0.03144676499486714
ICAM1,0.1111745415954898,0.029858687738092624,0.033933516521663015
PROS1,0.07560641076488457,-0.022435507231470954,0.09562051958444259
CLCF1,0.04661271293350549,0.016725980737744398,0.01991270099867288
PSAP,0.07174888708461252,-0.08671702833838926,0.0960389458412969
EFEMP1,0.05134856049504164,-0.0074959179229183515,0.0650695095763595
C1QTNF1,0.04639338494569676,0.012289150219709083,0.040429388845973496
ALB,-0.03561103506263241,0.03627173361290246,0.045276790109703355
EFNA3,0.0673843193618766,0.05433663790259416,0.054072842799509406
DRAXIN,-0.01588279239261553,0.15295417685244225,0.015908443279319597
RAET1L,,,-0.016479380451562355
NPTX2,-0.06617062109989985,0.013192155813120497,-0.031126303724474516
FGF11,0.059863229647287006,0.11939849156140087,0.0705047639392368
CD59,-0.033404119385334476,-0.2289390849986582,0.00525973977520052
COL9A2,-0.0890500292736404,-0.19569960409765927,-0.07655086875901607
DLL3,0.029178925219370242,0.006989784875117212,-0.06257568486846776
LIN7C,-0.013568685660438807,-0.023570302771305795,-0.03760527712977008
GDF7,,,-0.014126927501170916
PSPN,-0.03119899302196205,0.03145174004351017,0.1106961385581496
ANGPT1,-0.04620600489296664,0.08523493724016401,0.07876739929028914
PNOC,-0.060185946923712784,,-0.015022636844759399
L1CAM,0.034086173197951805,0.10411963888351597,0.02538740902410615
APOA1,0.016328254545963098,0.021717430386988295,0.07982006194442066
PSEN1,0.04092823313957167,-0.18029705419277925,0.019242835862783633
CALM2,-0.15391488782673202,-0.19703100995938228,-0.06951479359748347
CLEC2B,0.10218761530672218,0.11569301388175468,0.09108675231161306
NTNG1,0.0450905527480152,0.17794796367969223,-0.022823751011060017
LRIG1,-0.08012184477575436,-0.24491793902439543,-0.010488423556657956
CPAMD8,0.061362290080893785,,0.061399872607630926
GHRL,-0.03109505846318631,0.026662689688887437,
NPY,-0.03468595902614473,-0.06980325014063875,0.003459341319257372
MMP2,-0.031882581478745425,-0.24893358587046172,-0.0544461214205305
PPY,,,0.10295624359487164
ALKAL2,,0.03388842630746798,-0.05525725733461346
CSF1,0.0190719600492136,0.03571120779561498,0.01821847692193804
SEMA4C,-0.016878028104356683,-0.1327179307927211,-0.008054154969579827
ICAM2,-0.05104079504760385,-0.2315326585745803,-0.015254941933071356
SYTL3,0.057519679909023805,0.2021213271458104,0.0021262836781443637
IL1A,0.028123982929741345,-0.026121224259296336,-0.014581509292850365
HLA-G,,0.029230986489539316,0.03339026886761358
PGF,0.0188725899035862,-0.21310477795894403,-0.01748439781246252
LGALS8,0.07567170612960633,-0.027355999356538787,0.006190308395004531
DKK3,-0.1063105973638499,-0.21201710779154748,-0.013381613265644033
COL16A1,-0.01691965344322714,-0.19747234515533296,-0.04900977375186835
TPH1,-0.018023327300184022,0.054694885993642174,-0.043027115501346615
TNC,0.11255828664219283,0.10629416755193545,-0.03942894591726764
TNFSF9,-0.012097267577108444,,0.011700842189482068
C4A,,-0.08186203030615487,
CNTN2,-0.09992603223634777,-0.04398442959828946,-0.009684982882751264
LUM,-0.05050344058313336,-0.23860471964086372,-0.05689909331543732
BTC,0.02534191909143493,,-0.024073698353509147
APOC1,-0.060917667600922314,-0.09939282601882816,-0.0501760254699982
PKM,0.12543125626222143,0.24559908045158715,0.09227536485136469
TNF,-0.038938046930149066,-0.08193038581391841,-0.016479384946317083
GNAS,-0.13728549149036573,0.1761328531851721,0.03883114326939145
BMP8B,-0.05159663936506129,-0.023567352569259566,0.034942033082980786
LIPH,,-0.07797897851544676,-0.018373096472703493
CCL28,,0.07187002417328683,
PTPN11,0.001288264460027688,-0.08434772238408123,-0.01655664127970342
ADAM12,-0.041737601555772545,-0.234037066994158,-0.0351005557538542
EPO,0.0563064542045781,,-0.01908186133405832
EDN3,-0.019812949525028076,,0.06067412264850256
CCL22,,,-0.01745007001693128
CCL2,0.07334597597722724,-0.03821772180569943,-0.0658045276142538
DSCAM,-0.06335855167296402,-0.022593937876545348,0.016579945785864234
ANG,0.02425357162689995,0.21241023889380967,0.0922563743389972
FBLN2,-0.04826639090368133,0.07182695252378887,0.06470138481072842
VTN,-0.019498779335710467,-0.06489236604679681,-0.013417980212278737
VEGFA,0.16053095678745022,0.3576583003302299,0.09701614021213963
F10,-0.018192691085467776,,-0.022916684429260207
SERPINA1,0.048260550515111356,0.032006569306032476,-0.07326476419041647
VWF,-0.09929619237104229,-0.22755597082798248,-0.01997006865126954
GDNF,,,0.0034629151174837636
VASP,0.015794349645270867,-0.03521901109812078,-0.014730472750176232
ADAM15,-0.023390811816713354,-0.18758887730117724,-0.014559785270000602
WNT2,-0.015668287681115105,-0.04976628402501379,-0.01959802742378335
CALCB,0.07337361027581586,,0.04993907384045349
OLFM2,-0.10471819918260054,-0.026050772270030175,-0.03317597533523225
MFAP2,0.015081519472950984,-0.17431394512261675,-0.009654726960714443
HLA-C,0.08049668282091038,-0.03533460302890894,0.09562525501022426
THBS1,0.08486639838489125,-0.17303322384546138,-0.010828495737780407
HSPA4,-0.021591213468730296,-0.06718818757283292,-0.031197757918126463
LMAN1,0.12648869310912636,0.057773596348413316,0.012568980802369813
LYPD3,-0.019498781013416833,-0.03923430350809653,-0.036515440337756735
APOE,-0.08940427290798326,-0.11692612149552593,-0.07660671320062193
SOSTDC1,-0.024342796844461168,,-0.012333242073753007
ANXA1,0.049867968481497646,-0.06126537136544308,0.014283417968496474
WNT2B,-0.028004734508739245,-0.06695071254561796,-0.04419916128920213
AMH,0.08074295315999169,,-0.04211350137592996
GDF10,-0.026831189038114062,-0.07913073934289504,0.026066142561254578
EFNB3,-0.008303702394121466,-0.014919385586896119,-0.011248380521540053
LTB,0.00044984167677302594,0.037476676719371195,0.018998216750779763
ANGPT2,-0.0411489620017838,-0.21405397381978042,-0.015038327276656521
ADAM17,0.10843394633122203,-0.16279781430015208,-0.0032306573640220175
LRPAP1,0.04077653474035074,-0.0837209404153666,0.02506358137585324
NID1,-0.01492861888677613,-0.24410817834385548,-0.07101868782548354
MST1,0.10069730736624778,0.0022324379163776056,0.014231133787430114
IL13,,-0.08119032410490483,
DCN,-0.07243783394759837,-0.30350357362502595,-0.04478050532679438
IGFL2,,,0.046056326215291994
COL7A1,-0.010670793605492538,0.06781891310037724,0.0448977198995627
CALR,0.15226504466633295,-0.07968874952344929,-0.032602557337803456
PIGA,0.08796279789324087,-0.09886879527333889,0.09662590786335394
CD200,0.006404065238491581,-0.10899664505592528,-0.03983090599522892
GRP,,,-0.017824585776698997
CDH1,,0.08055983740600887,-0.0039698145815429235
LPL,-0.079486445788369,0.1720974011770525,0.013321633406716715
SEMA5A,-0.06117547736849848,-0.14206226244426834,-0.055174433167684764
SEMA7A,-0.06370482657183686,0.04103398961987743,-0.017156475049155066
SEMA4G,0.01807786371175018,0.019272871427205292,0.008554018400048435
SEMA3B,-0.05952240537521993,-0.07867381453931781,0.03043322933749491
RPH3A,-0.02086357250020819,-0.17365803029953888,0.09479762761977689
JAG2,-0.028663895768279234,-0.20122287303760816,0.02369650303855404
CGN,-0.005898802224388783,-0.06452262733750416,0.04472864167817807
GDF15,0.19151806886861536,0.18125309832328634,0.04338666784164662
SEMA4F,-0.017084855302869597,0.016390124536987485,0.01607065349387837
