,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.10022777455858838,,,,,,,,,,,,-0.03125654876302134,,-0.017875235473568066,
BMP1,0.035070011841089675,0.01799761498134179,-0.006036287634954835,0.029904184491613826,0.01752792275882401,0.041042550374050114,0.11353301157620746,0.12351493508647426,-0.010651982572102757,0.01626039157531971,0.008936729932972478,0.04499872649432849,0.036868818458373184,0.04796239421175686,0.11236604247321766,0.11189590347588572,0.066783904757022,-0.05992640169884144,-0.019086071816298476,0.10169667201066943,0.009808128157660164,0.049050989074156594,0.06258465077100583
NDP,0.10399721055508712,0.028536077369398987,0.028673001045673278,0.0570127309747254,0.019903528252879978,-0.028893713861910256,0.02929323574566906,0.011072466786680167,-0.05137356297716996,0.02696566863783326,0.06435862530788146,0.03698546588423802,0.04260194805693254,0.07242640144800414,-0.01104871921460245,0.14214515851593712,0.04059848295527767,-0.011417444136332102,0.06984925738212588,0.08660472614191773,-0.009539509813402675,0.010047900767336295,0.059697632098815075
TNFSF18,0.01458346693900397,0.020905123624835167,0.003817078648410614,,,,-0.008455507945850269,0.07910262909963217,0.019189665426691854,,,,,0.1799571711247332,,0.03622117768371073,,,,-0.0008644367294055288,,-0.01955730682107633,-0.031352787048556104
IL36G,,,,,,,,,,,,,0.14049031657999275,,,,,,,,,,
RTN4,-0.05458168780445337,-0.019681039203543475,0.06334136518368952,0.00758482853295196,0.0010011880936093903,0.026595252153378827,-0.12282486883875826,-0.1801832749958814,-0.05203826332669293,-0.026076133508107547,-0.03822753465009253,-0.0378840389780416,-0.060214651062274825,-0.07687499280661692,-0.06453651910508407,-0.03573991186298519,-0.01157403276129944,-0.0585327538673568,0.046739024848565194,-0.1616405388906904,0.08377337991286343,0.026440069586442346,-0.16908126595580913
HEBP1,0.013568561563926695,-0.00405286106726134,0.030892263543111996,-0.06160961169197822,-0.0012132158172798067,0.007980216316376736,0.0852658691180123,0.04230882963347612,-0.00399021613445268,0.03807441117628625,0.026585627792565323,0.013526046568814539,0.045288499834533424,-0.006394088465629257,0.058523078582887564,-0.07660398326665323,0.007303040815533333,0.040191301171303324,-0.005170381452584651,0.009160275005931933,0.007966900304583224,0.01702906016517968,0.036579565338042484
WNT7B,-0.028781675638007185,-0.026927753172592685,-0.024224628094259234,0.08246245985277445,0.019875360312413076,0.009290166823282965,-0.0166762761604689,-0.024974805347651556,-0.025549523474731852,-0.022312805870606738,,0.028831962346872363,0.028173751525038235,-0.02010064388502099,-0.033472562522775445,,0.0740129819284145,-0.024291661979568793,-0.03695340421741777,0.020016548878884755,-0.0051640845106847594,0.013259869346652124,0.18087029324159667
PTMA,-0.13201212936280954,0.05328841518326741,0.001454421209974118,0.07445982983178312,0.05460500512557149,-0.025137406924989437,0.15557980173434616,-0.058097105950575496,-0.04993559778246594,0.02531515908157084,-0.0013867333136151547,0.10468606861207859,-0.0026841877744558065,0.018627533317065292,-0.13674772229833607,0.008532185397631491,-0.09344461564384937,-0.03270759716150651,-0.03697745442275763,-0.1356133168177113,0.006942806885844114,-0.08732232725412986,-0.049485782829753425
FASLG,,,,,,,,,,,,,,,,,,,,,,0.056490562648649954,
