,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
CEACAM1,-0.025876032950782335,,-0.015803931329945033,,0.005605459814969409,0.030495090429567957,,0.0026819907942541256,-0.0003464279236359304,,,0.04094431627859085,0.00859642326089919,0.02247608115848392,-0.013060349826866048,-0.026825840544052414,0.018952574986222832
PDAP1,0.033479155355892354,-0.05741837021102026,0.0014863237813230045,0.03874569405108155,-0.0013722411751963986,0.030967551801558687,-0.021401234831738964,0.12891598224786294,-0.006723472345186705,-0.02761013624003276,-0.004406596905941782,0.015982623680700195,-0.06937805574138164,-0.03573900395082191,-0.023262605543233787,0.03649101247295176,-0.0028264549742205787
QDPR,0.029830407379773737,-0.003336790807198141,0.011250066019528732,-0.02638003047799831,-0.018871257350978016,0.05451563542362038,-0.010765755694395774,-0.1374259551077985,0.05884040430389655,-0.057916545019558285,0.0082371810538266,0.0010116978644766378,-0.03506157553810316,0.03536877047760494,0.057380316034982774,0.03175889587644867,0.08314398838138332
POMC,0.019941057475330832,0.023012016716711166,0.038056530649002294,,-0.014464442585552349,-0.009646539023555235,0.06825286051834611,-0.003340590629329449,-0.02790079710108486,-0.015008431931560822,0.08724711107632013,-0.04043166743417926,-0.0008188242189827743,-0.01793098461502908,0.01758578833767529,0.0535021083455353,-0.053668637755534945
CCL18,,0.028537396685843028,0.0324159252541368,,,,,,,,,,-0.023735740237372332,0.042242419286148046,-0.015677030084520618,0.003185553166869937,
CCL17,,,,,0.021090366899008936,,,,-0.010372801681431294,-0.014587768054550112,,,,-0.023284907367894497,-0.02912024020515277,,0.20364113291793373
VEGFD,,0.03189088485835161,-0.019721819343293628,,0.017750874020119174,0.00794375155439262,,-0.027553187564358466,-0.005146298119560699,-0.015634162855913892,,0.07102400186475076,,,-0.027712756634327037,,
TNFSF13,,,-0.0148827177459198,,0.01511648318709788,,0.03831783215852407,,,,,,,-0.02501446567991074,-0.005318450317171249,-0.03012362099512735,0.09492942920281547
WNT5A,0.08788573644676448,-0.03124211793440829,0.035647694106233925,0.05773500417400502,0.025041061995238405,-0.04623067883208584,0.06838967681845405,0.058702959770148284,0.020604092287952635,0.04955274663647857,0.01261521751601242,0.014613384054513807,0.07063346897420382,0.008411336083143782,0.04827514901372475,0.005820187649794024,0.009614228265403561
CXCL8,,-0.048415194125946144,0.06349031248714312,0.008715134971350359,0.022431037813451203,0.07621921018578767,0.017036390865335194,0.10002889092564314,-0.004782871047995078,0.051765998169062875,,0.0305096384072999,0.08020218620716965,-0.06517167330915305,-0.11610911761180126,-0.041070641255860935,0.01935572497145311
GRN,-0.01728348708849036,-0.03753289992943194,0.01395997840490751,0.038403624595124315,-0.027231898554908346,0.01846613026720538,0.00649093589622708,0.04557285229571629,-0.04960549310865777,0.04340769039213812,-0.03668610288161972,0.011314831853305816,-0.03094657288333228,-0.08404389896100461,0.01226893421138372,-0.08219479660871157,0.008366733968099838
MIA,0.07176022049738719,0.0023135323029812318,-0.005046836557421437,-0.004432451947012697,0.002693024475291989,0.0077327689406612166,0.03303763002112705,0.07632254131253494,0.03205170032545154,-0.02141170250671434,0.07345547478583239,-0.0028773439748101333,0.03906039517965787,0.10584423505847466,0.13732360971911464,-0.055761101397857324,0.027468658986972094
COL4A4,0.06675925887231499,-0.040198735895342286,-0.02368573727479733,0.012891057252871558,0.04220267918843456,-0.024837544356828816,-0.01318828742420843,-0.026297915213899195,-0.031310219408126,0.04330303150500077,,-0.01106195564377082,0.06702602335581846,0.0833589584991998,-0.005152653948031453,0.0732645062090185,0.03731925353289909
TAC1,-0.018635834193522355,-0.024726290752659617,-0.04814819205283187,-0.03925168633990555,-0.018949706444375745,0.062364764461221814,0.004154298349595678,-0.029164167089510057,0.04594835475796498,-0.015472846337628349,,,,,,-0.030597323662452814,-0.017676096872873404
RARRES2,-0.048781341282794974,0.006964939255248662,-0.029673117986445993,0.05258421457888921,0.010768649179683404,0.038285525735019886,-0.01745122899110038,0.11471163657169335,0.0340892206634818,0.044213098131874864,-0.06858257494204849,0.009471370493501744,0.04303497577786099,-0.05748597909401664,-0.04883668319213511,0.016578222010490366,0.0444510653324525
FGF7,-0.013893907130231377,-0.005695853925114014,,0.015596118322299565,0.05964405602886076,0.07036112596564954,0.04785713963733091,0.08652460530324373,-0.022523492979720915,-0.006335308170326721,0.017663150821931074,0.08783013233687557,-0.0009541880590578753,0.005612261929206904,0.040951941090081316,0.030766813962688135,0.015242695883707552
EFNA2,,,,,,,,,,,,,,,0.03848959727507015,,
HBEGF,0.07530863813159264,-0.07222325013353775,0.006033715406379844,-0.0076057841483497,0.07040093558347686,0.012191124500182495,0.02969470890260272,0.01197368140853543,-0.005969530337658849,0.034307529611204514,-0.04213589923975291,0.013367476207994874,0.02375755437104449,0.010703205516961876,0.058320135959039156,-0.014729436703063552,-0.04654044823861176
CSF3,,-0.02561479271249819,,-0.029652624684266944,0.0049030958341674145,0.05102550413340589,,0.0010130535227737968,,,,,,-0.03893289474223961,-0.05170056798211769,0.003264914863477735,0.1037356244007432
PI3,,-0.022529382602618726,0.013214912641483166,-0.0009904320490191371,0.0050765661093338564,-0.04699072786272031,,0.01961788356406402,,,,,,-0.07783751704748114,-0.10494864140809215,-0.04167280826520722,-0.03075744485101807
PCSK1N,-0.021384895689707528,0.019153874566130585,-0.05515732893456139,-0.011028525014961411,-0.06890533745744369,0.0031094159750395,0.00812483997628023,0.021166032368132238,0.0017296963397380738,-0.037131067368889284,0.06365284378452228,0.08998598378434622,0.047766709409369994,0.03133404050597615,-0.02790981903343988,-0.014132788248665937,0.06635860479534536
NTS,,,,,,-0.03435007609161942,0.006889350504234701,-0.03419743053388225,0.004838865159279084,,,,,-0.02024103229525737,-0.019599036975011253,0.021490747867265486,-0.020963896122159115
SFRP1,-0.027115609488776303,-0.012681877384659139,0.003470145379028743,,0.01313223165346362,0.1268971868389212,0.03792679031662941,0.015118034773390528,0.0005732488671430915,0.0053952020615622605,0.049511775926557054,0.043928218387298865,0.01687360671916043,0.02349374708388613,0.007638943004468059,0.04396607681366025,-0.0204767482870925
CXCL13,,,,-0.021531314102127753,,-0.017318602083726313,,,,,,,,0.028479106084808935,-0.055340915187708194,0.017086507504278287,
MICA,0.05261366012949898,-0.03277280964792176,0.0036686336210602698,-0.020395727990533002,0.051779198801595434,0.006808105475865117,0.008285480107600676,0.15463951610296026,0.031749412002685704,0.04703348587337689,0.06386265790737082,-0.033966829801532095,-0.009421380476852207,0.03173790898499798,0.06709132831192298,-0.01881317647456221,0.08612092086745438
TG,-0.02158257363887562,0.1136697073478169,-0.031057071088553864,,0.11091728414021712,-0.014801460277541822,-0.018583531584780846,0.05765560336816638,-0.010399740097130024,0.05619804469690285,0.07940489250374497,-0.06707463893186362,-0.03864733447162597,0.027292846725055928,0.022578493546062492,-0.02019722716467724,-0.027607941116882587
ADA,-0.008461147714087843,-0.020629414772716223,-0.018052564155703325,-0.012466298600393043,0.06595633360830404,-0.04426197963168949,-0.036304754383771676,0.025706360315011032,-0.029036058557182196,-0.03568928774206231,-0.039357332213009896,0.01567474602188481,0.05815016684129953,-0.01186529782122473,0.03317619525173545,-0.03914009991143622,-0.02560363876906172
LAMC3,-0.032837023677637606,0.06430695692554711,0.020764788547930912,-0.03607362080392036,-0.04317292900505315,-0.010369593577678688,0.0050133677153624745,0.07794696379358679,-0.02444195123636877,-0.006949017121085842,-0.04928282202088739,-0.0043480048342173045,-0.02215026065017392,-0.0014242260489298782,0.05112496110159797,0.03274613758118937,-0.03475449592174557
CCL7,,,-0.012544739174016776,,-0.022637311544527992,-0.02296126887961878,,,,,,,,-0.034898708958845566,,,-0.014834675139505963
NGF,,-0.02315961612305939,-0.021538694201502374,,0.04818165586610256,0.08299116967137245,-0.017733673551413382,,,,,0.07160273287811995,0.004113853000816388,0.10566419835966544,0.07103781847707578,-0.0604637809418081,-0.0444145702576685
TNFSF15,,-0.028651335543205644,,,-0.02520775358155681,0.246790563802121,0.04575771747991103,,,,-0.03195350739883372,-0.05951005609327949,-0.03562255437532308,0.022042925864165435,,-0.007248636659377577,0.005812352231727857
HMGB1,0.0712209108439081,-0.029668640163060773,-0.08403686366563508,0.02071968344549052,-0.036710863654517874,-0.05563357115777921,-0.004557667473364317,0.08256413907145294,0.01573665864641781,-0.03937286765748288,-0.014484568096620664,0.07453125193244474,-0.0630904976283204,-0.05985109625284213,-0.05541599653983707,0.036959764845914976,-0.00728946433126522
ITGB3BP,0.008245839435424767,-0.011931785009886883,0.049241867108185684,-0.04588054654902554,0.023292638164990567,-0.058570082544690746,0.10990660753914996,0.09211037834068962,-0.012003222773448508,-0.004746724262448742,0.0004923787869268275,0.05556352931113278,0.0472284968935136,-0.0005617164949669294,-0.01983706106273011,0.0204381268607699,-0.002995321498063723
AANAT,,0.019601770436906467,-0.01820050799268374,,0.02981384547960387,-0.015318418175113504,,-0.025096817623487765,-0.02717120502695651,-0.019568095510093204,,,0.11525034733618694,0.026090667698846024,0.022253511728355744,,-0.01569570493586346
RELN,-0.01789252574710764,0.0628642377484153,-0.03009986871691075,-0.0333933860954591,-0.010032325633703704,0.0105872741767282,-0.015328506487224041,-0.026302641697203623,0.061327314423911136,-0.006337372284377936,,0.05822881458347532,,,,-0.016176814449020905,
IL15,-0.019899844513881316,-0.011264411151058303,0.020194433886087604,,-0.013803501642636207,0.010699790819826383,0.009088559262493643,0.011298951750472465,0.03183728544351058,0.05470237193864967,0.06418059751452854,-0.01911183080720591,-0.04179061694278091,0.012522669468552731,-0.016941681281442324,0.03152924068578962,-0.03841019831152792
UTS2,,,,,,,,0.04214634558782465,,,-0.015224175334271589,,,0.006263259621088529,,,
BSG,-0.015972917899703516,0.027059200034323164,-0.05553069187450702,0.0055726266943191705,0.03782663353022815,-0.020512757286602252,0.026428649251117677,0.11459630108595747,-0.006254430007890233,0.028011335821942693,-0.06696629811450432,-0.025880594262517174,0.0683270926309447,0.025350786268660438,0.006835373701021869,-0.0061512521315011,0.030891118942118097
ADAMTS3,-0.030613530411859154,-0.03692432247550846,-0.0326264733182191,,0.014995347648643525,-0.007383174941454227,-0.008629901507447631,0.14382814219810833,-0.04107249119502625,0.03810018774192643,0.08672637668136271,,-0.0296018008969879,0.07726505639446515,0.013767332734409608,-0.018702854618265187,0.022741016942577044
CD34,-0.0192482034933245,-0.05206613224042694,0.008624173001539774,-0.03760866238158096,0.015228672548228643,0.011395320830607781,0.0769336084710673,0.0681231101682108,0.02238615320236112,0.002894284835361704,-0.023842919224436626,0.007983964495366955,0.0467757433120609,-0.028445451816966928,0.025730201422512047,-0.056818878379432745,-0.04145882302883903
CCL23,,,,,,,,-0.02855619459794545,,,-0.030151633581745076,,,,,,
PLAT,0.09069094191421571,-0.04469453208734194,-0.05195195731930539,0.009197692658623188,-0.024706631595295063,0.008488880439641334,0.007979134958708622,0.12074970601045822,-0.014693594911973371,-0.033426716794385004,-0.05112747289311689,0.03192324887292936,0.03300583073899294,0.021745290972484094,0.1267349606071594,-0.014749362550805898,-0.023922852838962318
NTF3,,,,,,,,,,,,,,0.04770979808951971,0.06986519229042137,-0.008621249726496501,
LTA,,,,,0.031014154468152495,,,,0.01843814120459584,0.0003193919889339167,,,,,,,0.13648655479474453
CKLF,-0.04023578160306271,0.03810372226151237,-0.024076322558134203,0.021228093430793484,-0.027301912838285862,-0.06465188424740055,0.0012951147025777006,0.11580829915386506,0.002462172512445307,-0.022053456229122182,0.013863860028517852,0.09400063870678653,0.015785698825280036,0.04203857405281686,0.114206346810434,0.07104620972572105,0.061404868797200814
CD24,0.016133521343182213,0.04275191048287108,-0.09254020715081908,0.02343071356467662,0.039732806207864034,-0.056706470684303095,0.008223851188833918,0.101608330077474,0.01785349671629752,0.03451817833818439,0.03820381544651892,-0.11548043126194808,0.0007594651587824945,0.03147189869556735,0.017543152501691993,0.06912214645511505,0.02447516366737839
HSP90AA1,0.01489888345125921,0.007090478533260852,0.006527857066629731,-0.00342033284783775,-0.020929184498838887,-0.02044248493096271,-0.03186527794982736,-0.14383013872321818,-0.01608072581736805,-0.04432123295493287,-0.04949664963986527,-0.047621151605672124,-0.0664716530220745,-0.06741191665027597,-0.1501670638689696,-0.019561509076603964,-0.09347942243995984
BMP4,-0.022211601532844807,-0.026312433273934475,-0.019687550903408766,-0.07455417376417584,-0.011097285155775688,-0.003614479455262782,0.03644300234758318,-0.03473446684610525,-0.004067956962776533,-0.015464401913591186,0.04736663217893959,-0.0022608123172049802,-0.04880244347786396,0.10521313398793397,-0.03156424441492531,-0.06426086528082915,-0.05534472961212236
SCGB3A1,,,-0.012544737919559618,0.035918444726505516,,0.06384977531908899,0.1099990509802157,,,0.09126495263253338,-0.03720953810791923,0.177929044854713,,0.09146217403365654,0.05161566507854777,-0.0035180128338948473,-0.031104347605122325
IGFBP4,-0.009800970326730945,-0.00882450949045277,-0.013396792011092378,-0.06633651337785289,-0.01662353021033115,-0.019538210119697214,0.011025407937185832,0.1539415028861664,0.05538250438605674,0.019200897616246205,-0.053706315380581945,0.019600197723960103,0.03200551162120158,-0.08072029407723112,-0.028335926942322228,-0.046891983369734234,-0.057944337068240565
RSPO4,,-0.028291845505589327,,,-0.001700097526254516,-0.02105463151035607,,,-0.011764485791445622,0.04110353054520676,,0.041672345164775144,,,,0.010930653395081931,-0.0278604152915889
LEFTY2,-0.02136918072562199,0.05411900736166594,-0.036587588374796566,-0.0109387072365806,0.005922909525510283,-0.03268004273342346,-0.043918649491918677,0.13462496400130325,-0.05103641753814166,0.006961115400615493,0.02424679164029231,,0.014215011092672314,0.029463995982177263,0.02595841154789487,-0.028512744140931374,0.062134868321217174
PF4,,,-0.01301315186655442,,0.05560306724756343,,,,,,,,,,-0.024141627533652562,,-0.02112404855590595
ANGPTL2,-0.04830771159041351,-0.030083422772453586,-0.0032382774180730414,0.011640842918546302,0.014697204295100625,-0.02986327116727571,0.0032285953072142284,0.1588716915279897,-0.02942334074033734,0.03531052082091454,0.04658896107301686,0.07674482740056768,0.03906602057859147,0.07802091574642095,0.09902941122805298,-0.025475133499125883,-0.025896425079597295
LRIG2,-0.03265013411439293,-0.008140123971097582,0.08711788883032794,-0.056338658914158526,-0.007528359050375393,-0.024236559600474588,0.054990125175500754,0.029491869061520893,-0.022866291069425445,-0.012212791509953172,0.03600655356122767,0.06558232696244712,0.08667988061079618,0.06376289773717313,0.00897595978847569,0.015283701030030081,0.0872621932436531
ICOSLG,-0.021398521114152556,0.006542821042504903,-0.009368539236624104,-0.017132680761160732,0.021893403307642795,0.09509645676939471,-0.022607670237882113,0.03884074598738003,-0.038499397300993166,-0.025793175146130703,0.020037153765220958,0.017564645076007687,0.011689911918940409,0.05646975641274073,0.03309049412400331,-0.035323768741026385,0.054459165202895114
WIF1,,0.0736353237030842,-0.02341505457609787,-0.015720866033742006,,0.01756325303158346,0.009154376553414618,-0.02108873356323168,-0.011134127040546456,-0.017127843077139958,,,,,,-0.031048979432679494,
NPPC,0.03361285531690151,0.030446442721399698,-0.038917137155050435,-0.011321105084982764,0.027210092439421466,-0.003326531854625362,0.005230296820414199,0.0017242916207283764,0.03450181288851141,0.049319875139278234,-0.026640003089293155,-0.07753004211949961,-0.029601744044956673,0.03313024051317702,0.0420501199557128,-0.005938667189212586,
LYZ,0.07611508706014702,-0.0015619731011459403,-0.012035518271595434,0.021687583313774975,0.04991097305248152,0.0069832255669892195,-0.04383521407584377,0.05083438739127491,0.0021014984663272913,0.04275055901653912,-0.010733017073702777,-0.03252896979214051,0.027339987569817648,0.046711366388381734,0.059312253426819936,0.014181637321308229,0.004235905213001806
EREG,,,,-0.013472960007206157,,0.02199853209271432,,,,,,,,-0.024922930911919956,-0.060837632052266555,-0.02264512471097417,0.034572826770959006
SPTAN1,-0.000295568517913285,-0.008255340413280531,-0.04240395754003337,-0.023861485955148833,-0.06225524811451665,0.006676010250885264,-0.015505718817905946,0.01999483352913764,0.06638476619903415,-0.01251757297687214,-0.0019911333511152506,-0.03905117307088038,0.11074535287881326,0.03926343272983914,0.03720678303180046,0.053576715474158904,-0.014147270754069227
PTH2,,,,,,,,,,,,,,,,0.04911643395470188,
LIPC,-0.027632154980084103,-0.04913675089093656,-0.01593151832385627,,-0.03549331416174726,0.016903564187147137,-0.023760030913837347,-0.0041757467733364,0.02610450292792739,0.03257343507747008,-0.028248996295698915,-0.08050159626174853,0.03805016497440371,,,,0.06783182837090254
COL8A1,0.06074571773708393,-0.12137444393695457,0.013151501005645319,-0.008844358752510677,0.008272666902412391,-0.04003862816820885,0.011889845138473725,0.047864498442281384,-0.016837427852502786,0.03983391170273783,-0.07125030686993981,-0.019886231469190295,0.03805810067400537,0.06045744516322265,0.06722888284046405,-0.02935559702796914,0.020199661259262747
GSTM2,-0.009149311313778873,-0.040383650401270024,-0.016257994230660915,0.015625909547314756,0.03449596013428063,0.0033887693113068694,-0.012956562039779608,0.1168418623533772,0.005487082945167364,0.07205336221903337,-0.00256895361324627,-0.035422014400558394,0.10759281493122792,0.004119288932971708,0.06893489175103584,-0.03855539732479777,0.09399271753789439
SPX,-0.011872259614212283,-0.02494078112455935,0.0001701303735725938,,0.04339475522108085,0.07819268430799013,-0.01313086070493634,-0.03425973960840076,0.011714849291034828,-0.019210480725909987,0.11920179512641597,,-0.0474723078197532,-0.010274761580782457,0.07978640106710211,-0.001719531653840995,0.058751582926546274
MFGE8,-0.008342481584825073,-0.003802391824512959,0.002735842253126005,-0.03549409166572729,-0.026825836781429427,-0.02811245792275108,-0.0421061327293385,0.0934651187034484,0.027146814586055425,0.04356245453121537,-0.01424198630203328,0.0022194940708744762,0.07452530792541097,0.021211761702025194,0.013283814625312662,-0.061039794543683565,-0.008974588445644669
TGFA,0.029177305511599833,0.030475849860125727,0.007443805887643552,0.04740163992791886,0.02104667666736424,-0.06131213889775161,0.02835770744258928,-0.01773508095437816,-0.03663721316550285,0.004835994812166819,-0.01540058697550862,-0.019365309781855026,0.044595166348485156,0.022027219063346738,0.07376935133949072,0.01345971488845927,0.03372223081197786
SLIT2,-0.022211597978655472,0.020744310077572773,0.05023865961340099,-0.023558486181997587,-0.003109072059001192,0.023648187542172183,0.013728399364410138,0.04205695454672262,0.007288037053040556,0.028301207306305965,0.005164184813460713,0.005473752594066803,-0.03347695461568597,0.010524932327539914,0.03933797314997294,-0.01766418823082612,0.013141547897315886
PLTP,-0.031145108066613036,-0.048530887095841246,-0.04021589948384278,0.06182158212139491,-0.027203600192980574,-0.04110559197690592,-0.00464699696126791,0.12098228657334295,-0.06776571795101745,0.011448139560071565,-0.02680086159014708,-0.028816350068397525,0.08135605290204358,-0.08088204084279509,0.036656103665698506,-0.1057958830627088,0.015611718860051613
APOD,0.014761211934612236,0.02924674304925284,-0.009850615811898436,-0.01785271827980017,-0.07756305713321686,-0.10957050198998382,-0.03492146772507579,-0.014611648515760073,-0.0270861034452977,-0.022755498440794317,0.05382429452759025,0.05655715891907209,-0.020716998978341918,0.06405949297820092,0.12072204342087853,-0.03930771281849469,-0.036039936937155126
B2M,-0.021076203831689105,-0.05443298236729398,-0.03731374669023485,-0.022543497973949934,0.027126243342999304,0.023405492362283932,-0.000608036738009487,0.11100619163940599,0.02002515589956924,0.0346234889104636,-8.390359326644702e-05,0.047158476592830595,-0.0748146635802758,0.011869330347678682,0.09026837200223387,-0.06887689284631382,-0.04088089483003753
OMG,-0.03753007311163538,-0.002483594687891547,-0.06159212857027568,0.009389390059573777,-0.005329614152880719,-0.04273708243255893,-0.03782374609996398,-0.0988644836474981,0.08717038394630776,-0.02889159918255991,0.023763246289251437,0.03234041952331484,-0.050570371359534745,0.0831292555404034,0.10459623304544595,0.0009025362556458301,0.06558310862278414
CXCL3,-0.017380515003536216,-0.011837167569816526,0.040558836974211254,-0.025633965403526082,0.046274344342570405,0.0033184684735033747,,-0.009921696254254505,-0.005222351802385559,-0.013070211057805405,0.08496206112893552,,,0.038343149109629826,-0.034004482587781916,-0.041410946569504906,-0.025720036596301156
CXCL10,-0.06336328157304084,0.011799766762801167,0.03288325627565637,,0.09725396687855793,0.06101294529932304,-0.02094303069407985,0.11684933086844793,0.05814758025831229,0.012141566447396996,-0.06932705170627598,0.08691337074330589,-0.03992919443541121,-0.023693869154958067,0.04670502967871544,-0.0009055817840163407,0.034339916908973374
RSPO3,,,0.022717861813689816,-0.029652625609165376,-0.022936478426880024,0.05058709310446883,0.05206508175639564,0.05212623610978792,-0.026332247139915495,0.011595343690208407,,,,-0.005608217140303215,0.08376915946877458,0.0012879409516227509,0.1791118425498028
CORT,-0.021582578155184308,0.007319803272070431,-0.0371996333664069,-0.03935307410952749,0.015193688832806704,-0.024739469624652302,0.044846656389379534,0.03398690448831244,0.01275830372675463,0.0030315207821036702,,,,0.030638341562204116,0.07433839261978749,0.04299441253936339,
NCAN,-0.03701844846804733,-0.04750426129367839,-0.03054830474629189,-0.016773355377961124,-0.08550323468467129,-0.012147926625179844,-0.0673719362150815,0.02745178473160358,-0.04925581558323314,-0.08277404488307222,0.017112906446653402,0.0465452096261383,0.09502540306010712,0.10637513125671505,0.1220797418322128,0.05012850065869906,0.037336251281776006
PRG4,,-0.04329054830881098,-0.01886578955577565,0.031183846098320166,-0.02263731507221696,0.009969688415383777,,0.03103828625306678,0.0371647726353281,-0.01596859847421252,,,,-0.015556154624176494,0.008545313500753526,-0.03219295779753852,-0.008807568964161763
ZG16B,,,0.020831266476566447,,0.01838298437296937,,,0.07546990881713858,-0.02079340939207978,,,,0.023559927770457526,,,,-0.018771085084425782
TGM2,0.015163081255030289,-0.09333698121189549,0.01573972972806695,-0.009059073522932636,0.02528873350601956,0.046617626905393936,0.04800989827673681,0.07170893398225475,0.05646784914907448,0.0003077760504366386,0.009301838791543825,0.01547252454251646,-0.0026769872865350405,-0.0014520821389893083,-0.0014115571487353343,0.03519706262762844,-0.03194009426454515
VEGFC,-0.02158257954481832,0.00500228546295817,0.03155452373995694,-0.044090938031675346,0.034017842883913574,-0.006278898278704313,0.026599874994514498,-0.03870703256360431,0.026363067308678177,0.1260356073779492,0.0235466474022853,-0.08281019159551453,-0.03562255755202298,0.04653644094903466,-0.0001586242825202939,-0.057005153971241715,-0.0015718127533026237
WNT6,,-0.03939467905016673,-0.020240659330770117,0.04475460348913665,0.05355612704050252,-0.02011065848753856,-0.01571534516913797,0.029984995747332585,0.02783500410704129,-0.014222841914433949,,,-0.026135698908065448,0.037172725537875734,-0.03766827193446642,0.06028065453079307,0.051604324646164594
NRG4,,-0.029358312298976112,-0.011554145194143639,-0.02222623688383422,0.01648883059491793,-0.020788827669548357,-0.019238487650296215,0.05246722942046379,0.03574125043976995,-0.01901187451350979,,-0.014192994221232286,,,,0.027661796804628873,-0.015054296174645003
PMCH,,,-0.013316774133284132,,-0.030201317527358742,,,,-0.011869721442320041,,,,,0.039752126793876436,0.04890205320704246,0.035619125925107305,0.005893637072121646
COL9A1,-0.03558765413293937,-0.04573658734100252,-0.004756228071467486,0.034517526642362795,0.002475816382360122,-0.05089773080388196,0.01985862655809824,0.07186033630901373,-0.039672248547184354,-0.021663579030623607,-0.02444352923112608,0.008536562396047262,-0.06168567874478703,0.08401705107077216,0.0869258092701928,0.0011836390357351308,0.07039529167859208
GDF11,-0.04569546525781047,-0.05870389971645354,-0.029552974866868458,0.09735716770166997,0.044093064264219946,-0.01817722457635064,0.001612828209768376,0.048565320255171865,-0.01744328494934592,0.019377253268304716,0.06510481965409375,-0.006347594598732869,-0.056596142496545036,0.0018720890555474626,-0.004695129394938459,0.005247062250748699,0.058579200571412436
RAET1E,,,,,,,,,,,,,,,,,-0.016514455939925954
IL24,,,,,,,,,,,,,,-0.02644716937467356,-0.023756701556683208,,
SORBS1,-0.002430848675752275,0.09944781663456198,-0.031251228691853886,0.012974652795878215,-0.020136589291445822,0.05521926194622533,0.00021475121515526899,-0.018605788661301994,-0.013777452022832063,-0.03471991702469516,-0.013816938290581397,-0.04926460783277599,0.023900907472876015,0.001732310448037927,0.0859112284238759,-0.01997975603952212,-0.023628571763121976
DLL1,-0.00521668583401881,0.015418834446196171,0.013712495335032089,0.0446197427892426,-0.0006615386816820454,0.0029898816756430972,0.0018966423395441016,0.020183435865965344,0.012089152356245038,-0.03490239749490326,-0.010638290614783703,0.07737652040606237,0.056737055325643396,0.03144187321359652,0.10483208703554663,0.03081933725375592,0.03006940802867133
TLN1,0.0077865771549903455,0.007359356731103817,-0.025290482222325602,0.08163789682560882,0.010711389919003894,0.01320390533623745,-0.02397223906430146,0.08699808637903926,0.013818526340932606,0.006803222606350389,-0.010242009249114213,-0.03690478376905741,0.0064685776853721285,-0.01844682216944148,0.017342683299757886,-0.04949803735608584,-0.030011886217132508
COL2A1,0.02679495175735576,0.04711278817901895,0.03122523940420102,,,-0.013035648660029542,0.026874795831679142,0.11260150144458225,,-0.013268947577427059,,,,-0.010065256477330305,0.012566395803876316,0.015228176109531541,0.11264578054131544
