,UKF248,UKF266,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH916T1
SEMA4C,0.07286511908652514,-0.014028231275521169,0.06367661583824881,0.014208300105542554,0.12844907180238282,0.11073591569484263,0.06573843694786438,0.11892854475994018
BMP8A,,,,,,,,-0.0213131307094663
ICAM2,0.06889341017038547,0.04650308586670186,0.04454551300675518,0.07815198211690784,0.21099945863367145,0.09353016224847072,0.13086949567261633,0.07750307980543172
SYTL3,-0.021441449823730807,-0.02141667917123989,-0.026964914455517894,-0.03300652679011951,-0.061187775203022106,-0.014291246501310962,0.00839234423458325,0.008595762436342937
IL1A,0.09280989897597404,-0.022273174919443334,,-0.02031826674942305,-0.08786571350047136,0.053133339047114,0.028573462105441164,-0.07304677803464027
HLA-G,-0.02011378482647184,-0.0120300639857321,,,,-0.029746581649590636,,
PGF,0.1461210350329867,0.10044946870409774,-0.03322779964834008,0.029165744011332043,0.20974281295906216,0.15229719989355592,0.04775592655154055,0.138432828059559
LGALS8,0.0034791884385329407,0.04874300773848637,-0.04595683576503664,-0.06190048139076812,0.02685739339848034,0.0019208409029620255,0.1114604644683745,0.026899452257559107
DKK3,0.07475394009712913,-0.04022704913742376,-0.22699729204149124,0.07872380911021216,0.08031116519501692,0.08797390777697114,0.036369324505905305,0.08998285901324114
COL16A1,0.0650449324127301,0.034697804071940216,-0.009260591025958474,-0.0371359741648645,0.1859726722821395,-0.02205252171538416,-0.06761713317234891,0.031608074873656626
TPH1,-0.014768626290893433,0.13089642995563763,,-0.01272225550214661,,-0.02850924001052906,,-0.04499171874888609
TNC,0.07107875123320638,0.019426619557107484,0.3690659662573943,-0.0075197083178920755,-0.12831775468866344,0.10173933898200695,0.1447352792885671,0.04332625749300128
TNFSF9,-0.02626181945789828,-0.005851435884479521,0.0278086190802576,0.05793135527486305,,0.13715463563513888,0.018800741064607798,-0.03372959745324885
C4A,,,-0.027700233626382357,-0.01118334587826469,,,,-0.02870138770489094
CNTN2,0.018599824273615596,-0.03666769959354369,0.035391891795001025,-0.01021803939642445,-0.1520667644203117,-0.03999543407319568,-0.02763220248395935,0.03492609712450491
F7,-0.01440790800788574,-0.011071266521722481,-0.024746775475415712,,,,,
LUM,0.14013097647995681,0.004331833142787872,-0.052863534836519815,0.1094438150843598,0.1386425056765736,0.08815251056254475,0.11140850579884551,0.013442602842953203
BTC,-0.013071408489365763,,,,,-0.0593720040171661,,-0.010626927847123558
APOC1,-0.02759809526437548,0.0010700671820914349,-0.2837737120780535,0.008139479865986099,-0.024819837492526545,0.08063979957946986,0.11954444059178825,-0.1390435393947641
PKM,-0.010793787540935377,-0.006799486317636024,-0.19364914569830716,-0.0838605071167196,0.015031783646063389,0.07647374000531498,0.04166756054083107,0.025442805853737725
TNF,-0.012883222731973511,0.027925430416598885,-0.07112661271657984,-0.02656549923064196,-0.003250742566856478,0.07614679592994983,0.09133695221510023,0.06914975938560881
GNAS,-0.1507922073029098,-0.0069920001249046265,0.1892102619400993,-0.10456962892939084,0.13606824188822583,-0.08213797875893498,-0.07166313851095074,0.05188565724095666
BMP8B,-0.043421298157315415,0.06928044417141457,-0.09504854182657348,-0.030713816594675307,0.17442971394081824,-0.06917328478583612,0.08757078475013076,0.10407154125883948
LIPH,0.1500561482351327,,,,,,,0.04509217555006423
CCL28,-0.020773904875531296,0.03893494431574542,,-0.010089301269853973,,,,0.1107967936616115
PTPN11,-0.019091634287686274,0.05053795822144851,0.05992890253787157,-0.035312767890834526,-0.09388213045355322,0.0006004556917171692,-0.11654562044240412,-0.07049008413663697
ADAM12,0.13754096385678422,0.048273239890264094,0.2670592005511118,0.061529338568232436,0.20670513673292304,-0.039536324467922115,0.11638954273168522,0.0802935087142254
EPO,-0.002754338335107925,,-0.09918286445475417,-0.012722257370452919,,-0.04065720605977498,-0.030657666257420897,-0.017599222118366085
EDN3,-0.0257262406525531,0.007572494359159531,,-0.012853532132922913,,,0.09352540128555008,-0.018650008114937174
CCL22,,,,,,,,0.03525726604233177
CCL2,0.14848031608658463,0.005867525974859207,-0.3228724170244548,-0.04208962127724307,-0.045972915037857956,0.044654432064156105,0.1614459899937093,-0.03980112144095473
DSCAM,0.007394575137229223,-0.002126317115513251,-0.09002995383311695,0.013117894764503731,-0.02106384043542551,-0.08240493757325598,-0.005329481777763345,0.019703342304232783
GPHA2,-0.01646038038149647,,,,,,,
ANG,-0.012053320985010364,0.031845727905021944,-0.06483545282042888,-0.06033274239056942,0.03890319701454066,0.10388334758081012,0.043438083839039486,-0.030684951516702856
FBLN2,0.05585428438519175,0.01409235894045481,0.03264554879746265,0.0004088162740491167,-0.007705783978168216,,-0.04230210399143295,-0.035009403779460505
VTN,0.03635730823527054,-0.012747526223889805,,-0.010571429912546903,0.01693289353275899,0.11473888636386653,,-0.028701393663642986
VEGFA,-0.10378175492846345,0.06803302315041858,-0.026180869079940737,-0.09230981511184547,0.07444887489454917,0.017174322018823143,0.01991894302105669,-0.026219905427200364
F10,,0.04566881239664492,-0.14543617915568918,,0.147956616679533,-0.026781939958540963,,-0.0310713339673695
SERPINA1,0.10594756618626607,0.01051979770302489,-0.06847639079103093,-0.031891574747728774,-0.04131819580805158,0.01978804715294341,0.08447480345204395,-0.05241854671635877
VWF,0.13758756133813538,-0.013373529695355464,0.14040301318881634,0.15129104868491114,0.1071642760106295,0.0578444785040725,0.0388738710084006,0.1058538032550053
GDNF,-0.02312873286820648,0.11019114411040945,0.10702257160571094,-0.01272225637968432,,-0.03906651036191075,0.08159113197952403,
VASP,0.11494269860970466,0.07775953427446355,-0.15447264644280007,0.028166351040575795,0.11424601692178929,0.033907185583463825,0.08289361666767389,0.13283828055878105
ADAM15,0.03393178487985168,0.04301642489829814,-0.02014810860562411,0.03232525499151358,-0.12381133845289931,0.03026234376848859,0.00371908801150893,0.006503186224407437
WNT2,-0.025834098245854552,-0.020977243570281308,,-0.01190614574013139,,,,0.03524603978483871
CALCB,,-0.012920981531483538,,,,,,
OLFM2,-0.0040825798834259065,0.02782909596212294,0.056522714095481305,-0.03673701166826075,0.006273326524276164,-0.06389154940479548,0.06651486467069699,0.049139257930060805
MFAP2,0.12944609104447802,-0.031983668266224945,0.010498495175692698,0.18987427947936147,0.13238215045103707,0.10468703438343484,0.15059742013118213,0.0863776464648763
HLA-C,0.057089832313450425,0.03887762990083355,-0.26355229417358783,0.0548631058102985,0.09891776402295176,0.08815761208529796,0.10392716055819097,0.08017663370144006
THBS1,0.14234849724212192,0.04481592353576333,-0.09535321195627651,0.08467872817848972,0.1935829140928405,-0.001442611024037047,0.20371839289623764,-0.006708211235208447
HSPA4,0.014445838142926881,0.12056862498832452,-0.04058954656994253,0.05300038863122275,0.10182711332614273,0.03597700398335278,0.02408145723374316,0.023982488628365942
LMAN1,-0.02317842975471689,0.052863567093866214,-0.006797295080386647,0.07147052939632816,0.016474187052464555,0.05127572199027891,0.06826526806940246,-0.05540090584584259
LYPD3,0.0829903087572097,-0.016021061938602348,0.02843743849599158,,0.043345551641373936,-0.05310095468135407,0.0744696865865067,-0.036496914462630606
APOE,-0.09872063272830428,-0.08781878645338195,-0.0014628456569757305,0.06740581368741418,-0.23962052253975294,-0.06914191740955838,-0.1608787445713068,-0.14180952253950888
SOSTDC1,-0.033269812474042,0.04162775416228175,,-0.019345308612022254,,,,-0.029349246319637565
ANXA1,0.16656840488200703,0.011570388015165588,-0.23370628601535606,0.07823553972363115,-0.13663507016938628,0.03682850116400466,0.16178743864778858,-0.10667711039517323
WNT2B,0.01853779557153023,0.07038578127965878,0.0016027826046580286,-0.0208326350819712,0.008359604259877057,0.08800061406943445,0.057425643077568,0.049952067261403936
AMH,0.022783572140167224,-0.00707777655995219,-0.003497742239164234,0.09371018957719886,,-0.004430165515152882,0.007956703942306359,0.0289182369371876
GDF10,0.062416303087106495,0.015799556016246784,,-0.009473568311223637,0.12173371323034256,-0.025879999162050363,,-0.03771819206543836
EFNB3,-0.032950760787119525,-0.018455584466314342,0.0728609759180359,0.025086755556513605,0.015153549706265527,0.047681192935238335,-0.0019124562221958662,0.04678494827624169
LTB,-0.029108838277597526,-0.013261443042166374,-0.03646204390799942,-0.02364623501539602,-0.04636644163041353,0.14387127973964037,0.21231990703922748,0.10793962200856179
ANGPT2,0.1389450214500446,0.06731645812530751,0.1120351742910148,0.1728839254851651,0.09620743817961241,0.06291534363498981,0.09438417579910219,0.12093223611743328
NRTN,,,,,,,-0.0011942841968721506,
ADAM17,0.009550887858827179,0.00036912078321617097,0.09499638072553487,0.035303938312736455,0.039905362435104896,-0.02747838761581074,0.05742387467204214,-0.018610142129444375
LRPAP1,-0.032462645681279906,-0.03203561481297272,-0.04986224092531188,-0.06435463123895487,0.05693121628183267,-0.04750190399304647,0.029748766677413715,-0.020860013203840795
NID1,0.1512402623339925,0.06929413605484919,-0.03303612782020132,0.1442959453282526,0.18401619162973393,0.09806758469146551,0.13107069467097263,0.10421788212377027
MST1,-0.03484186667559852,-0.0356454753428061,-0.0939919849975709,-0.05542197590313599,0.03314060444167065,0.04028228125932983,-0.032536572137209764,-0.015685151210957794
CCL14,,,0.014442463918944102,,,,,
IL13,,,,0.029754813519399764,,,,
DCN,0.1370698527114616,-0.013847531261677634,-0.061399900391385695,0.14422929448187236,0.026059097489890874,0.1138169935562478,0.0934016636987177,-0.018647769390396886
IGFL2,,,,,,,,-0.04650008914902942
COL7A1,0.019642971874267386,-0.0385877775569869,0.062017589411909775,-0.05112591128512356,0.1291069503515782,0.06692719642347177,0.03779093504691096,0.02079790808025433
CALR,0.0761469594284636,-0.0069761603685658995,0.038917354884970626,0.004449781104082422,0.11810918149183339,0.04404399296329587,0.03615344404249029,0.08642570637533582
PIGA,-0.026361091174053275,-0.008216250945762015,0.06913959768217064,-0.03474254698551318,0.02377384878830024,0.06722060435068279,-0.001999194772503609,-0.0324603252895079
CD200,0.032031800320177814,-0.01190960732355769,0.08593472872560236,0.00885720620911652,0.09687782075028527,0.08013435702127379,0.04863911096986216,0.09101618741204422
GRP,-0.027409218924817905,-0.017247409818910136,,0.11823935535379926,0.026247159688221784,,,-0.020882612412545284
CDH1,0.03170244617070868,0.05298455343458138,,0.043994725790802644,-0.05413781381130051,0.04809454813978263,0.012474320129419283,-0.012126476924201293
LPL,0.010931771801278311,-0.029019363911694032,-0.00847340442535461,0.015670283720233567,0.09345527944233607,-0.05739520026514063,-0.02134670279141438,0.07107479740825101
SEMA5A,0.01328857268407912,0.0023265860981434,0.09396709561043559,0.05916033660989649,-0.05079997062665788,0.015028170428798587,0.06972760409925433,0.05361166356655678
SEMA7A,0.049024519621769944,0.04882712959911199,0.07930898053639843,0.04768999966625539,0.11121400674892315,0.2444529218169794,0.1441912242791717,0.13304226322278895
SEMA4G,-0.04633777874495766,0.061181285616235,0.010415396819885995,-0.033365585894250586,-0.025418287589861338,0.08275902023491516,-0.012763203962666765,-0.02501303132254039
SEMA3B,0.019437095327406194,-0.07050989884366235,-0.0297844323148272,-0.026946631281603153,-0.09324268369197321,-0.06180828977146558,-0.0793572265628167,-0.010195948306333361
RPH3A,-0.06604315346369002,0.023159192964761183,,0.023891649290848225,0.13758830960360324,,-0.008848790010850142,0.028329800188210658
JAG2,0.13995409407482315,0.06533966764795593,0.07242114660876087,-0.03909989198309199,0.16985052139625523,0.23912582583144612,0.10110706548193057,0.11417697776237597
CGN,0.05884867917918625,-0.003016742189327585,,-0.03185247069590886,-0.0010636424916545485,0.11900684894156224,0.07612230245046156,0.04937185353401447
GDF15,-0.033354629879087404,0.010162010665455098,-0.0754535228646851,0.06583732208851166,0.15958355914166977,0.02924844298250541,0.031840843501500266,0.029198790856701285
SEMA4F,-0.006456492389731026,0.026158311763370596,-0.01984680884519484,-0.040392380467088596,0.09254858178303045,0.014984480613216075,0.10865715043806241,0.04038111681853248
NXPH1,-0.0941801820486618,-0.005168316214028541,,-0.04413938645899187,-0.03312053282505693,0.04060089835198163,-0.04346693401454276,0.08754449212317525
ARF1,0.07030207152534687,0.010825558412981027,-0.023453465873185086,0.00497362603939602,0.024978639488538432,-0.0006882136525010511,0.10407232823700417,0.049426031659161825
DSC3,-0.01245689026637824,,0.03385472263431059,,,,,0.10090674947136317
EBI3,-0.01586234642704128,0.1518317702577574,0.09800642008329413,-0.024326757010102017,-0.054757578093467166,0.10311676292503219,0.09083378318350604,-0.025107791837900326
TIMP1,0.16326676581435678,0.05285091329256615,0.07607527799747976,0.1290121273993067,0.17086043747593185,0.05476975830720562,0.14204105115068835,0.061359509650561736
SEMA3C,0.11340949701398698,-0.012035101421809689,-0.10238690245825226,-0.049516437509311895,0.07709649903099144,0.036696832295689756,-0.00222144513513714,0.006056110747120016
GNRH2,,,,,,,,-0.019071161521513787
GAS6,0.03441526065197628,-0.0352260425421489,-0.04697322533029106,-0.08290011802212492,-0.0718215330168725,0.08249931109200014,0.02621108075701031,-0.011496549400963894
MEPE,-0.03335771011310116,-0.021943860437996367,,0.005898069248032908,0.1327263806617165,,,0.08039232636014246
SERPINE1,0.14484083446073837,0.030964434374337123,0.06895378969164712,0.019374132765093803,0.11870992465450145,0.10160946059029295,0.11593686682662921,0.04225082260319093
RSPO2,-0.03362035657579851,-0.016963092469964976,,-0.02786948890972516,,,,0.06140327501966131
SHBG,-0.01613535509474352,-0.014236770787176485,,-0.010252423168872267,-0.04773785136095562,0.04007507969089152,-0.035631672838004835,-0.036897782177751325
LGALS3BP,0.0486121233490499,-0.015954767997316453,0.04689128365813645,0.03508642737238058,-0.07581754541379113,0.03571594673031272,0.025996524533743043,0.026068052844902465
LAMB1,0.16572355524778898,0.046950306209419757,-0.03796240384249697,0.12179059617040809,0.23197162147034034,0.038796084433855356,0.12081871766719551,0.0860550882243044
SPTBN2,-0.03048265331277935,-0.023091705695579858,0.1069684157031751,0.01952570999095461,0.0970382832071873,0.03804760388715568,0.11304620694372128,0.007672515412346638
COL1A2,0.1717014429575677,0.0786731127101708,0.29461771600718156,0.15717327094213332,0.16257784201890385,0.17852912195614037,0.101041199553764,0.022592901960597236
DEFB1,,,,,,,,-0.037689526286917206
CEACAM16,,,,-0.018610470250289658,,,,
WNT11,-0.01785476927271907,,0.03697226994879154,,,,,-0.023356378053251917
LGALS1,0.09930880793223497,0.03973337677472658,0.1612105659583924,0.11770552176882533,0.2549760171321613,0.17414019939248887,0.16207611246664996,0.11428491843789712
BCAN,-0.11048765825286777,0.021964504857870864,0.0199512665817513,-0.00028979896777287775,-0.1446923131291023,-0.13609818347391092,-0.07159950871751844,-0.007507153550667408
ANOS1,-0.021376088124156478,-0.0400506200272965,-0.08317771617456211,-0.038306370952016354,-0.04527500796972446,-0.11517715505099639,-0.07039108063909696,-0.02273591970445267
EDA,0.08998056669552928,0.03792362333522885,0.06461919823320776,-0.007169860551143414,0.0315856197871739,0.026707179015534536,0.004981348397336735,-0.02484293143087504
FGF22,-0.018587600325151638,-0.020866140835322157,,-0.023261347045458063,,,-0.03229713587903653,0.10491198027212838
SHANK1,-0.017854768126464957,-0.01126927632508669,,-0.014341416395690174,,,-0.033869677538739755,0.10380942891297358
RAET1G,,,,,,,,-0.02194433634184786
TGFB1,-0.017553775069207803,,-0.006193168051659884,-0.03336558472576181,0.1014374190385461,0.08851897960086404,0.10769943757762297,0.08022625247181847
MSTN,-0.014398819231515377,-0.02877420579439805,,-0.0407138348933134,0.0034407489112197875,-0.09503441267427984,-0.02474782488725798,-0.01260914894444054
WNT4,0.01604674077994685,-0.007049440455358009,,-0.014222948062473763,0.0662777447337515,,-0.026816390047760357,-0.03900308489904794
TNFSF4,0.021591910981635817,-0.013757225668192898,0.017778637112668316,-0.0050921266291429285,-0.0020509804898671997,0.10607277890215111,0.09903232904440312,0.08132177602548106
NTN1,0.08242465909840296,0.015099563876966024,0.243505324450989,0.1574030443793896,0.18261244674443547,0.06987655502831693,0.13628400787850867,0.03566467545973787
CXCL12,0.14076200324184676,-0.015082070676077145,0.17632046533716614,0.10958953414936105,0.1912927815982582,0.11794896029732901,0.03698468495094975,0.08351518760640753
GNRH1,0.0057372228420122994,-0.01146399644669543,-0.02190841966638824,-0.035414123814081586,0.06663048157577828,-0.0641298530870123,0.08752728852216488,-0.004342436954051819
FGF8,,0.053176472038117886,,,,,,
RIMS1,-0.0548358352211005,-0.019778394798936033,,0.06127796399024763,-0.007654151797312401,0.11561205880784278,0.0003701968662749232,-0.0379506185392696
FGF14,0.02105410923283869,0.0017275350683410146,,0.11397905457385517,0.0606282627220179,0.0009971797022615208,-0.02022486445177957,0.12044794302497958
IGF1,0.024995930407568232,0.10559541563563327,-0.04179930055382273,-0.02271373461571975,0.016764846262418625,0.021618469520881273,-0.041806482254852444,0.012561061859746177
TNFSF10,0.02753080443849544,0.02085064654563945,0.16537138532239282,0.059000145110664946,0.023597491344501953,0.05531474530117983,0.0268679177535184,0.09302406917123118
GDF5,-0.018443171124461536,0.04149681839456585,-0.02841958470818052,-0.010413096192313677,,,-0.026181987392831688,0.025510824373485067
CHAD,,0.12383967222702902,,,,,,
RGMA,-0.017630904388610667,-0.05589050135684108,-0.09423931798833587,-0.005901316442809647,-0.0038984745334934507,-0.04714300635371316,0.01572888809297905,0.02855859403009606
WNT16,-0.03843696137051838,-0.015447532766123638,0.1647331467686123,,,,,0.020502688505261837
CX3CL1,-0.04189539317173631,-0.0021872821758124553,-0.10317742950039016,0.04311211624929063,0.053369041794248666,0.011358820172140674,0.03865183934100682,0.1010086033295781
FGF1,0.09032005947756803,0.017080390075086323,-0.0002556504887831921,0.1011347739130881,-0.060095606492994884,0.07022871970669739,-0.06260898242908643,-0.07191277259753781
ALOX5AP,0.11778787906119824,-0.019196027964450624,-0.24737230354858722,0.0973486821175386,-0.057418116856465515,0.05060089979251265,0.10377537347180203,-0.0686314712049255
IL1RN,-0.0406175022853218,-0.01573669818941072,0.04504201148815659,-0.011183343416522728,,-0.030922937516169733,-0.03587761254614111,-0.046850348968798576
PCSK9,,,0.036660703701137845,,,,,
NPW,,0.07501767454165362,0.018055865168711098,-0.012455809684545786,-0.026528379251191964,-0.06758289804020733,-0.021855513711464675,0.03247519332841128
CXCL9,-0.0008135988913162441,,0.03798513205645558,,0.03526309302783646,-0.04828261417829485,0.11188669370007306,0.16015993639137055
ANGPTL4,0.07911211877556448,-0.01394284161362322,0.023807497678552652,-0.08167747647757995,0.14115427473036074,0.10313778015467316,0.02139843928616389,0.09000987304785038
CCL11,,,-0.14058904668360125,,,,,
UCN2,,,0.08174207382113731,,,,,
OBP2A,,,-0.013075906726076784,,0.06408028541835263,,,0.023625039150230235
COL4A3,-0.0241736442188139,,,-0.014103558596915169,,,,-0.03197766042766115
NRG3,-0.03759465012256622,0.027816109105494907,,0.07136905219959654,-0.008151946936150031,0.04642941794587494,-0.040990713021766635,-0.0032332345894244183
IL23A,0.17504248882875842,,,-0.017159397268000393,-0.08281140732607001,-0.04280750774349967,,0.08673464607732076
COLQ,-0.03620520918412162,-0.006710216226772445,-0.062210595001181014,-0.03194727131151952,0.084424966719694,0.04324128957506055,0.07664959970377655,0.035698631930671514
TNFSF12,0.04246498668690663,-0.002076259898605704,-0.006429644246666806,0.05065733755150879,0.0011240105753623447,0.03384655441189037,0.08930959677971366,-0.016466373357634553
DKK2,0.011895030505076936,0.02707331133550392,-0.15116407398644827,,,,-0.022775809548355536,-0.005692472699679031
FYN,-0.05144929218654841,-0.026938137310162417,0.10222749184142908,-0.02842591431910682,-0.024371863802777602,0.04181157130988749,0.012593585494118997,-0.022482646104360474
ACE,0.16828401443158647,0.05573227232458414,0.09615628117145408,0.17422002166289347,0.1763585093094554,0.05064924730151154,0.09097604912552011,0.14147620700369978
IL18,0.10414666571669261,-0.04452242302449353,0.044928872485454664,0.06781542233437027,0.04499707917294554,0.11646898903420937,0.038799328008883055,-0.02723147391091076
PPBP,,,0.033612742987091535,,,,,
CCL27,-0.013071413055857694,,,-0.0042939788714453815,-0.005791297096584722,-0.010577641633060728,0.10523004081967484,-0.02591576836916079
SERPING1,0.15474461462199243,0.007623823400592912,-0.3206579826360094,0.05172986246441814,-0.046237232991114305,0.09640404009509028,0.059484243757797206,-0.004580138317240841
AZGP1,0.00784389011388412,0.018157239724084326,,-0.0036773924340037624,-0.023537237164267942,,0.062436264075085,0.007444660694747202
INHA,-0.025070864602443652,0.06786251376685985,0.09525011158778598,0.017568467561440208,,-0.06062571291497355,-0.033352323562351155,-0.03846870587758775
SEMA3G,0.139664613505197,-0.027466366396023442,0.03771255776563471,0.004951232077066719,0.07628496498687129,0.08730456948118555,0.13459064010565178,0.04399233549644773
COL6A1,0.16387254361930392,0.039341761240108436,0.3818904872865365,0.05209848566566955,0.18959401235343387,0.14639606239818703,0.10620639414311109,0.11129209197931006
FGF17,0.024430193333131865,-0.021955327185917983,0.009827628593185728,-0.014806576154930483,,,,-0.018833348558149093
TNFSF8,,,,,-0.02628263743189782,,,0.074143795643961
FGF20,0.12001880495717633,-0.013757230011352357,,-0.013616355640322635,-0.013868600332725892,-0.031330232080221024,0.03883226631476135,0.006649115309772847
ICAM3,-0.0017996535809902783,-0.017102563503414596,-0.059529419290948,0.04152391346642167,0.07884654403139675,0.033936216033737636,0.05820547004156025,0.11713058252984683
LAMA4,0.14180506592091194,0.09533687697555275,-0.051962356978400064,0.15911494991910852,0.20130411235978637,0.049899739411920295,0.124972521847319,0.1349976921662203
INHBE,,,0.033403842737412114,,,,,
DLL4,0.17889401908448094,0.10624799700448477,0.06289834597257717,0.06869825767564954,0.06530619486484027,0.10523114117197364,0.0846528361874734,0.12058580734385208
SEMA3A,0.026727092245880813,-0.03557179013511247,0.0554727550640266,0.06922029078198806,-0.0621442232549546,,,-0.06828618838671825
RLN2,,-0.016161516072938396,,0.05104299500275283,,,,-0.0018446084580998378
C5,-0.007496273076018657,0.011215347566752928,0.06282999224290445,-0.038444507025181755,0.05148158227482523,0.044205307657820964,0.10337300819476007,0.0630025480430604
COMP,,,0.0014011619301801121,,,,,0.05288515256925873
EDN2,-0.014768624922536007,,-0.07492941769119275,-0.02827205140126969,,,,
C1QA,0.09603850258117917,-0.038452866748321435,-0.1687041491821562,0.07075907484588446,-0.2169553447002891,0.04223676524136207,0.13890363110027715,-0.07795702335942482
UTS2B,-0.015804093487686393,-0.012030062022948798,,,,-0.029746604049164196,,0.012302702598868759
COL9A3,-0.02044171606392464,0.019228383758993432,-0.24960807176922428,-0.0021197586545919,0.053588786418246694,-0.07696327736221567,-0.02429398346664152,0.08942019420360585
DLK1,,0.027485716213706875,0.06590626038139268,,0.016549269162219722,,,
HGF,-0.01410482684096447,-0.027014852188249484,0.18636017090768836,-0.016339223881044057,-0.06684384488150323,0.20554651870568375,0.015464518437909976,-0.00838279905563276
GIP,,,0.03250549645790559,,,,,
P4HB,0.08138466395495733,0.07254140542324372,0.06656881174287413,0.0599683821256275,0.14863782907631878,0.0163203374392499,0.12063006368064315,0.04887096634587144
ADCYAP1,0.05889718026981205,-0.02590048259038082,,-0.01580732275166742,0.07372869084325674,0.1683847565638603,-0.025203832169332273,-0.03329869432886652
GREM1,0.04505178833071546,-0.003253820023865682,0.3555092982384234,0.002866719351569441,-0.03761298177206475,0.07183632509716695,-0.02112141505966327,0.16732440141420518
EGF,0.03940762763040494,0.11286331508708566,-0.11721033033103848,-0.01952529598047427,0.022204771536775202,-0.03133020561610851,-0.032028765595627985,0.0568936879806324
VEGFB,-0.09263503316218681,-0.04112511721155699,0.032046760400695935,0.0045219052008117966,-0.0287181746208932,-0.020848817826940785,0.024319153264627504,-0.06250528231282255
FARP2,0.007417003670854916,0.056643976378179466,0.02386467077378271,-0.0031203757482699997,0.049043500970582764,0.05937773598607058,-0.013561846216575097,0.04631353824522793
BMP3,,0.020277149043062975,,,,,,
LAMA2,0.15715586709343302,0.10519014420806304,-0.2847670459535447,0.047471955783601735,0.1371607641276223,-0.03576987249508261,0.06955344756465622,0.01593027311996702
NRG1,-0.014857100263824882,-0.011443739215186224,0.0013135860427171877,0.05586219564615487,-0.06197302748408735,0.1794158101432351,0.1272979321340019,-0.020262044256879094
SPINK1,-0.04419085852254985,,-0.03433802848149851,-0.01072753226799983,,,-0.02419030800302518,-0.03029881550358133
EFEMP2,0.04106965073983507,0.057548419461118265,-0.2005119635634023,0.031358731859659844,0.13259259095190898,0.013518113386014202,0.054425134920003955,0.017108983347143128
SELPLG,0.08099979191370946,-0.015789633656144386,-0.0116837026369701,0.044131445372971354,0.07186440251900456,0.03826737276008108,-0.011885661914689623,-0.006391665684125484
GDF6,-0.02507086215521202,-0.024006915807955075,,,,,,
HLA-E,0.11907005364528941,0.014507408111836501,-0.009324882569811394,0.014720950185702745,-0.02773331309726437,0.12702031141947825,0.08976486148094893,0.05073237577197087
PTN,-0.031219635683041265,0.023778799946871883,0.17744606271839358,-0.018094315296001504,0.17775188052189408,-0.12853384758227282,0.039493054654777746,0.07538809379507395
CD274,0.04432655686199226,-0.012262737424164238,0.07351213837197286,-0.01765474209810993,-0.004532899608693644,0.01509883442106254,0.0907435465808337,0.015257479685713943
CD14,0.09274319204235053,-0.07263961797326585,-0.17172759529544526,0.02579668581505739,-0.13509793344758791,0.050035295732520885,0.09303468471168662,-0.09289715342053369
SFTPD,0.03629148236106141,0.028328761989791257,,0.0012668078244445417,-0.03285908546557927,0.03828735227497617,-0.01748826850134893,0.013205453563331722
SLIT1,-0.1033073720642514,0.010475883352824619,-0.008742568133845934,0.032809586492612106,0.0706879613031745,0.04529878525183846,0.03927254042842575,0.05043466905343872
LPA,,-0.012030065038933292,,,,,,
CNTF,,,,-0.01245580974229606,,,,
BST1,0.002228431452885631,0.01921634188108332,-0.08686348603821195,-0.025930856849246724,0.03665075681659687,0.04070853667912849,0.06319066612177708,0.05824815649578611
AGTRAP,0.08419071518956485,0.04212602278123061,-0.07076756715579546,0.0036577638175615927,0.09199513371119192,0.007906238655660916,0.026379397841718184,0.024218846258450097
LAMC1,0.16099606757966722,0.07206190601590698,-0.12100876394639323,0.10336360494054107,0.2870422064563669,0.11392692897624633,0.14119871501099435,0.15245358767552739
COL6A3,0.20241950031865608,0.09283763311897322,0.3167204712734372,0.1705573808813101,0.15531622244463214,0.142975780276464,0.10029420278598798,0.05512419358066411
FN1,0.18259143265795183,0.07576759368247682,0.3854247854541304,0.15880600829945868,0.34020486223531204,0.13808508381813012,0.1359854205267343,0.13586738496269177
MIF,-0.08996834127172564,0.05616873056392142,-0.11376342408833695,-0.052968817372877806,0.09491144752763143,0.02273660700741394,0.06289279044890604,0.0281358980889267
JAG1,0.13452369024129138,0.06066095528483851,0.010030073421860146,0.10350574088595907,0.2575686705926867,0.008737654376357025,0.11984071240334157,0.11519818495659667
NID2,0.15188048336870338,0.038141182320505014,0.11914510423865897,0.1077716745506197,0.1575253551489961,0.18219836321483812,0.11999293099809306,0.12004172000507136
EFNB1,0.060725133143428325,0.028316999691884583,0.13994266674432845,0.022053528285146715,-0.024394440889374588,0.026131797873151213,0.039786024552977,0.07563515987622516
COL4A2,0.16050197210251313,0.10086966376931726,-0.03762139809144427,0.14621076552763881,0.27302666531129643,0.10917771620930103,0.11849456637012172,0.13141093824153172
SPP1,-0.046102434740186236,0.010821144898269065,0.10058292546236419,0.013785473858537746,-0.11734067982876414,0.025190494759937104,0.011977288700021037,-0.03181990017154435
PODXL2,0.011019004465159724,-0.029374894676929775,-0.072158609460216,0.03982120608606684,0.0308432973553041,-0.12578957869210952,0.022108897955653545,0.0166151617851591
FGF9,-0.03080501339546832,0.04367846951339755,,0.13820555218856936,,,,-0.030764283091861303
ITIH2,0.003975571589238329,0.018924448632502047,,-0.017458095133514293,,0.09487984709160086,-0.04032307056796376,0.0024753207504673944
