,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IL15,-0.0026750147303872553,-0.04780311646502757,0.061725287962456576,0.018756413914193103,0.009047393710290097,-0.036749893731993076,0.06423778497153185,-0.020559889265157002,-0.014477202214040811,0.046747379783132814,0.053868771510142216,0.0014305176325835466,-0.04758563353820535,-0.03332265228513438,0.08786887091321549,-0.016949875548892216,0.014965882901360746,-0.031009868072516624,0.03489401346443027,0.005194845781254162,0.0708408406100866
UTS2,,,,,,,0.05589163174949982,,,,,0.014047238535417101,,,-0.015119868571087618,,,,,,
BSG,-0.06591475286532879,0.040848350547162536,-0.05870686311341888,0.050525977392430706,-0.08946682190755913,-0.039089258721750945,0.023279943444201995,0.030092892705962403,0.004031637700574306,0.0342320801589709,-0.031297487235204535,0.02882039202582503,0.10627018118410977,0.042399769641771834,0.005076067002725506,-0.02479994690079595,-0.042334364552833285,0.024614094875190205,0.01709513348408328,0.06692023134128589,0.016082890228419595
ADAMTS3,-0.035350230910022595,0.05905899168655682,0.013874633298641185,-0.03881698062156438,0.007643460154614109,-0.043337110925507294,0.11719545936756112,0.03365506953988319,-0.05955835079363304,0.054688333762185626,0.0741310334316226,0.01595138085018771,,0.027857950016676934,0.02611466246598513,0.0016631677168636582,-0.027630188022983563,-0.02167665688433082,-0.03621878930834556,0.08977259714621293,0.044083866147126186
CD34,0.03297948688359456,0.07654761961892875,-0.08558650675589463,0.03267645394398318,-0.0070570467394478675,0.10123946859064947,0.08348916759911416,-0.00952535338347717,-0.01290195812942107,-0.024944551219198197,0.009394030764372948,0.06106011192065662,0.024382780108796465,0.10186873105960578,-0.01705431510020254,-0.039427913756198876,0.02473783363723618,0.03412773443655189,0.07365609376949074,-0.02552962531135409,-0.012480715627679826
CCL23,,,,,,,0.17868630081087153,,,,,,,,,,,,,,
PLAT,-0.024358621963753407,0.062835583848019,-0.015707505734834967,-0.012189278132424106,0.026107182324731953,-0.0024667626795541555,0.1381937006471929,0.031728647650943145,-0.0436126170391714,0.01572749785858373,-0.021467185368194013,-0.06764998083205881,-0.14257673778829316,0.08585818380538429,0.0117333769944523,0.048178820910164115,-0.012731907421111516,0.0026344302693709055,0.011304311850080776,-0.030635522345975212,-0.0622865224939399
NTF3,,,,,,,,,-0.007019649084551959,,,,,,0.02711449001384639,-0.0012077162774217828,,-0.05149328613750788,,,
LTA,,,,0.023153553850392146,-0.03582716569137038,,,-0.030572101499582706,,,-0.02255526269789333,,,,,,,,,0.08121132388890984,
CKLF,0.0692865458199987,-0.04002689033508555,-0.05988161883761517,0.02047324964365174,-0.04209845935725396,0.012874452761790979,0.15533882776132985,0.02979971414958064,0.05297612776307954,-0.06200963121498112,0.03682244467332058,-0.0075707776929095595,-0.07589562186705091,0.031264046812192345,0.03095982919868972,-0.04979232041771098,-0.04382403641162021,0.04854150503320421,-0.07521646505108663,0.07670452645810337,0.056885065907097174
CD24,-0.029458412467980945,0.04824292502073491,-0.01929722441248599,-0.011923931342254205,0.0073616321507534496,0.00929811150381281,-0.0203282446660524,0.007794084170990775,0.10408566607615179,-0.027860032088633163,-0.027063069296248864,-0.026053588885074655,0.09461509246559317,-0.03855275494453893,0.04243726135643683,0.01695477596193332,-0.038993964108246515,-0.049518536282140785,0.015844894280821222,0.0020847339733549948,0.09588147252033578
HSP90AA1,0.021189875541549507,-0.0028164102589361057,0.032296515231030574,0.016087539154205015,0.021710137795162256,0.02058036035899892,-0.15682211467144885,-0.008436900834025731,-0.03967519255490169,0.08969834288614843,0.0640894314628556,0.10643790693225855,0.08779723621675248,0.005059356239938538,-0.035829879081436075,0.016986689584644114,-0.11203550549955735,-0.030889638468566686,-0.03488194608817184,-0.0062457785524139406,-0.009886769289188344
BMP4,0.024056147347753833,0.08623836977866513,-0.025260583703126813,-0.017222152575097543,0.009094706122320495,0.09092828201578027,-0.024763897674990033,-0.045536243811790895,0.021051681313434174,-0.02634802857658427,-0.019219413425954197,-0.026543583621189002,-0.04490459798818128,0.014520691884612916,0.047018641664044056,0.06043996757790625,-0.042150200611734606,0.028598376562920858,,-0.020394767057646312,-0.0452341494056433
SCGB3A1,,,-0.014877742614118164,,,0.007817734686115,,,0.0293610446133047,-0.029077913968553807,-0.015738764029715694,-0.03339558062303044,0.03176650560894718,,0.02623124681854131,-0.03960648939800872,,-0.026399994201678656,,-0.004801559045828978,0.032497078535676474
IGFBP4,0.06278383832218469,-0.07934179884089769,-0.02380999109552208,0.024870433603322972,0.01087581431706318,-0.05631928465357881,0.09420906983495125,-0.014984380520559743,0.011835476412653968,-0.0501689470901536,-0.07962313314328683,0.004031122323578507,0.008070875434581537,0.0051885332560893185,0.0461445005739575,0.004004399700106202,-0.05015254813813969,0.08724592708389342,-0.01371367167508077,-0.04947590727927063,-0.0654910648665596
RSPO4,,-0.015734870417087585,,0.03440541546296233,0.035662913200303785,0.001905045997621895,,0.014421264929016617,-0.0012920239368767862,,-0.009751303255203894,,-0.008341240637425256,,,,,-0.017779272572835448,,-0.0036890744971074508,0.04265465594663582
LEFTY2,0.011444350140355879,0.02015418945912643,-0.04946780691538248,0.06446185848541348,0.03281421531230607,-0.009584325009495052,0.13459963520255191,-0.03335543160515765,-0.025714788339720736,-0.017570565328441624,-0.0027202973441374434,-0.05238638168483675,,-0.01312104172438912,0.08158637119734588,0.012000171630085864,-0.012987520702472525,-0.024178636096325475,-0.04877724390670068,0.01282959624707579,0.010265824437379898
PF4,,,-0.015433269735126083,0.07185269869221488,-0.024388812144132764,,,,,,,,,,,-0.0189640628331575,,,,0.10300776585263484,-0.01436495459210094
ANGPTL2,0.007834672575831715,0.06899270526484313,-0.026859945683934263,0.013556878470433282,0.008818957190039405,0.09217360706071812,0.08376706649188875,0.018260493994471726,0.04143467906382876,-0.059482701425266564,-0.0319735383683459,-0.038864118870470865,-0.059206262114785815,0.05884516418896089,0.03568027458204831,-0.02527212714437918,-0.0016152121344787042,0.00941904531795296,0.10516448906636447,-0.016536728902970334,-0.0626141746775038
LRIG2,0.006087096475145724,0.06502041671296928,0.006369735711428824,0.049077473096432546,-0.00734839434093677,0.021012239115806,0.07602537900728579,-0.017817732654974366,0.04331915465264311,0.02048824037932843,0.052635890804579144,-0.05512010735811845,-0.05052510614313938,0.04453695611761909,-0.012246254590106849,0.07264424700796965,0.0570356591240606,-0.03280474488276092,-0.04044414033944712,0.062197926809770814,0.05197768670138132
ICOSLG,0.02393567850145247,0.12610531768687197,-0.03460299028080906,-0.011056598304207983,0.02222562223296541,0.07863634273540603,0.052870404933584525,-0.012623238017374482,-0.001619919766708446,0.020003333181466403,0.022197063356122645,0.029308806240647665,-0.15820953536418192,-0.0020652752896706795,0.007764756718197784,0.08789917766664761,0.017321296423195885,0.021435120876673666,0.061334817895425504,-0.013527069362491921,-0.011783168586266698
WIF1,,-0.029237783803701258,-0.027769663863248174,,,0.033688579730416696,-0.09946947665256718,-0.006969586645055463,-0.06336676764243125,0.012522266642997402,0.04106668172732529,,,,,,,-0.016527555990680606,-0.0320566378113055,,-0.013796614543304504
NPPC,-0.05242834795843247,0.07318427278044809,0.027387145473795352,,0.0017409501567533373,-0.016950375267246905,-0.03822334165537852,0.02116699777702676,0.02475340816006956,-0.03139657140718044,0.03664759028007501,0.047755881105525644,0.156992068243717,-0.042107373966956387,-0.001976257909230339,-0.024538600241250784,-0.018578063373557552,0.0685146951941508,0.08819456354737581,,0.026317102655737636
LYZ,0.063531937228895,-0.026879444881510107,0.03413009460191266,0.031832418075756645,0.03607740109021065,0.036245473865300755,0.1753258793350023,-0.0022861941464233323,-0.01566801507323606,-0.07243769441056155,0.13753524731017588,-0.012660862471698646,-0.01856796783222459,-0.005610267671817034,-0.014165347458074254,0.04548748560375165,-0.004217941828502099,-0.0022009944501927003,0.046636769854164886,-0.05102795126168992,-0.11149135677457879
EREG,,,,,,0.030643413005428142,,,,-0.01807497692972415,,,,,-0.030308135361257902,0.0865067894379192,,0.1659425757230698,,0.053962537142187926,0.03875022949783425
SPTAN1,-0.03302324650710421,0.06195987432112599,-0.05150582545522467,-0.047571943858221596,0.0310765850562738,0.013058518463405496,-0.04054548540731575,-0.036981323768171294,0.04739003494108373,0.1136363918770764,-0.025453507737570658,0.0025720288291089894,-0.042232255548341285,0.07213812794245196,-0.02414549763750906,0.009819919742113582,0.058144246046749455,-0.01890053917162141,0.03706125361974463,0.16049133038327767,0.07941358393094493
PTH2,,,,,,,,,,,,,,,,,,-0.02827496641219325,,,
LIPC,-0.01950607494719081,-0.026588616417915614,-0.018894378710365402,0.006663750405845927,0.08229375314319373,-0.0126703992149641,0.09887350454303441,-0.026349082079514734,,0.0015456687977380846,-0.014803551237008054,-0.049048958284944606,0.18726010181481426,0.03207023315534854,,,0.06038574427218321,,,0.03346071910343859,0.08235384083099784
COL8A1,-0.009032204589051717,0.06616664745407058,-0.03099273882872883,0.05753926364215109,-0.019908996211785105,-0.0249021262405196,0.03533828708668141,-0.013401437723778735,0.011338241979749262,-0.02119939089782685,0.02041528600933191,0.1264899391972756,0.026719659902884448,0.04477907201430037,-0.0072100714132935385,0.07579506554462627,-0.0279546961029571,-0.030822085375131186,0.058125487599162806,-0.09673111266492346,0.011933347351458009
GSTM2,0.0038923981763689156,0.024959074161035658,-0.019381492744975685,0.00025682976354283966,0.048135243377400314,0.01145766648218448,0.08651302397649863,-0.019015674943054763,-0.022533753468649585,0.066313350101677,-0.02311837370838836,0.04330329428724732,-0.011967732856248251,0.12371898650312164,0.009558553871471061,-0.008767367904599388,-0.02240317508921878,-0.0377461015014888,0.06232385075305873,0.0689602383849844,0.006998429546739393
IL4,,,,,,,,,,,,-0.04688612298084798,,,,,,,,,
SPX,0.06362385582782538,0.0661854576266047,0.018418774438343076,-0.00844629755761329,0.0020781579956427785,0.00815192079826453,-0.07943998011615852,-0.02178980328312853,0.009866676536827077,0.05942307625200786,-0.023033073701094673,,,-0.005109319434784029,-0.02040578339568735,0.04477438463936162,-0.0011639998171214519,-0.04375382161853853,0.08899228278214286,0.15629801984796649,0.08835126341857034
MFGE8,0.030683348899248106,0.0024876207797076707,-0.0235368002157557,0.004154085922357647,0.0542554397104387,0.028094091498986402,0.10138260467528698,0.027874996384037513,0.034300769742845315,0.04604859631994645,-0.008554880607930911,0.07725370844362596,-0.09976723199823641,0.0059090398978647405,0.051575966365950944,0.0498531665280047,-0.008692412482377065,-0.02810119077720877,-0.007712877843504933,0.041571465304006405,-0.006399121924983931
TGFA,-0.006324074067966528,0.045086659652227,-0.026464688401045978,0.04800959973153161,0.020608535723437325,-0.0025147445483232477,0.04864470558669483,0.05459451705813697,0.0029172718474139102,-0.039490447316439616,-0.017822802660275187,-0.037894045554587315,-0.010360535625101929,-0.05040200131862257,0.012912726701028379,0.01581652005532878,-0.009683080586346019,0.012361471131170785,0.026536975060239856,0.02428295270791073,0.0822550749764469
SLIT2,0.09186500413847275,0.05731095987764153,0.006109547517641342,0.014552490950690278,0.04512270252651629,-0.002655102796175326,-0.07890961681176249,-0.06722977112324302,0.018693018289716725,0.04336758846434756,0.032397142348807535,-0.0018365335303351662,-0.06449257555823146,0.043264136063297313,-0.035018974438446086,0.09244408955861551,0.027955027822485268,-0.007020217340842441,0.09375251680143885,-0.043291110320420156,-0.03414361256441634
PLTP,0.01576104461301836,0.024267650275536266,-0.008504499143731517,-0.009641986880107693,-0.0313165896269392,0.021788604916137426,0.10871804859681301,0.006204366136215272,0.06673126941359181,-0.12522145342942967,0.030002452207465873,-0.0809064220979308,0.012974158366578326,0.014801143909696002,0.028924610866128082,0.006055979827693036,0.024489711767054795,0.026638279404885317,0.0014727175947954617,0.06863689004325564,0.0790854480651806
APOD,0.07313669654959884,-0.10264273651333782,-0.06312118407298448,0.010012715271800105,0.04926949062118095,-0.08743196447919938,0.09178250851141752,-0.005204526086001104,-0.0610189903788218,-0.07260113830483657,-0.0011067251323429437,-0.1020973694085126,0.043434231333530464,-0.09990395785996889,0.057185205207354296,0.03877272919374328,-0.03636859906619876,-0.013965950707467725,0.06040794077613641,-0.018265524872259634,-0.001838630746573274
B2M,0.03700296176670437,-0.03696993819089906,-0.035250563511842206,-0.015597920306544909,0.009822629938639589,0.04917002063508271,0.19379252633425073,0.0448945844672113,0.08737680472211179,-0.11009069041877526,0.02459716946746525,-0.02944226677161997,-0.1022149818989378,-0.029563326470029697,0.022088048541800492,-0.02568447234718639,-0.08412196391018018,0.05896691060863401,0.10800726214243879,-0.11110171620370432,-0.04059030536536129
OMG,0.07775958773084031,0.033843300053538965,-0.029058597774178636,-0.01655140212185151,-0.040287588285839074,0.0029572658291129824,-0.0545496866187276,-0.03781638848120821,-0.05731240607890559,-0.059234830470318384,0.06029470954734314,-0.006923856852247628,0.09875248301046967,-0.013464136636824935,0.05746850021138034,0.005744335552369352,0.010217587401910398,0.02994050937390735,0.05814416138309007,0.12514976811614995,0.08266597867986503
