,UKF255,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,,,-0.0229740927350058,,0.01287032274979117
BMP1,0.027253775268075306,-0.002482660529833174,-0.008428803015335024,0.006132208177671626,-0.011555420289068058,-0.04836158708627199
NDP,-0.058845938493959644,0.0032170252821969382,0.06883742688768135,0.08426356545316822,0.00043916524748188296,0.09438249297277979
TNFSF18,,,,-0.023692776321060732,,0.004930623079940705
RTN4,0.011218706160911958,0.0019441840390371733,0.012990288645025544,-0.02881156847321503,0.07227599324077384,0.0410039837780423
HEBP1,-0.07820928693826118,0.01505172279012634,-0.0031285406881939345,-0.0017115095515442252,-0.019515323836958705,0.018314839241273043
WNT7B,0.008797061991701051,-0.04254488654079118,-0.0061918611654856815,-0.038991192706486814,-0.025860405098310637,-0.04957866542532022
PTMA,0.10464680266876826,-0.034676422086019607,0.04048860279702647,-0.044438016524165264,-0.025068391020171617,-0.055846691702068574
FASLG,,,,,,0.0009848925161047679
CEACAM1,,-0.023839998322035105,-0.021769309930767623,0.07668101628903888,-0.017163926969733963,0.03189227078078518
PDAP1,0.007541477822800063,-0.02494776129396326,-0.0658727091714417,-0.045683046357886864,0.06574107121512078,-0.013182477395884866
QDPR,0.11204935518261055,0.04701297507316765,0.026679643967187798,-0.08777074804610299,0.025076464931321055,0.0719525182809249
POMC,,0.004333558892242474,0.07486677161651549,0.026558766677683466,-0.028077929772378867,0.03162361896635921
CCL18,,0.015860649733531115,-0.019882431435675,,-0.059108199865313356,
CCL17,,-0.016913324921130138,0.05063382034180805,-0.030290014172199516,,-0.018259925180180055
VEGFD,,,0.07110849593441143,0.015279989912136934,,
TNFSF13,,-0.03245413010327069,-0.009042083056598333,-0.03248212300083862,-0.019273939617110852,-0.029753023987075647
WNT5A,-0.010188514284341029,-0.04453556139229795,0.0018897288308411552,0.001369584977462042,0.07800271756149854,-0.010831537016255586
CXCL8,-0.06835511952185197,0.021144314699446186,-0.07360159318401659,0.037534025018361214,0.003627541193115498,-0.04570205535425496
GRN,0.039525727246496,0.002931715614219252,-0.03893767927966816,0.07911609469190291,-0.028884262871927385,-0.047528266248968665
MIA,-0.004764106027406504,0.011534518656568418,0.04246347508650497,0.03939462103693574,-0.02632132883620789,-0.004460062231963647
COL4A4,-0.021636241387786328,0.02533806330532645,-0.011486231603660964,0.04421993692786856,0.010394914023381288,-0.045169250264044176
TAC1,0.05206560560577388,,,,-0.0026611419506456335,0.044572280647222386
RARRES2,-0.07264694420586129,0.05139524519067959,-0.017090656749430555,-0.020849851390677895,-0.012290756716601108,0.018653932505950994
FGF7,-0.04308009047241869,-0.020481057602661785,0.010252844364790034,-0.03666516614306916,0.03139093324015866,0.05881390438652835
EFNA2,,,-0.02069027221998603,,,
HBEGF,-0.015576508266547296,0.0466506533001116,0.017907513925260292,0.050596941516633076,-0.03855546812648535,-0.07656277727104696
CSF3,-0.025357422287079427,0.007488526441440036,-0.020702781704743312,,-0.02460683388063908,-0.01922488428879219
PI3,0.011065276586560804,0.06573980988204345,-0.059664016116777546,0.014682754154508176,0.050600816292207966,-0.03198952349033022
PCSK1N,0.08996904434054923,-0.04994737432250755,0.01589280672878267,0.04441442213452515,0.043397236262865284,0.07467410366408543
NTS,,-0.005886594726402239,0.007268781357236943,,-0.04252750378745423,0.0017067334795038832
SFRP1,,-0.0029846407527717844,0.06747379562450352,0.016259041166858303,0.0012727871705563063,-0.012740736670005175
CXCL13,-0.018412488941428735,-0.037990795490338986,0.04803956069031633,,0.001290690227024011,
MICA,-0.05024838627684501,-0.034141789369629305,-0.05380080338106682,0.06294340754530171,0.08818164676599008,0.04344901854503698
TG,,-0.022473580246604414,-0.03104538595853196,,-0.020251802406667487,0.009266324591279304
ADA,0.059298576235463016,-0.05225512100507215,0.06377766696429846,0.003781938674964605,-0.03215077543981391,0.012689511607006132
LAMC3,-0.0362633152088329,-0.04930319371229927,0.024759089442586944,0.02328841915899552,-0.014608819674045802,-0.07799017352001085
CCL7,,0.00901062890977701,,,,-0.0201458151764502
NGF,,-0.029276268376276553,0.01872682125881886,,-0.02333314789956311,0.006699120391225779
TNFSF15,,-0.02471259966982878,,,-0.015280421392663005,0.03712714227992264
HMGB1,0.07592426884190807,0.016828870812621407,-0.010111086844349285,-0.1073390738926896,0.00945388956478431,-0.0009620699155105717
ITGB3BP,0.08517195783645386,0.06136092979859168,-0.034647759659038296,0.03273273376779105,-0.0255610625711191,-0.013500915307260067
AANAT,,0.01722412892054256,-0.027843502538198724,-0.008796831945628632,,-0.021315112581058705
RELN,0.06518319469618332,,,-0.004549326046965509,0.021480437572678483,
IL15,,0.0016731687481855906,0.08659821185805125,-0.011539230248824061,0.08833260384469838,0.03173486690275753
UTS2,,-0.01893760778878047,,,,
BSG,-0.039175288619209395,0.06120934313336902,-0.042780283755279314,0.07721832650595571,-0.023562097487672223,0.017815587463452354
ADAMTS3,,-0.029454259844196803,-0.0066880306808447,0.05133356828758674,0.09567948642828901,0.031593525392189
CD34,0.10444087192793265,-0.018055567404044685,0.021583811881347385,0.06959581856320735,0.040016686298833606,-0.037909590845111835
PLAT,0.029443055970471352,0.00045484741893080826,0.10356843594836897,0.11583096523996145,0.047818287693131595,0.0053269037288805905
NTF3,,-0.029539429854873546,0.11984727145812832,,0.033700615059962975,
LTA,,,,,,-0.013584371418923309
CKLF,-0.0166867704776637,0.03102153068312326,0.03900946229203796,0.0374076274679676,0.015440013661566693,0.050202533946701
CD24,0.05511169411766619,-0.038410447492997456,0.04518757989057648,-0.09261156616377314,0.08146982616137492,0.015062268924012863
HSP90AA1,-0.05139445797717073,0.03766644516428876,-0.09575669814340172,0.03342417423007937,-0.018992878183579368,-0.01089619718946462
BMP4,-0.040999072258419485,-0.02169171389080924,-0.049438864063399125,0.09263283682105607,-0.05295028124219883,0.01933009533521323
SCGB3A1,-0.027104576819307637,-0.02758898410295096,0.00456219428784091,,0.06896451418936529,-0.042240388289198766
IGFBP4,0.016559430259228496,-0.056617991693665784,-0.010107751453441477,0.07728123115949292,-0.015793949451163775,-0.07250815512387805
RSPO4,,,,,0.050737943846462706,0.031285229682617266
LEFTY2,-0.033049357957017376,-0.021518579453167874,0.04541394408794261,0.011332465834278934,-0.029062556243046236,-0.00213759634003779
PF4,,,-0.018964066943894554,,,0.09968064851246408
ANGPTL2,0.006219525347096264,-0.03518457622099841,0.08749899115058683,0.0394170088273678,0.024986421826938672,-0.0286402170662891
LRIG2,-0.02526780850367197,-0.02534594658745883,0.03970989185961181,0.05425344121442933,0.058133267759420494,0.07893592291226775
ICOSLG,0.009461998531710002,0.06575719348625375,0.020882343656754676,-0.04309966700230024,0.06352187317213409,0.008286195790032336
WIF1,-0.016228227571975992,,,,-0.01986600996125869,
NPPC,0.04337016901665079,0.03359658504424987,-0.035881286009002075,0.020826918835260423,0.04677731372185288,
LYZ,0.020493362380895733,-0.024998524139044628,-0.034254959566111284,0.05470983232330534,0.012771231587108522,-0.05154561834328142
EREG,-0.034179937894597064,-0.02316668479525179,-0.03866181645218536,,-0.026617398748895304,-0.02388661023368915
SPTAN1,0.061384730789727025,-0.02265693132910342,0.03149206894611911,-0.03650854460819942,0.03855550434956911,0.02226278256961788
PTH2,,,,,0.020526772064646714,
LIPC,,,,-0.00670977218317275,,-0.013659911503089569
COL8A1,-0.03165920450894206,0.04857084524409117,-0.01899297546257694,0.12181610858503647,-0.011067299333700865,-0.009743792664998497
GSTM2,0.09727566769191276,-0.04548370501250441,0.06629271071440661,0.011524824013890668,0.05093483738593385,0.054922293179989146
SPX,,-0.02555820645883685,0.048826225524713135,-0.0684011763636909,-0.030451060219183267,0.09832166840332093
MFGE8,0.023370015937771188,-0.006739676591197508,-0.015139008634595384,0.028041516682790486,0.0363350271971155,-0.03905463079781051
TGFA,0.07092172468795833,0.05198362878604418,0.03504987579738019,0.00857506961885005,0.1215160747760307,0.0411609194708243
SLIT2,0.0057685161301234324,0.06412587501641004,0.02801889073371059,0.023606542851482677,-0.01005239768366694,-0.005450243546973826
PLTP,0.10276063646713247,0.014563074611896416,-0.018247303705760935,0.04373751549785306,-0.03987984371719825,0.02596029897080545
APOD,0.07806313569449999,-0.03300437165453028,0.12740348993429904,-0.06318226844062297,-0.041520573207812043,-0.04418171173492564
B2M,0.010842177875726155,0.08713685084568587,0.034652472982880385,0.047733541837741145,-0.025085383272030796,-0.031475781378421046
OMG,0.03152031166801695,-0.014020432303271985,0.12137272762182894,-0.04641126171688333,0.02758859567296093,0.036872215718713144
CXCL3,-0.04774453508659321,0.03596028298941292,0.017062677860780674,0.0537221725268296,-0.04602800117675777,0.008090668210726078
CXCL10,,-0.02617627571413205,-0.02543631138817793,0.03874206592896828,-0.003035144304272219,-0.05268741274980507
RSPO3,0.015695189003960882,0.00418893397913681,-0.010757743280364909,,0.009442635124402179,-0.020444063082157352
