,UKF255,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
CORT,0.02840247254494211,-0.02890476843457872,-0.019844932187147887,,0.03091741586650166,
NCAN,0.05669011849346838,-0.04266123725857187,0.08107662841118154,0.05935973765652099,-0.00952822286509368,0.045083262312993956
PRG4,-0.028352874771554314,0.05443106600713565,-0.029282411833824316,,0.057956291051613824,-0.019337453718557107
ZG16B,,,,,,-0.025491546475810232
TGM2,-0.039236427973692284,0.008334246034745947,0.011975812985991773,-0.023053217545838497,-0.0250805314519049,-0.07917818215290941
VEGFC,-0.023907938728208074,-0.005272454375324412,-0.028996669129747386,-0.006307674172783529,0.03712867693751933,-0.002618737889809773
WNT6,-0.048964453880873955,-0.03784175285493053,-0.012487198691900639,,0.03711459183655785,0.07524743376704529
NRG4,0.008488681539588937,,,-0.027945519315684827,0.09232524905889852,0.059845122613359066
PMCH,,-0.025765691997859417,0.0024551363622552632,,-0.016248132686890782,0.026064310273351435
COL9A1,0.0246864324588475,0.0046462686276056665,0.029723559355850828,0.052475224125925105,0.03196932837003383,0.09027429629508964
GDF11,0.08175713617622482,-0.01586310351040906,0.08258823100566114,0.00668847174570455,0.051852561390771414,0.024825998499466376
RAET1E,,,,,,0.0140257079341651
IL24,,-0.019210279079519627,-0.018661694538160297,,,
SORBS1,-0.021269995882938993,0.002562207643407428,-0.007137451445364941,0.013613100438428935,-0.038606146653216905,0.022190126077903848
DLL1,-0.02725700606442609,0.04938405332647781,0.06400771700952679,-0.003625093043086976,0.012780530757917893,-0.015024151166021642
TLN1,-0.0016886477594343539,0.026228323640800147,-0.009621359743593013,0.06265443622261613,-0.01001855170525093,-0.018422949403517314
COL2A1,,-0.018451593482518045,-0.03964464514878659,,-0.0227571958363525,0.028410481666174783
SHH,,0.03998089306020162,0.04152550153903409,-0.022549914296687467,-0.008205811827789579,0.06895556875009126
PON2,0.1116922800386339,-0.007191210095333838,0.06807750960580994,0.00910214479850534,-0.040667334018294796,0.06890922371313664
ICAM5,-0.00734265065706273,-0.01998269374245292,0.08008191301935524,,-0.011381668092878671,0.04093851237425002
HPX,0.057786571030485054,-0.03979499608407094,-0.005346648630121122,0.14151589836589587,0.031667815565867945,-0.011443427406228926
SFRP2,,-0.007701789198638555,0.07631412221660588,-0.034553627564288855,0.011735628674500521,0.0028751572662304285
CD70,,0.02656110354089477,0.018722914987762133,,0.007383896873442854,0.008167146237164294
HP,0.10338455556532808,0.03284527149440536,0.015356229795745182,-0.03579101498939632,-0.04268341589492602,-0.004192117863852468
CXCL2,0.005091587213404357,0.03459961639926394,0.020600980941596656,-0.014383255770193124,-0.025036821156655075,0.054777489626796703
NPPB,-0.02606212131980693,0.11146376874444446,-0.04705547568132604,,0.007173262081627281,-0.020738227461297307
CCK,0.04311499344433432,-0.054059893751913515,0.049731473956802635,0.06146154662142651,0.07482572230466414,-0.011542399315360458
SEMA6A,0.09006185977663474,-0.007442571400483948,0.039285816895468284,0.030196164969533437,-0.008827080233539402,0.07247512855694423
IRAK4,-0.04795354050885295,-0.019498212186862235,0.020326349025075543,-0.02005592830898282,0.004605380211958358,0.0636394919376454
GSTP1,0.00488420037305795,0.0583379669476802,0.06962394252126507,-0.02102286476228882,0.05406169704081733,0.05144910249430346
VCAM1,-0.016902537852278618,-0.02667752573351983,0.01499649659378649,0.007055272404497113,-0.011662914749026893,0.08855487748273014
NXPH3,0.08660927546095218,0.022126302547591212,0.011400635384310704,0.04249715209350586,0.03920657795051396,0.12088372549120231
MTMR4,0.011531379170891481,0.09528928738012978,0.0059734953961001185,-0.02218581653571638,0.015770269793868495,0.06262413401019976
LAMC2,,-0.02361728571812726,-0.024508041299610255,-0.027018997386582505,0.0767022707994344,0.02694982456521494
IL10,-0.026461296247542343,-0.02573489719172039,0.0012036505921760538,-0.026062417742290903,-5.216374679627685e-05,-0.006407787706517395
SEMA4D,0.10785027933034302,-0.032212024224971714,0.12601329990992713,-0.0446462561106156,-0.01516326991961653,0.03071017480366967
TRH,-0.019584112697473188,-0.05019981624346286,0.022387738755661538,0.04860172309606095,-0.03728801987611014,0.10578429851438656
SEMA6D,0.05505414213691452,0.03540439802383896,0.040463873452618315,0.11377130057400994,0.04316334319112336,0.11669646888082026
CEL,0.16982355649621156,0.0005971078528299172,0.07733971866765772,0.05876571237013705,0.07263788728941886,-0.0014320101821411878
PDCD1LG2,0.014893347106928629,0.0306074931275448,0.006169493402781965,-0.029426043859062365,-0.004584657839768328,0.06428455003215827
SPINT1,-0.005226003895554807,0.0434280242835747,0.0244250740916427,0.007842230316299041,-0.06086464722346923,0.012366488877766911
CTHRC1,-0.0230098826732379,0.00443629642775601,0.024741056552109265,-0.0031432693607225115,0.026340488337001224,-0.020304959765995015
PODXL,0.03695111835802328,0.00728177755968459,0.013982433895947605,0.04234751771190887,0.04419963951578543,0.01982879540746857
JAM3,0.08121954964854795,0.00402581435116864,0.040616151535562146,0.03744397012848627,0.014203082512631825,-0.04713135442801649
TGFB2,-0.028390523438053008,-0.045410567919553765,0.016622420290983833,-0.0019161034794322267,-0.001287311953096546,0.05702253072225112
COL18A1,0.08622479536764652,-0.04713312802864006,-0.05925200515404971,0.042080461578796746,-0.005520941842158557,-0.07991257729127918
NODAL,,-0.028717450704244234,-0.023051588752439678,-0.04064524525868575,0.06312690953213161,-0.031789911577937806
INHBB,-0.007984821602823874,0.02931122593868714,-0.0035395806860198833,-0.01022850781618332,-0.015224214947988108,0.08065142223230348
LCN1,,-0.03054565063967039,0.01616531150430049,,,0.04554712900745705
ARF4,-0.013599767860065452,-0.048262874211071845,0.05169652348038624,-0.0800470193514755,-0.018318989950626877,0.03720434205279809
CXCL14,-0.022642396879935068,0.02854676637365894,-0.06321811157670379,0.0852218151506632,-0.043148304644451116,0.10071701924448279
LIF,-0.05220208076716024,0.011637115704963185,0.012670914995839853,-0.035534590140512114,0.008807945607527753,-0.06277777397770208
IL17B,-0.019584112697473188,-0.026581178339890408,0.0010180132553136855,,-0.022438109487606793,-0.028157156407765224
MMP1,-0.029408245151050436,0.05862731877900857,0.03512926481835534,,-0.016248131400138095,-0.011257313141028551
MATN1,-0.031285565987278795,-0.014263296283379025,0.007809376163414869,-0.02733102158911481,0.15197031226087004,-0.028250461452134116
ADAM28,-0.062003883063541355,0.0034492325672907708,-0.0013038185278657528,0.03860930931851449,0.03919263838575622,-0.026813368110538506
TCN2,-0.015302645161920128,-0.04344161581568215,0.04327733884690866,0.08282916064996736,-0.02098005407014666,0.0048929107456176435
THPO,,,,,-0.02005976288833678,-0.002797376512361322
CUBN,-0.030717993312751272,-0.02270777958813976,0.10960055212386119,-0.020533196044576086,-0.0014298838479159441,0.04562271359242301
TIMP3,-0.07698537850935296,-0.05369721954396242,-0.0016615509968614143,0.05353901600010255,-0.050210534434608066,-0.06529385209438587
PIGF,0.08809740541276155,0.01814396952391134,0.03799880014423935,0.01448804347388475,0.0626590332910374,0.06192563206885428
CRH,,0.013744802640483177,0.03162289855206161,-0.0460660942158115,-0.0076724012071167245,0.015362862871867944
BDNF,-0.0385062057872807,0.10263405189391603,-0.01348562587191853,-0.00407894442110464,0.0032686444235459126,0.014044370090494602
CCL5,,0.006451767289110225,0.010468864485266724,-0.0591674455039485,0.021884516553517617,0.0017690715673629284
GAD1,0.07877823959332009,-0.053802583377885155,0.11169043527137246,0.029218548950179037,-0.0063625071536742486,0.0968328064634282
COL14A1,-0.0027721219095649748,-0.036798305284369955,-0.052068513083064316,0.01046519760462753,0.004144773359075733,0.0073253763158041
HLA-A,0.009619001229697197,0.036979121914688044,-0.05984442387624305,0.04168054949552605,-0.03303045373933905,-0.06483760957809864
FGF18,-0.019584090827666916,-0.03142531985137081,0.06438702718905258,,-0.028077927240719214,-0.023228207356336877
ADM,-0.08602260150056665,0.06263658222233887,-0.052015030968647374,0.024670397805961742,-0.025725788410306233,0.021144648377102872
CCL15,,,,,,0.0013822694391155488
GNAI2,0.03959712755379467,-0.017881061670721086,0.03686469849298371,-0.027271198784860996,-0.04947865595817797,-0.016032768310719814
HDC,,,,,,0.030482015626304645
COL11A1,0.032808912007231246,0.02783187375517993,0.011547436116075286,-0.05041458044117761,0.06004632309584793,-0.02966704777684848
NUCB2,-0.008931204634803819,0.015765153217341402,-0.022154838468756224,0.011928309213529914,0.0021883828876173256,-0.026842807423234877
CXCL1,0.08746010748817848,-0.002865910277855245,-0.004971891460325339,0.05693739730037708,-0.02031180172264594,0.033445401341059514
VCAN,0.1400998994792772,-0.025274479586810866,0.04249023647514075,0.018901298806814015,-0.023991199799537396,-0.0930465679837932
MMP7,,0.07527943332652129,-0.04051464040971469,,-0.04230685895561529,-0.050039119502969936
PTPN6,0.07629598060920564,0.04329757209640853,0.07185318582733373,0.010737013666691865,0.04406910666946317,0.050201724857345184
PTGS2,-0.03228029450109877,0.029174961012469774,-0.03748409609807291,-0.03378810356576106,0.02866655236529509,-0.024357600855306926
CD58,0.05592431378576262,0.05262233146163894,0.024171941458148435,-0.03730341481876751,0.00516408810230738,-0.020558858666025623
TNFSF14,0.012334620410638679,-0.00806404625418936,0.010281511105313891,0.040201983158755804,-0.02346144902129654,-0.02107077617199214
CNTN4,-0.022514034768092762,-0.02557245330575051,0.028720978682299454,-0.018441638485444316,0.02509754103949942,-0.0342793697000147
INSL3,,0.034016919922416615,0.017690002743627316,,-0.0234614467545428,-0.027584200506499058
BTLA,,,,,,-0.026672542661578112
MFNG,0.1430594755430384,-0.006879861444123924,-0.0008988827448914706,0.023401585479066175,0.03864642711624565,0.008419866769360702
ICAM1,-0.12472976579643515,0.023860645556675823,0.03738220126414922,0.04807820975448312,-0.010028062400609883,0.07549652808205694
PROS1,-0.004823649355992117,0.0250390435992193,-0.053957203473057935,0.0667885967611045,-0.007390874630527977,0.010964968527935917
CLCF1,-0.0020263396265647327,0.0824288646393669,0.0031767828937619273,-0.0755801200083233,0.02778327259199356,-0.0203509930825463
PSAP,0.057265139041781,0.01993914994134755,-0.03972419435232978,-0.009963689629086019,-0.006764117068981049,0.0395817823142947
EFEMP1,-0.038761736798435864,0.06925095284334289,-0.005645160265816405,-0.04208843801011737,-0.04225914565449125,0.015948303333604533
C1QTNF1,-0.07856462435931885,0.021261968957920627,-0.017033851061715666,0.012048214666048019,0.0018024154632974338,0.006064634276849533
ALB,,-0.0006515667367745884,-0.04072811426005697,-0.06004994911448708,0.019263838732466617,0.024339028035465508
CCL13,,-0.018661164136500333,,,-0.026316887732267185,
EFNA3,-0.07358454887467392,0.05279971388561043,0.03698493842610524,-0.002413657862281129,0.09523093551505289,0.16523037930194803
DRAXIN,-0.04342703488847713,0.05723504182051587,-0.003655588000745479,0.03374598943145444,-0.013024031421617854,0.03819673645655109
RAET1L,,,-0.021769295664073453,,-0.028503470259769317,
NPTX2,0.0332927792530933,0.010599461224693315,0.04011100219962201,0.024013814992108026,-0.05914402746585115,0.07119774036933933
FGF11,-0.0470431649197721,-0.016689102611268155,-0.0008824089311205048,0.02557317919148507,0.04133480740777742,0.06408008440811899
CD59,0.062158822327519805,-0.014396081780315912,-0.03015093232470111,0.03245421165837717,-0.038716981361610045,-0.04143958283657555
COL9A2,0.10976350323928107,0.0048813178882613755,0.0681977386145752,-0.010052814142463961,0.001626167563710918,0.043871578029906586
DLL3,0.10674743920613793,-0.02462619305595619,0.12174690911828114,0.04147422275098156,0.051842105326996145,0.05989919058290534
FGF5,,,,,,-0.0060858736373820875
LIN7C,0.06695098083809538,-0.030174487706078414,0.037540029603042466,0.016859587837912464,-0.0247520588117517,0.0488309022541695
GDF7,,,-0.018661700450562986,0.038278561867970635,0.05817500951285599,0.024634125939631813
PSPN,0.05140368710826943,-0.035992153101883605,0.09942522126431529,-0.011810234054724582,-0.026929380949634808,0.013945113408561785
ANGPT1,-0.02300988131732433,0.0033747389095484088,-0.04200763337069097,-0.006037014231743055,0.0022958060633292456,0.028035716193929534
PNOC,0.061133386624000884,,-0.019844934346216037,,-0.022611567720293158,-0.014294326671884452
L1CAM,0.012994455251968422,0.008988253460894388,-0.03995046775722556,-0.04363091723532842,0.02589003026374308,-0.034648686868506015
APOA1,0.004594726359455101,0.056555398068791826,0.0974213761722733,0.01613945184402691,-0.008101610236349943,0.00887681566827205
PSEN1,-0.06571841682913841,-0.0008434574270149763,0.012564214003259903,-0.057964252551584904,-0.009310960079152272,-0.009759676215521445
CALM2,0.07801789543908114,0.02814106063280229,0.040813616075720795,-0.07970933004618888,0.012967230438275098,0.09778945690055112
CLEC2B,-0.04264934996229948,-0.014489420965270353,-0.0403698681823579,0.038192349265695,-0.04016935718714354,-0.010179390910299077
NTNG1,,-0.03236691938880295,0.0857882944291851,0.05686894492652064,0.046477819152774685,0.09723400029113048
LRIG1,0.09617167813012123,-0.03749365102786026,0.04219390506694824,0.036735368284662895,-0.0019282964702809317,0.10536731104042618
CPAMD8,,,-0.020964913327606364,-0.04470868632511282,,-0.01489461796908844
GHRL,,,,0.005419826074337726,0.05262850632804181,0.003003407853225498
NPY,-0.018108530886966172,0.06603151787501998,0.027365203520947,-0.0028612997660972836,0.07023650315604754,-0.011512059393008995
MMP2,0.12900808225478122,-0.04561715824373483,0.029991598918238584,0.02735298626716702,0.005627321312713088,0.025121340830807613
PPY,,0.04691941885439054,-0.0187145242641936,,0.04995458277909776,0.028777758109299178
ALKAL2,,0.0166953640882514,0.08965712606181506,-0.00483152231853355,-0.03696756987214151,0.05926564036199605
CSF1,-0.004288509641634056,0.018086864629705216,-0.006854127793175895,0.025659201585526738,0.037670621740917204,0.05712298573093944
SEMA4C,0.07931618875786006,-0.001532096470927854,0.053652651300987814,0.06495962361579559,-0.0007018333200787276,-0.006234624652920549
BMP8A,,,,,,-0.024758304790195494
ICAM2,0.016884849668166668,0.031768477567176476,0.07701184560387966,-0.008570930502456615,-0.033773941706253925,-0.008620998220327627
SYTL3,-0.048804761565290976,0.03501810055075939,0.028787994121457355,-0.02415308496541412,0.03287039658237238,0.05595915852606876
IL1A,0.08429473126334834,0.024120015729013802,0.030249390258111755,0.01945742976127409,-0.030422072052718227,-0.002591281066313572
HLA-G,,0.037463271885146664,0.06508583151692504,,0.07806570470545751,
PGF,-0.03336487107975,-0.07127555114961136,0.050792062663159616,0.04311548115473195,-0.010814112258515798,-0.03408871530573793
LGALS8,0.04254753251457972,-0.01582259455888224,0.016858236781862254,0.05530606564504971,0.08490036259934658,-0.021927138635645188
DKK3,-0.01985904531104473,-0.06106450630742254,0.08948372492604349,-0.01751726379019029,0.016496030461157014,0.08387877042411661
COL16A1,0.09333096472727524,-0.03018984183399698,0.03341447446627955,0.018115639676158504,-0.0005837988214584918,0.024743416180839323
TPH1,-0.02689164512134746,-0.00285392360515315,0.0009154110588658555,0.06348420294646398,0.050222174804261395,0.057884296331510474
TNC,-0.07605726937528118,0.0704742407916062,-0.041292815880200104,0.06551095705915067,-0.009951306096178855,0.010365849843070794
TNFSF9,0.04007542121197338,0.01321436390148094,0.026542541511993832,0.06599366281751703,0.022587421162254574,-0.03918183891338073
C4A,,0.14271074453176327,,0.05616798440458667,0.00013320808294984461,0.01542638622269437
CNTN2,0.13270883986500331,-0.043662596346512046,0.09151117729045617,-0.06808406509963215,0.022310207296555803,0.1207719417264101
F7,,-0.02617627025637444,,,0.05807502449874471,
LUM,-0.06314984995218864,-0.03481784769900778,0.061256012055135464,0.025121563280240275,-0.022369357814674824,-0.021250809926333936
BTC,,-0.018937611269804124,-0.018346835203753232,0.0005332880715263697,-0.018457105672847127,-0.021613200685691385
APOC1,0.09322276804733827,0.023410893403756856,0.0298676486066303,0.06932129507994676,0.017056627645799922,0.021770550217060897
PKM,-0.08139452225192831,0.08886140581575158,-0.057834921793958875,0.07303297985444225,-0.014297445611179379,-0.007054799676667759
TNF,,-0.018380820839348996,-0.02176930160165375,,,0.02404015730495012
GNAS,-0.04813719789056832,-0.015035183412254642,0.006794492306602097,0.07297954683820397,0.014385182557248214,0.06119881098026148
BMP8B,0.05684912428879587,-0.000775037426059964,0.04292499031053533,0.008709391651048537,-0.01134549993426275,-0.021078914094771032
LIPH,-0.01929743825130781,-0.01866117099962255,-0.024270898445148015,,-0.030288431922982712,0.030709516482600913
CCL28,,,,-0.025736307228986403,,-0.01922487720494577
PTPN11,0.07167423302856421,-0.0024229840077654875,0.01787798043381306,-0.06374763918606609,0.004079250721830616,0.013484824070188414
ADAM12,0.06420986514410455,-0.0998582050607377,-0.02048726235444834,0.07940571729744837,0.04670217135443725,-0.044700238393975855
EPO,,-0.020266508288172592,-0.008203691435743683,,0.022130055894305476,0.020986544813606657
EDN3,0.06777569013042598,0.015190709527497818,0.033691181299276236,0.03917949758261453,0.022721821015186314,-0.03714670666012604
CCL22,,-0.02293732233274495,0.013802586720779315,0.06556803579841093,-0.016011429512960498,0.05885583491305519
CCL2,-0.012254540099282516,0.02823596523486057,-0.008814344430460273,-0.10142742444302495,0.033630073468613096,-0.016701559969336505
DSCAM,0.027251682480833626,-0.03784545034964258,0.0704124281507819,-0.042568329549316955,0.04063245786304573,0.05922073763307751
ANG,-0.08023278211416879,0.04305247581222676,0.015666226225024085,-0.009953044794092748,0.01031596698722064,0.08654834682744196
FBLN2,-0.026461272523604484,-0.0015530612617872105,0.03166982035183507,0.039412559834563425,0.04981893848825834,-0.019054090523082438
VTN,-0.0225140385398551,-0.023166005878265526,-0.017725179615480625,,-0.0071346643828081565,-0.03334084803938467
VEGFA,-0.09833158766345644,0.03900601428230133,-0.08187721942159672,0.011400786942793539,0.018869847039243243,-0.050201303624299705
F10,,,0.0271531856714771,0.047514216708706376,0.0646255866974261,-0.011465530484576375
SERPINA1,0.08950823277119595,0.017564157198143894,-0.024957648248489447,0.024340471109841257,-0.04029661175906445,-0.012267221132037286
VWF,0.08117424420846393,-0.040116335364239766,0.039198141375750686,0.01476638933953961,-0.0179560153063315,-0.07117499859219535
GDNF,-0.034354201697094654,0.01281003165161969,0.02042249181161616,,-0.0105615010046779,
VASP,0.06559585677598637,0.04460602951895212,0.02612754462931469,0.056944764821142094,0.0412453887223555,-0.029460537040845333
ADAM15,-0.008130211620939156,-0.008003655487463533,0.054096351243878155,-0.010105172023473212,-0.007089148801723349,0.02854661089692093
WNT2,0.008937383797654797,-0.025138591606413435,-0.009774909966109871,,-0.021910261514807353,0.029508184719199696
CALCB,0.029771348153372953,-0.0220008656288436,-0.01727122201824051,,-0.002107454922677933,
OLFM2,0.006618746580430267,-0.02997734269852007,0.05281265842288277,0.06004711404345437,0.01544824630572254,0.0747183798887564
MFAP2,,-0.023394399317304106,0.025182923554114847,0.02523722301243065,0.019236310946622596,-0.05812225006178541
HLA-C,-0.002260259642854073,0.0474790929574302,-0.0225024402277839,-0.02398550398563356,0.01427910851566752,0.02400668421483129
THBS1,-0.09900877495351754,-0.031679176691616656,-0.031561706926143546,-0.0449431816264787,-0.05179482091360706,-0.09476800936624549
