,UKF275,UKF296,ZH1019T1
BMP1,-0.013373474896148032,-0.013043255253396299,-0.006786715242873184
NDP,-0.013112134888943722,-0.020813472661290567,-0.007116507005820111
TNFSF18,-0.01124553757895633,,-0.050146427034954914
RTN4,-0.06374276576007774,0.02843305663068769,-0.01761426784037322
HEBP1,0.04969986229384245,-0.009430738925207528,-0.007022503604796166
WNT7B,-0.03223428664925597,-0.012332311389970518,
PTMA,-0.0499006856880977,-0.026203646573369443,0.04844910517589556
CEACAM1,-0.0020613303375244803,,-0.03526144877495426
PDAP1,0.03278762713985699,-0.05159655371824317,-0.10879378897682578
QDPR,0.018295892152698848,-0.04501731633622857,-0.03533784035359512
POMC,-0.013048432530456691,-0.033169024425257244,-0.029203195450517326
CCL17,0.025469883006096816,-0.01526394440911403,
VEGFD,-0.014942850566744202,-0.011196287817460347,0.030182998726632212
WNT5A,-0.02835374926407139,-0.01464412372902319,0.0941662225432491
CXCL8,0.009468307858202228,0.04393032423353604,-0.04517870741600576
GRN,-0.004152176857222269,-0.02528903800310321,-0.07625958120576712
MIA,0.014256195953145792,-0.012733419476101989,0.00631514451297495
COL4A4,0.06077901115997733,-0.02139113206459312,0.017344996316249455
TAC1,-0.041824420677218234,-0.00028627611273751596,
RARRES2,0.05198104623007937,0.016887075432094927,0.010481814674846183
FGF7,0.02520524271365962,-0.036233050137347206,-0.0014540215690730717
HBEGF,0.006159928334317719,0.013211150063221986,0.04052539133249177
PCSK1N,0.050794868126949264,0.026287412359204208,-0.0598429977610563
NTS,-0.016727839930018973,0.027819077086402876,
SFRP1,-0.012580810193951596,-0.015263944562834489,0.06886732932261318
MICA,-0.0019628885606670942,-0.0507542513803848,-0.012986184943455764
TG,-0.014130034341695514,-0.011046450283348328,0.006352139610241528
ADA,-0.008553180517503681,-0.017940323616280746,0.05471190351996655
LAMC3,0.0076280638541231975,-0.044080607846905207,0.016863207604793862
NGF,,,-0.031035572649507237
TNFSF15,,,-0.053941193965100685
HMGB1,-0.02272304121623177,0.03765438235858253,0.0023437769360490877
ITGB3BP,0.004977750333362122,-0.03521133160861449,-0.039404285898487525
AANAT,0.13572376348944643,0.07805248344244434,
RELN,-0.02797720195116842,0.001403848790548879,0.018940326786483483
IL15,-0.018700475026405382,0.06208043248598275,-0.05475679303171736
BSG,-0.009173739251503332,-0.01598954095392394,0.0167624472059523
ADAMTS3,-0.00601452041176859,-0.029423698123090383,
CD34,0.003516239197259733,-0.0002920182977815762,-0.03329499798585196
PLAT,0.015593654218164383,0.008450506354729858,-0.0011343163278909132
NTF3,,0.021440059115461062,
LTA,-0.012238379528347151,,
CKLF,-0.013382605053453994,0.02274333973107368,-0.04668935944519807
CD24,-0.024025448386361597,-0.025304036762233018,0.01438612213733392
HSP90AA1,0.06522281983120572,-0.07590659848812079,-0.08781420766631244
BMP4,-0.0036740673839929057,-0.007330521379009407,0.05517203662839565
SCGB3A1,,-0.010740764467142474,-0.033333407078601426
IGFBP4,0.01584754564767098,-0.016380285773956595,0.027981711888710948
RSPO4,-0.01423398044504921,-0.010740762896062699,0.03969799742329675
LEFTY2,0.03399671326652773,-0.011777377877949219,
ANGPTL2,0.016861461668200056,-0.052429847741007694,0.06944397870752972
LRIG2,0.048631169796420515,0.015326111371439643,0.06092167497408981
ICOSLG,0.03452038028941081,0.008644950624371737,0.10253165137367005
WIF1,0.03823860897362383,-0.020211891946315036,
NPPC,-0.02142634385434407,-0.014927031932729113,-0.06681436149694824
LYZ,0.04292103571071115,0.00990730860206094,-0.013132284308626589
SPTAN1,-0.015615731451173148,-0.06432980948387927,-0.04102258410906398
LIPC,-0.006157358246848471,,-0.07460434740045231
COL8A1,-0.008590915964983643,-0.051646418470711115,0.061147790453100245
GSTM2,0.018707343604317514,0.04007862368119294,-0.05414774637884866
SPX,-0.014180479618800325,0.041146787831707,
MFGE8,0.006424378884423315,0.041019511768101945,-0.05718190432183217
TGFA,0.006058221160825283,0.07334339436507283,0.06857881313213886
SLIT2,-0.01223419659624236,-0.0242769944435276,-0.014496185777347466
PLTP,0.009769288217583995,-0.007699172087266213,-0.02451455675440993
APOD,0.024310168236540936,0.012946152247040658,-0.007077681728134763
B2M,0.05073806202028624,-0.01666125635471882,0.06515514210588577
OMG,-0.007942612868988076,0.060799724843412555,0.03229805557257552
CXCL3,-0.007714096807111295,-0.011490345951900828,
CXCL10,0.035835066882084286,-0.017454676498899643,0.07300518790527269
RSPO3,0.03142030650116764,-0.02790204832408114,
CORT,-0.024922089461599,-0.006614464505729864,
NCAN,-0.003910073654405289,-0.05662303008463347,0.006939960320599442
PRG4,0.0435756475417864,,
