,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.010136814369886893,,,,,,,,,,,-0.026194752145358147,,-0.04339597353770186,
BMP1,0.048785132273017444,0.0008964479618758506,-0.044913268569480004,0.00012600735442313882,-0.021565294918397947,-0.014040946053493828,0.09823669224681635,0.205247074869448,0.027588736787036196,0.05252943418593738,0.15340859537719423,0.04903262832714411,0.0686391029991347,0.13928980012622433,-0.04219938150763258,-0.06662462078641662,0.10804939980200935,-0.02231197813040192,0.10843424986709074,-0.02397861383196599,0.07359111488364392,0.08527198888852455
NDP,0.07957907287402204,0.013019032808881337,0.0193501260840526,0.07694372968453157,-0.0029418830128628546,-0.0419074916625299,0.03191523845935403,-0.04793015167662605,0.07232695236279263,-0.035394200465485214,0.04882227420659399,0.03976650842774556,0.07673478283834828,0.13066656593330273,-0.04949512562481745,0.10305195577007052,0.028932728058649985,0.04226183950905288,-0.036843997559184,0.019316219267743344,0.08177644705931116,-0.0706761785668742
TNFSF18,0.011770501625844082,-0.02736822566280755,0.038617497099057214,,,,0.0032689431192447866,-0.02133553781691506,-0.03358453782947846,,,,,0.04445520069488168,,0.13109110487791478,,,0.011532368076011644,,0.11044632168158193,0.03165168079857547
IL36G,,,,,,,,,,,,,0.020923921262010453,,,,,,,,,
RTN4,-0.010502587978363261,0.03971250075316075,-0.004050969021680281,-0.04862484783667725,-0.022371436174288207,-0.014911988066243635,-0.04549639778529774,-0.24691462215026222,-0.006421653258594955,0.06517986805829555,-0.2298563838468657,-0.042047685232050276,-0.11359317200907018,0.013125615654416991,0.006352048931555085,-0.07256828978557829,-0.04530488171981355,-0.1178856715384066,-0.06114933390122966,-0.08396876389302077,-0.023380669472015236,-0.16234451502418346
HEBP1,0.0033952402081257197,0.032587819313569265,0.0324172908882066,-0.008589602024989212,-0.05816436401198389,0.01826975392323556,0.04741175011864349,0.12248885852020767,0.030728949209675997,0.000979356614072369,0.11252124203548051,0.024996338121706208,0.025993532645698342,0.035967333232086035,0.07704721863889782,-0.006946940074615007,0.04507485262489768,0.09328332887465547,-0.03362748543706005,0.0069209522022903695,0.069984202578238,0.06516576446206883
WNT7B,0.05195727483118141,0.03804291397269265,-0.03228311817130779,0.01998134731381911,0.030692874484778147,-0.046958638454467995,-0.026476853322411793,-0.08586833804852892,-0.03615551964933785,0.015267860906019453,,0.0890026366820737,0.010255949269743606,0.011364231240823901,0.145828803280185,,0.02979566994361379,0.05571530137539297,-0.016792977527508086,0.04893637252489318,0.03325259821059863,0.10040582237744411
PTMA,-0.04219813835774881,-0.1613461264784409,-0.007912044716641095,0.016458842525830703,0.04326161355528563,-0.029047500854742142,0.07257836219065271,-0.20637938895778687,-0.040901891028460174,-0.049502341698902046,0.30457886089878344,0.12062901284996735,-0.004583348452158882,0.07534351833865569,-0.004993596524946254,0.04641517333185158,-0.14810438011638838,-0.027611380247729096,-0.034394150907113015,-0.006463837925201779,-0.011853377453389538,0.08127280667194722
FASLG,,,,,,,,,,,,,,,,,,,,,0.017655269625022355,
