,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,0.0739018607936756,,,,,,,,-0.012879598249037985,-0.016880316005159445,
BMP1,0.028408719534258595,0.01358239491026013,0.010288059187397142,0.10780768911548443,-0.019077484580074276,-0.003253861152248735,0.14113617733329417,0.04912349724012627,-0.045684509801376595,0.04210173899152791,-0.008668234364316275,-0.031970265786931344,0.040305888103964675,0.02502109426550541
NDP,0.047250260055939124,-0.02133987090763207,0.021375550104995755,-0.01399646098488086,0.00046124058648619275,0.03526788791023284,0.08463847361728495,0.02766564061429918,0.004742578393721782,0.05129897423233657,0.05950110203290359,-0.012021301739920276,0.043173301214385305,-0.01213702375938447
TNFSF18,-0.017532829938751902,0.05773374443883133,,-0.0249521007146214,-0.011533386865228472,,,,-0.047829179071119034,,,-0.030773663984757185,0.046059288485737496,0.061909395914428594
IL36G,,,,,,,,0.025264776912201983,,,,,,
RTN4,-0.01508591872963924,-0.0534257188275549,-0.039173159813198036,-0.12079879651469237,-0.04099408267610081,-0.050871217471318786,-0.09789504193463926,-0.03449567316106619,-0.020610923998040775,-0.0703431706114631,0.018417941083073295,0.04781926840333769,-0.0309786283922133,-0.04990408314980623
HEBP1,-0.031822512846393355,-0.017670711430702958,0.02994719778952583,0.0668555054386338,0.054173372112509804,0.021376481888684323,0.010560927289304026,0.016574456399209448,-0.001535201957975723,-0.046626158675901405,0.004212076786467541,0.03138564813872691,0.045037505810512156,0.01775066149225643
WNT7B,-0.01726295108119585,0.061862305591325294,0.03519729264010175,-0.06954751656014532,0.0034241989634334227,0.05372589682117945,0.03724444862282451,-0.017926775893939154,,-0.04215439145771824,-0.03178788401209902,-0.03046622935734082,0.03685572319860612,-0.05012918498712316
PTMA,-0.013779949430958017,0.03507049225244387,-0.06430098976003956,-0.03358524336509754,-0.03397106772840879,0.006893840310173499,0.13422415236924057,0.07892538783535338,0.02445160186209848,-0.02704273731185362,0.04377746705312201,0.1323209814222554,-0.03409638972612744,-0.010065180419819839
FASLG,,,,,,,,,,,,,0.04274571304870551,
CEACAM1,0.016748888499369726,-0.012734208553149079,0.009804973435940242,0.003820996814016651,-0.003287509046351462,,,,0.07635188578165619,0.10682236285857166,-0.015399749879281405,-0.0210576878884144,-0.020369816485259956,
PDAP1,0.04195357755760271,-0.016630653673593173,0.028015423812042046,0.09492886753893204,0.00027685553164030963,0.06073954005117465,0.1032169576363241,0.01906325712007316,0.04071070693580258,-0.04422773089225085,-0.015095945749131706,0.01867473770216351,-0.02331295001450093,-0.014331754606937364
QDPR,0.028642525693909154,0.020705854562946328,0.0236179217534191,-0.03404605506214204,0.015151552312609203,0.024174654357752918,0.04512305481811731,-0.04825167801961802,0.016050779076000016,0.006661974018645906,0.051046946701406574,0.07745443356334766,-0.0024591115279985446,0.013753229580677751
POMC,0.01592370731074291,-0.022626656950235285,-0.023385721968423763,-0.014713424976213096,-0.013382430079661516,0.01764095433555204,0.12488013089898496,0.015485242679833339,0.0010610154290902946,0.08146209589221189,0.03512640771212965,0.054332919779033116,-0.002481041630858415,0.028277467777117565
CCL18,-0.023389571529183608,,,,,,0.026220573723300344,,,-0.00346265077956717,-0.02615612309718272,,,
CCL17,,,0.02463070729894212,,0.02340537468285361,-0.01992625924915145,,-0.014899819512334678,,-0.016758087223791726,-0.022230505738322217,0.09582195496442662,-0.013269780589202217,
VEGFD,0.005990470773373019,-0.018239198896196046,0.019379824663518935,0.09591731342761649,0.12612922853336503,-0.01461615213598517,-0.008164236469247611,-0.0159685980684965,-0.04572200803147665,,0.0630852849008828,-0.0414942686185608,,
TNFSF13,-0.017650526847736825,,-0.010040044456994537,,,,,,,0.02185511284876123,0.08069814849534658,-0.029030462407397064,-0.0216219998865226,0.05646537818469395
WNT5A,0.005263828336273719,-0.011049458136601971,-0.028722696614718202,0.04244118546572553,-0.07686130229116421,0.011210209857780432,0.009028070057351963,0.05764598272106214,-0.005480214482345511,0.01597946383056145,-0.02024063044894114,0.03753504527525103,0.028787043815198265,0.08055558178693555
CXCL8,-0.028690683405089238,-0.01707810477460206,-0.032694146077970415,0.10529950820084163,0.0016763944474905079,0.07049474115397025,-0.032558355651486355,0.06291475452019826,-0.0899936958597869,-0.019112472217073895,-0.08921440902865956,-0.055857873763765456,-0.03926111445887175,0.004650726062768622
GRN,0.03448223146042452,0.006883561500719977,-0.013231427826096388,0.13521580366089217,-0.01279363924466398,-0.013693655471022383,0.03683789043550188,0.015586487454187883,-0.014982415607971157,0.017294543586549475,0.0048003692896052075,-0.10088996901422011,-0.021502553426378992,-0.010338770017946338
MIA,-0.03084187157004621,0.06340849378086881,0.010526042173587463,0.07476117325245932,-0.028272687007899713,0.1193104003316659,-0.033250472268706754,-0.02186972685669607,0.10477432758898958,0.04752992783011012,-0.0014618105547664067,-0.0688599445740482,0.024918769523866797,0.06979757611636779
COL4A4,-0.028090685371753875,0.023452982284905027,0.015652332460074247,0.028980999740449633,-0.015017736607668999,-0.007042555663416894,,0.08805964503501912,-0.03580123274845358,-0.03321106857506693,0.040731540146282684,0.050109636062091255,-0.02783882921922019,0.0247007400921065
TAC1,-0.009564839911433358,0.08175471542669327,0.0028751544866328868,-0.08222170495551448,-0.0019879046388410226,-0.02760904106113254,,-0.037596438824681735,,,,,-0.017444475912589952,-0.09557326945445757
RARRES2,0.0507398874560594,-0.03532437830123393,0.07440417322038607,0.10125746396856031,0.008054317035234387,0.1020004903280396,-0.0955928176052756,0.0023541497326146268,0.0100537970148565,-0.02043941065300782,-0.014897595053508678,0.07367602225539426,0.037000655055075916,-0.03825642337936405
FGF7,,-0.020586308526908896,-0.0024611899673731186,0.038103227839261546,0.015530617428754704,0.0058315456830312275,0.007515743251078629,0.08698376306743302,-0.022203660449070465,0.0037749326883741424,0.025289366616306295,0.0277180194637612,0.05232786731622537,-0.05288589472290911
EFNA2,,,,,,,,,,,-0.014636431661607292,,,
HBEGF,0.007951897414349512,0.03669945824808202,0.01882022245399521,0.06719604766482024,0.00939868950805275,0.04733096554423375,0.11433604420479868,0.012851809383112651,-0.02801470730213178,-0.030983935236814607,-0.017839757911218744,0.11890304936378766,0.020575154328117178,0.038621976517448
CSF3,,,-0.0173488632209195,0.1160847994594559,,,0.018845879005662713,,,-0.011688105192085093,-0.06916687419822583,,-0.013971031855156685,-0.035986815275553106
PI3,-0.024606815394066863,,0.01062028634476663,0.13676566108597735,,,,,,-0.0380495681054339,-0.0550037360795417,-0.0032115903942656586,-0.0006562169301796176,0.03871637009729218
PCSK1N,0.05267304411255714,-0.02933460682414111,0.009106444682119012,-0.03090609366977998,-0.009525081372357486,-0.06743907720528243,0.04209308657823767,-0.051811744177127174,-0.07293942275621378,-0.052746533001018496,0.04435583071992106,0.07847768339920005,0.02924136946105379,-0.03952360965323854
NTS,,,,-0.021532056639600443,-0.017156018374217232,-0.055243651545116255,,,,-0.03909487304051646,-0.017831714520283756,,-0.020689193070573746,
SFRP1,0.000499982498481273,0.003765146454392344,-0.012700219066092347,0.08103464311751353,0.02358297146567837,0.0398643890285973,0.018647688125737312,-0.011574280352085365,-0.06830131382055585,0.033996741113090846,0.001058957888499327,-0.04053571407622408,-0.020208428638481758,0.09658161013806242
CXCL13,,0.058151565050445636,,,,,0.08698500514046988,,,0.10755614114581971,-0.03760516534701213,,,-0.038044714157358515
MICA,0.0384464642671157,0.029426475795170614,-0.03656532731415547,0.014001745803405349,0.008733487753675486,0.04627700251530948,0.0075096755772727794,0.03616090865502128,-0.03184503551640696,0.0575665789675509,-0.017850789440379433,0.01769679923825455,-0.05355693044653236,-0.022514760438625388
TG,0.014503891076510421,-0.01731595788912028,-0.013705548521914355,-0.02114298015992298,0.060161022853675805,0.06480069554806347,0.0010200307888743644,0.008261198229904489,0.05602886459097359,0.036137548406147274,-0.02196170573103182,,-0.027246176985415614,-0.04192547188048527
ADA,0.01772137858102451,-0.035772463505670524,0.025440340855320213,0.0937950063061714,0.020184781135381216,0.026815747557147454,0.17602026836260407,0.04485856900966204,0.04272479462376183,-0.04794398484093534,-0.03161203568523174,-0.07420184468769124,0.02063740110426245,0.009846163823231958
LAMC3,-0.02807321572523757,0.026170609887317942,0.015130106888852834,0.00465551155841995,0.04051509206131833,0.0004102337741203779,0.12976031294333382,-0.05267447608947053,-0.02800105756682704,0.02441108780351271,0.012498870061094467,-0.05266408371647465,-0.022856372057065293,-0.005073548889736081
CCL7,-0.014877743391293111,,0.04760676611656797,,,,,,,-0.02511650999893751,,,-0.01464028710655857,-0.002122212399690396
NGF,0.0017989072875410135,,0.02883740517411752,,,,0.10843303917866255,,0.00938567270019064,0.04623042849610312,0.013105357327903628,,-0.003317655525304964,-0.033895248881525834
TNFSF15,,,-0.01103425601004291,,,,0.04310844815179348,,0.07548621073692967,-0.006323038223065726,,,0.005103079833783643,-0.03171900269415303
HMGB1,-0.03857983728917465,-0.07464536316738836,0.04999952390052495,0.09138252912391732,0.007914956503360772,0.032093882922977525,0.14260745412593914,-0.008903231900073482,0.06755512011134332,-0.02716374918226415,0.0015630471387443614,0.048219012132592345,0.0635883121237859,0.012231054612959147
ITGB3BP,-0.03974044664917492,-0.013747598212918533,0.002901847333296694,0.07163244348281249,-0.01736068970584064,0.08380325516120259,-0.006539486541309291,0.05073795246543484,-0.010898285481139915,-0.00361577369921676,0.013536471826392558,-0.05031371049006937,-0.0020037211884869548,-0.03754085634099078
AANAT,0.10507022068217968,,-0.010040045528549372,-0.015801950325105726,0.007800124133768145,-0.01662279584630692,,-0.019986682692666864,,0.0763151204061502,0.020877627247068316,-0.00658471980937679,0.011154991310690908,-0.028638921487694775
RELN,0.034009319485310274,-0.021878726902891103,0.09843344770574992,-0.029798415777501353,-0.018818162400321557,0.017632588317359425,,0.11693018745194887,0.05077299688826872,,,0.05871867888072283,,-0.091989064663072
IL15,0.03570231771926182,0.11517886868614677,0.04413671355424081,-0.031942060080814884,-0.03696579245783132,-0.018791868299003724,-0.02407350490982449,0.05245815887333777,0.10202408408049495,-0.04036767858265892,-0.035709884590988054,0.03744804730195325,0.03159791367275926,0.01840027847472832
UTS2,,,,-0.009628578821348122,,,,,,-0.018763790361400745,,,,
BSG,-0.0005075849583051035,0.004004621427919146,-0.04763422173881979,-0.02268788857308862,-0.010634854694213044,-0.02689774240774443,-0.008038605111493366,0.015084868835390449,0.13215222759793033,0.026045153969892588,-0.05553573662835262,-0.10125278890171102,0.08173657844200388,0.007103153704517482
ADAMTS3,-0.000855246260448531,0.014559673082697084,0.025121339033114556,0.09401345417848937,-0.033432779593280594,0.057122089263257445,-0.003002033279843958,-0.007730154404141949,,0.07698028940574667,-0.020023463401381763,-0.05997927820393106,-0.011437134595888975,-0.0030362669807782005
CD34,-0.033763665403721714,-0.008162008686107565,0.041888294037739714,0.022268313973931045,-0.005860176850338926,0.027875461855956893,0.118593087135198,-0.02726454595342779,-0.01420097145689493,0.05179515098900347,0.022481844584922656,-0.11016060627892808,-0.0380119346234012,-0.067222007384336
CCL23,,,,-0.017980111075456585,,,,,,,,,,
PLAT,0.025077636985208297,0.0034934323717534478,0.024224259240529025,0.10037624788594028,0.0379022174186525,0.052110087012430445,-0.007405998424429098,0.014439165516205723,-0.027842831827909264,-0.05073126875647052,0.01782084015100112,-0.11874666775826459,-0.013163088618929024,0.060085915064955066
NTF3,,,,,,0.015404765051494167,-0.018238118571818344,,,0.0005383183125117038,0.0647562410831926,,,
LTA,,-0.012734209859906968,-0.012700218471956137,,-0.012551642348165968,,,0.01745895202478021,,,,,0.0797186532971143,
