,UKF243,UKF248,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PLAT,-0.016890755320833097,0.06032253542073664,0.0040747588027164276,-0.013608584850066907,0.011664144652547764,0.057021772225848213,-0.01519061850133966,-0.044472117094513985,-0.026516843687770072,0.02534220499886846,0.022373666623546368,-0.04630578589190201,-0.005364693763224763,0.0815090851182528,0.043968562648122655,0.028000698882110486,0.00335664054952221,-0.08743429054277453,0.07842873451132235,0.024499048707384882,0.07271178169095949
NTF3,,,,,,,-0.02152329543113277,,0.09823848347874076,,,,,,0.00022061944867974277,0.06195252436169744,,-0.0317103280109938,,,
LTA,,,-0.006529833711749843,,,0.14133379483865718,,,,0.022687863234427768,,,,,,,,,0.012705052377677986,,
CKLF,0.04373897026014622,0.07277512889163162,-0.005871474457132269,-0.0144989930073475,0.012491918535494567,0.035142043547575295,0.01285616157916406,-0.03718803334458537,0.11588621353838363,0.029267718810016427,-0.018154624197327038,-0.0030374177409240952,0.0023503209475505328,-0.005073344230960271,0.07108523225410611,0.06999911144025743,0.008192761517163165,-0.029241965585060266,0.09717066596762762,0.052583465753349316,-0.07812647028942364
APELA,,,,,,,,,-0.029969757653060737,,,,,,,,,,,,
CD24,0.05522155036181927,-0.0016321121418335363,0.005077514726174771,-0.018952146660557216,-0.013920005406134889,0.06860719445081277,0.04186243501770283,-0.06117358023030141,0.07724366677732392,0.016166341505814127,0.1387836331738587,-0.033973710402509356,0.16318707208837763,0.029706459045550738,-0.01396454110172589,0.0027961525232165323,0.02761977890021595,0.05424565637006511,-0.015407149962976006,-0.048290324846605365,-0.005639206386293492
HSP90AA1,-0.137531243592133,-0.06482566108473513,-0.0752842919963857,0.024659836235152312,0.008836701508851451,0.06426001722698217,-0.0018010734492018246,-0.026074743049458664,-0.02240800463820548,0.057049774738634505,0.07332963747796202,-0.07636849987079705,0.06398435234152865,0.00398431740524773,-0.13910114174263385,-0.05224898698020873,-0.012838328337946273,0.02982790411297047,-0.060086432353739165,-0.1383765298856666,0.0927863253308842
BMP4,-0.029056038134731007,0.011283438152157536,-0.01519625561979695,-0.03288173872084799,0.025894677480067668,-0.021509596582147343,-0.0006231754062763231,-0.035394295512914606,-0.034837332609094815,0.07927052435608276,0.04410547848521192,-0.03181303629391091,0.0006318328308242165,0.02828509865508709,0.030230819698583027,0.054914343966410005,0.04527999392324362,-0.023348606696228565,0.08860382776896411,-0.035159086066406796,
SCGB3A1,,0.01805799420195489,,-0.020177702707691057,0.06317512416865413,,-0.011246857013768728,0.0645378381765417,-0.010141354956403987,0.04356575362374475,-0.04345272322568495,-0.01004807487357096,-0.070731068887623,,0.02130699298405345,0.07401005794819768,,-0.046173519725460195,0.01685272741285084,-0.004188722798874368,
IGFBP4,-0.059833857873786325,0.06569716767278512,-0.040336528578296296,-0.04317486786576674,0.02981544077487395,0.04134764825597719,0.010485762124875718,0.006689557551220087,-0.0001859397033901528,-0.023049154456254876,-0.005512551108746676,-0.06683047953270582,0.00928356579100228,0.01217824178284159,-0.0010931430551315412,-0.030736681664617134,0.04603302342380431,-0.06804494059686389,0.02807791534837642,0.09668037296361161,0.011681021420106201
RSPO4,-0.02446492761655577,,0.008372931898153958,-0.023288348914427583,,-0.014777271485068922,-0.01124685536866147,,,0.035103129716882196,,,-0.0006349012327041536,,,,,-0.03109590049811267,0.08266499941715677,-0.002301626406716088,
LEFTY2,-0.013094095681033386,0.06293211116224307,-0.005958494466046982,0.019214730343960228,0.021667615036001054,0.0039058402874887176,-0.012332314463800707,-0.023603199751973874,-0.018382146068231017,-0.02116150238327201,0.07968653271740764,0.007245597862082357,,-0.02618201181508052,-0.014906459455263553,-0.0347604012598464,0.016030927628587776,0.015809710640400716,0.010676058820258606,-0.04688561025428796,
PF4,,-0.01917665212444324,-0.013937746813461042,,,,,,,,,,,,,-0.02770895018919746,,,-0.0008020201331705503,0.014256788300256387,
ANGPTL2,-0.0012128878195168194,0.014658912354998077,0.006117630894061283,0.046524860908263105,0.007824823976835734,0.01262709486246209,0.024317804233003257,0.0737985984168349,-0.013478392498345693,0.033223766161861554,0.0670052683217263,0.042606069136858514,-0.00837639548499166,0.08723288371304429,0.0706752546706563,0.034908540284830036,0.010973116343448545,0.011477679032195364,0.06868792435216593,0.025342887958631308,0.0835568771269851
LRIG2,0.01809598472947787,0.04953565349552253,0.00167349621484112,0.08350408523435786,0.007926587985990656,0.0070377594519238,0.0009969361281605238,0.04720277701350721,0.028660896574417366,-0.009662098641246087,0.034807056083161356,-0.03874301728439984,0.0021531961627363695,-0.027727246776412365,0.09932187032522091,0.07563732119124793,0.03391737152558568,0.006131137362903367,0.004588799194485465,-0.05545714584637017,0.21796287604210768
ICOSLG,-0.02085936264860752,-0.0064515489445527326,0.04356014857166726,0.026455459535683415,0.010179299042751923,0.0026660156396560632,-0.021344431230556172,0.033725005813478925,0.0876579878989504,0.009514352892762114,0.061832023641137164,0.014344867755215249,-0.036364781942249874,0.1362538450634374,0.015622253788397215,0.05735894340535035,0.05439959734445652,-0.0312247012209135,0.002908732034470461,0.10793483873587234,0.019184379692320754
WIF1,-0.056933796637298265,0.025249385059988468,,0.07046525117236503,-0.016639203741880226,0.012560538603521172,0.00661661770332953,-0.04436255997635033,,0.005880117444050443,,,,,,,,-0.000982452877825475,,-0.04798048646046202,0.10672069200853825
NPPC,0.04122537174201068,-0.01470572617608267,-0.02162088244559912,0.02558419715790582,-0.031762479587023225,0.02787709644879105,-0.01563037661806473,-0.017681239421789948,,-0.00790988457034491,-0.031109783669259837,0.02413915627149971,0.049663142799106746,0.034445181834975365,0.12391722384711007,0.07836252941129439,-0.027495999432169044,0.0438216793279556,,-0.005222887951167719,0.09583312997126536
LYZ,-0.06105159927201469,0.06722953020438271,-0.033520667386293515,-0.026771616205377963,-0.04809744391314783,-0.012194845820221744,0.008077645642000955,0.02400917087960112,0.05874624530754539,0.023607995537635033,0.09054797262988228,-0.016572376403822885,0.1108611308004557,0.020985043148303618,0.02796128073678148,0.0710030843514722,0.06331674612046792,0.033827830107426626,0.012547358017998533,0.015103484079584003,-0.06952934826565946
EREG,,,,-0.03277223253735334,,,,0.06747105628909512,0.05120429513564515,,,,,,0.022075108138844113,0.03387506372889389,,-0.038730468349473364,0.001183774799553311,0.052782745738391174,
SPTAN1,-0.0011176100370507813,-0.006486997280622545,-0.0007695107583311925,0.04836737236849944,0.016796503404585612,-0.012405136924145794,0.0009720648603393621,0.017786613606087694,-0.0073593639345412,-0.0020879594058011704,0.1280101864897685,0.09646922146468823,0.03332416246603657,0.09378085855182268,0.0009913802415023455,-0.03789846995371481,0.13244721287471709,0.041523895216254214,-0.0007672777035962654,-0.043039004054285616,0.09130649776522623
PTH2,,,,,,,,,,,,,,,,,,-0.025399325817076497,,,
LIPC,0.1839115534138401,-0.023477262683454528,0.02227766794116443,0.07804529867909421,-0.026070290252847433,-0.027627613924700055,,-0.018714139763634865,-0.026876799718957244,-0.02692834512758007,-0.03298874105559398,0.1392777760778612,-0.06128330034935046,-0.008597964071872148,,,-0.018005568909475134,,0.008942754209615341,-0.0021627753735861343,
COL8A1,0.06956085227578838,0.14111948045673886,0.022394880409805903,-0.03529634861905325,-0.05298823721789071,-0.020917790537426557,0.015906890542155258,-0.016513084259844674,-0.09034586518576762,0.006906201083782773,0.11027666924665919,0.013003467024751508,0.06599826697711972,0.01741313441646912,0.09899598818132264,0.13894666545258733,0.027049311404621038,-0.006856198163129501,-0.006310984110775615,0.07818833960129945,
GSTM2,0.05259040402818435,0.012147292737457682,0.013079546704101578,0.020059962405598004,-0.014216367574646654,0.007014798912562656,-0.03324205650178628,-0.011029431398973744,0.04950424419622093,-0.009176527892085106,-0.06477126182532159,0.02723446153686755,-0.005571844757834926,-0.06172081783677492,0.03226628916354048,-0.020102896175157536,0.037532208561693106,0.02643112382275053,-0.029633873867826448,0.01112629831478803,
IL4,,,,,,,,,,,,-0.06549035521803097,,,,,,,,,
SPX,0.04080736769077194,-0.02854074338989225,-0.03318516258088711,0.15203338802962285,-0.03557550506533141,-0.00019672503393470715,0.006992733189516949,0.02832729694715165,,0.025803914849954767,0.03420615598580134,,,-0.03357482109223653,0.05740870316538726,-0.02146222080424493,-0.0076856853393140355,0.006246628728879431,0.046701832614089486,0.02077774915784033,-0.01682871487648502
MFGE8,0.06721994883445903,0.02364269361657555,0.006993758878089173,0.028523318774972155,-0.005347985100504631,0.024959145804611196,0.027312583723958624,-0.024696910784904078,0.0001728457568801521,-0.04062432746168885,0.02174006767837281,0.014047566976299726,-0.03335517691749249,0.057821796977706584,0.03105186682675065,0.038194985449883624,0.019538706391049522,-0.025875705273037047,0.05155085186183666,0.01740557529634355,0.10421755478069249
TGFA,0.07134488486441684,-0.05164149041959119,0.03457561850183755,0.013406395478045998,0.004035797987397305,-0.05653472295254712,0.020080057510646544,0.04378199909189866,0.06936756890207289,-0.025874960447792524,0.08487893377606262,-0.04618807971646087,-0.007899081983218526,-0.04273283987820883,0.0825861650158829,0.0021521376456683184,-0.03880399283859837,-0.03527603472375845,0.06397865295326352,0.057661428563783264,-0.031876475591211394
SLIT2,-0.04957982843480758,0.06392482925294447,-0.006898887131035879,-0.0025440313844454082,-0.01496351532345958,-0.038027348364678054,-0.028437213859576843,0.054149093666284495,0.0887918274682823,0.012277635561457823,-0.007022665443571428,-0.06778947881446107,-0.05385703014163318,-0.02774389111641788,0.017435955928417072,0.006170307123929645,0.0833536599556671,0.048479711477181026,-0.010100605360755386,0.02377836422513514,0.04370194555040462
PLTP,0.004772511416466967,0.04639565515580597,0.002746138241224836,-0.024692503634392102,-0.030243242105174557,0.07530544986922819,0.0009342425164404911,0.008005416947103468,-0.024433284893044364,0.022901087604747086,0.03806805045714678,-0.014475418783625845,0.006770139792406764,0.08076996513788828,-0.015287733412044731,-0.06744573448935387,-0.023789469469798,-0.02159504877296761,0.060420065816300834,-0.023049517985430302,-0.043617221251648026
APOD,-0.10562198182107259,-0.06042509637562835,-0.02015278050049412,-0.035915884712324216,-0.0037972253427961886,0.025355975607493295,-0.00826408753742674,0.021873812708748355,-0.04746076756167556,-0.00833069250994338,-0.11285356488401241,0.06711815446029745,0.015870929136855935,-0.01309768192923924,0.11227576801630652,0.059772287732778755,0.01639380795531905,-0.048407004102078176,-0.10136643145784677,-0.004272495343756692,-0.006168765648036037
B2M,-0.027792154557266812,0.08871011511475434,0.036956913110962344,-0.041509760595456184,-0.000808528828436801,0.06820269790649972,0.036763587346663795,0.01896628471516243,0.08777932020513644,0.03400854664961259,0.08295387257426882,-0.01714041480127376,-0.030714589148761167,-0.0017452254197325358,0.11731795771681684,0.05645255729952315,-0.0395863979453418,-0.03613472990933965,0.013206067917373072,0.022858390333850204,-0.03613608739348267
