,UKF248,UKF251,UKF259,UKF269,UKF296,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
IGFL3,,,,-0.016020373004319632,,,,0.054126779904359525,
BMP1,0.0954380684338176,-0.01562647002575046,0.00911305834110164,0.10505831751583201,0.001431234429981277,0.053738610413189995,0.014901936016376465,0.00023129984783126328,-0.02564576478961267
NDP,0.033996201963065395,-0.057534345695789364,0.028419357852486754,0.046659548544739755,0.016404714509790953,-0.0794430519495403,0.03542887954410276,0.12379351392844964,0.03727440284986988
TNFSF18,-0.03264630979843611,-0.03354093413894567,,-0.02378977296663772,,-0.055583078360412916,,0.0449919260647464,-0.00450186590945625
RTN4,0.0037113111859407646,-0.00858982301889188,-0.017470546535555735,-0.09845168336462544,-0.03752260654754952,0.1175351464117112,-0.025442211097477258,-0.045430316264380564,-0.032299303126315744
HEBP1,0.038252969038141245,0.049305895049911466,-0.009334501600269426,-0.03425483715531094,-0.03562385222520788,0.03490095514755371,0.060515066347098925,0.12469291298845184,0.01183640904834026
WNT7B,-0.03317355841262272,0.023682636703282293,0.02573007457370068,-0.043886577777705806,-0.012332312690747553,,0.047440294923203175,-0.011406255127328726,0.15563192417452523
PTMA,0.0320030815780232,-0.06651843556951477,0.0971342419803159,-0.011320543869356367,-0.049189790681227016,-0.03706653906861727,-0.06851434405044615,-0.05890117942176286,-0.015201132449057849
FASLG,,,,,,,,-0.019252385972014164,
CEACAM1,-0.020778481491828406,-0.02005174797920984,0.00877915189173142,-0.03130598625994138,,0.008487440118919987,0.058454508830309615,0.10040306791081537,
PDAP1,-0.033170307654560575,-0.06493446463051544,0.019100684468426103,0.023853766256007047,0.05328622120323837,0.027775453220823584,0.07224848948896047,0.036277056843612265,-0.02784604263208543
QDPR,-0.052501185962074565,0.0047598018130005585,0.009850882522553955,-0.10415464753886015,-0.021320707303018313,0.07561736727519018,-0.00184881849957017,0.040129604804329914,-0.05164222685571531
POMC,0.09321826253610531,0.010905816459985994,0.015593105878430722,-0.0016981578006106616,0.0016272129692429893,0.15410271592850366,0.009761911482018165,0.0053891787428235575,0.016652092312713473
CCL18,-0.025929581667192062,,,,,,-0.021922625483520388,,
CCL17,,,0.01066973905557562,,-0.015263946019111355,,,-0.017450125462975124,
VEGFD,0.0002627833907907196,-0.02872010601073151,-0.016822023268565113,0.001893740509182578,-0.011196288998412855,-0.05313430011897414,,,
TNFSF13,0.015072533230916285,,-0.016879441974856864,,,,,-0.028433522939126245,0.0013266857468553434
WNT5A,0.02946095664942635,0.057173418576285884,-0.0023011714967908167,0.00930619622872821,0.06974388367816975,0.02629665756365285,0.06365984452724646,-0.001922365489681968,0.08800302137381485
CXCL8,0.0611338286461669,-0.014079634680067819,0.0045042710112011405,0.0018772710180035381,0.016505124457592005,0.17004564629632704,-0.038598233732774524,-0.049310950311047604,0.03635603295305686
GRN,0.12210654259100222,0.044033203850635916,0.009994669211272622,0.11714430634598175,-0.003971679845503657,0.11480222511981361,-0.0033669040566053445,-0.1078682253240233,-0.11479931349003819
MIA,0.004906791436014859,-0.0005138665206422325,-0.016832944167996106,0.07836251932342211,-0.012733420819186759,0.036652912494532584,-0.04775610017017116,0.15479516573874694,0.06547852694948364
COL4A4,0.0271782300513845,0.00392647400341631,0.1290052295322272,-0.015786888480893248,-0.008233579493568524,-0.04160520343235986,0.024839615033799105,0.08731989896237,-0.0029578638944346425
TAC1,-0.0038448241802136536,-0.018215175175031573,0.002948990189856449,-0.07517428473742588,-0.012320267426236958,,,-0.02293996432452267,-0.05587255317695481
RARRES2,-0.0974441200457786,-0.006883626002253231,-0.009250712773592533,0.07650883443491276,-0.004357051881028349,0.05372780888708328,0.12352491512678151,0.07680933408846627,0.024290496530715598
FGF7,,0.010388371615981669,0.06759639838823907,0.01050140947541444,0.026896165397451894,-0.16410204677523874,0.021681746851753194,0.09054174165113621,-0.022750448451521844
HBEGF,0.0975482052898502,-0.0022585347272212255,0.019542180574073028,0.0449137727126558,-0.028753143677305068,-0.008698574509711048,0.054976395941447126,-0.08295349245727432,0.04847669152629822
CSF3,,,0.04268050373902289,-0.016702224152914266,,,,-0.018372290112926685,0.1042508989185744
PI3,-0.014156436586334477,,0.019133091276169224,-0.018806924841679135,,,,-0.03991688282036048,0.03658116297648632
PCSK1N,-0.02044402030456172,0.016028282813426418,-0.012787494577484156,-0.025295986711211974,-0.06052562874155026,-0.09813504372584766,0.01756940005544219,0.0856678140051049,-0.04379399954624846
NTS,,,,-0.020529042617270114,0.0011747230795435615,,,0.1444840831572703,
