,MGH258,UKF248,UKF260,UKF266,UKF269,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
PDAP1,0.018284329096359225,0.035966545376702005,-0.019613690532566938,0.029442583072522416,0.12286995726513947,0.007280551306995967,0.025073038570351588,-0.05701761031416979,0.012860016191025428,-0.05793139425547148,0.03276891031210226,-0.06218087182354285
QDPR,-0.08544569943479868,-0.020804693622859263,0.01526725473664146,-0.004064131741787113,-0.16679402866278598,0.05863478386606715,-0.06428054934846608,0.047558584380896746,-0.006395331454599122,-0.02061895300086584,0.0722679924828246,-0.03341007950330199
POMC,-0.02720613495150558,0.05901412818053623,0.046744563250720655,-0.010382929198869384,-0.0308852319123531,-0.02702973163149273,-0.021563512254562982,0.18183766021927605,-0.00024069545854133644,0.07762287365534616,0.032669191795982,-0.056480784421325966
CCL18,,0.005218018171222375,,,,,-0.02600287292084188,0.040019425286654677,,-0.026968913572456784,,
CCL17,,,,,,-0.012438723422393102,,,,-0.014780064838942373,-0.012727510220700039,
VEGFD,,0.014132195306756083,-0.017786453788016885,,0.0857431024972027,-0.0091239540571009,-0.014569180550806944,0.09804437631382255,0.008235646801118301,,,
TNFSF13,,-0.0020064339301916795,,-0.012377625019595285,,,,,,0.0024041338684697502,0.06321334880794846,-0.025665207801408678
WNT5A,-0.012018630929951321,-0.04455036819389912,-0.029155346848445063,0.0036175950293547495,0.08556809855787377,-0.016091679791813838,0.020618821288754235,0.057380605953449695,0.0044626153469471954,-0.006263992456974193,-0.011183436555804203,0.02400032217064745
CXCL8,,0.009925841533175488,0.05371315588646334,0.004276143560137682,0.03070485975245668,-0.008496622740683916,-0.017546006999084242,0.016500300987121158,0.01237508377027431,-0.007887146795691049,-0.056861532352770396,0.005313102201048691
GRN,-0.06344428259453361,0.015235768037287586,-0.028378271320922858,0.008432332033870291,0.0885870372864921,0.03304601179239667,0.0367477262816427,0.1436413539941194,0.0618519464069608,0.056326544498408716,-0.050647924732029816,-0.012575966890401651
MIA,0.03196957479006165,-0.0024982089403523225,0.08295966941252593,0.011130498445974859,-0.01724994248020716,-0.010376576253119335,-0.01975842622271168,0.014567752703483964,-0.005784086647610554,0.04028394770030386,0.06143590063626917,-0.0023927460598956894
COL4A4,-0.02158258075049148,-0.02644516435653054,-0.04791287695614056,-0.011776763357524239,-0.01856143392755106,-0.01743182288350607,,,-0.03160435157468489,-0.0022472782312306394,-0.025313672962185892,0.0399358164557814
TAC1,-0.01863583613450764,-0.012227808870986361,0.015684726963312533,-0.06040184214273928,-0.10132241883678686,0.024025968535307224,,,,,0.03206891221457533,0.02189187901049274
RARRES2,0.053594555543437866,-0.021037282147435613,-0.00952460144093896,0.07450836701024632,0.11479445581728878,-0.010340697091972573,-0.009172511154671287,0.040558478203650467,-0.06825155899573053,-0.026133380825659625,-0.02012162944010207,-0.022133421811313128
FGF7,0.00473243857335903,,0.009041532942715721,-0.033754184283116384,-0.006277478912467285,0.03859143387513102,-0.03174346942369028,0.0640727586336605,-0.07706851115570791,0.145710237029978,-0.0014196540605342963,0.12504061835368255
HBEGF,-0.005309745203902666,0.059516832240503914,0.04344132981447769,0.027398549266497603,0.04754333838813303,-0.023431188847138667,0.009066496203381656,-0.060066251838652426,0.10259275674843611,0.003989005339562802,-0.03395031666068704,0.0924920929593742
CSF3,,,0.10997890813343278,,-0.019637639832109866,,0.014552004527051177,,,-0.04069056082659492,-0.013400104812201942,0.01951625667294712
PI3,,-0.0015107079780581404,0.04676298139173412,,0.08373324519676315,,,0.053719311907312446,,-0.04237869531547751,-0.029113976008514383,-0.009614786337794667
PCSK1N,0.06282815938765447,-0.00891031153316374,-0.009437975718994311,-0.0703733542544635,-0.07274328319567527,-0.02496948878083631,-0.04294746680258567,0.043243453761539846,0.01724581681160023,-0.0005077575527440054,0.08177149723738389,-0.01432778567077594
NTS,,,0.037439046519081684,-0.014376752282594734,-0.007585345477938998,-0.034485173249064444,,,,-0.00794635175993647,0.022755826589902207,
SFRP1,0.05779822138701335,0.01435252220496602,0.05093910584483727,0.00011434401424456881,0.02614614412202643,-0.012438723547661264,-0.028274189813380562,-0.12131282286004164,0.04468614731072443,0.024270261178619773,-0.019382610007120476,-0.010329253238766484
CXCL13,,,-0.020108901329618987,,,,-0.04119819086546026,,,0.03161428772956828,,0.20218058745604015
MICA,0.023086161179402796,0.07202355517241114,0.022529871226361967,-0.0038980759467141307,0.09548522018002348,-0.014045123314233774,-0.007433048833120379,-0.11494866993108555,0.019752298303090367,-0.0003397378482419006,-0.0011135500862468344,0.10713514013330919
TG,0.06444263247677803,0.0607132622669487,0.004695690402376867,0.05054596335062947,0.04211943525758625,-0.00900185012412274,-0.03109694758056793,0.10023550617127364,0.1569390182194456,-0.019639010942964427,0.006680918120035302,-0.02697098987691518
ADA,0.0021189491608237074,0.037132744495653826,-0.0011600812501312402,0.01721140372196718,0.13151704599818742,-0.014619728530844148,-0.03996726755812326,0.016721789086996515,0.004019661583319525,0.04473982094691966,-0.03045789664322649,0.04187069483078395
LAMC3,0.0691838427293494,0.038661592768822084,0.017875457289452314,0.00587809098029951,0.14692847815265941,-0.022679241064398014,-0.029667416813029337,-0.018794894803366432,0.01726852311534769,0.03643913309912682,-0.0773141513107585,0.026872375415170974
CCL7,,-0.02273097734595518,-0.02666069051479466,,,,,,,-0.022151910379438096,0.014916405324883916,-0.05109285746283862
NGF,,0.10584046721330731,0.025635426668716328,-0.01583566312720978,,,-0.025408875305650114,,0.0084494944374962,0.14655918966855372,-0.03231004530347231,-0.004019985438583759
TNFSF15,,,-0.0015843577644791978,-0.01922796673727899,,,-0.01393849352151498,,-0.0021784061826502317,0.0392600111369537,0.011298909475535504,0.08819832339730083
HMGB1,0.027756552383217746,-0.00951423953088344,-0.016857996115241462,0.015427491653025859,0.11719034981222369,0.00884229581813376,-0.029944049533087432,-0.21431446248859107,0.08546388982607844,-0.006550282824521768,0.010972287326468124,-0.03562930542590214
ITGB3BP,-0.018972233165801624,-0.015496674037265028,0.051051770509639355,-0.00023532518414014328,0.11709422721604637,0.041907767824540684,-0.009064790175440592,-0.04571555330967219,0.02505152045111337,0.03342421178307172,0.0055674521564667775,-0.05736712437344651
AANAT,,0.021224961470762922,-0.0177864563271334,,-0.01771368256081232,-0.010376576830291,,-0.03382845908827466,,-0.019433475894947504,-0.014857033123293529,-0.01842364621994671
RELN,0.0074734197415442976,0.001511932873330479,0.04469395176784839,-0.0637186407743999,-0.03669862993789867,0.05970752342259828,,,-0.02676608939447715,,,-0.017845123371312988
IL15,0.05542038598053654,0.06171233816157864,0.005865958073734958,-0.013681841422988053,-0.0462045023699745,-0.0223026642158465,0.004075694561991069,0.15798054040246187,-0.005022318825429543,-0.03560292406177652,0.10066821319437841,0.044980615425214206
UTS2,,,,,0.037076216893162574,,,0.08665205303569617,,-0.016549027013780845,,
BSG,0.021035155912115924,0.007745409778081828,-0.041073573084386486,-0.022697251824993898,0.046072589889488716,0.00449374800085345,-0.005643214307956961,0.0757570374361117,0.05961299782145743,0.03344378263710298,-0.01954447516754163,0.0399582497610729
ADAMTS3,0.033087164455745444,0.060224876534902876,-0.001523827751070471,-0.02203748854798492,0.1094611931642996,-0.014976761909917697,0.000500492516416409,-0.12391775033970615,,0.0002638126246895235,0.10986740120366603,-0.009002751125063017
CD34,0.053806842046844355,0.0459910837438435,0.005301703626042749,0.001994796439288573,0.07219924324617984,-0.019414293503700514,-0.0016305790512139227,0.06290193723893218,-0.06472827510709875,0.024230264667178134,-0.02245641411651574,0.029640538037916733
CCL23,,,,,0.054782705964507634,,,,,,,
PLAT,0.031544368015190505,0.007379901893000256,-0.04475866239956729,-0.004893410422752105,0.144007921857259,-0.016187519707274972,0.024654989638141694,-0.13421954850291568,-0.021682703968688724,0.0014771329977944516,0.036384583775595135,0.051440430055626485
NTF3,,,,,,-0.01675027038342256,-0.02968981788174617,,,-0.01883124390030167,,
LTA,,,,,,,,,,,-0.01999532757532502,
CKLF,-0.010489194236686098,-0.012761973444384433,-0.013531770945998813,0.013585059290362937,0.11669116648962918,-0.049232851030211876,-0.07448800180586869,0.15291023259199457,-0.021157876259364567,0.07466908685012356,0.0014009768424746542,0.042241128894593104
APELA,,,,,,,0.036232826460596106,,,,,
CD24,-0.0219626611516378,-0.00923764010744564,-0.007433096493455644,0.09801070941915595,0.022557258557270997,0.017045692627559644,-0.003952828397106137,-0.03395995450457865,-0.11236472093229743,-0.04687652198002567,0.061160703553593425,0.012824035315837026
HSP90AA1,0.009343965181023118,-0.05209372892957629,0.07586286406374468,-0.005180839954044711,-0.08812821338413962,-0.0011066210411938614,-0.08147535329674899,0.007960342704655954,0.03623365988479896,-0.07124548432793626,0.01850655373186533,-0.08365071187080647
BMP4,0.12352659293624273,0.06464782943054401,0.011737553364763129,0.027845994122945764,-0.02526055649577325,0.02813948789314698,0.06209907745069634,-0.04153855010863577,-0.12208379876205806,0.030448600769514562,0.025590594719237286,-0.04150485427147805
SCGB3A1,,0.03941230784866759,-0.021181473754654904,-0.017465112557782308,,0.02335550175349858,-0.029181406344694093,-0.045467023454257176,0.048722345412992724,0.07221126435952678,-0.029442342636795744,-0.008131438393106748
IGFBP4,-0.004604212344100895,0.028418337587543554,0.006015285068636963,0.01275147258191354,0.12570918211931922,-0.005309962409324462,0.05893445016643609,0.11664022596176257,0.03661053934084656,0.05579352933108008,-0.04179198567816175,0.02418191878449142
RSPO4,,,0.005566948532106436,,,-0.00875274276613934,,,-0.015154712408569776,,-0.026371744022153976,0.06423462997439629
LEFTY2,-0.021369182951294582,0.013915994488675027,0.0017064055088765503,0.02289835171078289,0.1495742388574921,-0.009597489491467848,-0.015760113294789713,-0.01085914811362174,,-0.018804463406388736,0.0027640650243688017,-0.004137846424014561
PF4,,-0.023579737782894725,,,,,,,,,-0.019995322948257906,-0.018198539180030414
ANGPTL2,0.007661628084478823,-0.004441979869418015,-0.06578198954982867,0.006114596778988641,0.04031168259966187,-0.016780737729721187,0.04222526406254277,0.11630744547312333,-0.07596344901484191,0.039742072299318115,0.004130037251568251,0.021198406815298446
LRIG2,0.05897840441806911,0.007226429567147359,0.01591367991837061,0.08168985045984539,0.032193385928185526,0.03539990044968276,-0.016862749851773697,-0.04626278419039414,0.0015572547261976282,0.06031670681109342,0.026737489913330765,0.060986946519792175
ICOSLG,-0.05114545390550009,0.03825330324764541,-0.04296296333096582,0.014340162700919715,0.009429583376305867,0.0008724762940112031,-0.020858388016859627,0.06984564190953514,-0.014456900254638028,-0.010585969060174762,-0.006783900314879992,0.049306739037405616
WIF1,,-0.04242791083500555,-0.02316368173052459,-0.04603868822649488,-0.07621495885994596,-0.016470849671949242,,,,,,0.04400238637982091
NPPC,0.049594371092498986,0.001297927846471724,0.017782148724554466,-0.00969010110790384,-0.0319101388633838,-0.01216417046288394,,0.031320639691152966,-0.06900790587758451,-0.033068807461759685,,0.16438121610132206
LYZ,-0.02341790931979744,-0.0060796112960762,0.02686194601607674,0.012408009635673223,0.04721941864020008,-0.05427225045753259,-0.032077740110291894,0.08847271258357563,0.017967540040399847,0.015559220131679295,-0.039735180262766616,0.009185888073771728
EREG,,,0.04335660488222527,,,,0.022782162044986728,,,-0.04496440599708298,-0.030197569297172218,-0.020951909600250267
SPTAN1,0.009594841790835727,0.012565324979244112,-0.02268577102291168,0.018716543937818072,-0.026548405916292823,-0.006108294176420803,0.025113651483391678,-0.06187947777696076,0.04492499586273077,0.05094238355634402,0.05650913443839697,-0.030686002570922865
LIPC,0.005556085043352436,-0.016495570534775017,-0.02366858795052552,-0.021217027839876453,-0.004342726506721428,,-0.023043087950660672,0.03735235517281185,0.13098760891452063,,-0.00914055080190998,-0.02837953250552561
COL8A1,-0.036817183794864844,0.0480444008765828,0.06764343557054958,0.029241475264319455,0.0021580025079145416,0.0002575139340171471,0.005414272573309499,-0.07305755854127013,-0.07416516268393313,0.02898243112573993,0.010128281582150823,0.07763236476253137
GSTM2,0.008962882208726089,-0.03194890368565964,0.016603601989892976,0.08457115229347292,0.06549293165129325,0.05798394238729248,0.016486336106255297,0.11020363993480722,-0.009509514232111374,-0.009418231553748263,0.06351005462985858,-0.007986976344694101
IL4,,,,,,,,-0.039145796815795414,,,,
SPX,0.03208579092419873,0.013605509789237606,0.019036779187493778,-0.018138591050629142,-0.03742905395562638,0.010150221633884933,,,,0.017422160968296397,0.12619060026377749,-0.018279805810780342
MFGE8,-0.011903046932535468,0.02047684254073932,-0.01724071998699315,0.007991037877585611,0.07350286063319539,0.015977372178725174,-0.0006866650196232118,-0.03607200334123714,0.03672025586178019,0.026700177407859002,-0.05030520390145695,-0.027524681314240358
TGFA,0.0017857895221404054,0.034630027276419596,-0.06476924892685694,0.014332946435294789,0.057273102430380744,0.01565961120272689,0.08241553407030286,-0.03761168745295082,-0.059153312475345915,0.007346863551697105,0.07083743192811456,-0.009152787353265935
SLIT2,0.06333634963002781,0.07261232825483802,0.02095445777418315,-0.03374634818575323,-0.013896677106574606,0.009662504197211225,-0.030523250205610183,-0.015841551786556104,-0.03297592343621634,0.039833168512289144,-0.03198630783858372,0.025680350457143102
PLTP,0.04104484804745865,0.010700623948297308,0.04665800614853992,0.0075900239485847286,0.08498330217389728,0.005426772229336587,-0.041163225323705435,0.024473543631626675,0.002178912986222546,0.03887788898500423,-0.027081650061078832,0.0315704880244123
APOD,-0.02921715950777865,-0.026156342266362806,-0.07411641190278179,0.014070451558350712,0.045377698848120554,-0.044588331886785015,0.022472705234516423,-0.06154935044119111,0.07394679358250036,0.054611923267323344,-0.0460267721162755,-0.03537043624475113
B2M,0.01968075241339536,0.08123207599297314,0.0631644759514736,0.012144480781337454,0.11294505049612959,-0.005731774493988796,-0.03706755577982724,0.18508234694957676,0.014575719060463215,0.04693225370107059,-0.06198797268670499,0.01932807348584684
OMG,0.043642537402956746,-0.04540178429783621,-0.04248374845377126,0.012481976664073847,0.011290914571618538,-0.0197082196174903,-0.011671182310885505,-0.026260011561927737,0.10138409177073075,0.08063784781134326,0.06211531409189407,-0.05387168270354959
CXCL3,-0.017380516813775754,-0.0021015466215769806,-0.006837902196607785,,-0.023257218442574883,-0.009363584633993333,-0.040637396650676484,-0.05162506355744143,,-0.01318195770985613,0.010886129397014886,0.02739217464981087
CXCL10,-0.0041878959473079,0.04521613410900248,0.1317663335441022,0.06300102771022505,0.10380146905132599,-0.014223970395720237,-0.015903181510470595,0.1902876162901907,0.014730732957443612,-0.022874689282032235,0.019835061976521823,-0.007008059594078978
RSPO3,,0.014987368280326744,0.08566191758859468,0.0019177449956968016,-0.02908680602181773,-0.0095634088512946,,,,-0.033359015666703566,-0.014249895290547309,-0.04335798277309646
CORT,0.06442613404195438,-0.023096920069142185,0.036673306672853366,-0.03147775217441897,-0.05034123454872309,0.012003956554229912,,,,-0.02525904005332277,,
NCAN,-0.035885013177136355,-0.01847320984749866,-0.05099735412111003,-0.00930897757929289,0.055925274337888214,0.03064802781937177,,-0.015781395451891892,0.07722611088554208,0.056459641770434034,0.07530976276872593,-0.026670228771904253
PRG4,,0.0155704081692006,-0.01694661354955589,,-0.02519707651853729,,,,,0.08170818915297366,-0.019650021579943427,0.11289682578404975
ZG16B,,-0.010251356611548034,,,0.0008487444636729713,,0.053472514400987624,,,,0.028894976984055014,-0.015525220359317244
TGM2,0.014151593910460175,-0.02433891254641929,0.031519152140258334,-0.02941948481749579,0.050958597756572376,-0.0452260924283655,-0.02014146258107675,0.020879940452266574,-0.02857070355273205,-0.0023566452693821937,-0.03287382251608162,0.0594590665730706
VEGFC,0.14991423230119075,-0.03498425729633722,-0.02608645381767085,0.013834859425953154,-0.03322076337149788,0.03131404624204457,-0.016302352866335034,0.22718991070829775,-0.05103172690454685,0.03296910498373748,-0.047290004107292394,-0.034895794870571865
WNT6,,0.022820179314314053,-0.023350801943742394,-0.014033353625507446,0.006701808667668803,,0.09821151281737388,-0.026643746069919476,,-0.033068811923334926,0.016157599695894188,0.016001434160428984
NRG4,,-0.02093602816421576,-0.024138234849694885,-0.017179419065306713,0.00535837164482035,0.03510931879173681,,,-0.0316043167122902,,0.18405286788214037,-0.024125024105150623
PMCH,,0.004472420877411868,,,,,,,,-0.02251589206287978,-0.030728191085311333,0.0021720525073680827
COL9A1,0.01776951947578461,0.016038461340451032,0.013803154693675391,0.08460374346300152,0.023754599604626878,0.012769533641882387,,0.029317493213325496,-0.019514325625313137,0.004574830497017518,0.12861376660725382,0.058195051830546705
GDF11,-0.0076459745995944225,-0.013612477522279903,-0.0837785715844142,0.02437091709912939,0.10809436791053446,-0.023026177461974304,-0.023285886509690604,0.049908192886285764,-0.0090058113452164,-0.0027866815217481257,-0.01865456164250953,0.01492628263765245
RAET1E,,,,,,,,,,,-0.015632035637471283,
IL24,,,,,,,-0.013110387684262353,,,-0.01678730655820135,,-0.026970974389419932
SORBS1,-0.04876051234827274,-0.0008559903255689888,0.018207236454377714,-0.030635488228009815,-0.03500750064671381,-0.009748451882536218,-0.03989115931689444,-0.006078698773222443,-0.06261053122007999,0.026526024276061443,0.05576331731417154,-0.00979678484427387
DLL1,-0.01088709992809685,0.015085782804136461,0.01293602733078757,0.019741919628996234,0.08068457548676615,0.06097479861044765,-0.047615903619527195,0.047965867603798784,0.04088940078969031,0.04585880157255874,0.0405365493994158,0.036907719612459804
TLN1,0.03765809186589916,0.03911960300312395,-0.032926842642934995,0.02026289903265455,0.1145674396273217,0.010392683205901228,-0.005424504171347756,-0.028404761850126997,-0.08108394673524026,-0.0028696109837123246,-0.04737127673012261,0.06961872223108877
COL2A1,0.0021163028909312997,0.010789015443027723,0.03357457419700364,-0.015203392163863353,-0.006312371642243992,,,,,-0.036699252825232224,-0.020738413979365766,0.024661619837990853
SHH,,,-0.009355761717927394,-0.016594563810885178,-0.01828300581759263,-0.010049711150816865,,-0.03512322214333288,,-0.017287450620702118,0.11036787441615956,0.08526902457126535
PON2,0.05061715392831508,0.0511038566152713,-0.0582529661485234,-0.05749321314935009,0.14216946406734376,-0.010390422345562297,-0.06164736854558227,-0.03632361250017876,0.01251348289878659,0.07086997055930563,0.07504770916781404,0.026457417661636968
ICAM5,,0.042424799425612746,-0.03117784190872083,0.01742566908669338,-0.04544689306505103,-0.031243228396904483,-0.012410592799769981,,,0.024266099968887116,0.06288375356239345,-0.00510615694276054
HPX,-0.002295941301324755,-0.044199159669228515,-0.04293939781782724,0.012056507961351205,0.03562365974060204,-0.00875274315410498,-0.02464260821483938,0.04244809718950865,-0.041114250671761034,-0.03223165122099595,0.049209740620119485,-0.02567525695049519
SFRP2,,0.014440315609913991,,-0.02054934450503941,-0.01856142846188316,-0.01800478154531435,-0.012938794596694028,0.10003730456526046,,0.018689047656320637,0.020411849683370963,0.08766024260680956
CFC1,,,,-0.0071521218775150875,,,,,,,,-0.02134685044066937
CD70,,0.021653229905985158,,,,,0.005139882776801466,,-0.034299859494118366,-0.0031966498000297835,-0.021740792462462716,0.028301193569462514
HP,-0.027561396174021396,0.02037413544951878,0.04430108914801047,,-0.0013375285015563398,0.012353948779964945,,0.03542406630406715,-0.0009862117111514265,-0.003192195496696596,0.054856953795583065,0.034389423566027796
CXCL2,0.0010061659212917784,-0.029661002883366903,0.01832967345879122,-0.003463367711389947,0.040731983456907504,-0.012164169510878403,-0.0075755777696938946,0.19413096268133148,0.09271171225315046,0.0521548629663532,-0.007755517739104092,-0.04569344511854849
NPPB,,0.018791124145646893,,,,,,,,0.007546870196573831,-0.014454933378333867,
CCK,-0.024353118878441025,0.056785497444369365,0.04723486786534488,-0.05039905752234517,-0.09626293919025586,0.03770686827700076,,,,0.04877704707439137,-0.0187519507791249,-0.0843487143540941
SEMA6A,0.05363190040162052,0.03340916065730752,0.009422253938079148,0.12955951269127278,0.09252744431418851,-0.028985582995372846,-0.029096032573174464,-0.10779343804913985,-0.03350350342841,0.021167754013088028,0.03295509094732808,0.06935282558703866
IRAK4,-0.014800927215225494,-0.024929014231647135,0.025953524450736853,0.03688740525516663,0.01767759312203238,-0.027421749480820014,-0.032908730507917615,0.03335272801881219,0.06871193053850011,0.04744650573033416,0.09638192966996323,0.02284016448699973
GSTP1,0.0363898350038307,0.0009809294116934029,-0.003564911071752737,0.0553497395890751,0.10272859547838172,0.0643136443821993,0.10029085207469775,0.09953493220997578,0.09791579852639137,0.07026848015444649,0.0025234973744810082,0.10309006848055843
VCAM1,0.07693164115626522,-0.02087443411530237,0.05060838836085308,-0.04026508462022759,0.0526243958670015,-0.039098641381119806,0.002723116412831005,0.011172767248430686,-0.05778090691349666,-0.01047037069367698,0.06683899405505596,-0.010688826665201295
NXPH3,0.057362262848214024,0.014415400833849507,-0.0390969906367286,0.061851091720307436,0.023632151346540835,-0.008411301683283735,0.041115286275756065,-0.01640688146362999,0.0052448983212027254,0.021103619067659812,0.09335767397417055,0.0007580721714703697
MTMR4,0.008840000156803642,0.04613470918366683,0.03886055292233714,-0.00315157742826042,0.018102918186574966,0.009653051840568564,-0.0011598249087123357,0.045836933742976566,0.0063667112323770566,0.05370831648337327,0.04025394779387097,0.07287577286863112
LAMC2,,0.006331497826031583,,-0.019227964847488344,,,-0.019043434979542487,,-0.03160433565922952,-0.020638462032835134,-0.027541080869077455,0.12689425339858762
IL10,-0.02241773076211905,-0.008899533598049134,0.01053253828930068,,0.022888443169608266,,-0.030933813095323864,0.09115676841000989,0.07718734581688275,-0.027187846031572777,0.04730353349228828,0.05219959634291722
SEMA4D,-0.0030464760383477354,0.047658754329764,0.023196919667379138,0.04809342420439958,-0.022536675701808583,0.0015870277338966914,-0.014286710332574669,0.022918813113295453,-0.052979422981662,0.05417468606547088,0.05245580207169486,0.06582310653580847
TRH,0.0032641733172914626,-0.07357546769236903,-0.014894869933294778,0.13210880460772056,0.03428472857862775,,,0.07092390680679769,,-9.758336224903564e-05,-0.01619049475287389,0.040480185297048304
SEMA6D,0.03623122691745383,-0.002122146854096097,0.0260297658957368,0.04028096747025961,0.11121419176377913,-0.0301973252207154,-0.017666660838029525,-0.07020424251408203,-0.027339977614362514,0.03237429824479831,0.07798632049158805,0.044847797115606
CEL,,,-0.029386026829693913,,,,,-0.050141455669900546,-0.018235186064941684,0.07691428663814814,0.004773707230419705,-0.02481968924547055
PDCD1LG2,-0.03714839662334403,-0.029209295365920828,0.06141261562167838,-0.013502851152013745,-0.010148646125491144,0.01044845475933479,-0.027880253894946687,0.06212537681538856,0.10388517824032185,0.054593447178434944,-0.003359663227377722,-0.006526036268499854
SPINT1,-0.020378390561214824,0.012889962015682205,0.035200733379923556,-0.017465117894252646,0.02680349555445753,0.0656996878661316,-0.02932070857916997,0.12195949488069988,-0.07791733597192338,0.10224594509043917,-0.04442026706164934,0.0037173244640079845
CTHRC1,0.07844892768205851,0.019638089639706775,-0.0006634203451190776,0.03218694891025272,0.027994915582965855,-0.010461148652382422,0.06217025094249704,0.10862981236293999,-0.029723551722720957,0.02269176262193015,-0.0035733781814991867,0.0448036181172537
PODXL,0.018777435660488333,0.06172923645075249,0.04554774776112656,0.04067461740466113,0.09633478933079018,0.013034302836373949,-0.004965074751995415,0.020462913242739314,-0.0018335799017221933,0.03492017071881077,-0.016519474116003515,0.09298611148420301
JAM3,0.032646699753233144,0.010445716346543859,0.0010234756458919886,0.012639620919871029,0.04405498232289626,0.022133511934649006,-0.021392972712690694,0.06488662699642637,0.06115142952477622,0.01689933442108917,-0.026749124102193107,0.0450107464019064
TGFB2,-0.027792811615830793,0.008210869921270158,0.03746216404765946,-0.014036301266940433,0.09361371671142033,0.02467980435062101,0.0024435774065923893,-0.05929924783781722,-0.014092487253011906,-0.01722238127702622,0.0828387983133816,0.06666997001235832
COL18A1,0.05255625570706573,0.03862227159307639,-0.05742147923381588,0.059785419679225654,0.11952068029191286,-0.01678349280924408,0.0010203951241731248,-0.012872862076092834,0.015315171584524744,-0.0035999060617968722,-0.10458053054615635,0.030387755415464537
NODAL,-0.031351435606787235,0.020341295839435808,-0.013524991439083506,0.00713986992473025,0.14065505633764,,,-0.017360398856729936,0.01302412232661929,0.02752117455188789,-0.02215816442460167,-0.048394970137657825
INHBB,0.013815624913394362,-0.0018279532323738307,0.0022859795928227723,0.05148765353056063,0.05296822100304683,0.012048001810034202,-0.012563267501907416,0.0707122030359814,-0.0034256497430405907,0.03409982619914173,0.10083218835748643,0.031927065379292976
LCN1,,0.06593111495641828,,,-0.020409565166371515,,,,,0.006183462108919996,-0.01637270952442937,0.10498518509508604
ARF4,0.01627515113506612,0.009156443965468044,0.061191625534254966,-0.025894773965624018,0.11730504403535494,0.005212946138773429,-0.0013829421565533895,0.08712697747549542,0.05142286233283248,0.06149655148174795,0.01298332425341265,-0.04328574104045295
CXCL14,-0.061783630246498855,-0.008762976928678485,0.07746821466639095,-0.047513383257111505,-0.022334409707181355,0.043471850453310125,0.06421186952922814,-0.11261104158273337,-0.0006762974884847294,-0.05034437357443532,0.07997460592586468,-0.004351266109006694
LIF,-0.00914100417399936,-0.03150817058023952,0.056848702663287204,-0.017034933322996566,0.026990711788697,-0.010376576830291,-0.025489093835471256,0.0898371045494871,0.06915239380883417,-0.029054547866246783,-0.018312779160791576,0.06748617988216102
IL17B,,,,,0.0022482232466356994,,-0.03150212414230374,-0.05162391445775121,-0.030178220722651073,0.12711898661582793,0.018250324265961612,0.00841663789856544
MMP1,,0.05518671476113663,-0.014894866684021865,,,,0.006555122368662177,-0.10667099848095951,,0.08278480044564213,0.004752471330481635,-0.0293677096364649
MATN1,,0.03758635875667154,,0.006681865011881642,0.014296061457837473,,0.07508607113271655,,0.08063062462479505,0.14108447871115962,-0.019691101322901694,-0.016789650430351098
