,UKF248,UKF259,UKF269,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.042039041220456014,-0.016572828536142364,0.06390751624915642,-0.0037399419018673513,0.05160307941270181,0.07754396663648969,0.0864280535831063,0.05254785458265958,0.06196752782423185,0.04283171251654863
RARRES2,-0.043411081151865885,-0.001607818332482844,0.06756195015318138,-0.02468928031799954,-0.07584512929511852,-0.06766610450744537,-0.10244945253442093,-0.019716414423562877,0.012154683444626986,0.037095852067494696
SEMA4A,-0.07730502447225071,0.008655587514378525,-0.0045349557012697595,-0.03443780995893484,-0.04102612170293195,0.050449309627699335,0.09379871681036335,0.07894789917912834,0.009032316180406454,0.01969969304939675
GDF11,0.010468529528552218,-0.025284672908611725,0.05970840995971464,0.0051605969085247935,-0.012774569285782772,0.002795791537707383,0.03859273300772755,0.014251391802870899,0.06276228237029662,-0.021773746465424744
GPC3,0.04413964294583787,-0.026440764581812482,-0.02020613701344052,-0.03747548919340436,-0.020268955567833317,0.08871788416186019,0.1861768115139304,0.07614465481729019,0.09406387228476434,0.062334367820435485
OSTN,,0.0020937724275161647,-0.015493336127532557,0.0019659866189438587,,,,,,0.11024730377202424
GRN,0.04604819719918485,0.005992468590081618,0.10938037807383193,0.018560574681769176,-0.01980647562350336,0.012595470497732675,-0.08515264194882491,-0.023892712681959073,0.07576672390780284,0.04105864841058987
CALM1,0.015084224081247703,0.0012632053632661707,-0.06207311106601228,-0.010922847942392391,0.034810501819302384,0.07167398239943046,0.021447799688808424,0.07523090892027945,0.038640425003270064,-0.025663124544322888
ANGPTL4,0.016936219719453624,0.019129975819753866,-0.019684491384610033,0.03186317382591398,0.023635675010973408,-0.12526832490505724,-0.1168893325225007,-0.03695055487067726,0.04996983477054447,0.009681485402810315
BMP8B,0.015268407302783817,0.01749113321971459,0.035458426829991285,-0.022451874260500885,0.01957702967000206,-0.005494777214727157,0.0026068233986943534,-0.045691624575098004,0.11863504462168105,-0.03996740371621299
TNFSF4,0.01039535675377947,0.003679281207363594,-0.023726823049374728,0.02858915084291739,-0.03833106081583633,0.03588264545181507,0.027164892425107723,-0.024553665015022867,0.10272536453793404,0.09607987927515374
RBP4,0.0277708687890679,-0.03370906281489341,-0.05913234850823136,0.019738214419221335,0.007257768078551177,0.10318539488608527,0.18284745508779776,0.09061363591863487,0.026428473214195884,-0.010002676567214222
DKK3,-0.009979347199527911,-0.014198651387119038,-0.1038964113843755,0.02992267555572667,-0.05402325798467461,0.11605601806392721,0.06605761442698332,0.003905806604280273,0.09383758710361902,-0.0426793005757673
COL11A1,0.015909616464060635,-0.02951215503787277,-0.02717567467949927,-0.03668172528501551,-0.03311137491862128,0.0360930056855004,0.038470184198722245,-0.043583410903673285,0.030345472840964473,0.06120171699560492
COL5A1,0.03084235024333447,0.04026784387713147,0.004899885996178447,-0.03045737243335519,0.057807713665765564,-0.04372210371239115,-0.07436959218061272,-0.035495885655575404,0.10046215812074026,0.10221833683207797
KISS1,,-0.004366075124295543,,,,-0.008796289108777012,-0.010504989160333976,-0.03965608531457146,,
MEGF10,0.062054084286250345,-0.01895181135866325,0.014480083290715068,-0.019029904227011264,0.03426583350776279,0.11603385204867621,0.07453532275228357,0.06836517811902856,-0.0528951501015531,-0.0013495259328233024
CEACAM1,-0.020954412020408014,0.03314455052214008,-0.012613236791244655,,,0.01822410289066775,-0.04076327481276945,0.018414322370517756,-0.025928582178362913,
EFEMP2,-0.0028202177266531355,-0.014217917989249014,0.09515385023980932,0.03910192369196733,-0.06729216316982968,-0.07628809030921618,-0.08802766643406465,-0.007152630250525608,0.06369048625924341,0.000377765798011354
IGF1,0.0375804330809965,0.001073131111018212,0.039596052995844816,-0.012192161004249542,-0.008643428925669577,0.07715702574813539,0.008184442162060684,0.008450793984560685,0.040695308721154816,0.07457100725770777
COL6A3,-0.002409078329638955,0.03689924063820918,-0.015437901895366259,0.013059032864465815,0.11118262402772108,0.035129148032391075,0.03859793115293915,0.026853603868388445,0.12923514567859282,0.09759042763981628
RLN2,,-0.008582715906202305,-0.01719613784295802,-0.043590038583777614,,-0.009302151410518121,,-0.021302356002531928,-0.023356385308556854,-0.023620428430542822
WIF1,-0.03104599044531544,,-0.0682968808686301,0.05031388867147421,,,,-0.03686417540994115,,0.04868658632364795
IL13,,,-0.014761247221365409,,,,,,,
PLAU,0.02023826889459925,0.013216148596459589,0.080556148420831,0.033054791666159,-0.03208081142505354,0.028491751892254193,-0.019018149855770612,0.008107219568319116,0.0643902857353669,0.049523162645124866
CXCL12,0.0218842719724814,0.03805436847640037,-0.0030400388991983812,0.06681976787597087,-0.02165134736961683,0.013895790456128683,5.134492401048722e-05,0.008751443559003789,0.12607858222994364,0.0734750914236333
MMP9,0.06763942104256451,0.017055360339663945,0.1159926127106371,,0.02806217575779013,-0.044411184454662356,-0.03143470825444606,0.0043205873582291944,0.073933945380694,0.05868330032705225
TNFSF14,-0.021788216153019173,-0.00014627628820884387,0.06542867782752033,0.019848951932260123,,0.05045410308126955,0.02576610607436124,-0.015845060078415643,-0.0036296911309872614,0.16056893385709656
HBEGF,0.027829542340882484,-0.02046284841468987,0.020411051001333204,-0.027329839208365923,0.005101108885798124,0.06703915471870728,0.045694910850583755,-0.033971050677257496,0.036543714602390816,0.10001478131233794
NUCB2,-0.00666861927645056,0.051507536492522314,0.017518422480196326,0.025199116393613673,0.019411796366687075,-0.03688930595311629,-0.13421332050848492,-0.028102042438633675,0.0588528974271639,-2.3271112612176204e-05
VCAN,-0.03976876241209181,-0.009146182604136927,0.02872305126480781,-0.007647628900294831,0.029178550743265388,0.0633667401700659,0.07318399773983052,0.01838998173604165,0.029161254802591408,0.0860829929929693
VEGFC,-0.031760409156011554,0.06512353644454882,0.006866003486052727,0.0364060768834501,0.02553052611323509,0.03705926567873721,-0.021725754122843006,0.06915594442103956,0.10306452807708501,0.026749091613101437
LMAN1,-0.0004315105163861309,0.0147461296000124,0.08254146310899393,-0.015412308838192225,0.008559835446010192,-0.14072570632869122,-0.08396314405746269,-0.013248335274181849,0.043585323168220155,0.02826637195357153
IRAK4,0.033836491645181446,-0.001255514938929403,0.010196054738468728,-0.032581235462907886,-0.0288834190860145,0.11741477551437894,0.018245866131245014,-0.013779724044921095,0.01028225899232807,0.024206157716949173
MICB,0.015882918237963353,0.05813588206383393,0.0012170839831944422,-0.04498952844536119,-0.020481241397194143,0.012063898109945462,0.016385563711769125,0.01597327290357163,0.06787569074566206,0.019876326369476092
COL1A2,0.008281552050868583,0.012653741106533056,0.08425276902382148,0.04787023805151488,0.03304902365678034,0.018963507628401138,0.032603605027962515,0.030991289074073707,0.09305334917537765,0.06434056992157215
ICOSLG,-0.017968883236618646,-0.029825494355284192,0.030544847311935852,0.005037059321527439,-0.004119854064546156,0.08694601385315603,0.13127755065164792,0.02528206128237669,0.01352231873570554,0.02295527669703884
GNAS,0.0003778962941329136,-0.011147216063894799,-0.09397672167709574,-0.009216158822959905,0.004546047317120981,-0.035356193520735685,-0.08904253548450441,0.013060939027182777,-0.026869110961647517,-0.02321296957262965
C4B,,-0.02909260298168041,,,-0.018549016979456857,,,0.02221501112847989,0.055198527948581017,
