,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,,0.0030638549020943107,-0.012055895248587255,,0.002217518150346344,-0.02163741332870339,,0.07322345028724246,0.03973373562823235,,,-0.03565897832635721,0.1452488755821026,-0.028824013646061526,-0.026370141589909014,0.09253314361482279,-0.02966703276913496,,0.042787634941968,
PDAP1,0.0067996166419508975,0.017932189446982816,-0.013384186990722326,0.015086977164074476,0.041783173160704845,0.01964366991913458,0.08563265770370274,0.07019802633494555,-0.001639623935319013,0.011550416997602795,0.04286077239892814,0.10114984518984502,-0.03167791687677357,0.011129195882015245,-0.02900246992481955,0.01775292693854411,-0.0480318690847362,0.000984470454467161,-0.02033129570924398,-0.011141122533294565
QDPR,0.03281720229939014,0.07585037176435305,-0.005110992243220262,-0.025766770934469798,-0.015231773050029072,0.05505047915821282,-0.06603967710120692,-0.09535171642787263,-0.010177947029762189,0.007971960686428237,-0.02079876755604816,0.016495423072215083,-0.1502100016023122,0.00026870732305426474,0.061970776248334095,-0.053686565605174014,-0.02025052579980583,-0.005563209147185105,-0.0007843654256581222,-0.004341640713492248
POMC,0.010409850993317859,-0.009030477689749806,0.03933571810909246,,0.054995963655123374,0.02571560744544833,0.041512341835472866,-0.029911411289712978,0.011468944384527441,0.04361395195504224,0.03908931757288401,-0.045803226748001476,0.013862382528166633,0.05051808273175832,-0.020703708237397003,0.1308755673835615,-0.04035718643824804,,-0.025495691788180324,0.05260275444598995
CCL18,-0.011786513258734137,-0.0004727904784132266,,,,,,,,,,,-0.019964874608424433,0.028958040843855556,0.06057341649647285,,-0.042774117593834836,,,
CCL17,,,,,0.010107512889926356,,,,-0.02019900606586334,0.026985236920502694,-0.01863902613559274,,,0.023401634201158768,0.008451829456368298,-0.010131200894576215,,,-0.016314596044698284,
VEGFD,-0.035293248102656175,0.036394856628819354,-0.017267651176979554,,0.055286180432332285,0.05028351170457781,,0.10492594151596724,-0.021520332507738844,-0.01714615326164559,-0.019976021622348124,-0.04847759960997157,,,0.12854441882211115,-0.029888933505020022,,,,
TNFSF13,,-0.0291415670836911,,,-0.017734983746302575,,0.12105599347585022,,,,,,,-0.027387795740791896,-0.03072922113599411,0.05437481332716035,-0.022328609545147787,,-0.026583272530833618,0.04801227944712807
WNT5A,0.013525260555362078,-0.020159593331701593,-0.004815499936076645,0.0004183206374107407,0.011452357954560937,-0.010323012470892635,0.09287605206843193,0.053561219606318725,0.010111673824602378,0.017398796624426578,0.04245691253536579,-0.03298705483738644,0.06131978095244104,0.07061409711706476,0.06239409689784977,0.01360315857470895,-0.054185591648435665,0.010494717279848867,0.02805711792765549,-0.028757638072601933
CXCL8,0.001775987112414766,-0.013264963574958741,0.10419220399734842,0.0006864178745011226,-0.0010695588753729893,-0.026103236983141445,-0.019492779806444555,-0.03316360465346303,0.024736075135977198,0.05403860477293567,-0.06006025347267413,0.02706686447329612,-0.015072097349049705,-0.00841206668010334,-0.10131965995600717,0.07806844218072237,0.03853177527103076,0.05701655745542929,-0.02516465540595397,-0.04942927814911579
GRN,-0.01869045333157461,0.005233795987013864,-0.022691897280852136,0.07559823356529209,-0.031780848649028616,0.015465127688731555,-0.007693504443559589,0.08168254858854748,-0.004212583245772869,0.02979884725613763,-0.09184903110353958,-0.06672964948508965,0.07473558467291443,0.034296223522074135,0.01845726989177443,0.1410945162343002,-0.05531698122669202,-0.06505171114122019,-0.07229271712669795,0.03603440299243257
MIA,0.09627419022261413,0.017687119229875505,-0.015356641381203982,0.0025179523838395773,0.01389658656534095,-0.00577323117391278,0.005344705195216695,0.06021413378990619,-0.025146557771205582,-0.01950013838886746,-0.027358077064140243,-0.0034288540274008705,-0.05265532694980442,-0.02703175009774016,0.12989412903376557,0.052671146064107305,-0.030109619734600912,,0.04338955520368544,0.10657662636656433
COL4A4,0.014918849347634945,-0.03204964750859081,-0.02582529688076796,0.002718940198548453,-0.019274127458128152,0.044800533122894066,0.10054815375294979,0.06537015435961746,-0.007698802911020094,-0.01416317118221768,-0.026538349712209277,0.06712082445661297,-0.025241839595434593,0.03013586021382079,0.03857769216572815,0.0057833631141373095,0.011293325505925924,,0.10410207427203103,-0.0067746093829625
TAC1,-0.0037741617690644383,0.043899182027532534,-0.048364850622005184,0.006307059593525551,0.043778468701077225,0.0342502957239275,-0.044735388869471496,-0.095835609951632,-0.05034006809664017,-0.013980371590660571,0.045981755641561484,,,,,,-0.051184083144994424,0.05162144018011097,0.05690992786944244,0.06303062884449004
RARRES2,0.048518751309779076,0.0161552980345689,0.046690187680859134,0.050199879756098575,0.03416365294630544,-0.045473843074125275,0.00534284738262268,0.11036468815040776,-0.02574704550553707,0.016956044712531922,0.016424889471270413,0.04987263969183278,0.1124821798347192,0.055031667644057564,-0.006061749833325353,-0.029247572213885936,0.04929507296482108,-0.007836363503566321,0.06048852388881205,-0.02510194690899886
FGF7,-0.021770481979717617,,0.04733371337744521,-0.007871858636296069,0.00825075450065977,-0.020918416187913524,0.13309814406441822,-0.04406117137536802,0.0158492373912297,0.03471806729671922,0.009109859082793608,-0.008868953164830887,0.0375521011101915,-0.04817012185456911,0.04348968765829768,0.020373050052645125,0.04268170220021921,-0.03201564026354401,0.02729667065075536,0.04634083054051087
EFNA2,,,,,,,,,,,,,,,0.02534468283436803,,,,,
HBEGF,0.021236573263877172,0.022987801112464522,0.06309152732224993,0.02503155562280968,0.061120389185527126,0.0391969051381743,-0.008326676564759194,0.08056492886979606,0.05536067987478915,0.045595266260664735,0.05664692203010256,0.04322084596188438,0.07209818027611845,-0.05384642083890159,-0.029571328618764124,-0.09688428191591321,0.02804545418163568,-0.064703730503175,-0.05248212844649643,-0.030813814128013275
CSF3,-0.035528785498728586,,,-0.030964994673363312,-0.03064546263293516,-0.013365385202466027,,0.06121724401647011,,,,,,-0.049428715114545364,0.00610091146474163,,-0.04253174395165205,-0.024533654535840152,-0.017176752811569763,-0.0031495246400792378
PI3,-0.027426480368879323,-0.04062661515478489,,0.08451944694956838,0.02143947248393263,-0.029872783925157256,,0.08587777213094248,,,,,,-0.009518218044857923,-0.06665780144914647,0.14248866495318582,-0.047394362148492804,,-0.03731937744284322,-0.014348622668244415
PCSK1N,0.04675856082435001,-0.006909382349613951,-0.018522972212190122,0.031648911353726446,-0.05132863784923054,-0.00988722150782642,-0.03139003176125301,-0.031187901264013156,0.016445721839243383,-0.0416847134601432,-0.016443737656334844,0.02899105383940451,0.05332243410103384,0.003693371294495109,-0.024664408997569245,0.027651271804433986,0.03526985893759591,0.1452270451330974,0.03546170282824992,0.08132889278999848
NTS,,,,,,0.021044926884410026,-0.015917130326518734,-0.023780760274212557,-0.024091031080201365,0.06150760524237484,,,,-0.01931628771455963,0.023198429037604447,,0.007689956916454941,,0.0921457307912088,
SFRP1,0.02110471186801608,0.006101198465116227,0.04282931470847251,,0.0313589573509989,-0.008189662426706113,0.08361236279313439,0.03451198041330487,0.02916898841498941,0.012442025592860229,0.049531878064604205,-0.019465646721510764,-0.047558953128043986,0.038344118376184726,0.030400737960640196,-0.0073357680378189905,-0.037844940517949885,-0.10485309472868093,-0.024845350510408343,-0.015416939596112657
CXCL13,,,0.005882528315714914,-0.022484249997493277,,0.057245979942523804,,,,,,,,0.03811722631141852,0.059930496257127173,,-0.01037392938072226,,,0.005809187471973354
MICA,-0.03636778398987298,0.037989260272428556,-0.026515361837207672,0.059832596755166785,-0.016961950295301086,0.03732460414758405,-0.03378463120910166,0.0652359863191567,-0.03374936220066291,0.062475157983969895,-0.05870201563913672,0.00550448832333304,0.05295508436188373,0.01599117724116476,0.04390687541218846,0.08518144315920385,-0.025982384363585066,-0.04081214814132044,-0.02506646082940713,0.005110778759736317
TG,-0.02832211285524678,0.012483234279990388,-0.016393588464401067,,-0.02420982111299078,-0.01890100817414389,0.022277776128292407,-0.02335105053276002,-0.020349734210405805,0.06641695263389705,-0.003613177848542722,-0.06339159917784237,-0.010486709867259204,-0.027171930759124593,0.11746937342392226,,0.044621913896206,,-0.02027292963144606,0.03163511388976979
ADA,-0.012150359819975844,0.020389698720837512,-0.03386697108094907,-0.0041336517730404965,0.07573017007826936,-0.040675431769853276,-0.015223633670648398,0.12207575923244036,0.04727267803470887,-0.02747406491360135,0.08854350053794086,0.03640837811173492,0.08867537496297057,0.025747463732993695,-0.003111005200594737,0.1126354765814627,0.04320219985626375,-0.08056808138471597,-0.04137619381473863,-0.02134548969287724
LAMC3,0.017247976580577053,0.018026111811187802,0.05389120426530942,-0.0011418320804571238,-0.030002621410299617,-0.05551184168012745,0.09262839244486085,0.09586712481552706,0.04085237544147082,-0.0010750814372602242,-0.04643443486433092,-0.024358395014402706,0.06148449193194356,0.025479047921962594,0.047267856387471524,0.0764588155708499,0.03219650473270006,0.018103676456250984,-0.03621843646454943,0.04234227174199302
CCL7,,0.0037776757368302135,,,0.06394598520722868,-0.007097054021415668,,,,,,,,0.012892422836715578,,,,,-0.017999571923311475,-0.012966955432829661
NGF,-0.020469143284784205,0.0016600029917472905,,,0.004293798616034253,-0.033121376012255635,-0.0175323542374588,,,,,0.0021958463219062876,0.01767564805316966,-0.03539679608129766,0.2605821675608112,,0.04436028333466238,,-0.0024848723262457313,-0.059876232418422735
TNFSF15,-0.025322884862084418,,,,-0.004383963801177871,0.0905314970138947,-0.021288121715901186,,,,,-0.03590094865766049,0.01807486395298967,-0.02987904195674429,,,-0.026411482814025902,,0.0009945614075425576,-0.058472927445007386
HMGB1,-0.002070149480178039,-0.0009079279194342529,-0.01235647845443203,0.01630633663737093,-0.005640944944710581,-0.01292140235462052,0.14582717815687202,0.034596330681939194,-0.0999920728154792,-0.009659516196358965,0.06330457242255706,0.07575176117933137,-0.029631626264959635,-0.004884582029007737,-0.07536234536137965,-0.08732146492525576,-0.042028255874963553,-0.008354164062670302,0.02452990907857979,-0.02446135785692602
ITGB3BP,-0.009137182725963392,-0.023382019897352477,0.07130580491745493,0.011883652312413217,0.02311067721916087,-0.0194559047645319,0.1484291128842736,0.10677757544337944,-0.030040600634707485,0.0076963184859121375,0.017698284130220954,0.08961856273772212,0.07448009598549765,0.0168631413833642,-0.01755805488681543,0.06076868451674492,0.02401980937272534,-0.013264287522874308,0.03505826998897634,-0.0205744833327573
AANAT,-0.004366661589981086,0.004062602959280861,,,-0.017734985639123634,-0.020701454957654096,,-0.01745222942871321,-0.018300634899634835,-0.019500139473514946,0.12897485849959728,,-0.020794253795089583,-0.011127337010365505,-0.009594017564999627,0.02095487923539364,,,0.11069762904359226,-0.0016426602525093173
RELN,-0.03529322978399972,-0.022739974241607765,0.030888442441471826,0.02891219664709064,0.015870320199937237,-0.0303504132010578,0.012761650875179427,-0.03601642103507004,0.009334231553366669,0.016172238677597692,0.008915856473942671,0.05358947809979653,,,,0.027064403053109594,-0.031902208965465736,0.001154563715267741,,0.03894410051921435
IL15,0.04482840114781543,0.05236321658349752,-0.020885180896364035,,0.0668481494098691,-0.04140299360612588,-0.015147764165076016,0.008744480875431948,-0.034839388105638656,-0.008590835104653208,-0.02318863599628012,0.013772613714781468,0.2458200561166101,-0.04011587061221577,-0.006607334534461025,-0.043653984767544736,-0.045676669353122465,-0.02594806809631716,0.04667438250772768,-0.01367470032102426
UTS2,,,,,,,,0.05433086188695291,,,,,,-0.02289672415048107,,,,,,
BSG,0.04866610366543618,-0.03991188174383226,0.04892386074026013,0.01231313917749208,0.020811590226100588,-0.012038729325893024,0.07807206401998813,0.05447869143612301,0.03686558123623932,0.004369639105182677,-0.030964209282231748,-0.026238683316498528,0.08978242832935154,0.007689872672067623,0.01642325231934765,0.13454143795973292,-0.023828807342371184,-0.02078203414708965,-0.058893400969776036,0.00862374911550339
ADAMTS3,0.04198270991179521,0.039371159178144335,0.06593067727098806,,0.021927173725819857,0.013696621063794316,-0.02439866601249751,0.0781809840016257,-0.036006013315927975,0.051770154178878224,0.007610816080880266,,-0.0248990019768322,0.011069571539468519,0.01808663196524198,0.03258742227684813,0.032177063565373455,-0.029832688100205163,0.0033838473443963324,0.02757645296163698
CD34,0.009234363559141971,-0.0003290946439639333,0.06791849607443666,0.0593282115465868,0.03861374262384217,0.017576146882339327,0.022354718547149387,0.119571856719443,0.005683839516563657,0.004533433297103348,0.04323016028680439,-0.10086038378172303,0.06562719845315138,0.027288622908249443,-0.0336714680005137,0.08517068229543903,-0.017928959447613864,-0.01997941127314145,-0.0695735636659148,-0.018727770390308866
CCL23,,,,,,,,-0.01985786673079649,,,,,,,,,,,,
PLAT,-0.045047781161645956,0.0017185092807244242,0.04991894563024057,0.025456637600377082,-0.028183561981004645,0.010279365700996895,0.06293849803870105,0.1264690533151054,0.077587497935368,0.03554584333499888,0.05242904211392498,0.01997967372684205,0.03888379848351919,-0.07541164846523964,0.05258199743525297,0.08374309399730209,0.035306073406550995,-0.0809319544248894,-0.01886880772360935,0.06266250618055967
NTF3,,,,,,,,,,0.023519151203377834,,,,-0.04390549838643808,0.07186661743941282,,0.0009395270538981983,,,
LTA,,,-0.012055896485738049,,0.0034990369748004128,,,,0.0443232599008013,,-0.008669102664383073,,,,,,,,0.03982103360281433,
CKLF,-0.015482876194042022,-0.03492205703392223,-0.0283843039514375,-0.036294237243075025,0.019860069803092215,-0.0235179789977301,0.11818526978541015,0.0866220142291334,-0.03270697531084424,0.038343473320825716,-0.017299471810733647,0.05937414051780152,0.032075580284957037,0.013957907447913344,0.08047534584928191,0.05347390569578584,0.019767127766391408,-0.02317996585944116,0.08263523632699182,0.02109652922978471
CD24,0.044769152354759936,0.024538754597545724,0.07571231836701203,-0.07062103928941213,0.0060636348154339175,0.040545935926271884,0.08852070361993442,-0.055644327437220364,0.0111700779393951,0.09734158710513338,-0.019611804473421954,-0.05940832455939768,0.08148223132308724,-0.04087372302368493,0.013188903814967432,0.03454501624947152,0.009761183455905454,0.1378716755030265,0.029386635883839232,0.018693771399907775
HSP90AA1,-0.04082089051785735,-0.04639186536220415,-0.025084345080102044,0.009726992586710644,-0.056577273099001374,-0.0272917231840896,-0.10056142769110737,-0.12654161069687372,0.05312400650941157,-0.0005772217103050693,0.012783405426573368,-0.05262642549887849,-0.04038745197283746,-0.04664647815695393,-0.1385037439481187,0.003667907585352938,-0.07375756700008206,0.07565992154338165,-0.024659502408033548,0.02350032773122252
BMP4,0.014681672168890873,-0.00616841905674881,-0.01277995699160296,0.13452426595746728,-0.007653312900651353,-0.040174517426136404,0.1319293258244884,-0.04608780137319393,-0.03891490035971532,0.05448586513953697,0.1160869593075896,0.06548362642227107,0.01481661444696328,-0.06466426495606221,0.010739358264120674,0.0518175484740402,0.02018847490288284,,0.005503467048732259,-0.03939949613573124
SCGB3A1,,-0.011028381902529763,,0.030883134572290673,,0.03753384825829975,-0.019336388864826925,,,0.05468021842549185,0.0693047972346681,-0.05201537028482471,,0.03122516158075527,0.023002186776362732,,-0.001739630579523721,,-0.0377402900017078,-0.03224862932989716
IGFBP4,-0.04283019479454222,0.03471928342456155,0.0032286301901850597,-0.03702863644604584,-0.013615028990391525,0.015808886051062294,0.027575528808979316,0.12620301422603153,0.038202088011939216,-0.004541970901503133,-0.027411579928280017,-0.03718132238605174,0.04567941413174884,0.07217175793029561,-0.035409907102907916,0.09457301603687684,-0.028874740939226894,-0.08956843846252352,-0.027225938204717828,0.00519539908652232
RSPO4,-0.0020852496289120465,,-0.01948973357876797,,-0.03433913860498412,0.05083966990384579,,,-0.00703152236048713,-0.01644855596474484,-0.03216629272683941,-0.047560451811407625,,,,,0.0375898736372127,,0.16069130288257952,0.02021241877644111
LEFTY2,0.07100997127593263,0.06850128176377836,0.06612784770573273,0.10879722462895101,0.07664455617256018,-0.027280878276343585,0.09025465831818691,0.09770786331717486,-0.032761111507834985,-0.0022000155853632722,0.032146892648185287,,-0.026573294040589487,0.006834419849827646,-0.014214563241029534,0.11505155218359985,-0.009974877475966953,0.04216883071332577,0.0398401518148992,-0.005449992564184566
PF4,,-0.02548080562728017,-0.010966476421490042,,-0.015271600238294544,,,,,,,,,,-0.022972024929656495,,,,-0.025630748750337346,-0.015836976298955717
ANGPTL2,-0.00839875700293051,0.024413380468038412,0.03610668229196131,0.04181150466716629,0.0275731987221783,0.035704347816034654,0.13154632205232752,0.06958325876644497,-0.038836785232638456,0.03173527022035913,-0.0021407195600153385,-0.04774907151267893,0.025521467493055828,0.02569782881704928,0.05910029486795786,0.0174657898881448,0.0024427002964426394,0.008938912096594321,-0.05882988838232802,0.0034555493489755004
LRIG2,-0.026539681064267635,0.004704232551983259,0.04012061340965468,0.025878558515733247,-0.010231248774884743,-0.04877850071169457,0.026876029441832674,0.1321918527841854,-0.010409155465251067,-0.0022756985966181976,0.07381726295065201,0.038762438514443144,0.052022521906515885,0.004981589077346348,0.036458115668818784,-0.013376309304948767,-0.06991136732316947,0.026871665121200296,0.12118091711508147,0.004808739017039582
ICOSLG,-0.004961404567946746,0.0917534639565726,-0.0017600726041106837,0.023101048544992637,0.013800891816269973,0.06612168885144401,0.13782842084026334,0.08889335033064863,0.028816048979243322,0.006211125668983923,-0.0037006883775991123,0.04562461138165925,0.048717426543355695,0.055505347142433124,0.05190678844277576,0.012699920096626934,0.001860051126464822,-0.05068111210645086,0.057870618496910095,0.05704263868121795
WIF1,0.011871350196546232,0.019548176701853808,,0.016569327809001628,,0.02924004999076779,-0.09307846036348459,-0.07152919749895013,-0.01581892835232021,-0.012225429549287535,-0.005374963290190757,,,,,,-0.011725951737789585,0.012618884974310953,,-0.04904104486434566
NPPC,0.07128077449718882,-0.06747182974016745,,0.011677451969188011,0.05067746677358227,0.0024605807004211373,-0.0370967936803208,-0.03865416658964658,-0.02183267662132075,-0.02285946748000859,0.05762476140234452,0.018183080348827898,0.03345914577601124,0.01379042915197217,-0.0028162328912325007,0.07175177449078346,-0.029505003370690126,0.08699334106853322,,-0.0012727144384597879
LYZ,-0.029052228309421453,0.012835070318969258,-0.017332749007305286,-0.024609366752255106,-0.02328107065189023,-0.003863111569285978,0.04549553766235784,0.07309408775046226,0.024708594495552336,0.047986191896179434,-0.02609068602560524,-0.004987784114640535,0.11185539299728511,0.04183967680007767,0.026471505879000597,0.053302063741235854,-0.06013493397007003,0.050504413619700456,-0.0072135290883296455,0.00967280858237234
EREG,,,,-0.02880376363380386,,0.03560255267728722,,,,,,,,0.000261371930081306,0.05919875055564601,,-0.018960804569695514,,-0.03870836762824858,-0.03668688795813149
SPTAN1,0.0959928321445813,-0.028830077262489682,0.005757667430247284,-0.003416562375136679,-0.08039380683339127,0.06053025524622429,0.038153099281931446,0.00365509383275043,-0.019151998158925793,-0.005592462111944345,0.04765800448787521,-0.14837515112577307,0.08830588316267186,-0.026424897224109012,0.044400919223586605,0.11425488837962547,0.004075836332225485,0.05126814411749498,0.0691575606503668,0.03945762304092693
PTH2,,,,,,,,,,,,,,,,,0.019429013148715084,,,
LIPC,0.022209392159895588,-0.008365462941334433,0.023605657456410342,,-0.005516081250897786,-0.027547601296027617,-0.02349029813065254,0.00015031858825325492,0.01417890775586658,,0.049662449711930595,-0.00976381172874618,-0.03686811956913128,,,0.011119214634120494,,,-0.019796333250600987,-0.04969268907698668
COL8A1,0.02507866170147849,0.04127594295336527,-0.054196020385115756,0.07450473816505475,0.0023017974914976516,-0.002721180269457304,0.04288802943891565,-0.013650475085073794,0.05320943517839384,0.012931634999926571,0.01088122166927592,-0.013355733397594256,0.006367608931304113,-0.012003316052319399,0.03488904684356641,0.016365354162270872,-0.018856671355403136,-0.05596334015295901,-0.07977190744897095,0.0574060921065502
GSTM2,0.046154327579190614,-0.021712908226766504,-0.02403038226554497,0.01759402746052917,0.009126831408283107,-0.01822727066037246,-0.012809474287572136,-0.02825461605576982,0.050421878909657825,0.020453920632147956,-0.051875531259445766,0.03262479846283087,0.16674479602774978,0.02925776676931368,0.16064112307950193,-0.024261789583578112,-0.031072578763823116,0.04177981990641851,-0.003858341614003045,0.06445176334248867
SPX,-0.009553872584212855,0.05494918351699023,0.01325336870011813,,-0.024283152340319178,0.04395603966089072,0.0012765357194607211,-0.02990897067687712,-0.04479803518523275,0.03924462842543809,0.020601194645670458,,-0.047255274532963354,-0.0017737046688603051,4.089408779921313e-05,-0.05729916297771641,-0.03546579739398548,-0.011740275607016022,0.16943323436271,0.04243065338171084
MFGE8,-0.05564001635459249,-0.032760096251151546,-0.06115640356557728,0.02392421198062613,0.04169201307906749,0.002389130909662407,0.009541889420261955,0.03281477487918012,-0.028270751559387887,0.04797577572299694,-0.022772367348648563,0.020378426283358585,-0.0037602539080958666,-0.033448890655104764,0.002340792467213251,0.06850914555510702,0.017672439931927315,0.06515526885450357,-0.10099745381472663,-0.01721295844426578
TGFA,0.003125096106491093,0.05217193136738367,-0.024006177917406318,0.006986620366068838,0.05273142746201553,0.022755995892447888,0.04308324208354607,0.009369383981094319,0.07356970804374345,0.03847332976140149,0.07577850602472468,0.11999619776037841,-0.01637120332153708,-0.008722301371099467,0.05000302470684266,-0.06846594842231779,-0.027220314368213722,-0.0473719782833361,0.020309627737726658,-0.01812137766553705
SLIT2,0.05401202798488037,-0.00045039245364424747,-0.005868365803312583,-0.024601140941331562,0.0018452690928451169,0.026739994467437564,0.04571225162127208,0.012695921708530645,-0.05275257696768236,0.014535445895107578,0.03101029988721916,-0.03960626368744474,-0.028158515154363576,0.09529556641829451,0.0594052228354825,-0.03922748304566677,-0.01437244440173694,0.062159759527554106,-0.09106655827866332,-0.025173436141621774
PLTP,0.11322468939202643,-0.0109334763926759,-0.022563472958334465,0.010001374835690524,-0.031563873559031355,-0.05381209659489389,0.027797991781638675,0.11346745609325955,0.020988984429004723,0.08656466554590339,-0.026439830689516507,-0.07682725025303463,0.05828289977466087,0.042824328617283684,-0.026890675941255326,0.08956636576122208,-0.023825164319174523,-0.1660725409364813,0.05727066766784563,0.0338985768675239
APOD,0.005019004753319955,-0.0001490635372165191,0.03214111663161167,0.01017884581271812,-0.007954620476886685,0.023281462935321028,-0.06936975633629201,-0.028574833546237265,-0.02246234968177735,-0.08715531446666115,0.0026503941790533814,0.030285369425830502,-0.14038872208068418,-0.004969253587260288,0.09896741662480221,-0.14784373740454287,0.024258425371914118,-0.1282190341589427,0.009878864372704951,0.05302808108676688
B2M,-0.01510980891586166,0.043165212168186674,-0.048338483304236686,0.09418099234194786,0.03852216440671707,0.004364766334886513,0.026704942460117776,0.11882080090168866,-0.025975644945990785,0.05789102057018902,-0.09585890865926534,-0.02079938956327476,-0.07482526824220562,0.08522543589944241,0.010903289322269038,0.10729245902196227,-0.04251872844654972,-0.03948176974543814,-0.10012547297864766,-0.005518444551621431
OMG,0.026705948544862235,0.04456118168562597,0.061230292269822885,-0.05882644485266605,-0.04482831233011951,-0.010924880051099279,-0.0509088096927273,-0.07976502334836794,-0.043919158716610875,-0.03731053665341186,0.018112254291422922,-0.0014859140328399984,-0.12306696875174793,-0.009532101885174248,0.09069379180190869,-0.0515568450625567,0.02683698719971192,0.010850545423939236,0.14942647274282447,0.06381034239548944
CXCL3,-0.05107664411022803,0.005245348678834863,0.03573126409880868,0.04844916377579226,-0.008967249382835172,0.019150198712625743,,-0.022913942978263664,-0.00602378992629858,-0.0015944319409240178,-0.01670001912514377,,,0.002404795529018601,-0.04461567186440521,-0.004794311511982335,-0.0075247558488258075,-0.03618875064631871,0.0004729094014096836,-0.03406225781380021
CXCL10,0.006188166186887506,-0.012287078271885831,0.03651348642947462,,0.0023688017135747173,-0.03101142418198191,0.050098205130582045,0.11551572721660647,-0.01256297887954452,0.09143070450854854,-0.02653835138877951,0.0364036644797883,0.031824933575987424,0.06386846135091602,-0.030812144940030955,-0.03325647015669627,-0.05047238673551503,,-0.03347324578319397,0.07233880329846581
RSPO3,,0.05347753600889605,,-0.03096499563919602,-0.01773498432870899,-0.0011438007711826348,0.008738590916334927,-0.014386229932565843,-0.004291166050936277,-0.02174123293462481,-0.017451198124435095,,,0.008878346655094535,0.01283885342758949,,0.02597332384809754,0.06385862756227202,0.07084835331336035,0.05986824584745689
CORT,-0.028035186724476892,-0.014532756492621805,-0.019585432441128304,0.012937652545871862,0.013649018560994392,-0.0334331528396989,-0.012823977236894163,-0.03145052720907026,0.08417523490214053,-0.04579526030823363,-0.0003758413274228099,,,0.03135908540814862,-0.02403905651035856,,0.007341779007995969,-0.05016123838547478,,
