,UKF251,UKF259,UKF260,UKF304,ZH8812bulk
IGFL3,,,,,-0.017771228792480855
BMP1,-0.008425799320351198,0.0062005481082371815,-0.04509773133754057,0.08287463055293263,0.004424837310347207
NDP,0.031072821482975847,0.014766154902939877,-0.044739788496555556,0.0060897785440499255,0.013856218027358431
TNFSF18,0.009176786553908682,,,,-0.01832715457307641
RTN4,0.009261980126398905,-0.02583500128145577,-0.0534861982085778,-0.016534113911398002,-0.03108330768880539
HEBP1,0.040786044618021926,-0.04231212509837951,-0.08281831347073974,-0.020630329844167256,0.03513141822785599
WNT7B,0.04708376256421666,-0.0069326247035489015,0.010954755898053895,,-0.03832356284052925
PTMA,0.03393013150839983,0.012394974807702169,0.08299103258756586,0.0706716137887701,-0.026453793419238373
CEACAM1,0.0060567508596748865,-0.0053593527573564176,-0.014122258267238053,,-0.02633420774067586
PDAP1,-0.010512887740425286,0.027815589179537616,0.024609064318405448,-0.0062516726633797355,-0.0027098463413411725
QDPR,0.003584840993872133,0.008487822729535839,-0.0329973001411584,0.02245887000457063,-0.052987924652770656
POMC,0.046845721785889735,-0.010476987787649831,-0.028417323154242134,0.0204685224384134,-0.003849242091294811
CCL18,,,,0.02851607765532949,
CCL17,,-0.01932048539992305,,,-0.023430338607515384
VEGFD,0.006885586308930395,-0.007849016473474208,-0.01351137713383585,-0.01982359752528034,-0.024711775472878193
TNFSF13,,-0.01332683842363543,,,-0.005044821728131835
WNT5A,-0.08180224959811565,0.041466998712825026,-0.025161411164863583,-0.01031115169750867,0.0707948205831267
CXCL8,-0.020519558568508744,0.0016833565563002721,0.11490170429079201,-0.01738751257895137,-0.033265973369274
GRN,-0.06122205077103546,0.021724982181458963,0.0008798634192498633,0.033973516790781075,-0.01567879957855535
MIA,-0.003082966281562342,-0.017851526573770413,0.012603715425589293,,0.033058810637264506
COL4A4,0.06166639886658945,-0.040113197530322844,-0.03098125044521987,,-0.036092542632849174
TAC1,0.02234760165596016,0.07035890738430689,-0.0315508639854865,0.06486124093728296,
RARRES2,0.09502279932672521,0.012281753234979627,0.021359413387138166,-0.004930572238935773,0.0013617554637470623
FGF7,0.09634844591182873,0.08645073842690112,0.06310125881403246,-0.04602211457889731,0.023929633503394925
HBEGF,-0.0027610851145107385,0.003863073155055774,0.09299738885359496,0.01578669575920884,-0.010761449476286822
CSF3,,-0.010481052694316166,0.14939615122387787,,
PI3,,0.028347238345537696,0.08831652356872774,,0.05728012538961321
PCSK1N,0.05349711597232659,0.014647160003198914,-0.00014350724344892835,-0.02629971647777351,0.04100432237759412
NTS,,,0.0023393063600350593,-0.01784760564943843,
SFRP1,0.013235248863252762,-0.01685787031756356,-0.01541414145227377,0.01175525526504348,0.026924200786087947
CXCL13,0.002263252132205428,,-0.01527561102678178,,
MICA,0.03498592400402549,0.034341706737832496,-0.03221582943760387,-0.0380572913002481,-0.07090352379963041
TG,-0.020805342089483345,-0.018192312936582782,0.030855141935097592,,
ADA,0.020261430519199465,-0.034220876879474095,-0.039040609678558366,0.02388687776837109,0.14853212910130148
LAMC3,0.02163878017548927,0.035452682466080604,-0.05809472422370005,0.0015995360154002583,-0.02522316281298235
CCL7,,-0.01315301318675783,0.08789856559255887,,
NGF,,-0.030136912648160534,0.16832698480680913,-0.017847617400902578,
TNFSF15,,-0.01464652348908917,0.08350081216819222,,
HMGB1,0.014574608605981787,0.025207255724081314,-0.07319826335416714,0.05782436691568967,0.019656655361226207
ITGB3BP,0.014487751477911225,0.009644403758281732,0.0018208732395309094,-0.021172097691960906,0.05764022360982695
AANAT,,-0.013326839845983528,-0.013511379062661078,-0.016779385138056973,0.006668462112883729
RELN,-0.027084550520139035,0.029006583039330704,-0.04067561108802772,-0.023097257262491122,-0.036244499828732145
IL15,0.05686964217029537,-0.03132405124757327,-0.006242395579738313,-0.03438470808748942,0.04093704428004342
BSG,-0.006124899524697113,0.03149859848601775,0.005290360399018441,0.024911884762997372,0.0401657018827654
ADAMTS3,-0.0011378714769535744,0.01923439865014719,-0.0320533604205895,-0.026943749809251724,0.09928076987833068
CD34,0.043620581979638036,-0.015044694406487773,-0.05788217700578196,-0.06252624114134309,0.0028879084924861693
PLAT,0.011844402933035153,0.08621497518765887,0.037438634763126956,-0.016357458921710914,0.015567414758935994
LTA,-0.015300313968833305,-0.016857869528925887,,,
CKLF,-0.0017636115884923542,0.023192178605376347,-0.024537392084212843,0.11165978015515082,0.03015758224790405
CD24,-0.009107009291936918,0.025768354492134923,-0.07503598836712763,0.017555325727492774,-0.0363025877605294
HSP90AA1,-0.02565168865360439,0.01843460814586647,-0.078016835338422,-0.021487567750896174,-0.0938596380262044
BMP4,-0.01621922971145526,-0.0014179051111586462,-0.026221013678234917,0.05488489701773706,-0.04121017140917771
SCGB3A1,,,-0.016090384489256725,-0.01073154540348307,
IGFBP4,0.0287614016802306,-0.029376526312734328,0.056306097847045364,0.0358093295900977,-0.011188999335906244
RSPO4,-0.02473470498662859,-0.025803922819543208,-0.018570919275675234,,
LEFTY2,-0.015488225103390553,-0.0299701899045319,-0.02882493741244111,-0.017847617400902578,0.06874380366288937
PF4,-0.013917715084821682,0.03817323274868643,,,
ANGPTL2,-0.04987127284196597,0.023299370267864244,-0.0033065725288878734,0.02602631744903546,0.05181905042688091
LRIG2,0.054070822036515434,-0.056165696431933546,-0.011978847476802905,0.04745355100254548,-0.028100223677712605
ICOSLG,-0.046083431058253355,-0.02345109736543073,0.05146644936469489,0.010253251809315621,-0.04636725074422579
WIF1,,,-0.03916321120613638,-0.04088382917636388,
NPPC,,-0.01780171029453366,0.04423770439167743,-0.03063399366093327,-0.00798833662845331
LYZ,0.0001964158433781768,-0.024577830710206604,0.1230490081155437,0.0070201765855693495,-0.07303263375982096
EREG,,,0.1958486505455721,0.09604588826708241,
SPTAN1,-0.0064818504519165146,-0.02523875885310799,-0.034061882710063135,-0.029829366213599103,0.004813889049169806
LIPC,-0.005871319007780129,-0.020622768224614913,-0.01797970645730214,0.0002815956477809783,0.029188836186314685
COL8A1,0.0030615845148695225,-0.0022326762229100063,0.006678740045071349,0.04390569437191445,-0.012993943342459206
GSTM2,0.04866343349632755,0.05084887484207565,0.006718995186604549,0.12068471203168188,0.008001691227283407
SPX,0.04864088369221603,0.02116246365404764,-0.03605999478052739,-0.00882550195821915,-0.061887834218714514
MFGE8,0.014238454374917341,-0.0391048988361305,0.04855236473288818,0.013189570421989379,0.009777047770688246
TGFA,-0.006634636006043141,0.021123821137580313,0.023554557444943277,-0.023999724085299528,-0.013500371893630988
SLIT2,0.06457471208052729,0.017008466047903466,-0.008090456762462122,-0.04474022567072339,-0.04087981991113883
PLTP,0.021929517311148086,-0.009992148612207855,0.024657684443210558,0.03903688951337909,0.00017016901811155025
APOD,0.018703646762032778,-0.007661289022787082,-0.07454518450162827,0.0013628512648229997,-0.018249786771209614
B2M,0.06508962720466473,0.014101452129153008,0.038598097010173915,0.03375254458696523,0.03670145070405412
OMG,0.01696206410645756,0.022459586848207067,-0.08904209678135523,0.01973247338811736,-0.0019346007911378556
CXCL3,-0.005568180695055016,-0.04037790783651777,0.12850501282853063,0.06069165982651214,0.004409119084382801
CXCL10,0.07247552000165171,-0.038834982743216645,-0.026938220210449837,-0.018451843536984522,0.0489074178808695
RSPO3,,-0.01332683886128095,-0.017979695371931115,-0.010873128601777372,
CORT,-0.024856157807852254,0.08391693781061227,-0.021821075001785564,0.049029771650134286,
