,MGH258,UKF243,UKF248,UKF259,UKF269,UKF275,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
VEGFD,,0.00854030245229953,-0.026583216328115503,-0.02152515256001351,0.013020913645238223,-0.024616779625149496,0.007434092233213113,0.032414369151712655,,-0.06097570609023522,-0.043822348991777685,,-0.016479388828097113,0.010664592702046978,,
TNFSF13,,,0.014043920039838308,-0.01332683735173633,,,,,,,,,-0.0258578648325051,-0.027282815134416428,-0.015299839759317818,-0.032685177992823465
WNT5A,0.011931642253183753,0.026903718211308256,0.017169289458223422,0.0033757142645503713,0.05646240295586945,-0.022745751202616616,-0.01052148549319346,0.00875780572066062,-0.006077590649071652,0.03912241195763188,-0.04931747799226208,0.014166352778327854,0.03696786064642452,0.007106345994194901,0.03303609135398542,0.017508705224023365
CXCL8,,0.01142057523916859,-0.02914664270078539,-0.001078475167777013,0.09784002699083584,-0.007094133128608873,0.0791692180065989,-0.045646513485805215,,-0.030153157557713122,0.04825964991964757,-0.042229190655189805,-0.022908010202164045,0.03834052427429966,0.009245060600950839,-0.002752363350979252
GRN,-0.05604974266484993,-0.029857654448529804,-0.006897646233080261,-0.07000707787687085,0.019283124482573775,-0.004280276788539195,0.02133482548952141,0.023594006527705515,0.07250582671429513,-0.1761544794763924,0.10745663913353833,0.08832189199506675,-0.043252983537849954,-0.028089100716693724,0.015547708805158218,0.0905065449792697
MIA,-0.0290230431984557,0.04777994385536684,0.021874265225489024,-0.02562895839892907,-0.02687032256327766,-0.031739361335994434,,-0.021312204331330766,0.20971404444935574,-0.011051533714235775,0.04484219850931426,0.09200489394592971,0.06392664372026781,0.050720027407956045,0.02104215023420792,-0.04044646778946492
COL4A4,-0.02567947698470252,0.06434204025127005,-0.021219095225493836,0.026956621101737476,-0.013038934752732096,-0.0002848179163917876,,,,,0.1682396103621839,-0.030324406284783324,0.03506787728085621,0.06803920197548373,0.06630722447898267,0.03479967763274587
TAC1,-0.000664633164263379,-0.03785829044240226,0.06860948686787842,0.04887858213055087,-0.0298172661450196,-0.005669583829156375,0.0313766249388462,,,,,,,,0.02468179994654375,-0.025887152362490482
RARRES2,0.06118873287858439,-0.003257443811190913,0.036120756278663485,0.05341480783635619,0.025072963399632064,0.048240888483089134,-0.051088338054773814,0.07495992412673456,-0.04139427585815258,-0.1076442935796792,0.020767163418961187,0.05985510547161872,0.0014167874031595993,-0.018354759004092086,-0.03759606579343123,-0.019886793102782973
FGF7,-0.029503992292446556,0.021941828636361876,,0.030244708156977163,0.07752936625040557,0.007531028007863002,0.0795160729327167,0.029156852860111118,-0.03829029518104874,0.09759529283806435,-0.0478434535485712,0.042851167761283476,-0.03831736698606557,-0.0029554401008123395,-0.011829161403555844,0.008095087455178682
EFNA2,,,,,,,,,,,,,-0.015662556229695927,,,
HBEGF,-0.016538335624222935,0.006969760062263856,-0.007584375268360843,-0.06039506068839647,0.04977555914533203,-0.0035768876226511797,-0.010178714365384114,0.08063941338586243,0.10245529714713744,0.10059786817033238,-0.026096823721788995,0.022221367525770898,0.027518543560063426,-0.055428316024510836,0.04261848096090762,0.04347743697365283
CSF3,,0.044416809161592345,,-0.023028332132697095,-0.013794942000061112,,,-0.023608880810309728,,,,,-0.012077183246315628,,0.04661038135041488,-0.025134155144922826
PI3,,-0.003537154517074798,-0.027966655491487247,-0.023339714662579104,-0.015533286765595468,,,,,-0.022939283088228884,,,-0.021394136547227192,0.02374876129288614,0.03839605558080994,-0.04180924715087434
PCSK1N,0.037848265387391375,-0.03642485392730603,0.017745507653284323,-0.06358269387954751,-0.004052125436056357,0.043027009093404636,0.006389615825541287,-0.012108374288823172,0.07368897930718614,-0.05335025340887863,-0.016942748510359262,-0.030824802346791615,-0.04358015594771822,-0.026037625275160455,-0.0016680890527394662,-0.02416805593104149
NTS,,,,,-0.016955643130475574,0.01519652673141189,-0.017570559258882745,,,,,,-0.019081852585588442,,0.11026303782508198,
SFRP1,-0.03226281186511435,-0.046672500019076184,-0.008946752092803004,-0.016857868961657873,-0.025421668110822315,0.04722984983654728,-0.01652894653011448,0.04031321758236819,-0.009514860808110806,0.023433011830167296,-0.021565377870698982,0.07253896176836946,-0.005441577356409274,-0.02915144516522135,-0.03488797720125579,0.050999632741354224
CXCL13,,,,,,,,-0.026970827324226024,,,,,-0.04024157187981639,,,0.08512124140088928
MICA,0.10293978028141336,0.0024880023454509725,0.0024256804070532097,0.038815101806977476,0.11542887251641074,-0.023902653010579342,-0.024935759980840015,0.062257247935620805,0.04918268244252804,-0.03726221273320241,-0.05591442261761821,-0.05258237749487768,-0.0044141691369025664,0.038653306430062,0.07136226515053741,0.0812752286840787
TG,0.04827101067044127,0.07601077296067137,-0.006484289595651604,-0.018192311473345726,-0.016649260788542668,-0.023277750114120328,,-0.020693235890958794,0.045254373466282555,-0.021507098530412976,0.10633144115017708,-0.03905302291775046,0.08289698230611059,,-0.011449774418889842,-0.034348118729092346
ADA,-0.004845014301037594,0.02909756587383274,0.025026983547038414,0.00864285632534288,0.07444421075042945,-0.013951738177241805,-0.03438583179886068,0.030061418497294493,0.052933715098482825,-0.015181123418296635,0.059311112204372365,0.03664207440721981,-0.0057713360757026995,0.01865236691878447,0.026938610230509145,0.04272858917200369
LAMC3,-0.023851768302354626,0.025160826049120004,0.017845969469144116,-0.01927339060099077,0.06600848973159633,0.0787102621687565,-0.026018474247161093,0.01597252343070358,0.03670769543931162,0.00789626518110112,-0.10323233394189765,0.05440210510073737,-0.004632664845937735,-0.03737415476967804,0.028639953521488945,0.09667986288048483
CCL7,,,-0.01690916590593718,-0.013153012128839774,,,,,,,,,,,-0.02527509743240622,-0.04810892678188704
NGF,,-0.017415231730743098,-0.029032198166766266,-0.02022236553516969,,,0.10160688353616003,-0.006479724844026548,,,-0.042755377160459074,0.045747467954387604,-0.015452025123511598,,0.024361167266416957,-0.043548507271209395
TNFSF15,,-0.021544815131171024,,0.02454128551889215,,,,0.010533701899227726,0.0784955958938474,,-0.0195795265362948,-0.014526076667104832,,,0.004474670077907113,0.03920634317676631
HMGB1,-0.05326866117639565,-0.03746020422740182,-0.0038834420879433574,0.010467303477820537,-0.0186773846374258,-0.041565914102219256,0.0420937347864289,0.013005568382102605,0.018125568458537522,-0.0767757765057729,-7.289611240319801e-05,-0.016250634840702306,0.030683194132369404,-0.016717648969330267,-0.04725943384243703,-0.020196947983889914
ITGB3BP,0.05928891269983156,0.03942399304493618,-0.016678756487194114,0.012072178724980507,0.09151792204412106,-0.02381923717052595,-0.021481248417707405,-0.006821642016242763,0.0427243229295877,-0.059142007776592474,-0.02573232578487807,0.032084284671021666,0.038298143679027286,-0.044566875559760855,-0.013046710508017723,0.0011953850099652352
AANAT,,0.027579196497947055,0.004219096477155349,0.007868211945085357,-0.012443411001679729,0.005854436189465195,-0.016518920615277214,,,-0.027340041098019907,,-0.024981277536730875,0.03704990850480381,0.0012029921721369977,0.0680913131259722,-0.023462898124000996
RELN,-0.021288962440972944,-0.03002762581038813,-0.02669785842262478,-0.023132407632346162,0.017070672833696034,0.037366572727555544,-0.05804382694158276,,,,-0.05301865730757352,,,-0.039355714032307434,,0.10114250170020522
IL15,-0.00830734503362084,-0.030625582814978642,-0.021705135477855114,-0.00345556692395116,0.05659131177144432,0.0691273863911062,-0.03385095810146542,0.056189046524229944,-0.04404441640506478,0.010750300684664232,0.057518154849832887,-0.006372445563020355,-0.03821341760706738,-0.012440254343290953,0.021753670228506234,0.010743882464515537
UTS2,,,,,0.07028815989504268,,,,-0.01023985408342679,0.01806797290844075,,,,,,
BSG,0.07417533773037922,-0.006572698305579869,0.036312347806680266,0.011549167393974697,0.002156672565115202,-0.00629965212417551,-0.05151036871655586,0.06580530770430286,-0.04838008297070827,-0.06264936021504003,-0.034751210584550135,0.05106116461445617,-0.003213941445616887,0.04331073646446081,-0.0652556954940841,0.041685529768645556
ADAMTS3,0.051014527499639716,0.02132584858069876,-0.003290383805977089,0.020622637147068756,0.06437312440790627,-0.024047265011258444,0.11734416669523601,0.026003398659558617,0.06121484128663234,0.08688972602121002,,-0.029912536650761615,0.021929067823174043,-0.008032950059515246,0.05452629943866284,-0.0350469700467285
CD34,-0.011314931501085099,-0.026170165619469617,0.020045165501895487,0.0029242231491246884,0.08510379674935946,0.07451677238175747,-0.04203127937524299,-0.026468027642041408,0.08260451864113769,-0.005997703678808177,0.05439517542944777,0.07815922460685612,-0.009439349839710202,0.06443310330231589,0.035032937318475184,0.08107277152088653
CCL23,,,,,-0.014158626458425038,,,,0.1563930398484247,,,,,,,
PLAT,0.02448450680881408,-0.004978838673383454,0.022133844857532278,0.0012770391654198232,0.04752406062350851,0.012465151139231686,0.07666272345743162,0.015912041427480934,0.1252893361854758,0.06644157084772606,-0.002838939037202484,0.093302807372156,0.0014393347312794797,0.040391270691971785,0.04558538648549264,0.0275921188936563
NTF3,,,,,,,,0.019819740625614247,,,,,-0.01958476644456516,,,
LTA,,,,0.017286116776586636,,0.00705871632353856,,,,,,,,,-0.03599084603793341,
CKLF,-0.008919874076030131,0.06351017104176794,-0.03168718364392117,-0.02500839332515531,0.005183815670124078,0.01045748177585877,-0.014780864228555481,0.07923181114822478,0.05816364079326629,0.03203922788214642,0.03596962616762317,0.03197419192404501,0.016266598522833544,0.019286536161625456,0.049653111897174106,-0.007740996946134063
APELA,,,,,,,,0.0759212115234929,,,,,,,,
CD24,-0.012913501487664514,-0.04365145476584942,-0.005955087470850497,0.04994310960769241,-0.0396743143356917,0.0753673654708943,0.013248403105524983,-0.06741907130901402,0.06669720087469111,0.018482762844912046,0.15720477529585192,0.05314842636787689,0.023990828781885108,0.0029215595895113766,-0.011462253098682254,-0.018922632762904647
HSP90AA1,-0.03026912199623337,-0.04146176973464871,0.012954204045680285,-0.009641838340536153,-0.0757091519180611,0.08169551822477998,0.053271026839082844,0.005276904244019661,-0.027395167653794125,-0.0854410145772883,0.05274377553418707,-0.046013577557237804,-0.03944510443973637,0.04045732775513127,-0.08464889315345134,-0.13746861569773697
BMP4,-0.008559251521335689,-0.03769082145563337,0.010945607007304774,0.02950465797227917,-0.006768581691397584,-0.030448196045715633,-0.02634803682336974,0.023768989951241055,0.06087053738850955,0.10099551024825514,0.11685542457812496,0.0722058725075336,0.01860684910423468,-0.03793004707754643,0.03937602330027703,-0.06506784277931627
SCGB3A1,,,-0.01690916421504318,,,,-0.029077923069778126,-0.005168307485557139,0.03690456281339358,-0.043581948301251866,-0.07646640850063262,,0.01101674045901883,,0.042520645383961005,0.00013516914278718947
IGFBP4,-0.00024866663579573126,0.02747583425133147,-0.007293567732956642,-0.022959721470564347,0.05236583341565211,0.05818072192750877,-0.02566406114776283,-0.020344358324766065,-0.004201733506391351,0.013823195258680226,-0.014148379653556871,-0.00787655325747539,-0.05761904311211156,0.02195605174855403,0.056887676699472436,0.13080274495478872
RSPO4,,0.08725858059900858,,-0.025803920744092098,,-0.02344899042116359,,,,,-0.028087400960009962,,,,0.07261489410615088,-0.011873728434159871
LEFTY2,-0.025425571117910477,-0.03563491010034581,0.015805363676266015,-0.005857746885130332,0.0818518083861798,0.012467652592327268,-0.01757057082793023,0.027766409490859324,0.03795511196189318,-0.010151958905144401,,-0.03192395553284449,-0.018009125617238896,-0.0015973794216471628,0.06473376997463919,0.08612987432867066
PF4,,,0.0017400711128764935,0.014034442749463834,,,,,,,,,-0.014355817153799962,,-0.03599083770938468,-0.0004960357375700234
ANGPTL2,0.018457598174464074,0.06621824459550313,-0.01742518529398004,0.005925575313836718,0.05947870534631115,-0.02390922899599155,-0.03732471780057487,-0.11119974282501098,0.04551245768385835,-0.032891983485815825,-0.07483568159574937,0.06172499246355397,0.015346287953973541,0.02693193082589659,0.015130233987408866,0.16114113681166736
LRIG2,0.022541482572032773,0.0289651010314464,-0.017760910244380756,0.007903212476737165,0.0029338852313751107,-0.017554042416297006,0.027137390543683634,-0.043364658725240514,0.01730459046282131,-0.005949933579567121,0.055046916079485565,0.08414651502945411,-0.03894108119219846,0.11597892875137343,0.01352017043453512,-0.04499511881598208
ICOSLG,0.010880046588313355,-0.02121699964616142,0.01628040129803155,0.027003536191043433,-0.038513357114053966,0.043725386976686126,-0.01456569259924798,-0.01832892603241011,0.030871162247585713,0.09171942586287887,0.004508407811664701,0.022752005692203772,-0.0674595139712679,-0.03802728794322725,0.05517885814215314,-0.017962638500227775
WIF1,,-0.04950914080346638,0.011374387622557228,,-0.049549709691521095,0.04386243934904012,0.022355342218099847,,,,,,,,,-0.04252786780641268
NPPC,0.07153061823292875,0.038268488322008735,0.05634201738960477,0.015807374930204506,-0.033503391716952956,0.05692239041362595,0.005281906989772783,,-0.027980575143428405,0.0774201792980213,0.10741484149301848,-0.029912479201943763,-0.01232311288229436,-0.013147692365016339,,0.04457353268948123
LYZ,-0.029208321569389337,0.02546852778801285,-0.00404763000323076,-0.028912331667142115,0.07416775095552836,-0.03263929768798766,-0.026168526272379863,0.048273768245112654,0.11041842040647713,-0.15505977462431633,0.1449238423046169,-0.034549303715392284,-0.03610479445125648,0.04038110594831629,0.014755822116952465,0.01760115124473502
EREG,,,,,,,-0.01807498258709076,0.0583013364355132,,,,,-0.03668169267674355,,0.03871659196740182,-0.026682694325823434
SPTAN1,0.067521774638766,0.032032848315268606,0.026112924705507967,0.009855775626300127,0.009018369532648103,-0.023397906401416486,0.046119930345683686,0.06117606496528909,0.018336297935378134,-0.08400011311838895,-0.06411369277714511,0.10145573785120321,0.04645397525845247,-0.06001400145014195,-0.04502335101580278,0.004994865086506906
LIPC,0.039480770116294514,0.013641136463585982,-0.02147423575210984,0.07523868705719464,0.041733818470051094,-0.01727729612975528,-0.03237196437587979,0.0067795667681917055,-0.029670535732629545,-0.054919995842989434,0.009509917940528544,0.1423233507992289,,-0.036647053954985735,-0.04550604131478875,-0.022089779210396017
COL8A1,-0.01117037283099501,0.08963451033871411,-0.07085877560600541,0.01526331737838882,0.11335883985435324,-0.008234437590598666,0.06814582486808643,0.039953088296150005,0.046526399919565004,-0.009282855484067513,0.019045087711973246,-0.007748300218325507,0.005492695027554199,0.02918717670509797,0.017312223899282393,0.0568741785507805
GSTM2,0.07857487429142729,-0.035909094700902075,0.04003791995037981,-0.0230804616512048,-0.04558378128184468,0.0303579940850199,-0.009448332351412358,0.01856621807522809,0.06082914236993781,-0.025515209635842508,-0.0180007595890494,0.003547635880083316,-0.01700372868095484,-0.021177238629359704,-0.03434510586549055,0.08565052555489963
IL4,,,,,,,,,,0.13049011790004666,,,,,,
SPX,-0.011752940643810545,-0.022719685349704345,0.01729487443858691,0.06803941139257598,-0.00805127461688135,0.05725967760664544,-0.05090122915746361,,0.005379272118299204,,,-0.02544314411494694,0.0734379049621575,0.0550983908071439,-0.0034935412549280303,0.01668995989100108
MFGE8,0.03820591598380054,-0.010915104029958475,0.010310432516896235,-0.00219852298002451,0.0023351469064667,-0.04132002172955987,-0.03135236368322325,0.02141420525925391,-0.06711363505312921,0.02002794595565002,-0.04565230705756729,-0.023596387266803184,-0.017922074553105318,0.0030846319642153413,0.08273063766340989,0.10596741346364218
TGFA,-0.04900445098115789,0.007278690786406112,0.024815616546631874,-0.011904189043343893,0.024417531262998338,0.0031202019679626995,-0.0011453625989582788,0.06251892038577386,-0.1079612136283017,0.0369540947296996,-0.016766460279603115,-0.058301359718474825,0.04327075730587081,0.04423609872366429,0.10956495038684168,0.023966135466993926
SLIT2,0.009975838650692688,-0.04311419318525668,-0.007732921769592038,-0.0390574832952489,0.061138441165252556,-0.03627345113912329,0.0022703565660935083,-0.009410275219998928,0.09391314428414854,-0.027717396320144198,-0.04202406626384174,-0.033828368597651245,0.03353493806963708,-0.031624139644101656,0.025215509018234775,-0.06055563361616609
PLTP,0.020924630517187046,0.02753036584689167,0.019613138888811173,-0.059103269966139044,0.07947913154074669,-0.006499611217226377,-0.0050211941353801946,-0.007931430075483983,0.0942530518143354,-0.057817337289017535,-0.01004099083670644,0.05462625751230327,-0.04689189651560736,-0.02953010920292849,-0.030942631698778107,0.1195835993632967
APOD,-0.08227403012128864,-0.008968268844515518,0.024877138880364802,-0.012258182074959384,-0.03769378500099418,0.0887847674488465,-0.09606287364269976,-0.04395077754736389,-0.011096638188604943,0.01879947087946937,0.011240603702939505,-0.07829756515444294,0.07431140405413716,0.012170319926600084,-0.10601116526579656,0.05404008992418961
B2M,0.031219057625127847,0.017550210076144976,-0.00041317025491546263,-0.04113783369737897,0.0683273846007939,0.07075889616461825,-0.024253726957178583,0.06402590650635032,0.07271610257274007,-0.09386530022057857,-0.021986634508431337,0.014803915331507947,0.020239352030267495,0.0068795782216572125,0.03263560669234043,0.10327803713844359
OMG,-0.010457500572230449,0.002185274853543187,0.05987537216504085,0.040810975062962794,-0.0018195582696928921,-0.01774122930842639,-0.020213193881535762,-0.01258898959836629,-0.02435602994515133,-0.06994749112090295,7.637174819750587e-05,-0.052749751559684484,0.06742377329248232,-0.006901249369187544,0.06604779851492577,-0.03941781787376748
CXCL3,-0.020679759601567857,0.0031458410410553092,-0.01176257153557962,-0.052623583690792154,0.031320978220002536,0.04475962495643219,-0.004874103040965681,0.05117322736296207,-0.028836788652305587,-0.015157266928220867,,,0.025237215929725,0.07129915617428749,-0.01574611864949141,0.024365420594744287
CXCL10,0.07257136394255413,0.09863174283380936,0.05837518689807806,-0.015827822564920224,0.03834940653780786,0.028839165776071412,0.10107588395828757,0.1396033569166028,0.10567825500771907,-0.10076813436959911,0.03782929150169481,0.014533624701094577,-0.019255312504228655,-0.029856257460842212,0.0033127859734873137,-0.03411294410953912
RSPO3,,,0.006947941590259033,-0.013326837789381816,-0.020432740668861405,0.04713404091273138,-0.038819664811047365,,,,,,-0.0034189962195323395,,-0.025649281589747806,-0.05697270094195865
CORT,-0.007022319806615416,-0.023852452768961342,-0.02692107672064374,-0.009037041402510958,-0.03536343556294339,0.008464614534760896,0.003193115599691095,,,,,,0.17239261721005053,,,
NCAN,-0.026640558798196105,0.04972746078019081,0.058400343349460364,-0.018971219485896366,-0.04747550928261159,-0.03151660324560501,0.03385852775609351,,-0.0769668858963982,0.051896280339807324,-0.057166963984147806,0.09877192553167514,0.018808889221392722,-0.018561674404550952,0.010759893232078566,-0.04009699940254513
PRG4,,-0.032552997706996524,-0.025429366136670604,-0.013153014178541467,-0.017700304726842444,0.054540806602198136,,,,,,,-0.003891971154585237,,0.018980826795431817,0.030190530641911652
ZG16B,,,0.1516429286985774,-0.015265681564425747,0.001594193611961528,0.05390058764240654,,-0.004463226456709745,,,,-0.027770817105499095,,,0.036560022535762765,0.032786391705897505
TGM2,-0.00568112922321035,0.05031081367681312,-0.041833192581016344,-0.00758672499718719,0.01072298680881251,0.002033273689252278,-0.0034228295331226516,0.049191053625831815,0.11372712113542575,-0.031503584660388655,-0.06265838610073711,0.03236178073707675,-0.01359999971541799,0.04631650283779597,0.06582012161672869,0.07152925103331323
VEGFC,-0.025679478224767818,-0.02335742579704563,-0.03228763929037034,-0.023442193113762753,-0.023336740454839605,-0.03602687780506516,-0.02042465162256923,-0.04621859896524912,0.06684186226480908,-0.05951047185647756,-0.04182525026997475,-0.03599649433751774,-0.03009988141100215,0.045309334101074,0.03132733132432653,-0.01094448433287941
WNT6,,-0.029623438530736502,-0.0024727300919211107,-0.018192312228700148,0.0043702249810101635,-0.03565216110221861,,0.007348321869730132,,-0.030746710045657002,,-0.026410050327726097,-0.02792023488784719,,0.004341228575041034,-0.02043009005574641
NRG4,,-0.022076437242892162,-0.015573935438508168,0.09348552925461037,-0.004263496572060544,-0.030777205943039527,0.0017815489111068497,,,,-0.05580232727433957,,,-0.023472370857822566,-0.02564928446442032,0.0022301024735288185
PMCH,,,-0.017949798718652345,-0.022180394080906097,,-0.011446257747423248,,,,,,,-0.021077557802741825,,0.04812934345402762,0.06136433279820562
COL9A1,0.0556295363261839,-0.0010246313994317121,0.0444547621064951,-0.016718999596870326,-0.0261501488983526,-0.029049963849792863,0.01279860277967283,,0.03946876823268913,-0.00977924307138065,0.05864024443049333,0.019921705697340215,-0.005238302123877783,-0.010320408816134316,0.01907504838628319,0.06992941100092867
GDF11,0.03979263705079595,0.012587550056856592,-0.015488321956414062,0.0063761340241818894,0.0405447926573791,0.02048999971730234,-0.03456165859092457,-0.055081803723260395,0.0648505006231127,-0.01809099669201796,0.09611340643792482,0.005298133219060805,-0.000986640466243515,0.01884806117404318,0.05235535777368228,0.019465411166965315
RAET1E,,,,,,,,,,,,,,,0.003718352893751617,
IL24,,,,,,,,-0.014141372295572172,,,,,-0.014126920948048424,,,-0.005879674364555724
SORBS1,-0.021247601671917634,-0.05267375336442903,0.01621869077127242,0.004991134247153517,-0.025984896235839466,0.030397683275129508,0.0716142872565514,0.05858921069256794,0.005044728706414837,0.010642470986049283,-0.10215680224429816,0.02225226364809285,0.013858544327222647,0.0545152016314717,-0.038111378026865365,-0.009257428940856412
DLL1,0.013046660076039088,-0.0003481105795267977,0.032438998589711616,-0.025386837882037504,0.014553367723666895,-0.00023981150859189344,0.044639701953710566,-0.05136035916635079,-0.005905778624981941,0.0782963055702692,0.004500223322389829,0.059914036185314885,0.10641737562225677,0.0014108925388020433,0.053598729277228294,0.04486127477659223
TLN1,0.049272839757284116,-0.03659999115165308,-0.018774860304410525,-0.005365148081312088,0.040384680857031924,0.026043088819896452,-0.015258024247516684,0.012100793172799494,0.04665365225601636,-0.08272316214873038,0.08108235191983085,0.09128406974428875,-0.0972322662958063,0.037389538493996954,0.021296427961446658,0.0724753154551051
COL2A1,0.055160637252070724,-0.022596687292212914,0.06672865746286792,,-0.01633760937789235,,,,,,,,-0.024702108787908246,,0.0064407999304771524,0.044833864516539694
SHH,,,,-0.013668141273157871,-0.012843346094374953,-0.009530151381426318,,,0.14856625524338876,-0.042589918757141666,,,-0.04074406445854547,-0.049787539500198735,0.09814115273605006,0.05746689370361844
PON2,0.021738483023696874,0.04732908863187286,0.024136228028479534,0.0027544497089568034,0.018470740205090593,-0.042848579722778904,-0.021096534246949388,0.07528673093339225,-0.010768181977064393,0.11660285028606512,-0.0352219471044475,0.034192344768423776,-0.024625123592164896,0.05243416356506639,-0.01653085399421589,0.033515560431401324
ICAM5,,-0.029669587733508397,0.020889499183682114,0.060866126978231294,-0.03192528528251353,-0.005540020421026801,0.0015664446607674522,-0.01338654641013915,,,,,-0.006272297109763803,,0.1081765313937973,0.007188611233386592
HPX,-0.027397017350595843,0.0325799961520235,-0.002058825158300588,0.03675711579668034,0.00789165473150508,-0.013944145415441667,,0.07541274828508626,0.047740589400149046,0.05593470135048809,-0.005083024663102826,0.01888065795421573,0.08525206891817926,0.032594977012998225,0.07326726888482676,0.05406156580961706
SFRP2,,-0.029419579345054302,0.007811634321470388,0.058696010892391244,-0.013038930913239554,-0.02620189499226469,0.05060336752217593,-0.013956285340625506,0.053280821485225484,-0.05249830546530765,,0.12034347120152598,-0.013520287905606386,-0.025368062933184124,0.041445887125853655,0.06062405963679702
CFC1,,,,,,0.06206100700645508,-0.018566699843833998,,,,,,,,,-0.02718565973197242
CD70,,,0.06802042489952244,-0.0032235843723038096,,-0.022959943050543958,,0.01123376857544879,,,0.05709030717398354,,0.013449922914991225,,-0.027886249714737663,-0.017111616497708506
HP,-0.04785864623835089,0.04653693738993286,0.027651857884020564,0.0434816309798074,0.057985720018073984,0.03522236219712423,0.08545519918459117,,0.07741629280516645,-0.0655965844196749,-0.03391800789462368,0.034732253717057335,-0.022883991049595973,-0.030062063535798343,-0.03836852418654351,0.053824945047370835
CXCL2,0.03897796985704269,-0.008781742423845352,-0.016220553660166354,-0.03320187678094746,0.015244275960995497,0.022006924911325214,0.023982024367953384,0.05217663870162113,0.2568230401011337,0.008414435188436386,0.037124917006476264,,-0.022342951569542517,0.045441014095047916,0.03287678290463982,-0.013653756025307238
