,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.010464977337858443,,,,,,,,,,,-0.06443112891562669,
BMP1,0.020252413220944076,0.16665103661883846,-0.05056309850416002,0.04582702796169258,0.09671583311741912,-0.05035530013109051,0.06052719949139026,0.07465631142355596,0.003014470351090287,0.05274029813810246,0.13964041582555914,0.016088843093304387,0.22678515645390326,0.21413431156548246,0.16279233572805415,0.26511555284014393,0.03996316194105007
NDP,-0.13010078484283835,0.035256422251117796,-0.06410446776246866,-0.03547737029251273,0.008463912992218882,-0.025145274500419236,0.023478347930520747,0.013597154375586291,-0.027338895989156065,0.09306071383454244,0.11504690987615164,-0.0459479921067596,0.1560175441576179,0.1214497005427733,-0.03803961798111795,-0.1963520482747492,-0.07058590477306644
TNFSF18,-0.045834448963921234,-0.02494114405351043,,-0.016548994332352226,-0.015540177179490973,-0.011390333453262283,,,,,-0.042323114040806,,,,,0.045969098912237355,0.01258058757055729
IL36G,,,,,,,,,,-0.02094721403180389,,,,,,,
RTN4,0.24672541504372614,0.0584713318750939,-0.02792101438575343,-0.05490273157127177,-0.007451638967620998,-0.038640169768692834,0.0025777249042143605,-0.10797329430626973,-0.020486127821002332,-0.02045098895504003,0.05822783622021069,0.0637137973665776,-0.026061570287252454,0.0010585718292248846,-0.1851795121756764,0.08606711625508871,0.007824116610004275
HEBP1,0.13177178546062038,0.038772750495098894,0.0457414159149832,0.098215577844456,0.006202273227251408,0.014566136798872831,-0.00026734226923165336,0.07840887310950302,-0.04099653323566912,-0.011581729141646242,0.02316350255191346,0.058839398323998184,0.05643345111395271,0.043567719891132194,-0.048336003170708304,-0.07714215822248088,0.03715930457090619
WNT7B,-0.03343248744832483,0.025283006183611074,0.03554258275680089,-0.013109172303396808,-0.043314217993073674,0.0028851836694043726,-0.02439076214304749,,0.022383689064873546,0.06561249428670612,0.0702229075525102,0.16963702838005662,-0.024690421489104965,-0.03319956120142143,0.04950984750030664,0.09376446535030962,0.017395678981617178
PTMA,-0.009466737385768824,-0.14097096129096423,0.005156941649884651,0.1050558574590538,-0.0743219587482995,0.04114733925662146,0.0006026403241148463,0.10859436044563278,0.031343377037391984,-0.02196777662789721,-0.017873260007030843,-0.14066437081457173,-0.17321226534982975,-0.07061829472499712,0.08608454484673718,0.29323034044145835,0.14676989434837606
FASLG,,,,,,,,,,,,,,,,0.03812004325498876,
