,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.0015822551064477541,-0.015160687619247907,,-0.032414553271327994,0.025641936514767767,0.05468082022942405,,,0.018577183347966597,0.02361034593843604,-0.02862110787482195,0.023480746128360288,-0.024974906958821517,0.048921398233322894,,
PDAP1,0.04399557460175596,0.0016916172572322577,0.05417474500750511,-0.03294730115143026,-0.007154047929299461,0.05343923692386146,0.0227865420862389,-0.0064646862105712435,-0.05558590070168379,-0.009305407113594573,-0.05356809190798745,-0.01974293203613566,-0.06506476611373563,0.018447238920906682,0.010341646798821345,0.030568639801468997,0.008310688646903241
QDPR,-0.05197720052260041,-0.012702017060877575,0.029321688242073787,-0.041054930076381856,-0.06514323878106895,-0.10218634056832991,0.05099122386500241,-0.019326752897954613,-0.050954042635666795,-0.022347481560334413,-0.02349431559914869,-0.0017533950727621483,0.05003156093018388,-0.036692282990836475,-0.04410305462638898,-0.06660854332146525,-0.004835852372591587
POMC,-0.039506657960054294,-0.005614003362534876,-0.026938123123919733,,0.010065833749312055,0.015693097255810987,0.046404954492692885,-0.025814621409022107,-0.028026153608042576,-0.05935368897941462,-0.039764358389371694,-0.020448029768246882,-0.038277314280921355,-0.04085566694020698,0.0905977093240183,0.04232752356727349,0.02054970011706277
CCL18,-0.04289418323702236,0.029293438617390127,,,,,,,,-0.020824180514716073,-0.021732894397213386,0.050470191305735754,,0.052703181824375174,,,
CCL17,,,,,0.028916318608494404,,0.029257201711374848,-0.015506253746826994,,,-0.004002917196999073,-0.01952576141487385,-0.0321366727396061,,-0.03570167484733275,,
VEGFD,0.041487914526984464,-0.033873097200400666,0.09978253395043372,,-0.020931768596003944,0.07064320321324978,-0.023625425634746892,-0.016618532420893683,,,,-0.014309521765032788,-0.018737133924998914,,,,
TNFSF13,,-0.02556172612873547,,,-0.012959456374833322,,,,,,-0.03530738958257623,-0.04490947731762156,-0.004752659978519365,-0.013714788275732854,-0.04391474611053622,-0.014866262677838575,
WNT5A,-0.0022413406400755933,0.008827668681911559,0.013187147011530733,-0.001076823342750156,0.017385372735232007,0.07955558673314699,0.0736989419004749,-0.008182392550790913,-0.01804707769053441,-0.01711781992139447,0.09228488643888011,-0.011742696209397743,0.00964211111825259,-0.01570911993796081,0.03313984003961135,0.07507805386832046,-0.014503158111331545
CXCL8,0.06671390285068277,0.04789237770744738,0.012580896552871597,0.04473382334638471,0.02272356655441048,-0.03447529856766652,-0.03093494868222149,0.04833829219427446,,-0.03666424842246713,0.17761063758031803,0.06199922067311329,-0.033552525310908105,0.025046154306396885,0.06031629914455171,0.1502661693113481,-0.03538391030005365
GRN,-0.019902213078938753,-0.007054126530467085,0.03310789121684083,-0.1221012093935418,0.00991306503352726,0.11101684853617713,-0.02303267530821165,0.09193155180876868,-0.08320985643610522,0.07990597663593128,-0.02667410621740546,-0.04442628407087273,-0.09830515227249471,-0.03880925716621384,0.06257563932661996,-0.05678960440895074,0.04133752015315288
MIA,-0.011454994195687651,-0.0614420113017923,-0.0021001729509340706,-0.03824743653149059,-0.032186625353606835,-0.013204051315583158,-0.01643602818211041,0.06538136449074067,0.04777880335097184,0.06802904520754,-0.05352862867338172,-0.029494066601389823,0.00043107091280385304,0.025948408166900052,0.006455692702153061,0.0058499638455093116,
COL4A4,-0.04865178149890084,0.03736134904638644,0.0783365444648713,-0.044238099913797305,-0.0005420223033800581,-0.016406619971135638,-0.023151228024181812,-0.022077890854701764,,-0.02632827075392885,-0.05392302779754945,-0.0019521566656648635,-0.028176544064396892,-0.019009726846144357,0.00588147800692211,0.08120669457981498,
TAC1,-0.0515120791226304,0.027119544714523304,0.011000204066848372,-0.0982470909751492,-0.020495314289106316,-0.07955389045305154,0.0169830487782108,-0.0007641922326658766,,,,,,-0.043088829417708356,-0.018225721010263714,-0.06372022468447613,0.24803953203141677
RARRES2,0.03193874077379235,0.0611359185591593,0.021215572867537575,0.032139017746045044,-0.031312685897962905,0.10774532393558553,0.042452911633773925,-0.012203130170955583,0.01654065973711554,0.044975645008361646,0.02806824680755322,0.054374694443833686,-0.01816162933783707,-0.01735372129635452,0.11067144531819041,0.06344002860122112,0.058326719820226906
FGF7,0.0900216629716754,,-0.02450899021382405,0.014261706255446302,0.03360476403521956,0.011468001167186595,0.005189852135174931,-0.000437921338003815,-0.024579288033138105,0.05376407985223251,-0.009045653601173318,0.005591851498153473,0.04258291710562978,0.040758264248126376,-0.011778519988600173,0.023941764238445483,0.048879721228715776
EFNA2,,,,,,,,,,,,-0.027202447622407054,,,,,
HBEGF,-0.07110193271877759,0.06909486293315314,0.01135720744821298,0.10851964444390828,0.054355301702107575,0.05768198031688071,0.017138268224560032,0.014149995893698942,-0.014624242998940601,0.01871720380916052,-0.024917159963815383,-0.03682480258702895,-0.008542212387723713,-0.004682612518044075,0.05041203589215831,0.06289706313624881,-0.06738846769456741
CSF3,0.09490735354886466,,,-0.03096498833589656,-0.009439195616049272,-0.017357888141240757,,,,,0.12829183326547583,0.017779299880616658,,0.01676643486338336,0.015305457829826327,0.05912527551405342,
PI3,-0.012921442391647093,-0.025903431051383735,,0.0006184049233550084,0.05181893600570084,-0.019545211146362713,,,,,0.14686087399285067,0.062329464764621666,-0.027305344865206315,0.10449210729326053,0.0256946825768762,0.08831963438050183,
PCSK1N,-0.04147808256350617,-0.045681850498935604,0.032815250587402006,-0.11490698975884837,0.002956093759828702,-0.017688286670724626,0.014417602845975309,-0.00149546173151543,-0.018354939291612443,-0.007928059710584159,-0.03706573720013352,-0.02844505944837545,-0.08943897748432887,-0.0024669790258989486,-0.040973431000297655,-0.04894000560516899,-0.0322306394525755
NTS,,,,,,0.0501040039906711,-0.0264475868597755,,,,-0.05459339340364654,-0.033141020398305666,,-0.021131175318819008,0.00382829158774636,,
SFRP1,-0.04258131472898328,0.03236784779060436,-0.008657137118001767,,0.05474659141178708,0.04100991124264329,-0.012840642339420385,-0.00844779249963061,0.026248974803602505,0.010925783751151661,-0.057968461249174,-0.01104352211284238,0.08502312764081132,-0.017339255800267447,0.04487596590060476,0.0006976418994741298,0.10041169443963634
CXCL13,,,0.028232596078303793,-0.02248424539574255,,,,,,,-0.033545020643227084,0.018143402689348966,,-0.03202581311647172,,0.0350868804803808,
MICA,-0.06565408504758531,-0.005143037749715766,0.08112639027305601,-0.021799269805575516,0.026811864387827383,0.045286693165028515,0.016713178464473687,0.013185997270153654,0.014875976050569407,0.01884335251840808,-0.10599354713195225,-0.03192280464883343,-0.04727503917081021,-0.023512874534372306,-0.0024871226198883395,0.11143816834769675,0.03786816356074195
TG,-0.038783204547355545,-0.019803351904719387,-0.020615480521565994,,-0.01769080395248364,0.0876007653568968,-0.009553683227573023,0.006154752023954424,-0.031407879356323005,0.050544619066701164,-0.031094816782672265,0.0208988628663612,,-0.0031076970250164585,-0.011163165045061174,-0.026408207959797314,
ADA,0.0951865965892612,-0.015279933349002739,0.07224160380904768,-0.00894191588505993,-0.00493608234227454,0.09429905925525328,-0.052553765379698913,0.027179912293624833,0.021912093882423003,0.06103098521687795,-0.07611627065537305,-0.018345814733274405,-0.027808255574654082,0.047151035259106196,-0.0013999185212723343,0.015381810152989967,-0.025044590092791065
LAMC3,-0.05443571517780006,-0.02348371801728164,0.042390620430213286,-0.021714943403729686,-0.010856627614641741,0.0820520913494739,-0.0660487137722797,-0.023180352684327405,-0.03405672440195174,-0.04933798418900133,-0.01191936435861439,-0.04531076230759104,0.006163713550127317,-0.030584483524294624,-0.033103419962913,0.03351573061477037,0.1018106097063197
CCL7,,0.011923278371168283,,,0.07577175500053382,,,,,,-0.008406631450959457,,,,-0.005879085451720006,0.08991952238139553,
NGF,-0.0063355756724872295,-0.00033574436159482696,,,0.12846766968261178,,,,,-0.008289879586741537,0.0011401151884850417,-0.026836800961358945,,-0.02862336597329342,0.06069318705529323,0.04239545471709428,
TNFSF15,-0.018235521417864498,,,,-0.014242761573756974,,,,-0.028950114090349765,-0.031252891011126896,0.005835478296000175,,,0.11896536540438897,0.03668145200432735,0.05420465272586127,
HMGB1,0.014047502012848231,-0.08476034327740647,-0.02538510658932939,-0.09513769767809975,-0.022461899985937468,0.10351272842405006,-0.06856090826573452,0.01211158555836999,-0.07090649029282153,-0.008340612923835741,-0.013641985298130018,0.01432211905099139,-0.014484649849136609,-0.0026302936160659935,-0.005198560843610678,-0.015375516154396175,0.04000342746885107
ITGB3BP,0.017339782902278587,0.009390067676310263,0.0631194725505807,-0.027731493985342092,0.04207369857343303,0.08111955559102621,0.02885833533307683,0.009132628869065854,-0.0023243055318996663,0.06676304293342832,0.07886065392977108,-0.07362797273766544,0.05629375742987597,-0.03171286659557456,0.05307527926583663,0.027332274986617843,-0.008654539367566504
AANAT,-0.014457602215864366,-0.031260177654070645,,,-0.012959457757971431,-0.01565728484118922,-0.0064677193976279464,-0.02080015621217724,,0.041763590416323985,0.012109064016432925,0.05231926418531979,-0.03975203316765013,,-0.041675155357659886,-0.03361714042691074,
RELN,-0.048329182107475055,0.05773554003536581,0.0015290435850563151,-0.034871308086619854,0.02840257250157239,-0.04594338635446425,0.0296574515761711,-0.023027568261994757,,,,,-0.049712368613958766,0.04230415689795485,,0.06466449075297416,0.09563288764229771
IL15,-0.03745653667416565,0.05071793934959633,-0.02626380678600896,,-0.04498189228690603,-0.040840579143748494,0.04990580045275781,-0.01929118351921294,-0.049417500108456386,-0.03666434424773446,-0.030274126261050933,-0.06013321229122103,0.062364916867538076,0.035265683397336475,-0.013215019955397976,0.06028263391792776,
UTS2,,,,,,0.10085811131735105,,,-0.05350363071383617,,-0.026202386893081193,,,,,,
BSG,-0.003438743837931543,-0.02077947318065653,0.07224769368891666,0.03860127029201995,0.05768259278724026,0.0007531719633777001,0.015733855324782078,-0.009310709034155588,0.04817346506766246,0.013581104950547117,0.0552395628174043,-0.012526121569641955,0.020210787486460848,0.0784997862343397,0.021461368936236132,0.14422650110125737,-0.025107224873162196
ADAMTS3,0.06558873657689596,-0.03848570629807833,-0.03622289393182907,,0.02436462949369049,0.05905829198126205,-0.02658200367922627,0.02226490227657862,0.03980726741681938,0.1594889672221194,-0.01170069621729295,-0.014965109942212578,-0.0027927872651606583,-0.016080601254393877,0.05800564101473377,0.0796894110673018,
CD34,-0.04586538176872535,0.013673192503562652,0.06456891322227543,-0.05134335808642489,-0.035041065874367526,0.09611873181674596,0.006883836122732883,0.036282444098198745,-0.021072378300165253,-0.037143307236934056,-0.06901582455860367,-0.049033403214908546,0.01536122868637431,-0.030336797606461418,0.02083125419210725,0.020566996895096466,0.048312623286078965
CCL23,,,,,,-0.017815504718893697,,,-0.027317603082089238,,,,,,,,
PLAT,-0.0333413864083052,-0.00173370026499874,-0.0162013414826288,-0.1012224536102795,0.002451227556719731,0.07409356922588708,-0.04848905585733977,0.00022854048054306381,0.02587480444717764,0.006854525106032815,-0.08558054958855535,-0.007217890239838896,0.04380095755077738,0.008489447463911108,0.040441395463238855,-0.041245749949609556,0.05397089465980015
NTF3,,,,,,,,,,,-0.0452705952544718,-0.050842594809333445,,0.016363023393467502,,,
LTA,,,-0.015160689175006011,,-0.016393147255787836,,-0.019349515953820614,-0.019291185900525636,,,,,,,0.03790189561570737,,
CKLF,0.011825619207312673,-0.025160068773219683,0.03370591385103844,-0.060729757452161096,-0.04211683746221368,0.1075868042956953,-0.05509178172195453,0.030407465394971186,-0.056330504923433035,0.05378094027609276,-0.14459689308206852,-0.007924312784284588,0.03477981515735062,-0.011959409388815465,-0.013027854634564287,0.007540566569298245,-0.04559812215606415
CD24,0.060905895471987555,-0.015434687808332745,0.04327769465339794,-0.06934860996291162,0.041976614581067516,0.0589263949251776,0.0065461575995129345,0.04485147638547229,-0.021842529923259545,-0.00924324415900186,-0.06254361331657818,-0.02482148954573405,0.03561390992820494,-0.0658892768171121,0.07556949982197203,0.04125099535553389,-0.003256580135500768
HSP90AA1,0.003668921755184065,0.014469827035468657,0.007838575519193378,0.027728405140677793,-0.0468516867205809,-0.06083279068936354,0.05122072862611076,0.024036554451242524,0.05686738442941109,-0.017033860060343856,0.20112927773693212,0.015211460841044126,0.061776583616780054,0.08359082800691708,0.05537852574925456,-0.08451140257432271,0.05000635212445924
BMP4,0.018908637621343302,0.03497480290418953,-0.016071219245192125,-0.029487690442280917,-0.00853909018841509,-0.04795879757095288,-0.002465288733064905,-0.01643808286630022,0.010567819437149668,-0.04759332757613676,-0.08656484492544385,-0.018910425345725547,-0.04023961240385614,-0.01595043685028153,0.07783190629886809,-0.03145233344742541,
SCGB3A1,,-0.005832679255216167,,-0.0015830375678265853,,,,-0.01346113440612286,0.01104278573262229,,-0.0218043007605501,-0.052072475192316045,,-0.004717570456693046,0.008886790334630452,-0.02805974781519411,
IGFBP4,0.049682912755333014,0.03264886620112068,-0.012985234576294209,-0.0237869972092894,0.009622799788802582,0.11947506563903569,-0.03989421355601735,0.03083262425931744,-0.09127204930885362,0.06715912867323977,-0.08078432740892912,-0.0034867295003245015,0.002546538316082902,-0.039373416223340146,0.009939684706970556,0.06137539140468177,0.012991471865750998
RSPO4,-0.034241093782704665,,-0.02450898556079381,,-0.02509258396097624,,0.11594261012491529,-0.026759911890709177,,,,,,0.043308701431986375,0.06406638819885571,0.03085240297795522,
LEFTY2,0.015813785950785694,-0.0411290346304195,-0.01534688550465966,-0.06812318478991002,0.00505621317408394,0.1774882334609704,-0.014884853333516634,0.004070271341694502,-0.0030057893364656614,0.07585662474592247,-0.014159609506070753,-0.03127792737940587,-0.019048205215299884,-0.023578710882161888,0.06978899574277016,0.008547663155339568,
PF4,,0.06792752000244845,-0.013790707357841462,,-0.01115939207462388,,,,,,,-0.0072691005115137685,,,-0.032207842298207084,-0.0332063935594552,
ANGPTL2,0.039564546503293455,0.0034997636619848566,0.10152504416380716,-0.02525559083699955,-0.036214957583117394,0.043269604506623364,0.0005686783589855416,0.05355718997331561,-0.0382044799225136,0.043005283589776525,-0.07471404980895895,-0.033794444042119565,-0.05774498845777135,0.030229623847967117,-0.022814786016765252,0.04333543864342705,-0.029347898391270187
LRIG2,0.011111189237371442,-0.01802379987784304,0.004462316448447836,-0.0528853943611978,0.03655358947858325,0.07062035157251469,0.028463363418952548,-0.0706767007672748,0.06704782897288107,0.025545340001040123,0.04102911699849373,-0.021513222269871853,-0.06024074803413559,0.01805917946545163,0.06731728755019313,0.055524993586282725,0.003155764426707032
ICOSLG,0.039746862521609465,0.024311523659645777,-0.004135882562693371,-0.05929873446924539,-0.01041079034869215,0.0226047545998385,-0.01468600521823146,0.020762259886220262,0.023999407572782946,0.00439597380183567,-0.08372330789607758,-0.031020103464943365,-0.03813807705959871,-0.015391396255375169,0.0342129404178442,-0.005805931357714248,-0.04876845880909634
WIF1,-0.03498718752730004,0.0781475422160862,,0.07306406442971411,,-0.05349020339439702,-0.017366316959774433,-0.004079657355995572,,,,,,-0.02890665704301511,,0.01035037367621967,0.19175464521362398
NPPC,-0.06988109427887057,0.005791229559644275,,-0.02855513401198641,-0.017310969085531796,0.08643010834344658,0.009108035300030293,-0.008875708882032407,0.13067681961338667,-0.025970627221982172,0.0754558794016659,-0.0471747685533905,0.015974825514020418,0.03639160374204782,,-0.024970034294488977,0.15139496307829756
LYZ,0.017385230315623175,0.007496857286053959,-0.01723594427276703,0.022392344810277576,-0.004625420567573357,0.07415751628993984,0.00939284775655427,0.015197299458845726,-0.02303003536922818,0.00918725534313692,-0.01599853093906387,0.018662066009761384,-0.06003497626226905,-0.04113518205840898,0.05171534863098354,0.032190034081766905,-0.06952947362089743
EREG,,,,0.1027864923925795,,,,,,,0.06119170058475836,0.03740646658619541,,0.04090590881210047,0.06337333357300007,-0.038230395809542954,
SPTAN1,-0.08543923795454185,-0.04589759008882871,0.029348256198918152,-0.09430433836572838,-0.06220608827433318,-0.013271043281660079,0.0032609221910394432,0.012291369001756414,-0.029118027838303744,0.08450633114236675,-0.016233269455867446,-0.03404047093408097,-0.01933441734410318,-0.009628845316025529,0.029143919761072105,-0.08252911355528883,0.06486625610301246
PTH2,,,,,,,,,,,,,,0.03442032747276807,,,
LIPC,-0.03064124201316651,-0.02736308751948156,-0.020755751612023424,,0.03849604854383638,0.03477100294792382,-0.015601910083025375,0.005261851534359062,0.03168097359050972,-0.0533611867411144,,,-0.011970153857272898,,0.0486772326035316,-0.02270396890779609,
COL8A1,-0.04413645846722908,-0.001143873512532771,-0.029397005350260266,-0.03866035306130735,0.003468587349699751,-0.05491155236501115,-0.07138847945652169,0.03249317302358827,0.04911166860353768,0.06409004603874463,-0.05346701091183157,0.001081986345189875,0.04215414871334898,0.02987853482086451,0.05742225741324783,0.11099711667327815,
GSTM2,0.01700092679190582,-0.005664837510070869,-0.019154867438219057,0.024039550632192118,-0.007156862037531105,0.0035309794040936284,0.005070708657010363,0.023792081640727082,0.026943900056397064,0.08980798862876725,-0.08438538524678801,0.02649906028483786,-0.0323091268025518,0.019583645773491785,0.025410070739162263,0.059057093042436365,
SPX,0.07990872476246255,-0.027811222558520452,-0.0685250880261761,,-0.013286811710417217,-0.02560106866545526,0.07076929020195481,0.02828987265808737,-0.0319969508097494,-0.06131014496610594,-0.023291031474927972,-0.017752220858714578,0.042694825259109656,-0.03000234039984318,0.003102720476783532,-0.013361465630768808,-0.10306878319985005
MFGE8,0.07712869405867567,-0.011275009708869266,-0.00784376214520187,0.022643215477370894,0.021577262319420577,0.04994349381713229,0.03169940249354931,-0.064853587104047,0.0030982057732003667,0.045269642377820524,0.03981118579988754,0.004851145776818842,-0.025169472237542907,-0.06122624565896147,-0.021887522667076824,0.04592758300416951,0.02162061377744438
TGFA,0.02713023165658602,0.020941034293915417,-0.059103389656748676,0.01830261257341889,0.04238976686835464,0.05908545253742745,0.009351183623348303,-0.011001464653857167,-0.013107802749845228,-0.012365869661189164,0.009231744958490502,-0.025465018165835445,-0.020331143072941878,-0.026357222206094207,0.009833552111739434,-0.008792273692928612,-0.038510975072280705
SLIT2,0.0067373709744454014,0.053557386387900335,-0.026636663303689256,-0.024601135906326246,-0.003810851941335761,-0.022249830389222465,0.030688457694686054,0.05935344171927435,-0.04912598987029052,-0.02937048261517283,-0.0470507543551747,0.0361768386967428,-0.00747033322254443,0.08910830530355981,0.08768815848447345,0.10522007389313671,-0.001414679146550279
PLTP,0.004772556419718378,0.033444041155660575,0.07073610769207944,-0.05552984084106126,0.017435554594239722,0.057451565930035725,0.0386122865817273,0.016450567625404935,-0.07721945309616617,0.006378044406255863,-0.052750173129573544,0.052633735578688286,0.09044832854205956,-0.053884587052290954,0.05604275608205279,0.014533574560421623,0.06255012667258869
APOD,0.020231131848757865,0.0056019410295101,0.012241055342517564,-0.12626391336482926,-0.010680129704590131,0.09943929857477744,8.767499594432007e-05,-0.005063790302247298,0.0010248585181499225,0.005427807611025168,-0.12336687520289272,-0.04249520574450702,-0.0024336726563223793,0.036066324988140885,-0.029993207950874404,0.06278651779184065,0.009138983909236599
B2M,-0.05156176125348331,0.04410918319561042,-0.010542975199959665,-0.10240446988962944,-0.02386500350800692,0.13942579009612088,0.05233682294979012,0.06565617680103625,-0.06618250339328291,0.03534137823169497,-0.12284592233347305,0.055121631703520996,-0.025095683214078936,-0.015237185581827134,0.018694988211822573,-0.025361864003710117,-0.0509543035541926
OMG,-0.08440319643717677,-0.028071301023976907,0.027137179726934926,-0.11512883795524359,-0.009581220073231948,-0.03175937422745408,-0.02002068472430523,-0.003030276364282655,-0.0309613122499979,0.0072391450962544625,-0.11096330532923299,0.013540963668933547,0.06867277724970434,0.004850735043912097,0.02522819458247439,-0.06107008345323385,0.004488520147946416
CXCL3,0.009864646755311518,-0.02958176635394403,0.019175675763254255,0.00955108754034822,-0.03898929185185211,-0.020557266537831364,-0.011140572619537423,0.13113446353804722,0.03716072834223492,,0.07822806831780457,0.047701744511304454,-0.02799340090029433,0.08312168305993863,0.04469939214049669,0.0841302938193264,
CXCL10,0.07865146688420896,0.03491985002927359,0.031366665953939776,,0.051376187136731075,0.10002894855932973,0.030278843819254934,0.00857340191084916,0.0730639351207167,-0.03503125432005698,-0.036217927381936875,0.09309100035370536,-0.023442942281860463,0.01493723884884495,0.004441309264214842,0.025452381214672894,
RSPO3,,-0.029267696723721478,,-0.03096498930172907,-0.012959456800414229,-0.02571009192699077,0.05124522786501944,-0.014518071080275165,,,-0.0016232759477871335,-0.009214875559082849,,-0.01894770533320336,0.03585899220973378,0.0010143244752158333,-0.02734290408485786
CORT,0.02480151090848374,0.024828989205658625,0.027718173836333515,-0.04109475952831041,-0.029062576968614185,-0.0035571440123003256,0.0823072003721315,0.001324512801285604,,,-0.039993114971282516,-0.02609104040060208,,0.010901517479846783,,,-0.02919779286184233
NCAN,-0.03285781904250179,-0.012248651516188303,-0.0012070271591193337,-0.11563320357732915,-0.041439223543607795,0.04091543755255542,-0.046638638135106304,-0.0029625431569994184,0.010626759572940653,-0.021291781851336303,-0.13318834542505342,-0.05627310076077954,0.04880814913924262,-0.04609721249241872,-0.06375317993406895,-0.10911859059202046,0.0008214993952537991
PRG4,0.008484378237659825,0.10515299139607588,,0.027425321417615122,0.009293705938029844,-0.022271924703492412,-0.009648054674879055,0.060920611688201086,,,-0.01508776066430239,-0.015804761169383695,,-0.0346883264782206,-0.01671990030418845,0.022808756845176224,
ZG16B,,-0.029877996393715262,0.02283873509452546,,0.005126611614493726,-0.024046121798914577,-0.0153749469449986,,,-0.02411119231634589,,,,,-0.008545396597719501,-0.02832845934768557,
TGM2,0.033281401143528205,0.03172861954239507,0.010371448939665637,0.10702311559761948,0.0007194767220391031,0.012067316678726634,0.011070846650003284,0.0608663446125158,0.02663261473636172,-0.017399880779284276,-0.004166063726600699,-0.0033152839306881616,-0.03356157540250436,-0.05770395052632772,0.06811055552589554,0.013283622512088714,0.007881613785512501
VEGFC,0.02499705898712708,0.0018343741674592571,-0.02130845845853264,0.09689527514886766,0.07100720930455535,-0.0036422321748175225,0.010269899494912197,-0.017322669113719352,-0.04117088093613753,-0.03125289379815488,0.11060597255207394,0.003351965429907395,-0.03692375706692778,0.04198360446102129,-0.024521681711317096,0.0416537924156456,
WNT6,0.00439572531984369,0.09856102819237221,-0.015346885907431046,0.058784421745165065,-0.017690804687015203,-0.021901521563540985,0.006786552254215963,0.02930535127572271,,0.06782223731946829,-0.043495598603868424,-0.04849136475577143,,-0.04126934266464475,-0.0014570632295759997,0.043961961012351405,
NRG4,0.03173775050209764,0.09817109094764473,,-0.00032886374983172794,-0.015566532316788532,0.06838838654566619,-0.010650833609832525,-0.020208914023510466,,,,,0.03870277760239681,-0.04106295125626589,-0.01721328651679326,0.00448104391817166,
PMCH,,-0.02287214869787883,,,0.03185448352882141,,-0.022504663936748076,,,,-0.011188459621511687,0.045474375288880285,,-0.023642351941093917,0.0018482106358614129,-0.003868111273982531,
COL9A1,-0.021516719382449968,-0.02263386506046904,-0.038117890262999575,-0.032261055599985745,-0.016258106870214593,0.05923639093794059,-0.01467007445107644,0.006269667978613607,-0.03474908800895059,-0.03380266383624829,-0.08516435289382404,-0.0581502904689447,-0.004027561612508135,-0.033476080869853625,-0.019769164374981826,0.08132626435826308,-0.01815226051175281
GDF11,-0.041509220837635225,0.00019400016376863754,-0.02463794389216989,0.002529793710067672,-0.0011978216543659225,0.09430723810143317,-0.006647146449342892,-0.026907876929538586,0.028300810473523456,0.06237007513390398,0.046115139934550714,0.001591219537976381,0.0010112328773545238,0.019565453923083835,0.03454078909974897,-0.02093509828429227,0.06528774297821759
RAET1E,,,,,,,,,,,,,,,0.03319894492240942,,
IL24,,,,,,,,,,,-0.02657965939414208,-0.02453538372150079,,,,0.06739503584909914,
SORBS1,-0.010770819880921123,-0.004317681299715959,-0.042007901272770674,-0.057961925035243375,-0.037784237235951694,-0.024267048541027878,-0.02462137555267053,0.01080328288569759,-0.022256430150902534,0.06788209159061812,0.008776729377160045,0.014362826125817294,0.05037939040241421,0.07831024912329748,-0.006627866998071908,-0.011330096573427323,0.06594220911076012
DLL1,0.03049319760863921,-0.06325500557372345,0.014620809784838465,-0.1114709487090623,-0.03500390000637773,0.05597345236134662,0.061090500067639594,0.046823900560437,-0.0070225537646866785,0.01398269416970075,-0.07606828397818084,-0.0016823514116660527,0.004532309599194047,-0.05693979042169436,0.003517105260511427,0.04061711387587894,0.005031510781875551
TLN1,-0.04495728714731439,0.037671170472563006,0.012546123251583276,0.052311152550781226,-0.01740823893996951,0.05025614837048308,-0.04690777077806052,-0.017383103778940055,-0.019565079362593465,0.050218542736146975,0.06261487858347439,-0.015566524839368502,-0.039343034296440746,0.0347642590737193,-0.023295081534041827,0.06698620238602883,-0.042392441784014114
COL2A1,-0.03636915625854169,-0.06668736875169991,,,,0.05714457857752504,,-0.014104396732902034,,,0.014986876758319851,0.032325085230310587,,0.022255204947661398,-0.05046565620203084,-0.03965992212700644,
