,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PI3,0.03631317217722366,2.37951319297764e-05,,0.05156399175982177,-0.03940364828022842,,,,,,,0.03270225370754544,,-0.07267782024558408,-0.14148134208295574,-0.0014000450391945729,0.0003788718114548658,,0.001966495605616775,0.08713646934953881,
PCSK1N,-0.038701789022775,-0.004275339285057848,-0.00032039041489757847,-0.03958791919052589,-0.010004403706512878,-0.04238334744688707,0.009909478124134575,-0.005405795473643393,-0.09034405902596022,0.02046650673580161,-0.03285895125231929,-0.07143426486171044,0.024187702523471504,0.05717795601560073,0.0459563740521341,0.038182141695036115,-0.023053381101506686,0.03898738167008377,0.05726864761964244,-0.038522124763110385,0.05534994511548392
NTS,,,,,0.01360633453331488,0.009824391496216113,-0.015608261983516341,-0.01844659210324368,-0.0242352821783069,,,,,-0.03905557976783868,-0.017228674866086452,,0.00782629623024158,,-0.021654794845515274,,
SFRP1,0.05455452436551669,0.06261683001845274,-0.03503900978995915,0.08779841712343667,0.0046771016783848296,0.036869971566778494,-0.018028392319964545,-0.01765966847918231,0.016371457179282508,-0.05036287255635119,0.040904013821835464,-0.016530148907748364,-0.03341062734504383,0.04922920452729121,0.061534268762950636,-0.008774978229128238,0.02816448843661543,-0.008998001501495214,0.005636499973496102,-0.017832977898325553,-0.031812938659318106
CXCL13,,,-0.03832025572925499,,0.07639142479806427,,,,,-0.005693152354698524,,,,0.015909256140336468,0.025274455745182875,,-0.054505094114965034,,,0.03320154852355566,
MICA,-0.028569816683486085,0.03159092617572034,0.04117468557377353,-0.0359866178635022,0.04280070985684211,0.025596376861232582,0.02369042873734906,-0.0005734364905847755,0.0011857819238451535,-0.01997739137543563,0.031055425120319564,-0.06124251396388804,-0.028120190634946033,0.023697178280299724,0.0515220873674942,0.016552355788226725,0.016710877404034218,-0.04881192648442441,0.006915808171647735,0.04568526369151684,-0.057769730811643445
TG,0.02127912721755991,-0.0007467488966713023,-0.021549205163809385,0.010094781443930443,0.10646412359370011,-0.02588234687656615,-0.013184324979430641,-0.012780225260427408,,0.04450756616301151,-0.006470097878557197,0.020718814248183847,-0.01997194914948984,-0.023596095016458235,0.09861473852063639,,0.020358509629086915,,-0.0253243245943149,0.02877166937047042,
ADA,0.0023556965676538397,0.01764020191720963,0.14565866753591694,0.01488702235899912,0.005237115020689034,-0.020145240925421973,0.025351621835043383,-0.020756113609333632,-0.025488418039246355,-0.03446725244468257,0.018865754151167112,0.12719354394398555,-0.016210092814442925,0.02051103398890906,0.08285938092633356,0.03802359667449564,0.0252975830088548,0.007984957963867997,0.005427692131464293,-0.027208667494414356,0.04033893732368209
LAMC3,-0.0730126129143048,0.04959543369220192,-0.03832025587339562,0.02802943944479143,-0.017367956168719934,0.04271171183633343,-0.03897919434759259,-0.044531157019544874,0.05662547316077987,-0.06574678185869196,0.009502518113606946,-0.017740356307854907,-0.004270234302508221,0.03877697105039344,0.027432413325294044,0.10118130920667368,0.0063596019001855445,-0.05767733319680204,-0.014638248860545643,-0.03780762187888648,-0.06800268441380108
CCL7,,0.03842762719924941,,-0.020967959233069582,0.017368638068259164,,,,,,,,,-0.06379709581071745,,,,,0.09587641114539332,0.0747191609725656,
NGF,-0.015442465223052653,0.031599940357918015,,0.053355489568514956,0.0074483912729396504,-0.02469870100629104,,,-0.02423529813563223,-0.02869349297715136,,,-0.06245343106301068,0.08057296095662758,0.04834277795816181,,-0.07083017848675885,,0.04124238346935376,0.020625654544306017,
TNFSF15,-0.013109391414919638,,,0.0021910342048112787,0.028996386522498332,-0.029989637793377398,,,,-0.014821547987106295,,,-0.056927238157275434,0.05272982038574436,,,0.006062294501758222,,-0.001209221597603854,0.02151120517344952,
HMGB1,0.0619832133789602,-0.05283064622459016,-0.006372376968747268,-0.03673578990578617,-0.0156323491922999,0.044225390708376944,-0.006453482529463606,0.032435095216145945,0.037389697250326606,-0.03957624065387328,-0.015179604401654076,-0.046784547496186685,-0.07664047090430486,0.04094962958870091,-0.05233637367644192,-0.06929519985039051,0.05820421199524643,0.01824653333341389,0.008167991319987628,0.12456863244899438,-0.03396666540450703
ITGB3BP,0.027035774728452058,0.0011160450225718372,0.054335934895282934,0.005434075145382939,0.08218153298046153,0.018956023047317198,0.04209956106041474,-0.017422102455906488,0.05027385528746341,0.021997177781676217,0.054738135314591464,-0.03924282817071236,0.06705090102291675,0.06395173284274978,0.010251206025145801,0.020769950531745705,0.05135719533534065,-0.06544933712047543,0.03565597466681747,-0.019432166820988004,0.09433936707316266
AANAT,-0.037930110640749616,0.01365538664339452,,-0.02124506610223433,-0.03132183724557903,,-0.011856740503436984,-0.01473197037216553,-0.02278474444061325,,-0.01977842870511819,-0.06455153868797787,,-0.020879486913290973,-0.0045435698485315115,0.024426605517836302,,,0.024146567317458466,0.03326693807284831,
RELN,0.049297570876456864,0.005452185543557372,-0.05056891365779974,0.028169454792031316,0.005030254070179518,0.04892306778080925,-0.02610471522004132,-0.046899190941195434,-0.07316248485299136,,-0.005798987038907291,,-0.022756166047068302,,,0.06035113404084981,0.08020441714759742,-0.05319877081537794,,0.008499742867316851,0.08419026534716914
IL15,0.012617610284448914,-0.0011135631715876908,0.019548862630415956,-0.019711206436854686,-0.004010317999646835,0.06655691028578693,0.013074567211293632,-0.012811504257228375,-0.03558776310476911,-0.024171731253054572,-0.01834357847989286,-0.022553862843012622,-0.02210255877170797,0.04204829530020379,0.0755513483400684,0.07107956578612798,0.04956298401641793,0.12790163394954096,0.004545582391244279,0.04837777974125126,
UTS2,,,,,,,,,,,,0.0036125129729227684,,0.031176098360394554,,,,,,,
BSG,-0.030570283797474573,-0.006470052592854759,0.051218186164069736,-0.01028092082101011,0.01619217923205702,0.00013723399134122217,0.0017154004232029568,0.02218399356472227,-0.0420613867671243,-0.0041882250104138315,0.0068292275319631396,0.04806427884317623,-0.021869830008214193,0.06215391838242562,0.08619815208343246,0.10317006469482548,0.020600666675102165,-0.04986358716498853,0.0005479813760276885,0.04135218903874287,0.026362175691464547
ADAMTS3,0.0921978668525574,0.03250378904880738,-0.028313831554173576,0.0023327197638897826,0.02269267815521148,0.05587527508610602,0.046977092096473855,-0.021106837078136882,-0.036586945744706355,-0.02907920452894885,-0.0304811071840907,-0.0342510127892458,,0.051732555455349515,0.026287697950097055,0.09393202141242195,0.035557414677933455,-0.035680331585037306,0.05523819796141791,0.10834215783558838,
CD34,-0.02486653262209885,-0.001594876880192461,-0.021958787091590992,0.03430469859233418,-0.00978858844008425,0.02377205554838051,-0.0015125809884548793,0.00320989974207376,-0.005599635559094253,-0.027356361333893353,-0.03347116016326525,-0.04631942835529332,0.05274216539702685,0.052580319418160035,0.0798546913735935,0.07262885444010038,0.016088763074563906,0.027499070999676353,0.04184664239496145,-0.044804569000885607,-0.01418216167321053
PLAT,0.060309036666814,0.03359065673865486,0.004217683468459865,-0.016898471101998522,-0.010748760215105098,0.08921935991620385,-0.038655545613688704,-0.010361758830078177,-0.042956285288663944,0.01939727931140055,0.0101525344453257,0.04805755838984397,0.032278412476317575,0.1046240014678276,0.11428885840099594,0.08042257400996744,0.12117310415573258,-0.13338228322668036,-0.014611438964633664,-0.015436181682636892,0.0924497489859574
NTF3,,,,,,,,0.03564829523649502,,-0.0315707762667108,,,,0.08423100561918775,0.10672071160263757,,0.006907553587504691,,,,
LTA,,,-0.015847353211834413,0.01674779693768564,,,-0.011419276770418547,,,,-0.01834358074423275,,,,,,,,0.0022141599632192516,,
CKLF,0.0015556956437772806,-0.07404216910387951,0.06521294184988592,-0.01627592655198959,0.027167875947183125,0.03973506247238413,-0.0028752733437374177,-0.006495644005880968,0.01265366844141393,0.03414215854483563,-0.02568331766495662,0.020200619603444762,-0.04948879067988591,0.1629426743188324,0.1060662579351492,-0.0016759384480292247,0.026306816130942684,0.09194395338151684,-0.017018236383411548,0.042258648542404596,0.12684041881203856
APELA,,,,,,,,,,-0.02732272936379427,,,,,,,,,,,
CD24,-0.11342050948199747,-0.03624585532257016,0.03564475123151512,-0.014253997701879106,0.05767576034165737,0.048778151664588515,-0.0019826960748077233,-0.01676099363303788,0.06674029966715185,-0.055443971813266615,-0.009297025829822735,0.010693251886935545,0.1681949415982238,0.02515536394745729,0.049975359110122186,-0.044412784803349856,0.004370923409223477,-0.026235031722687034,0.035840263379507964,0.056165780953785605,-0.04977183999178834
HSP90AA1,-0.09080759783854749,0.04856399661697858,0.07080098168718689,-0.017173672327785924,-0.07939755625291668,-0.02417323631358694,-0.09419213352221208,0.06263971223775466,-0.11405019125342289,-0.01608677060697904,-0.038348260304766325,0.0077909025141925025,-0.06468002052203801,-0.1382703582161376,-0.18447427202015215,0.044804483635295454,-0.0034881681828080008,-0.05581904436201761,-0.02250324406056936,0.004759183163401456,0.09989551980789227
BMP4,0.050818382295520194,0.01606964004619885,0.11988482858212439,-0.02414053175248224,0.12087239439312321,0.08265893357382215,0.025177846566076283,-0.0384673530757893,-0.022080429766875628,0.03085607182975438,-0.015630625400284537,-0.02429130602469781,-0.02712413240844146,-0.04649746229484782,0.06738819473227231,0.07544917164193907,-0.05943750563708651,,0.04155143953680039,0.0031812510081493744,
SCGB3A1,,-0.030498573818101553,,,0.07591701898393052,-0.000530974023020776,,-0.01242656109774906,-0.040107526480633114,-0.031030155002154176,-0.012799908059615771,-0.03172426613998236,-0.05428283357112158,-0.0015252647751998261,-0.011548527805159081,,0.07233862710059004,,-0.03373427601424349,0.009829151302150112,
IGFBP4,0.008438863680484783,0.023662325409978594,0.030712496789003903,-0.04229195409566059,0.04981719178087814,0.025578535478573437,0.04393286013670936,-0.030638763526017312,0.06154852032406311,-0.012409410013148253,0.058538841549269104,-0.13641994894245885,0.05931986841041203,0.047431391891261554,-0.05070760225389933,0.0735230757354158,-0.03192953039346476,-0.04625373363944119,-0.010263230137361336,-0.04211290425516696,-0.04442054508088182
RSPO4,-0.04052899633684069,,-0.025619056400547503,0.02217987279301692,-0.04305077286011133,,0.007549850659854022,0.07793288340034965,,,-0.02544543435571801,,-0.011526704027081695,,,,0.07004467910112899,,0.031009779792815703,0.01977297160957407,
LEFTY2,0.04958376403688362,0.05804662609692068,-0.016041982820601344,-0.033949608182378084,-0.02399822147017256,0.0081684325836733,-0.015139681543720682,-0.01362587423077069,-0.02423529813563223,-0.01675857402526301,-0.022644945574353148,0.032759050012658525,,-0.036616599235465806,0.08005776051162626,0.08588724322500658,-0.04872831479392191,-0.0480520820720614,0.051556653722937655,-0.027869477250708402,
PF4,,-0.007942556444444826,-0.01441532162674067,-0.018294131337424493,,,,,,,,,,,-0.04791758692702428,,,,0.0876212166812858,-0.02607911661917726,
ANGPTL2,0.07862673658439877,0.010810197449619032,0.013867772906083549,-0.03129204961408603,-0.04029194722531974,0.024233474723368835,0.022878255184771844,0.016498570018894668,-0.018717077421323045,-0.008661044688970925,0.02123158538161424,-0.01902222789962833,0.05428684818534245,0.08693838328588029,0.08248950368680101,-0.0047690207158350255,0.05816030784883289,0.07921505066527981,0.0033577759886485575,-0.02454227808672788,0.04054402054286507
LRIG2,0.009495596036161529,0.05164948525728528,0.0068946701561115225,-0.06539886586409271,0.028307928798611038,0.014119607278354384,-0.011008598735074395,0.01607334598375276,-0.028386504953762066,0.007059380722592552,0.04945740544053866,-0.01007071277830017,0.07937362759175434,0.02942383488851819,0.10337981550110305,0.0492494419050849,0.0443880378784568,-0.01559417755024121,0.048100464620892076,0.04737697344316892,-0.017018991861732526
ICOSLG,0.04700668713907113,0.07912232217242486,-0.026978913859995745,0.0082438110453477,0.005143940735147835,0.12699716891641272,-0.03345906742006051,-0.023583288954282737,-0.06579720975425393,0.048490110994324286,0.002490006611731695,-0.02858799430978312,0.06234504209990839,0.02576146376445884,0.055441194741758834,0.044489272782576444,0.01403391111526337,-0.012907056796109486,0.08357735454391171,0.02557010078844307,0.041269477527371715
WIF1,-0.01825689347716279,-0.03742046927145909,,,0.005942043937573208,-0.01982262642833876,0.07084681374967076,-0.023384211704886856,-0.05551619394112126,,0.050583152117614716,,,,,,-0.03330874197699052,0.03330994675079624,,0.09794629507542991,0.01909758943991234
NPPC,0.02583746046190112,0.0032891036729918257,,0.03489922159616065,-0.06409034002993415,-0.01662995786007372,0.05211423297397079,-0.017269876356338965,-0.05019302677313958,,0.02272164430524788,-0.06671252384819307,0.15368641241551567,0.007028380905215886,0.025846203840098038,0.17706495871575936,0.007884372601552137,-0.05390454065826177,,0.01877182386023193,-0.0528953989436863
LYZ,-0.042248609654004204,0.04006120370002029,0.03854983099833416,0.00436581680372043,-0.023928188286231708,-0.007011544141508451,0.025586353473545508,0.0452128257514331,0.036519571009712,-0.02762603780746962,0.00384709805308091,0.049042309674747625,-0.022495333612112728,0.019044598252210845,0.11709061787288987,0.04254648381077408,-0.023342546617174505,0.03831442038024375,0.05565693014108054,0.02359501132504875,0.0458556301163931
EREG,,,,,-0.02365696388695329,,,,-0.024931039297720264,0.05716330539813702,,,,0.014982229256773972,0.02234672616356464,,0.02625870110141941,,0.01902687962526783,-0.0036325719824267903,
SPTAN1,0.050293750650209613,0.026514329477518146,-0.011609116724126749,0.017834009210382064,-0.03793963082751619,0.024782131481750718,0.05152758076837691,-0.01640336855013377,-0.044918706854146305,0.00722257401072854,0.012921731926988785,0.04506532922815124,0.0958713937729364,0.046146684385656674,0.09220296926931604,0.03427307594790857,0.042595450503128525,0.020044879962744722,0.010295984792622115,-0.04159861061557884,0.10901170491321677
PTH2,,,,,,,,,,,,,,,,,0.06948503062553996,,,,
LIPC,0.024991310176517702,-0.03873246222840382,-0.021695829468959888,0.02079654742512802,-0.04168023388043333,-0.009921017575084701,0.067922226868358,,-0.0059204951126199295,-0.024502951721765878,-0.02881604995605052,0.04569082136333461,-0.027878955878211324,,,0.012183584518559913,,,-0.023929936590227983,0.03072684180511279,
COL8A1,0.02680127369253231,0.03320717141545835,-0.02239973783346479,0.05552285608642145,0.05024098213819729,-0.005418402872817255,-0.0018338460834023277,0.022750312225042695,0.039362253506286284,0.07551044058410218,0.005223896196212379,0.027827421095693156,-0.024513082016452872,0.09069243833197756,0.08564722286524964,0.11193629674130799,-0.009640415168287363,0.046687473538901306,0.033032332645450684,0.05049541147088825,
GSTM2,0.02943691108449441,0.05626649737652604,-0.021518807337608796,-0.027971854183357795,0.03407119844521455,-0.018045344691961573,-0.031576894295816886,0.012592635920287603,0.07056891321726923,0.02491564518929908,-0.03701321264261295,0.0526087829838449,0.1351653344321023,0.028920729533624522,0.053100821657548286,0.00883420511044281,-0.025347284693890547,0.014066322643301514,0.009721089421766234,0.013640101956533153,
IL4,,,,,,,,,,,,-0.021221141321584952,,,,,,,,,
SPX,-0.03555221312675936,0.00881952890954685,-0.0363929652966934,-0.017671873922159038,-0.05284011255567475,-0.02601912416728189,0.03451630915360526,0.03221788565593621,-0.051571955950238134,,0.014472178019283998,,,-0.00677902814046432,0.09247867764208004,-0.06398324851079533,0.02654583067089725,0.011259461156555347,-0.025364643293616818,0.01185280358859562,-0.07460388570220183
MFGE8,-0.05086608716366505,-0.016240205813243504,0.041313614310972184,-0.04824290412914289,-0.035294415384223364,0.0813345353323856,0.0005535699670101768,-0.002342084837136268,0.04703379554238838,-0.015094562115619195,-0.00028997181058507566,-0.05553101309403512,-0.08846143511353843,0.02044445325564693,0.021725925973364132,0.11417218273931465,-0.03053458333769388,-0.07478909507326198,-0.018302617380293835,-0.0051810767613324265,-0.0441121986331775
TGFA,-0.06354108920073935,-0.005629700858811279,-0.024018734475006614,-0.01585135901127409,0.05335124798457558,0.025983341102504814,0.001905480933710099,-0.011085654501908137,-0.04159532668824667,0.0021760091388730216,0.0037782713805936765,0.008947815203493992,0.007939532035639494,0.03479926855260803,0.11813271977484409,0.007025188886637726,0.0028208287884542113,-0.0728658399867718,0.007664704870515853,-0.0007016783206665565,0.05257405680781528
SLIT2,-0.0017165689390376212,0.005315996915893294,0.005225876787067541,0.028756390453457584,0.039533044577387245,0.015064565092046692,-0.017769831227785825,0.01138215523858881,-0.05590888838639148,0.0057839137127800025,-0.03254100683355812,-0.028352153113133008,-0.019132752441357145,0.09716001066572429,0.040608165419498785,-0.006016653319311634,0.10026880522354122,0.06296210296918056,-0.02501197879191755,0.08956402398991728,-0.009247315979913113
PLTP,0.02056893774305023,0.049099242009020334,0.017668195858089427,-0.02902264072828194,0.033402816662966475,0.038884288681972044,0.007121618455401694,-0.020766142109745235,0.13603752768193397,0.0016789638455487707,-0.027827558365389592,0.029698174768162822,-0.005164118233074635,0.058205632884639584,-0.0557050030356678,0.09756141695346664,-0.08268387621492347,0.07149500678390722,0.0266961490419895,-0.01567294727757843,-0.10231189067700358
APOD,0.036885056789671425,0.030246702392636778,-0.008963235485031584,-0.01572713857234398,0.09000027152228761,-0.00527361312551648,0.0025162593725361906,-0.0713471287329956,0.02402399341056997,-0.024020710950116462,0.015506704643663423,-0.01919278112061803,0.003806593362302961,0.1794595429718361,0.16001039657136198,-0.12610476676216578,0.04341795532046054,0.044907132636226865,0.031440399601583506,-0.07637268929834652,-0.08947302742735208
B2M,0.11192228274662973,0.043988998422866896,0.023904364132269984,0.04371097497506419,0.005217932669430184,0.027037957611111295,-0.014718362636764239,0.0063404726338757945,0.11249526198858285,0.027034698375809546,-0.03525530256479353,-0.02955531346617199,-0.058994137929294206,0.16101012552641994,0.12207879175241514,0.0692375122475379,-0.06303343593145186,0.15979869205705147,-0.017872722685478935,-0.07187482228763885,-0.05922373125687595
OMG,0.030197228394783258,-0.026463694223381216,0.032651020876259026,0.004924305389533015,0.007063117267270065,0.036957536915016874,-0.020236494801363906,0.06799531576467725,0.06609888376695588,0.11126069222304766,-0.05060072432507147,-0.04508548434832633,-0.06554452643461041,0.08648419561899084,0.12176196571695137,-0.02261844996089308,-0.044756751516384134,0.07960825491844398,0.008740282296934984,-0.061973731168324976,0.02894228747852074
CXCL3,0.03018568832333086,0.013613889030686279,-0.029636529384179627,0.06723668828118654,-0.06888846071038501,,-0.02052676987537428,-0.013293791744746876,-0.035096540865116765,0.017064188160106276,-0.013210699908650453,0.0104182457611275,,-0.042137901976815856,-0.024751441793354718,0.08111826352654715,-0.02849735591955328,-0.04328227541453112,-0.036269708526702304,0.03874167661357771,
