,UKF243,UKF259,UKF260,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PCSK1N,0.04614087935730176,0.023420586717666447,-0.02576886852900308,-0.14013936159349352,0.01007946330143794,0.0617155120530395,0.04386764656943095,0.09290542670976357,-0.012351563309870651,-0.006052500957654766
NTS,,,0.015278989028567317,0.08994678476960095,,-0.03607889348521182,0.06082916485785123,0.027106050298479456,-0.02287987539067822,
SFRP1,0.05182963675457715,-0.016235462776300554,-0.016815157917476148,0.09437426120763782,0.0553227568235766,-0.0026372775860221366,0.052207762043798865,-0.002260366246332227,0.017825912535777137,0.0026275036059278506
CXCL13,,,-0.01666403623559491,,,-0.009709461567133535,-0.04368160217070849,0.0011716615181975546,,-0.029308398425648502
MICA,-0.01675339974228287,0.04192057146857959,0.0117987305378939,-0.037426320616278305,-0.022784606120341767,-0.005593155879654205,0.05549600723148942,-0.048112229775962134,0.03712093426464945,0.022654797818651772
TG,-0.02374317394731777,0.11686464758233002,0.1343962355465051,,-0.033304886924758866,0.0648567789573002,-0.02551039156139018,0.0825205130129503,0.08604923008551109,0.01455043969252009
ADA,0.01902733773252731,0.03308816177259316,0.09372307809493216,0.127643936745223,0.044851318949152334,0.046515810030730916,-0.02590108313924593,-0.019472242691277574,0.07777141087713568,0.006856198610616043
LAMC3,0.01637504464732906,0.020436052411539594,0.08065288824902116,-0.008271299305940717,0.10103122700716516,0.11226759311932974,-0.03901376934641656,-0.03741936622766278,0.05432828655841358,0.0378037657449581
CCL7,,-0.012667392260534392,0.027663932981663236,,,-0.003622497544774109,,,-0.024791095103267827,0.041330083544656594
NGF,-0.01715982250502081,-0.008729251161419977,-0.008505582477680674,-0.02402622929666508,,0.03976626947837893,-0.016772933626769307,-0.0027497944450225876,0.012612919222712897,-0.00399604892339996
TNFSF15,-0.021228842043011186,-0.014105760836324121,-0.016357904609344096,,0.18918219148216853,-0.02259681815709734,,-0.01661892530359585,0.034733265085010415,-0.02661898926898147
HMGB1,-0.030324394859823963,-0.027697284678803245,-0.022747943127977684,0.10409947276826458,-0.055996794005647395,-0.12453276504146416,-0.030291873319842462,0.03346463361976389,-0.044150559894198825,0.06321192260077708
ITGB3BP,0.044323837207474945,-0.003985790842610291,-0.002396643525806295,0.011302012071994046,-0.034368213685255,-0.012078164547416061,-0.032427975533133875,0.010431123543462078,0.023033704074872454,-0.03127445051220467
AANAT,0.008914970460497685,-0.012834801085150107,-0.01473945034986122,0.0709878078121945,,0.023033332070145768,0.04928971098349504,,-0.009760635626830915,-0.022062484632438158
RELN,0.14485353112977017,0.0038103265010608358,0.03417186921422702,-0.06523557498459351,,,,-0.020073860735120366,,-0.03882607603517773
IL15,-0.03017643252430183,-0.01046783480136544,-0.014897454038148152,0.051659720404430044,0.05001765621909023,-0.024916279396032998,-0.030864411752265567,-0.0010441488142291537,0.04200225752513171,-0.0191956612438134
UTS2,,,,,0.02538107489753205,0.03226448482640742,,,,
BSG,0.08219387536917341,-0.035691152745217135,-0.05982539052275984,-0.05287634869823873,0.02154512567396031,-0.012146609730427393,0.000280712328190354,0.015417883749847953,-0.026830184644346923,-0.028661278197456574
ADAMTS3,0.027307666139721826,-0.004179729444596804,0.01099665476327715,0.03781537770621416,0.0751618936576448,0.06878912142490246,0.08519419998051592,-0.003989677704153526,-0.0026616862191444412,-0.009346440122206813
CD34,-0.033928166246893286,-0.023569441239526433,0.06965237542218229,-0.006295808991442488,0.015038102735361826,0.017377658506868232,-0.028198034112836303,0.00011908446194714877,0.03617913393301236,0.0038633771933866377
CCL23,,,,,-0.028967561654915232,,,,,
PLAT,0.05491272417418924,0.016592261040239743,0.004143927410999475,0.06289987035245674,0.0677771531642072,0.07454352938863844,0.05423271463964991,0.0664602487257004,0.0622909750959071,0.05688071716895902
NTF3,,,,,,0.050252018514292986,-0.0099982794735901,-0.007162701498943105,,
LTA,,-0.016235462016780087,,,,,,,-0.023336990454403163,
CKLF,0.030579519333622025,0.011149868628213905,-0.01639231852700443,0.10605209078480535,0.010672928635745328,-0.01319210180725149,-0.010317204731021039,-0.01353382973605826,0.022774111824455795,-0.004347595376919865
CD24,0.045420006624702525,-0.051908121295658534,0.028709671788590626,0.04537390163050908,0.028128731437524434,0.0026479561220815882,0.056293506274014374,0.031189641362056052,0.035611367334007965,0.046745271516575225
HSP90AA1,0.03500998989117662,0.003926250228780014,0.037451960432867575,-0.12133365725162804,0.0106517728815276,-0.04830745679093103,-0.026325426833023594,0.05722328989547528,-0.042997437895468095,0.05580908190140842
BMP4,0.055222226932895295,-0.037879281871835604,-0.015986635613295008,-0.004816353644950623,0.02765771521694847,0.021408701675704748,-0.03870190994379577,-0.02892833233842891,0.013570029591250216,0.0308183244090529
SCGB3A1,,,-0.017552865787400014,0.060057374076117956,0.046344885160069606,-0.035279255417125656,0.00820310183902646,-0.013136721743880558,0.12538724756742492,-0.03206615163042021
IGFBP4,-0.07736265711703243,-0.013987861732071744,0.03386057431299591,0.09812296445681051,0.017266363618556713,-0.0017750731379025185,-0.010580569995428972,-0.009294271536223081,0.07081808581239878,0.03301382584161499
RSPO4,0.006781318798137606,-0.013053148195013452,0.050326068707607946,,,,,-0.023242540943761224,-0.01827234515742136,-0.027819919206569232
LEFTY2,-0.0351122937528788,0.05912587034386377,0.0026627453838865924,0.01981436730858142,0.017133823492529125,-0.019676255569985306,-0.019548626554747144,0.12692441283207348,0.018210859106925662,0.08266183600062409
PF4,,-0.011052050184807878,,,,,-0.015583016876690252,,-0.023807701631512194,-0.021792916895980546
ANGPTL2,0.048950874642453825,0.03185531857919429,-0.01651012594393462,0.10843192723943763,0.03993287677801976,0.05221055393104428,0.035233918802134265,0.006682228883078642,0.08092161065207026,0.019229360173432217
LRIG2,0.0761096538471718,-0.03366726952105369,-0.0012512893198996795,-0.07571022919181428,-0.06638661055114892,0.008022122297652621,-0.03468130541839991,-0.021143535050665366,0.05067763016403945,0.03923836655383233
ICOSLG,0.039101135843793135,-0.017149355211322815,-0.05649913277952051,0.06536969313010894,0.08632321817259683,0.0006358316822813773,-0.002472535446643115,0.02353961147840174,0.10698163602395372,0.07863505459221255
WIF1,0.0001897793108699751,,-0.024400677902498828,-0.05503727653122646,,,,-0.021606193124043938,,0.011732397958186739
NPPC,-0.027699238007304536,0.01685279764022267,0.02732607998907455,-0.05965031299025424,-0.02559383490397168,0.015786910263642123,-0.015004227209262483,0.07266070265701355,,0.02944395733208648
LYZ,-0.01103961343103614,0.034264086407191745,0.03758408169529245,0.1223058898004634,0.08143704510948221,0.035089544272114574,0.10868053830427285,0.021142462420579097,0.0967792875902346,-0.023597406095850853
EREG,,,-0.028509023431213632,0.017826578118030952,,-0.04704899708282029,-0.030497937888554073,-0.028948976616333055,0.07048292584625944,-0.02509010312384798
SPTAN1,0.02950325971501091,-0.036643073138166574,0.034895849898406134,-0.11944961499711536,-0.04172207781063129,0.022259540474765752,0.04576906000188486,0.05072249402678447,-0.022305239383965548,0.016552524247342812
PTH2,,,,,,,,0.003428637692900563,,
LIPC,-0.043965315719488564,0.009135476089266258,-0.019613911311602998,-0.04426584921430134,0.05423203111017321,,,,0.043240469597319864,-0.03398474939781757
COL8A1,0.0016610259326828429,-0.025936306841372242,0.012557275598853892,0.10002704112296974,0.10126347777290208,0.07620430948039429,0.06362972855219251,0.022517627405977157,0.029846811872621577,0.010089906124871706
GSTM2,-0.011533618634333652,0.040592300339134066,0.01556076841853246,-0.009637181371842454,-0.053286933760238686,0.00420722861912521,9.429359082263028e-05,-0.02631579517733298,0.005987970794298455,0.007222200919725616
SPX,-0.01480932522185616,-0.023655272085887316,0.03726601408815204,-0.11582032091980486,0.010985880084370103,0.16729228467743532,-0.019348307251610738,-0.024024591750084978,-0.03550461186184977,-0.021396713129587987
MFGE8,-0.02927811953814632,-0.04250985612374413,0.01711341322634305,-0.038700503158516156,-0.03842002268854228,0.017716311076462855,0.02476566405821247,-0.012276429962255201,0.031178940285045392,0.0008336039671355104
TGFA,0.00341682991250804,-0.005186096043190266,0.0015121486171593885,0.13961432665067824,0.09944616199048913,-0.010059185143347403,-0.05564868655994771,0.05708031929678885,0.010281490254847508,0.03433782282376229
SLIT2,0.026661916625194702,-0.021782135669826768,-0.00978030206712274,-0.09876767110261639,-0.023890548980158778,-0.06102296950401011,-0.03192927986208158,-0.031159258124425444,-0.02351165995862841,0.12430200822521409
PLTP,-0.04467820902676657,-0.015879930245628587,0.01054278009015042,0.1705352851036636,-0.0014527688531047144,-0.05722679689999934,0.012276468348634516,-0.016781362818830126,0.03641676606915078,0.007265966303457504
APOD,-0.05660505917313694,0.04423893265386587,0.09382911769832834,0.026727903377114517,-0.04965717752877347,0.06790445444615917,0.0333607044664239,-0.011365183183772895,-0.035519764698646865,-0.007192547454914971
B2M,-0.05790426586965938,0.04700923329480626,0.038256535622266837,0.23295902431402402,0.13054478756047197,-0.029122836844652736,0.0013562135589102668,-0.0036535623351370517,0.050982148980706396,-0.02423183841073187
OMG,0.01816759950609313,0.04814280771354119,0.05541873619185184,0.0028840748210918654,-0.0370210757421264,0.03987357279125578,-0.027923463896898985,-0.031060488795447934,-0.022590362476671667,0.039989597109663655
CXCL3,-0.06222223620136272,0.00664299321115084,0.007634282766708252,-0.01809935464416792,0.14042022089485304,-0.0784932601736751,-0.02436873554899142,0.010085183882533632,-0.017355140457135942,-0.01246275550078349
CXCL10,-0.0028141047257507668,0.0010357093031360958,-0.04016542256468294,0.019500970335366075,-0.06660453866323537,-0.02393518084883796,-0.0007879938978891406,0.06256744761509539,0.0336039138016393,-0.008355937131603082
RSPO3,,-0.012834800136803621,0.05768612237885694,-0.010973623132461061,,0.0027038629625685084,0.031672717473855604,-0.005825990131740401,0.009602082922644495,-0.02663408815498365
CORT,-0.02350263620679965,-0.028783024828688216,-0.023804428110395313,0.021284441724577535,,0.11026268726907866,0.033691988059870365,0.000681339005319021,,
NCAN,-0.013797093846664069,0.01311771929302105,0.08411592129420178,-0.10639872014732742,-0.08817506483582252,0.03322089300091796,0.06395974789352658,0.00122054555463367,-0.045734855559321407,-0.01718565049272945
PRG4,0.04309986244299333,-0.012667394234559436,-0.014043481423048674,,,0.008025728226598255,0.04561831559837196,-0.018383798809349844,0.032798963744141665,-0.012846628377068207
ZG16B,,-0.014702060228241191,,,,,,,0.024559759753172965,-0.018591593189724386
TGM2,-0.037938621396948924,-0.05182768424431979,0.00385013766421772,-0.009255377311420376,0.07442912781199025,-0.05865737813212352,-0.035421935875315384,-0.040876177704774384,0.11960929144575834,-0.014380736030708404
VEGFC,-0.02301486922760545,0.003945061608511163,0.012467360415033525,-0.02792893685663811,-0.010100126725197845,-0.015687388540640876,-0.03267295445385815,0.03530609582027486,0.08834088876889737,-0.022325131447791573
WNT6,-0.029188985540655944,-0.017520637316358143,0.09394749837391095,,,0.005365051465297198,-0.017126035494874327,-0.03084664499211336,0.05204530562725204,0.11048884690727004
NRG4,-0.0217526674630758,0.059211915608200556,0.0915198519121612,-0.03111448827911297,,,,-0.004532940021740067,-0.025158116687334107,-0.02888993672711901
PMCH,,-0.021361475954242648,,,,-0.02355974946165755,-0.0228793621039259,-0.017671404243865096,-0.005400845346699695,0.019652152889015544
COL9A1,-0.03388794169068932,-0.0161017205810145,0.030020944504255485,-0.024373336718198663,-0.07457713398016001,0.03590650406907971,0.009167629006028256,-0.008809356724526101,0.052895503238872765,-0.0033495952025612576
GDF11,-0.018222172086378868,-0.03855794834498936,0.07291827546319503,0.039779517280255534,0.031213293678768586,-0.0010305435493146013,0.05789049921867963,-0.0631735760328313,0.03481426505054289,0.02067580293318166
RAET1E,,,,,,,,,0.018351965164547433,
IL24,,,,,,-0.01756558148097107,-0.015334553595288508,,,0.00012221185282905374
SORBS1,-0.030038515256341505,0.00667953048363602,0.03432155203626524,0.051846301507459835,-0.02525672068942345,0.06750006358544616,-0.007033875384728597,0.023745965669208082,-0.003732293412997748,-0.03293844890513393
DLL1,0.059033129300534164,0.03380882416632255,-0.014495794487211831,0.005582702679226069,0.03986533865438599,0.0064539142450972245,-0.009829193424124564,-0.009318540098638998,0.002313221035207031,0.004585607229488663
TLN1,0.056788323811252116,-0.02158422369852054,0.005847719829613902,0.0854215790299781,0.01748165138072659,-0.0014523643842991212,-0.004055894121116348,-0.0194515565712959,0.0213271608636202,0.0012441573464561065
COL2A1,0.056677832833250084,,-0.012542959332112419,,,-0.03840066383236667,-0.028924530433153784,0.0159130753961822,-0.036613558885214025,0.050530483020886766
SHH,,-0.013163502419332392,-0.031797250539653994,,0.04022143371976504,0.03270399752339771,-0.029317118106878176,-0.016343414398920033,0.07397542760482115,-0.03015026563111109
PON2,0.017059193599664853,0.05777214328155549,0.0038207826317433334,0.056284377578237677,0.07764475807045997,0.013935166117524196,-0.035334820551775364,-0.048033854938160134,-0.03087851962158582,-0.019006461455521956
ICAM5,0.033837207065454254,-0.020516252815644703,-0.033263856831895144,-0.08341699482009494,,-0.02111839191792645,-0.040656662969582764,0.056016912082515066,0.008907006387050106,0.0659602578152739
HPX,-0.019293602955629072,0.026408684114719423,0.030128275404809442,,0.11361820598527417,-0.03368933534297327,0.09436697454105826,-0.03366071728741043,-0.015569033169161174,0.09543049020028842
SFRP2,0.0691237193358349,0.02377147239638037,,0.17590918206607647,-0.0411222508886586,0.008282151689650541,0.05056847476879025,0.011922205784815015,0.038004516634303896,0.05936365638537796
CFC1,,,,-0.025388349194734698,,,,,,-0.025563048387692387
CD70,,0.00873555939228625,,,,-0.010872218632691418,-0.021860844603539112,-0.010597291898558512,0.005734029507095256,-0.028140181092141846
HP,0.05437858478200707,0.00399851254591127,0.026262250837848646,0.15520741805895832,0.01696729241228567,-0.07145303861702286,0.022448690552461143,-0.024440597661020354,-0.02662233839772233,0.02783349896135878
CXCL2,0.006709395755121887,0.04946225081478208,0.046435500592436896,0.034867643646785,0.017297228216845463,-0.024960189319688002,0.00032086084359847375,-0.032407497411620585,0.08176918610403622,-0.08525523521311391
NPPB,,-0.039477184343905916,,,,-0.015479009681718286,0.026278733182624678,0.04553745090926154,-0.025520107514299825,
CCK,0.040772900262143884,-0.0031916988662531332,0.06135820782346923,-0.13892935494366077,-0.02713966393065852,0.06095718026874276,0.016970836612943917,-0.040548410606532685,-0.0198525300421825,-0.03934454440567203
SEMA6A,-0.008509429342121573,-0.02549501626975234,-0.009733172018904614,0.11100471280398362,-0.08224414450983339,0.07312686896446878,0.03997487038234495,-0.05419445843252901,-0.034207715935797224,0.039240972317850564
IRAK4,0.002954200533758615,-0.004078543011393948,0.034468590879801815,0.011698768064206102,0.05123266856167036,0.0554411475005469,0.0013947176205017977,0.006290272858425751,0.10840910399880066,0.052346181629011015
GSTP1,0.050184910843071806,0.029751599891461405,0.0031474688744971783,0.1393006655003383,-0.04933789751630221,0.013181759951012707,0.042435620625845896,0.017220144915229704,0.028858698156652596,-0.03718313364392862
VCAM1,-0.09045721919454378,-0.038118081760518605,0.0466962545433977,0.05370374144319264,-0.03317204194061899,-0.024247175000187294,0.0011695694856810595,-0.02765734722636435,0.09604187773836936,0.026975442831782662
NXPH3,-0.01694527788819466,-0.05074703200621461,-0.04556303854665947,0.03383044327803728,-0.04453980991102549,0.002747761988680374,0.07990552981400213,0.00652442492539608,0.00039902243001739416,0.03969621508793235
MTMR4,0.04855301993104977,-0.0263133774038233,-0.04466972276728639,-0.025961756939887382,0.04878206940750595,-0.027845912918277895,-0.0017753683955162433,0.007878201260597104,-0.014814542619883653,0.11581865352025993
LAMC2,-0.01986446475686774,-0.029422738972619333,,,,-0.021595280054177775,-0.000135262423695474,-0.017152854165684663,-0.01387613814395919,-0.0278199345213599
IL10,-0.031515666048753666,-0.005900569263038292,0.027284098097174542,0.1761330295760546,0.010792468146918836,0.023464832434515002,-0.006289091563580458,-0.015960904517698427,0.12580795385806934,-0.026062632151057797
SEMA4D,0.010371504280971352,-0.018234663381366603,0.0396316809466774,0.0040863995364194255,0.01073851903355109,0.061284363736751904,0.07682976783811879,-0.004520320914913706,0.05278511272391183,0.05371792050062311
TRH,0.11668311792666272,-0.021953869045982937,-0.012343222945119508,-0.02574657624812014,0.04648276773389001,0.062038374072611036,-0.025025094438643064,0.03759740073710855,-0.013373964139966783,0.02908711618433959
SEMA6D,0.020361767229623493,-0.021254773983402066,0.008548198715003733,0.033545741986968344,0.018679530532416336,0.004522186162996863,-0.028430647150035473,0.0427029054947916,-0.04708687125512935,0.06664244568605028
CEL,,,-0.024351893118541742,,,-0.010242224991949815,-0.025035692156048506,0.021803629397356448,0.06349016711553097,0.09056691433277297
PDCD1LG2,-0.07966361883558487,-0.022151520184897928,-0.02744408636205058,0.12316468441065388,0.03153691085455569,-0.019755440295979566,-0.0007111587175672361,-0.026457233406790508,0.024778182077443645,-0.0698826560805606
SPINT1,0.08598573716444315,0.013125497476837888,0.011146142361192516,0.019407078964067827,0.014675278697329245,0.04972842285385955,0.034162687369798786,0.03228113393019026,0.05285793396333359,0.012981352847381097
CTHRC1,0.02264112907448571,-0.031212048061183027,0.1240291267025119,0.061647290344046035,0.08322004222161099,0.02788515211319899,0.004931417257616845,0.00627773373709884,0.023515337884832014,0.13063595182078291
PODXL,-0.030933564661063728,-0.0325111577940436,0.0076224704994272835,0.03766815925265842,0.053028688364651945,0.02752480483058932,-0.02439320694959388,-0.009348461474418774,0.020307383117843435,0.03678085781088992
JAM3,-0.002769604131237763,-0.0073661387123839005,0.027358841664224084,0.11236830808954569,-0.02619753957459342,-0.019573989828148432,0.04144786191647669,-0.04085420491812949,0.010805813688463896,0.05922329904923507
TGFB2,0.03226789483905007,0.03024356990635353,0.009955589998494292,-0.012145865907118865,0.11368169127963941,-0.01701569241202288,0.0011540648184400705,-0.007869732818276519,-0.012114898759135451,-0.02389035281480697
COL18A1,-0.06481353618856417,0.06475921440619425,0.03294347452270367,0.17529866818255713,0.08199678552965152,0.07753207853724008,-0.07148071382263055,-0.002706189800176621,0.03865615283580526,0.07163939087759245
NODAL,,0.15762595535730295,-0.00530207425567779,,-0.005486251643366591,-0.02625879187819619,0.024341754137135848,-0.019615575226299677,-0.01633295738747508,0.013841382908185016
INHBB,-0.015607525126990773,-0.02392316648731354,0.000509128523694258,0.12343817933902676,0.06100556558470359,-0.035809904508234514,-0.04048879802228962,-0.0007164053766459981,0.0420957137009435,-0.06777007230221926
LCN1,,,,,-0.014140855531480654,0.003535151057812537,-0.017888120994756743,,0.013914600668923555,0.006504290123669368
ARF4,-0.02496493029603706,-0.032883482409069666,-0.0244949285545681,0.0148860534476437,-0.07153437241080318,-0.029631194599225214,0.051420713008994326,-0.00563198310004972,0.019289281871433375,0.016765551340003737
CXCL14,0.08509780883994149,0.005818732816205791,0.019751614507436104,0.09730240739666361,0.0750076922543519,-0.04148140793000916,-0.06418367577355667,-0.04685564557661695,-0.013105404352752642,-0.011625914187112292
LIF,-0.05895569520969273,-0.025377365077777558,-0.04493172196813222,0.20269229677422718,-0.03418791851033813,-0.02030759508503934,-0.03124952412816837,0.0233408779005419,0.00563921999299845,-0.08145533997714506
IL17B,-0.02374318493687013,,,,0.04899473130652196,-0.024305417534894232,-0.028641680370983736,-0.024403598300469106,0.004857706218218964,-0.022062480201687516
MMP1,,,-0.012343220252481026,,0.04944734026437598,-0.038400667477910114,-0.02948411070474189,-0.01767140284439801,0.04126089797895784,0.03913322972478568
MATN1,-0.01870741688095696,,,,,-0.035144598557803046,0.07678980070754225,-0.025150527898226957,-0.011196275365718366,-0.020105759749261036
ADAM28,-0.01785476026126941,-0.0034771445072383916,-0.01904005280199831,0.031031908926046254,-0.03853228627897168,0.023865335109268058,0.002422392596157944,0.018646684974732118,0.0771402816225923,0.06068773321420473
TCN2,-0.04992419616671418,0.026850997128482226,0.08581787615046231,0.08198440828989559,-0.04002051202916361,0.06451455281778129,0.03432416521678369,-0.032594590379897405,0.05521994007405324,0.014296994842780792
THPO,,0.07249700058555289,,-0.03428919010661269,,,,-0.021816918034026456,0.07540344820477629,0.1054153880846228
CUBN,0.04037574785733808,-0.002490659459335166,0.016140317530528452,0.09953979783566398,-0.04600989003365645,0.03024870270067082,0.03606065851563355,-0.011436372180372384,0.07598810886920009,0.05848895703526731
TIMP3,0.03141707350868147,-0.0008533051857356262,0.04573623172075344,-0.06047887734433015,0.06961054347916791,0.09295548475867108,-0.0641797495630195,-0.05698025853022072,0.04793168686390205,0.1124663924146213
PIGF,0.008465264374715838,0.04140634567256508,-0.01557883733008593,0.06315467082460306,0.013627587381120203,0.04272009137941785,-0.038210022810031975,-0.031578997956769404,0.0392941835438405,-0.024009482576391256
CRH,,-0.014847597605696162,-0.012542961633543775,-0.029415219867849313,,-0.028256920071238305,0.0054550940755375135,-0.01579132991725022,-0.01335436719980641,0.0176914715652239
BDNF,-0.017034543109063514,0.027338435113891765,-0.02734563932360765,-0.034034479787036685,0.059391392659287556,-0.10575872832615099,-0.04036480929031919,0.0004965811608263802,0.06081135605011278,0.035726401266804216
CCL5,-0.06137201776667532,-0.01295801926267502,0.006752946389473456,0.008124637216094245,0.02587775523817582,0.08826525737440101,-0.0411533598449311,-0.04446604916454031,-0.010975685970183375,-0.04268632170215714
GAD1,0.006310856466933234,0.06764903912271729,0.04070402594727801,-0.11514597649360173,0.0022640821929579367,-0.024685931509487023,0.007420974987382054,-0.04196021596463529,0.05077102679240683,0.04616549603670429
COL14A1,0.0644015048692117,-0.02915142197547212,0.07655064574252954,0.12730451152496597,0.05440489055969078,0.019193391704969368,0.0018733771094376795,0.0038290258034071887,0.0957940379231483,0.09959149228294906
HLA-A,-0.03489774633720831,-0.012860578320291288,-0.06221023148647953,0.177560366837725,0.02534430684441091,-0.05430801592757394,-0.048692423018821825,-0.011818388169368104,0.019568232525611774,0.034880164428950734
CD5L,,,,0.009054810103403536,,,,,,
FGF18,,0.01305609783190204,0.04531882989439501,,,-0.02873482546140267,-0.02792342185714596,-0.030537441573264778,-0.028584234125334673,0.045255747108326604
ADM,0.003114838155960296,-0.06533536442263657,-0.07379121617076348,0.04752447698545225,0.06017314429695595,-0.07009042957990604,-0.03554217665933367,-0.014848324599750372,0.11336919615484149,-0.0024499080551426376
CCL15,,,,,-0.02637701348684294,,,,-0.02479110403781584,
GNAI2,-0.04969392113900251,-0.004339314773693925,-0.002807741935042787,0.1458929476372172,0.09184312738642651,-0.04380538120594626,-0.05966826365577638,-0.01482460702176619,0.02246978056611743,0.006676466444458919
HDC,,,,,,,,,0.05729470968990503,0.029980653716905618
COL11A1,,9.460604041779434e-05,-0.00946992337611789,-0.004481978111681073,-0.02325838536578305,-0.03390161917720464,0.006241901475448455,0.04663141443319177,0.02001910849992528,0.044819160708239957
NUCB2,-0.0177559757159496,0.03255338599599293,-0.002757311011438085,-0.03306336644725796,0.010912842444337753,-0.05979208273829434,-0.003970058261745615,-0.045334783801826636,0.015414440426374337,0.04550036593702319
FGF16,,,,,,,,,,-0.019811603527973946
