,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1
TAC1,-0.03785830241094893,0.04117222948741633,-0.01141608521488501,-0.03944765627062758,-0.020995042603548276,-0.08339032285701371,-0.04713049264569234,0.009676462545506205,,-0.02737618955570931,0.06076981538796264
RARRES2,-0.0003275068394572841,0.03545577645374919,0.011278618971619124,-0.010142396289736124,0.06768144310911106,0.10369242106227744,-0.06477319290796994,0.0011818974150570709,-0.041145816139139306,-0.013451364982870763,0.026193176818716548
FGF7,0.07289597636924391,,0.012074735431953516,-0.03215593804816941,0.009895344170450938,0.03060978248050813,0.0223270047898933,0.04248989248361207,0.050324760565897776,-0.046786238922319576,0.035417554064763254
EFNA2,,,,,,,,,-0.014636425690113766,,
HBEGF,0.07549477412541011,-0.0017769143704032284,-0.017509106563389335,-0.008183609202449841,0.02438000436201019,0.0362856057880428,0.03753526282294791,0.017706867453070277,-0.003516434050725869,-0.0009260535995479227,0.002817687717483893
CSF3,0.008581922968161623,,,0.05728877900359323,-0.03873427326746719,0.027981962514806426,,,-0.06916684597894732,-0.005872469652429239,0.11358534403177602
PI3,0.013880635933320097,-0.022478699726257982,,-0.04019772695220395,-0.025800489494650625,-0.010976083380139381,,,-0.10968113942767169,-0.029763315585982792,-0.021688417218148907
PCSK1N,0.04856385978675206,-0.0038743146482797413,-0.06416632725351913,-0.05534642545600453,0.11222619472355903,-0.059485600922571144,0.04243620385528141,0.000928314618434348,0.007494644527384913,-0.010917045269568486,0.018832802924997633
NTS,,,,,-0.005789970126443331,-0.02871046325462875,0.07521862715970225,,0.14328069787174091,-0.015385516707251391,-0.01480681960957481
SFRP1,-0.02202523169117346,0.0021286038822842033,0.05940773937532253,-0.005485979613941131,-0.006400762230971119,0.07444456901812818,0.0012551992507729805,-0.001785725365822729,-0.020289994904406115,0.028871600111782966,0.04501798305363907
CXCL13,,,0.01709163001216917,,-0.02274687641511668,,,,-0.03760515000454297,-0.014816782146680727,
MICA,0.03834496277272643,0.019093798924789438,-0.015523144000963975,-0.020787115085471226,0.12839252085904682,0.025567793475848602,0.03001297694420572,-0.0025864005071259966,0.09448891952258491,-0.0103920382353818,0.06937773228913204
TG,0.050008296019986694,0.03519669422540751,0.05796245895003565,0.0018656541756752931,-0.04868277523180174,-0.0013078336329422247,-0.0006075001070780351,-0.020446255504134588,-0.021961696770911854,-0.018722300252241322,-0.01291955203087033
ADA,0.03387375475725037,-0.02546584948374387,-0.009108745852974233,0.04048831461584427,-0.022344248107557765,0.05329732128289174,0.036596703714837996,0.015720764814719165,0.06676086143667051,-0.021725277492380634,0.09194738939059602
LAMC3,0.0034308299999440696,-0.02090661121212636,0.007168760246445809,-0.006184460172370965,-0.032402443740558895,0.11705606024264623,0.05744292573889024,-0.04760693953653695,-0.03725807405183356,0.007025987013502577,0.063897783811306
CCL7,,-0.01359104463301799,,-0.007410714768662646,-0.030158158436455872,,,,,,-0.026568253412244457
NGF,0.04921419093458643,-0.02333514871603445,,0.031474188763666304,-0.032190695229779236,,,,-0.014439687504728547,-0.01730910626679164,0.011408878968949203
TNFSF15,0.0834476766021024,,,-0.02352293351093081,-0.022328998166975835,,,,,-0.014126379052563778,0.0790079981981266
HMGB1,0.019585447598000055,-0.03183318890446027,0.05725324455423662,0.0020582045111359132,-0.08333287074331432,0.12742957284438133,-0.0025862101246242803,0.018864439479225385,-0.04752151995931651,0.027802158783866486,-0.03857204091290109
ITGB3BP,0.011288265350796335,-0.08199451252387084,0.06236196094738519,0.037970184811281796,0.02032347735135615,0.07784516394643397,0.017105179400070558,0.06007873330090283,0.004305619481276302,0.04497183496318884,0.07557810383575081
AANAT,-0.031214059055301117,-0.019718538029432815,,-0.007336114508192784,0.07201822456586683,-0.021070040904779798,-0.015261864650871407,0.09203164695571553,0.12465292186594214,,-0.028110320064192798
RELN,-0.030027635303342955,0.07104029913727225,0.03130141586005375,-0.012728058319684493,0.10350964194381862,-0.04296050439494975,-0.03360169941497201,-0.020213626913518693,,-0.017063134986913406,
IL15,-0.030625592496972016,-0.0003027360553585706,0.0069810908512139384,0.009053746731285261,-0.037357161677504594,-0.005973170677192955,-0.009219679562820625,-0.01693382392534973,0.01313715217236386,0.034645232430074974,-0.035377718864195516
UTS2,,,,,,0.014092584429473115,,,,,
BSG,0.030899841064954425,-0.015132624727033328,0.010571257904167512,-0.035586399759167664,0.08466343429494733,-0.023173270025096178,0.019090699763906913,0.05829568990429651,-0.0074383895420087965,-0.06398263024212407,0.004739042814109385
ADAMTS3,-0.04647198528602359,-0.005025866091508797,-0.009194921299555838,0.02623273513233812,-0.0010479834077035185,0.15327559893488069,0.034764675616348016,0.008347103072016734,-0.005727841001731604,0.0462218786721834,0.057200285687213415
CD34,-0.060137658610905684,-0.004494838281913531,-0.04487274146269956,-0.048723238736977925,-0.0029892125339374825,0.07874137826552932,0.022866262850518033,-0.022312619721600903,0.0502622022620974,-0.02549226090874917,0.02592128148777373
CCL23,,,,,,0.13617689042159742,,,,,
PLAT,0.016476547949930854,-0.003646518445094877,-0.04026484203129545,0.01700537952731087,-0.007716230649343707,0.12138447060698589,0.07563774646748497,-0.03268308112672854,0.025920687496359843,0.03436755082650187,0.03760677246539488
NTF3,,,,,,,,,0.020583736443130985,-0.023330209835005857,
LTA,,,-0.021628285945524045,-0.027074448374064666,,,0.003912073532918308,0.06114580328319342,,,0.00818287012746325
CKLF,0.04510401287781972,-0.009337462207707304,0.01717755031227835,-0.03236922265419912,0.031107415650250592,0.11905667533811314,0.002534750873400916,0.006094176720195811,0.05031789808471634,0.05489725491007152,0.05400418327039037
CD24,-0.03651431407568152,0.02577310894529535,0.052084246414739244,-0.03344249295685702,-0.04825506768314619,0.11051098903546508,-0.06731483996348278,0.034462256306937306,0.027982086358116835,0.0007137176214216287,0.01667209797840471
HSP90AA1,-0.023142582208527187,-0.0336089833938686,-0.02055733715869365,-0.006042362228656513,-0.06972434924719101,-0.0889276880539636,0.007802565837636188,-0.01716499097854398,-0.09544950045536794,-0.04309890005453551,-0.0844484712513933
BMP4,-0.03769083337123627,-0.012107824001976648,-0.008682827841784186,-0.020914653252703877,0.021934704832707437,0.0436592767842422,-0.03512505535849935,0.05740708349480112,0.03780267962158708,-0.023777973391882912,0.019346245083943628
SCGB3A1,,-0.013591043273931685,,,0.007496083643239759,,,-0.011816199853250468,0.0016905791510269112,-0.0041930050261932165,-0.007992165430464857
IGFBP4,-0.07027264868757517,0.03927988879016116,0.033811477679197635,0.004385496822837413,-0.04662863158817342,0.10134562971661168,0.08236151999687064,-0.012821785175481487,-0.057269631496853664,0.04326578504869768,0.06125076388982102
RSPO4,-0.021274497760134684,,0.03273345936270821,-0.013349189727397286,-0.01385359664282961,,0.04594569060044256,0.032783602625823575,,-0.019756568942834278,0.0011483587694912885
LEFTY2,-0.01990488828943853,-0.01330335732062718,-0.021893914203795793,-0.010473276500844482,0.06751230650096918,0.17647880325143772,-0.008334299790980004,-0.02090461910556634,0.03085180697053746,-0.026867628527761197,0.006879211154645837
PF4,,-0.014098525715138633,-0.002593485686867722,-0.018430529531397805,,,,,-0.013415297471946116,,0.18622475520835743
ANGPTL2,-0.006470494306363949,-0.012156172745970254,0.004723341866269112,-0.02900727425890108,-0.04106493674594764,0.12687069749284868,-0.02021914323214824,0.022230771885465392,0.022341942441388853,0.05364753777784652,0.0494048984943263
LRIG2,-0.0021475606005824195,-0.03394010654336174,0.03810105501271359,-0.008655952530801246,-0.0302209691808585,0.07203589727463011,-0.0037902456271376754,0.01652267248507345,-0.007191514111679864,0.02936680255791343,0.05243783850238972
ICOSLG,-0.05928877614557703,-0.07060938683332124,-0.03256468170676488,-0.018901430436360875,-0.01343856372300589,0.008929587785674115,0.007236680812789341,-0.037645446456510516,0.02493668881542262,-0.02607576276228924,0.07823416708058718
WIF1,-0.049509156455321106,0.01718906168498668,,,0.009335753194927385,-0.06431743593964051,-0.01319223867144416,-0.00692487796893927,,-0.0183656444912898,
NPPC,-0.043418156941660686,-0.022745586529146145,,-0.028590296390205616,0.006654252214829229,-0.01445933501019937,-0.025733865988890804,0.02599366004778667,-0.025382642178539316,0.017397091249416394,
LYZ,0.011771612623194398,0.023998647318720135,-1.1669089954693145e-05,0.06417557909502994,0.031875000795156136,0.05951078421915009,0.025289162600357334,-0.011991030807097174,0.0640585729464927,-0.004554435105940468,0.012796494063249293
EREG,,,,,-0.01954251659733531,,,,-0.04262768329864876,-0.02460713971544492,-0.03428127894125613
SPTAN1,0.06563517169551461,0.017899644826778627,0.008134827442954299,-0.06653508614202029,0.010097478453548359,-0.004145767094387969,-0.02294801045618231,0.01973575874933051,-0.002763609102551635,0.016292156348219875,0.07227249970480003
PTH2,,,,,,,,,,0.004712851792294505,
LIPC,0.13329435896398206,-0.017260301199386655,-0.017983584816868788,-0.005996498981873129,0.0003657704197130725,0.0020587075210765707,-0.014602095385210923,0.04860789812992925,,,-0.013647910445610282
COL8A1,0.041330647969943776,0.04986030245183702,0.03891526024208899,0.0038979017099640594,-0.025612615497015476,0.20166547483683595,0.07952296123246673,0.013384456809076689,0.050253533040344335,-0.05663317785638613,0.009076518908355497
GSTM2,0.007631983486682076,-0.01266514221765775,0.0342235174300576,-0.024231000477201357,0.029252636828834496,0.049458367612979566,-0.0406454275268935,0.05928771409764781,0.009869234136674768,-0.002071826759286947,-0.021828937799136947
SPX,0.03285240726264727,-0.027915810255852685,0.0012013009440065016,0.009056284928375515,-0.017529220879593983,-0.019895175504422165,-0.03608502472149507,-0.013932312211638419,0.031597741317374375,-0.048619840309994784,0.04494169053578082
MFGE8,0.02102216525951367,0.02829697320080996,0.013085044240175151,0.008597222283596736,-0.03940623626111595,0.015679668538932538,0.00491706883024549,0.010321897251888496,-0.05282668050069028,0.04603648286164395,0.0585693908555403
TGFA,0.03166324009192088,-0.016928340453483876,0.017729278893480284,0.02078088367361002,-0.009833114203565354,-0.007386358063085249,0.05318499198689455,0.06673463702358888,0.04432351007848208,0.01555652931354824,0.06245424542611061
SLIT2,-0.04311420681540815,0.015014475449406872,-0.05129899194142547,0.01472972057501072,-0.050035081695692284,-0.02146070175368895,-0.018194563428925083,0.0014058673046084434,0.027834851409894865,-0.010189537208191195,-0.04166260050240524
PLTP,-0.007490067182197483,0.06824098935836855,0.02526415730008063,-0.017458520687331554,0.03672718683068428,0.09735088152524544,0.04496180215043048,-0.007170384228624642,-0.03684523430085216,0.01384976012268844,0.08070598704034455
APOD,-0.028957252736886964,0.05152763084165799,-0.04269355034505971,-0.03235908027339412,-0.04284201746378556,0.020373554299272054,0.008004616094549723,-0.002379046692893811,0.0808631039132579,0.06730611749189523,-0.0017011906368981653
B2M,0.0023616511140174073,0.009959544767519967,-0.032191546994749354,0.04280699501694706,-0.07901183395956238,0.12347538374824403,-0.07136483080245945,-0.01104627189636178,0.009030222903352142,0.005186251104095066,0.010333164921638698
OMG,0.032615661491151866,-0.03335534683684937,-0.04365620604983458,-0.08808630184915069,-0.04358133726981905,-0.036870660754456705,-0.03593707346638956,-0.0010426257886030832,0.06765770741822488,-0.06864706110122201,0.04890558963444923
CXCL3,-0.06839607508724682,0.0076298868235888245,0.02751829050685507,0.06322182689341611,-0.026117384411536458,0.13002007091209633,0.03493670301481791,-0.01219542121669093,-0.05876543957979413,-0.011214557728949269,0.06460209709193741
CXCL10,-0.0025026398964296884,-0.030831225696428183,-0.008908245106961954,0.07718159248403082,0.0029561382048657247,0.12493390167235242,-0.024199386812618844,-0.019380000175894085,0.07264531986743353,0.014289863453375606,-0.02174424935900167
RSPO3,,-0.01846170540894086,,-0.02140346442473739,0.013988501571500035,-0.03459812439141905,-0.004407966422446375,-0.012743980127722192,0.002751060050548404,-0.026111037400912227,0.03602502768861026
CORT,-0.0238524603096926,0.037441165249220074,-0.015475364889016473,-0.029124299564163937,0.01234810503820782,0.04103684991709787,-0.0018049152136714913,-0.013241137015632903,-0.014038426957087811,0.03732258082487333,
NCAN,0.0680138700341631,-0.034510437938576895,0.04993349402643059,-0.0598876923274447,-0.003581016939117862,0.009884276794186264,0.06673669776440165,-0.02010457587073111,0.067676836172015,-0.021933147211107784,0.05195031411300374
PRG4,0.02037659663211665,0.04762865224494466,,0.02095115048490922,-0.019169745663762405,-0.029971375579517037,0.016387752151630196,0.07384085958498487,-0.020714558043324144,-0.011808765981936104,0.10631423319223735
ZG16B,,-0.018846674982220157,-0.023674299754145083,-0.02451732942558102,,0.01917965774894972,-0.011679504072684345,,,,-0.021160426586793152
TGM2,-0.0535999393796663,-0.02781754671437329,-0.03841470168019807,0.0067141625583747805,-0.04052511638489781,0.12153959401569125,0.008260190422285528,0.006553765146254772,-0.03437405321699736,0.019417708549383926,0.007616666091426502
VEGFC,-0.02335743318127871,-0.025951767764968717,-0.008442553709162389,-0.005910463610431523,-0.029508590816207,-0.02983161402058545,-0.03145002293114599,-0.01520585962995315,0.0015518661130789315,-0.009788613532729565,0.04923540556900215
WNT6,0.05185564289968966,0.0406919833117979,-0.021893914778390696,0.010224676990189578,-0.026414063966081373,0.10417877524650129,-0.02599231973352538,-0.013270906435848565,0.004678975334552317,-0.011274406906497381,0.0010126430822509675
NRG4,-0.022076444222152616,-0.01251782925508966,,0.0075373916186588065,-0.027304795821755403,0.04641878786429244,0.028193800308846398,0.09996413424520191,,-0.012116133206579146,-0.026961585066720296
PMCH,,-0.014427471875075438,,-0.02722627080310938,,,-0.01709555909649128,,-0.019696664068410343,-0.015021004678678547,0.09389679132785131
COL9A1,-0.01795750139175765,-0.03780740620341777,0.02835445388324443,0.01732902117799778,0.042775151196432715,0.017673510213804,-0.031302596332087644,-0.0202136346667296,0.06891797597252487,0.011997996325157996,0.03074353395116905
GDF11,0.049790279030111885,-0.008950845378854336,0.05524463140927631,-0.03616767127873957,-0.05343978576929874,0.09897382402878263,0.06074838225106621,0.07567036987636962,-0.00728116441942584,0.0016465168205788085,0.04324942897081016
RAET1E,,,,,,,,,,,-0.029576667250962828
IL24,,,,,,,,,-0.01320139737434395,,
SORBS1,-0.01355015401724187,0.04270046703726738,-0.030648226785381864,0.03839310256258457,0.0391696164242515,-0.02561967567993799,-0.00894792987989562,-0.04041053748560524,0.02927820462403918,-0.008293608002970741,0.022738249166840262
DLL1,-0.022242511175260014,-0.027246870512821826,-0.006200931967810932,-0.04031126049331472,0.0626873255199616,0.0353078662741903,-0.016666315909136444,0.0034828316617701778,0.1347078816863668,-0.034265112277711965,0.09121670014582121
TLN1,0.04900373361820657,0.030476681410646543,0.06368582007379271,0.01892112112977661,0.058618032470598026,0.0847900403590784,0.04379786172073364,0.03836161704389606,-0.027072392103316505,0.04991713487228686,-0.022323666518169298
COL2A1,-0.022596694435945586,-0.02094438777472608,,,-0.0171214909625531,-0.0276639659199586,,-0.012380856291702809,0.014077042715621038,0.006580979778328745,0.17671495627093778
SHH,,,,0.004010148594963618,-0.006216586807852813,-0.021747238560728622,0.020507480121053582,0.016742221878247265,-0.023018897854029562,0.01567476352342728,0.03887759080757154
PON2,0.11244154090184072,0.005787562103727718,-0.022665729274109075,-0.04505476838510593,-0.01126660312514434,0.09803767980918715,-0.019091346407694623,-0.01917594982805352,0.09000936693474022,-0.023068771142131884,0.011047329311884528
ICAM5,0.022142063789547285,0.02500484621613974,0.01778859850910326,-0.034213145712289054,-0.013106957086423742,-0.025149500780451035,-0.00352558881259358,-0.023076398021024593,0.026689596705728392,-0.008790704334088455,0.011226848514540911
HPX,-0.03598377401107737,-0.013170508001504353,,0.005439230476385626,0.07672957608473076,0.0850823559221307,0.06485430592773607,-0.03003441910519352,0.06371316171864592,0.02804460759810673,-0.019035380164177836
SFRP2,0.0518120984035981,0.17181951492772973,,-0.025000507444313695,,0.08438712701267834,0.024114339835612026,-0.023180358160685987,-0.010994679267129583,0.02289966314666119,0.11042105365356894
CFC1,,,,,,,0.04117792277951033,,,,
CD70,,0.037063164355081765,,-0.001333665200678951,,,0.014171060609820152,,-0.015291397103936923,-0.026846168934322744,-0.0016839665296114353
HP,0.018766393447116496,-0.033150055399343833,,0.002749363447661812,0.0024014991481087237,0.031766183965554515,-0.016576786036437946,-0.04127337341675684,-0.03537767807707685,0.005865436009945601,0.04259972574638092
CXCL2,0.038673785139399786,0.01716031614487147,0.013528728509602985,0.053254425277548915,-0.060385458257651105,0.09161855110556275,-0.003150129408338803,0.0627140041414922,0.0025024220231464403,0.0006097790120315527,0.02781448308894015
NPPB,,0.021688073054629258,,0.09381451615063938,,,0.008486719760011524,-0.015205860735918928,-0.017626415301112225,-0.022450443983066646,-0.0273495253325162
CCK,-0.05170653611515039,-0.013173476096770262,-0.039154320332378915,-0.040695736198826445,-0.027049608001557406,-0.10618688752219757,-0.04989477566424632,-0.03238813367912112,0.0899713347303832,0.03753132011170872,-0.011092647456898001
SEMA6A,0.12835655177333993,-0.00538027013387046,-0.010610579924499541,0.006182062328716908,-0.009436780934291284,0.0788490355938069,0.03343100332040759,0.03520738239670758,-0.04613946013300195,-0.05131295095424745,0.015098818310887996
IRAK4,-0.04564375996069451,0.08220577489635347,0.024492540643248337,0.021735896577613982,-0.019051359641840748,0.09739833052281839,0.004687421397020916,0.08396032318182722,0.07384735274152987,0.036287117218188496,-0.03599211053219216
GSTP1,0.0620018603641479,-0.008816713745346422,-0.01735930081485816,-0.009319957586682397,-0.08871360849426035,0.0840903324827765,-0.034825760876212294,-0.012804714488690925,0.0785329085777585,0.005993744162606112,0.05119254793845516
VCAM1,-0.020264263021149927,0.027221909984064485,0.0020402602247031145,-0.03059264421866553,0.03309659450310568,0.12485515133214015,-0.08818028386868325,0.00015419630059220588,0.03953955083563734,-0.007605603808034219,-0.005582426084078419
NXPH3,0.06253205155244483,0.01938826412177575,-0.05644150370201959,-0.013171524612531548,0.11787819024620176,0.031647679771044504,-0.017070695514154726,-0.025910554257696426,0.017794559031045282,0.03695885032515512,0.030511007813318308
MTMR4,0.02543886505827079,0.06422369668360219,-0.01049364177222264,0.0023420314906255346,0.00755672278560835,0.05278725691913967,-0.02416180810417338,0.03378862969696351,0.04049890380048856,0.010813615688549225,0.07451849367776522
LAMC2,-0.020160136633923357,-0.013762169177804796,,0.044368232550918596,,,-0.0162029494154325,,-0.01733713899353553,-0.014580227984139311,0.008055448387786218
IL10,-0.03198475979234781,-0.029077950772887263,0.115633865988232,-0.022081276320852005,-0.0455105219865281,0.05057014533543426,-0.04483194575743288,0.1556012223723911,-0.04046256873313552,-0.036307750511410886,0.06885477802682251
SEMA4D,0.053877927501815866,-0.02371402483719933,0.020178395988130145,0.007819306896539648,0.02639840697171257,-0.03127415807218958,-0.04345478502716341,-0.017929772123256867,0.044020128227989494,-0.006674512399118742,0.0843205456985372
TRH,0.020181022916263367,0.011846380868418965,,-0.03516513870861113,-0.016848845197367783,0.003372369595790073,-0.020572178335356146,-0.02747130084222448,0.04799718939475481,0.07968875279828538,0.1412424687215054
SEMA6D,0.07336802552613969,-0.054238245135087085,-0.01431082215294342,-0.0038736484370356103,-0.04183850876579446,0.05790032034222358,-0.0031835927448126025,0.015770400794386248,0.045577643007576524,-0.0022290029163387513,-0.015994720302470476
CEL,,,,,0.03463206727779242,,,,0.09610021731666482,-0.016613933125869756,0.012004884232389637
PDCD1LG2,0.03569330436241564,0.09192705999187493,0.00105937965123612,0.023032918479011857,-0.0265839468570182,-0.0005450297142830218,-0.024850422849592886,0.05149092274813539,0.013985640974861022,0.00021697691513846646,0.09337325361603938
SPINT1,-0.03121404033717875,-0.003578364039931681,-0.0027738177170867303,0.010616680012769495,0.06815570528705509,0.12422151207651763,-0.02814908389148627,-0.019978615464477326,0.06279794977478692,-0.006452935777050906,0.09885555830898299
CTHRC1,-0.05878243637148353,0.045964020152047105,0.03085299470835579,-0.03701149721797718,-0.031518741204721264,0.11459885345884467,0.08959768421548624,-0.01589230526493803,-0.006612077962243845,-0.058146590296135676,0.08251633242847312
PODXL,0.030572769778899608,0.03483814291090602,0.03888683199745322,-0.02041152220742936,0.025321571620147254,0.0915354195596609,0.06243476872390472,-0.0018600127066721842,-0.005016908379637533,0.10468583516252897,0.06963698844738245
JAM3,0.012736729002168008,0.04976550833779786,-0.006147562157269257,0.0695003038546315,0.032118401075679585,0.048771344323882804,0.02616817555336655,-0.009743893882459503,-0.007443810373537957,0.002676341534037132,0.012881743223103844
TGFB2,0.09151728510064534,0.04571073547207798,0.0747491490440933,-0.00903439176763576,0.053755368110620885,0.11540957573802445,0.002678281968867652,0.012253963759904623,0.028262905175618837,-0.07309282165639204,-0.04841599815783958
COL18A1,0.03810360409725939,0.0027579806585252015,-0.013374751289785262,-0.01013204335476619,0.03274574905649412,0.12587947039726213,0.10148922966326468,-0.0029257695537088482,-0.05766668508211389,0.01980904612247242,0.057769604371849026
NODAL,,-0.014996599782090786,0.026134610706351563,-0.02914518615194013,-0.021771110082652156,0.0923513305166695,,-0.020904616767155194,0.009291307496439128,-0.016673584237172846,0.021271855852038755
INHBB,0.02123674521447215,0.018867368772480016,0.05668885911357539,0.0013247496412638685,0.008429111313743817,0.030064123603632927,-0.0923775572195051,0.02393870731102527,-0.01491165458650166,0.06465439927741817,0.03555679363022467
LCN1,,-0.013762172274348896,,,,0.008725082238914281,,,-0.015399743596362946,,0.009054322429493125
ARF4,-0.0024459409511674137,-0.022459511569557455,0.02613149668766071,0.006468076620273158,-0.01166029946932021,0.07472967362594024,0.010122637739956999,-0.026533370022900335,0.04176624274205385,0.0685787419224035,0.018371930675359943
CXCL14,-0.024369304601948333,0.058051322361909435,0.029223469110568986,0.06429815917200302,-0.0034199461824855628,0.004609013573794827,0.045897281915895864,0.00020148292611280166,-0.07458691846515522,-0.05476381163001597,0.025058419358324653
LIF,-0.0023513469245271634,0.023113340553885968,-0.026685035071962553,0.005959180422801971,-0.0636092101664263,0.07602145784803434,0.04347821417339216,0.028280616044486583,-0.08424280729313702,0.00943358779806664,0.0011989631877277222
IL17B,0.0001738096907212184,,,,,0.08760682654099267,,,-0.024657398840907667,-0.020743488134237976,0.058658770452897434
MMP1,,0.1443965213619747,,,-0.016848841521840803,,,,-0.02538264053294881,0.03492681884971594,0.05165774090991907
MATN1,-0.01898586672250843,-0.018069330714387186,,,,-0.02545250592787541,-0.013032485872266871,0.17365263256051472,-0.02723787482832621,0.012558945903278771,0.023283375151655825
ADAM28,0.10919793478134028,-0.006320754713285294,0.08539157788680052,-0.023038218241402814,0.049460481025706556,-0.0013694014263051818,-0.018380537045908397,0.046415203931474774,-0.022898992188613493,0.015577453238347451,0.07868797068723973
TCN2,0.06950853627752142,-0.035820835368459994,-0.02267398654566605,0.04520581453217125,-0.0217200927178691,0.16258097886975983,-0.019331664937450203,-0.04272606623854399,0.016140719694208983,0.014594785527192386,0.009765645272276401
THPO,,0.03403132131152084,,0.011444322986878294,,0.034155952491333956,0.016800790876128312,-0.012380856173184457,,-0.018544764374185375,0.04325138652542792
CUBN,0.008978872222273539,-0.04340029491173914,-0.050793502613718546,0.021403498456821102,0.009652643581597202,0.15981628528563321,0.03123922079759771,-0.03621412851866839,0.031334279866948526,-0.020457914237228505,0.000565974629435576
TIMP3,-0.0006436274775001155,0.03791584719737419,-0.017871607645068913,-0.014419965403550436,0.022601902002488607,0.039975844213662994,-0.030639565143011444,-0.05950449439257289,-0.0007073312668004702,0.021920646785361837,0.10543984126260166
PIGF,-0.02568899281442521,0.014411417967018747,0.04299956168263468,0.046264552029132565,0.03014948953174197,0.054441503763131144,0.032013350511296966,0.049989539331317466,0.09709832892572627,-0.05776337397415552,0.01186113947957927
