,ZH1007inf,ZH1007nec,ZH881T1,ZH916T1
BSG,0.0007914025666482326,0.06707727020284694,-0.029873966922382214,0.0005984210066432877
ADAMTS3,0.017417799982594052,0.003749800120557593,0.03833847842946319,0.0691921861196423
CD34,-0.025557176185176333,-0.0018850780600410124,-0.06414962952790733,-0.05473690895055001
CCL23,0.09151710572546673,,,
PLAT,0.08580457404515486,-0.07767176141493663,-0.022472843059459083,-0.003500672393023392
NTF3,,,-0.02693326574780085,
LTA,,,,-0.008068640314367513
CKLF,0.09309681434060366,-0.04792551690549361,0.07121825280609494,0.07375444378596763
CD24,-0.023868330754761396,-0.08182530807556512,0.03994143191509724,-0.007981515531849013
HSP90AA1,0.03260035791885058,0.09734639515140034,0.027849523709235515,-0.033344151525702984
BMP4,0.023780235513827783,-0.005527430314551065,-0.009726217638680397,0.06079092108973528
SCGB3A1,-0.03265102977728058,0.047924127311089526,0.11707790979352388,-0.037057276214414465
IGFBP4,-0.025439006073418913,-0.05139170645801559,-0.0880411808007259,-0.10108958445563229
RSPO4,,,0.10195032502195701,0.04371025995754741
LEFTY2,-0.03760964996820926,-0.07066415220409528,-0.028528494162376305,-0.03362542339830327
PF4,,,,-0.025166890238006365
ANGPTL2,0.022187317887445063,-0.0750385718900494,-0.0035350469617213896,0.016331260024868982
LRIG2,0.11662521478094921,-0.0034010700362840113,-0.012832552031873421,0.05096528220429357
ICOSLG,-0.018577669866726577,0.1141144422710766,0.05115672300320135,-0.021856746901859007
WIF1,,,-0.019500946319719662,
NPPC,-0.02337635935207254,-0.048720924714658734,0.04004055514530852,
LYZ,0.05859010367616374,0.025622998991500397,-0.0236551696737872,-0.05256953117514266
EREG,,,0.019056380184946282,-0.03800783382809716
SPTAN1,0.04250876396943471,-0.016731429608916642,0.057460226419341814,0.053883398377044145
PTH2,,,0.011853085429763623,
LIPC,-0.02478823619239848,-0.002731659198935404,,-0.03182047487149337
COL8A1,-0.015679008547552678,-0.033560388721608464,-0.02013382982297161,-0.08654222197822549
GSTM2,-0.012915038865687557,-0.0930440940644049,0.024812512780453287,0.03223238630950792
IL4,,0.0344946985962293,,
SPX,-0.030989848545885063,,0.04893996858326652,0.14672167165070538
MFGE8,0.03156321932138211,-0.0558208189180409,-0.08896098538611581,-0.03851020520772084
TGFA,-0.005875281666287284,0.011818908771807784,0.010408073256059714,0.015959856701107517
SLIT2,0.020217321967515196,-0.025195308050238088,0.0463604180798659,-0.01730649564933843
PLTP,0.05617824276774892,-0.08299597645950954,-0.0392890467042731,0.05303025038002973
APOD,-0.11055607923914589,0.13104058741400582,0.03247887343329704,-0.06688332858603288
B2M,-0.05188930322776903,-0.07286738350052695,-0.055314902195851195,-0.10722625698178581
OMG,-0.06258587988592586,-0.05264102903308288,0.034489622452268415,0.15832866001707463
CXCL3,-0.024091682556224507,-0.014268705068146039,0.026952022836783315,0.025798745876098456
CXCL10,0.12301992652685291,-0.03849681469312028,-0.028664305690450073,-0.030149104943476817
RSPO3,,,0.05836106258722017,-0.01793547179049355
CORT,,,0.04146551579654042,
NCAN,-0.029534132862975508,-0.055690620620956796,0.04349922060716415,0.1275234940866277
PRG4,,,-0.05002420522191034,-0.040628677278767594
ZG16B,,,,-0.02236360310940224
TGM2,-0.010358470515561307,0.1412166042450035,-0.03433925418094628,-0.10017917412848239
VEGFC,-0.039875029726982945,-0.038062062307943165,-0.035803252404828054,0.0261955451847689
WNT6,,-0.042578121109664295,-0.027841034497893286,-0.011016047458521406
NRG4,,,-0.01367206740374777,-0.017935473800632026
PMCH,,,-0.015949552222144562,0.0415713379831402
COL9A1,0.048595447895993925,-0.11547140305858891,-0.05900804738696,0.07098277609780625
GDF11,0.04142261402502968,-0.05190439544596485,0.024349856076834722,0.03488886470086523
RAET1E,,,,-0.01967508732431448
SORBS1,0.09147581532425299,0.07504271217684,0.006215594848798973,0.039260479760403116
DLL1,0.03979166247750563,0.011753045078534599,0.029977300343110413,0.08583384608694168
TLN1,0.01650039623149261,-0.06726491461433544,-0.035049029126473535,-0.11807385722114727
COL2A1,,,-0.00933745736512359,0.005815535223855785
SHH,0.025055829280120862,-0.04220776752241173,0.04163522528101381,-0.007079081713557286
PON2,0.08094212447593956,-0.07370666884407177,-0.05214405700838038,0.1372841848764977
ICAM5,,,-0.011592314640240386,0.10571607588620903
HPX,0.007349624658159801,0.05428430513715053,0.03748650596858944,0.02027885821584859
SFRP2,-0.043980897231063715,-0.0013932629100259365,-0.02291363574176303,0.03251973390905996
CD70,,,0.0058025280624421464,-0.027363805976324356
HP,0.01907869340192514,-0.035836198630061204,0.05208747443714339,-0.026829507126066326
CXCL2,-0.004331288621803496,-0.047540924636259654,-0.008647173246445915,-0.006909961052987512
NPPB,,,0.056788673886084766,-0.01819354069307082
CCK,-0.024788256199898523,,0.0236816585495984,-0.023601933723598655
SEMA6A,0.023008374447163846,0.035781385748908184,0.047623591813782555,0.08998953852786754
IRAK4,0.03512281346651796,-0.052332688395597536,0.006785734210310701,0.036361212271024734
GSTP1,-0.05141352491858388,-0.13677537623106856,-0.0003489897414123344,0.04636786045538273
VCAM1,0.03296911660903381,0.03228898000947802,-0.023975875295826846,0.02767510481303096
NXPH3,0.09006539624303246,-0.03741892569809755,0.00808785098961985,0.14106860453203432
MTMR4,0.10313441064506033,0.0108305717967535,0.05697463665340494,0.03993149793264733
LAMC2,,,-0.01548152820788959,-0.022770313891240478
IL10,0.057159594114839125,-0.021061399971335062,-0.027710615059862057,0.01899035026378486
SEMA4D,-0.07577851080287393,-0.03886290564911637,0.05455599127344485,0.0814403069016109
TRH,-0.07251817836930179,-0.013896741318674957,-0.06765069521915676,0.019592643781711272
SEMA6D,0.05563809897191719,-0.05202249193611824,0.04268569881688238,0.09694332869345283
CEL,,-0.0430086442200558,0.009690730555739446,-0.043048722475676475
PDCD1LG2,0.0623591277664455,-0.02167647060984886,0.0543031040228434,0.024091372232208044
SPINT1,-0.008075739807658647,0.01039814560846022,-0.008319369166499273,-0.025322971385073424
CTHRC1,0.07126936261519257,-0.06610546431062084,-0.007041930672595657,-0.03209249902711389
PODXL,-0.04588068037404758,-0.10551265064379475,-0.04141657319120408,-0.01665993270582473
JAM3,-0.08635040054844073,0.020623160915982243,-0.03492622828855798,-0.042315092374676566
TGFB2,0.02207241824067732,-0.10642200427610186,0.05884995245822009,0.034608429110881196
COL18A1,0.001154250234929723,-0.046340076336698906,-0.06305460919455619,-0.08600585611811967
NODAL,-0.014014278228534361,-0.02037541254723883,-0.017704288641797433,-0.013155746239363764
INHBB,-0.016975236495909086,-0.024336814528111757,-0.05925844632809847,0.0964613224565697
LCN1,0.01509524773087245,,,-0.02060732825202882
ARF4,0.04693654725296961,-0.10805615621032481,0.033058215128855324,-0.02858521998371085
CXCL14,-0.020767676625153903,-0.0423599770347747,-0.06756599354528639,0.023220204225110595
LIF,0.10268052961182006,0.04643094413701743,-0.008112792642495667,-0.09165529128391128
IL17B,0.04027402414379386,0.16159360359574595,0.045803889958452505,0.014173803875095222
MMP1,0.07890872473594958,0.07755547373491599,0.07873418311718149,-0.0052968573659093075
MATN1,,,-0.022699931063290362,0.05923776797330685
ADAM28,-0.014196866486507923,0.04072613851573092,-0.025499388848118077,-0.051841978189216334
TCN2,-0.029818670593515752,-0.10267166139379681,0.0075342751352797475,-0.03836774693100539
THPO,,-0.04257820702999602,-0.019691138786028028,0.005435343418084055
CUBN,0.06437760336021542,0.030810240522224672,-0.030426208189355795,0.056599659309347176
TIMP3,-0.05355648562640827,-0.04011618334552317,-0.0666431203599168,-0.07769432178182424
PIGF,0.04358492173405149,-0.09537077909459633,-0.03596937611340615,0.08053151094523392
CRH,,,0.012539442213563795,-0.0038466093713028474
BDNF,-0.029249910378116327,0.003877977672534621,0.012867084958493107,-0.024211184259395734
CCL5,-0.0008925229704042304,-0.04920824021441833,-0.04013340216064027,0.007655031182500507
GAD1,-0.016338837015599936,-0.021493473252517607,-0.003279209400021086,-0.004135589492879674
COL14A1,-0.01810526350207592,0.05807771053541424,-0.05366470897904024,-0.01896833676142826
HLA-A,0.030351724089725318,0.020466223964661488,-0.030260791567271832,-0.06422658736821475
FGF18,,,-0.0007632579175851805,-0.020377987296806576
ADM,0.04727347899198172,0.08222008592152101,0.040147447851704335,-0.00567639028845683
CCL15,-0.024091682556224507,,,-0.017673826800511015
GNAI2,0.0024743379709371593,0.10103082795746811,0.0025304025411469044,-0.030953631895953355
HDC,,,,0.10145471590411875
COL11A1,-0.002774089292115983,-0.05086837776725174,-0.014388574316109386,0.02434836938089253
NUCB2,0.04380166329004355,0.03864931156473445,0.038888909429940784,-0.015206306835696352
CXCL1,0.08833266283621123,-0.03196349111640963,-0.008995690107972444,-0.04446062452718526
VCAN,-0.0329203793274354,-0.07431143895761884,0.03878512534979874,-0.11742028564190467
MMP7,-0.06153725094161647,-0.04136761332350478,-0.06065882222149329,-0.09375938398308714
PTPN6,0.008727327276467387,0.03401372513288087,-0.009345220498911351,0.03376766498942914
PTGS2,0.08168432909456545,0.06539379020991253,0.027261113116664723,-0.027926719292965266
CD58,-0.010115079652651595,0.037447596739463726,-0.025876868165787683,0.023464812537497857
TNFSF14,-0.03070568838530551,-0.041265450037081125,-0.007036345564275167,-0.0011454781027100949
CNTN4,0.10597323262981136,,-0.044507030387594355,-0.03007311539686536
INSL3,,,0.09166935535688388,-0.0241994777681651
BTLA,,,,0.012810299846729123
MFNG,0.05757841976389349,0.027377541138250576,-0.05812513310619823,0.00445424552383814
ICAM1,0.06828238450740079,0.04126100178962778,-0.023124493804326008,0.015339863958456393
PROS1,0.025126430572898737,0.04915566492199001,-0.04551424273403263,-0.017761738908046224
CLCF1,0.025804116663472782,0.0001534798923819936,-0.03482814640251371,-0.05619933955197354
PSAP,0.04005004027719747,-0.027936233251195857,-0.06165428679651923,-0.06961558512736961
EFEMP1,0.019769197362089444,0.0572164862712113,-0.0696654102875734,-0.1014129176631632
C1QTNF1,-0.0574255388526364,0.018385950553083424,-0.016414783669657953,-0.02235343252629775
ALB,0.06187478288039805,-0.04754099832863407,0.03904957014672584,0.06488376756030638
CCL13,,,-0.025833280863638265,
EFNA3,0.017625965748553525,-0.023320066242225868,0.06680682906779944,0.12047823495281139
DRAXIN,0.07838700702967827,0.015266869142400923,0.00273823226941743,0.00976130663246269
RAET1L,,,0.012666664091747425,
NPTX2,0.059135988314804835,-0.013166828008806095,-0.02975231730351893,-0.06215820636766251
FGF11,-0.04396872482582067,-0.06223384803831313,-0.017696971400957943,0.006034126769971147
CD59,0.0025943946312089045,-0.01312277274461506,-0.038679377216768784,-0.047165845281660616
COL9A2,0.03976064512324075,-0.021496768573091084,0.01562064890188088,0.08143205245191984
DLL3,0.026868682241923115,0.03400901599403512,0.03211969223376938,0.1441256176735299
FGF5,,,,-0.03001132453364051
LIN7C,0.01612086466485281,-0.013560551852356124,-0.027863269640342053,0.03064181819625211
GDF7,,,-0.018722299639888085,-0.009794028247860848
PSPN,0.015829436795760137,0.022803907766319777,-0.012713071636087677,0.048426636585850835
ANGPT1,-0.037919704718085895,-0.007012820510206826,0.014686288656100334,-0.019222730864846806
PNOC,,,-0.022196050901919753,-0.024976107588783856
L1CAM,0.005199140319332571,-0.005875280661835799,0.023161859860778462,0.09487164706519916
APOA1,-0.0207205817011007,-0.004182840470079468,0.009623147176480735,0.004946098401350495
PSEN1,-0.021168400703843775,0.050239297748201274,-0.05337374481548741,-0.0299395279468794
CALM2,-0.06209610087764001,-0.09598174974676917,0.01543835606042435,0.15397784396187214
CLEC2B,0.05029327470046558,0.046767131154538864,-0.005407445093245208,0.03980239126983973
NTNG1,-0.029435686603684463,-0.031238776341774438,-0.04911610497337677,0.06560439765576462
LRIG1,0.02097507997842894,-0.05095945218615456,0.03568970810122976,0.1524107930979469
CPAMD8,-0.025801507881262776,,,-0.025356403522801326
GHRL,0.07635180444248542,0.05231092810420293,-0.02025180201916032,-0.034808656472171
NPY,-0.030130573856859973,-0.022793324817107774,-0.002289586426843339,-0.016930019948604793
MMP2,0.10494536551434708,-0.047148991008407116,-0.02650385799368242,-0.041845681885834714
PPY,,,0.005211693595390784,0.011423009961503373
ALKAL2,-0.041245009003767916,0.16944935878627326,0.12468194599146933,-0.03294376803984267
CSF1,0.01950270353474692,0.03685712783233853,-0.06251021796918414,0.010412718866876013
SEMA4C,0.10034759888047298,0.015981253291188813,-0.042064012656887674,-0.013142725108023324
BMP8A,,,,-0.02172033393560309
ICAM2,0.045806860485640616,-0.08051710877288093,0.016571692208563867,-0.02466584193941748
SYTL3,-0.009179032351216709,0.003836791491115284,-0.021493238526733325,-0.011693105206125577
IL1A,0.021991726779817866,0.10863283378337771,-0.005030276982591801,0.024861662922281966
HLA-G,,-0.00884135053538248,-0.012426494389271528,
PGF,0.03686753810042713,-0.028864708532927916,-0.027446137942142016,-0.019766867691951216
LGALS8,-0.011488954070584862,-0.023077739305933778,0.04286085313966173,0.01704187961945872
DKK3,0.02128652561706373,-0.0375827886462948,-0.014286143243047392,0.00725217553831125
COL16A1,0.04236719158240456,-0.04473705318361244,0.024160413967312607,0.048477563403908984
TPH1,,-0.004492113346920918,-0.05302487196834202,-0.033802302694154414
TNC,0.036915757227132945,0.08755627144000176,-0.08928418163981428,-0.08709081227671822
TNFSF9,,,-0.028934307511520527,-0.03437402651843342
C4A,,0.11210067125992258,-0.01891975711002606,-0.029249749080202322
CNTN2,-0.0008828579571835039,-0.02594638041321249,-0.006267313729334676,0.086754295534164
F7,,,-0.018722301450288713,
LUM,-0.009800641863195469,-0.053572466004533324,-0.02594412765333612,-0.10187154580407426
BTC,,,-0.018117932470863424,0.009927262651890865
APOC1,0.08256361724874448,0.013199669967737667,0.0018320929936728023,0.13064711941892831
PKM,0.006758555243710483,0.09153056379701985,-0.03471229390142283,-0.10320294657110181
TNF,0.08592099546446261,-0.05376235646183818,,0.0435759431573962
GNAS,0.105229961492102,0.09144518732359545,-0.012035330639195095,0.06106278314689754
BMP8B,0.11439184834486187,-0.023510354884212853,-0.040211328599968385,-0.05919573939229017
LIPH,,-0.038062084261119546,-0.004958430160746947,0.05249627730893584
CCL28,,0.1318417564956829,,-0.016865886267291914
PTPN11,-0.054496156409088184,0.03162300226875371,-0.023285544706052496,0.06259627369891328
ADAM12,0.04621560664074399,-0.029765463808326058,-0.03061147740248251,-0.07801701907212079
EPO,,,-0.017912226259481454,-0.017935468356508544
EDN3,,,0.018287725348315718,-0.005465232473634356
CCL22,,,-0.0157171987753516,0.0035286956261703258
CCL2,0.04272070814197598,0.03282204349327512,0.018168523081363897,-0.06025524776938575
DSCAM,0.07621586765827819,0.05774702169358534,0.03435155892844054,0.0619038598276448
ANG,-0.04453385259689649,0.17125025288874796,0.07774627299694845,0.026915632791701276
FBLN2,0.012955326141381477,0.05544390869061044,-0.0015620529519240183,-0.0200450459183512
VTN,-0.021882347206380076,-0.03304690870284544,-0.023193915393120202,0.02851700127264846
VEGFA,0.06005090482100802,0.15119459872819668,0.009732755570823315,-0.03936666736159111
F10,-0.02373644419045417,,-0.007294542692307851,-0.03166497493003984
SERPINA1,-0.04497748736329995,0.09944294203857316,0.02681223190191946,-0.021605497422880086
VWF,-0.04035808224913289,0.012336957524185298,-0.012830937241723343,0.011024427736744453
GDNF,,,0.08407464723578628,
VASP,0.021099155567154013,0.1382170479530756,-0.03203859070525992,-0.0658397960180678
ADAM15,-0.0612894947872009,-0.03410424055846359,0.05771945454423714,-0.035037759460186946
WNT2,,-0.04214424281493226,-0.021507632105516494,-0.004158605614870201
CALCB,,,-0.013661957721682338,
OLFM2,0.022384897439729438,-0.07567608428503327,-0.049588324164648985,0.1343782539037545
MFAP2,0.02962927912179965,-0.0036367526573694935,0.042163561142366586,-0.050450190596314566
HLA-C,-0.0321689576046708,0.006509868503049659,-0.018419877440122915,0.025156391052314868
THBS1,0.10464372032808032,0.02000984493060034,-0.05313798437059541,-0.13895885960891272
HSPA4,0.07794274055190474,-0.01788421540446901,0.06363847153482148,-0.02530203240866624
LMAN1,-0.015458628485533744,-0.056357617588731965,0.007517707545860113,-0.058893866858111786
LYPD3,-0.03552843515221978,-0.04214428997458003,-0.001003999223950153,0.06727058687230117
APOE,0.0011555130809465675,-0.012497340439296768,-0.01652303641230343,0.06905327956661467
SOSTDC1,,,0.02813643856713279,0.012670806979281862
ANXA1,-0.08112407692141071,0.033127936738516855,-0.0031099576103330345,-0.06518077088979544
WNT2B,-0.05541320502041818,0.022550412609367382,0.0011654485246406973,0.003637032718911674
AMH,,,-0.002679253643167354,-0.024712436032661347
GDF10,0.05312032637344071,-0.02485240984970772,-0.008483075708729323,0.02882280770965326
EFNB3,0.046510554839331524,0.016327601211019508,0.008095463500873697,0.031000706238098197
LTB,-0.07135673702665801,-0.05924012849404625,-0.02850391938522393,-0.0735096567507755
ANGPT2,-0.026947408612169193,0.008623742830434565,-0.05783833612342565,0.022339931474305158
NRTN,,,-0.015949552222144562,
ADAM17,0.0751032859691369,0.057699309279677445,-0.04432040454475601,-0.003353885223311541
LRPAP1,-0.018566708568640688,0.01723114518626467,0.061863855569245535,0.033803397418523055
NID1,0.007538647528781713,-0.013791003596891182,-0.04872772669273316,-0.10469737968169947
MST1,-0.006907503204035784,0.043679789426560076,-0.016698054070713085,0.06360713226377669
IL13,,-0.034100258396812196,,
DCN,-0.034025398325137145,-0.04673998845130161,0.010679724184015624,-0.10000770706226925
IGFL2,,,,-0.03858777674764657
COL7A1,0.03575514281938607,0.031616008794794266,-0.023792540919689405,-0.03193585588285985
CALR,0.04909856149913733,0.024070255725167904,0.004707208574052106,-0.10742562288998886
PIGA,-0.03359067038082296,0.04081750059655929,0.0022950659991513287,-0.032136664682272505
CD200,0.004189911915935666,0.07947007020560445,0.010826227410336718,0.035743081642886525
GRP,0.09829095726504623,,0.06588552928228547,-0.02128159026617313
CDH1,-0.033455757097577435,0.004494353137455485,0.03703198207319221,0.03573152975179791
LPL,0.06876403953705539,0.0003829677952194383,-0.054346614578487024,0.13613890175746754
SEMA5A,-0.016842016953634843,-0.05799942428849119,-0.060350488852374186,0.09668842451451574
SEMA7A,-0.015256864383647917,-0.015120438606102017,0.03964070841117492,-0.00041115822821770717
SEMA4G,-0.0064088108299304,0.08722214351464892,0.013732661751992514,0.10117010301945001
SEMA3B,0.002898995800850512,-0.05634825843687763,-0.029489811877827312,-0.01608043345348509
RPH3A,0.11938547410336307,-0.06061851205441209,-0.046768198929200186,0.04939829993821476
JAG2,-0.009488367449867797,0.01768062846451234,0.03434852677823252,-0.007754285483190585
CGN,0.11607049337512046,0.019593141059800822,-0.027357011859376182,-0.02349830463088491
GDF15,0.06624700314402766,-0.02892914711328339,0.04523485363263485,0.01869511137335085
SEMA4F,-0.00027531812759232064,0.019965700359616992,0.03734947017970148,0.004497673844352656
NXPH1,-0.023636311476740144,-0.0448556019303638,-0.03830479115006342,0.1110802536567215
ARF1,-0.043279617994453394,0.004016221432201895,-0.01557561724101683,-0.03552907140854377
DSC3,,,,0.027332167067522478
EBI3,-0.04928587094154104,0.012475563751743423,0.010732042433402705,0.0724273472984853
TIMP1,0.014909667715320601,0.019488891092410608,-0.03317831829966746,-0.14662108870561855
SEMA3C,0.04153829402720893,-0.017387348325550934,0.01005332220203948,0.017781226564383266
GNRH2,,,,-0.019435530257557197
GAS6,-0.031737152483565054,0.05914855136925079,0.0017083002453166126,0.035264831699024786
MEPE,-0.0258015173645208,,-0.026996382132380977,-0.024783988500201744
SERPINE1,0.06500045751219978,0.04339689678163408,-0.03113588737207159,-0.1336852755366184
RSPO2,,,0.088862656460801,-0.004225613201869484
SHBG,0.036925777042397565,0.03575725812413715,0.0497667035619535,0.008547796333413274
LGALS3BP,-0.06694958659621988,-0.025375242713075164,-0.05945297327015273,-0.07029193024521277
LAMB1,0.014132698701365886,-0.022660612973356423,-0.0866685327029717,-0.0914816305042384
SPTBN2,0.05481021911495453,-0.03387309448408489,0.05273219263771735,0.06909365762529414
COL1A2,0.0259656662934415,-0.0382475333911569,-0.04229899129554,-0.1422562633741331
DEFB1,,,,-0.016754802826827474
CEACAM16,,-0.04037140107814472,,
WNT11,,,0.021233630051131932,-0.023802619040735294
LGALS1,-0.039371566562422314,0.10958045837264883,-0.025943912305975796,-0.12428779456206451
BCAN,-0.0337234698954203,-0.018628562789887733,0.00609963112192304,0.15947730058619278
ANOS1,-0.033525552312552186,0.004805624553388699,0.03461200776821721,0.137040220763016
EDA,0.12475003718335033,-0.04552386006358063,0.051595457966097186,0.004609072765557475
FGF22,,,0.0547472929293963,-0.03437402276049115
SHANK1,,,0.0367617960465079,0.06195404286342264
RAET1G,,,,0.0917027362224078
TGFB1,0.01198662492571554,-0.026201015864135244,-0.04056453367012647,-0.060631750093628374
MSTN,0.10313749475533708,0.03571648493094973,-0.027138728221025053,0.019537236989043808
WNT4,-0.028649975215024544,,0.017003196254595777,-0.04655383317829151
TNFSF4,0.14701689061104378,0.04718024222799261,0.019155259753492002,-0.017344634630085547
NTN1,0.0870931471833813,-0.08373108852868177,-0.05272496527842009,0.04511836561875762
CXCL12,0.02767103728443703,0.029803300846743715,-0.03495115964758005,-0.07107181165364473
GNRH1,0.026226543557315442,-0.04520625529035012,0.0497240426788729,-0.047330630850917606
FGF8,,,-0.007844950918640058,
RIMS1,-0.032650993807631486,,0.0049736607934933634,0.017289072268783835
FGF14,0.05502261367444369,-0.021407458713279214,-0.0015779044300009634,0.03425931007090821
IGF1,0.08370433758130937,0.039955443790472826,-0.015776900165318533,0.029304427280016688
TNFSF10,-0.04375911320530237,0.08088892076321022,-0.030140802310604696,-0.04623868137008997
GDF5,,,0.057486063503846795,-0.015311644319079366
CHAD,,,0.03386719853661103,
RGMA,0.022321583217613513,-0.07020557077252368,0.036938962608887356,0.15075436307025866
WNT16,,,-0.015949550116966485,-0.0008772526743011329
CX3CL1,0.057214274896554757,-0.04855279335120347,0.014494954216064372,-0.003982053415667769
FGF1,-0.05662814967184789,-0.1043440879641437,-0.017393323817595438,0.08919810903624795
ALOX5AP,-0.005326153849837342,0.03485065345655686,-0.009492217556691104,-0.033982919441727336
IL1RN,,0.25114491399945693,0.045435408769907294,-0.05616940229369927
PCSK9,,,-0.015481529940429286,
NPW,0.01935372221874838,0.07355585461558367,0.027829879808282013,-0.034984081089778164
CXCL9,0.0029106549641734034,,,-0.04224951446155494
ANGPTL4,0.030462656805529634,0.05331977564952008,0.019643501356463883,-0.1232373155628198
UCN2,,0.0830276425578656,-0.01749405182756092,
OBP2A,0.0257711418621785,0.04612109445433724,,-0.02014622526825564
COL4A3,,,-0.00868617312175796,-0.005839767360140427
NRG3,-0.04003374307903601,,0.034510005296847814,0.012238518748708694
IL23A,-0.025801511945514933,-0.040820399324209125,,0.0009323525710195061
COLQ,0.012750533869887868,0.05446804273036661,0.05835013222367934,0.06086527758110188
SCGB1A1,,,0.14890749370115677,
TNFSF12,0.03747958669348226,0.05050541540097096,0.022424610067288568,0.01622335201689497
DKK2,,,-0.02061775946189903,-0.04505664305760073
FYN,0.007966572589668056,0.056414929861620326,0.01447052121586992,0.06949333345343943
ACE,-0.013014587938676207,-0.09127120149467101,-0.012797452160370457,0.008019926832438467
IL18,0.008252696666601445,0.057531012589895916,0.02619814432197417,0.02597535485192054
CCL27,-0.025801511268139437,0.0714567939153225,0.14185199050474687,-0.02588125822848565
SERPING1,-0.011336994579445564,0.03979097667753336,0.006304437499844327,-0.11433858866418938
AZGP1,0.08434611115911053,-0.01205562089738401,-0.021469720031914052,0.02086061812050489
INHA,,-0.05139601341721864,-0.03848611490368705,0.07636204939569605
SEMA3G,0.03423689295489899,-0.03700224805083168,-0.025684673965529956,-0.007714930727724429
OXT,,,-0.014999623811486531,
COL6A1,0.02638143723822756,0.051418267622912815,-0.052009553298403496,-0.14368856404973893
FGF17,,,0.013483761102700494,0.024087475021462353
TNFSF8,-0.03155172016273743,-0.016023300999532638,-0.015949552222144562,-0.004509768392776885
FGF20,-0.022264436438319143,,-0.009563963228424397,-0.019645017157321663
ICAM3,-0.0013752907034888578,0.04117083228669212,0.03226653727656133,0.014055790673450008
LAMA4,0.051191149093182765,-0.01848026302458074,-0.024627319304225206,-0.027754100145298936
DLL4,0.018407606589790487,0.024880027292182222,-0.007111165488999042,0.03413568122506415
SEMA3A,0.0377470347555683,0.0022279410307729625,-0.022335278003153432,0.025922499856160932
RLN2,,-0.04552380658698009,0.026520415034448543,0.014695779598120334
C5,-0.03856397847018772,0.01192444873515799,-0.05107948371278084,0.032390013951857415
COMP,,,,-0.02736381377610917
