,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.05825547114460535,,,,,,,,,,,,0.06564947546462241,
BMP1,0.037610768185533695,-0.02707872806779505,0.016901918384584005,0.05144195342079101,0.0030509383369600705,0.03554368117141624,0.05715782784440667,0.08612067169464198,0.07714270911549627,-0.0016681334860074422,-0.08047168210844931,0.00488482528524587,0.1328245302892287,0.13311983944948722,-0.05473026281000333,0.09964862593044914,-0.005729094473150069,-0.05634131361617077,0.03453973921724659,-0.004787350962268381,0.01886522297962498
NDP,0.036639272365374786,0.11800375265788779,0.12129856482143275,-0.011475050751512667,-0.03156330748356701,-0.022841774893086975,0.007164693610140283,0.058125592504987576,0.017862805247327758,-0.054538610734133776,0.03480551593534571,0.014391091606755144,0.09839562590948397,-0.06305809150573026,0.11618994089737907,0.07400447206498001,-0.015396055458817635,0.039443790166735944,-0.026505013232659934,0.13326104018278687,0.0008128750331265301
TNFSF18,0.04687892813755819,0.07713163774162617,0.030648671691735012,,,,-0.02218109519713355,0.15274809484545793,0.05557182585180881,,,,0.0018568619930030142,,0.07016847226785551,,,,,-0.001152670597604606,0.05955803675431177
IL36G,,,,,,,,,,,,-0.024801083253608875,,,,,,,,,
RTN4,-0.0685223046246433,-0.07859420147875226,-0.050651690547430725,0.11416377986083567,-0.017404070071962163,-0.007012242353541784,-0.05594981723644282,-0.11283143870418534,0.04447642394335181,-0.019751225861740513,0.0727373621688585,-0.043300710179539584,-0.07880131087956822,-0.016013886288343795,-0.016998074047980552,-0.10494639206137174,-0.023958641115743137,0.01987152755047944,0.13647444377246712,0.02225857519565929,-0.010999443944251997
HEBP1,0.017419073587254606,-0.059674499722733976,-0.009632633352750589,0.05216297920157248,0.0021827515894829153,0.010625530207900321,0.03762060899728562,0.031087982645272284,0.013684161888108016,-0.006829801850667444,-0.1186039731189596,0.021315758982708287,0.06889501840106928,0.1310174577028569,-0.08071635190479245,0.004812485151712716,0.10878229772403812,0.01931584217750288,0.032613275362259844,0.1319204917672925,-0.008263150956752998
WNT7B,-0.022745669448475968,0.017564974507581703,-0.034373702056315854,0.03680407804034651,0.028749195007940046,-0.0276501937090015,-0.016669876015720862,-0.017278574484638966,0.03160039668572861,0.011394012907925842,,-0.027259248607259045,-0.00799280107707058,-0.0307037404194025,,0.08246994510393454,0.0019860629613300345,-0.023548406668028536,0.01353677781939973,0.07319197221264791,0.0033918956713248722
PTMA,0.002247465388721152,-0.07099590092556225,0.008244985039765016,0.08509484636015784,0.0023695745456684472,0.03940188923585915,0.09989774908105596,-0.023198911206333047,-0.016341421013047253,0.006729403360631969,-0.14518748245769986,0.12734800308696753,0.0535975881139475,-0.03969053673591829,0.023789228744799593,-0.09127184387368754,0.03628056378122827,-0.01699671338975836,0.03734604375226933,-0.12941988673390126,-0.020147124078043917
FASLG,-0.02274567587861845,,,,,,,,,,,,,,,,,,,-0.0003713918837117947,
CEACAM1,-0.03158257002050233,,0.0357138095232997,,-0.019849230665411305,0.0075293635957006215,,0.02050734834410719,-0.03384497112106714,,,,,0.0639012518216553,-0.0672030600541544,0.051449043959352604,-0.02863946616617947,-0.023942734321285946,-0.030439964997355178,-0.04381761042878954,
PDAP1,0.08095079120562935,0.01100429992451384,0.035309442089359,0.03841179529630895,-0.021268696849744664,0.053682430689700585,0.013973161039773911,0.1139348684178788,0.07211620280552988,-0.022604043296797195,0.03232670992211222,0.022602131305243772,-0.007759410506370228,-0.02419766279685053,-0.03054836498871788,0.0028293463161157524,0.046626281056832766,-0.03990160361180097,0.038072838641973424,0.0348679997307132,0.053148749620117806
QDPR,-0.01923827745069834,0.03195332015339424,-0.00930418888768265,0.04723199017497824,0.01804468666843904,-0.01730678091254531,-0.00326636102668717,-0.1569969009603891,-0.020417864824999025,-0.016157860167031027,-0.1074896382919887,-0.010525706409130559,0.00697450579708448,0.00910196124695156,0.0427142492569673,-0.07275661853125918,-0.014843885018000904,0.04738738621994363,-0.0295125393690729,0.10563815042366131,-0.051506428439125174
POMC,-0.013018820338915273,0.09289462017597482,-0.046872605082550846,,-0.0013698460997970453,-0.021062648431976062,-0.03782056531640364,0.06114225869747074,-0.02496947022842923,0.00884274750422277,0.010134093971022495,-0.040027691293943964,0.11130071850164386,0.013124276347708979,-0.07637214063470713,0.016491043444843364,-0.007076411716798844,0.004459211105113667,-0.04979578397044748,0.010227113218444082,0.017375477526950192
CCL18,,-0.05802376649036768,,,,,,,,,-0.07659416409343989,,,-0.015447351252457914,,-0.02835963606582259,0.049537923281780374,-0.022707634750400482,-0.06711573413169272,,
CCL17,,,,,-0.02069812758461162,,,,-0.02683894618687699,0.025670912377871623,,-0.022656493654686544,,,,,-0.020318315055777098,-0.034562840104082795,,-0.0027299113147101293,
VEGFD,,-0.03632145255246636,-0.037783697731564564,,0.008626948161636793,-0.004435490039304071,,-0.008460903340441927,-0.028594627092816582,-0.01714615288498142,0.004852234627947974,-0.024281665996935344,,0.08734180740633549,-0.01812706847273028,,,0.009650103705909158,,,
TNFSF13,,,,,-0.02563901072991488,,0.012174339682296415,,,,,,,,,,-0.02734511974947695,-0.026700622068238325,-0.034182040528402784,0.01766736200638886,-0.03715913605336932
WNT5A,0.07788318404385287,0.08007384352845029,-0.030873902056443615,0.018631900865192935,-0.017851683832315866,-0.015480916143935926,0.06658935186686017,0.04938010517746971,-0.029171889716607818,-0.01258695204102997,0.010835200711160583,0.004626006320897322,-0.01287657265954985,0.06049054264267392,-0.05126758882720713,0.0985490780641496,0.06205787444335239,0.04322494603697341,0.007997125941110355,-0.021905865905149476,0.059924516762173766
CXCL8,,-0.07697594058482399,-0.01715170078837039,-0.035067482563373,0.007771629448589099,-0.00937239951617952,0.016852506888235842,0.0053510899698452005,0.09828687873505496,0.05529640538175722,-0.06231343086179092,-0.01699728401416872,,0.06942696425244362,0.03439342225462199,-0.021148484400916004,-0.051918888644902496,-0.0859678415535188,-0.07928318740925827,0.001143468552639993,-0.0023622637672180116
GRN,-0.05210096107420324,-0.017295104798929324,-0.009582755310722156,0.027570729704561033,-0.014530991408543036,0.018837454576711692,-0.0270855490612814,0.09273351403421894,-0.016915245125073163,0.02583638205796403,-0.10028842355869773,-0.027738236116467953,0.10297855134458675,-0.05042599450953221,0.01825853091013246,0.05092025232471877,0.023148888664476796,-0.021288368333550838,-0.07497508190433033,-0.0839904703979955,-0.030381003393620088
MIA,0.0355086418814672,-0.013588735605821056,-0.024043122848240762,-0.02542413544376407,-0.043118329845073994,0.030781068122416537,0.017617372940920938,0.028926523629102557,0.04078403509347251,0.0097765455020335,,0.009023925265198605,0.22325328367070318,0.07558551793367431,-0.03375061760139387,-0.07279389811372637,0.05284891486848507,0.08886419942340869,-0.06912132178822437,0.14506481171201543,0.04298672027607124
COL4A4,-0.026342264213283,0.022256501932342056,-0.03328083682559155,0.0339556626226429,-0.028019493629214912,0.016080743128748055,0.01563174220575614,-0.00879948689919644,-0.0077989976993073865,0.0020831373724005705,,-0.021605942833601417,,,0.04870784638948483,-0.035855441048266525,0.048908252122132394,0.06104642329030622,-0.008246640167140756,0.00859032218404228,-0.04153096109602859
TAC1,-0.0021001763641141425,-0.018865637786729065,-0.02652269528369364,0.018298842727513236,0.046062371657008466,-0.04936016929097002,-0.023491120519024796,-0.04557335472111172,-0.056261225268383966,-0.021537706406492906,0.09271511704055477,-0.05716871113539698,,,,,,,-0.03837874197199032,0.02578397906909004,-0.04253328460340638
RARRES2,0.0645758107611977,-0.01003060139136343,0.009259649285057986,0.02218368881109564,-0.027544176114234303,0.012643974217928499,0.0028059798313780126,0.040471582094645756,-0.04508913784998443,0.04351433501530344,0.0156429573709934,0.051959754122569264,-0.025955404966212882,0.05479957115747499,-0.064039844087459,-0.023432668762384964,-0.01873968752121519,-0.04884325875942764,0.03343943940175775,0.08808905885920662,0.027792297496454735
