,MGH258,UKF243,UKF248,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
CKLF,-0.07651505719526816,-0.04570973711019784,0.018175188990766106,0.0028847142210236,0.17306818930171652,0.030673112965688684,-0.03747954737336678,0.031385717910464794,-0.005854846696093647,0.050398604002909464,0.07844856103437328,0.11737634782591941,0.008825464804400801,0.025789571828361505,0.037001687120729806
CD24,0.02441385761901487,0.0010424313816244093,-0.015842623173322006,-0.027991244022179246,0.0042782126928748885,-0.033266822332950044,-0.04306238977027734,0.009682254610070802,-0.04025010837621086,0.03225571964513496,0.017418998826965668,0.11653086692624298,-0.06594985883709185,0.13612764179779469,-0.0025107240476334486
HSP90AA1,-0.0363967339468902,-0.045682510148860794,0.005782702242520383,-0.020827650723928448,-0.10624950691708526,0.035077648869967726,0.037062922040339896,-0.023981075113396144,-0.10974776148600475,-0.015042743464792055,-0.15042924015214287,-0.20968175403175024,-0.026268691272906528,-0.04899553088938333,-0.019856566101596567
BMP4,-0.03527177460829242,0.031146406878596804,0.04146591632687778,0.05617072012024162,-0.05419895592840811,-0.022319853769727206,-0.04510278983200648,-0.014606681900563662,-0.02106779113034608,0.01218563558276223,0.044820455851044015,0.05579753826660196,0.013159543050910539,0.02053729879077076,0.01413407132558207
SCGB3A1,,,-0.027117057530375098,-0.01634277686923895,,,0.17927559012580258,-0.011961401453576204,-0.027400212766534246,,0.012791531161640208,-0.03502777552711787,,0.03502043048382695,0.08790396849126976
IGFBP4,0.018159232291588147,-0.0900773114426678,0.02619069785400508,-0.009383371908149795,0.14741576087267255,0.008566060705248492,-0.03944463844419318,0.04194192837293258,-0.04198660012522609,0.01990888475875177,0.007377328926397488,-0.08748290711917543,-0.015328610406647245,-0.11650055572776978,0.028545722637823494
RSPO4,,0.001680173918595162,,-0.01886222110985919,,0.01693128334170547,-0.010345739340150432,0.19402372367611562,,,,,,-0.029671036599710075,0.01468971093837305
LEFTY2,-0.020370827202890608,0.00019796768156650705,-0.037674499574762065,0.021827380228844857,0.1605811888844598,-0.015629313541973586,-0.011344229717647177,-0.02116150238327201,0.021661158161213948,-0.03192395553284449,-0.013756585946090511,-0.03057160618995689,-0.04239413803119429,-0.04035064953339271,0.0414278864124791
PF4,,,-0.028129594263317383,,,,,,,,,-0.024369888793539768,,,0.046849538108174375
ANGPTL2,-0.005573434788927494,-0.010273459708665583,-0.04691666337429737,0.022963456900576648,0.09616079042891625,0.029995834681511145,-0.03021889107071701,0.08392326346157451,0.0611093711841174,0.021672656053905975,0.09161826278446067,0.1448983350466677,0.06493002998618247,0.02484119368992661,0.05135206655423834
LRIG2,-0.017294887841261947,-0.006853212444363298,0.06191104168221679,-0.02015550161374882,0.11653159661247338,0.01669191687529028,-0.04135419742866774,0.001616856454011448,0.04492506742777838,-0.029034981126527686,0.030167411212881357,0.03156662703422938,0.09796319279800587,0.0008962665047639499,0.07190644891447735
ICOSLG,0.034414027071039466,0.043255157115956434,-0.025927687514732407,0.09756560609643489,0.061057196252988194,0.03506570200798847,0.14688987105977416,-0.004896089864557977,-0.07202334445165381,0.042991473538625674,0.0770727913057471,0.110104502812573,0.013761218109136138,-0.007421851573857775,0.036296617124299733
WIF1,,-0.010656740658097675,-0.0300921654550047,-0.02111119782234525,-0.07547119082021309,-0.019646376057182918,-0.004600114312984461,-0.0088950287124138,,,,,,-0.013695116980050668,
NPPC,0.10746817002492905,0.035975801082966,-0.025032131001109056,0.016353710438390134,-0.05062436422460155,-0.023477780746796982,-0.014378045860664889,0.014668672450192436,0.06396961041225632,0.06936066177611425,0.03802680167359564,-0.00078722557235982,-0.02531274722712177,-0.06218011556679952,
LYZ,-0.09691848245829804,-0.0358897493001647,0.026521477147686368,0.0059745593262479895,0.10466523286577695,-0.012041541122155027,-0.02390197725050197,-0.030188257564231692,-0.026994583912890262,0.05472749638437775,0.02464138361488639,0.08790673928557681,0.07178269866722288,0.015046902316476981,-0.01761067828466899
EREG,,,,-0.026543620531222806,,,,,,,-0.06187996767981705,-0.04983778851140907,,0.02325906902746358,-0.04394766213008779
SPTAN1,0.05443053237421386,0.04455122717085562,-0.04098604605893858,-0.03226726327759687,-0.05185498760805483,0.04212911583355009,-0.028999285202368396,0.007542912335004749,0.04932014424023928,0.07575692552826387,0.0064409724165820845,0.10439895720895209,-0.052887010457945,0.1244722339216712,0.04609590188571544
PTH2,,,,,,,,,,,,,,-0.02243974463615297,
LIPC,-0.033227552631034794,0.10322049079980275,-0.013701121594581605,-0.018261734578331204,0.015403522996575037,0.014201920967495259,,0.1142266013531331,0.006706379034832539,-0.06146040967518831,,,-0.031070120350233654,,-0.036793348571145114
COL8A1,-0.017885163628116457,-0.022047032418864104,0.029765556666805918,0.037206183834886775,0.035535580962784925,0.08493925968157942,-0.034431247131338764,0.023196050804981435,0.07868875399289794,-0.02941737340757954,0.061875193477060914,0.07167420350581676,-0.008889267455150366,-0.05801045078635886,-0.0766556280025451
GSTM2,0.008226482300699584,-0.0031060111753495085,-0.017590039113407837,-0.03697724902630699,0.01170471848705113,-0.011502353640204441,0.06564023026178678,0.01728090733310416,0.04068114771718813,0.03505314961971535,0.07383951347430473,0.044137998873853716,0.15939749807585166,0.07020678380229879,-0.022153299595268548
IL4,,,,,,,,,-0.04218410764491733,,,,,,
SPX,0.02949965695343511,0.030470898078166206,0.029966388806223557,-0.03662562874103845,-0.03356038040030739,-0.047254972013927955,0.010478041542494624,-0.016437309674476847,,-0.07061587001697485,0.006875974553775959,0.024112483332874395,-0.0947407974666681,-0.02724217364484608,0.05621261900914812
MFGE8,0.05894746047814193,0.04783743261363725,0.015037392315080264,0.03409792888818231,0.07970769225995941,0.04932528896843939,-0.013596180789229763,0.020887632795129344,0.05096672125807584,0.05352056938202981,0.011090771378502754,0.0016567397701938286,-0.01845171646341653,-0.020733000365981365,0.09003329101946193
TGFA,0.07390214172523235,0.03982438379525501,0.03518853442099279,0.0030826523012105426,0.08156037932980953,0.08397653809852404,0.0019485142097813396,-0.010777936722799926,-0.053451965399124085,0.08219131452603419,-0.017092788731594276,0.008173863568612888,-0.05287591930252917,0.013941951500439455,0.08092945729544032
SLIT2,0.069319655413399,-0.059397785150374756,0.03276035611728915,-0.0660983680423002,-0.03005906303892852,-0.005941735830480167,0.009867691357073936,0.02098514807682616,0.0323309088773797,-0.033828368597651245,0.058569854277038765,-0.000811573887275022,0.09701476253326839,0.013375287057116424,0.01652183879069301
PLTP,0.0329929845190679,-0.019514243679504283,0.05366745487385373,0.045627559241149244,0.10252374059615478,-0.036024629856629214,0.04427573249186252,0.018205193163525858,0.014941838985432656,0.004881274490398013,0.008151120333461393,-0.08969325796010091,0.04949420570505467,-0.10546236856584122,0.012177657755112349
APOD,-0.009321788225939352,-0.0741728403971869,-0.061977250489986944,-0.0746249941659444,0.05713604025950583,-0.022785082542234082,-0.0071186470974118005,-0.0034011883680636146,0.09204314728516945,-0.10662988828611993,0.19798134761908454,0.21738386453609768,0.05376705480387544,-0.04154058013810653,-0.11464100946630093
B2M,0.06456670673025987,-0.031491632697887954,-0.05143737361371478,0.052306904854557225,0.17394984246306652,-0.005040256240296963,-0.017296025007419114,0.08647332419905669,-0.03740018523531484,-0.06765418698825423,0.057460838633847475,0.0006189717810490917,0.034354860058318205,-0.13040761299827894,-0.024649781844358235
OMG,0.047759473463722224,0.02685325814925414,0.013475898515175697,0.002789908530335511,-0.013831101173618972,-0.029938249138193755,-0.025397294088704878,-0.00895854675541735,0.10108771980528333,-0.044184598204874366,0.1203595622241707,0.18495903061734997,-0.0241199739161353,0.06620758513703945,0.0750192864657018
CXCL3,-0.010434073542244949,-0.004939980030674751,0.017737661996794666,0.035109753649679866,-0.030739618573697485,0.009158709118926198,-0.011067754245845584,-0.012345282821885673,0.04412157234656604,,-0.04901878843621679,-0.09514178949110993,-0.018788965621335592,-0.0006399523067593256,0.0379388819766575
CXCL10,0.041726960968967365,0.06589549128400721,-0.061694132200656344,0.008274075799568962,0.18739183816044744,-0.022907260363218492,-0.016812728767196045,0.049942099296465356,-0.0909235206274174,0.12906153365864406,-0.03475166539949997,-0.03268708561732401,-0.02531274447477725,0.11135433357201388,0.03522568515069069
RSPO3,,,0.010258190903060425,0.06324847000063606,-0.03844472308008358,0.03664089945500944,-0.005573865759179154,-0.012900582616851187,,,0.004171340817220865,0.17585713387286978,,-0.0046199361205894905,-0.020738410348701344
CORT,0.023017506270502967,-0.023059728953358356,-0.019260514691055268,-0.02216335849769261,0.003706445376999185,-0.03959268807537063,0.043259436940858764,0.0517368346302656,,,-0.003747211083805313,0.02433231866884727,,-0.007622084061528689,
NCAN,0.050970099427807836,0.042521598110200384,-0.02668435959380139,0.03687017823056535,0.1026776303579789,0.05096192055731437,0.013378590252530268,0.05082191678761281,-0.009716381570731344,0.025562075735716172,0.16537973864392902,0.2260183200487517,-0.039651415610133287,0.09017515077918575,0.1154172867713447
PRG4,,0.04708574686982919,-0.014020482156273528,-0.013075328333504133,-0.03330357511430557,-0.014560085142572874,,0.0074317246865403955,,,0.069486653009339,0.07374726434852376,,-0.0315861590395738,-0.046978088514997185
ZG16B,,,-0.027759612653037356,,-0.03595656119528444,-0.01739355502035024,,,,-0.027770817105499095,,,,,0.05491106228812175
TGM2,-0.02741194987154421,-0.04426449951379799,0.011039979107955511,0.018131986539778325,0.06712496973347543,0.03317038556040465,-0.012010834168538898,0.10625524907545515,-0.058728427342808164,0.07142992175018366,-0.022521388287250716,-0.058637971232826,0.03391707907277548,-0.01596236911473032,-0.0212145435147267
VEGFC,0.11870767335311479,-0.023966292931277954,-0.011357884187842948,0.017782438949251855,0.13495758135271455,-0.004951370965567187,-0.03368344647261336,-0.015392714556242365,-0.047818641118466655,-0.03599649433751774,-0.023301289455433017,-0.051096413030775674,0.05834769839161127,0.021135810709945448,0.05685525070512443
WNT6,,0.02628832088037988,0.008439575257278911,-0.018016543622254237,0.027678930334171188,0.013333156406756336,,0.08544516955606311,0.1077595190432409,-0.026410050327726097,0.0740763742719698,-0.012390025681806143,,0.010390803124602627,0.06592530439596332
NRG4,,0.17925761054457687,0.017045899310970645,0.061119370942587806,-0.031591047286662635,-0.025025390438899727,-0.012093752198508416,-0.01795739692384796,,,,,-0.019900355110499857,0.028419703471572605,-0.020738412672982365
PMCH,,,0.018964533741354216,,,-0.02545934706627731,,,,,-0.007992741492375376,-0.0005928500336840384,,0.010803075140993481,0.034419223198364705
COL9A1,0.036222215007012816,0.021407121212595373,-0.037881269020935214,-0.017725048335897012,0.11467742001737218,0.005157210904005721,-0.02191551887758754,-0.020462026885756057,0.03058615947100643,0.014213187040905453,0.06335865275335342,0.1320770724001575,-0.04057952428878662,-0.015032795649273697,0.07779666040195587
GDF11,0.10692291638530392,-0.004556939898341702,-0.00863341612938326,0.010903526540191829,0.13941114701923396,0.01748048850191708,0.020002542800498412,0.02336613499120276,-0.035327436413340296,0.013879689234117167,-0.028314252090025506,0.03384017038758726,0.0077438776132905075,-0.030226038688206135,0.06710758838193115
RAET1E,,,,,,,,,,,,,,,0.013964545180759865
IL24,,,,,,,,,,,-0.025503597153893897,-0.0239813233068338,,,
SORBS1,0.020125953704652085,-0.029779683059859344,-0.07239079573786843,-0.05346697466379166,-0.07896565639417971,-0.0023693341676170633,-0.021521773489990823,0.012887291049542803,0.045626131072203896,0.06380687667302774,0.06807059618371537,0.031111821861807686,-0.03139767978390732,-0.04661152476543918,0.009257407800072516
DLL1,0.021399914003411943,0.009956115834327473,-0.0024978159576825305,0.034143100294500676,0.08233581431812406,0.01743114687653311,-0.013287758853446435,0.02015139483258864,0.017119318027780807,0.004194962550782892,0.09440372893614621,0.15395692536283864,0.03585570577605399,0.1071775729518928,0.10549217089416153
TLN1,-0.009727001180810583,-0.046113434161675425,0.045816176395968064,0.08260597472508704,0.0757435673524904,0.042578796335531854,-0.04611269277760481,0.04311279728372081,-0.010258355465267044,0.010793614992753523,-0.03409415497655772,-0.10076026143277271,0.019334916632805448,-0.044411823778112695,-0.005632879212033965
COL2A1,-0.032191011063132824,0.053825505354613876,-0.07049837565057414,-0.011678251752588312,-0.0054673429754308655,,,0.014561177901337314,,,-0.007488153354001845,-0.03546531491131812,,0.0005413729904453721,0.025129803326030292
SHH,,,,0.022686063087783814,0.07056643377451052,0.05048591502715106,-0.011878755584178372,-0.011961400408075255,-0.1223128442117049,,-0.010346933686241804,0.09049468712827863,-0.028732517616589445,-0.01397577247416502,0.06554094315197363
PON2,-0.025921663342696164,0.024848636038105703,-0.07467085915957096,-0.015960187599034826,0.10021576230346155,0.0018033158869680194,-0.02482092496845623,-0.009815421851024846,0.1547865573760611,0.08458772383781708,0.097890744415219,0.16060696269857072,-0.011438274801167271,-0.030476599178789653,0.0029402478482510627
ICAM5,,0.06707458892947236,0.00934053625490808,-0.005609901508543201,-0.030669025365067118,-0.04465169991676809,0.008472328154274603,0.005142013270198465,,,0.006706544827987744,0.02556659853202224,,0.02948099315232286,0.023467150470999537
HPX,0.03921315482218012,0.009264516116899758,0.024928183327131207,0.013055202940183305,-0.02585066894334696,0.03916458961605224,-0.010345739798725705,0.07272648141621751,-0.0006529350446647966,0.054387955096679895,0.09372075938538589,0.06445882656278534,0.04818491093087073,0.0728021533249989,-0.004806629265911233
SFRP2,,0.05381415566148417,-0.03605220025196586,,-0.008955281431286401,0.021349715117894016,0.03890785952059781,0.03417502937758643,-0.04218413247381995,0.016234864586734427,0.03471461039437026,0.029841858642787558,0.024388027520880838,-0.06720436070377808,-0.005775978334157942
CFC1,,,,,,0.028942252269634344,,,,,,,,,
CD70,,,0.029130893820834797,,,-0.026648027000474285,,,,,-0.010673347977266935,-0.10783315793439338,,-0.042971377200190786,-0.006028224343983564
HP,-0.06387413054888513,-0.008051650470251633,0.01475877466753272,-0.02697882561818288,-0.010197910836508695,0.04229312264238818,-0.003554307795942867,-0.025708551029359535,-0.0011512405917409444,0.02794254878950794,-0.012141675885304548,-0.031808372460243844,-0.025487231065856316,-0.002279326598287652,-0.031022397109658602
CXCL2,-0.00522569624418415,0.07106011983608801,-0.012325071775811271,0.05635849575441005,0.032213656906067575,-0.0006292795649906106,-0.014378044735394627,0.1373243774622252,0.05732627708854846,,0.004732701948750691,-0.10822407475191156,-0.0328243017865531,-0.031155097803595596,-0.03529410342895055
NPPB,,,0.014407174752850967,,,-0.019167734488980896,,-0.015392715675798635,,,0.07013219182441612,-0.04639651527721561,,0.03392887040982148,-0.0008889266844965878
CCK,0.005122506214049504,-0.03769234363083691,-0.024783980552881505,-0.05444147669631546,-0.12343556489992807,-0.04461082188284441,0.03918589991590599,-0.04552373211190296,,-0.034564214384929313,0.04762660375769238,0.13223004894747004,0.03963923457907081,0.07919546900295561,0.06537245304758806
SEMA6A,0.04438585119681164,0.032900020210932655,-0.03343488041133022,0.03399035892341804,0.12285606856019693,0.04824494664833272,-0.03771655445981458,0.040262477063086714,0.08853733592816215,0.007498136866494347,0.04406485848568163,0.044063407340468284,-0.0054830976035030055,-0.011748178041233457,0.018261131079106666
IRAK4,0.013005665091594225,0.046907376987772004,0.017608609599348832,0.04592808512072513,0.10470206185122798,-0.046551590727482973,-0.007079601755527499,0.05177417061488543,-0.00563934131021691,0.03747348866146789,0.013330996690287719,0.038136168998303036,-0.04733727285594196,-0.026557933603379894,0.09272170704932045
