,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019inf,ZH8812bulk
IGFL3,,,-0.015200534404079218,,,,,,-0.029984201277886348
BMP1,-0.008151234751764694,-0.007666808043244853,0.03920207214707138,0.0010852758099595596,0.013493390482479951,-0.07217802905306273,0.09073652557281618,0.06737610531900402,0.03194276164585465
NDP,-0.007782370362049082,0.10817049320574287,-0.0017731383419425522,0.038479677008279464,0.04418696774366343,-0.05867023745368666,0.09725466674497221,0.06407051120674026,0.026105267784222046
TNFSF18,,,-0.022572337257509935,-0.014339158375271666,,,,,0.05052654415873693
RTN4,-0.013347373048901852,0.05165315236282546,-0.02497688513608654,0.008931847062671345,-0.02093339414124383,0.02061987176263141,-0.07127719855028908,-0.10684493080743172,-0.06954650975703008
HEBP1,0.012990015646505907,0.025549114745733507,0.01990655914602696,-0.0006017123117777041,-0.029504420475287542,-0.004869840286664129,0.05831895416754882,-0.01796339898892933,0.01949459224548257
WNT7B,-0.022088080720908995,0.022765778024284044,0.04859201495702323,0.04883337803843888,-0.0172195916974653,,0.041929785677759575,0.13944212950635124,0.0012610197903928188
PTMA,0.009478122861454955,-0.00022606743960420898,-0.019397258825758597,-0.012011692008179307,-0.06112766029667364,-0.09296547462190059,0.10767931365339199,-0.04409450083005413,-0.006076260729753897
CEACAM1,-0.0016176187447696625,-0.014562084733618676,-0.003063743861628386,-0.02255208004870939,,,,-0.03587406560104671,-0.04443194078533206
PDAP1,0.01627024111901167,0.01823722336027244,-0.032811936960154504,-0.001866202966504697,-0.0051634733688943266,0.010374092724266835,0.0697634839306395,0.04178749014133195,0.006576722279769922
QDPR,-0.006132179605911888,0.06019279099411729,-0.07410406231668011,-0.03628251126463365,-0.04195928202350497,-0.05878660180347501,0.08024556511748356,0.02813048921196591,-0.0035161334663483612
POMC,-0.010547300771624274,-0.02930235801130335,0.014140780060161852,-0.01663802546473105,0.004824133415656758,-0.013449146092463468,0.02937361062145449,0.01890589049330121,-0.0385185958629231
CCL18,,,,,,-0.06259962100595058,0.09401355323384697,0.08927169263623845,
CCL17,-0.014783245694036044,,,-0.017883722242347983,0.005739345061780968,,,,-0.03953243734693364
VEGFD,-0.01647016821284581,0.03779612983790192,-0.025464972575406045,0.02444919156879525,-0.015633363336962657,-0.020426078117871463,0.27727734617030136,,-0.005388152060801143
TNFSF13,-0.010197152020937694,,,,,,,,0.03231654429132885
WNT5A,-0.009352407705977384,0.054389429531548704,-0.0009885849458401285,-0.024917713655085775,4.3667530320568784e-05,-0.04849415028841407,0.04070943834701689,0.04420883407633017,0.09533736258970586
CXCL8,0.0009158416021141619,-0.048926163294155445,-0.016349475555617093,0.007680841546481838,0.06471108787026558,-0.04654420215738945,-0.024000431239752443,-0.04478285438116097,-0.010302353380864871
GRN,0.001011732974372733,0.011004567162590935,0.02881052208085892,0.015288024540138098,-0.023663667331830167,-0.06877080141971785,-0.022793051584636546,0.009407376437479272,0.0035522461054863013
MIA,-0.0009340301979252646,0.027354843112501713,-0.004595146498738705,0.06513724366670874,0.046650885108475065,,0.0058236524171988305,-0.037652129478164376,0.06520393454011982
COL4A4,0.00026101789389601813,0.06755086913970104,-0.014978998393013443,-0.003268240703770035,-0.02986841221009195,,,-0.009443716430341373,0.05570490821517964
TAC1,-0.014895536955767723,-0.037590536317636265,-0.015313835075408355,-0.0336933790503173,0.06451951482981069,0.03065997632765121,,,
RARRES2,0.04495512913763868,-0.06402622113815304,0.01431571672489641,-0.04096794557343807,0.024384930521113304,-0.028792763979265824,-0.06587001530087362,0.08845144060544938,0.018281532163265276
FGF7,0.031135626815115346,0.03066361672418685,-0.024145986720376014,-0.0291209290054393,0.00336749252609536,0.014125739509108304,0.04114613725754291,0.10078684633591747,0.05834878244211442
HBEGF,-0.05744522566959596,-0.09635446839799235,0.04570736227925576,0.013009177503584593,0.018229868180028447,-0.024566711208147983,0.12045601096561204,-0.07633640579645434,0.0026481649798335795
CSF3,-0.01762033987119696,-0.04641834643469759,-0.015847491989890675,,,,0.042198015153706046,,
PI3,-0.030407386871533597,-0.006418677264495491,-0.017844485144871105,,,,,,-0.033589253121087605
PCSK1N,0.06265802728182988,-0.018774354162465107,0.05859174971475007,0.009037922127435176,0.0324272205302955,0.0532949471154176,0.029581768125709566,0.02620911812298434,0.03161936417092566
NTS,,0.010058092263035832,-0.0194784739720157,0.02958099401338818,0.020753214353406588,-0.018390031715862228,,,
SFRP1,-0.012898953293571604,-0.01589420258973168,0.04229063777756436,-0.025569495334390766,0.032819114763827366,-0.028732983749388947,0.046079235775895996,-0.0005045862958331839,-0.06962273090946923
CXCL13,,-0.015751357744663345,,,,,-0.019010867026116422,,
MICA,-0.06648778331632901,-0.0339607215842657,-0.0009195157333123953,-0.004868950448739116,0.034975019911120425,0.03096463770507496,-0.004419527133741382,0.0886340540268665,0.010995112082583604
TG,-0.013920014239671473,-0.03371099375075282,0.0015593190382883046,-0.002504854508897815,0.057130772113448004,,-0.0184992665929398,-0.041414618924382036,
ADA,-0.03583340582051544,-0.029069612349769028,0.0209499015268354,-0.01027475285000507,0.02034788188336072,0.018270652096348493,0.11725071863234732,0.004102461398742767,0.06114411444059027
LAMC3,0.02665248103661581,-0.054633837576189524,0.08903959471769624,0.08900893979069478,0.017810554012238154,-0.027855802493222954,0.030774256181112004,0.0020888579569924596,0.13500331977609725
CCL7,-0.010064148054867784,-0.020883392241809778,,,,,,,
NGF,-0.010402770361444406,0.029037313559986584,,,,-0.018390043824477953,0.059385525236039426,-0.01922330916020571,
TNFSF15,-0.011206921090271242,-0.015461992749660982,,,,,0.0047348393311064454,-5.947082707975221e-05,
HMGB1,0.0027051118984215443,0.010931749803421457,0.0445561346098625,0.013444105591817754,-0.02851189525579288,-0.09234798925006395,0.10235507244081016,0.030935154415160464,-0.048976682918758965
ITGB3BP,0.022185621795243568,0.03736049528662276,0.0009407259133492325,0.018475756050590875,-0.004814994151540568,0.02882323332627968,0.04535353370942352,-0.027535743606681956,-0.06628192107822796
AANAT,-0.01019715310926032,-0.013932180183601178,-0.014294866638450778,-0.016202949310303135,-0.017779659429082276,-0.017289345748808846,,-0.02649193358493358,0.05728890361679885
RELN,0.049515557832872405,-0.01030662509229192,0.02253364704602726,-0.027720489395977568,0.027425356875936283,-0.06075093015756401,,,-0.03456189851144798
IL15,0.019716411027482308,0.045879763859905144,0.01549769385133441,0.006008050588947235,0.04014374657579484,-0.019306754491454685,0.03631157583246401,0.021526573389185417,-0.008526160736303091
UTS2,,,0.0319282287086217,,,,,,
BSG,0.07671008604755884,0.003832603739606574,-0.004267249003562487,-0.012172861399195658,0.023840706310113,0.031649938624748415,-0.026292371997394617,-0.005723569889968833,0.07121144270659918
ADAMTS3,-0.01773123681115849,-0.05081694829715635,0.02788808459041173,-0.028330328621801154,0.05538869182478961,-0.027762626722536685,-0.009605490657389068,-0.031721393477323716,0.014667534332730835
CD34,0.011225214653459424,0.0018282640888117564,0.07137273720236523,0.04317139560237307,0.02047219968893726,-0.06442654439191561,0.091682742209447,0.11127583179118666,0.04075509755375401
CCL23,,,0.006967459153804863,,,,,,
PLAT,-0.007993705177961044,-0.01480773111171837,0.017066682723073965,-0.011211858999886191,0.038416976983591186,0.03251156795601298,0.01343232797655048,-0.004816000289736499,-0.005086540981711444
NTF3,,,,,0.01362634745219501,,0.014789616086035193,,
LTA,-0.012898952690138294,,,-0.015605128797225446,,,,,
CKLF,-0.0006941259491962377,-0.005352404383253432,0.009195355098117175,0.029875529577769747,-0.0021990013595405435,0.0007599773622162965,0.03972629307631549,0.01294407523703354,0.0068823037691021875
APELA,,,,,,,0.017838702557956446,,
CD24,-0.004465027757827414,0.0402112414925875,-0.019268181155497322,-0.043719001233480485,-0.013932426652510682,-0.0016738792205569842,0.1363106121679316,0.018495353157725873,-0.030528775879882453
HSP90AA1,0.005770547888232289,0.0340246460207669,-0.02262178869462774,-0.024110411693009433,-0.00806958961378652,0.08356001613063753,-0.01716791789826038,-0.017344660214456166,-0.06615276808480759
BMP4,-0.030094805081384634,-0.02703764622897721,0.0011128221620858119,-0.013753697061652956,0.034015202403281215,-0.027576881628711785,-0.03780712740033991,0.021412511124373104,0.036684094494324034
SCGB3A1,,-0.01659150667656533,,,-0.01499731662575859,0.005952946168923336,0.02591970925323409,,
IGFBP4,0.007681006154968958,-0.018655226172365168,0.029873272820916168,0.010963331867284525,0.01818798027720001,-0.01377266779157507,0.11263785571034636,-0.0037544141791573905,0.13324999556599887
RSPO4,-0.019744106993956262,0.05763999943720672,,0.04191134828081784,-0.014997314432061771,,,,
LEFTY2,0.013924262569923143,-0.029722667090361535,0.044882610147521054,-0.025033501629207647,0.03619895396454777,-0.018390043824477953,-0.019673416116146175,-0.033854445934599846,0.16378277389073778
PF4,-0.00878077090233274,,,,,,,,
ANGPTL2,0.00632199986024696,-0.02199513133229283,-0.025980850863738903,0.018683939037533095,0.019963719599064067,0.002885598250764939,-0.06754367720055789,0.03559703597114607,-9.497855402123661e-05
LRIG2,0.07423645218173268,-0.02446064278876731,0.00676899671901017,-0.0006035677269743743,0.048132628508277125,-0.058687984332212936,0.027821058853764576,-0.07995771142932417,-0.028865069206964744
ICOSLG,0.012442358646098535,0.01915722211157643,0.021562091610998032,0.01326411744610291,0.0032226445465470582,-0.0005229938985529727,0.12141631260506588,0.03941070100726554,0.046772682628267365
WIF1,,0.0655910249309121,0.04461229756700836,-0.014005705028358106,0.05629649150582393,-0.042126374259220715,,,
NPPC,-0.01362114106404335,-0.011649058636906986,0.024486175130461637,-0.006432757504168338,-0.02084259689920432,0.05823245072317156,,-0.031721332554488016,0.08160235581783809
LYZ,0.0022102307113833057,-0.054124039783547184,0.021914727720337,0.02583442536668654,0.03033918442057537,-0.03469547953674749,0.01939858718166882,0.034039280464116244,0.03927161983915374
EREG,,-0.026947602649641283,,,,-0.01891798081909163,-0.023004989527680847,,
SPTAN1,0.020427099034631014,0.0865528699422391,0.02281216578896658,0.020364133949250886,-0.020005650464844833,0.07507767462522046,0.028872889523739034,0.04511404974467295,-0.021326888768995345
LIPC,-0.015779699280063432,0.05981428517189191,0.037154323160227994,-0.033932740157362716,,0.04737121741432648,-0.01487445236305473,0.06849323936824858,0.027856833808456685
COL8A1,-0.04256473410592596,0.03464617079086222,-0.01491448261956139,-0.03881378036725888,0.046103292204257455,-0.005429691957709535,-0.0974694915261267,0.012165577606886888,0.01918233057007512
GSTM2,-0.002155336912978172,-0.037540026337614746,0.022887967237485686,0.008528635615730033,0.04411958308364152,-0.030089281563941143,-0.03201258895656766,0.03320686285768584,0.05153355088995362
SPX,0.09938059641630655,-0.037183054547733095,0.055716323964518935,0.008614988000749352,0.0025777611586834713,0.04718854656981021,,0.0498106396012237,-0.03725856345484878
MFGE8,-0.014436487692256876,0.07589858768779671,-0.012311969373738579,-0.024947012182717936,-0.004374603951907149,-0.01698946466350105,0.016850154311186822,0.012168853499301854,0.05270393865058437
TGFA,0.01586832909441695,0.02418070914551515,-0.0038249401197842843,-0.0008352380668759829,-0.050046320855906865,0.019118431768782525,-0.0065016574396711425,0.049728896441084774,-0.010442849680703305
SLIT2,-0.029885192128123107,0.026585351077158023,-0.0474996520660289,-0.019125540112469225,0.058606790973536854,0.036557988329051154,-0.027385117601018576,-0.035874021769220776,-0.040302693705783856
PLTP,0.022175919835829026,-0.07328046956053522,-0.03181154665906811,0.04683605070415955,-0.013364708993942983,-0.04125170380423522,0.0408385990411536,-0.008338802133441724,0.02184573783667629
APOD,0.03405321459019622,0.07091831934376844,0.0023640815625764135,-0.05599395081410667,0.05210883027512896,-0.04768230395688207,0.02898884395109727,0.0008965334660504476,0.03392389184495395
B2M,0.011457323930845222,-0.09283249478830385,-0.008023662063197925,-0.009799569817073658,-0.008842251686634134,-0.07590884236513801,0.07019077164521663,-0.06636819305928111,0.10496672706884305
OMG,0.015017238281919835,0.05311340877589307,-0.006987415474458147,-0.014233593004321643,-0.036078157284327395,0.03315858520437461,-0.014569186266279238,-0.025143852069027573,-0.057860185542394464
CXCL3,0.016843730695618557,0.00708654882050507,-0.018768476564744303,0.059284001783111016,-0.01604395635965437,0.05305792125906597,-0.005654042177105825,,0.0271287792573802
CXCL10,0.02265373428494149,-0.015751853993245957,-0.009498927548426737,-0.038092928916064715,-0.024371943994767515,-0.020787517002612818,0.018979200359814284,-0.04278826454937497,-0.021736181402908908
RSPO3,-0.010197152355806156,-0.018539658639306136,-0.006205596857098165,-0.02741240063339729,-0.031738957701648446,0.10285102623081123,,,
