,MGH258,UKF243,UKF248,UKF260,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
WNT5A,0.029479835689588185,0.03551207149047051,0.000974345810237516,-0.030757057392027724,-0.03314687072268132,0.02641117644980631,-0.006258130592736296,0.01187974751679455,0.0811685711749848,-0.017957269003717396
CXCL8,,-0.06566962212095581,-0.04667142679053817,-0.011344461786464416,-0.01596724284618111,0.0833197823103177,-0.04090080707046282,0.05627021977186637,-0.023978686450049573,-0.006853011782680667
GRN,-0.061759050145313646,-0.007671226490689659,0.03940679972708482,0.0567275230821457,-0.06309455821715489,0.10730843336257767,0.012062957308462003,0.024787053965832858,0.042517514435451764,-0.05204227709952258
MIA,-0.02223199120683366,0.06832080223840149,-0.039292679281232826,-0.008297635286411505,-0.019500137643175625,-0.061992544782433275,-0.0069700535814927154,-0.020889164806174473,0.08143451008268332,-0.03292011650935291
COL4A4,0.0758267674046059,-0.029335257041355187,-0.023685743805620017,0.013603003303886564,0.03914985263238171,-0.0335260606662288,-0.029370505845293195,-0.0337200623113532,0.04341943521187372,-0.02002326918173153
TAC1,-0.016985060434957754,-0.036740122439345366,-0.011216347337448352,-0.004578863432783013,-0.0058593561948615085,,,,0.01352614923390624,0.038178666039040667
RARRES2,0.03394743444837262,0.05630573776499365,0.022023944220546064,-0.028250063501408122,0.006949999927400113,-0.05969422420111773,0.017339675396831487,-0.029912250230597265,-0.008256365242786117,0.07388064584488213
FGF7,-0.012909760239417506,-0.014497245181384368,,-0.0266760660685421,-0.017886010200723067,-0.0014824302674600364,0.0332323252701111,-0.014005460300278577,0.014657782013320929,0.040525263957802586
HBEGF,0.0311697019387545,0.04312199433484253,-0.005427500680355828,-0.02235542994372529,0.004249502669511807,-0.0033677193689544698,0.08582315523092063,0.06612708492032347,-0.03517812773519195,0.05265012948479041
CSF3,,-0.029335233816544556,,-0.0464183406799737,,,,,0.02643415349579448,0.07317263670909999
PI3,,-0.034751958954609696,-0.004491282370888406,-0.004467783855852099,,,,-0.018599283365766342,-0.03991689033849155,-0.032097810445561904
PCSK1N,0.00483448527099564,0.028900983860139343,-0.050876768699400235,-0.014093757642552981,-0.04550042792021109,-0.07785869521071709,-0.008995752495074668,-0.062466721132340315,-0.03063323861864107,0.018327884926710364
NTS,,,,0.05523349125210877,0.0017509374555546796,,,,-0.011394080281723652,
SFRP1,0.05289942786978,0.005786700404775396,-0.005528242270658122,-0.015894200619244694,-0.02337541934526706,-0.04870151661733178,0.05940492410248961,-0.0021013248025398474,0.005536315567675592,-0.014425496276541909
CXCL13,,,,-0.01575135579188558,,,,,,0.11090106465328421
MICA,-0.008946913462287672,-0.027232357702103104,0.002228379237358121,0.009326435392140444,0.05662118647745388,0.046806534796306004,0.027496672797115547,0.024861382736962298,0.03718486670568271,0.009483742056025294
TG,0.02738968792226813,-0.023384863600726186,-0.006035571872130128,-0.022439035198751043,-0.016916689299214877,-0.008123204971581968,-0.03782455053234539,,0.0690462526379058,-0.003387916280907399
ADA,0.01964584950323733,-0.03458239297141677,0.03524669396781959,-0.003394320213555391,-0.0067196715597384795,0.08407607801522766,0.015664093006818248,-0.01601723103560059,0.009196720731171495,0.11418107920810137
LAMC3,0.010552768483081024,0.03441164318021077,0.0346975272348235,-0.04476734558687619,0.009198216959292557,0.010636827167515866,0.09692033028618506,0.03941196229179282,0.040532719213738126,-0.006799942175246986
CCL7,,,0.04048915971517302,-0.020883389652786997,,,,,-0.019252382752177995,0.013264021603802172
NGF,,-0.016900862099690557,-0.021538700140325016,0.04553721434359785,,0.03787614598116499,0.006264699566134785,,0.006669330360384299,0.04826838096478117
TNFSF15,,-0.020908475702476975,,-0.0154619908327573,,0.18274124400470287,-0.014832640242151428,,-0.005462914805146159,0.09123693714559078
HMGB1,-0.041813341401161906,0.04759589241639936,0.07750091181070111,-0.06491442652882601,0.019842150750977033,0.011599289407156122,-0.011440273038202975,0.037613675067619555,-0.041013629523304306,-0.08146505664205746
ITGB3BP,0.024387999990563295,0.029434716562439685,-0.02845325592707755,0.03100708440159555,-0.0001396978743955511,0.09756860227526915,0.0738326855418443,0.003099356488730986,-0.015441701898499402,0.014529329932181964
AANAT,,0.008762808271355617,-0.01820051301107473,0.011866237842207757,-0.01950013872782307,,-0.024195453359415645,-0.027077458017847316,-0.02036982381810055,-0.028255481358787585
RELN,0.011971681494748879,0.05301799950666611,0.05012884423139946,-0.041942415342770795,-5.8056747086034855e-05,0.06370696001846121,,0.0268077585191719,,-0.018382910987593804
IL15,-0.04545316374813166,0.04961108727540668,-0.0102376635191602,0.028250916315086316,-0.003947778513775955,-0.008373739576565823,0.139067077041388,0.02569561498790569,0.058433077977861334,0.0779200404978047
BSG,-0.03772901165805207,-0.040997495620411835,0.005398128682151778,-0.03541258907296398,0.040861031822124985,0.05265413084094483,0.013976964433194303,-0.036390810748197194,0.0657050350686866,0.03346248158620829
ADAMTS3,0.02248080334077272,-0.03437003461185954,0.02537621512227193,-0.004518754380330262,0.012612400159619496,,0.044144185138568034,0.03965034687370957,0.08192189495418835,0.035677100117759444
CD34,-0.010856945789707554,0.03449876011015293,0.06727291530645625,-0.01923334491278856,-0.005246734291103878,0.0757276625979145,0.009510891187029481,-0.0053495747760301925,0.05017723458465659,0.03200331916979064
PLAT,0.08603388982286103,0.0567457756885147,0.09321206470261725,0.03419043755255838,0.0596625031735343,0.04477041591759793,0.0477705803456087,-0.09939534382453048,0.06640142906089191,-0.052613165831547494
NTF3,,,,,0.0042040977905349695,,,,,
LTA,,,,,,,,,0.03418018792025401,
CKLF,0.02045097503404108,-0.015345847702914188,0.08536905984382949,-0.02264307335459096,0.05312969530299145,0.05523262291050634,0.12361272836915893,-0.05682305997585232,0.06379595684230978,-0.002472646078661903
CD24,-0.03478681590679907,-0.03811857659673989,0.033335015800971056,-0.029177439998226886,0.030334241744129364,-0.10827700320236616,0.039675358581426186,-0.00889721201643198,-0.04526470068020859,0.006238173707265061
HSP90AA1,-0.054966334900915355,-0.11000002671873935,-0.07547050410913393,-0.00891279597606324,0.011170479673216022,-0.06981708317397853,-0.03316253406483914,-0.055053940073945214,-0.05571057333954815,-0.023230243173035906
BMP4,-0.020244084084183545,-0.036577599752589514,0.023606240994097603,-0.02703764287697955,0.041086794761871256,-0.03502478657410422,0.07255782381156153,-0.03666775867608701,0.0409623483418896,0.08972169903202339
SCGB3A1,,,-0.012544741378496026,-0.016591504619629934,0.018164492272181205,-0.02467724116084283,,,0.09532522278902959,0.06783738464327164
IGFBP4,0.076142900247986,0.045190078962188934,0.04225336453768129,-0.04354604812052759,0.01277197426504073,0.020254076318400607,0.06894872099398883,-0.005993500370268041,0.08242993547941213,0.004978513621528692
RSPO4,,0.17632051827503029,,-0.019149293365790382,0.017582775099977528,-0.04200632666520651,,,0.04701431139835385,0.00992047103550828
LEFTY2,-0.019476285434884603,0.13813646492500026,0.0617892092284642,-0.003211738996774097,0.04432429391112492,,0.01449462373273931,-0.03705108371512116,0.07851259134819688,-0.02445239525458006
PF4,,,-0.013013155454645703,,,,,,0.034123177981618326,0.11693810283692048
ANGPTL2,-0.004393274308033307,0.013387335157494178,0.038209835805247956,0.029897792222697655,-0.011480821034072535,0.1684412108323121,-0.017324199218163513,0.07984790863392797,0.07678623761614514,0.030808240635051328
LRIG2,-0.0005345413673744548,-0.008886366414873278,0.04255888487876943,0.016094908830855393,0.0008242875960985418,-0.022321280081076245,0.09308529754979612,0.01094690429878871,0.06092223691074307,0.04348239958493841
ICOSLG,-0.030974452277595155,0.10674723163608772,0.004837426808518994,0.02344929828699005,-0.031216286392738046,0.047999403754573,-0.0716409671631902,-0.034828095018991506,0.040877373544097616,0.054351632882749495
WIF1,,-0.048046857735257076,0.0368431813312274,0.005056282319775913,-0.030952775546415158,,,,,0.14061486424032474
NPPC,-0.013617511958147237,-0.04213576152495376,-0.03891714788559766,0.012774100378786124,-0.022859466605854886,-0.06034052242353181,-0.028971536556966354,-0.025688610827477545,,0.026938725592007565
LYZ,-0.07075502430495814,-0.06501571596921084,0.005718208947578293,-0.03248624613742272,-0.006322927007136952,0.007938546380571487,0.03372702136079521,-0.01895186747722625,0.0001172744234111491,-0.05673311297148484
EREG,,,,0.025974475023065737,,,,,0.0324493665339146,-0.03213296022260388
SPTAN1,0.05591092315093975,0.048905967639556944,0.017224543288019315,-0.013387309002713923,0.010596437320681823,-0.016079704380724473,0.06904299718677863,0.021802300084886615,0.04012325851257989,0.10273170916099084
LIPC,0.012251004383754416,-0.043301831235551744,-0.01593152271662311,0.06309650437135954,,-0.0038859203376850737,-0.011272104725028008,-0.03153147395968357,0.05230864136899804,0.0891648333350732
COL8A1,-0.03355589131001168,0.07732457196761143,-0.02659021847176061,-0.060991122277579884,-0.07047249012959377,0.05553245570667516,0.04029092125109574,-0.03501276113835424,0.0009898681704429383,0.03469033633187345
GSTM2,-0.047177516849251595,-0.008346226623980066,-0.041986867777044135,0.019825558829198012,-0.021827483760969334,-0.11301577064845165,0.025213316395336718,-0.032135874079785444,-0.008488729620122575,0.02629330862970436
SPX,-0.050426178584835966,-0.013600986523906101,0.029165928629143384,-0.016034981739324206,-0.05817811936432101,,0.040576806284528186,0.041322121915111934,0.02078087097528121,0.13503826160381235
MFGE8,-0.009287884359353413,0.026217565353584268,0.030715002533430458,-0.012002394159604989,0.022765000663186017,0.024168251915814,0.034393893722610036,-0.03593803601016362,0.07978915764284099,0.0172394772487786
TGFA,-9.33804714220331e-05,-0.010253000536951084,-0.004294771975963272,-0.06169076290721446,0.0025699874836723094,-0.04766790504974461,0.05600930426866035,0.018069029913504602,0.060814418426515186,-0.02166975816769484
SLIT2,0.16484359335540372,-0.027643197879771497,0.01589538504021079,0.041703499114650086,0.04131662116742281,0.10469591076075997,-0.03276424568063551,0.016363370973411822,-0.02690248258460848,0.012901077433248687
PLTP,0.02823495354119402,0.06967224854833248,0.04197436950517623,-0.028440048318688457,0.015324937722017928,-0.14203038342751179,0.01771516076955339,-0.01866815327276729,0.03262796616669767,0.034152352787288766
APOD,-0.0461732642748523,-0.04312248565136636,0.03253691534721365,-0.006280339993047238,0.04912564334856306,-0.005146591460790748,-0.10266314121896698,0.08797360662209239,-0.025603403819193023,0.029147392709066793
B2M,0.03458958374309248,0.06013651746356113,0.05935256530906723,0.03996062108300441,0.07807515706650836,0.14560585189345304,-0.023619885063033242,0.06305611925964674,0.041724635861965856,-0.09821258670761389
OMG,-0.02211875184082846,0.08579554196372828,0.04517700426215579,-0.027814369782920886,-0.04740872586985503,-0.031864890598274735,-0.08196561134938074,-0.01638152255270617,0.03069552949951787,0.0596343833620151
CXCL3,-0.015840938197892136,0.04950954912024257,-0.03213559561157606,-0.04581981850942727,0.06448352053877969,,,-0.019067958976028806,0.01766326148878272,0.013474608362200373
CXCL10,0.0043870549491927,0.04929206598341306,0.034798141221263505,0.01698080391323415,-0.00485427336618077,-0.06894725575038389,-0.039079120288279846,0.012670056819898887,0.05992863582382729,0.010683218048198748
RSPO3,,,-0.017040437227167086,-0.018539656340848205,0.005566753855022267,,,,-0.019537403873707084,0.08567333800123171
CORT,-0.019670779987698374,-0.023147955836611587,0.042107277875461986,-0.02250067218338675,0.022916061553537034,,,,,
NCAN,0.010796876009179583,0.10572568925137597,0.040459324073539575,0.011079470764129592,-0.040029279024828036,0.15692186517676207,0.06255161601409327,-0.006481248920588433,0.040682850397925595,0.03196825063027283
PRG4,,0.047297984453707614,-0.018865794757603443,-0.013274327379262223,,,,,0.05823287558929988,0.05392482052275837
ZG16B,,,-0.01739577004732238,,,,0.024971105913620797,,-0.024361040017429045,0.017557271044763158
TGM2,0.01742175302962371,-0.02641461215062466,-0.01673140358332531,-0.041442970341755495,0.07417085784001436,0.07065305011983561,0.050516100651775114,0.030638516148763773,0.022249494984596982,0.04198174149230165
VEGFC,-0.01967078125423774,-0.022667549792217374,0.0328547637567076,-0.02043358852358101,0.005277243642017161,0.19191365823616993,0.12960720889767333,0.1599282539873105,-0.009123893405975898,0.04540496609491194
WNT6,,-0.028748491967684812,-0.020240664911688102,-0.01829074514876586,,,-0.025579281923623295,,-0.02942096258181052,-0.004017259485185878
NRG4,,-0.021424396026608193,-0.011554148379945825,-0.018907543434290647,-0.04796254463285233,-0.03352602368401903,,-0.020195851251360322,-0.019537406063383934,0.06481409622056736
PMCH,,,0.03821809681333887,,,,,,0.009212925226980966,-0.024960258389038908
COL9A1,0.08020753719264755,0.0759291839290506,0.005775904040827354,-0.013481612002860712,-0.026812994264675948,-0.06727149618269025,0.07083580422212275,-0.022529224181491912,0.08271869107610852,-0.005727707779510903
GDF11,0.014178482549135197,0.003399884495825752,0.018604213300134047,-0.0623958554497165,0.006220268502652252,0.004031818306764001,0.039156148650334975,-0.0008360217446860361,0.04025978581455382,0.03874436396188881
RAET1E,,,,,,,,,0.016619330631103636,
IL24,,,,,,,,,,-0.016403334026361273
SORBS1,-0.06707740054993369,0.04238497723545879,-0.011843069968121489,0.007051372723556756,0.04948181190744741,-0.028970437188931282,0.0599115715448856,0.017225801919216206,-0.002805458640575698,0.011474000490916455
DLL1,-0.028496638060398774,0.025779561148631853,-0.029888629395001264,0.03969662674320719,0.004414466658949346,-0.03598004755868828,-0.037999466817266916,0.002029593496302338,0.08625603707516515,0.0353792959275005
TLN1,-0.024263291655916567,-0.017079169345411597,0.020930743980273083,-0.033259055311948886,-0.015112420767031242,0.026635168595527694,-0.03988496639420058,0.04143940708119031,0.014226086040839475,-0.038948661358431155
COL2A1,0.032261271196716505,0.13517864564798193,-0.035016372963993486,-0.01185598808896259,,,,,0.017809294330813085,-0.01814332758797704
SHH,,,,-0.030055731959102737,-0.018885877763021735,,,-0.038233140663662735,0.053838226786695725,0.03351849296700249
PON2,-0.0476931759685465,0.10793617541067067,0.05344164369424481,-0.024944159744291105,0.008596290837986227,-0.023309888503403025,0.023774933118348305,-0.0214772039602495,-0.017402955809151445,0.07646921767383198
ICAM5,,-0.039407587627850224,-0.013772845230766254,0.019311347617020285,0.03848768199050901,,,,0.04004028466262606,0.058339546749735724
HPX,0.02336507495307976,-0.03492095996925548,0.01473589082270639,0.010731630924036796,-0.016448556064829353,-0.043614211131991626,0.007195566898829057,0.011723395509322013,0.0020870098964718576,-0.007423217575016271
SFRP2,,-0.007810383959169634,-0.01667826709369396,,-0.017235145867284245,,-0.002768126255197314,0.046779518523031076,0.04329912407318212,0.011045750799498334
CFC1,,,,,,,,,,-0.0007836259497443575
CD70,,,0.08664333518530451,,,-0.03638546949857495,,,0.012011273016488086,0.0676295877587816
HP,-0.036660283867082345,0.09864235381564859,-0.0263172618812318,0.02571802275844964,0.017435231037126513,0.12302647706187936,0.05299920198516881,-0.025865685539626274,0.05629965574671436,0.05513940947231418
CXCL2,0.04579016388958844,-0.0046861975661821546,0.05826734174287412,-0.06513808745123537,-0.022859464816802448,-0.0330285179779523,,-0.03735562816369705,0.04394417876643931,0.024352573249719737
NPPB,,,-0.016183930516179473,,,,,,-0.019818522566083435,
CCK,-0.042269645462564405,-0.03333490635080508,0.007480544756516154,0.022865917331474157,0.01070880581909456,,-0.03347694431662925,-0.0356680725376283,-0.02570997388553921,0.007009822547914686
SEMA6A,0.03371651144730194,0.013633552071210793,-0.024420372404823927,0.06429353607616535,0.008506377117965142,-0.0866805971379665,0.0006812220000332248,0.07211541393145461,0.002858781924977084,0.04080268445232052
IRAK4,0.031049185793800393,0.01307639500192874,0.0020656812753166516,-0.04582180999534231,0.002871246607317297,0.029104301410976738,0.18317598641906,0.004703713464777123,0.05092969936407269,0.03271170461779465
GSTP1,0.02427205450462613,0.010757266112133233,0.07183007922272244,0.0029302641860717736,0.015932593521867617,0.16044654255749807,0.012973744747010383,-0.03499278255376232,0.05902957867424487,0.041140192146297716
VCAM1,0.002304515068953397,0.047900697090814695,0.07840262740970333,-0.04727869594714309,0.06350658912274579,0.026452335381402847,0.06616864530831765,-0.040945190453832214,0.033243612798994404,0.015369997278024341
NXPH3,-0.009550865182862418,-0.016272323104130588,-0.03550108668706582,0.06524704268738245,0.06947737251681264,-0.051469556117993365,0.13795656026018563,-0.012221619189708849,0.04183840859592354,0.013409195550795288
MTMR4,0.04022504147094463,0.07743375499283556,0.05361332592918687,-0.02412468245388613,-0.022605214565453616,0.08712663231188357,-0.019231580546333175,0.10014437855718153,0.007614064165241355,0.03618077269295049
LAMC2,,-0.01956468835512455,-0.01270269321221339,,,-0.033526043783030895,,-0.019526266304668295,0.059589692374903976,-0.03562906238199639
IL10,0.181960758497517,-0.031040060333610033,-0.026839394512279065,0.0026279099013871874,,0.06292529652252168,0.0012008352026006716,-0.018834959051152723,0.06722805727164219,0.05032645085446082
SEMA4D,-0.07019548152262949,0.04532679848673437,0.008475188788043072,-0.03629304375641203,0.013757584804516753,0.033733389210182894,-0.06336925788573955,0.018567132613963713,-0.012904991042151141,0.03620321962502218
TRH,-0.01806155190706822,0.12077243449325034,0.03411617591176783,-0.011667191158157147,,,,-0.043158828819472674,-0.0033254817049654865,-0.0343469288135543
SEMA6D,0.0013096216675666655,0.03425665322407363,0.012403841317524792,-0.026830066663725435,0.02107716013983256,-0.06098788298403889,-0.00016459510168650494,0.0405671763199398,0.010797089411939352,-0.015598935372211237
CEL,,,,-0.023018152822831248,,0.02693988491404873,0.004225876273692074,0.0043341564113504455,0.05644347888038035,-0.02423568121327242
PDCD1LG2,-0.05045863403865543,-0.05280428778961955,0.07991641635351637,-0.02594098827920972,0.01998011492206772,-0.0219494329395939,0.011382463749325403,-0.026863068806565058,0.046157734341004376,0.03255747461187893
SPINT1,-0.038479704917524754,-0.030292104790280983,-0.008743132872116324,0.017113843109091382,-0.026880559378482275,-0.013579663289802514,0.02325051222505517,-0.02479650499134939,0.04519030463637446,0.048619978889472976
CTHRC1,0.006088912330955954,-0.00263287991852022,0.06686624158771642,-0.003553382829246589,-0.014099618229552694,0.07063004663324657,0.02525395910897131,0.07461846726574337,0.044861863076882745,0.015598718488055224
PODXL,0.03935591527728862,0.10621422246840566,0.05368258788057849,-0.0032468150486872943,-0.028077899088928757,0.045629249976140714,0.07526212529432308,0.004122810329109791,0.06266848800189773,-0.04161310795665152
JAM3,-0.00652830946702861,0.0686808678258108,-0.02935401896510581,0.0970408313156366,-0.0219814397865297,0.04540953909357331,-0.07121417093345456,-0.04757209969616303,0.028912049621942458,-0.04448545155995863
TGFB2,-0.051741899067205444,0.014430013153040436,0.012473221191910798,0.009992296818007881,0.020417228265746316,-0.06650776100504764,0.08122557326796213,-0.06905015148708386,-0.010465258462353242,0.009431726925148829
COL18A1,0.032477123533552865,0.01860209618578413,0.043172293045509284,-0.004926494018423753,0.016183011149659234,0.010020622391645312,0.027725551226716317,0.03924842453223984,0.045340327467830524,0.006717099971408274
NODAL,0.004330259334259966,,0.05670230002813134,0.06285790979128203,,0.06642191500075344,0.050783226129281024,-0.029373772519544962,-0.016387457958092717,-0.010641560273619094
INHBB,0.02845414567588569,0.014717103838578218,-0.005115419485404935,0.010252950042749773,-0.02497382505017398,-0.055456439917770724,0.004511530151797198,-0.0596877260742652,0.07989092078316666,0.058716678910109184
LCN1,,,-0.012702696070371085,,,,,,-0.02244790098197145,-0.024990747462035764
ARF4,-0.055299781088235044,-0.03424541856043449,0.007759288431646344,0.048175885263310264,-0.007411131731418192,0.12920934178009286,0.01217845775035142,-0.03491216151694299,0.020620967917309305,-0.07161275989903886
CXCL14,0.02298219124535848,-0.018209940133429636,0.034183982264097953,-0.008691111130716505,0.019576691604601765,0.015530707874253397,0.0753769342610167,-0.03318908962872413,0.015388387209934556,0.020708123487554967
LIF,-0.024395519708483936,0.05327101501484486,-0.03134795754324837,0.002464407568564281,0.09858207834100803,0.004297356247701843,-0.043237020779003224,0.054198967441905034,-0.025662845646716365,-0.007546426422635306
IL17B,,-0.023384874424434238,,,,0.09184884379287099,,,-0.01567561214006273,0.11179069662707838
MMP1,,,0.06171549814652383,-0.011667188612993049,,,,,0.053957552643804155,-0.022664638225545975
MATN1,,-0.018425101591462722,-0.016678269366508198,,,0.02161661552187635,,-0.01975176200256466,0.11789457314716044,-0.025749498719842306
ADAM28,-0.025710512869608494,0.022246229082031797,-0.007912479955646026,0.011488236785322448,0.04039839673387415,-0.047010469525892974,0.0012811518612188466,-0.015248814126026952,-0.01743523516853221,0.07757892718456937
TCN2,-1.4494776052850822e-05,0.040053583762963245,0.06653008384678476,-0.016884931420178356,0.02841230067273191,0.15743887931670375,0.04969330795087769,0.05799397565563636,0.027230078388792846,0.07103123433497169
THPO,,,-0.021732475553752354,,0.007577332890170175,-0.0335260606662288,0.12523033407889028,,-0.0009024702099607066,0.10664442203100492
CUBN,-0.044847817010064496,-0.06389195747885561,-0.025631782596642755,0.009300320755598154,0.00046548786603865154,-0.0029320751162379083,0.0959015584527005,0.05305316051173561,0.05281061790670444,-0.003784274079350663
TIMP3,-0.04382565276610952,0.10850377880886074,0.009209969421323592,0.005495042040923512,0.003074824112747082,0.046803982239245735,-0.014532759444442647,-0.008791208240639161,0.0516857504152036,-0.0037239029142919627
PIGF,0.00645546575434772,0.072046013305573,0.01768533086428663,-0.009222926167810086,-0.013137801030210325,0.06477124900963135,0.07866576888396554,-0.04437224476995706,0.05438338865895561,0.020168213367648218
CRH,,,-0.01488272081047483,-0.01185599026434577,-0.03671368816543597,,,-0.00033252681301919264,0.054271333471812844,0.03159810239511517
BDNF,,0.017909724217161558,-0.03496396134849735,-0.025847933132950508,-0.03300970729204749,,,-0.04231832167564964,-0.017196423347575557,0.02337992887398546
CCL5,-0.050723128665027914,0.02545237693396534,0.034642775100775514,-0.03848362399554905,-0.02570662532882356,0.05590521498624627,-0.03562678984396529,0.038961172677518384,0.01772546915021264,-0.022512489161444427
GAD1,0.05623718578190102,-0.0014434471175964858,-0.005207110395522845,0.003309835596310221,-0.018529486615925884,-0.036843369387749195,0.08407779279953836,-0.006302171020245196,0.01864003718701766,0.05933078635684677
COL14A1,0.23920466210061944,-0.04030429126583528,-0.017430935226437336,0.03877532384133661,-0.004719963583623143,0.08433081252438848,0.04465508243854496,0.053324469577208,0.057005547181683276,0.02814310994137066
HLA-A,0.025982869361127026,0.0878544997807018,0.01982054331690895,-0.03112064903815662,0.04215789613674508,0.06495080289313455,-0.0012744812743155465,0.017200366365056438,0.050572923631751275,-0.08441575929418177
CD5L,-0.006312486217034516,,0.0076631822583572325,,,,0.14450249965582923,,,
FGF18,,,-0.013466170812705049,0.07477897595090888,,,,,-0.022198076114284742,0.06808697750605254
ADM,0.010233125482321184,-0.07272860229600274,-0.08286749907509687,-0.07053544080001835,0.03367937358381852,-0.09530727298956199,0.005337642733388797,0.04489031137447629,0.02760247117526242,0.05403465637971306
CCL15,,,0.0023213568776605507,,0.06932571385264717,,,,-0.019252389690610414,
GNAI2,-0.07168024260531251,0.07997878660024059,0.012858685540961512,-0.06484720244746743,0.03591334644594308,0.04235615582574634,0.07769116978146146,0.041353221201120935,0.03375447652474192,-0.027642755888645235
HDC,,,,,-0.024702590945411315,-0.015419263374160675,,,-0.0019011915079420127,-0.02574948705813804
COL11A1,-0.022747217382040934,,0.031258032943608745,0.018063474398583593,0.05537740915600624,,0.12289093071818982,-0.014219661949467116,0.06265192296625124,0.04371616834495542
NUCB2,0.019126812801271983,-0.06040568237519004,0.0024212472227298806,0.05458214880327533,0.06555665998674552,-0.008690968848503447,0.043080513316885526,-0.08468363816386217,0.026692743876087832,0.022847796997826162
FGF16,,,,,,,,,,-0.02537277208339954
CXCL1,,0.04569847025962039,-0.045922103628182775,-0.027630784574010265,-0.00253376097025499,0.08933835079527534,,-0.029689782589918192,0.01933451616764973,0.04923053337117038
VCAN,-0.01964487734833278,0.07426663049890224,0.018601770047408747,-0.05551745399619108,0.04166678502638277,-0.12205497637436495,0.028592902115909213,-0.02435550693569216,-0.03166829764554041,-0.019358897222217137
MMP7,,0.03472078794306212,-0.0018018993450944396,,-0.018358154339733215,,,,0.012566019957848977,-0.053572957618056076
PTPN6,-0.03668655166369824,0.03547201903953089,0.0037476264811917197,-0.015278656549888985,-0.026412405713580462,0.1655812600247924,0.0018701860375196088,-0.0153363841784952,0.04639311268880829,-0.010456242720387376
PTGS2,-0.03914672186546031,-0.08149158757004386,-0.05228890669700321,-0.04326051752624529,0.04603225243913351,-0.06617938195521661,0.09553466136043968,0.03990515041407425,-0.03152327865322786,0.031653407736289677
XCL1,0.08685174733869302,,-0.016308798195955012,-0.012405929063587357,,,,,,0.0800590217557059
CD58,-0.0011469108599865552,0.06948517082283479,0.02859407053241494,0.036011780762418434,0.0061882720817482625,0.036333065266938795,0.08379189488800781,-0.03657406609485436,0.07417514932826394,0.00562282270773715
TNFSF14,-0.028853373638704077,0.004994641044055015,0.15229489408148264,-0.03491854769520543,-0.018036042095897886,,0.03943138041083305,-0.01262622302865691,-0.03651255985772076,0.0450693526030704
CNTN4,,-0.0304804826320292,0.053126723948439966,-0.029217735889935967,0.051077317616400685,,-0.0035210638694106195,-0.024786933509014775,0.06144761043207682,0.05282564161895371
