,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH916T1,ZH916bulk
CD34,0.050651352556333025,-0.03621089822002273,-0.005646116039769515,-0.0029366088070742753,0.1202041932359515,0.05610853704343119,-0.006315484575229339,-0.0529770665169075
CCL23,-0.01644422454936867,,,0.07626117361415571,,,,
PLAT,0.06830306959489607,0.08825320471736164,0.05664258836188255,0.04848146499612378,0.016998032530132278,0.031048350237554694,0.05859067054599555,0.09757272430089822
NTF3,,,,,,-0.004623795459815728,,
LTA,,0.0515993872475398,0.03488951000898941,,,,-0.044288800017037736,
CKLF,0.10169811090645046,-0.03990210189119495,0.040975450717471135,0.09948150312967305,-0.05129885595968638,0.08414922655368688,0.06558343973051461,0.16483545230899327
CD24,-0.02764316523259888,-0.11260287519949788,-0.0063572769326249124,-0.031605176048689815,-0.018350396201907097,0.06629103909766824,0.014089231629588288,-0.08863804202689382
HSP90AA1,-0.10438064358214759,-0.04240362930412931,-0.06124081681785602,-0.012037481037329465,0.060750633721195234,-0.13642138778540444,-0.02588687518221875,-0.1272005894667116
BMP4,-0.03488870984298246,-0.03907418956924511,-0.019759117649402705,0.06842939263384523,0.04472615460511947,0.01753899511105038,0.015902991075997,0.06981796042689467
SCGB3A1,,,0.02486615602970545,0.01027507042938452,0.021810456149884767,0.027303122122677534,-0.008005748090291982,-0.02338418242577934
IGFBP4,0.05686903362366735,0.05598105862704176,0.044400237561718646,-0.040665181900699246,0.058243723022661356,-0.0237543155455326,-0.017505775403990027,-0.048976699359277835
RSPO4,,0.05502579531079136,-0.011084527899201486,,,,0.02786299780878331,0.17053422956343686
LEFTY2,0.06845230386712733,-0.013343808416710951,-0.028626119064936437,-0.03319863616196193,0.06735258977250953,-0.016936664337933473,0.02685845817182711,-0.06240626085143297
PF4,,,,,,,0.029922701646678658,-0.022723574538586283
ANGPTL2,0.1033018179481269,-0.05862540453988609,0.053442351995906995,0.06628314574445685,0.010466770494739134,0.11083247882832596,0.03275634371304134,0.0259736784172506
LRIG2,0.08758979952139541,-0.001326127063180415,0.06240197597622027,-0.0380014076707756,0.13879621269102596,0.06678794502371732,0.05918258830204982,0.018542612643701408
ICOSLG,0.05947536606162002,-0.039491437717004745,0.10265298382357974,0.027649912708314846,0.07174090662792112,0.0428952821923061,0.04391604757471136,0.008288618537071819
WIF1,-0.065288915617017,-0.014451290984511663,-0.05936707045975458,,,,,0.0082892168216873
NPPC,0.011921673310690058,-0.02818987700449012,0.05311008388002272,-0.030506128720775252,0.07260909043075085,-0.029784167722929567,,-0.04465631255333142
LYZ,0.05614766155930752,0.007142849640383407,0.006628953435717702,0.08296512898491645,-0.10317973693744119,0.08000639957934592,-0.03375979137398538,-0.06993897185919087
EREG,,,,,,0.003904450526881034,0.022402073268186676,0.049550225231762675
SPTAN1,0.01451055706381359,-0.062498256523726224,0.02441517529529145,0.057201604530680475,-0.022248578029965615,-0.01750962687248232,0.0681222117357735,-0.06340100983617686
LIPC,-0.02704098271621294,0.006321993394176522,0.002961973941337779,-0.0323486267753342,0.041873731547876894,,0.006414830062169319,0.12277922582179461
COL8A1,-0.0506849461574352,0.015363485113048182,0.09857564086658166,0.1259414325466471,0.005222283977380252,0.07381910363426786,-0.01564759194832734,0.0894718595119899
GSTM2,-0.02780681593787802,0.0255425704211095,-0.009048304562987452,-0.038987005041405176,-0.10058432570836873,0.0283496496557668,0.03598456032166833,-0.045236793989839305
IL4,,,,,0.09274672795754232,,,
SPX,-0.05068492654505621,-0.07805361233224163,-0.033431020319546756,-0.022283833231724427,,0.06993330091541618,0.07567166931195603,0.009192768680633841
MFGE8,0.014618486798515554,0.005809362820619699,0.02164540933323476,-0.02495151799422842,0.07497754551473644,0.03826885969983845,0.04187761331890315,-0.011897212296697775
TGFA,-0.016073828951432646,0.0727289818956898,0.07961178674814326,-0.034535770368985426,0.04452028412823956,0.0660553558430408,0.08556776446810332,0.028977656514798045
SLIT2,-0.03188553739825798,-0.03142051964871256,-0.02618865369130588,0.020780904196735846,0.020000960347508857,0.02219420294692283,-0.014389737969755415,-0.030756591013163925
PLTP,0.060223178477956524,-0.028869011010944665,0.04039160443703385,0.04104736315493559,-0.09242684682989975,-0.030543360198469677,0.0022230178075038818,0.07700049253129944
APOD,0.06231643138113278,-0.06125685841479537,-0.011117947462459931,-0.16266903335081007,-0.01755255256448219,0.12953863305474161,-0.049608480458093046,0.02758226572649826
B2M,0.07501831746764343,-0.05722352369274028,0.033485132632145025,0.05428056405304642,-0.08528968184752775,0.03971037333360428,-0.12689142175419282,-0.021195993394925776
OMG,-0.019473672562723438,-0.11624228729083343,-0.020585822692322314,-0.12809543948932578,-0.08662000625736309,0.10724509472895676,0.06990448451555321,-0.0586120693559509
CXCL3,-0.01897494976444954,0.10005004251632285,-0.016700021083048033,0.014912055925292904,-0.07321658098544843,-0.08023403828955536,0.02822145594508916,-0.04984602979970051
CXCL10,0.06801828254753314,-0.04186254750204604,0.08914206459127857,0.02761430627663027,-0.02475045744876723,0.0670353026199152,0.13372317858284768,-0.02429174191382615
RSPO3,-0.02373115617566409,-0.028284515298240314,0.020607079457175687,,,-0.005857797535025866,0.03628276063765223,-0.06162555153262368
CORT,-0.041072082588077395,-0.017801706170830805,0.0012276481238104747,,,0.015205255235407266,,
NCAN,0.006672177182356818,0.06348406422996966,0.14425940650559085,-0.041198361591226536,0.0013850891513415022,0.1285879149917177,0.15247214061569858,0.07120238110608595
PRG4,-0.020557628691959026,0.03587176040514764,-0.02040333778901156,,,-0.02185254288165605,0.0359111286984643,0.04765975953461884
ZG16B,-0.02219526376838876,-0.012794182709451672,,,,,-0.007626391055095786,-0.01938553960693965
TGM2,0.04411384438770381,0.00871918169125811,0.0030671942734857953,0.01598796604117816,-0.04423131977119091,0.04060960177788854,-0.01151379219974121,-0.03714233130697359
VEGFC,0.0026574358845476405,-0.03445157748937252,0.011226659610564267,-0.007008888106539498,0.07111303387158954,-0.02567658619189312,-0.008148294298296506,-0.053086863251761825
WNT6,0.05477957273747152,0.059323734633801715,0.0006489389336114552,,-0.044698111688751166,-0.0007991164589531293,0.04735574519326476,-0.02003107849553174
NRG4,0.004946931277281769,0.02042248757249108,0.03290640238483091,,,,-0.017380380354142425,-0.03012366971191502
PMCH,,-0.018727139888780216,,,,-0.02027944631531338,-0.06806163613653896,0.05882965461815351
COL9A1,0.04434409112493101,0.008312229116038043,-0.027679906999637825,-0.044743495661239474,-0.0003558120177825671,0.023133057473654548,0.09055301550822269,0.14855491993809242
GDF11,0.044180463324623616,-0.028269294657139364,0.05619968221825741,-0.02490250959677948,-0.08676757796763887,0.03546500281324679,0.05382774563293315,-0.0357968761368043
RAET1E,,,,,,,-0.034624293980636066,
IL24,,,,,,-0.015119866500293153,,-0.033677260622589224
SORBS1,0.022149388398872608,-0.007074000120837392,-0.001934254907461887,0.07149925402569542,-0.0015325469463867477,-0.045074742990089844,0.11489367889451658,0.019387146151086457
DLL1,0.08677978301536823,-0.011506049819323952,0.029552959702625878,0.074439675970158,-0.01657919179270755,0.10951487787095175,-0.015829561643900387,0.015949379377723272
TLN1,0.042033237099953075,0.06421036153716515,0.05314747558014501,0.010498524072500761,0.031484478813753006,-0.09720777116891939,-0.03692145944272721,-0.06698432718044853
COL2A1,0.06251627142882596,,-0.016953949963995303,,,0.023244101426013904,0.04651412497417868,0.009655870451312316
SHH,-0.014916621168113785,0.11487594053162471,-0.016180726021400665,0.08786616875987971,0.07393454283174704,-0.013380546107937057,0.05847081206134247,-0.01556314341590643
PON2,0.08082849602902452,0.0655223901341353,0.10787943981247207,0.07141454532036053,-0.02443392023443705,0.07125205511873788,0.03289125435274639,0.15581569078272106
ICAM5,-0.03707891874468628,0.025422053620934134,-0.00914238325013938,,,-0.04226418585301714,0.0440493166396927,-0.06650359708750457
HPX,0.0019284528547378135,0.030082980861199083,0.00923835592769313,0.11164308602152154,-0.054826799961496045,0.008089761127606074,0.0607221244732857,0.061342390493065876
SFRP2,-0.0151437788439873,-0.020925701607576886,-0.010152195441156987,0.03949004343194659,0.030527691888349317,-0.01171992248269582,0.03270170035624104,0.031886548105762046
CFC1,,-0.016101600759966604,,,,,,-0.02665470796056462
CD70,,-0.011349101419765351,,,,-0.02734653247216205,-0.04815493049336958,-0.02435867405096481
HP,-0.0077945439011492985,0.003560404991336265,0.08638519684992246,0.005907835281421041,0.004973337492419984,-0.0215314155026321,0.020758047994266213,-0.08767934773586587
CXCL2,0.04259632639066651,0.0358955765199931,-0.032025545744715216,-0.043416453822304794,-0.003891914723462007,-0.0105846420751467,0.025058582225557995,-0.03629686763873867
NPPB,,-0.014099216456403389,-0.004948856295788648,,,-0.007021245083432914,-0.032017062548285166,
CCK,-0.07874760527776874,-0.111715424108754,-0.07674597817565108,-0.03234865288510443,,0.04661066346241075,0.05462576477560003,-0.11904311739366817
SEMA6A,0.08953730859673678,0.052728961269100705,0.06991096089331326,0.07808033376262112,-0.041699970445344445,0.07110163194464982,0.04202459646070595,0.11758424084494272
IRAK4,0.033924083437821,0.053119246955523204,0.04939357792140988,0.024002990000266178,-0.04454212530477063,0.04228847321320677,0.09249658831036725,0.04341691673045322
GSTP1,0.04964325230603258,-0.05002298290173308,0.060544083208962395,-0.021475122802056087,-0.014195503603259243,0.07363570640796306,0.020216935622018806,0.16249810580639432
VCAM1,0.07497692847319383,-0.041396169984010696,0.08061697508448307,0.0431061217591939,0.021649355779875295,0.03147795906470944,0.0019993797147401585,-0.02108728338637542
NXPH3,0.02244450244188433,-0.07959013103698866,0.05666696250369382,0.05995863003775274,-0.09202449999175741,0.032721684638462006,0.05938325959215287,0.026126963444410255
MTMR4,0.007760776363190063,0.017859947924416465,-0.001346754027268063,0.042291774879331556,-0.03239905133682231,-0.012196192909742736,0.03304358348312857,-0.0345888301647238
LAMC2,,-0.0023453109928392056,,,,0.005074376812632447,0.042330588791444794,-0.029007973497632508
IL10,0.006733383939516818,-0.016778972841666746,0.017158774797717293,0.052545157059405316,-0.10377983792685665,0.0015359866744241047,0.010357451483241829,-0.010703616584903226
SEMA4D,-0.014208050573213827,-0.036412198479113284,0.01457169773644126,-0.029926155629155987,-0.05002810870131316,0.06138361410365922,0.09058784170376068,0.0032357162464274024
TRH,0.023840696501061145,0.01883591534379875,0.0432800959213372,-0.05097251751748867,-0.01668428082061573,-0.013004300422088392,0.061496739553762274,-0.0699920385507678
SEMA6D,0.05127372530294555,0.02986996956849335,0.0702435005349897,0.10984796853395536,-0.021622729130901953,0.006970513718182216,0.05352576765775659,0.11778741186812318
CEL,,,,,0.02246083386063695,-0.022896726676776325,0.12675635519213507,0.000503114363728522
PDCD1LG2,0.001682068701463097,-0.02802749014189358,0.10978673705682311,0.04576643130404988,-0.0567006829954664,0.009341296754256607,0.008805961265404026,0.03114111763888845
SPINT1,-0.029328755209311753,0.006363251556479465,0.009101291266808479,0.1005243016456177,-0.07982639254692192,-0.015395619061641521,0.024061290300300818,0.030753409205052266
CTHRC1,0.012494430792467976,-0.03729287982389853,0.0417208194132734,0.06354269030879676,0.022066372020242683,0.046263347722293485,0.022512839770743576,0.04285496788843839
PODXL,0.05115792412872885,0.03902181714457919,-0.005244649224519604,0.08393491308614993,0.006414607715959454,0.001535440800674653,0.026455977581795017,0.07909985503780102
JAM3,0.09858767835508664,0.025475470571353756,0.04965029130384585,-0.05067818454816236,-0.033805265054713714,-0.02073394436576231,0.007119158389706443,0.08723772610885817
TGFB2,0.06556974374631355,-0.0441325843225599,0.04612941153194643,0.02865946047118646,0.09796797829867883,-0.04044413354894416,-0.028278396048255973,0.042820011081996484
COL18A1,0.04109843618274676,0.11990418521794795,0.01197172471121571,-0.0057456736655062245,0.0723062334000148,-0.0007033741731632105,-0.048952813277536596,-0.021867153401736134
NODAL,-0.041595649484242984,,-0.028626115862790753,0.09619107265835192,0.05650004410363603,0.015285575165870998,-0.03999923337319267,-0.01885414879979077
INHBB,0.03379238565950755,-0.040649228825416724,0.07432530360198397,-0.08752049326051775,0.06853644197391824,-0.00624186262261936,0.056337851137341466,0.021946046720497762
LCN1,-0.016651624729001026,,,0.02958973644045304,,-0.005855152318383576,-0.0006405461353789836,-0.02034661850745399
ARF4,0.030749735959032513,-0.007908201036026493,0.0008747389143788012,0.11777021944065637,0.08038498263683587,0.07564383066971656,-0.06384739387218441,-0.012794117034112124
CXCL14,-0.03128087986675432,0.10621700843683898,-0.0278807485382312,0.09879051131636182,0.06868051281172571,-0.08476303439781985,0.07998489544219196,0.019346484376855076
LIF,0.09583234211828154,0.06526397053527985,-0.0145116105329169,0.04968039915309515,-0.057416309072014275,-0.07940133425623036,-0.024628790469102803,0.03181341483696827
IL17B,0.047081662505001495,,,-0.01924066917400371,-0.036067542593792024,0.02017784764943557,-0.01661149232201661,-0.023004649435505193
MMP1,,,,0.0765437094284008,0.06987291053835844,-0.033054013407818716,0.014079804904909411,-0.04172900661371214
MATN1,-0.017458096467976008,-0.014276291559167844,-0.016953947854157353,,,-0.0302512979132531,-0.0034626376506698363,-0.020964368032877066
ADAM28,0.031481415105235784,0.006148160747413279,0.0006060720987379272,0.1181610398217315,-0.031622187828359245,-0.015768438698314985,-0.014456338703600614,0.07441113674280701
TCN2,0.030324428275342312,0.0031928153561755373,-0.038456999713476755,-0.043766973943373394,-0.0029744822366713167,0.016954199491043924,-0.0029333233555590603,0.02808256806382822
THPO,-0.02197464749679315,-0.0004979710789287214,-0.016953949801700053,,-0.04462872614768304,,0.05544215906885788,-0.031417011586007605
CUBN,-0.013023693685391318,0.00444995605323771,0.08680556606691643,0.06908425311038983,-0.019186704132820122,0.014045214030640562,0.028453778837290892,0.06472891865847778
TIMP3,0.04412372762966041,-0.07146806053567611,-0.011686721820208777,-0.01141348735711843,0.026932815814650585,0.08376331551178721,-0.04750940585017097,0.0028602757407620565
PIGF,0.085111800395091,-0.03660693203018739,0.05486567896675968,0.0032748576271670977,-0.01640649641414251,0.07909641720292587,0.1563656998135307,0.024258259839519073
CRH,-0.02560582005924267,-0.02247421537990538,-0.023188636578174836,,,-0.018592082197443717,-0.045487243543442496,-0.0006316416565185307
BDNF,-0.08599850846866827,0.04208767014652331,-0.019094501878489385,0.021445648532589286,0.1561952808462378,0.04945086175397577,0.06210499471054287,0.0991495404681427
CCL5,-0.016107380540880633,-0.015351786996135663,-0.02300007171322194,0.07359828771984754,-0.01552785230597546,0.00606639442220071,0.043713375775296076,-0.04685023673499194
GAD1,-0.09156877473134364,-0.07090309883620827,-0.058050224033904876,0.07469732912084275,0.048672824999324904,0.0445779584946199,0.026897624363699062,-0.10335990078351343
COL14A1,0.026873990274695544,-0.013376484587564763,0.00761339807537614,0.026194598989679282,-0.0007706967952340355,-0.04157402716507091,-0.025319350163704235,0.004906018222794457
HLA-A,0.08614286443815383,0.02781597979512812,0.037214466411273864,-0.04374527811588719,-0.15446443586712136,-0.09277742245090052,0.0024569717071682958,-0.003407426339458912
FGF18,,-0.015297608847583482,,,,-0.007581471078097834,0.028532795578009376,-0.011405522044287157
ADM,0.02597222437468867,0.1275435169196333,0.001219274863196105,0.024343638481522628,-0.011430209458365927,-0.037581518491667285,0.008473485204418367,0.07192948427089185
CCL15,,,,-0.031439624883037254,,,-0.01727933315972145,
GNAI2,0.07664595672461358,0.01369035024900746,0.03570766114905428,0.033360961632785555,0.09090952065955182,-0.03448171792912347,0.006877237678728947,-0.027218360832806442
HDC,0.011583777808132436,,,,,,0.15488564437231991,0.1446768157917311
COL11A1,-0.004706184213542523,0.0484173028164799,0.12633499834815376,0.10870201219605993,-0.009998650123569175,-0.004351068389380356,0.03048476230099645,0.10642561155995896
NUCB2,0.02823199570447952,-0.009155348623009658,0.0031574661316224684,0.018745047299410914,0.01033985702245692,-0.03112595127492864,0.0004381178725418041,-0.11493918270091656
FGF16,,,,,,,,-0.020657649989931703
CXCL1,-0.004751712822550486,0.029490150710272073,0.007066272186956847,-0.033670949872124135,-0.05569651835720205,-0.0660421519448463,0.037444129035219105,-0.018010880635729285
VCAN,0.1138426986185665,-0.03274562093053746,0.05618587342436892,-0.06874970418807363,-0.0654400011791854,0.11275200465564458,-0.11958719958412672,-0.0485011844654027
MMP7,-0.012154312802203953,-0.014099216379370522,-0.026204056659158047,0.19870978452520707,0.029444748946029806,-0.06737654380309878,-0.06652291697546196,-0.13232105793209098
PTPN6,0.009208188428695389,0.015905399373257467,0.005872316117031121,0.02107763795103801,-0.00118627004476999,0.0005568153549021568,0.013200646389912628,0.04505057922829276
PTGS2,-0.06038045425374021,0.0029086792543161826,-0.005223848020499632,-0.026803948991386804,0.008527111914587378,-0.08166161520885457,-0.056210206539991966,0.0446954214936068
XCL1,,9.538728030850957e-05,,,,,,-0.0373098747138466
CD58,0.03432493928662977,0.02717384689478461,0.0353256618432986,0.01363061093340677,0.08449567776996997,-0.0028128110551577964,0.014743037135914919,0.0709811260589253
TNFSF14,0.023237458365113508,-0.0061493732971990575,,-0.040070896765158376,-0.004581928949059359,-0.019785882327604164,-0.015526602777776417,-0.033797159943842844
CNTN4,-0.043157454429113076,-0.03905846033524015,0.031821490183481946,0.004168166585313666,,-0.04040392619308456,-0.028075375631923038,-0.06966988903190215
INSL3,,-0.01625787938008019,,,,0.05603205877076257,-0.0008802940890533834,
BTLA,,,,,,,0.022304104613829753,
MFNG,0.00022627163701545832,-0.009340659887374177,0.005152825387380893,-0.0068408766080514435,0.02320704477497425,0.05950220744145849,-0.03404980474111438,-0.01811979395831035
ICAM1,0.002558179159046647,-0.011802462390998072,-0.010339283191045698,0.03400545397582122,0.06143966889644581,-0.04039594113106672,0.10245684044601605,-0.026223883977326556
PROS1,0.10327835127683799,0.08924968682278603,-0.0020645760560761882,0.1137354981205572,0.07978600250336491,-0.005051293755372377,-0.04278927025793155,0.009458237297264091
CLCF1,0.017120431016656504,0.036409269069720085,0.01807260871690566,0.07017561101626088,0.011458520455179061,0.019831991128807142,0.018235760413454254,-0.03560191685820304
PSAP,-0.06294873623457993,-0.13935659646262857,-0.025304777159862377,0.1689952906392533,-0.1566353426616716,-0.04135687338767527,-0.029843561176640658,-0.1423663195004644
EFEMP1,0.04058090377139179,-0.09894531479552196,-0.0028417479928236028,0.08590382475705222,-0.0316561582502589,-0.00119314081506022,-0.0900680900584019,-0.03724164988237272
C1QTNF1,0.04219405608815449,0.048697525299669066,0.03439932879388678,-0.031781693000713825,-0.030909126858291676,-0.08687564209490456,0.08062053212200294,0.030201542970923187
ALB,0.018931733989779802,-0.017749340096678487,-0.00024851168360343073,-0.008771638768034294,0.08129643926531376,-0.019081102650342564,0.06878568203795117,-0.011967158017503756
CCL13,,,,,,-0.014687673683239326,,
EFNA3,-0.06382061699122865,-0.05056304445382143,-0.06739540422784954,0.05184698547176533,-0.020054780456859666,-0.033709807686635125,0.020029258632188424,-0.034424552985206344
DRAXIN,0.04612194447282566,0.15040405434799048,0.059523458580549665,0.10859292852811027,0.011034807226616698,-0.016611340044546324,0.057696291140448594,0.0046298315626635495
NPTX2,-0.08164220388498249,-0.10651913862744473,0.00290204650582581,-0.048144491798046786,-0.12245335575699423,-0.062015158988842176,0.027221545610214642,-0.08742247796638032
FGF11,0.05025380954184208,0.037995357007688815,0.009285257526733233,0.03225678189680474,0.014154299389225015,-0.022713530934259017,-0.007045799515392622,0.04267036007951417
CD59,-0.05749411493068607,-0.030854407668956238,-0.07515748554849123,0.07358796620265436,0.002107478747050277,0.017430436737090996,-0.02588077561528667,-0.1170186288353986
COL9A2,0.027259581222183905,-0.03956078787766942,0.05844809433705094,0.08482495632482707,0.09263741679616863,0.06647887609547745,0.07360932212652725,0.07705586263317235
DLL3,0.03127604563410407,-0.1238599481413581,0.012762805753673544,0.005392879848368749,-0.04189699925341977,0.11573945679240366,0.07182511905808411,0.027248777180494815
FGF5,-0.016234316529145778,,,,,,-0.04251075082708679,-0.007681160252012354
LIN7C,0.019828374913938237,-0.01372300641840811,0.043352600759545196,0.05716271093902164,0.05463675005970444,0.08394005419968326,0.0345101194303179,-0.03627034844139702
GDF7,-0.029040539317297182,-0.006751469733439287,,,,,0.03617820487627527,-0.03204681673758431
PSPN,-0.004308219505283809,-0.007683798121830552,0.028785239096220393,0.038508729705514985,0.012870822791902862,0.008343283962088987,0.07668158663379927,0.08526974592851914
ANGPT1,0.01446895678670851,-0.0985987113778432,-0.02686892218795473,0.03383022298677608,-0.050466808717000176,-0.0057152150478321844,0.08007529619304848,0.03608168681545621
PNOC,-0.04648403721884417,-0.11451090882129969,-0.033546188263339764,,,,-0.033705153504545525,-0.08800002456319037
L1CAM,-0.07399856738168115,-0.07786551669026603,-0.06811880065681891,-0.04894871237844472,-0.008153295283920628,-0.08709552651720716,0.07823363335220454,-0.1258952222683507
APOA1,-0.03474389277600453,0.07065925922112008,0.03127128295515615,-0.028528383244225287,-0.0029395306941684364,0.05753049665539244,0.07608501152356488,0.2012631556444336
PSEN1,0.014692749854309064,-0.012463556765230564,0.021541267010231405,0.017648245327292502,-0.07610185574516028,0.026302913815591196,-0.016626853865257016,0.0232197597577055
CALM2,-0.07429414396461873,-0.09980802025540786,-0.024098698714372972,-0.012758358926717577,-0.016339213677332567,0.028696131057774455,0.0890164501305175,-0.07089208830607374
CLEC2B,0.05926530897222526,-0.004562088912523909,-0.010313157583238359,0.08336306008403616,-0.10099664492421816,0.018899538602929113,0.0003241180557308612,-0.018142627725575372
