,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
BSG,-0.013867514744915611,-0.009822996989651275,0.009533142343695587,0.08394974324987274,0.05187245837517684,0.03530925539951073,0.05780860163051398,-0.005258481300832109,0.11126498944773644,-0.017059069755298233,-0.03404469670456075,0.02894903211608814,0.01769352971576974,0.05196190164514318,0.018640563667625957,0.0776883877795615,0.11126254172716651,0.020965471725983214,-0.0540310811940242,0.04818914409534378,0.003030426485820229
ADAMTS3,-0.06107559536872121,0.012207119380241684,0.006363248704643198,,0.045800096726148265,0.03038937132410381,-0.013428746803698623,0.2193210151155086,-0.017283705842623703,0.05660825234818177,-0.0305047107028871,0.004118680284187572,0.08695263756278737,0.007664891803907713,,0.08322088492964341,0.019874872312651,0.007722435989055,0.0038594486522903096,0.08303155239100365,0.0365110803587714
CD34,-0.019908702740778918,-0.014297573268917453,-0.0033214809370278172,0.11303069371488894,0.023335564939358795,-0.0037122802399313245,0.009756971267652969,0.16519487144956918,-0.027465632586047343,-0.020766294278875493,0.0006071352083781068,-0.030614070499468262,0.06414345271123496,0.12446058704401342,-0.04044102566109771,0.07850382957510607,0.0189248296769191,0.04401577567354183,-0.009114538414699946,-0.03820956125272911,-0.03446453054833709
CCL23,,,,,,,,0.02647953554989999,,,,,0.04237552681046495,,,,,,,,
PLAT,0.024459987577230845,0.0248343426735309,0.05012135742815718,0.04565552786766782,-0.0724631081830654,-0.032060363220725405,0.10703972029331042,0.18405685031809843,0.0693403738947999,-0.027742147719720296,0.0028191495770290426,0.04045605721324349,0.04294012204784651,-0.02190455593767995,-0.03212405976018729,0.0756745779815869,-0.02201326234991121,0.05515858499163852,0.10867647771047989,0.004365897550113929,-0.013713449875439848
NTF3,,,,,,,,,,0.04492220854769298,0.033541187202904624,,,,,,0.061992674051189293,0.013953052752359819,-0.00248900181213274,,
LTA,,,-0.017933470157914404,,-0.04098674429913397,,,,0.016691171349348992,,,-0.027789408292374453,,,,,,,,-0.015098326239165561,
CKLF,0.10733802114075855,-0.074543525008999,0.025380787206083638,0.06531552814251991,0.00801836190458273,0.032724581610465944,0.08347288995392785,0.15701684156840437,-0.0032770929967445477,0.007545348599587658,0.01883681511381313,0.10971736116596528,0.07593421200581657,0.014037808959188498,0.04042964847810891,0.05849762646421347,-0.026977712963699368,0.05658141460107216,0.03867558157702125,0.09492108382339048,0.0841397365771514
APELA,,,,,,,,,,,0.019942805612521628,,,,,,,,,,
CD24,-0.024806552560986163,0.017389311908625547,0.003030499465064794,-0.028153970919252747,0.05342674327167526,-0.0351009046550095,0.020376101615804332,0.03145389958576303,-0.05038321572442577,0.03625159245050382,0.02129844756530674,0.008182024806214987,0.06204199315668936,-0.06571512833403775,-0.027348529799005865,0.07365130138025543,-0.022296074122716718,0.01477100971422101,0.08611522946206207,0.06797583702759472,0.05074218648784734
HSP90AA1,-0.14878369461781524,0.07828130523501393,0.051981885877778494,-0.10962786973936084,0.02462170102950018,-0.017671609788028658,-0.14230688521550425,-0.15714290951942747,-0.04172035111045507,-0.026762716667022,0.026876189864479583,-0.033773090325594876,-0.021439909712205725,-0.06353844222289787,-0.0423719518391239,-0.10462797369325075,-0.02219889068187442,-0.11503230814937378,0.004383868110817832,-0.06723771218455418,-0.031189767884349462
BMP4,-0.049406718613569156,0.01597631804837432,0.010960663881073099,0.06639905028578824,0.07562756660582153,0.012839066513692836,0.13999160490177032,-0.03648793749058849,0.05773405632194424,0.056337033992067465,0.0580571157794977,-0.02367944607817267,0.03804076515215821,-0.041847466206159124,-0.06232754349728009,0.10842908404893097,0.023847654589347723,0.05388871120184276,0.05842337610544116,-0.021123707506762755,-0.00471751501029528
SCGB3A1,,0.014408611168845686,,0.012637671412515606,,-0.01361366445595172,0.015667624077981664,,,-0.009362280351902364,-0.008667483087125843,-0.019391081606864046,0.06791242394992325,-0.0026580783961123824,0.05188482198548381,,-0.00900865038080704,0.16108468981621965,0.04389838092282418,-0.07435250801331082,-0.016889997993160936
IGFBP4,0.01103604752846142,0.010889373343188548,-0.05996032559988371,0.07220862120990933,-0.030908774738878878,-0.024572864194947013,0.1052048898699271,0.15176394194033427,0.020257781562900354,0.036970719730039785,0.029552897549612166,0.0006760686361954553,0.10207824941890993,0.019087360140680996,0.022303396944328285,0.060412046852696286,0.07965924563355556,-0.0768954258372072,0.02175569771162025,-0.009666078503800796,-0.11802495799164783
RSPO4,-0.013608670578750514,,-0.03739161234997059,,-0.039448097239437416,0.034549055345796234,,,0.04510988451718516,-0.009362278982457072,,-0.02955151967091865,,,0.08353046934506574,,,,0.013474237492894824,0.034032052306243975,-0.0024547812449786178
LEFTY2,0.0030900169173617054,0.06125412423364692,-0.03781973924240907,0.040525550262365505,-0.00647103761941349,0.03832297517826033,0.09532684103468828,0.15493432748142846,-0.009682675019765632,-0.01026585340745196,0.058896933497976985,-0.034305714194986014,0.12283208504099599,0.025556697540729586,,-0.0333114070913747,-0.02304329565044473,0.03571176857955997,0.002222209460816315,0.017227153634363918,-0.030840906008426844
PF4,,0.02475118446495757,-0.0038725398888975796,,0.05935135618825624,,,,,,,,,,,,,-0.025920966630696266,,0.002524538189857549,-0.0007578156605481285
ANGPTL2,0.06033082225044878,0.06972998732548152,0.035454532953595234,0.01364746347143109,-0.02261576387206255,-0.0206259402382587,0.1420947301404838,0.157269319124923,-0.010993975770824274,-0.004648141694240119,-0.016758242723633444,0.15331541346896535,0.11565892847817152,-0.026076135573375916,0.04053998387906621,0.05381496458478282,0.021620421149026802,0.09756250521596022,0.03961618063926765,0.0020267039265936195,-0.010349068708949277
LRIG2,0.026542268842384427,0.04789813134470656,0.0107047563649444,0.060875139672274155,-0.007991824995656769,0.007418714006420335,0.07461059737760009,0.010956741744621716,-0.012945886411849461,0.02217615892360433,0.05411851388779688,0.07268896792371217,0.06357677609536612,0.0028648674649187056,0.07399545465367745,0.06220303372641942,-0.007669787011694656,0.05214817175405539,0.017650064621860338,0.04891216474704708,0.052917205915722826
ICOSLG,-0.007775523574168317,0.005275452880680536,0.008255169625029181,0.040074561923749495,-0.03641700676672554,-0.031924742495821744,0.07550463608346702,0.11142716507326336,0.021689916329469306,-0.01776785717891909,0.03271270704522191,-0.012873266538124898,0.07141490184734482,0.0456964564048059,-0.0061555007381811555,0.009839688130391946,0.02340789015705724,0.06953000073495781,0.015941857309950624,0.09431211209030897,0.011962735506473369
WIF1,-0.07242688277409708,-0.044042853968081094,,0.007225127529749887,,0.034168957792826915,-0.07495094677110868,-0.11943664605533272,0.024003417757313572,-0.017617870629473207,,-0.04487402641626251,,,,,,,-0.02548621678827046,,0.03703801194029072
NPPC,0.0028525199967740387,0.012861244687794954,,-0.020774275623612306,0.03201449892602224,0.02862521205888785,-0.038304864314755556,0.03340540661882496,-0.017781051390292065,-0.013011276637107841,,0.058054050097837956,-0.03343130066456805,-0.0415832278368462,-0.0006333923213832135,-0.04506983043816982,0.0921269682323372,0.07033719644460276,-0.039211061487982146,,-0.05665709161426474
LYZ,0.014442412462731709,0.1265825718468785,0.04964428133986108,-0.01716750142694604,-0.025524361376698623,0.00388381499085604,0.024283627258904147,0.16549244376010122,-0.005366164556071254,0.04469685616836804,0.04062148139910412,-0.027550006721005067,0.1260629453730561,-0.004703683048874648,0.013420244066752967,0.03934823847077788,0.0825681892522891,0.04153635130287432,-0.0007107973010660226,-0.03391946184378187,-0.06025427693241413
EREG,,,,-0.009718191666349048,,0.043319744450379456,,,,,-0.0040523345044297995,,,,,,-0.0009297707251377397,0.04813343966860623,-0.03414761173366508,-0.06403651320631235,-0.03727177966476975
SPTAN1,-0.004311646311381076,-0.048496927305055976,-0.050115207221404875,-0.011000855318499944,-0.13853920925269514,0.06646982369016105,0.0023834621076738323,-0.056928957815502536,-0.021554890416242204,7.01753480809318e-05,0.05201331126829485,-0.005127459983455371,0.03791065849093113,0.06574737001545536,-0.005669825474626392,0.083870084705076,-0.04500171538151719,0.055987049855672134,0.05003396172871991,0.04738309401366298,0.018686242363105277
PTH2,,,,,,,,,,,,,,,,,,,0.03587847464421949,,
LIPC,0.02877907486038623,0.038578231435412474,0.072821287369998,,-0.00012672197585263088,0.012029451344100009,-0.011935201118272764,0.023854684671274263,-0.005327885518739657,,-0.04549530843314457,-0.04365456171112685,-0.03545047218907201,0.06852081288147918,-0.009090436021756706,0.043292745776689324,,,,0.018823720397754026,0.00015643091670274943
COL8A1,0.11291095511993612,0.01477481097246568,0.02967078883480537,0.004332079959208088,0.018338272884126334,0.047161887724885734,0.05333970522648117,0.11645475703936628,0.07766154238828665,-0.012590552884636133,-0.046365101739850645,0.0675309273686766,0.08289084574347705,0.027144764085635882,-0.011026927100447781,0.03618724072523916,-0.024456125114546666,0.08741551426618778,-0.0664891764564448,0.0044865517157905545,0.017312256014649877
GSTM2,-0.011702639695344455,0.004215125561725628,-0.02675799530909363,-0.06265893704102438,-0.045860350061867707,0.046741143247259434,-0.025277305042356965,0.03262226945386643,0.012905064479736784,0.014524588012250842,0.11148912909705909,0.041704358372804826,-0.004646857930382188,0.1059810656039759,-0.01671250757689631,0.14346067508663565,-0.0179457332516856,0.02396756689405968,0.047711685162380536,0.04462815805420308,-0.02941812712351992
IL4,,,,,,,,,,,,,,-0.0793039995340415,,,,,,,
SPX,-0.01726881523365548,-0.014913957188376199,0.04493860841491453,,0.05161316890447656,0.02860828334238022,-0.03432933652913865,-0.09044093397861937,-0.020371257688086092,-0.011639329814651395,,-0.04431818298289052,-0.008840486813709037,,,-0.008374436402787976,0.03489430819983452,0.10758611608252597,-0.02280696233295269,0.11406829655927374,0.07098278037350494
MFGE8,0.028233085033941372,-0.03337245024501692,0.0028380850718247555,-0.051652426516819255,-0.02591889082370812,0.042578547432510376,-0.0036362483612446374,0.07766705690627831,0.028937712803964486,0.037534510879134245,-0.027538127421739066,0.050169535924997954,0.049522939431972994,-0.03421973811671413,-0.007435899290399379,0.08078882118106934,0.06939424261245906,0.0618859201247332,-0.00851164876624201,-0.02054127016429721,-0.01019255302713817
TGFA,0.020213899322677056,0.03751791778319162,0.04961583623795061,0.07358233645137253,0.040242247624265634,-0.0013657421776787405,0.11126269404631971,0.07857653218112438,0.07524013887487725,0.0830179953429958,0.0015551107194192674,0.026310433449201687,-0.02610407717392945,-0.04747555130271588,0.08691473521657778,0.046990306588955935,0.04524646754882241,-0.02150523438279271,0.06723176802683832,0.16328927686114775,0.03625501621809153
SLIT2,-0.07117842138632353,0.039559064375910925,-0.04529103177185054,0.08574865475744525,0.018164836374782684,-0.006185097964706625,-0.05686525054461279,0.002617806531742318,-0.0016111072103111108,0.022914282415086203,-0.012664776088933271,-0.04623330136963121,0.0679926513390221,-0.003528847511139529,-0.0003205873163069684,0.11776896799698296,0.011105687765546803,0.05149262870850393,0.020822281280488075,-0.041121902679136096,0.06756288579117818
PLTP,0.03638751263811099,-0.0650417378664996,-0.01965124555027767,0.000966932809979333,-0.07310460420758183,0.00962724161446216,0.0745362706132658,0.16246848316912071,-0.009488145060430322,0.0419002499707827,0.0072673846317654845,-0.0034095483319543708,0.0666044968975646,0.03542247931082378,0.0019410485397662253,0.046074293947829824,0.09400535776423266,0.03846005082580308,-0.018783283345124722,0.019432047083546036,-0.03816016823543246
APOD,-0.10708329235441116,-0.02769722727354086,-0.020344146717043834,0.01027114642562634,-0.06557599074407881,-0.05805839677546376,-0.06479053423864786,0.08045682666468695,-0.08979221345865813,0.011089984845883687,0.08892746244468415,0.0031038837712216425,0.017133800966022652,0.012660646280309187,0.030597103134621325,-0.14077608443612108,0.05967483145343257,0.09191449803083991,-0.020547271840541444,-0.03336177330800165,-0.070729968943817
B2M,0.01979135586284087,0.11594408692082948,-0.010469529425467227,0.08375365321244062,-0.007279810574039493,-0.06979062304162202,0.05744115080017805,0.18702100951612458,-0.0404424112251833,0.049931180554066014,0.08045055596516887,0.014083093522249172,0.12018118648543226,0.06718676638394204,0.04505308151494614,-0.011429112494131581,0.0864286745958488,0.050909393618897916,-0.001910679222297283,-0.11847175579490764,-0.09526385466308683
OMG,0.008365250597054074,-0.0757982497955946,0.043934070879515556,-0.013201507916973838,-0.07300775767340965,0.03444507947551299,0.012539621573038907,-0.049817382494319856,-0.039769066873931884,-0.042389230786049434,-0.023043093883516302,-0.027869797442596333,-0.01820057278076946,0.052600781894930816,0.05598508616793603,-0.05580095510918552,-0.009270099407410925,0.09705089898332048,0.050813099304227026,0.19098744408781398,-0.010592906501479964
CXCL3,0.010790456983998229,0.12953827444981406,-0.014138201141323473,-0.00580653839874663,0.2130637966781188,-0.024530099441814907,,0.007020543088955286,0.051236054198705486,0.046792278112790256,-0.0018336552712293296,-0.0027983511262002323,-0.03445430791519137,0.027752003720867974,,,0.06372073519431887,-0.02350711923279781,-0.014569774019787473,0.03644717559511711,0.0032402415105529454
