,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HSP90AA1,0.059239721160402666,0.03508989605357345,-0.030986988703010122,-0.04216581781512973,-0.05174599886371447,0.0374876157612817,-0.059668870423463895,-0.05663083079370975,0.014483947043645628,-0.09689700278553935,-0.16022291314696135,0.06541064713212941,-0.0451054222405141,-0.10201553218413989
BMP4,-0.01047617520494957,-0.01908207390881257,-0.015979473186280218,-0.03220588942785317,-0.032974533055788686,-0.0029240209578130774,-0.01512681547901649,-0.004136515950822258,0.0005039225811434266,0.005383763899882784,0.10500938113762988,-0.01845431100312235,0.0020485469692087606,-0.03079375739629569
SCGB3A1,-0.017449334675145343,,,0.05602445137625388,,,-0.01238733847224431,-0.04976080818932822,-0.00927335011151733,0.030762935655899413,-0.020996359902510305,0.07399273338201477,-0.020488977878476165,-0.021227465820158487
IGFBP4,-0.04216938040404417,0.03940975246479494,-0.03168263551643328,-0.00196960116946365,0.07596034379914456,0.03629977059929976,0.03292116817342925,0.09643519461502899,0.0122786108134836,0.09205907042262394,-0.010603256854115424,-0.0022744494844743326,0.007177194237213567,-0.04506416740645692
RSPO4,,0.04918779336038992,-0.0018489843696216238,0.04089983396461732,,-0.019835082590973246,0.08878324412421212,,,-0.03834493189645112,,-0.01823606581573264,0.06488183660659734,0.04281490955155035
LEFTY2,0.02119449363559487,-0.01822204021997953,-0.030081831083509983,-0.035404151741106824,0.09997726751513757,-0.04276294033160902,-0.021915048468206234,-0.07343479724578483,-0.09740229904362659,,0.02336497561310681,-0.024799844728232413,0.0015753298540824435,-0.048638948249219
PF4,-0.018100883697534563,0.06324987203751205,0.16207177085402985,,,,,,,,-0.02006532162266984,,-0.013902726963817617,-0.01791630712739962
ANGPTL2,0.060811936207424075,-0.011895097453628854,-0.02584592679614327,-0.036475854659988295,0.07275205699760405,-0.0005292853822750176,0.06890062367860998,0.039605233771115474,0.07403202210376254,-0.011075192831896561,0.10227508323867922,-0.014179572649532311,0.015205622652811805,-0.023974483307399798
LRIG2,-0.061505042595843294,-0.007847071131685927,0.06474092396619766,0.0061290279484265625,0.026633370996269366,-0.019156969415802215,0.0020823401931543816,0.07885565401877365,-0.03882270117337279,-0.021479516901867224,0.06371294632810236,-0.026838473192040684,0.019706627432667965,0.028639999864954135
ICOSLG,0.0402681976021178,-0.00021471996454195858,0.012985084211264196,0.01828287711443313,0.04938103881728552,-0.028076483839866127,-0.02385245650638284,-0.04124662658207728,-0.05068424722444497,-0.026683489083207206,0.02480209283102689,0.03245528435247479,0.044743613705198915,0.14682526497473108
WIF1,-0.03256960219934736,,,0.005415654883229917,0.015189370481735662,-0.015306263427983996,-0.01137145577214815,,,,,-0.01695218955581774,,-0.017891049697579934
NPPC,-0.04068806679535016,,0.06252948079222918,0.06145564260082131,-0.0280282716646851,-0.011050437598567804,0.008933110751982665,-0.03562602900483995,0.12909746959704843,0.11670957702156629,0.01699565060857512,0.008601557968039788,,-0.0430570244643574
LYZ,-0.04186790899312377,-0.01003563984307867,-0.013696317663317732,0.05023807177636372,0.046297971830505984,0.004745230860104669,-0.04052442600634804,0.001170502239056838,-0.05017203477289341,-0.0711581111680921,0.09468996152604506,-0.012472059106285923,-0.05237108467917406,-0.03844043102499858
EREG,,,,0.0461425171268823,,,,,,,-0.05052701274953413,-0.022713327434849936,0.0055127261367664505,-0.020626976901283844
SPTAN1,0.07004573295076023,0.028336441500068234,-0.00841055273522214,-0.027140542975448777,-0.009412714480693985,0.007475238260565059,0.020440129436122667,0.04390887851585814,0.06739033642989256,0.037146480820432023,0.02638880698110288,0.056835383802498085,0.03622411723231285,-0.0398662061040839
PTH2,,,,,,,,,,,,-0.029001419845387625,,
LIPC,0.009666971821365384,-0.024644227687458938,-0.020622766980573005,0.010474405235344606,0.03164745160691634,0.017715169616919182,-0.02788724439083305,-0.037777756932493245,-0.047130678646319174,-0.04300637713924447,,,-0.03653306762256925,-0.027939408513566626
COL8A1,0.0006760451050687882,0.020438977849882013,0.03884784513156264,-0.046142179224146866,-0.0036257549245444073,-0.030063105647151867,0.00667961218263226,0.015463393644211098,0.07366709089507975,-0.07709689282296958,0.02040334380275483,0.00571338531696042,-0.03561975896494011,-0.010373642660563873
GSTM2,-0.024168241943466135,0.09370214367259183,-0.022480278409855954,-0.0286491398741799,0.028103774315312538,0.007518791216140146,0.017218974655931744,-0.004683763461767831,-0.07891793920447034,0.11819175639439283,-0.024472258461880756,0.03878195573920749,0.02866691999370122,-0.017320371356909323
IL4,,,,,,,,,-0.04505243072329285,,,,,
SPX,0.025977712874841113,0.02227729074966709,-0.024751645891554083,-0.035862975259261784,-0.022773724768861723,-0.03539338576480874,-0.033528028035507085,-0.014628146717468331,,,0.15295299729997172,-0.0448779649143005,0.06619717152228288,-0.03577468474362458
MFGE8,0.012138382421390691,-0.008792134950014895,0.0372868912586442,-0.034277729477216266,0.06681130189759493,0.0034410519684931174,0.022566420192607493,0.0839218179374818,-0.041754128811511276,-0.10847487126990885,0.05172947633739359,0.02979266491812968,0.001718020263219032,-0.001725880534529468
TGFA,0.031875192385527946,0.035688446203513725,0.012644827357339876,0.02905974725720937,-0.004846551017857814,-0.013369716991820737,-0.02709558486517099,0.03859714701842,0.027269069806198108,-0.01821019862325273,-0.005183150533143644,0.06448256639113818,0.0407303689698106,-0.030324463278442567
SLIT2,-0.03901570631686145,0.028194546151635205,-0.03133335621448924,0.00241370141949001,0.07529413375807763,-0.026435168006103404,-0.03993180382348895,-0.021598809363717043,-0.06762607140635024,0.1840773031371247,-0.014265342945006424,0.06947972968354282,-0.012399982561704215,0.001149178024419259
PLTP,-0.04625079888358325,-0.04200515801526979,-0.026195402556775195,0.04624916678784641,0.07723807693526223,0.008365382908888917,0.026751800013621627,-0.004674524835533483,0.004283964255888536,0.06106325837146745,0.012222471425001286,-0.023136653316388298,0.0002521946729120039,-0.01775947370415096
APOD,-0.046405485799619076,-0.006572274125483547,-0.009491327387795819,-0.0550180979055954,0.015617353639907633,-0.032462989374467725,-0.018754327320138132,-0.11839251211631964,-0.026493561962755322,-0.08389166167206463,0.12053468918891856,-0.0030424728491740675,-0.054999774785491576,0.05118796947487826
B2M,-0.03103440070630473,-0.04929617546449855,0.032570920670759146,0.02881813238477808,0.09421178646748711,0.023324943632796646,0.0564624423746772,-0.01777417973084657,0.00941532211615265,0.027370733556486712,0.07875779236550007,-0.007708449964753631,-0.03998764935292191,0.06254488616592895
OMG,-0.006137721351794351,0.043117500674101764,0.02195498060713566,-0.054962759754368054,-0.03015334892910411,0.02423283301682653,-0.02420080371712612,0.022925733446871207,0.1977275086635503,0.022625858035955213,0.1129802147709326,0.015256204089051381,0.05616258714451496,-0.04510806081036564
CXCL3,-0.021888726971319713,0.036155376175558314,0.004200237501808782,-0.017225037354164467,-0.02992726340232117,0.014256406038884496,0.013809594378669524,-0.03671619556307665,-0.07623230879946193,,-0.028942327959600462,-0.017684636917799357,0.029430859422520585,-0.007332603489629559
CXCL10,-0.02489563991240395,0.023921164571199693,-0.026537405758529104,-0.010935292074929439,0.07611351747638694,0.05150060795705389,-0.020316736747213657,0.10269590041713084,0.016561024264541976,0.04066684623001056,0.003284508965053244,-0.009431170144787096,-0.02009239478048153,0.021101864657981455
RSPO3,-0.023702704042774966,,-0.013326838057356575,0.04409978246773992,0.050012709923139886,-0.02995789390385312,-0.013359963210356839,,,,0.03233074535069255,0.10311343999264024,0.060849271009983455,-0.04295681202879023
CORT,0.03516240643743575,-0.02924349977259114,0.05320609269875191,0.0002355036097173372,-0.014505897029390227,0.026959177530655583,-0.035443567516343505,,,,0.01861322576430704,0.03253550505118929,,
NCAN,-0.016407714179451117,0.033279393989788394,-0.0412554992391179,-0.004756518227687229,0.03245451128062645,-0.024162354281838744,0.06706457070098854,-0.08745757889108009,0.04808122584458661,-0.010420214078861501,0.10112815433422052,-0.018444770929538085,0.08084456776083293,-0.018486585901320716
PRG4,-0.013249002691988612,,-0.013153014443020998,-0.0158117156051956,0.1628983062820601,-0.025348448128440972,-0.015620005476294734,,,,0.02227759918300087,-0.0072631425715731866,-0.03665085933794281,-0.024937058652679776
ZG16B,0.004855687248265385,0.013781716635955647,0.06233209431182578,,-0.01294153830248021,-0.013551116720749002,,,,,,,0.08639978725840684,0.016942003282488585
TGM2,-0.04571695985931771,0.008196440221867048,0.022883230163707666,-0.031018264759140383,0.0040863002912259975,-0.03756964083209671,-0.04002626295775516,0.01900682442973034,-0.04236093993121037,-0.0996794490442728,0.006747746676068593,0.004897674765167016,0.024182081302230044,0.04803590602927919
VEGFC,0.00910022179422246,-0.025300481126235886,0.0006494167921704685,0.03946995912223206,0.012596441637649067,-0.020426028156825194,-0.015940838199842242,-0.04812193528123282,-0.051070086261058883,-0.049416180267764315,0.01800591151590397,-0.03112379838037305,0.014338008204237071,-0.03288916517215448
WNT6,-0.0030812670299232617,-0.00027705896234349466,-0.018192312594509392,-0.0217870218381996,-0.03188422952718369,-0.020600830819689546,-0.013912358617489014,,-0.03604824027891842,,0.004765800144817012,-0.024202235445419797,-0.003834435887442963,-0.015793419904495534
NRG4,-0.016071451446066726,,0.001899640889963734,-0.022521721141437075,-0.04038547921288527,-0.015463736185403832,-0.01859684708681334,,,0.0009594199376550324,,0.007302095155094506,0.01899766091550549,-0.023750881158532387
PMCH,0.017547522150374164,,-0.022180394526907305,,,-0.019835081633716275,,,,,0.02750569549139988,-0.013864959585412341,-0.04440354166221102,0.0017225934363047364
COL9A1,-0.048540356376317935,-0.045259067663093754,-0.016718999933054344,0.005026571801781625,0.02694278617576001,0.011190555860484227,-0.02119066514452964,-0.039339802905423306,0.031752192622714934,0.10678517692739325,0.12072031844530168,-0.005280911335116308,0.0621538566266843,0.09010931010352856
GDF11,0.05538857751607944,-0.00041880659293341236,0.00013186652803314408,-0.03240455790880333,0.046800300066738534,-0.040024479204077666,0.022566094815974647,0.03346147225555802,0.025720771429250066,-0.07312160510287105,-0.013983970788722919,0.017402558698757606,0.06577839009352457,-0.02236747701580584
RAET1E,,,,,,,,,,,,,-0.02258895565204374,
IL24,,,,,,,,,,,-0.01974539027098098,,,-0.02655269502160499
SORBS1,0.06097405619772568,-0.02124684636660427,0.005441945732126276,0.021288421511015822,-0.07189180376976892,-0.0008789471672496832,0.014584665460600606,0.02991029983842132,-0.03620015191558714,0.06368512786235206,0.05181931800415317,0.03790727771585114,0.01992998690795013,-0.011360858196522916
DLL1,0.015934545906568086,-0.011887989302445386,0.0337471759542001,-0.004769845229663075,-0.008236809444599912,0.0065817957987237006,0.027416848291337937,0.05806488283556294,-0.06549685141420765,0.11269605850421924,0.10337651686241264,0.047220347080053196,0.05608911089458812,0.020756778121562455
TLN1,0.0061719977737277444,-0.010762797793566781,-0.04227848429371054,0.017994079633364028,0.015336825104526703,0.0130157960573365,0.06500765201995828,0.09718606420530551,-0.11588561629890762,0.097171272563636,0.012074236184051913,-0.01734345975881484,0.0017367665205385182,-0.0339091507849251
COL2A1,-0.04752566871076405,,,-0.01412226070106778,-0.02992727358690058,,-0.01297928770385087,,,,0.050392116706206615,0.06202508018978937,0.02958967125394302,-0.02139826910754283
SHH,,,-0.013668141547995527,-0.03580088636247977,0.11289957461205259,0.012379780052277203,-0.012387337389513815,-0.05492384591921688,0.010413653538935636,,-0.006881654212350598,0.0023929170017350375,0.04341667927711352,0.02290911955976398
PON2,0.04343604332579789,0.03457108249066921,-0.021089084122788974,-0.0680247174929014,0.0019972367871124194,-0.0068807727061472495,0.08641050284103298,0.029477652318470278,0.07655745651892293,-0.030709502635688828,0.1370195639805467,-0.02313393580661385,0.0095473321298971,0.023452859601794957
ICAM5,-0.014169233867393249,-0.02345585875302038,-0.021302768715023755,0.001933794246588587,-0.003768047166736411,-0.0022411853756032153,-0.024191800795246857,,,,-0.017766976772194364,0.06232374519048395,-0.044403539793998095,0.033326374570011856
HPX,-0.026703580515987473,,0.029262952145936258,-0.011654534443765316,0.019323139368661105,-0.026593226695116264,-0.009338313333430192,0.04930457967530727,-0.1124656388727041,-0.015181202677697868,0.1117567116263327,-0.007218149260616434,0.10225870610367016,0.08704922799818757
SFRP2,-0.023198936952036245,,-0.01556653200857664,,-0.023884746151982994,-0.022163715446892534,-0.02430078587112582,0.030258599958020257,-0.045052457240445334,,0.0027793560031064827,-0.03290828926453305,0.06254091495285036,-0.013507772259102007
CFC1,,,,,,-0.01705420942034988,,,,,,,,0.15372286073967367
CD70,-0.04238388356962907,,0.006685502892710562,,,-0.022591568348715747,,,,-0.005525319116541686,-0.03446500847596001,-0.013030242032684313,-0.017634922597603526,-0.017945535388229638
HP,-0.04567631059617598,,0.02540904451851623,0.06247700280038491,0.011430279059318912,0.016050122277166654,0.03617290818045889,0.007206747302692821,-0.05429107453851948,0.033427814753270065,0.022051715725111685,-0.02330714052085759,0.09334208149343601,-0.04973466453391969
CXCL2,-0.07509212081878487,-0.023479177293581146,0.014801251111648615,-0.017743360611064112,-0.01789301165504444,0.05283311198557505,0.029834884864067622,0.017813099068065916,-0.045072288115178855,0.03323868435394705,0.02389532534112895,0.030294903668469535,-0.01246533514561406,0.01383064079764913
NPPB,0.008933214416300076,,-0.019341993255155916,,,-0.014933359340779325,-0.01594083935926512,,,,-0.006049564940740594,-0.02072261510853658,-0.020887992876227245,
CCK,0.08526492958568169,-0.014611676293933278,-0.010372746598023693,0.013039308367102787,-0.023846295526627315,-0.016852289656252583,-0.021297921656221037,0.0003615873939184411,,,0.10696505031512128,-0.004153206772746677,-0.02709736558708876,-0.02550492881965872
SEMA6A,0.01629956067235891,-0.00918731521742177,-0.037732802466394905,-0.010070680894245515,0.05362467664140551,0.019794410980112337,0.06369106371226373,-0.0354446198306822,0.11719110859746354,-0.021264607468586803,0.04218612012038552,-0.005536599526276955,0.0504603555079386,-0.0017192621408790923
IRAK4,0.003603396440107477,0.031416526697907274,-0.027108443723281504,-0.022134939181715513,0.06357283532828739,0.0187570369422669,0.053777718772167096,0.04470875566293818,0.0013716248034669914,-0.03446697447921713,-0.006331013881582765,0.06308242899195624,0.050115734994841905,0.014035285633091192
GSTP1,-0.023977662005146345,-0.006969904290893347,-0.04029300093279503,0.08149963124005373,0.09883145624436107,-0.029734724756941795,0.03948165070171557,0.025300611013990514,0.054285836442368174,-0.017826487715801368,0.08641174029326174,-0.031570032287283896,0.02623535099068744,0.06611905349352074
VCAM1,-0.021658983501037777,0.03293035886361124,0.0174896809408844,-0.005245005185066349,0.05152760938888168,-0.03504120771200771,0.07708267839546293,-0.002501091774239271,-0.042872196404807314,0.06716178757997023,0.0019175801311906073,-0.04006259647304522,0.01995697405704869,0.036381003995463866
NXPH3,-0.052098891134054,0.027942848254024502,0.019440543070213583,0.02815241135476173,0.04072431545846014,0.013262132042513315,0.01917593218614135,0.027974564233808574,-0.014717196963539087,0.08357570635510073,0.1198752352676777,-0.015267599220262648,0.06198372054319967,-0.025423766817131044
MTMR4,0.015063929590704945,0.07267529224363249,0.023613635830095448,0.022882019124996694,0.032092154944534844,0.01408066507625963,0.03402806809063743,0.05881766538399786,0.08038432225518843,-0.02999646057947234,0.04900935445708959,0.025901244404076353,0.04621761011899209,0.015189652533494935
LAMC2,-0.017669040632082147,,0.04501528103772693,,,0.03977887739058334,,,,-0.030603815369616018,-0.010084017277431603,-0.013458105903737314,0.06725755949519098,-0.022871215153431844
