,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.008284939940944239,,,,,,,,0.10408801557494878,
BMP1,0.0012551955408767928,0.03942871162954032,-0.051055309982890436,0.012166707638934363,0.07458826677399565,-0.01063937582988671,0.0359479657631088,0.017291362690972763,-0.09314009316306504,0.1823236990247286,-0.040784135528808135,-0.040715403651018674,0.06932555742609597,0.05445115246713724
NDP,0.06433419070304901,0.017913384168066915,-0.032964613287761506,0.012462949190295496,0.012107160228381644,-0.00017513722005712727,0.0415647666528264,0.05076284990157786,-0.005778629594973913,0.005585960131979851,0.04793277319523894,0.021798112544499596,0.06084338664867296,-0.03083051487889571
TNFSF18,-0.034538439018802394,0.04411074494175256,,,0.0177530986632917,-0.015670680982006996,,0.08758863245387963,,-0.04088563410601142,,,-0.007697941361041634,-0.02322655509541421
IL36G,,,,,,,-0.015620005476294734,,,,,,,
RTN4,0.11776589297673593,0.026726570232949234,0.009699407311530434,-0.04207029832337543,-0.09053308215977696,0.01644082487936452,-0.0472567841356811,-0.14716424236708833,-0.05722499909568726,0.10162732234446484,-0.06851014724408855,0.04592386540565122,-0.00494105084585197,-0.0240381121452913
HEBP1,0.03357617369765873,0.04513010663769462,-0.05466401329239209,-0.014298261710959919,0.025215578889822288,0.03674260256490853,0.018098249972348688,0.04693068565905058,0.03546654675781287,0.03950166367388104,0.021024138749871357,0.02068637167768925,0.07409143774724512,0.00017984326849601313
WNT7B,0.01685413394218328,-0.009390289297379183,0.06762960416340437,0.034085731855331175,-0.0356103422284069,-0.03813646980561772,-0.017168186089738968,-0.039824872876382734,-0.037259510419721635,,0.01249494781118185,-0.022067364814158254,0.1259427629667953,-0.006138546688373493
PTMA,-0.042939765534096515,-0.004480248023727695,0.008696147414411347,-0.02044794318222999,-0.07574230045397544,0.035639192405287755,0.003146580727428369,-0.009704412556933011,-0.11469062888974835,0.043196159758435645,-0.05642808752095881,-0.01896939270312428,-0.04262218637334897,-0.02748221404205565
FASLG,,,,,,,,,,,,,-0.020291309578426026,
CEACAM1,0.009410771187644336,-0.018000959183321116,-0.0333334574744474,-0.01734562568051223,-0.004434388994099194,0.031386761151118915,,,-0.05416866061696257,-0.028749539656249226,0.10545121405917379,-0.014646430968300345,0.07767574074652682,
PDAP1,-0.003523951221372672,0.013600002564865035,0.006830603579497593,-0.04330223676376311,0.06640990331129576,-0.012799737174215451,0.012635063017822969,0.030869451286909776,-0.01083285471265364,-0.048212363384642576,0.03807860424438254,0.03626694819899885,0.019873340088090677,-0.023663539491806246
QDPR,-0.0033976022782446604,0.015071980567892733,-0.0053594751180856635,0.030067678860867378,-0.08994612130997374,0.006161020049256167,-0.0016852342378138236,0.013870250141880236,0.04828347135442786,0.004008335495345323,0.06860746496576722,0.01727522719463598,0.011180239650179016,-0.01882123779184197
POMC,-0.003622028907061153,-0.03198483254897468,0.06085786557820324,0.006465377386911756,-0.013382950887205373,-0.018183019003259263,-0.033466029150264184,-0.019670079010910797,-0.07624334078092049,0.02589596378435028,0.04523915195128699,-0.008590007261511292,0.0016620133036182733,-0.031158086363743363
CCL18,0.024152479105246136,,,,,,,,-0.02177914391173413,,0.046560030700078615,-0.050438583810941864,,
CCL17,,,-0.01932048423443968,,,-0.019544390172435665,-0.014269318454400357,,,,-0.03325025527153936,,0.003942460898535901,
VEGFD,0.07127938678065515,0.02336146346704644,0.03422962655688091,-0.016595312573729346,0.11732872385462488,-0.007393384388484963,0.02894362076329276,,-0.052327505944961376,0.057657374147648356,0.048333082003171365,,,
TNFSF13,-0.020701390853241183,,-0.01332683761971108,,,,,,,,0.05742576048384099,0.005936224491501291,-0.0018814495732871388,0.0521485666876327
WNT5A,-0.009009157232067029,0.0625727494957139,0.04858598618802074,-0.03746280547780826,-0.006647323154022008,-0.019800830896906117,0.03347187700969874,-0.04774514335392707,0.06103699459183727,0.03273790997539333,0.0609036458795542,-0.01367860812682634,0.036982871645492923,0.010162627567621072
CXCL8,-0.005161216256780932,-0.01024681660537662,0.01485299901477202,-0.03562828235584655,0.02186939009372337,-0.029872153000025534,0.01970326853447142,,-0.06393521017992407,0.03977808833752019,-0.08459005254003775,-0.03605440149355834,0.05074301645423625,0.0067777547836070815
GRN,-0.0194466966338063,-0.012016784033731702,0.049672433144124034,0.00033929270226361184,0.06964002940395879,-0.019353871519753242,0.0015547762931754573,0.00277557684863315,-0.15354740744819073,0.013374863910927227,0.02311187078538874,-0.016008780022734592,-0.03568941095391829,-0.018836402563242944
MIA,0.0017439139925550583,-0.008177420633767772,0.012732561001704668,0.061662643321856295,0.015297085275585678,-0.007355006950614979,-0.004611663210743554,0.0700213455926671,0.010935731980001062,-0.04955880176612031,0.046188252815910345,0.04027934973057947,0.10329325489482076,0.03566432612436049
COL4A4,-0.02165053023552817,-0.021337141826249933,-0.03936106925931622,-0.026255860799904118,-0.023884753185175002,-0.020404948017489998,0.012759355392051848,,,0.16019265837011148,-0.0018001979383813313,-0.029517620676208643,0.012254987291563822,0.04153828542397954
TAC1,0.09737285914778972,0.043960801488335456,0.05630193897209639,0.01569219037446251,-0.03469553742114347,0.012266910516535992,-0.03600550717387206,,,,,0.004974438593289083,-0.024177882081918383,-0.11160915956569287
RARRES2,-0.018678968355746138,0.02462733105550136,-0.040214745854361744,-0.022788612959128082,0.10682457207597762,-0.014799424454672784,0.004245141175255472,0.0329569472501736,-0.07449194711143024,0.08685862920257108,-0.04815098120049482,-0.01685331849982692,0.008606493512048096,-0.01358181587170694
FGF7,,-0.0291006149287937,0.02673107400306005,0.003112100463852742,0.06316685091232765,-0.006414351885737392,0.07301903348257818,-0.04362509342447527,-0.05889529912672914,0.021559599437387104,0.006349444643769093,0.05264034184140113,0.04559569912178826,0.01422292086151802
EFNA2,,,,,,,,,,,-0.021891768668759626,,,
HBEGF,-0.02558780590510527,0.06463145646207334,-0.028898146167393415,-0.015986910950132004,0.07204954106624936,0.028036040560767587,-0.02558174117658426,0.11513526966870384,-0.035792293938880844,-0.022711918683992652,-0.003773516512020853,-0.012294438905403543,-0.01706780608339025,0.048135294977854313
CSF3,,,0.04019843138356514,-0.02096562400491967,-0.02526960914550363,,,,,,-0.07272594936459972,-0.02099765947598882,0.024360810015847244,-0.013042628663709989
PI3,0.04125192087546058,,0.005757376588030704,0.03998073439700211,-0.028453913420577112,,,,-0.01559046144419753,,-0.07859511038961176,0.001707368457190408,-0.022679178192507043,-0.03560311300183638
PCSK1N,0.018952040116296143,0.019081615895289356,0.011165407092828882,-0.006600138052724364,-0.009560159014751867,0.022932160973891974,-0.015663202257772808,0.06560881625401795,0.0252566865761242,0.10786873130649123,-0.04047418130811397,0.04954754965517793,-0.00011250850625782407,-0.05294219308774257
NTS,,,,0.08396786797332005,-0.031059389355595934,-0.02331028118672952,,,,,-0.026670965865907368,-0.022482860743175456,0.10475163773505804,
SFRP1,0.02637949833640111,-0.0023685197231324583,-0.01685786930063426,-0.01893237772303524,0.11310100291109704,0.053620979642159006,-0.014322892902673091,0.042177006935485574,0.08542781642695843,-0.05838575070826051,0.008028310816701772,0.0006975274920220624,0.08239679952781943,-0.037059556325672656
CXCL13,,0.10116221637904481,,-0.018762228101036005,,,,,,,-0.041592379376672664,0.047928594964675775,,0.12113826921824435
MICA,0.046854089344295406,0.009405856444624725,0.05041859117957925,0.011152469245897276,0.08099516433503173,0.040238509116669485,0.01443431104833264,0.08804870986655003,0.020919879014406267,0.041262690742820136,0.037608946377320936,-0.018074898129614554,0.051966975839989896,0.02537323245035092
TG,-0.02700910165684598,0.0015546874055796095,-0.018192311839154957,0.005802908277593481,-0.030498157417854235,-0.019690233470729623,0.04286382520515356,0.12542172022379425,0.08120147324811063,-0.0013880600203754804,-0.00850412670603523,-0.017281396410970148,-0.03776294900674106,-0.026552710268912413
ADA,0.05017017268649784,0.026329480545421648,-0.011210300325432628,0.0009614702539734191,0.06388306520511172,-0.030713764634860974,0.046844483614129726,-0.02536956892594486,-0.007118733385385839,-0.008443040417322658,0.08696564438326353,0.01768744830858939,0.06765621209473123,-0.01689354620595362
LAMC3,-0.06939623135488668,0.056116959192686305,0.0869575270857772,0.03898349791100555,0.10149753405914654,-0.013377937423411087,-0.008100831543005104,0.06899626744840226,-0.05821242756586785,-0.02913575301284933,0.05066468442591093,0.013292244104339511,-0.0093047709744969,-0.03778850270098723
CCL7,-0.01744933642005567,,0.07372731318619781,-0.02487525044607607,,,,,,,,,-0.020291302363078544,-0.05030048386109739
NGF,0.016835128360617332,,-0.0010715741694379962,-0.026551740802120655,,,,,,0.032340173009385985,-0.021597506467457707,0.00680312216322958,-0.045860570614843034,0.028927229138896504
TNFSF15,,,-0.014646522605556522,-0.018417551018037947,,,,-0.007218852813858957,,-0.0015212933215350269,,-0.013039186049254525,0.006104355941859179,0.07879331404161223
HMGB1,0.02682677311470439,0.013504579082736428,0.011397412921722652,-0.037957242285133044,0.05939434560527779,-0.008143448993187332,0.011349684382611979,-0.05472544957745423,0.02164115090787585,-0.04070109922328841,-0.044551395162142834,0.06278421392027504,0.02165691612700512,-0.015690066711082674
ITGB3BP,-0.05992071072210952,-0.00016235977738594695,0.030943250256571103,-0.02648962831153324,0.01549299141525593,-0.0022206374615032836,0.014201616983499197,0.08452926356896988,-0.020534152249524082,-0.022890979524826487,-0.006263695359608565,0.005274830892395203,0.041658122090492467,-0.008703304938927492
AANAT,-0.025316332414312026,,-0.013326839042059094,-0.016595314942803734,-0.005784746984195561,-0.017707542030309727,-0.019140925831525567,,-0.043968803614570263,,0.011796515265017867,,0.01693609056193081,-0.01813792309469142
RELN,0.00016176226505439336,-0.03555796154072665,-0.023132408097490367,0.005692401108210218,-0.042089348076120095,-0.007508001397653508,-0.02119065701656558,,,0.05464067437167384,,-0.015749923660552542,,-0.014901372287844423
IL15,-0.016379567139022378,0.02367977278604631,-0.014958189375758617,0.0070587364032738695,0.08646719141656019,0.016059447108769942,-0.017752324029539208,-0.013659197672574864,0.0037048428342608313,-0.044644580622919434,-0.05341141548213717,0.028895042594407897,0.02608049439508338,-0.020409726153890112
UTS2,,,,,0.05057399638693873,,,0.006675112016388975,0.038023921234251135,,,,,
BSG,0.020097003581869485,0.0038153280962701006,-0.008038794015859224,-0.08492215366063796,0.04444262783219282,-0.012971153142764294,0.022062014751096534,-0.01904005534228424,-0.03211649919115761,0.06223760243823343,0.0070458349391779775,-0.015649671678769815,0.04319106035210522,0.016201843561210322
ADAMTS3,0.06270592197324086,0.006165018476934059,-0.006823868084656791,-0.04007744183623777,0.0573979901107355,-0.03612688659921754,0.0411758700122241,0.007466246086931655,-0.018880849089837903,,0.036499121731005925,-0.02148805900479769,0.014799643990122088,-0.006409152367053054
CD34,-0.017280240501607893,0.03138306523285044,0.06782889914517465,0.05682398355505466,0.03020361978281894,0.031492580386464374,0.03539727796631304,-0.006470358028701388,-0.11191012559709887,0.05988608302885377,0.0851352673032017,0.058691797282884185,0.008423511612456289,0.02315125436563067
CCL23,,,,,0.0493323213655119,,,0.015974783264177138,,,,,,
PLAT,0.004045862546845137,-0.013182718845581904,-0.010517038130660595,-0.006333328395232337,0.08237703162270901,0.008734466045630399,-0.00034597217087927113,0.05839861158487516,0.017952340575850392,-0.011776605828503763,0.059474375486433015,0.013878877763225423,0.02069439778164236,-0.01949361654628165
NTF3,,,,,,,,,,,0.05878742725444362,-0.032277218939791644,,
LTA,,0.018354480062500653,-0.016857868511996638,,,-0.01705420838967597,0.07943679655203524,,,,,,-0.028894097884756945,
CKLF,-0.05199784840158826,0.0013693481028632932,-0.018409189819885076,-0.02813173171524731,0.09240475931511835,0.01724541422342812,0.03559786097658756,0.09004661422917205,0.011311977486693199,-0.08322444621125744,0.0898395271435544,0.06355281854231946,0.036175066143450445,0.13958533778751042
CD24,-0.000892259874988105,0.04513942878689196,-0.014143398085660208,-0.00909672142192494,-0.021231856825633628,0.01169897322135365,0.09083869648911326,0.09165571705935002,0.0785640657608006,0.048796012133333865,0.0032068289713929393,0.037820109490647714,-0.018087445406946047,-0.09547976247302413
