,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,,0.061170882334857735,,,0.11733482958764178,
BMP1,0.004483652966421821,-0.014477617007274443,0.045927454217547015,-0.0008094395939714759,-0.06395353472358388,0.003073665971397608,0.07113871245240933,-0.0341306043799297,-0.005623377880118,-0.018449705360926265,0.05028733346181755,0.1303536222627439,-0.04651734703106326,-0.02314575868885815,0.09097536794653065,0.023883782589846286,0.054948701487080545,0.04810423357728445,-0.014817216135528895,0.11927215490531878,0.09384478072702959,0.10273989613464662
NDP,0.01382846200620364,0.06434734780239422,0.0059181632943213994,-0.01634317359126987,-0.015947231804046853,0.0012738774976268014,-0.018762799733789293,-0.0004929079803239286,0.03024436499408676,-0.05328936307315439,0.024027383593674154,0.03281138905146798,-0.0008180283148338349,0.008884086512738996,0.043100507608390584,0.015687640233365233,0.015930158208780947,0.007001556955683395,0.005515178728900301,0.05349106104125583,0.19971708683419992,0.16923967758359698
TNFSF18,0.04437547249959259,0.0523324172078048,0.0247933974641555,,,,-0.014769703751491397,-0.011674763749846901,,,,0.033301978495641586,,0.18786606294644886,,,,0.0811557342754029,,-0.03314015058660962,0.03881451104907383,0.04494224985875443
IL36G,,,,,,,,,,,-0.020947212416697822,,,,,,,,,,,
RTN4,-0.07589560329876976,-0.09639048837493601,-0.016967406567815962,-0.02307570645957766,-0.0516468797573083,-0.053364560246003216,-0.1372116036175039,0.006215943475892657,-0.07131374042512723,0.020653229395826964,-0.011896244220173914,-0.05976456700701278,0.116718567330562,-0.03031919719126316,-0.04214305165460111,-0.05005265178026341,0.01662668351964658,-0.057412440917808574,-0.06586474652638447,-0.008346634357984618,-0.0083532407297946,-0.2155631428250017
HEBP1,0.017777721370873682,0.016511824768536614,0.03633225187791516,0.0296140690549061,0.016415313166806125,-0.04016686341677537,0.021966957563295884,-0.00045273061705335566,-0.01707409588253243,0.031593188600089805,0.017894653268143195,0.057628156161066625,-0.014498675926967746,-0.004214854221492042,-0.02815811605942702,0.05727877793509993,0.004128261418190323,-0.024362133758809364,0.03665654818660183,0.05768992434371081,0.16882463500130804,0.12672554451280368
WNT7B,-0.009377803737010465,-0.047922170934663305,0.07205328798982927,0.05727895653509413,0.059067765001945945,-0.026603749504614378,0.04454466153822265,0.005138731326539388,-0.012031755724295719,,0.03663121977901143,0.03168279994564358,0.09038764981029125,,0.010603084303890717,0.07672061321545864,0.035340634643805366,-0.020764671968811224,-0.005610848256613358,0.027932383673471624,0.07462931608499924,0.12686175968383273
PTMA,0.05736600761015777,-0.0072504688736859954,0.10180316585416206,-0.001509121254722767,0.04991371641680352,0.016343620887094647,0.1708153823635691,-0.012264632562213072,-0.028539147642701143,-0.0928560783174909,0.0040620970119702665,-0.018719049682319227,-0.013442702104626239,-0.027919879197181537,-0.09604287094212018,-0.09150131455258496,-0.03955872822415007,0.019871711553882263,0.05588222716341695,-0.035532319977720675,-0.11410483053274106,-0.04978200997872657
FASLG,0.17368930337908256,,,,,,,,,,,,,,,,,,,,-0.03730165848030745,
