,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
LAMC3,-0.04485652432455252,0.036680948837940916,0.042295937840299794,0.006612199622050915,-0.02562807369922416,0.06984419500656991,0.14441519336671801,0.09815297657201241,0.010025789972187558,0.009492958117575678,0.10028276232542871,-0.01901661234851604,0.08144518597521236,0.10817633329649988,0.06016739900050081,0.06648836382541502,0.09280275564202715,0.08089194827862697,-0.021803700808815867,0.08185882118643241,0.05225308093454837
CCL7,,,-0.015778082148723113,,0.01737832437774428,-0.02379922703618485,,,,,,,,,0.00145092400941556,,,,,-0.006795491104817895,0.026731154861083517
NGF,,0.04310151114124172,-0.0002417275732587177,,0.06004111598678332,-0.011293946344102357,,,,0.06378892188805559,0.1531015814072029,,0.10189476513220662,0.13500446833180488,0.008255611070498155,0.04078260318970864,,-0.015301703741825753,,0.017431684793768235,-0.005101383612170041
TNFSF15,,0.0021274444441498415,,,-0.0374668056771219,-0.01762086693675663,,,,,-0.032229030982084565,,0.028961032481346734,0.01775699606146985,-0.012340512451360652,,,-0.017127584234267298,,0.13051864327467955,0.08708820530086624
HMGB1,-0.030910203429620857,-0.03559634709221253,0.021292306170135902,0.020651454628307905,0.0027314015621595486,-0.003172641963844572,0.140575362629531,-0.005883238769287716,-0.007324062765798769,0.0006911330187043172,0.14736287874300666,-0.07252458812037507,-0.09172204577387001,-0.05778977113773994,0.03354416678861421,0.022019225400309227,-0.05752387020326603,0.014115971552062989,-0.05562272254960044,-0.004388691181288432,-0.025062380876966113
ITGB3BP,0.03904974490277385,0.07140302454631005,-0.038678875052037216,-0.00837669596837582,0.013229202442461195,0.054785367850253223,0.1732336477365182,0.005912976305867092,0.043076066502520896,0.08011104812023985,0.051415676952955375,-0.0007804083534128022,0.052615285634102414,0.05840470688871599,0.04162984460615803,0.02272540927038704,0.009154410815800504,-0.0640754175163495,-0.07193712991856922,0.0812750119955107,0.02350663998449346
AANAT,,0.00011128073305969712,-0.00780895639607925,,0.04077496817041184,-0.015877454939275965,-0.03068914579151006,-0.017827610821771252,0.004616104863394301,-0.023365706228975824,,0.007956443072463307,,-0.03171441355333186,-0.02511985879713021,-0.013107175496975062,0.09327903420626474,,,0.044306760533872835,-0.0466169992875219
RELN,-0.0006345211161902291,-0.014304272237332754,-0.01669972993450553,0.040995341954220055,0.014925837614985556,0.03844584589184916,-0.03296261642180808,-0.02491090493661112,0.005274689183866855,0.0671172060835157,,0.00229146346123608,0.032029805429695045,,,,0.031201725550103806,-0.020688265598819013,0.04509455435852603,,0.013908547716579067
IL15,0.03483989048481564,0.07516329597797455,-0.006286406424922614,-0.03042825451007802,0.007861629696448526,-0.04067471059281652,0.1362476600264971,-0.012255724211033138,0.007341525813166458,0.0008873911765904296,-0.0012583168739257117,-0.020549326469260665,-0.05158133151177969,0.0007191249511481571,0.06276979048420397,0.07406329231410143,0.03632593990565795,0.032891574983215086,-0.030559623084024483,0.04030746347138155,0.13690209607795628
UTS2,,,,,,,0.087378421789213,,,,,,,,-0.02139139822764019,,,,,,
BSG,-0.01584216657668791,0.02290492478490653,0.04435558382401652,0.011238477697551501,0.003096963219111943,-0.004154948246618606,-0.05665607089269846,0.0573698122936835,0.017697457405716644,0.00015043254142102527,-0.07140876601482105,0.0593543466181948,0.03793397451781573,-0.014846982597865613,0.04888467809033186,-0.00027484690050480915,0.10521386222188134,0.08449560406726894,0.060199550352406594,0.09794537379975278,0.09056862481402694
ADAMTS3,0.0003687853951535393,-0.0077034259448336044,-0.04361589305892271,0.008759421079391046,0.013293718760837313,-0.001557422999949607,0.19032584898998917,-0.013343600729504732,0.08056588380601684,-0.0072684687817587985,0.022916649324436555,0.02611095223960029,,0.023505599437044066,-0.002522139213310769,0.034029449209028756,0.020321641947475964,-0.025729568632526498,0.0532670029750033,0.07789316000316207,0.04993755000901804
CD34,-0.04431382539817117,0.05135903126874171,-0.0091066874201625,-0.005024731684957827,-0.0006126883763987669,0.06800727129694326,0.0647359822036151,0.01375923619412647,0.02015599850443834,-0.004346681340776528,0.17208736665045812,-0.0321679947601106,0.03433555673667624,-0.018238062655153667,0.05168248627584495,0.05981821102316835,0.04424189138893208,0.041217321684837514,0.00720859442295004,0.08989202378884106,0.0346132896614594
CCL23,,,,,,,0.09817517506945204,,,,,,,,,,,,,,
PLAT,0.015196087249772606,0.006368823230599539,0.0706092515592907,-0.02661995980164826,-0.03478339392611182,0.016768040762538586,0.1777223304060893,0.02984379545756693,0.06648207322005383,-0.055530381423176685,0.025819466365459103,-0.00555853151740412,0.07406256130067704,-0.012321846867876437,0.055300214692062054,0.007920012636541574,0.09330650820340215,-0.08055679666588898,0.04702290715871007,0.016052228743084134,0.010490134467537174
NTF3,,,,,,,,,0.024518163008350705,,-0.027758301151420153,,,,0.04682871921004806,-0.003374120681555699,,-0.02469842786285285,,,
LTA,,,,-0.02233070216475465,0.0003904250204008373,,,-0.01716984714897845,,,,0.011769504014353038,,,,,,,,0.00015751898968957676,
CKLF,-0.0012280046310097525,-0.0040620670864141275,0.02000880394598359,-0.04774864299562451,-0.004206740698122238,-0.01676552277415333,0.1918638780866931,0.00860151534255388,-0.0021590505768817178,0.026239677576914883,0.03238129522911411,-0.01911096373278699,0.05964054322932275,-0.05340761312692094,0.0021134795333926596,-0.007703553852381902,0.0641033304266192,-0.03757514467831581,-0.02808949755718478,0.04358945140467522,0.05009713167996507
APELA,,,,,,,,,,,-0.04508565746086852,,,,,,,,,,
CD24,0.07338149569837496,-0.038810787719987194,0.021514082849780434,0.03689313457650582,0.028936122938718268,0.003830464529110089,0.013326351794636591,-0.06338195357613656,0.07959012783126472,0.07352914446022418,0.13943199027422304,-0.0007102230468809454,-0.1224558133057651,0.09506371045065574,0.045480763443802384,0.016091487453754258,-0.058368701210058126,-0.030025168916427696,0.05960935158765889,0.01479481667043292,-0.031675605943585254
HSP90AA1,0.006115796363172593,0.07895327517312148,-0.07484808216680089,0.027101688783154006,-0.0028805322550797302,0.062102303584791546,-0.17058110449705896,-0.08601194449860404,-0.023752198649866624,-0.017169213731638513,0.012573436331828303,-0.08227109036839299,0.06577396739995278,-0.08497630011304058,-0.09276731114879155,-0.026202031713331998,0.010812646184170969,0.1191242708327538,-0.0082021938861468,-0.07309263669012854,-0.1348854351748018
BMP4,0.045041337959863065,-0.04086241186222464,0.0779394627629147,-0.023671853320527955,0.002642721299437452,0.020441921099885275,-0.021460208744473193,0.023706306318359585,-0.03972352991386803,-0.037268808444767945,-0.03890672486274958,-0.01751015073864918,0.010953339017057497,0.08427771068099611,0.0941309369429235,0.08895339106627245,0.03938536793798455,-0.009192936458113084,,0.12291657189049385,0.00881941590952416
SCGB3A1,,,-0.015778080570935982,,,-0.01890808876717893,,,-0.018195306192169084,-0.014990786851332805,0.06263728326152684,0.07872853525901216,0.08355752729242057,,-0.001745067167896549,-0.03931059859582485,,0.008792187610044189,,0.05051184135274404,-0.01561584001998042
IGFBP4,-0.04221094679574219,0.053748764371701015,0.025315505835583826,0.05377695899226671,0.00833424110355107,-0.02163906385140677,0.1671636256819959,-0.041742489619965704,-0.0062564810697993325,0.04010861203643588,0.1683674421533192,-0.000577489562667921,0.14446689162493806,0.047883473762639815,0.05821971483724933,0.1003596630114537,0.05243640870693574,0.021955054124435477,-0.008720732367114308,0.07869538177580436,0.005148670656646564
RSPO4,,-0.023064687402216625,,0.009610591156684035,0.0025309003346700213,-0.021823008044775577,,-0.019969577507950503,-0.018195303530693947,,,-0.028505154449604688,0.013612219510812392,,,,,-0.02395393026687124,,0.1204179925757373,0.08970736720235155
LEFTY2,0.0457440612097594,0.024356752051934896,0.008869825310788107,-0.022604957162906104,0.021890064158428545,-0.010866398494541888,0.1654473040881814,0.00612461762104833,-0.01995137285485752,-0.024853245911306204,-0.036441038543721556,-0.01135452234672905,,-0.040528332729908065,0.10377073718181642,-0.023612360341622868,0.0646575449533458,-0.032575762626213534,-0.04731716112707963,0.08561003233715542,-0.012155214047847264
PF4,,,-0.01636722583994241,0.01239798714516561,0.02831094535396427,,,,,,,,,,,-0.018822386763158463,,,,0.047426370338581755,-0.022007811650850008
ANGPTL2,0.09229932739946042,0.0631031624520782,0.0742020395320479,-0.007668541354991253,-0.025278149594718344,-0.015583307026009545,0.11153411987314087,0.004106426176079049,-0.04270217363593244,0.04451246180650295,-0.060646610226090344,-0.006522199799478558,0.05388125006462477,0.045688638169302034,0.06190284848731468,-0.0004899201289652271,-0.013738566657938335,-0.01677431270698279,-0.02671960493997211,0.10912747071318818,-0.021911408528834213
LRIG2,-0.0038591665088350776,-0.021683095133112507,-0.01785243866489757,-0.03587034773405186,-0.036133368529843696,-0.00545742186929956,0.08153835397865075,0.06355055821291081,-0.023759902858945612,-0.02219853291309212,0.13704038507103594,0.027203854235818944,-0.016857992107111988,-0.026782345922950587,0.1290519652965143,0.06562225388349542,0.01747746879324117,-0.002819366749202658,-0.09845121498058014,0.06838093411367151,0.11232378645161524
ICOSLG,0.1069497469203606,0.0894515087483563,0.006429075402358269,0.035954925797355444,-0.03706047589591681,-0.014736617607954949,0.081634216779178,-0.06697162747291405,-0.0009185598190387583,-0.0002798261058813181,0.022006156684260265,-0.007738873968117448,0.06853544738792598,0.026431543688251416,0.044191533257191225,0.02070627927339373,-0.06627112990286514,0.07665336278904779,0.016014764764044682,0.08509837127602368,0.055496762598215975
WIF1,,0.035539749477408705,0.02018379133733292,,,0.053569247163858906,-0.06777646148124543,0.18396165185777866,-0.01679480687074108,0.07498555090235597,,-0.06862371993704028,,,,,,0.04788280702764829,0.07166657109288589,,0.07886469358389347
NPPC,-0.028995277973065673,-0.04707167373494064,0.08963583911051759,,-0.032816815532747734,-0.016925596733159565,-0.01778034478251733,-0.020759647509786733,-0.0029145871612255955,0.019963636472212238,,0.04898421661542749,-0.1009987598848274,-0.018137240785897103,0.007311496974899654,-0.0012384426665294334,0.046690808801118325,0.11115631867703374,-0.05308011070120043,,-0.03793041279009787
LYZ,0.05802703155890363,0.05290217688276202,0.018719561802540825,-0.08256297718426475,0.020514745291142254,-0.06825402568024909,0.05635972454492915,0.06064211468942899,-0.040228167279504935,-0.002681310552080495,0.03736875181404971,0.07863109069628432,0.09541086430600901,0.053012444463656515,0.00937211980241736,0.004233764067611564,0.022163198059585453,0.026091674320533307,0.14858381770755993,0.022975059616222947,-0.09726382093621158
EREG,,,,,,-0.03071015025306687,,,,-0.025566726970842626,-0.042612106871877005,,,,0.052592741108587124,0.07544095394723015,,-0.0298350240123407,,-0.050974577379595584,-0.04347732556621378
SPTAN1,0.014025010440833943,-0.017128011717749234,-0.0059166547460658666,-0.04208943813895053,-0.025430893497938714,0.029904917801171892,-0.039208298438589674,-0.02581477290526005,-0.004529409699391823,-0.001666006959475326,0.07877911858879676,-0.05003775694507761,0.03426208986834781,-0.0021635876060665505,0.029703568993112557,-0.01398539031933372,-0.05555760715290962,-0.08275653850396562,-0.014853777825517217,0.12702217089184534,-0.0072249999578985645
PTH2,,,,,,,,,,,,,,,,,,0.07704321610673509,,,
LIPC,-0.033445262202321614,0.0028108966255355745,-0.020037786468158555,0.0022013272929392465,-0.025262579797215044,-0.02112826364898091,0.05965700482511842,0.0020814548009146397,,0.003080486113662632,0.04664685402198496,0.03358348453196023,0.0774231990517928,-0.07802566729144135,,,0.03785108761981982,,,0.009319615995369502,0.024781607219715576
COL8A1,0.08489822658418245,-0.0005147549177553234,0.06813262167952978,0.030149031221342232,0.021682631593121258,-0.05027135140667422,0.05620710691568796,-0.028345638177276804,-0.0057369820038713866,-0.020927937048757412,-0.1455545755652128,0.036469600685564124,-0.004535355838492115,0.06778432251194938,0.04310063139566107,0.02757589678417646,0.02606132725998877,0.010816454522681878,-0.065909283698859,-0.059520464692536766,0.10837527420223739
GSTM2,0.061785242373089536,0.011248178787435205,-0.03029980009426184,0.00162130139757597,0.021828166821881604,-0.008120850756825924,0.016875036996064116,-0.010290335594282123,-0.013945109935421246,-0.040664194231434365,-0.0177012533266174,0.029011377622095953,-0.027857465687762113,0.00022004805169298036,0.10072367061172847,0.023721872738934092,-0.025957927417599478,0.0689699376236397,0.016000844369012567,0.056894759811306185,0.054925195301508335
SPX,0.0061071647102613,-0.007083818722344625,-0.02165242190857476,-0.007248013295028267,-0.019099968832743654,0.08924835552695866,-0.019980618411692994,0.02691254969575164,0.003443812964223198,-0.008363372488708325,,-0.04810527664478353,,-0.02618107674404961,0.034262998621396375,-0.023370399017342978,-0.061167562222818155,0.0052667440906416845,-0.04315013191056328,0.16886226040099436,0.07830561566481119
MFGE8,0.05025757317279968,-0.029421486378765814,0.08511292047508363,-0.0070158400654279605,0.011109142830656523,0.07338393281374518,0.060545779403251086,0.004637500327629595,0.032659313258766115,0.05199420601352997,-0.006172954889382081,-0.029733276601483793,0.06978121064066162,-0.014193816555894946,0.027457662158892365,0.006547569215704465,0.0387310220122993,0.027170499421151722,-0.08970354932948377,0.05245703529579228,0.02304330208305229
TGFA,0.10040833003785085,0.03028325367885019,0.00026817828400848697,0.05512661678247564,0.06029970900633012,0.0071295944303255325,0.0301846454797398,0.02760180219666423,-0.04491284008393541,-0.018140987338105413,-0.015546272106338679,0.048823048416027574,-0.022899480776746316,0.04209304280424267,0.05452625326258513,-0.004600159070184878,-0.019179258014049034,0.004143420856286429,0.031640406833607373,0.10261494455703114,0.025187678418115707
SLIT2,0.00950157917211965,0.005400088385454071,0.05713498423379209,9.879840851884408e-05,0.037984650722562366,0.06707269350851941,-0.03950455286735328,-0.019889013084266053,0.03143408911830642,-0.03378793344098085,-0.03704928091756328,-0.01728670261085361,0.008437943471991307,-0.010611869809627777,0.04851589808303574,0.032304232378143644,0.011042141683879608,0.011931788805434876,0.02817172158126079,0.0063077074811008675,0.03235318464884575
PLTP,-0.05704375440529268,-0.06439875659064778,0.009270994942331502,0.024604143345472985,-0.013422856726999681,-0.0493114443319227,0.16053538890245855,-0.008000510155084324,0.05015229900565429,0.0054972090311601,0.12860658077348563,-0.02613872315249908,-0.004926506041212421,0.11688723211664677,0.012085273321808502,0.12610805594577945,0.07213624712199034,0.013579306410757075,-0.05697482971910951,0.07077921640927791,0.04214377152541743
APOD,0.025018763126156,0.07595852515011316,0.007572376362375642,0.035849170331028336,0.016813044563127755,-0.012645707914459294,0.055191224113196304,-0.02258167977140981,-0.05354991117031991,0.06332212747671828,-0.015215923546246728,-0.022232427414637605,0.15830542426749336,-0.13376042188527051,0.07895355783898421,-0.005421780348625352,-0.058571538930925114,0.04360301836374526,0.06662591615854324,-0.09180609246543768,-0.016125268459477246
B2M,0.08980461401645329,0.0018632564355832981,0.039238206919811905,-0.021766550603292304,0.04869610789789838,-0.035747464591825234,0.1537645054137729,-0.029857813069782746,0.021212959914090397,-0.012432739892664316,0.10887081284252337,0.049970906262018784,0.14306174125938448,-0.024143645530652055,0.13667704605779696,0.15049112139259255,0.11004514912893867,0.028145911855416737,-0.006772894150648331,-0.06040553385159445,-0.0825766692158662
OMG,-0.014074650390310462,-0.030209735323752106,-0.018828728136713192,-0.01872425863374452,-0.04925400168286407,0.09280462762552134,-0.05039421172933692,-0.04543944568359934,0.03210964908734959,0.0574259949542193,0.04322439660294657,-0.0655906020187601,0.059637920443707644,-0.0674547566084845,0.03483931595855847,0.018194573055229264,-0.02640069389884038,0.016616764928045355,0.025232486610885074,0.18816850048984385,-0.021096369262476922
CXCL3,-0.021036936204346816,0.11182408075675537,0.028551759276326888,0.07030093682679268,-0.006998222429503626,-0.016591442483394073,0.021405056066860457,0.018333561420781113,-0.019465128714847256,0.02397057080578924,0.1378198984118734,-0.014799238088024134,,,0.028438679320962418,0.056968366232714986,-0.0341042297695003,-0.009886825317438131,0.006732159572412032,0.046459276910552766,0.040460553038687064
