,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.0009978129247838923,0.03936445384285124,0.012023003687350872,-0.04563066885432799,0.002660612071342311,0.0681608116540692,0.08396058565544458,-0.004898049779028503,-0.01178227590707242,0.06214334720854822,-0.09302275005276751,-0.02415056333339121,0.06374890796187074,0.01612968769579179,0.00034217609449159545,-0.031596113869032084,-0.011750330700551264,-0.0007519368468719665,0.0013704604765279412,0.06440502736826598
RARRES2,-0.0232611454477841,-0.0022868360078485317,0.005983069374396934,-0.02790281601032863,-0.0395580531938937,-0.06457168488164272,0.1082898473592484,0.004960463127676206,0.01012417144566977,0.05860282959753537,-0.05959303180373977,0.00905350028190529,-0.06613318645569426,0.04426353709891307,0.05023321566259865,-0.05636722055045965,-0.010276535913462243,0.029448078932956905,0.0011477576696841934,0.03802160873506621
SEMA4A,0.03412816678814989,-0.007387078493410931,0.0028918691061698455,0.04328102177925807,0.005616280550722655,0.0074134104793065975,-0.041978548485181955,0.02213458509779335,0.027913538647802293,0.00402613255660228,0.07436197569816266,-0.022823577354988103,-0.03206305284881888,0.01545787813547564,-0.03366302157399507,-0.05569719203476592,0.013162320802180228,0.010745072099051286,-0.014955116814177775,0.028730448224295574
GDF11,-0.05158668893723628,0.04374925280530738,-0.010512506607572419,-0.04509459168759656,0.04614374260564716,-0.01086455717422917,0.08971579439494203,-0.02426892014441924,0.03045293289133137,-0.021203900835255383,0.04785967017475383,0.0007544017835134395,-0.06956675667837078,-0.06990161773615343,-0.012700383800634105,0.0030259940454924537,-0.04084134755955208,0.04375476382373462,0.0739292666112848,0.01850840448177685
GPC3,-0.02449367082004197,0.08307852290030851,-0.018936672671950563,0.01472899686129716,0.04405095265852095,0.04972561822295488,0.08835481188833427,0.05295361538853524,0.03542423146236122,-0.020801365811528853,0.01221630792259281,,,-0.03565894521977779,0.16497295760727304,0.04409482301299475,0.08398359329393104,0.035918761938623395,0.02820173250709701,0.08826147901114063
OSTN,,,,0.03058857058385323,0.0910202180322909,,-0.020526198080775042,0.009037339959536936,-0.017630074043800275,,,,,,,,,,,0.012943284413609032
GRN,0.05284641904667396,0.010296307868015235,0.009164433391727593,-0.017581164816836373,0.05672439106863779,-0.01647782808220873,0.1461983886476937,-0.004016400979896215,0.02259233962008494,0.009800968719170541,-0.01727644275556525,0.034279311566457006,-0.04487599181728824,0.01074340399728172,-0.07394208444659083,0.016661766730022162,-0.07005621390632419,0.00815798505289722,0.0002144121980866,0.015173559753420636
CALM1,0.005633194257095487,0.025220048495699633,-0.017594432102539217,-0.03188419901143547,0.03433362542876992,-0.003020469170220544,-0.09275626516416755,-0.04115140586843401,0.02132666182027592,-0.05162762274161614,-0.006418058728371208,-0.0337009163798354,-0.026803847467661936,-0.11669889629915284,-0.05825300883272078,0.09619693081404569,0.03958759376858559,0.07361810127889978,0.06716175074271885,-0.14237835384407763
ANGPTL4,0.10797367078865194,-0.024353195800388007,-0.004345993836285781,0.04742527919805276,-0.012201639063301354,-0.01885169836667842,-0.023150308793268622,-0.04614197638057892,0.023948173472305333,-0.06688632742311336,-0.09422548937044008,-0.011197928585221733,-0.03682943921077679,-0.0342864991883825,0.10331536112499924,-0.07313563653565519,-0.037741497476532944,-0.025993664081595605,-0.03242164514960878,0.10564764767158988
BMP8B,0.10265103187443558,0.001750184848599706,-0.014087157247934358,-0.017485938043488476,-0.034855820414849,0.02981862527695417,-0.01983570216260333,-0.0008063593356574207,-0.009508762196294469,0.05504170568723871,-0.015718409731165475,-0.028096744220673577,0.09749648755625909,0.09919561439962638,-0.047781110754902885,0.006594776582588378,-0.019381190501164474,0.00503495606820181,0.0241102807003414,0.09565531792684065
TNFSF4,-0.03078478460986707,-0.02613498346039938,-0.019399921376635525,-0.01662885211520428,0.06284309584268406,-0.01681240560176562,-0.00684998618323475,0.06199726366884151,-0.012869881695584054,0.051069681441136876,0.009729230723374968,-0.028449556975900566,0.15323431194828654,-0.05699727742940773,-0.013763831176672943,0.017123520140063294,0.04284124939109241,-0.021518263734356544,0.014512260109592902,0.09346829499306955
RBP4,,0.010493147290116195,-0.033827826914849056,-0.02257258317589212,0.015350058111026403,0.0046089061294058925,-0.06855718331740387,0.021001134572175777,-0.005991925400602827,-0.013707835928092871,0.016865077051076538,-0.0283564284805785,0.0340550567853081,,-0.03226053104441336,0.03314360837801591,0.05285348224111326,0.01814659966498837,0.0690003794428822,-0.09634913999674054
DKK3,0.02802057443897192,0.03680878655927507,0.012537607897731059,-0.05375905000680322,0.024435355669395222,-0.014280949690852817,-0.1255788319594754,-0.06087232921686148,0.0047133345425244225,-0.0720555313452884,-0.04929840481508513,-0.03451257465408385,-0.01334704617854008,0.05598628091177061,0.04592129174758988,-0.015172346379966428,0.05017696356004742,-0.010382654266896694,0.09645570170520229,-0.09560057930498554
COL11A1,0.0471183492467393,0.004036135965052869,0.050215498696443414,-0.020890429931141135,0.0006759363636040956,0.0041642630904236205,-0.03600343249888177,-0.024925144899773412,-0.042002925452556066,-0.03558876717711189,-0.04915450413168283,0.0423948390520454,-0.00362652339975593,,-0.01352343297450878,0.08472734102703731,0.05091301308415185,-0.019771901362298765,-0.03447963926145694,0.10311151340057713
COL5A1,-0.02336178177900022,0.001943804243117523,-0.005876088728271937,0.054459618033260264,-0.0026180494869939134,0.02717690242156292,0.09571448297833599,-0.03620992831609837,-0.02053526317217681,-0.0466923831046338,0.005481579269825134,0.0461501961263041,0.1774627831054439,-0.0004059361251505571,0.06927861179455974,-0.031850694918855414,-0.08329354317306956,-0.013988784494797872,-0.022971895351303125,0.06805539866361758
KISS1,,,0.04352819878931829,-0.017814384550824923,,,,,,,,0.03824850029667142,0.10024362176177647,,,-0.023406785685323145,-0.006613567729275524,0.004415277078962327,,
MEGF10,-0.00121008148276375,-0.027702008707806685,-0.025210447271158135,-0.015393343938241776,-0.021470258609757476,0.031316905719009115,0.042444793865528206,-0.029051860795155277,0.005304385182593155,0.04632726491765394,-0.028759893852814467,-0.015426997451110456,0.06944477875869853,-0.021933028124531878,-1.1962817996943472e-05,0.011729864631664023,0.04559231694194271,0.07939827873369142,0.06292769783501352,-0.059757777582527254
CEACAM1,0.06123273109303272,-0.002642748192227464,-0.013221175199477332,0.011277442772034964,-0.014343779788462456,,0.029492705801240075,-0.019851537705936152,,,,,-0.051307713556350956,-0.035658957724898674,0.10559754815835548,-0.0198237165160851,-0.023643048955893968,-0.019932162011816176,-0.02762115033122754,
EFEMP2,0.007642100609910959,0.05244291359997336,0.018684408683703385,-0.04366829575272148,0.010886518355521341,-0.03462973999562849,0.06622117084762563,-0.065924460979902,-0.02937125360230962,0.01456978416909233,-0.054442296945769054,0.015044540936585676,-0.05410477904414358,-0.03151229395272664,0.06430673842874979,0.001084664904282755,0.025397213856064558,-0.033308267202238936,0.04581013180302942,0.09245383945338766
IGF1,-0.03253369813567995,0.0030504573632347508,0.001331044726937128,0.036422408778902876,0.01784121091762643,-0.0016102877655651288,0.019563490693045502,-0.028415789813831895,-0.017517198950315522,-0.0640881234403258,-0.04805502095338023,-0.006100502429152475,0.035675889947985234,-0.02343471803832638,0.046440693271576426,0.06280902158420514,-0.012991082144009031,-0.0022936416962658157,0.019874752141904675,0.01373852185704603
