,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
MICA,-0.027179385103561483,0.030124876720533475,0.07065877325374505,0.04518226385418618,0.0001053495755717689,0.167365603074612,0.08925679502638265,0.09969326033541676,-0.0028710418378820658,0.06745683717774814,0.017372275656844818,0.07189336295015086,0.06349345288204516,-0.1300350364004207,-0.0369664785131651,0.0832559010339568,0.09965504675653711,0.029095913580597866,-0.047337607571006864,0.029270728738071905,0.015271974461246927
TG,-0.01788110809501205,-0.0470075012906362,-0.07244461231100371,-0.015627251983139908,,0.036950692585564326,-0.05842773164148659,0.0844716571367619,-0.038670258619702615,,0.0037314682297494755,0.10620227321694718,0.036658992220620655,-0.0054267908268949205,0.07393026238609621,0.011884377623633336,0.14224766776325445,,-0.03534841138294222,0.007587216150630612,0.0631243747603776
ADA,0.08748163883371254,-0.0530939396672347,-0.0641681104722473,0.03678581189449602,-0.057443309716490955,0.020192615874389707,-0.010183397292760788,0.16281740526146876,-0.02368106675334736,0.11761484397033573,0.08675921852037397,0.02584488830262923,0.04612336101238858,-0.125254313731765,0.06010760254692426,-0.01834530460850586,0.023017157914735218,0.00950375197826878,-0.0004392482465860753,-0.04535839678995336,0.034588893145350526
LAMC3,0.14263508102211625,-0.010766935941906412,-0.0686100647565664,0.10988717188936735,-0.024983423689337602,-0.08262358657210088,-0.07705003251219389,0.17545371472624247,0.013808599377569711,0.007267139179998658,0.07997125141055623,0.04733211016344324,0.042314698813432874,-0.018356034482200963,0.05261400392270725,0.08844899108043694,0.048015143164968854,0.024303251368354244,0.10151727880493949,-0.0933061516988424,-0.0481174137197745
CCL7,,,0.09276406500144802,,,0.08795548846129418,0.10428817099564056,,,,,,,,,0.11070984258180573,,,,0.09121864225212666,0.20089346808672207
NGF,,0.022853994207888945,-0.004845029375583036,,,0.0750481791557495,-0.009599820518526486,,,-0.04591182365593371,-0.010853472864322478,,,,0.007719116439417726,0.06929861822812983,0.061230252806532263,,0.021628491137901423,-0.016759925098732576,0.04311551506884238
TNFSF15,,-0.04886516319094586,,,,0.004298686749858356,0.04027579886316139,,,,-0.019814944791518536,,0.0535742269827967,,0.003858390429540985,0.06154050377300011,,,0.059276073867709146,0.06711352008909886,0.15039259091320584
HMGB1,0.014904949507965922,-0.0630311037989442,-0.26438407738587927,0.019866811799284675,-0.035696418750904534,-0.1618196359256103,-0.06737227141766536,0.10190282133915615,-0.02809309831377905,0.07616127774075608,0.17144706673326157,0.04697351210036679,-0.10855613398019506,-0.050347551201922414,0.04793521653624728,-0.09309222726344081,-0.04583229083659668,-0.020971391709984313,0.006427399404066615,-0.024531176161774814,-0.08835607446596805
ITGB3BP,0.0654842236973892,0.07450095098999204,0.0004926301780670034,0.0805201509484731,0.06880632827514585,0.09452901164415714,0.035098614950948646,0.09387831153762886,-0.007899179599780166,0.02612169100091849,0.05308452535335251,0.039302344561697296,0.0414391447300823,0.027328121181333237,0.013819318452594005,0.12358641685686518,0.09502348933073013,0.038417662239153175,0.04835238939933703,0.06076875671175467,0.03372792606074821
AANAT,,0.01708549869767878,0.04970545846531054,,,0.05927959451125892,-0.023600512686803948,-0.004963505176849606,0.024938931147550764,0.037206170756110546,,-0.018923937393758052,,-0.059903834682522826,-0.030423555446877464,0.04436225203861637,0.01812918000545008,0.01627061385343007,,-0.0074009540208442035,-0.006362505365957639
RELN,0.01652243786145619,-0.059599019564140654,-0.00893599123660296,-0.01689106415094456,0.08791397443927204,-0.032475735456243805,-0.012521186163990068,-0.05932825340024933,-0.015857545529385172,-0.07113027332117886,,-0.02095043208691675,,,,,,-0.0556769983330891,0.01423220892473559,,-0.019170093709461006
IL15,-0.041317787338544555,0.11529875009623727,0.05717766564754755,-0.021576245560536767,,0.062399617056819214,0.054498670832159465,0.03624414852742092,0.016734059508431893,0.1181052957490617,0.042374140547731656,0.039511851025289875,-0.035121963076596624,0.01773784623025775,0.11876740604635298,0.051483109469423076,0.03655066167316227,-0.026445767282498235,-5.2829484056585314e-05,0.03272756723752912,0.052694956426587815
UTS2,,,,,,,,0.09124359849610705,,,,,-0.04663684501417597,0.0780984249194107,,0.04681704887147691,,,,,
BSG,-0.01879049830658079,-0.04961970694906921,-0.15264261760362854,-0.029978170196621717,0.011252897007652396,0.03840953876387893,0.026784303243730902,0.06064134821590628,0.17005886477612692,-0.047701350726213544,-0.03673675457718647,0.028593306648742243,0.11497938613914915,0.04779556678002347,0.0216242524975609,0.1681440844532555,0.1262059825149065,0.11878024766757855,0.023097098069702438,0.04543581759352582,0.05941652538676035
ADAMTS3,0.0888355286680634,-0.026278629755579333,-0.023646945978902923,-0.0045416576407886445,,-0.012055939287558135,-0.017110870291193465,0.2061142464037755,-0.040517232903902155,-0.0197325372026721,0.054102649443092704,-0.029164225967803662,0.07513520015229448,-0.17169833516551597,-0.03642911040130463,-0.05439641656135313,0.006525224823861243,0.11243790421246677,0.0038470757018845324,-6.089358055384312e-05,-0.04619396089972966
CD34,0.0632604374259868,-0.10485619156652003,-0.10582684888989811,0.045147054078364904,-0.02532076340815257,0.0012355956785889903,-0.06700570720545002,0.12625775416188517,-0.03409459826895658,0.028333496319894534,0.16940072134526446,-0.006871671067916683,0.049346020126589125,-0.09732151700340352,0.04161437214861083,0.09569170998190006,0.08485702045915797,0.06728134444765527,0.028661864743592544,-0.06068270200597035,-0.04308745651151793
CCL23,,,,,,,,0.009781753711668693,,,,,0.03274020053663628,,,,,,,,
PLAT,0.03293943056998567,-0.09592743343610019,-0.1616314278700927,0.02282205963510777,-0.07100942421829602,-0.1594776667441082,-0.0006005636452306185,0.2157492889245867,0.045463231162370804,0.059640438542535916,0.016774063430565245,0.036042825301326464,0.08901538793071641,-0.1042149449862975,0.013580810084047773,0.02960026781245893,-0.09482311724751545,0.12512139112276308,0.09560329316267262,-0.013866311172837008,-0.10708066881150255
NTF3,,,,,,,,,,,-0.0031806767934195665,,,,,-0.010375853605852536,-0.01995819058998145,,0.022974188362751342,,
LTA,,,,-0.025239836800702537,,0.06700305252088634,,,0.027518389068774893,,,-0.01755107944906546,,,,,,,,-0.0523370294264423,
CKLF,-0.016782441021650586,0.0013620109306971215,-0.193970495416542,0.04642947625914847,-0.0053157171811480846,-0.05212709557932119,-0.06227795484417797,0.1675823369696643,-0.09799064342532637,0.1778217742074361,0.10946559803312629,0.0683928894860773,0.06847646182667687,0.06898014226056061,0.05302397387419878,0.054941001372965086,0.02488964619844406,0.030353181318454783,-0.02789623884928835,0.01875048357976597,-0.03639955216536258
APELA,,,,,,,,,,,-0.027238203662630817,,,,,,,,,,
CD24,-0.019235115735823965,-0.010092899679121475,-0.06287758554369662,0.03017406308093376,-0.04158024753806202,0.0876964615715813,-0.10501192320652729,0.05204235363765634,-0.09588488560751487,0.08176970251019137,0.12842996142075458,-0.0509949964623458,0.09581000933011709,-0.08509188725001025,0.09239911191534327,-0.015220496954235984,-0.11301768758087807,0.02710942138634318,-0.03758638764527324,0.07111951156444422,0.0538777427879197
HSP90AA1,-0.07411861575280848,-0.002907237584618927,0.16120664619009997,0.02713091529229946,-0.06900678455268727,-0.008256356492678408,-0.002169088883931772,-0.18507243665073278,-0.09677378940789565,-0.1972825647329153,-0.09986893932615896,-0.012496320518275596,-0.08122649123780912,0.11594797621671209,-0.017052164658495173,-0.004790371419461279,0.0044264835373722,0.03699735866700421,0.054537272237821295,0.03776489090808442,0.028539630721481857
BMP4,0.08165156579307142,-0.012429750908290772,-0.035552121433691915,-0.014226723203648248,-0.014817143430846816,0.11082034050556444,-0.011781898056271563,-0.0065255746989819185,0.007537233591155706,-0.025798518398580394,-0.07473347878319524,0.14347253465919632,0.08594721663702917,-0.05455809548742917,0.09596568138109976,0.006821099170534581,0.07538086967233261,0.06384388281024936,0.02147536633041836,0.011748892262496001,0.07358514505106079
SCGB3A1,,,-0.04626372024288742,,-0.03111894406010886,,0.06912830203954322,,,0.05763481881130116,0.01659656855692681,-0.012246911136239352,0.05610393041114152,-0.010703764182693648,,0.024041868999539022,-0.0037302826419663942,,0.006068731004964062,0.023314188075032705,-0.02130693309713894
IGFBP4,0.11035669073048249,-0.029829706704341444,-0.04063512665090572,0.06693397112944806,0.028503881462189178,-0.016752920638799428,0.06571765292786917,0.21004868778191746,-0.006256627680716515,0.08654044433926364,0.07465571109212563,0.036341562699918194,-0.03637991663449227,0.0364542151921158,0.052916548972309886,-0.02520255910127623,-0.00417950151773637,0.06048716795285966,0.093588043340249,-0.04720790062371189,-0.021636836293670064
RSPO4,,0.05399015670576064,,0.05120839568821227,,0.009653206113876864,0.02021059110695809,,0.01984833124351773,,,-0.010323851305015964,,,,,,,-0.037301149810540085,0.0381014985983947,0.031742356133062734
LEFTY2,0.008491722024424163,-0.02134230256478359,0.00398710809804291,-0.025549820398354257,-0.04489811859621786,0.002842833045858359,-0.044346303817179925,0.23215570863083665,-0.03088076312581969,0.03294830922673434,-0.029860044455855564,-0.021666611575833807,0.0697528290742697,-0.0765189208099393,0.03687203948182325,0.028083550077677544,-0.0027616397813018047,0.04487683607007782,-0.02012114610114955,0.025988672364402304,-0.02088764882763092
PF4,,,0.08440473687319355,0.04771859231417741,,-0.03395171912539531,,,,,,,,,,,0.021215146135020728,,,0.0067312935991923825,-0.023375753607750408
ANGPTL2,0.02164596379813795,0.01294311979803421,-0.07931561133555488,0.01704152401520998,-0.03655283661763885,-0.03291491422384025,-0.032058543727045925,0.13393848548363596,0.01879344565636753,0.1715447979228963,-0.09941114056300163,0.0689651842883068,0.05652645254038011,-0.1510574186018847,0.006757812468618977,-0.012942522034369271,-0.053168464150170916,-0.03168024612015524,0.034135204569102594,0.027997936787615797,0.02164930240714149
LRIG2,0.01972805214495776,-0.004901350132639726,0.0004441459856054443,0.04348900024752839,-0.07811563479950592,-0.007055224345479185,-0.0050659576462980535,0.07415136786674252,-0.002267186933944952,-0.040596461454280225,0.011951559442408381,-0.02139896406876222,-0.014513017417387388,0.049007797027651144,0.07208501018442974,0.036054407910631664,0.06906089658306744,0.02026990747919009,-0.006768246680789569,0.08483255180380136,0.06874280455072497
ICOSLG,-0.055388396068728536,0.06157477212643078,-0.00898552628872975,0.07665381871832104,-0.00688937883583469,0.06109605385260635,0.06463755208514399,0.0920487563178069,-0.021200395815554333,0.08830906756731104,0.021468968011835763,0.08107368550591837,0.01081302427352419,0.10852569842781781,0.008265432546698388,0.09026949278655061,0.051908484448200364,-0.011291355345717517,-0.05232621500782198,0.0012865964942036273,0.029030230146113292
WIF1,,-0.06475646047646029,0.016724351006063364,,-0.00592991758376484,,-0.10187118767088556,-0.07469067137826493,0.017139899778594175,-0.06658896553999533,,-0.003482190572449147,,,,,,,-0.034675031809366506,,0.09853779087347396
NPPC,0.07625182016030728,0.02980686398244039,-0.03174639277352453,,0.013988056218253947,-0.010273754372988077,-0.04445172344036081,0.06320524893061882,-0.0020342586419066257,-0.05043846917140078,,0.04204471748645568,-0.042817725203377795,-0.059317714837323364,0.045579792575723276,-0.005921904372710641,0.006204795612681527,0.008363628154517827,-0.05221726406915041,,0.0033510690311728568
LYZ,-0.013894885740634681,0.13363710671475593,0.11373171312183682,0.08926480290802453,0.059407594770994124,-0.009158445664173913,0.18921301255438888,0.11989357954521723,0.02129798065538787,0.16856892400216006,0.09561886216349845,0.013324714911432115,0.13443563140848408,0.12230390086868305,0.002017388408663591,0.042144110878329664,0.07163641931893179,0.006281999611647239,0.029466281685292115,0.00847023613999777,0.0680509874021383
EREG,,,,,-0.03924221294472624,,0.16927204114403158,,,-0.02258102660971661,0.012177420437196608,,,,,0.023649685945568863,0.08230239714890002,,-0.010569141012778992,-0.0017146979027426498,0.0018187379944485443
SPTAN1,0.040217962009265126,-0.08291585379994981,-0.2579507919150899,0.009149704814069523,-0.04683557521192692,-0.21099550155813016,-0.03712408796108055,-0.06852334308067613,-0.07017177397518572,-0.14002282904777968,0.07360853154597272,-0.04982127316413021,-0.007260602430146121,-0.0569301615107604,0.028739758433635913,-0.025443420339354414,-0.07939789456505837,-0.001860295190650773,-0.011244308263535093,-0.08135851020785378,-0.1830642220507978
PTH2,,,,,,,,,,,,,,,,,,,-0.026252154704101933,,
LIPC,0.08078284804981073,-0.008414697909724482,-0.007111252541201883,0.03988293293106336,,0.07236909450386064,-0.0046806309480026675,0.031221661364133575,-0.0075029541293105476,0.04059007186351927,-0.0028989324036497585,0.069402665213507,0.025622476984257566,0.039002398534836995,0.05122155603043759,,,-0.01072028883447731,,0.0431359918080933,-0.0010744420439337203
COL8A1,0.00014664036813998374,-0.055082354253093026,0.01921855845539087,0.04352001694128106,-0.03634814225911534,-0.015356029859872741,0.04908378056666052,0.03362634896692879,0.0757902467417162,0.1034578428746113,-0.1248665170443181,0.019515902232271832,0.031662408108362516,-0.016689066055058085,0.05726994184359359,0.0785939458293698,0.11266255704424392,0.09195173751071142,-0.04596459909897479,-0.08021971988132395,0.0966979069566887
GSTM2,-0.030560630406549702,-0.0279352990919839,0.010060043263684409,0.02523268368216946,-0.026429531167259098,0.053114565188233556,-0.021923848963007583,0.03509082968233369,0.05412064197572892,0.052177883153422554,-0.009686460108891327,-0.00017483462824647295,0.1243066006730338,0.031917335669680476,0.05320655273490292,0.01469824416598513,-0.06229350420784641,0.03889706237172552,9.77292501663848e-05,0.062153033736528245,0.03363694679432273
IL4,,,,,,,,,,,,,,-0.02260436294863401,,,,,,,
SPX,-0.01459821773853629,-0.048825966557946805,0.007311629500947492,0.0471337731340257,,0.029567324705657858,-0.06346658783747737,-0.02759366703424014,-0.014642076921229,-0.05805616789255517,,-0.01956210124655146,-0.0567631083671872,,0.04700360616402946,0.017884797725652185,0.035103013235493676,-0.06071175176315621,-0.06500009575650187,-0.015495939531872581,-0.07587316814617494
MFGE8,0.06779519345866755,-0.009515808716545537,-0.03732386272271956,0.051041802969380524,-0.007322342013831241,0.02708000806613476,-0.022077532400886078,0.05290426513816546,0.020689686402727916,-0.02461724157615856,0.03183639521069835,0.00574211307857743,-0.032456091358137616,-0.11041389682497427,0.010433295215796752,0.00977246393739779,-0.016579453049378464,0.061278548884292156,0.05585153659037881,-0.02750484478459756,0.07126568773374556
TGFA,0.04511986487277848,0.08186074338607512,-0.09508014443708013,0.03542758552686157,0.07969107981438446,0.061489014400841216,-0.011029215755128094,0.05609978566017663,0.07489533709843921,0.10161649497612982,0.054282639698324475,0.007580732682627123,0.04853368367104862,0.022761592641472993,0.0011647790812963701,0.02721050967375359,0.05940767148724066,-0.028467302607356294,-0.05267072488850784,0.09351598530451428,0.03906331980707697
SLIT2,0.13207161089672573,-0.05426169518517454,0.014898490650142976,0.008798258343309402,-0.0007842530938592018,0.020112922781331685,0.05274818484831063,-0.0461575135652983,-0.02838501225407557,-0.026127734817256585,-0.02162097976125933,-0.03947912249526257,0.11779436327263927,0.10721773195268927,-0.04119802304725255,0.016066679231171145,0.08729376896995186,0.009718543705262076,-0.05090010419306465,-0.015312989248986733,0.11334526812656498
PLTP,0.008399316845697396,-0.017526306828342223,-0.05497436047051441,-0.005674496304179278,0.005702808715148262,-0.10085090916215174,0.13384826444906528,0.17794197716111565,-0.07515530584923233,0.20866919197683287,0.1679468126736657,0.03464229842282006,0.15942631104463456,0.03733216286413778,0.046623190310151,0.0031993872592794817,-0.003394069120989335,0.06690121696095294,-0.00495018512722949,-0.10510830823294763,0.021709804296671763
APOD,-0.05540051149230144,-0.027142273121095965,-0.1842301180621437,-0.017772309894493864,-0.014967632715174886,-0.13690269645906453,-0.12161996820817456,-0.01337492600659369,-0.03660127935262506,0.14020832423295496,0.0707509399393796,-0.049069445910666316,-0.07316443988292756,-0.09747251943201794,-0.025356391580650554,0.07042912936978964,-0.1531714401174619,-0.13732429734343546,0.10531777167442719,-0.07471705217336624,-0.20676025911754792
B2M,0.033826628406492754,0.04026857535542526,0.08642635119700037,0.006091820786492299,0.021942183582561933,-0.04575573181979557,0.17211505109411301,0.23778221045402967,-0.10940798966835037,0.21972802127486873,0.16391334972054167,0.08225013900278139,0.15611586827358906,0.05303324900901703,0.09041483906314939,0.12368543265813364,0.0887017236497881,0.14217896077930775,0.01774411827711973,-0.06784395905003951,-0.04759180037346682
OMG,0.0032427444913168124,-0.10068148379135824,-0.2458752789599796,-0.011748791837744514,0.025860525032333923,-0.14237402096798316,-0.17121880690191318,-0.10859775045193874,-0.03994954582304555,-0.03530720084013569,-0.021687720224401713,-0.05341799967613297,0.019287367812914104,-0.06964848258146089,-0.015071662181698642,-0.07866725250108672,-0.020902940414460405,-0.06964520518564495,-0.04307920322256423,-0.032973972126819275,-0.17793737959173855
