,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
TG,0.07671667914200672,-0.024096570489583233,0.02345394573200875,-0.016393590150347106,,0.042197347640187316,-0.03371099565044756,0.026004709630336808,-0.005305365748940207,-0.03450725518081441,0.050080703312425666,0.10603755217193962,0.026347793769743947,-0.017430119575721367,,0.028603239286636405,0.05111693258528577
ADA,0.002284651269867906,-0.03563489119125478,0.0432218325518497,-0.012439782890924208,0.04467074436399958,0.022059964041977728,-0.031007013378925738,0.08630275755693206,0.02801902654817562,-0.02376069376218182,0.06750687968216666,0.12057908534288717,0.00726702541474347,0.05115624922763532,0.023253470281682308,0.0172335411824566,-0.007097772361922279
LAMC3,0.09721376316405957,-0.06290163237489936,-0.012079546415419747,-0.029152192132817736,-0.0431330244165441,0.06394422754136916,0.005347029918349078,0.1609061745072959,-0.055036977382492025,-0.008068848225516446,-0.01970491553977389,-0.05136187951054817,0.0873731638842619,0.03792691013282384,-0.004684306910819114,-0.008248532228850835,-0.02916505991843547
CCL7,,,-0.022519561111410832,,,0.03760541471339344,-0.020883393418638634,,,,,,,0.024008474630977796,,-0.02057952976804108,0.026403383963352678
NGF,,-0.017415231573438498,-0.019631727416252343,,,0.043668935284923965,0.04586944790291121,,,,,,-0.05524360735580236,0.035511783492435084,,0.03628483026392763,0.07314723137351783
TNFSF15,,-0.021544814936565602,,,,-0.022641164725044034,-0.015461993620981074,,,,0.06591007459471773,,-0.014096868761483694,0.02487250517177194,,0.057089850794309074,-0.026974092363411563
HMGB1,0.03545011731748453,-0.028028654691835197,-0.0029018968461892503,0.029106309210768195,-0.021170587112441176,0.017671094074388768,-0.030502283071143374,0.1027976056908542,0.03671976789709211,-0.04186278335134423,0.025332798498513432,-0.009279736035420347,-0.020888929198762642,0.03326598527474907,0.01679380548504087,-0.05923401986174501,-0.04800505590813045
ITGB3BP,0.031795472914500196,-0.06992270741500645,0.04754905541777168,0.012315232204170181,-0.0012289788741727122,-0.005723057524682126,-0.008329370699587226,0.13459164424081752,0.005419444649944784,0.006107156472693101,-0.02589196106707421,-0.03779078403805967,0.05858026428113695,-0.021352647169333966,0.029466143327633778,0.04056226889628801,0.009082889926745594
AANAT,,-0.031214048905325947,-0.012223617391305572,,,-0.020601146507017117,-0.01393218096871269,-0.02926072528246586,0.010245387207044269,-0.00783372185341014,,-0.013328366641127642,,-0.01724770201536963,-0.029712904793176988,0.03540948258909647,-0.026471139329542686
RELN,0.005078735134771928,-0.030027625539160982,-0.0023146998764829096,0.006140269417747376,-0.026022277431942718,-0.002789481515771495,-0.011836849859630103,-0.004232590619645026,-0.02030418514339996,-0.03411464665955669,,,0.10374050613228117,,-0.03715781956209293,,-0.0655194885183503
IL15,-0.03467673062835917,0.11094743811600642,0.033266570082847974,0.05556940480680509,,-0.00160906019206101,-0.031007253941617637,0.08460185181369036,-0.035383418968132976,0.06763128199764203,0.03281005571975701,-0.061637073962337,0.02310561031135179,-0.03159849675955325,-0.00936871711707644,-0.037810274596089585,0.011558366121627844
UTS2,,,,,,,,0.17692658603565614,,,0.08799002292293155,0.10653467265256603,,-0.01468768058380147,,,
BSG,0.07960901736107974,0.0453418768513894,0.02435377056374516,0.01771889233223625,-0.06547880681117463,-0.07775735878916012,0.015084098813033587,0.004142293218834897,0.02644433932719651,0.08633175173392439,-0.01397226750331962,0.056992614029408195,-0.02067484744201394,-0.030002037379089026,-0.06724247254286667,0.04879512036988327,0.06835830460850185
ADAMTS3,-0.0234506054775225,-0.03544843156909096,0.011633725546376514,0.04382220836193716,,0.05194460684021566,-0.021677951027564927,0.18156459878131853,0.007667769702318861,0.027139236648388507,-0.044062872626726764,-0.040471984789468486,,-0.026500646318689387,0.024908284544220935,0.014682110835766352,0.03237570855464177
CD34,-0.01073663879102908,-0.06869739652726109,0.03015948758579734,0.030493119320848878,-0.0383143386847934,-0.0169967493108049,0.023417735542792053,0.1527833680897175,0.0353697824109992,-0.006157203453546664,-0.0031180470994929864,0.07786272930870312,0.06280915915024372,0.08944715994053976,0.01947654515653568,0.012433899913058443,-0.00924468043959768
CCL23,,,,,,,,-0.009638984890928792,,,-0.029761623571024604,,,,,,
PLAT,0.060984318407735195,-0.018714529197780102,0.03452131659565238,-0.030513692387923657,-0.014784410767929503,-0.04216947265657432,0.012691783996235984,0.12861854848557808,-0.003998880390716789,0.0207138962435159,-0.009997654086663962,-0.021273483710175005,0.06715439359413732,0.026627988975540612,-0.04747775375644281,-0.05286411041891975,0.0005657623187317978
NTF3,,,,,,,,,,,,,,-0.038757748357249704,,,
LTA,,,,-0.012055897725588065,,-0.004377131479744115,,,-0.023155805720312363,-0.028579309076521887,,,,,,-0.02930452352935286,
CKLF,0.004876139469937517,-0.03341634519360507,0.03002319734086791,-0.0033064556264403573,-0.04839296204445538,0.016274216015874112,-0.06361519847861878,0.15823612993169475,0.08320750256380671,0.0362628245563491,-0.07896072866400887,0.09400385542332772,0.029676402216273927,0.08673307859686533,0.03208552972266387,-0.028219104343006115,-0.003902729400082276
CD24,0.08500238146937049,0.08726662852012987,0.06209440575909701,-0.025053926604008327,0.01214054124906071,0.045862511783786274,0.01005097455820105,0.1273311095797104,0.012861218255657931,0.04356008345477522,-0.055109334849562513,-0.058571436271571506,-0.10350874049403934,0.008310094711276209,-0.00834345921988826,0.01904807266608256,0.02871754311327359
HSP90AA1,-0.06198547366854873,-0.006346517352709243,-0.004047315114092417,0.001611795061750812,-0.019193304626908426,0.032408407844561636,0.08814054977341484,-0.18648015466970286,0.008665526427364545,-0.08322244629588847,0.0034091642557011613,0.0258538929939787,-0.046712405824361196,-0.11562548510945554,0.05494124218489586,-0.03383164323529348,-0.10902570613959471
BMP4,-0.02352329261121841,-0.021067066408002672,-0.0017728756038886638,-0.012779958305916658,0.04178271599763003,-0.012936293128208851,0.031142682775017794,0.008773107706715546,0.03235075525127359,-0.024352523130714954,0.010432462238094218,-0.013911571341773923,0.0059807639642205195,0.005432076999294154,-0.019438113023776946,0.005125028966939812,0.015161207653062864
SCGB3A1,,,-0.007626697372001888,,0.06289329676878495,,-0.016591507611536223,,,-0.019942263928041135,-0.03672823442276303,-0.044238715105873655,0.028145678989321576,0.07390270735920017,,-0.024000430807031188,-0.032418333679528545
IGFBP4,0.09493842324480156,-0.06087661595136389,0.02392927353309689,0.047773795793020636,0.03626832486605525,-0.012088076942358847,0.015194483561121583,0.16587736053051927,0.01929633745584721,-0.03097653914233743,0.00543738185215346,0.025157761203501324,0.009829233813870748,0.10832622874287602,-0.04342924695571368,-0.007596700369808741,-0.03137417290490055
RSPO4,,-0.021274490842238373,,-0.019489735583127124,,-0.039888705845098286,-0.01914929681893659,,-0.0059265767682542495,-0.014276435562205241,,,-0.04485695177669245,,,-0.005104591721942111,0.17736887859637104
LEFTY2,-0.02263112321403298,-0.03563490977847037,-0.01412821686183155,-0.012203962492385409,0.015731537218279884,0.024881984946510796,-0.029722668765304567,0.15429035946214367,0.08829056806900677,0.0028893952193403604,-0.003448307592838433,-0.009179679255139479,,-0.016689437501843856,-0.05937882646815236,0.003246757267381833,-0.032332786987833755
PF4,,,-0.02336042739875544,-0.010966477549302144,,-0.017739652024959283,,,,,,,,,,-0.02930451674806875,-0.02614770499159748
ANGPTL2,-0.03387984261522188,-0.022913910081285748,0.04535189993649973,0.004787066769485936,-0.03520931924712246,0.012644779971537165,-0.0556930342939842,0.1252979068043748,0.014638321476173694,0.048512532450267355,-0.027532827054821213,0.0560798029709999,-0.06094346085095107,0.10679357561705743,0.024338458345485134,0.03520327016202654,0.015804572236179697
LRIG2,-0.005983368720205004,0.09338173540550179,0.012682504440191686,-0.04884172505415458,-0.00349138309839809,-0.03448260298766208,0.004141199961404203,0.1001563675296331,0.059959368595952786,0.023572220328629635,-0.0418009551943943,-0.07745158111439539,-0.1007462744749918,0.03198166243958195,-0.049904898385078264,-0.006992922540104663,-0.0289983596167114
ICOSLG,0.04548388043038224,-0.03808873478425253,0.022150947589527483,-0.041125366074757336,0.005263758879416307,0.004525639309226055,-0.0004159170269542668,0.10517323095237188,-0.044651405791779106,0.029822395184603934,0.0630514383954772,0.0865332367312638,0.2133773663667536,0.011723487221366175,-0.0005876741717061642,-0.03535749488669245,0.0284059443961001
WIF1,,-0.00421792793253689,-0.02486477565806082,,0.041438729767545195,,0.03298234539959932,-0.026989837040287932,0.03166702381259985,-0.021259056259115415,,,,,,,0.015527152732290142
NPPC,-0.04375907352288373,0.029122215344743393,-0.02094416942438837,,0.03494480372315022,-0.005444331371759068,0.010372045367128954,-0.05115077231496639,-0.04054002855840562,0.11792611561444244,-0.02629541585947424,-0.0552665925572245,0.038598560986591327,-0.029349404099775607,-0.028188881219305004,,-0.021605711539840693
LYZ,0.02691789335084615,-0.011179624989298954,-0.0007638666658601492,-0.038307337459406794,0.05597743001828454,0.0007247873066284425,0.008376527791895343,0.14862135729251685,-0.0005587121111203797,0.024764174307221484,0.0757928506350545,-0.007303969436598608,0.00022990918346840197,0.10368368877788711,0.056967228622744,0.02178018333010652,-0.017807578022281566
EREG,,,,,0.0038820522612898105,,0.07198904927761571,,,,,,,-0.029257459824844356,,0.10963614225229644,0.004827844179047044
SPTAN1,0.04306490950254954,-0.010265302305239626,-0.003640148670384561,-0.017803401568871263,-0.05540346898454321,-0.06557442268188346,0.04657757283576618,-0.049735142506718115,-0.0297931564505174,-0.03432389958224012,0.014485473863808128,0.003965936674722713,-0.02202238898738523,-0.04577450893624913,-0.005976039712544845,-0.04301241439066169,-0.055636035496455995
LIPC,0.03533713652477646,0.03019869922360095,-0.01665385475264866,0.021762051857592335,,0.024750814143326756,-0.01853967111467673,0.09633721411032631,0.0182081298630659,-0.013202033376427837,0.0854294221648491,0.013635563878736438,0.02011460447854196,,-0.005290949863546602,0.02222752457350957,-0.040775780759821106
COL8A1,-0.0040913781395278915,0.03832675505716845,-0.0004043907148399473,0.011280407175703052,0.12098460774551163,0.03473673751191649,-0.06672401416413712,0.05091574156105812,-0.03161447475942977,0.014049039436284797,-0.018922575566311568,0.047165451205065954,-0.03950025637894305,0.04524481032453347,0.05349140089150608,-0.002119504646139152,0.02273611683641535
GSTM2,0.0066534953720480796,-0.015842659917395134,0.008888903481962612,0.12570833733120307,0.07514527440695977,0.015509688884934031,-0.027728039468045553,0.04560970067088731,-0.014735062263129952,0.02960947656931929,-0.024073883748695867,-0.0061071587524065725,0.02992173160110967,0.06302717088564826,-0.026259663299604625,0.09234376405926205,-0.028072230772776048
IL4,,,,,,,,,,,,-0.0380882587281891,,,,,
SPX,-0.012268177006016352,-0.048303328726541056,-0.007645237381026195,0.006553045950010614,,0.0015126950590892373,0.042650213776254844,-0.0868476852125571,0.0025111681936074615,-0.07353503728130298,-0.01288656644174646,,,0.15679790621608927,-0.017411690744015027,0.02175960654676832,-0.041429974000134144
MFGE8,0.05939998264886143,0.05810675963802558,-0.022152665003957683,0.0429126510205838,0.06571852340347793,-0.031037602968189044,0.09481921173524487,0.03103740426893997,0.0035903697594042673,0.05294241898860632,0.06090701214958276,-0.02654710973005297,-0.011785618354917819,0.023590796883197627,-0.029450641843293893,0.04592741471310295,-0.06335738044471184
TGFA,0.009317487035798796,0.08086488942930806,0.001229165080278694,-0.02253160681270891,-0.05191992931811109,0.01161331850738639,-0.03275004708322606,0.06298045372115446,-0.003827085556083282,0.0061247507287795185,-0.056554099478684436,-0.04010963902662023,0.022581383088011,0.06686985052183592,0.06483546665090059,0.07652173175132669,0.1318399371369209
SLIT2,-0.002900372699467616,-0.04311419279582397,0.06924209704868728,-0.02859474864671745,-0.018358289918610354,0.037083187485631275,0.02767020624053395,-0.015185426371189262,-0.03139377912435188,-0.053463567318512574,-0.03861850203351303,-0.013778162216675768,-0.03735490712593574,0.026577162121735894,0.010789324653238268,0.05234243086469317,0.051513367454291956
PLTP,0.057993312941035165,-0.038144108739850455,-0.04296748368190248,-0.020369097090331214,0.07377357434182087,-0.02728063225871362,-0.026756874626809195,0.2169065778838867,0.005275038643989528,0.01225858730340892,0.01860014863499396,-0.059935333050642005,-0.008194791093988988,0.10559534115716768,-0.03502370061462104,-0.015507409152881218,0.02731574124372517
APOD,-0.07530960232483243,-0.05525672767614676,-0.004051458011558792,-0.05007278383297996,-0.0512959742922477,0.02013248260101601,-0.03303007200459431,0.032291876582839274,-0.015249376001293306,-0.13112415689184276,-0.05849470143538903,-0.05814928137652079,-0.0671673844937967,0.037249105175523614,0.040791974137729094,-0.032554173381088757,-0.04965832197666168
B2M,0.05464539474177781,-0.0743739701540544,0.05195021143215453,0.030046220329500245,-0.0014661750579296209,0.06329654116514741,-0.040407383782938434,0.24642065586272882,-0.0076385832635243725,0.05659754377425173,0.01591284394068416,0.027165245597512815,0.04573065481989812,0.13187081332068767,-0.015421065300509617,-0.004767613276092628,-0.001961893106877872
OMG,0.03295276115429475,-0.02034223724665975,0.044470068356630185,-0.014084829785911393,0.0006383014218307677,-0.00969734784402119,0.045547653758516174,-0.09747388448299608,0.01751249149631542,-0.06427077956607131,-0.06378551683658032,-0.00855814597892192,-0.005326787843109165,0.04906596499010332,-0.05760834902189102,0.023330803670166204,-0.09619670391160993
CXCL3,-0.01840690954037163,-0.03813304039715597,0.029710991408989116,-0.022546034181293823,0.03267612749037226,0.036848654858630904,0.03888912418107966,0.0022058595553310126,0.015769642701417952,0.046910930981749976,0.02943960252415431,-0.0771924301128846,,-0.016020600180037852,-0.02092384186438454,0.07086102263441725,0.036088059821139634
CXCL10,-0.06870029302933749,-0.027579951270230836,-0.010277683037544358,-0.017434170469481782,,0.016151352529860857,0.0007481788704860501,0.22382763434252664,-0.009881346098279266,0.011916183189109694,-0.018167542015938835,-0.001608737147719065,-0.043404394029732105,0.13430280075744858,-0.010147201264493479,0.03482485550721944,0.007997234382145418
RSPO3,,,-0.01933556862744772,,-0.02310723590538063,-0.020601144984825636,0.0007830526834793639,-0.04804766244550745,-0.01338110218505562,-0.021508083678090133,,,,-0.0050194928803935805,,0.01912420273595658,-0.023433836881755377
CORT,-0.02285712268420416,-0.00035844703754612725,-0.0006827852337522775,-0.0195854344553293,-0.030666450217133854,0.0825872907170224,-0.02250067624087907,-0.0354379769640597,-0.016334405855895903,-0.0011003814369572008,,,,-0.022418037740086653,,,
NCAN,-0.019162962083213764,-0.06496047164922754,0.01519022222097467,-0.0032676159914393496,-0.024101613920472418,-0.06806790620171584,0.06406768816353184,0.03276794211122357,0.03744170127676336,-0.005132801342867873,-0.08904141218239063,-0.08763426808844366,0.007535173588573556,0.05894721333262315,0.00474686110663987,-0.009977994502590888,-0.10591840586941204
PRG4,,-0.03255299741295873,-0.0027144953450706855,,-0.025836874824645896,-0.020332441676111167,0.09429914110209163,0.07836156046098329,-0.01741588929455726,0.028166275582842033,,,,0.08202584507518128,,0.0483757988143959,-0.0363940430565209
ZG16B,,,-0.009245064318906754,-0.013196373364018434,,0.06581452206220668,,-0.000994613356096788,-0.01839938969368382,,,,,,,-0.026040348079117908,0.022155769215757175
TGM2,0.034949842390070256,-0.06955929041320214,-0.018491937001854343,0.046016386541195095,0.07568218441155528,0.004876963686058187,0.01375995489528206,0.10319439061706331,0.01788330849481903,-0.050666932704019486,-0.027243994497855185,-0.01282494701708568,0.03338360694394587,0.04360065561233033,-0.016748471301854296,-0.020579755265209117,-0.002419709139736745
VEGFC,-0.022857124155902065,0.07949259725394348,-0.02599821912933003,-0.01694465158546525,-0.03435849896788001,-0.004541496506336019,-0.020433592208321086,0.11729290490399472,0.0853731619988433,-0.025663010930697394,-0.04485431085687651,0.13680794829680926,0.11642000043649903,0.07647943789716344,-0.027598892205313457,-0.026783397187381416,-0.036980173660721934
WNT6,,-0.029623438263160207,0.0012205754093002634,-0.012203962812672341,-0.04184845720490877,-0.028122384901486296,0.020937784696008422,0.0008830524277075645,-0.013356205911654725,-0.022397380037138575,,-0.04829850182445288,,0.10128393257150084,,-0.03144907220319502,-0.02304948679070285
NRG4,,-0.022076437043484817,0.012843079059009357,,0.10275760387946507,-0.0005081059186068724,0.057508515697127116,0.0369449115100818,-0.0019348583450558695,-0.029938895563855723,,,0.016789802644064385,,0.072794501386529,-0.02088420092449233,0.08437194827184538
PMCH,,,-0.023905471826986116,,,-0.03428731717927744,,,0.01674872463802252,,,,,0.0672604941683457,,0.04191856210839092,-0.02180052269784749
COL9A1,0.06024169935887725,-0.034392334298204895,0.022961429121165413,-0.008135461470150773,0.1358903669429006,-0.014747968109776589,0.038098590451206366,0.06605334812460527,-0.03697950955257843,0.004809835458334539,-0.03483972464758218,0.0018112058769161287,0.08727965214408102,0.06136197166001806,0.004992923761217651,-0.0062747085588732475,0.05118237216570082
GDF11,0.05128360739601997,-0.057504344963529595,0.02075169969547639,-0.009610949884724171,-0.005043602986363802,0.008226960989548922,0.027397160394240793,0.11506862794856554,0.05450317096606488,0.020617575537156544,0.024941056050676414,-0.024286413991716015,0.017751565015583715,0.023605593865660107,-0.027623954888472715,0.05516001248806884,-0.022534713073695027
RAET1E,,,,,,,,,,,,,,,,-0.022909820027917867,
IL24,,,,,,,,,,,,,,-0.014899159713975573,,,-0.03875196106093745
SORBS1,0.04692860226056833,-0.040839724096825326,0.0689117658913985,0.02178925882256108,0.08792588340191454,0.0015691091811048522,-0.030738414888574626,-0.02000617788174251,0.039139996946481,-0.04849918677032806,-0.051300775898784484,0.12293275471472123,0.0037406241249721903,0.017988172840058343,-0.06809900231729649,-0.025476947719098343,-0.04885873583886698
DLL1,0.011950759096221179,-0.02990941571019643,0.04673193222716209,0.006432458780517514,-0.00612356667003538,0.003506947447904245,0.03072878832217761,0.06268973320731519,0.010512300150355088,0.007916177962178715,0.02732839208507796,0.13332914565473916,0.09725578265087703,0.05688014153298794,0.01698060384111291,-0.027409761253678083,0.03490610768550963
TLN1,-0.004361986284926661,0.013256119401174913,0.03775392530079897,-0.032251272444763446,-0.0017488966116720862,-0.027778079296237802,-0.07629642204546308,0.11489375450770065,0.015582160169315507,0.008422771019801916,0.05501029065002535,0.028166325842980542,-0.04104828672232742,0.041965960848411844,-0.0026171629116110086,-0.00710338765226187,0.031163378030290706
COL2A1,-0.00028096723605998706,0.00400948803213985,-0.005504288508707605,,,,0.11136801970112505,-0.027719889950829475,,-0.020895237630596336,,,,0.1707389171930394,,0.052766076686184604,0.0018961659643075338
SHH,,,,,,0.0057240229580516645,0.017384457323338175,0.01960121606500466,0.012673233897734944,-0.019942262184963123,-0.0750241499141686,0.07529577827770992,,0.054548478315434766,-0.002028327313866401,0.030146275368789856,0.17277391988252808
