,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
ADA,-0.034168748925709355,-0.005017908001700846,0.02999403756167832,-0.011238397218476158,-0.017912327722387152,0.024595547011232465,0.03010982912622947,0.005526620186363973,-0.04285244706548815,-0.02912089427925716,-0.003971017034042718,0.0625068133600147,-0.11968729209341329,0.0037155669137947794,-0.10145629338078883,0.11791860623471201,-0.006906151633817773,0.06197015240040338,0.02667076325505564,0.01020738589713896,0.027156233417953753
LAMC3,0.02773657856043728,0.030887994641330435,0.0004776470747746746,0.04660081497428713,0.04112061957789231,0.0561049120698489,0.08427080961441372,-0.03332403815528297,-0.007635537888351305,-0.05700773887731996,0.017045949277627728,0.03966972917261938,-0.06998362766447486,0.08168067035044815,-0.017649594746393108,-0.00269082579090077,-0.024355432812101264,0.08802005348821902,-0.028614835188852602,-0.07431049412792885,0.0796373397444904
CCL7,,,-0.017181193987160212,,-0.01036756172240576,-0.029262855706303187,,,,,,,,,,,,,-0.02114555934400313,-0.0512560735726244,
NGF,,-0.03615666069983101,-0.02949925687356027,,-0.023754731905622915,0.015093789144311955,-0.040182626083140764,,,,0.010069369013893267,,,,-0.012264115458800953,,0.020219004808444387,,-0.027562851285719177,-0.06350517558248664,
TNFSF15,,-0.0447303017601074,,,-0.011544787048847161,0.011593574073533997,0.017947435699966163,,,,,,0.010974615358714029,,-0.02983187871203977,,-0.01287685252387254,,-0.04865445682227359,-0.07561544573574489,
HMGB1,0.0013639450760324363,0.13333160530425756,0.014449332073262308,0.034212595937204306,-0.038777606209474284,-0.017172136811177203,0.019082169763466196,-0.05761159482999493,0.02835674959138503,0.04167706372020823,0.005241497996694462,0.006328292513971132,-0.005006866154433344,0.02424947200512242,0.0029118464153945287,0.040048230997480935,-0.04786452881001526,-0.031302540412851944,0.025438234251123466,0.10262916063323382,0.039770624491395797
ITGB3BP,0.02312760779018552,0.013596108235308284,0.00475512616200678,0.006590294984052184,0.01578130928033422,0.029567704350458687,-0.003828694359434577,-0.07808148952454286,-0.03919663017161686,-0.018845369291603357,0.03302980855791313,-0.01215731878903049,0.052712711407824686,-0.09756824665352626,0.018431652543597243,0.0220836151080072,-0.06631399618525637,-0.023017472453747596,-0.03850283029227185,-0.006859941576293025,-0.02260791989389351
AANAT,,-0.054991133914131844,-0.010993598216603664,,-0.01050457660963604,-0.019522469035021424,,0.013255332041796934,-0.016043553689826417,-0.010759152167590273,0.012939679133356983,-0.004107285721189427,,-0.029021862979435854,-0.05805009683682092,-0.02958637808518676,,,-0.022372883601839134,-0.04171752419797819,
RELN,-0.03730598071261768,0.045108309385595756,-0.007306504627009897,0.012174196034186844,-0.002701758562039369,0.0408785524975757,-0.01488831357802051,0.07777131147508863,0.018143319985239343,0.05315976985705605,0.08190501861117383,0.0039442914279442355,,,,0.04807727306801285,-0.015553842354353156,0.12179145383404907,,0.11433189397234576,0.07448688079244994
IL15,0.004207136158808945,-0.04485025160348685,0.0015650358952745975,0.0016376367160935758,-0.018315104396990155,-0.053315300083625186,-0.03231222266277686,-0.022306056183475833,-0.027975208969367255,-0.002543817375782059,-0.03168685475509782,-0.002826935269875871,-0.048928492319813256,-0.07631644183722446,-0.026104092904989194,-0.02848253821711879,0.021680384605624464,-0.0739704812066116,0.0994811468680974,0.022474092930725855,
UTS2,,,,,,,,-0.013740888592011334,,,,,0.06125642724959991,0.007475514458753342,,,,,,,
BSG,-0.12678925217899623,-0.0483137157836238,0.011638744847853594,-0.029981463897842085,0.0006159845105134479,0.020227469600156183,0.06661479378023834,-0.006005700365259348,-0.05229116073436797,-0.005201949400288227,-0.002444053311106808,-0.051342430578459025,0.06270011045972053,-0.06512724610876372,-0.04216116840486327,-0.04686447912615765,0.014052688920991126,0.018292347224550063,0.07456033174137872,-0.022973297675739215,0.04129452390297996
ADAMTS3,-0.05165149065137336,0.03805653605251787,0.024915379432902195,-0.0009605719592777612,0.0042956134858638355,0.0012457180315238981,0.013180043096536883,-0.07971815926799629,-0.011814357230642693,-0.009987139618583385,-0.007789747886675404,0.018761048877295114,0.026681985827556945,0.15820928152539845,-0.0218512953189645,-0.0498674117668957,0.007936689027625501,0.04462294205784409,0.0721264408757535,0.00893741182936569,
CD34,-0.09943898085845765,0.0380973232780709,-0.03778351425556723,0.03247475629821199,0.015686698425246254,0.07804349222738449,0.031800698906746194,0.006775992464143193,0.05757156335582825,0.06125413265347051,-0.04427067954497619,-0.02664625584472305,-0.11322676471112773,0.03482342179524697,-0.02278382350203908,-0.042188203563432794,0.05082118214810373,0.03739199595848704,0.010271921490280469,-0.018253659273375435,0.00596998942759468
CCL23,,,,,,,,-0.025215424161269706,,,,,-0.05521636000524814,,,,,,,,
PLAT,-0.09174312202969388,-0.007619305848627239,0.03197470725203305,0.015282843388847575,0.03177356465075695,-0.011638804038967278,0.03410794906655926,-0.06443825908077899,-0.12191470073237058,-0.004568472745639957,-0.04106091886109575,0.00045900703647800117,0.0020965109919880006,0.14780261738454484,-0.017647855694930884,-0.04007198887224251,-0.11412910295861017,0.13348794005061632,0.04808397196955436,-0.011529271039932832,-0.0033347017761212326
NTF3,,,,,,,,,,0.015130347919960627,,,,,,,-0.0075912492755365255,,,,
LTA,,,,0.028028625701791175,-0.0132878299723262,,,,-0.025443641292430798,,,0.0661940076398023,,,,,,,-0.030110529653596216,,
CKLF,0.025559150606674325,0.07129996770931644,-0.013377318811111878,0.005198267803565319,-0.03417210416779443,-0.04787547345674454,-0.016722633844381832,-0.07578890187288333,0.04917751383083845,0.0012298153763916238,-0.05789387066109332,0.005607840740105937,0.12370635619289858,0.08476473880264616,-0.019768089161670138,0.09439307910552022,-0.020749600808691492,-0.048048716473173755,0.032165632847767946,-0.014530296299858081,0.05707232050064334
CD24,0.015870621358001123,0.013799319035404035,-0.0033975805316737223,-0.014924876768256564,0.033533928531799914,0.03883012176897397,0.029595771783386238,0.040415910695336496,0.10828479020858203,-0.06564284757633893,-0.07573176131067846,0.010803786180214483,0.08960735176520836,-0.027374605146431547,0.005453701486160239,-0.060601073775771765,-0.054754830048712795,0.06218361714734857,0.04034537278334129,0.02437090442977821,0.04084994475904612
HSP90AA1,0.0490246265380425,-0.033258763095433144,-0.012977024723033071,-0.031720555294218605,-0.0284175210184011,0.08843850219702289,0.015910119990479248,0.0941490320696709,0.06449253471913048,0.05058221449347252,0.05381105208546298,0.043927443207321164,-0.06005770082497482,-0.04012954799814124,0.09840860620038598,-0.012621221751747418,0.03731461452494429,-0.06487563658493224,-0.021748058449215173,0.0058313001852552775,-0.027190813088270257
BMP4,-0.00338901541256759,0.05303335187640626,-0.05402543955594142,-0.024711982108178796,0.04492703705244989,-0.007007747989059971,0.0011973191470265442,0.022416663685138595,0.02139661330137206,0.013773524139927436,0.017139405661783697,0.01508020837985336,-0.010676456957832637,-0.04003428373382679,-0.02884626796301131,0.03757061850428875,-0.026644517496935645,,-0.009219965654539747,0.012707026288787516,
SCGB3A1,,,-0.01718119226906377,,,0.05752285444623861,0.03334983715308761,,,-0.02532516564611359,0.0564821227529416,0.0058747295999834,0.03604765461147773,0.008837347461480446,,,-0.026741159478195536,,-0.025454135989474967,0.02468174456896199,
IGFBP4,-0.029257273535935983,0.034989264761286845,-0.05071016851606361,0.08606798292629604,0.042102789792726705,-0.024771963065490996,0.025363870473325414,-0.07923844984459225,-0.07629116417440271,-0.026347173148282308,-0.11735619830538929,0.021106516284346278,-0.14329747584984168,-0.007025672999565227,-0.02337608372295316,-0.05551204356044576,-0.004513494049076604,0.04411049294332508,-0.05143149244971198,-0.14119344424465982,0.0641461969284553
RSPO4,,-0.044169067962189605,,0.004059663862090326,0.008642330878533137,0.07493069808374583,,,0.038417390198792915,0.11186388380423973,,0.02226022457270361,,,,,-0.01800903286737349,,-0.017032919371891095,-0.04333342951249342,
LEFTY2,0.0017368505763626456,-0.030035479895908296,-0.024992591719494965,-0.03287118428510323,0.013103024416587518,-0.004571487264427037,0.06341297045999073,-0.05625445939661484,-0.02259029099050146,0.016215458408985303,-0.0130737756505341,0.01931080194264639,-0.07727230953798282,0.08264603180076739,0.03773778385353747,-0.02839537053324904,0.15962854076449365,0.19387946073301698,0.05831897394275528,0.06329813821414067,
PF4,,,-0.01782272899437714,-0.02953803772393419,-0.009045493349653943,,,,,,,,,,,,,,0.07055687513910888,-0.028375307181618105,
ANGPTL2,-0.001960913632208677,-0.015248522679076129,0.029952560034884123,0.004666915405916986,0.015465443609998937,-0.03671303869182604,0.02827708405249023,-0.08484605239168509,0.011225196906030578,0.005461330928738598,-0.003922339443433773,-0.05928687407979086,-0.021813017189493786,-0.07124169358910018,0.03512986918718933,-0.027778407331685975,-0.06420241645568942,0.06322999006384036,-0.0039999110418294645,-0.11191787647689129,0.08917568046804068
LRIG2,-6.342253921224178e-05,0.082451113085057,-0.013327644120906989,0.016808982352584764,-0.0121701499425383,-0.04146736151649128,0.025799950724567033,0.011513573828476486,-0.02484720978276944,0.009495839203474596,0.014381119739777591,0.01849875053614931,-0.024109201801610476,-0.039503474665845834,-0.03190263614249786,-0.008909447877623789,-0.028167303936691528,-0.0012049153890352938,0.034755750485413586,0.022494230198837836,-0.0035383155074209492
ICOSLG,-0.014854439724727813,-0.07732817829150254,-0.05229707427093265,0.035603457522566224,0.007999733286717454,-0.0007825350811866999,0.03539471504875064,-0.006636584494504274,-0.062267284234954985,0.041550004460078775,0.13375099845026334,0.04485556705013729,5.480781284361018e-05,0.07484276258376872,0.02141491062501525,0.023618878896777332,-0.051753011555128715,0.04891022147165533,0.037126686686775524,-0.01524161396698617,0.12490364902689462
WIF1,,0.08341643919798973,-0.011070894291239147,,,0.10289162253413475,0.005809061880653538,0.06965798024186462,-0.02283583425806118,-0.010006174504983983,-0.01528953513218792,0.014495795122231427,,,,,-0.01674114043947379,-0.04042587543303304,,0.004180606478376277,0.015070996635260165
NPPC,-0.10281105549997892,0.061173712167563545,0.06296238080811863,,-0.014031790862095014,0.0398207231977553,0.006838461899520347,0.10971708876514268,0.021375401499792942,0.0729438096498954,-0.012147827739772181,-0.02960224751207333,-0.03175879577283048,-0.06393181296637784,-0.045700128618928554,-0.019483198422704517,0.12339429149726286,-0.0526937063526232,,-0.016829809274997422,-0.017537861144378174
LYZ,0.02240648659126492,-0.03515652903764046,-0.01657892394951592,0.0423075788714989,-0.04558269630640324,-0.03945052228867805,0.0007802878021173963,-0.05207388911452132,0.0318684868962814,0.023303960745210874,-0.06335731651439569,-0.014853854085224058,-0.03707021043287339,-0.09273990964276306,-0.0690685574181232,-0.02417010343276778,0.06458192479316179,0.10482369613727394,-0.01234662864826895,-0.05432184389577248,0.03706482811530499
EREG,,,,,,-0.03776033121613716,,,,,-0.06456905276828288,,,,,,-0.0224305540698771,,-0.04547386394965078,-0.02499887516047037,
SPTAN1,-0.024629070775969885,-0.0070534837578046525,0.06538672564900401,0.006891998943764228,-0.05969786247678557,0.1055626118358765,0.02800221868740563,0.036792641295899355,-0.0009683873750329274,-0.0475386264092734,0.028618735119740057,0.06581843209309779,-0.056291002503349195,0.004214293004842591,-0.12388571768167576,-0.04403510038809017,0.037291163181987115,-0.00874393457225469,0.02310781465446406,0.13053062278984215,-0.03651386067252337
PTH2,,,,,,,,,,,,,,,,,0.012342090527236966,,,,
LIPC,-0.02363214689902057,-0.05334286694232006,0.009347702468244498,-0.02158270716304114,0.01881331508975339,0.10252063022827311,0.018681001055419706,-0.008846244920143912,0.040549053499315965,,0.053321867079713335,0.0369812734652171,-0.019742080622312082,0.023023261803403416,0.0013642144280035066,-0.003041921088249169,,,-0.00379157247577494,0.10361718434914913,
COL8A1,0.10764896921973197,-0.024853427820272115,-0.018001867747708417,-0.03112254638506061,0.01480926848876593,-0.06488310524211373,0.013396843972691414,-0.0035851249059431827,-0.03354341392719386,0.025737697914738324,-0.09805051482916866,-0.028462024733640078,0.02305109531586202,0.06974575637253846,-0.00847527318349653,-0.020384861026101327,0.011948718556362653,0.005943676943366299,0.0027820729741151154,0.07602799289311284,
GSTM2,-0.010406759185347758,-0.000888628958098782,-0.02477005337170659,0.008447837134126682,0.08775090200738712,-0.044459502626152586,-0.0025305527370540434,-0.029824851336849752,-0.004558226060882153,0.00722771104018648,0.05369720772182737,0.021557910830646915,0.009838712291514971,-0.06924416304494072,0.0027664484505108703,0.05390933953150566,-0.006685036085670742,0.0381744753406422,0.0061600459885661095,0.003418929199814442,
IL4,,,,,,,,,,,,,,-0.03411452930005564,,,,,,,
SPX,0.0553374942184952,0.07845375150197638,0.014818372912375415,0.02729216563016697,-0.026636341715627114,0.06722640686905551,0.02280609368368598,0.051898192635747784,0.07071882568436395,0.015620907893693909,0.1412558047191816,0.05814382686592393,0.029623950495064454,,0.07452699569576224,0.037250398290074704,0.060390777533236566,0.03914185687242632,0.19103704712783437,0.12758770467866032,0.1897351882189867
MFGE8,-0.029308803407607158,-0.10480358568134394,0.0053700889102377145,-0.06518886354609248,0.06257836954441333,0.033727671230760786,-0.02083082453211759,-0.04719787035034542,-0.015171427196878374,-0.03799836210319223,-0.06870467793359304,0.02394746355445627,-0.04342978118624596,0.08078888734502516,-0.026052707024903525,-0.04887672911498524,-0.01071607976022003,0.11424877875250815,0.003442098083251525,-0.08423282966286914,0.038421934694860396
TGFA,-0.010383821760755875,-0.12584394808151128,0.05668558539964293,0.014339046013793415,-0.04215770856605055,0.031204662899648312,0.023899585922322327,0.045370683990651785,-0.08946788217056661,0.12993775329895202,0.05195367299745404,0.01698459807245286,-0.0481463779581551,-0.061758564136732814,0.010910825575074315,0.03215317456533925,0.046862546977968836,0.09167536781158821,0.06952528989504203,-0.0571590133800754,0.039025462360752695
SLIT2,-0.046311261892250606,-0.028458097356603283,-0.010433228359901648,-0.006820741397267608,0.01637344360576576,0.016593850268230487,0.003778442735534748,-0.03523650229806779,-0.014635777739675414,-0.0006196335007112256,0.016623768352005915,0.027478213288624313,-0.06159249481405068,0.11570359466076954,-0.03583705939513261,0.0050522213244932005,0.06000689705780059,-0.017149063460674522,0.0274899670249413,-0.09224070131614442,-0.0005161241942479776
PLTP,-0.0508418142508718,0.07439576592121315,0.036501912705657925,0.010819293109993694,0.06505477666021782,-0.11113557035171132,0.030439359940576827,-0.08207685509883064,0.06318502448882406,-0.07021473557109727,-0.13684473498282196,-0.01295657179650977,0.03426170623428555,-0.04240617341522441,-0.06812315513854175,-0.09186071588811551,0.0384931100822237,0.00045702302936437083,-0.06416809347388182,0.03914917265463742,-0.012561965028141426
APOD,0.10752135764328985,0.13042771703431894,0.01314186524147052,0.046429538718540976,0.007952010553464584,0.007991714223581461,0.01625093579973945,-0.04139372865706484,0.08178786911016991,0.020830979031106627,0.06801681730244653,0.12128509542479485,-0.06305810239888769,0.08600254256299536,0.12087732608351649,0.12013768545264576,-0.002510011460964421,0.02040149791902009,-0.04198386231786841,-0.04468809211252843,0.17443629483752826
B2M,-0.02893529430626082,0.05214780561374863,0.06499620238395208,0.04933039230418511,0.01406149448733884,-0.09942065248931575,0.029446874548032447,-0.09329909669891429,0.07900667417460468,0.047547847110197154,-0.09349209502407256,-0.08259293406443732,-0.09463277172338778,0.02644366913892126,-0.09680901388638008,-0.05147660274172385,0.03588923027756898,-0.021638776993793088,-0.10749837699630563,-0.07615613601517299,0.06158913115017387
OMG,0.08219218313556809,0.06346436744631548,0.013453222110465944,-0.03008646927978454,-0.016769749968824767,0.0030902021187677623,0.039983840300738586,0.04184371855344178,0.07946329421296873,0.0404052274810194,0.04356095498241695,0.07740631480882007,0.0035964552865397374,0.0905849065697398,0.07199249680982393,0.05100762692028118,0.07832094196976915,0.07619283001783561,0.10298988921334279,0.11243657576623356,0.1592305635575992
CXCL3,0.01899962914764585,-0.07883956741591869,-0.028006196937844428,0.08199129131819875,0.024021708802746792,-0.02382834658240292,,-0.029096015157963104,-0.040765711954970786,-0.02709257012880545,-0.03637401528116097,0.002461044085994245,0.04140842435105829,0.02805405834890052,,-0.011123066741131142,-0.020907844615798855,0.018285504693682265,-0.034876263949464324,-0.11839740050427432,
CXCL10,-0.09095048808186869,0.05555009737121044,-0.034757147867623725,0.016342813882457383,0.013134950807496394,-0.039425207147667056,0.0004697361684892867,-0.11737916584218747,0.019784659136214248,-0.03385729526491845,0.03204248081248785,-0.011039885041636954,-0.005922879916416218,0.01799680453080158,-0.09375921514401442,-0.033413394854403033,-0.008858094693114018,,0.011972659506998082,0.05733621902290863,
