,UKF266,ZH8811Bbulk,ZH916bulk
BMP1,-0.041880170399536135,0.018953878048095802,-0.00017266830642170472
NDP,0.006459159679158712,0.05261935429330845,-0.01676067221834261
TNFSF18,-0.013291556154090584,,-0.02395308267638872
RTN4,0.05872833038426598,0.042634391145515954,0.052983723960914414
HEBP1,-0.021294028827173885,0.031492630587010226,0.026213808804161607
WNT7B,0.012962889685828732,-0.01628408200219603,0.01550903943319648
PTMA,-0.05248491012304941,0.00411515943424552,-0.06894206869531938
CEACAM1,,0.17797556951141838,
PDAP1,-0.05627150455605036,-0.05909386938812325,0.01576579677407844
QDPR,0.032635202326944314,0.017329649983444256,0.03277614486262503
POMC,0.08856181190931524,0.06825362234909421,0.0117499506000782
CCL18,,0.04997221068088252,
CCL17,,0.057369742611192404,
VEGFD,,-0.014716203317539792,
TNFSF13,-0.012890036694441855,-0.0048651344238365285,0.04942553096843719
WNT5A,-0.028922108628564473,-0.0005173963100860832,-0.02518628771156332
CXCL8,0.0626771352319628,-0.07918564209075499,-0.09536208476559896
GRN,-0.013088019776158998,-0.056305812238605014,-0.11076170437873956
MIA,-0.023307672331658407,0.10592274025387244,0.01844326672247248
COL4A4,-0.012264300427579864,-0.023562942520930625,-0.029123243499693467
TAC1,-0.0033386228399631145,,0.06482517331485665
RARRES2,-0.01179033099256209,-0.028646499264408692,-0.045425549338405605
FGF7,-0.014491560168034401,-0.01863588597183587,-0.006603043536407789
EFNA2,,-0.013986766399711194,
HBEGF,0.011117523444943388,-0.009780514249970855,0.020991227880256768
CSF3,,-0.06609677374755421,-0.030634319999981813
PI3,,-0.10576759551950721,-0.030191484029521036
PCSK1N,-0.03645078646110327,0.017381642183893348,0.05419091588565661
NTS,-0.014971924272723376,-0.017040220681367797,
SFRP1,-0.011316263396361305,-0.02935839547946715,0.021216157386230745
CXCL13,,0.021759036169791777,-0.003533074479086395
MICA,-0.020033889869456756,0.05553623478775451,0.030386058861657055
TG,-0.017281547408711496,-0.02098689454512908,-0.02738328011798136
ADA,-0.011895339637902373,0.11095483171510469,-0.06001286914737182
LAMC3,0.006811989607262261,0.0009027103191305983,-0.0440760140943576
CCL7,,,0.006887570020857183
NGF,-0.01649123143312255,-0.01379876072816634,-0.002237925992935322
TNFSF15,-0.020023970382901258,,0.07999353527339452
HMGB1,-0.05286038960087899,-0.04575882815619755,0.052044563708745654
