,UKF248,ZH1007nec,ZH916T1,ZH916bulk
TG,-0.02920913086225701,-0.018873244306346237,0.020283023854642257,-0.032298012378714894
ADA,-0.016373309065739493,-0.1438443396400824,-0.008340015990512201,-0.0771272036071713
LAMC3,-0.0323405159284841,-0.04231635507350207,-0.005949470456326022,0.013697381704380118
CCL7,-0.011798309219885932,,-0.018160444716475543,0.012923132843750029
NGF,-0.020257111037289176,,0.08903472363088161,-0.04094926531533053
TNFSF15,,,0.02854061786242023,0.010367376400347662
HMGB1,0.08858526503994715,-0.11682545689754646,-0.04276901091353516,-0.006608279797347703
ITGB3BP,0.028643861009317137,-0.07451941202531857,-0.006744609707882568,0.03150212336776265
AANAT,-0.0171175516906288,0.08823650440897365,-0.019214507840132813,0.0689054173369419
RELN,-0.005705066348056367,,,0.02690048045260645
IL15,-0.004329031797243611,-0.05899141445839594,-0.004706547335695046,0.049772738613186686
UTS2,,0.03172306707281899,,
BSG,-0.055388599884621414,0.15045563659676614,0.010370341523150195,0.14379027724479954
ADAMTS3,0.06277429827581046,-0.12905109205502524,0.012893004522302366,0.02377079733135597
CD34,0.0003720000078401947,-0.06709811253907096,0.06283265153225841,-0.02623754951397077
PLAT,0.05035875743606778,-0.09214507338447775,0.019253438861225755,0.024329236092863284
LTA,,,-0.025859831856990326,
CKLF,0.02725222855146304,-0.07799938202169346,-0.012556221679417353,0.07698943848285232
CD24,-0.02395207418534276,0.10309772202753473,0.032599582405082136,-0.04167301836601453
HSP90AA1,-0.10581923772924326,-0.0023622306717161366,-0.055836291896219775,-0.1177561235587304
BMP4,0.010765437457024145,-0.038681571561924734,-0.018185551486622185,-0.035522404400384226
SCGB3A1,-0.011798308040070773,-0.04233984857088024,0.027055423847214054,-0.044334698523962844
IGFBP4,0.03276229600237875,-0.1220331882888508,0.02569599994010316,0.03131130557583232
RSPO4,,,-0.0341064112913092,0.06362920880697792
LEFTY2,-0.02213851032724546,-0.09067056719770229,-0.0021801934692398397,-0.05384704334981837
PF4,-0.012238850686106702,,-0.02585982587283342,-0.02179292070456176
ANGPTL2,0.01103269417155119,0.04878411140597381,0.009718607300496836,0.004012153462723416
LRIG2,0.044194185468998066,0.034364995452717643,0.0802486097527369,-0.03946741416695274
ICOSLG,-0.03195159973116166,-0.06640790154852719,0.05073237791298286,0.05736434232477919
WIF1,-0.02202182528127056,,,-0.02708118899826896
NPPC,-0.03660151173641157,0.07870216742388106,,-0.052373422338306795
LYZ,-0.025412767271029632,0.009659237382967315,0.03740017986599695,-0.035489695814183375
EREG,,,-0.017526553102443658,-0.005256467647935828
SPTAN1,0.00892090596591609,0.012458225809341052,-0.029861329628944642,-0.07805331470126049
LIPC,-0.014983570157955662,0.07710427479655035,-0.019122079053644655,0.025403182830530127
COL8A1,-0.0022304394669313294,-0.056833157347517,0.02129279580337481,0.008951104007890748
GSTM2,0.016738616842878213,-0.011850077406291478,0.041005300805881495,-0.013538065459212335
IL4,,-0.036453389367674456,,
SPX,-0.024233557494327526,,0.01927596675431234,-0.03779771956940564
MFGE8,-0.043814307408407,-0.07340664106514898,0.02708563040962449,-0.017328907853119104
TGFA,-0.027823451661073518,0.08325747819713226,0.10269309808855166,0.06670537538471631
SLIT2,-0.03719641374326285,-0.04194508184449185,0.010290338514348357,0.05413966236542654
PLTP,-0.0357545884367571,-0.05997215889097157,-0.04842466873799884,0.020588638112757723
APOD,0.029764352296114124,0.0968623525784317,-0.012346257600915787,-0.013097137620386693
B2M,0.015120043519900928,-0.05101811735436198,-0.008420710707930955,0.03676151000431675
OMG,0.03188770872474132,-0.019201673257045915,-0.015982251709733216,-0.053504348197495395
CXCL3,-0.030223473297460373,-0.028578677082896492,0.05116699118999995,-0.025364687337390737
CXCL10,0.015178488619455935,0.003156103944899301,0.056076254397296896,-0.0019414831294975823
RSPO3,-0.01602650237877683,,-0.018429300285533422,-0.028746101003173628
CORT,0.005556389362171545,,,
NCAN,0.07701132547907281,-0.04540275455386782,-0.07812707062097837,0.008868604422788244
PRG4,0.07810040657880449,,-0.011193331972193138,-0.030332776612862898
ZG16B,-0.016360692294889862,,0.08820018508349861,0.008215507412138813
TGM2,-0.033696272230119,0.13928783496232505,0.07166336350695507,-0.0032005333075278987
VEGFC,-0.022528583281223317,-0.041322470499967574,0.06346835692759191,-0.033436446287888125
WNT6,-0.019036311101104438,0.0061967758751464725,-0.027752292864218125,-0.019210697002740747
NRG4,-0.010866657001073119,,-0.018429302351018292,0.04440079398425762
PMCH,0.041147741257106345,,-0.027959332058161163,0.030500825666216716
COL9A1,-0.03282039616778926,-0.04071114542992036,0.01483691292268166,0.03774432552271195
GDF11,-0.00020166256953043846,0.0681473076672805,-0.017084326348526448,-0.010846479711944225
RAET1E,,,-0.020216813735341715,
IL24,,,,-0.032297993832294626
SORBS1,0.0011975829435733106,0.0293737802830728,0.018208941246417237,0.039873649459941894
DLL1,0.0013471185470291978,-0.06443025733220618,0.011441786818098059,0.0336128521975615
TLN1,-0.005452205915752378,0.01045542736348227,0.04894461433156367,-0.009631390226004767
COL2A1,-0.024148658801023577,,-0.026820860846954085,-0.0260282868874462
SHH,,-0.011924350048127183,0.03070701296342995,0.04242367557400972
PON2,0.058578079300851564,-0.060331355270816574,-0.031465408187327626,0.024382516122037744
ICAM5,-0.031798896095093766,,-0.03974057530737919,-0.044381008841720755
HPX,0.07076553675989368,-0.029775991776039193,0.09120013719329738,0.07922605859866723
SFRP2,-0.015685881981057505,-0.03645341082356639,0.03546782720895116,0.020250182021734214
CFC1,,,,-0.025563052855150613
CD70,-0.028657718107800177,,-0.028117230657966338,0.03500840189710652
HP,-0.030309863289848884,-0.03292074916889214,0.049946941119087034,-0.03875808763106387
CXCL2,0.05957518841775187,0.013599381924225419,0.01621237940098619,-0.009741504809318383
NPPB,-0.01522095926635029,,-0.01869447475964318,
CCK,0.005215504709323875,,-0.0066053444929462975,-0.11607523278510487
SEMA6A,-0.05459790096579908,0.003963353713834429,-0.03851205834301651,0.09929394210493522
IRAK4,0.0665069059056965,0.07262692231331698,0.04294155638222603,0.03233161639296251
GSTP1,-0.046867208194423,0.012789797650819645,0.00032825110612665526,0.08044844249938997
VCAM1,0.10773767618849736,-0.07617175461626403,0.0046964454973731405,-0.04197093069889695
NXPH3,0.03502538314725138,-0.07955864213313091,-0.004531794574399461,0.012545859773301849
MTMR4,0.025132322420276076,0.01924186353690827,0.02410484531690392,0.025886099019381024
LAMC2,0.04485541613598155,,0.07039274684400819,-0.027819939383236833
IL10,-0.025242405125040324,-0.07657882968163776,0.09354695891693923,-0.015187395552620067
SEMA4D,0.043969783353159965,-0.033427887003289775,0.05930624979791916,-0.06198793324365689
TRH,0.024249606065489867,0.03697454803928843,-0.02093906540983474,0.035728060510516975
SEMA6D,0.06501629862444142,-0.02965743971276577,-0.046226835818424315,0.07972496178076459
CEL,,-0.04669277816972015,0.04903034340936275,-0.01330978404701055
PDCD1LG2,0.04194408871153651,-0.04686739716950315,0.025779312982744156,0.038842483326933526
SPINT1,-0.03022348128608869,0.01181919709816218,0.07508321023222803,0.078885038456534
CTHRC1,0.01392784928395835,-0.05203438926499694,0.046324607092053514,0.025759653244112574
PODXL,0.01844152145559605,-0.10445913161810444,-0.037837223163575545,0.05325464452328247
JAM3,0.025802721970272578,-0.06690340168083853,0.022607570077123513,0.03678625225983547
TGFB2,0.028096553148243247,-0.010556265053126426,-0.006509230868329232,0.0008575587790904027
COL18A1,0.007202221880735782,-0.14138454774202894,0.015247451297568939,0.0020913675336579267
NODAL,-0.02454745476714778,-0.054315617263517385,-0.02865701520123407,-0.03208890020843789
INHBB,0.015403332020743002,0.1896719791811369,-0.007603943936071915,0.024076958687104407
LCN1,-0.011946864160511082,,-0.02117472263207997,0.005505046054281941
ARF4,-0.041023207090229934,-0.08244225983012762,0.012067038562593072,0.019757676698106498
CXCL14,0.007230689340082947,-0.09070540904853443,-0.008053299482687607,0.029481855209805705
LIF,-0.019357259418398276,0.08002493142338135,0.026868251005604714,0.07672382956996032
IL17B,,-0.00045410293571976915,-0.03576706934236688,-0.022062484057378245
MMP1,0.024724681501136055,-0.10899147396770119,0.06220360252146678,0.024447849125362426
MATN1,-0.015685884118635446,,-0.02546637795109593,0.07972637918813887
ADAM28,0.02430402176150363,0.09744712408005886,0.03792651463733111,0.016970309965643242
TCN2,0.017821429440724405,-0.061999799750103037,0.051349162090752784,-0.014272846643205299
THPO,-0.02043935648573874,0.20425299339834532,0.034284804309916574,0.0038716264188287746
CUBN,0.013718703459551755,-0.01149067598512688,0.056701060624946384,0.017883531094538736
TIMP3,-0.008440101181372669,-0.04953260038340058,0.020621153453876162,-0.010641095173764954
PIGF,-0.00019542072995947077,-0.02208508072177272,0.037261120676298096,0.039689499921935295
CRH,0.03492450659401526,,-0.03139940356723693,0.04583451932267384
BDNF,-0.03288354648728167,0.031307097610562204,0.06235281758468693,0.07040171772866562
CCL5,0.02639816946988477,-0.09801566747920915,0.01519124708473574,-0.04849054104963357
GAD1,-0.023118891653424303,0.020221993693875333,-0.05520789332286565,-0.03980200336956661
COL14A1,0.01918127829648296,-0.10369075324274084,0.05474368656754871,-0.010690233587060614
HLA-A,-0.04722439363680965,0.04731138637504728,0.011167095162477627,-0.0005001678545964351
CD5L,-0.013997172120488358,,,
FGF18,-0.012664910863834169,,-0.02093906708975953,-0.027601583465349164
ADM,-0.08359073372940051,0.1441014851429362,-0.045249667547040406,0.032804229446443144
CCL15,-0.023353041829371524,,0.05011397452649815,
GNAI2,0.043367037950137785,-0.055493699703308766,0.026976474801515868,-0.040365364709801836
HDC,,,0.06766535333261514,0.10276491910302211
COL11A1,0.0020300472040369476,-0.001200019734668422,0.019944645341389133,0.0816084165669179
NUCB2,-0.06050867039079736,-0.02022378815810084,0.01489841597767123,-0.07499245746792818
FGF16,,,,-0.01981160699029619
CXCL1,-0.009352885382108074,0.09922474461367345,0.10936264154651935,0.016049944835101193
VCAN,-0.05655681256845969,0.02283808028637561,0.01158246474622883,-0.044773152646174944
MMP7,-0.03785082046974761,0.25139994012963657,0.0524974479746259,-0.010553056566891235
PTPN6,-0.01629755192495043,-0.0737753120274725,0.008284755495305603,0.02985588182844179
PTGS2,-0.04997379483838986,0.026252707115939976,0.05463886366713367,-0.012449740418403438
XCL1,0.0513037024277128,,,-0.035781832640604354
CD58,-0.052994889033472346,-0.08841020235997325,0.01793668877125868,4.535563908595719e-05
TNFSF14,0.029095759850449647,0.07821176915559455,0.02002575177829255,0.029484138445105598
CNTN4,-0.027171776271156224,,-0.03090113717912291,-0.0412637004800444
INSL3,-0.013740372969051087,,-0.008407526964586215,
BTLA,,,0.045321957169960424,
MFNG,0.035780041261567835,0.005417942476382343,0.018807090778827123,-0.03275304864123078
ICAM1,0.011225262423048152,0.15063849335582566,0.08943321979060134,0.006783122433133906
PROS1,-0.003142163582431797,-0.02526599824737601,0.06264680864766464,-0.023414044345589805
CLCF1,0.02485159137098131,0.04872507361273985,0.023331299433856267,0.061913921809091936
PSAP,0.006204667926659189,0.017650919648446194,0.017102948148004997,-0.046457603115365474
EFEMP1,-0.038862586390247436,0.0631423921148465,0.013110129528919514,0.014529538365242258
C1QTNF1,-0.054992878960135556,-0.011364146416631103,0.0025142759898883174,0.03741518020618019
ALB,-0.021242975164151006,0.14721088092687865,0.0018537239513789186,-0.028466138397314662
EFNA3,0.05278641402481851,0.008697851652129308,-0.012147744432149199,-0.005385874174755957
DRAXIN,0.002723895728203266,0.07541105809072013,-0.023201868098411703,-0.03028453845807364
RAET1L,-0.010703883987840158,,,
NPTX2,-0.08129090036019242,0.011429105702813143,-0.0010778530748108402,-0.05658961283521576
FGF11,-0.023142319286846035,0.12406330461373485,0.042325185878985025,0.09504278780966109
CD59,0.07432419535610031,-0.04958584102037526,-0.004790043850604543,-0.0646078568299343
COL9A2,-0.01592377628386679,-0.03377436787203058,0.005998697836877509,0.08330491074232341
DLL3,0.05515182467951386,0.04207054875498402,-0.020980157659612936,0.054504064055699124
FGF5,,,0.05063848308588784,-0.03398474510095244
LIN7C,-0.02790552536987312,-0.05872481005005725,0.043870733368966255,-0.004599413902732543
GDF7,-0.02524241020582811,,0.18720950844893175,-0.030734325482545632
PSPN,-0.02233770227597873,0.0003054058826545001,0.021766404863918475,-0.0010120933245758132
ANGPT1,-0.01139741041639014,0.08878769777257589,0.019558023076071813,-0.03388804078811102
PNOC,-0.03100040278076209,,0.007065980735300202,-0.03639810446627315
L1CAM,0.006374557183750718,0.10273316189830049,-0.031234058133797014,-0.060721988182368555
APOA1,-0.03795817353544103,0.015218849458785594,0.11241259773980501,0.07934093572645577
PSEN1,-0.0029434291776904496,0.030718466066094637,-0.010071777368352993,-0.052118076161406894
CALM2,-0.018466230962004823,-0.10991890257282697,-0.04622856368816845,-0.009207967782740476
CLEC2B,-0.032596376594901603,-0.009792612711156877,0.02985978762809977,0.010931157898779634
NTNG1,-0.00993314202121261,0.11445608921395962,0.02186371996909402,-0.02823780149773176
LRIG1,0.06831615089445005,-0.04493401234629294,-0.028953581926106642,-0.06910540758376371
CPAMD8,0.04336560054635175,,-0.026054557144716398,-0.02179294029369332
GHRL,0.03525329015948938,-0.010247485457001429,0.07490171840799661,0.00744397138889865
NPY,-0.003171574508728982,-0.05074590311892259,0.048718105826407704,-0.016339452605515736
MMP2,0.066469395968775,0.0074777064605305995,0.02076870217573937,0.09521469657698918
PPY,-0.018048863665954186,,-0.04116608473598478,0.02664071524131355
ALKAL2,-0.02007345304470457,0.12159802684706199,0.035411994772576824,-0.006240574140171817
CSF1,-0.0480734361724463,-0.02448437734047299,0.017356593014481423,0.058414663303931885
SEMA4C,0.011620231304406658,-0.1615253696937483,0.008531622946155292,0.01634933735650396
BMP8A,,,-0.02231837339308017,
ICAM2,0.020979405333409445,-0.10591896552805911,0.0875576635223192,-0.04159857490841463
SYTL3,-0.04291898772495675,0.03562869728400577,0.041244525589246926,-0.051998888111325366
IL1A,0.08022509679250485,0.0678198151792968,0.02659784127890423,0.01058821948552421
HLA-G,-0.01647072156275607,-0.041322470499967574,,
PGF,0.0067485261470392735,-0.08690909729899376,0.043274552041052676,-0.014828703473847977
LGALS8,0.025672051031320302,-0.061259035090017684,0.04580695567068119,-0.044131559153785846
DKK3,0.004451896139469995,-0.06407408284088681,-0.021491522006451352,-0.08514062420109376
COL16A1,0.016572344584915993,-0.1096088143647077,0.041795602431860875,0.02886186752565961
TPH1,-0.012093692639167661,0.12189638620934035,-0.010014099068193281,0.05048516582064037
TNC,0.034034696235137565,0.08574634096771876,0.011851581767350846,0.004314007957388778
TNFSF9,-0.02150520748601873,,0.03733296868748266,0.014343883115606101
C4A,,-0.04852652387035168,-0.015827531592253686,
CNTN2,-0.0062627433884456145,0.012977626149425657,-0.030911451567093077,-0.12006598487855849
F7,-0.011798308629978311,,,-0.026937305738682624
LUM,-0.03736265070203133,-0.13038914551291916,0.033974451006291234,0.014385979579170578
BTC,-0.010703879529328464,,0.012496042244373274,0.10660349515666279
APOC1,0.06470983665624952,-0.05995563329112915,-0.015930200209923702,0.081352774315359
PKM,-0.04405328464687313,0.14908321148629247,-0.002404216967792139,0.015634037567730692
TNF,-0.027530947218482208,0.02409735134299226,0.059076702670356654,-0.020965081691611407
GNAS,-0.05410994923741846,0.02158269295859933,-0.09223094201163888,0.005954336278867575
BMP8B,0.007728627976933107,0.06102912150493727,-0.02497797217298078,0.07499399078026749
LIPH,-0.012093689661795089,-0.04132249433365993,-0.00951507825959852,-0.033430325449767304
CCL28,-0.017011278878042727,-0.03758175840609184,-0.017330265199175104,-0.031719243546073264
PTPN11,-0.030151865368641076,0.008094688798874233,-0.00021691412234558764,-0.023874108459619056
ADAM12,-0.013418971772470019,-0.07389041686165676,0.03920632785891314,0.0109400617294738
EPO,-0.016249986813014036,,0.027309207939871127,
EDN3,-0.021066634166583383,,-0.021110088936975045,0.11728688458620906
CCL22,,,0.03293747886021243,
CCL2,0.03482548677943066,-0.031732773788564886,-0.009035206008254276,-0.03122583125830434
DSCAM,0.0471052020059497,-0.041704124691618605,0.002459103592963473,0.046332668339955176
GPHA2,-0.013479031640224477,,,
ANG,-0.06941099821220241,0.09155514944607329,0.0681760239763986,-0.036948771198939155
FBLN2,-0.0372652777794246,0.029227908396473854,0.07430940937660849,0.10638296520146136
VTN,0.0403286062204498,-0.035877717264507496,-0.030055106845586918,0.025638531074885722
VEGFA,-0.08655875370123067,0.17877142263920626,-0.03263375543149413,0.03349983344461704
F10,,,-0.01849456673169655,0.02685714995378503
SERPINA1,0.012891797834235047,0.08416180708858748,0.018401555595921493,0.06931346047064033
VWF,0.013053138872541023,-0.01622365364453328,0.013516231263571913,-0.06520250974131524
GDNF,-0.01893959403752931,,,
VASP,0.01884322905048082,0.07633610602655246,0.020674071168574653,0.04398210997794176
ADAM15,0.018570675997840253,-0.09218362320189183,0.058490619025450295,0.025775466920451167
WNT2,-0.021154956300036817,0.0286715704803869,0.015211475106579143,-0.023568484074220672
CALCB,,,,0.030768569503790973
OLFM2,0.06420446688214305,0.0031400217677694077,-0.015055433859979516,0.004242116045432176
MFAP2,0.04606095476094275,-0.09332664143902028,0.04871311455511794,0.00273176250031079
HLA-C,-0.03635158217712481,0.044197846560756926,0.06639174491756308,0.000864909934591523
THBS1,0.048076161961779565,-0.01939336785879524,0.012503274972255977,-0.0012257111651145594
HSPA4,0.024129522376290777,-0.06243721584433356,-0.01630645361368376,-0.02959369192637028
LMAN1,-0.04724402222675572,-0.09149207817662695,0.004711054235399872,-0.0022547853031924508
LYPD3,-0.018449395979596786,-0.045754383068550335,0.029736452378797348,0.052570097186408635
APOE,0.027756215496164794,-0.05854087755383401,-0.04698507179747958,-0.006742827803504161
SOSTDC1,-0.013778161873580372,,0.02530279591145319,-0.01812420599616763
ANXA1,0.014559335339715315,-0.02888931178893227,-0.04358209202313892,0.04273193789049437
WNT2B,-0.03082075161297132,0.0747632032028694,-0.04400299891796227,0.0005311929770315095
AMH,-0.02252859220548185,,-0.02730691906603883,-0.012399880898676163
GDF10,-0.013997172762650821,-0.0817038660220062,-0.005236580214246857,0.0391794138936351
EFNB3,-0.06051963374517378,0.11737895959048403,-0.03050271278127617,0.014995032250607252
LTB,-0.00919733191761217,-0.04786361937793484,0.11284851775250238,0.026063586878261463
ANGPT2,0.041737186399902794,-0.060916530378355704,-0.013657824482259925,-0.022875633284954865
ADAM17,0.003301414662325481,-0.060068016148949854,-0.022101816158704178,0.02908333049176584
LRPAP1,-0.02092013436347268,-0.007011764621376106,0.016012919007201747,0.01662819957164712
NID1,0.025996494883517452,-0.16645642471871286,0.018945475605167402,0.0031731639860766428
MST1,-0.01661175023463354,-0.021724113683662245,0.030305535175908616,0.06103805643884243
IL13,,-0.037021297223547384,,
DCN,0.017108152647799028,-0.09061788147118506,0.028009813001034493,0.018279681236079787
IGFL2,,,0.01455051852959739,
COL7A1,-0.051250977485406794,-0.03301044169786707,0.03328046208910541,0.022700138266845735
CALR,-0.018111788062912075,-0.010701580459213208,-0.01945668937628333,0.11380518481516497
PIGA,-0.01918204286091505,-0.07111848333665434,0.04256847595391066,0.01873504172306992
CD200,0.00582880625824363,-0.0465834324268462,-0.01550503891987996,-0.04843115972753642
GRP,-0.022444786849322624,,0.01714437860544613,-0.03132841637322599
CDH1,0.002426210061386899,0.13586960614398663,-0.03708080927892876,0.02731884903518092
LPL,-0.03945325488474722,0.04780739263680646,-0.05149788131543111,0.16646185203848937
SEMA5A,0.03142675166064349,0.04196638648292026,-0.033330851232812576,0.06325317875483508
SEMA7A,-0.02193501882339433,-0.04819956406227064,0.020549085225421534,-0.04266904860901829
SEMA4G,0.004999242342712779,0.010164677340704514,0.03011930596799913,0.09313776790227764
SEMA3B,0.059146895597688605,-0.11196336802779795,0.05092036043097366,0.00748796547425667
RPH3A,0.002311052211218287,-0.03261066551021695,-0.044316591561474744,-0.0681870034937482
JAG2,-0.038390073441579575,-0.01609581063540328,0.08182723130985475,0.03862731271172268
CGN,0.03388645177897711,-0.04189357185575828,0.007778276445773193,0.016327233756784316
GDF15,-0.04078844193303276,0.08227140594652667,0.03875395326110347,0.13617852884615717
SEMA4F,-0.028775069901561173,0.04066963114995973,0.02347595942644234,0.03616334793431986
NXPH1,0.0053409053778483645,-0.049270889653723296,-0.05006258542301663,0.06042982976657656
ARF1,-0.027887933609022846,-0.1154118043089319,-0.004500892809131821,-0.003029066551243198
DSC3,-0.01020066451368675,,0.028207740979523895,
EBI3,0.015247150510943695,-0.020369385163224476,0.02199538756673526,0.09228209166924647
TIMP1,0.011907296064214545,0.07933246149589307,0.011499286949590131,0.05584871473628463
SEMA3C,0.04038967825320039,-0.08975802009516488,0.0014778426017492286,0.013982605027537315
GNRH2,,,-0.01997066079493612,
GAS6,-0.01242859781489243,0.05036880241697699,0.016095684847331457,-0.0499876449383747
MEPE,-2.032356031417544e-05,,0.05865429489825406,-0.057310951248941144
SERPINE1,-0.022017585842693733,0.06169689983655622,-0.001432949347159306,0.09851882615115104
RSPO2,-0.027530946402079308,,0.02820046357802926,-0.007490267675683187
SHBG,-0.01321287581499574,-0.0352938529335653,-0.038638081436521816,0.029652080734216234
LGALS3BP,0.04587622468696816,-0.02673084991683968,0.057971681039814905,0.04465259446814326
LAMB1,-0.008531107133472621,-0.08547578196910016,0.04292118918334794,0.017919228721258958
SPTBN2,-0.02185812364746773,0.0026828608865005683,0.024423950381485347,-0.04168080672350175
COL1A2,0.04282074305516392,-0.14392615359527042,0.00015056131564132158,0.02298650715167039
DEFB1,,,-0.018381687030647416,-0.006994230853917126
CEACAM16,,-0.01963000890572281,,
WNT11,0.10180510713970296,,0.04474066519935177,-0.02336737830263441
LGALS1,-0.01647327057350713,0.15162785103689755,0.040100290116744625,0.015847004278935976
BCAN,0.042666384781117686,-0.0764586088338182,-0.021419772843490927,0.09934552427860699
ANOS1,8.782227501290736e-05,0.07142644644373253,0.05674828863867666,-0.050691715503248025
EDA,-0.010703883196813483,0.0877142809297775,-0.03488082834193685,0.04317445055767432
FGF22,-0.015220963737885864,,0.039106239880363845,0.027946138734094263
SHANK1,-0.01462086409473442,,-0.03285573026653527,-0.03525052108817955
RAET1G,,,-0.02297935010191487,0.18737637705980237
TGFB1,-0.014374387716411002,-0.06145489781211566,0.040110181118495694,0.0075839267627300574
MSTN,0.0676748792041284,-0.023087017706786415,0.012198698652433842,0.05581891205908296
WNT4,-0.009851506206366059,,0.09573616946396589,0.12737263304035865
TNFSF4,-0.022528591324073127,0.06775478553140123,-0.006750925142196685,0.09682300252760478
NTN1,0.02694237413581617,0.014372957497399518,0.0268492705258158,0.15572337870583908
CXCL12,-0.02269817144074263,-0.01877962502022683,0.030509429821312363,-0.031425149950603255
GNRH1,-0.028518667306207023,0.05405669105384612,0.08985085786944555,-0.029515739434087685
RIMS1,-0.025994002799539378,,0.08160252457388378,-0.005581112637212081
FGF14,-0.011648023382797138,-0.0633731033186317,-0.0031140080516870367,0.008695880043473245
IGF1,0.09164813199729818,-0.08408900864295907,0.0167814187153803,0.03340073915254156
TNFSF10,-0.012873846029749333,-0.030884795813716618,0.08156505811890453,0.007224119623771597
GDF5,-0.0151026939457696,,0.06375451737711177,-0.01903961895918616
RGMA,0.04513138338597852,-0.07761706336834844,-0.021018189963553594,0.10013463499073016
WNT16,0.028318202648878386,,-0.02239223139223406,0.10407918110091449
CX3CL1,-0.015840676146291383,-0.04028941794130711,0.012311959900731823,0.007833864459686266
FGF1,0.02988964022435403,-0.10949655017265279,-0.02840979552600392,-0.09615814770574346
ALOX5AP,0.03362484135814458,0.01363824891064642,0.0419601031937582,0.0059775072635084164
IL1RN,-0.02253139314042632,0.07381211003234409,0.007465773541491034,0.03798190891731764
NPW,,0.1041225105335103,0.15691411327147275,0.03827334786021466
CXCL9,0.0273057399867711,,-0.016950706995013,-0.01637981790640248
ANGPTL4,-0.021297945472163637,0.09728558845529323,0.0376415155887951,0.017090998905746356
UCN2,,0.07194847880531421,,
OBP2A,,-0.05073170081918572,0.06118990990725589,
COL4A3,-0.019795248210132736,,0.06768632726258729,0.050117331607516594
NRG3,-0.03742257507164719,,0.013838968968302433,-0.012418886635112463
IL23A,0.11241527772061381,-0.044317087529950006,-0.015771461536923163,0.1667862858899618
COLQ,-0.0032750827831032805,0.10388121352554576,0.10141157320952941,0.06292844135006108
TNFSF12,-0.04692203155825459,0.007483736583289459,-0.009870101340676026,0.05110610605826071
DKK2,0.12188950899426154,,0.09092682124429718,-0.023116144593752892
FYN,0.02073911263611309,0.038375234218816896,-0.031892888120142175,0.007807898962550264
ACE,0.00907374802372613,-0.09041528912950923,-0.009736477683001185,-0.02985388998301487
IL18,0.00211440479103578,0.08215671411428364,-0.00881998585191433,-0.01296748267124147
PPBP,,,,-0.024119312727031064
CCL27,-0.010703883268724991,0.01432464460467152,-0.028674823903305554,-0.010324014107400945
SERPING1,0.03864774126388261,0.027025907603237673,0.04060041984994675,-0.02400625228845589
AZGP1,-0.05150119447797755,0.04687807013562161,0.07776270771697766,-0.02089824910104958
INHA,-0.020529961604289444,0.10481360870517778,0.03447618295823108,-0.0006542066031907914
SEMA3G,-0.02827419242263502,-0.06092782784179398,-0.04242950275495598,-0.02159430290627675
COL6A1,-0.033158639990802374,0.055767627049766934,0.0052114444297264835,0.09627629977782531
