,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
TNFSF14,0.033453043456439444,-0.03239598118947247,-0.025292261135655757,-0.05387626368302183,-0.03392837737634575,,-0.03088736596932987,-0.03611203279029863,-0.021376962875684146,-0.0741238450634116,,0.023047093241546152,-0.015553548109402416,0.0879606451549373,0.019148127891862203,-0.03268985438252209,0.07861316270081115,-0.003911077184336412
CNTN4,0.17076879316780508,0.020604998836486598,0.04548200768122393,0.03633379718360834,0.13400820415962655,0.040289498653585075,0.03808151186403093,0.004712170663707123,0.03644969694690711,0.2594150456925007,0.15331176742082495,0.04883972255409699,0.09716321093371537,-0.030300856889174943,0.04035226459374663,0.050540626872322324,0.10853606056662284,0.178576503090317
NTF4,,,,-0.013636889737171677,,,,,,,,,,,,,,
INSL3,,-0.012004952998649907,,-0.010553386860333625,,,,-0.03093981136162972,,,,0.09357698724121281,0.05955593576978299,,0.04524184038542559,-0.0186617594741532,,
BTLA,,,,-0.020363680725899128,-0.021975302749278128,,,,-0.021030704450049294,,,,,,,-0.018044988311232194,,
MFNG,0.13272871657391566,0.026321567485403912,-0.013383862486864418,0.03419588634388954,-0.0371209532770886,-0.014202671855627258,-0.07470562569928656,0.014461754143867042,-0.021989809769810773,-0.04155905195185102,0.009411173343886808,0.10315191853173904,0.18721498838775577,-0.07404189147820558,-0.023255030843672492,0.03592895053427646,-0.03741223765904802,-0.04454335152610165
ICAM1,-0.013904939014346767,-0.04582166087664826,0.05529192680282764,-0.07639957224108168,-0.08027148377896416,0.012800888662149642,-0.03642160852082962,0.014993523168759676,-0.05280419087060251,-0.06097202469147412,-0.05578155884224368,-0.03413097633221207,-0.07854984425764609,-0.012305775986407308,0.0015661000427087278,0.029539966839886894,-0.0280789103813725,-0.010619099039679265
PROS1,-0.009875385763763506,-0.018141600688735545,-0.051052493577911494,0.026272169249016885,-0.057161600721228806,-0.0637284866557582,-0.06776682868164169,-0.03970902966328948,0.014306791695799842,-0.04639409823250949,-0.014936869459754469,0.05538916589859596,0.010625845073080578,-0.051000662052461745,-0.11062986914864606,-0.027630554554256392,0.008131051159327387,0.001628734113975964
CLCF1,-0.05885896615092581,-0.023162517362581094,-0.005338588290919341,0.032384465529110236,-0.0257619804541853,-0.055409012462660834,0.015347462738966082,0.017874166794054992,-0.010894263687050536,-0.0610035778278425,-0.08226477970557043,0.04442376616402007,0.07062810160153156,-0.011525064584617172,-0.05916793432639975,0.006046221559657614,0.026844388910728437,
PSAP,0.12995755077380125,-0.06940353378517376,0.04470175941308559,-0.02416564283546173,0.003323162265102053,0.14551411373982773,0.023517465697787978,0.04263022486644167,-0.06905721301420047,-0.11845869361784737,0.25758410135796517,0.006404145867759993,-0.151013588617501,0.04685390019490558,-0.10386646992001362,0.07740182244475223,0.14122625096237976,-0.19757266318135397
EFEMP1,-0.06486825265162362,-0.08419495426590592,0.01068711736458474,0.0005844684069585816,-0.17350228633286216,-0.07752922085678887,-0.07724015520806593,0.07860574852133273,-0.0837234538451778,-0.2280713453068411,-0.1272357513911509,0.09458142866512127,0.11414152777025809,0.024306968229245732,-0.006687121466650837,-0.005426349280118757,0.06540695376895572,-0.07923253704636293
C1QTNF1,-0.14718748103501247,-0.07984202686913643,-0.015191579595729178,0.014701313470869467,0.020400858301691194,-0.01891557325875681,-0.06222455327658448,0.0020856474102622837,-0.016698739570060833,0.004842421708954484,-0.09709327896520945,-0.011924677522267437,-0.15700823885571044,0.04068111352071269,-0.0975677113459265,0.02857186269035679,0.03144193723669303,-0.008606942768608475
ALB,-0.024844209768973273,-0.001528024819341434,-0.002980647519521516,-0.026335926274384656,0.05952332356257439,0.002117312512790353,0.06731647183069904,0.0004009483589314343,0.08418197405935578,-0.0838739350541919,-0.008745677934205224,0.02338967612246482,0.03920116396345976,0.05171335030986901,-0.03685383473320128,0.11900238486137857,-0.027363201264750975,-0.0069137413176381885
CCL13,,,,,,,,,,,,-0.03593348468562854,,,-0.012958521047093493,,,
EFNA3,0.043449919831486175,-0.030057273834202466,0.0220065273289085,-0.0761543620559869,0.02329896212777697,0.08221624530824392,0.1153086510841015,0.0007589119906000646,0.034637762732913135,0.16864462151436455,-0.0005037295166142344,0.15331281242594985,0.11134607332597785,-0.0008043040067665031,0.17077778647856548,0.037360886201899944,0.0699569873159224,0.12477229921903693
DRAXIN,0.13720292712247262,0.020366848988226688,0.004263644267947924,-0.009064755476544261,0.08560191900054055,-0.030277247203343665,-0.07057219926518865,-0.09167573440408236,-0.015423168849637717,-0.05022868314352959,-0.12001047579542146,-0.00790093520443388,-0.1209558053876106,0.006246228266542164,0.08684957544022218,-0.03075563191210664,0.09671129023415749,0.18370486126483865
RAET1L,,-0.019762820665669985,,,,,,,-0.019515911018747292,,,,0.08344945506636764,,0.021036597881200544,,,
NPTX2,0.18792173722600117,0.08025363605724138,0.04196845297479072,-0.024417641749762735,0.17059639544294067,0.1557380256416559,0.09968061714274322,0.09695404587246798,0.10996401993401356,-0.0473866101876293,-0.09150843516799204,-0.004158429921343771,0.11224690998468624,-0.005945643164824629,-0.09444536125325852,0.04003913493401223,0.17893258446682114,0.04519080721943376
FGF11,-0.09894893058159931,-0.03566125322381258,-0.04762563472976381,-0.008742141977838373,-0.020205878322591866,-0.05593052158131559,-0.09843134808314236,0.04116205634635964,0.015864295731750844,0.04534925464529376,-0.1176744873888128,0.051125128757547586,-0.03894470504320066,0.04697967627721753,0.02712454620348899,0.04046894282009761,0.0034303054351299323,-0.008836499666828207
CD59,0.10185204355997102,0.03143821672910139,0.02845622993116072,0.026411516965704537,0.07691213379211226,0.14069210712178049,0.06620870775392733,0.03690455931752742,0.026455849714570493,-0.008450672914354024,0.1955733558064548,-0.03273475870915947,-0.056535270310045495,0.05385489741137454,-0.13271169082032958,-0.03827119657924632,0.12147120942118655,0.08515103917151978
COL9A2,-0.041882602448437285,0.0656607066502085,0.02103820816178014,0.0778403180686404,-0.005483620121068509,0.00025216059827958557,-0.06887621211756409,0.0062177800434846334,0.0028404573863616413,-0.11802693876155017,-0.1335522634276522,0.11478184098043107,0.22819880733583095,-0.06374205503481335,-0.018329003005005676,0.03345155083379482,-0.03243579983548304,-0.10412509288770185
DLL3,0.17881456007115817,0.1189735222728258,0.04999021280692526,0.07814838464160533,0.10674266487642622,-0.038078024764405714,-0.051814622695866806,0.06266202845608075,0.07885794017572262,0.14847446801077557,-0.06351609239779187,0.1742764119462998,0.2782182388320722,0.0649776316056382,0.12212438806338481,0.03322413685479533,0.05993667093040643,-0.09999764844142219
FGF5,,,,,,,0.0746449797929108,,,0.03610459736502835,,,,,,0.016979047103477043,0.058850234169901844,
LIN7C,-0.05604421207404666,-0.022698931212668905,-0.0066210613602277375,0.05718187845863032,0.07988838552130817,0.019677117116166633,-0.07017674465380928,-0.02095192161406768,-0.012650579961554562,0.1331488597129924,0.08662678807517589,0.0986632649631583,0.023299295603127563,0.0854578392912423,0.03824882163011899,0.007777643466180299,0.05027868762824149,0.11299193593389631
GDF7,0.11644640072516782,0.0420776890038116,-0.021245415383914636,0.06281979213393238,,0.031160294863291388,-0.04762766398516358,0.04437765918761973,-0.03785895829006392,0.1331048243469298,,,0.033306073864914576,0.036050099606902405,-0.017133648620089738,0.03513460375145213,0.007271954401790437,
PSPN,0.015811585440513674,0.023523038633575053,-0.004474872065120446,-0.0043686179836629644,-0.007888365773943267,0.0465901482230992,0.021363626914929653,-0.003290997775814109,-0.04946946723877617,0.006339058697842395,0.016848782776542896,-0.015871857852627964,0.10246924609169385,-0.02944911188608401,0.04630462543247966,0.07565653712103966,-0.05382795137603721,0.012731769188031412
ANGPT1,0.14531449060299403,-0.06851046682645057,0.020629772793387416,0.028338025175249807,-0.025582785343511445,0.004229037572677728,-0.07319103735851683,0.016308852274260113,-0.04319459971418,-0.035340935169565206,-0.03623796867630021,0.024877964332707787,0.12055922169569623,-0.03426828328391425,-0.06181249655336127,0.016269521108038514,0.00017511727029457584,-0.1014686863947933
PNOC,0.17960759476475677,-0.010426144249037447,0.00975751516588321,-0.016286315678395894,0.17349013902682442,-0.005780850045420049,0.11941319284436598,0.02012306123021312,0.08015593451047727,0.07024554214465888,0.19469352706080192,,-0.00023211710457580066,,-0.010110205804881717,-0.019260668221345593,0.10422735820373001,0.053290487325343416
L1CAM,0.28492890740199844,0.05577102012446108,0.00832596866552802,0.049122315362490024,0.061330641606540504,-0.008290121271767929,0.060319845838871684,0.01605886440950041,0.09323006453058046,0.170343487531185,0.32378077547463313,0.0632201717998121,-0.13785672650702543,0.005424844336947273,0.06386838744978518,0.06941986530306599,0.134735295055631,0.1940668284458666
APOA1,-0.03770710243746675,0.1215273876007461,-0.0075716188214956575,0.030009577978376806,0.057249677482112724,0.025194082257210187,0.04194378143511083,0.003324559671397126,-0.015955472257660114,0.09203891505070799,-0.022132841107444654,0.08241969974647431,0.10137244443380129,0.0006172139843067682,0.010021625455661752,0.016806177092853345,-0.05908113670989988,0.09785601407912584
PSEN1,-0.0074277485956048585,0.015877736076809302,-0.017101103710164035,0.053699973877292126,0.00599645277822857,-0.07096377592459349,-0.039471007441228535,0.02262795457805833,-0.05097768978422678,-0.10728531006471709,-0.09837832994240674,0.009909101471827577,0.07094811840025111,0.01211521098487735,-0.015657929176123894,0.02043102548551076,0.039087380519998674,-0.045574756177732746
CALM2,0.16569949293422948,0.06757737693811569,0.03212203440623313,0.01728657632317299,0.15894987579213865,0.07916729315657432,0.07980247741660555,0.07421367714139587,0.14054692044109365,0.322732056360404,0.28761995631815485,0.20585061546915306,0.27863440832250547,-0.08503882061642702,0.12524697124671835,0.005550028989947737,0.12363128001670438,0.024977278237109872
CLEC2B,-0.05296254920168386,-0.03348235547653452,0.012501851096663952,-0.010387746150522468,-0.01723741424605562,-0.010371616316363727,-0.050156164164740766,0.003803757916346179,-0.0215322333940807,-0.04947092521285248,-0.0434866286186003,-0.03336755897474948,-0.07874710603901043,-0.006965181488085839,-0.05842440458981471,0.04506281148167921,-0.028522012802914307,-0.047405122420898914
NTNG1,0.07033591610458204,0.06505084916288195,-9.881341727155858e-05,0.03596489347866211,-0.004629992229522718,-0.06338604738991493,0.03975538892991932,-0.0030758292271187357,0.004079871586222469,0.08816407058861297,0.09144721402107907,0.11763104061302763,0.18304882730069905,-0.02751463083744509,0.00787655127333757,0.001061352608575525,-0.00026746478181577507,0.0829449299759607
LRIG1,-0.04822121715954578,0.05402787956458529,0.03377956778771446,0.005743244193107617,-0.06762270197402935,-0.007719369334853116,-0.05536986071701261,-0.04302857604340977,-0.06011751105650066,-0.034406874562977426,-0.12440806190496892,0.17273005819546805,0.20137572835025533,-0.054657480531388615,0.030896355043489088,-0.025391830533410206,0.0021414801238384224,-0.1544117777038982
CPAMD8,,0.01017784494418954,,0.04614181168606937,0.04105795980488611,-0.0678251869168801,-0.027589740132030072,0.005998123227482902,0.08765396088357326,0.01884169540345349,0.06524574145368672,,-0.012090923174113005,-0.029421377191977745,,0.10733535654200155,-0.035552072038388595,-0.09159780250345433
GHRL,,0.010570842377231658,-0.01504148802782598,-0.03596835524367882,0.006599437969722422,0.06953356064651349,0.021484964954994794,-0.04082282299099,-0.034526715027807096,0.04307054779309379,-0.03525526759414102,,,-0.03837465015835427,0.004322632110105543,-0.01103076236717622,0.01192442755028935,
NPY,0.05485385060146266,0.042224336403863715,0.022064354011624748,0.07973373369945105,0.09077120596790203,0.048614132682581274,0.09343952526265735,0.09627904241110749,0.06555392686252356,0.08748458596815124,0.18843077943091818,-0.031250601500636584,-0.02027314950951601,-0.001722800346010787,0.031915877920904424,0.03046053900737785,0.04088238229009985,0.04453951697647596
MMP2,0.07828659424008388,0.09301491025091187,-0.05879601303193862,0.03796368775722713,0.04938370543407264,-0.040159625753733996,-0.1027250458576521,-0.005162279942305026,-0.049811625917279424,-0.04039038933208747,-0.24375246069335207,0.060473297514988845,0.06387081227768308,-0.00822288952424143,-0.020101544807322482,-0.03570905266573153,0.05763316365924027,-0.025065201976633044
LHB,,,,-0.024015943684096024,,,,,,,,,,,,,,
PPY,,-0.016633770159947426,,-0.012085839424773604,,,,-0.013825152855175146,,,,0.026901948155958505,-0.10400079770600619,,-0.050201674557877676,0.12841278701944975,0.02068843858193166,
ALKAL2,0.10591082981571377,-0.03905749465656029,0.019984124162345657,-0.023667029480807764,,0.08742725708889064,-0.031282176477178264,0.023279029326223305,0.047820117375188105,-0.15294226688658083,-0.06693146266065625,0.08319182463137505,0.09227027778735797,-0.00644783970262111,0.04119772308971215,0.008525995665782698,0.007770019503585127,-0.0034549668963833576
CSF1,-0.07760487683112041,-0.0045554119636662775,-0.030695232005276633,-0.029090028850816605,-0.10300828256467995,-0.016808288772815472,-0.06421930797991288,0.06731981507625655,-0.05362399224539751,-0.06628009358594437,-0.13922099620730446,0.05962948597351412,-0.001466256242058777,-0.055083835162484565,-0.04189969163323303,0.06657576937936785,-0.023130594742163904,-0.005164272294620114
SEMA4C,0.0653334864628768,-0.04033125506648702,0.04114277844537985,0.019969439301310597,0.009474152442203478,-0.016287081976161306,0.006507009932218495,0.044463612976359194,-0.012158410944174263,0.03952015755963418,-0.05731251276714334,0.08354006829438762,0.0029519903876752233,0.01452476467217328,0.018182933793417275,-0.008929154701219978,0.09635972216598054,-0.00016289957354833045
BMP8A,,,,,,,,,,,,,,,,-0.016749933675748348,,
ICAM2,0.10724580816112929,0.023063593863083785,0.029232024979302117,0.013961281062531028,0.043440221443016194,-0.033553011954250075,-0.025440071260638856,-0.018804465742738582,-0.030136604223478004,-0.003740503983552794,0.0014095881167175224,0.08915234470598718,0.08020492700171465,0.012081615207535234,0.011729087195599988,-0.010280745742181865,-0.0031586446987070184,0.04177088876422024
SYTL3,-0.04288208847611488,0.01683696400269821,0.03129553227027459,-0.04577686037324673,-0.06236969980055516,0.015840753559567315,-0.04327991324199272,-0.0018483128122245148,0.041513456611978056,-0.0004088400818929387,-0.029498242920891184,0.0168535356037364,0.03042576941714157,-0.020366925826704033,0.06865346127623384,-0.044870700303381784,0.022471314630890426,
IL1A,0.061282983082696196,0.006313223936735839,-0.015074154843533062,0.03700001808929836,-0.049243795736205895,-0.03992760427882965,-0.03896739262665756,-0.001675741206167464,-0.042708863668099166,-0.038491916879285513,-0.02798708168218403,0.015577681678013938,-0.03580920291238178,0.0005919804773492405,0.03581457289450926,-0.02535263815882507,-0.02842240337056687,0.009587314197284744
HLA-G,-0.02776126942531273,-0.01565773692409627,,-0.025365483899268997,,0.06498499173771531,,,,,,0.049414724183068505,0.1435111009780069,,0.03929222760042519,,,
PGF,-0.015413980410557672,-0.0127149761920869,0.01524579035889564,0.015052068785722902,-0.0521989323975952,-0.03200616754146097,-0.08257539118963364,0.030501600703698794,0.01382046288423077,-0.037746864046545515,-0.14460274358938435,0.07552666434850482,0.12257514474548392,-0.050933267669698655,-0.012276955814824232,0.04230677539183371,0.05740353586281296,-0.007454893272547399
LGALS8,0.03324927807844631,0.04255070039199164,0.0031791620622853693,0.023410188126450324,-0.033753980949851374,-0.016904903464937022,-0.0025730688224019694,-0.015048012116421317,0.00866439346207923,0.06480325446698436,0.06253670107693923,0.012493706763179084,0.019631820389580952,0.029266073640980477,0.003050615062420907,-0.041706522728779345,0.05358833237074458,0.09333895219427332
DKK3,0.17695642657167981,0.06777850798877233,0.020038128968175604,0.03538084557502326,0.15538884503105047,0.14180589020862314,0.08628096233535865,0.04660579297624615,0.1585923364700479,0.3021650384587668,0.31062176763614174,0.19141772314259894,0.10197689705471216,-0.011592582837308527,0.012137887746102171,-0.01069954881287799,0.14457746199703395,0.11912699601231579
COL16A1,-0.0025796406597920914,0.0414156718854099,-0.014053924160526048,0.04139908656925831,-0.00506854511559073,-0.06673291050005292,-0.00620774882620066,-0.027621821443397938,-0.027480329673266832,0.017022295402286145,-0.21843115324448603,0.047018831139466574,0.05037904065324514,-0.013783690144633706,0.015272885051376384,0.006237729356487768,0.03161181618074756,-0.004084832358544473
TPH1,-0.02337724835280145,0.007491581779020423,,-0.005845150321324428,-0.026271270302846685,0.045735607802869296,-0.03279724032406185,-0.04208594801896522,,,0.010193774633180963,0.0190667240047495,0.07291035839317124,0.08860203411181329,0.0213919913555472,0.0016761335024781372,0.04667189960319937,-0.040459038323062586
TNC,-0.1289170603367043,-0.05649343024888305,0.017079559784168242,-0.03300014121733821,-0.08239452133071823,-0.11312127316780066,-0.11254327345399466,-0.045568945724389666,-0.059442180302818316,-0.21701295583534513,-0.24815619147101586,-0.028162857707622883,-0.12433794873322813,-0.02214995919522272,-0.016833988997169966,-0.018436553368469437,0.017591776145498905,-0.10736713416047386
TNFSF9,0.07423425924861064,0.06905950084850063,-0.028516381082180003,-0.013818552823508436,0.11436094825541164,0.06775687519724971,0.05585601838657186,0.06133686508310323,-0.005223180684752544,-0.04957643381245218,0.0511005675807461,0.11513255609499759,-0.02913919035545423,0.030411063032086495,0.029240679226807703,0.03574360597451444,0.008230590078651543,0.04649812897687514
C4A,,,0.06164406754399457,0.004139697658857106,,,,0.009699349782009842,,-0.03435687853157639,-0.006150961947386233,-0.039252750591175896,,0.009594720622476615,0.004903009756351469,0.10776866764255295,,
CNTN2,0.15701200701925191,0.026485583657687606,0.030235868768128914,-0.06052844816774306,0.026714589615168396,-0.03706944604689971,-0.08821407685496424,0.0388877101731361,0.05617301233803347,-0.20505179069766388,-0.04525419384427751,0.1729047947298715,0.20268491034251132,0.006642438195309047,0.09175899189786381,0.058481703420056756,0.09830512379197102,-0.08986423224090692
F7,,0.04305499721298382,,,,0.00015193606519395319,-0.01311699990486388,,,,,0.16459779868799065,,,0.06084136707184582,,0.09758692198248238,
LUM,-0.041799979992146505,0.04071769789221426,-0.024776263756744982,0.025464253711386137,-0.0005891106309182999,0.07114691436253853,-0.05992090668513062,-0.05918284187904345,-0.05049061817315041,-0.048744130556369614,-0.04302841965595936,0.03898923209468469,0.0793623791202603,0.005766961733609795,-0.017647259354667193,-0.02650662169726635,0.07321788711686485,
BTC,,-0.03410385516284409,-0.013311952894815456,-0.007795651424799309,-0.011546543555823484,,,,-0.04658140382491166,-0.04188515831022533,,0.002971387714381871,0.09588983460762984,-0.039863276365644656,0.0772307809777957,-0.026664597159118442,-0.048233325844012735,
APOC1,0.10165438614106662,0.03951421439468728,-0.07237585755331681,0.06706486557770969,0.11879802160155226,-0.06138038021794848,-0.04246443998128228,0.01912518793672679,-0.020900755346321687,-0.28584677195859703,-0.22043603932553074,0.03961450889997588,0.14270629071839544,-0.006112880742923805,0.0748835796996599,0.07011016895862969,0.004701016511043947,-0.1395609416823501
PKM,-0.07313152944976332,-0.08393449345468475,0.008738719504746287,-0.07788705478190261,-0.07791205027243712,0.031111560814886995,-0.020125887503079577,-0.08525994894484007,0.10181737835099897,0.2174824439223231,-0.15433265208203276,-0.08141393840782239,-0.1570139347251738,0.021648218189169607,-0.04683258116123808,0.029370943598470273,0.03430069092995061,0.08317333032612297
TNF,0.05815695995539525,0.08422941543333466,-0.028591629349211445,-0.004972734571574156,-0.028396590043780628,-0.011175052972457267,-0.04049134354893949,0.013964071394355616,-0.013558498492866276,-0.07929873157123082,-0.06941692537133054,0.014469482083070568,-0.03896711451388977,,,0.012699695031370922,-0.044795155663909875,-0.0008957863566513662
GNAS,0.1491656152995947,0.07448420206349772,0.0415109137509006,0.07038427743992909,0.21203537202679876,0.11137460639138486,0.12693791334332058,-0.04428075352689828,0.11293523518263333,0.295702016458587,-0.19792074762847006,-0.03108961852573488,-0.01870888215252213,0.0009686567901769316,0.05856461799761669,0.0013448662887604573,0.10856398415828056,0.11433320291768699
BMP8B,-0.028851632470967125,0.0004628352490805069,0.020452595123001776,-0.028236615668627986,-0.04553150331227996,-0.11062431295074408,-0.05812838150496209,0.006499107743043187,-0.03351640458174924,-0.12439756945929863,-0.05339815090750401,0.04641263826439011,-0.02888371756263587,0.009711152639182279,0.011938218236954392,0.006108999112117881,0.07162295289009123,-0.03915191008720391
LIPH,-0.024015506916104035,-0.04585914875516084,,-0.03607066103412129,,,,-0.023973189775324307,,,,0.022163470172872648,-0.004339595267399978,,0.06674710766336887,0.007287938887642301,0.022273295447917205,
CCL28,-0.017552882801307124,0.009085770320360871,,,,-0.018701559042576584,,0.0583996471772923,-0.0396428293800607,0.020815364598122266,0.02494625303017403,,,0.11359805405396632,,-0.013006359717922564,0.018569274490476233,
PTPN11,0.0026698902732794614,0.04763680885549744,0.014138363163396226,0.006142632754625181,0.03777556190202185,0.008627747061177839,-0.07194866585719305,0.05016525308144679,0.030976132299345933,0.018530298123572018,-0.078221861543977,-0.0708894415447702,-0.024682654470298777,-0.015237150824644587,0.028839290742661457,0.052834121807388876,-0.03955340130757253,0.019732586767612876
ADAM12,0.021432169538318703,0.04888819198347249,-0.020011382040419756,-0.012593612271258884,0.08429480041882029,-0.04393077702809157,-0.06322522048786172,-0.021638585707177953,0.02872494534143579,-0.01353794091262304,-0.11847133514931243,-0.04986388393715124,0.07652700010824867,-0.048712011505456676,-0.03524376055535732,-0.05915382795017506,0.009106702230940544,
EPO,-0.020631125440782855,-0.04163133468764288,,0.03200406186630853,-0.001016712670964587,,,0.02090490826979337,,,-0.0332438695306329,-0.05135215288742098,-0.016527264387072756,,-0.009472291227696166,-0.013831182628484755,,
EDN3,0.022530113579516117,0.012484838063335432,-0.008106336788967838,0.0027085993964893157,0.008746071453057055,-0.011141751377689144,0.07416366880000326,-0.0031084913112178654,-0.00239592166403704,0.04211966770277954,0.10449622820372245,0.08623834491895935,0.04528836842756427,-0.021768829548580736,-0.017148557926653187,-0.02513115813470352,-0.04214746060726572,0.010157064573889926
CCL22,,,-0.021245414869448438,,,,,0.00497432324371083,,,,-0.03562650169318002,-0.01632531300880462,-0.03986327812983887,0.06915982737471173,-0.0014453890240372165,,
CCL2,-0.07760887376480365,-0.010528329516973021,0.014187157148375354,-0.020417162185898487,-0.16455341567481865,-0.05368224276963994,0.0726783758027458,0.0793449562815858,-0.0201705619970375,-0.19154710666919733,-0.11323428294861401,0.015177438070763247,-0.008792636711180944,-0.05753963506505018,-0.0012621394583713036,-0.001763307310802974,-0.05569497766308966,-0.10989372920268901
DSCAM,0.05919344300263615,0.03522216852755611,0.02757040834674345,0.020722050602099803,-0.029643480000430992,-0.005709190596417144,0.030128970712177718,0.030466326837176726,-0.06007350917746014,0.08465924660234707,-0.06498162163820213,0.07313163778329666,0.1939098521059373,-0.0563276138209451,0.04059065246937232,0.016465366073408972,0.12767093066182003,0.0761492444508744
GPHA2,,0.00137994292466345,,,,,,,,,,,,,,,,
ANG,-0.12418842679358857,-0.01740479242605816,-0.06292976942594218,-0.02836763750857278,-0.04167359361222068,-0.03545083464156901,-0.055839097988364776,-0.0087219489265631,-0.024784229138551862,-0.046948823394281705,-0.1300952397795664,0.03288051137955773,-0.03985046958225702,0.010392035002035812,-0.03160070496027147,0.11980034470873736,0.008934525415042785,
FBLN2,0.05293895758919644,0.024944420639232606,-0.0022745180085909267,0.023194080117411083,0.11197539897132106,0.07514831199119948,0.01024130424599296,-0.02335316037718482,-0.01611921893737104,-0.0009099017625431983,0.0817725891173782,0.07735739503952226,0.08939543012127667,-0.04112872576444831,0.006593747345939141,0.014770258644936581,-0.004931050584916016,0.1626930140545659
VTN,-0.022723261696013766,-0.025288161762230223,,-0.034912785240755174,-0.028421927537141307,0.04296224568971948,-0.029916438468028463,0.013340668840063375,0.003610944466084947,,-0.027623654083679956,-0.02093288702565741,0.05141807774461151,,-0.07519913561644448,-0.022556350205933783,-0.023033403069253562,
VEGFA,-0.17139604258093918,-0.09586803827473447,0.003275118651488505,-0.08357398931459782,-0.149144355833334,-0.05009909008290395,-0.015338522229077488,-0.06412734900416643,-0.006878271544252125,0.047315193006574344,-0.25692026211225677,-0.1615303055629731,-0.2651917109437058,0.0486837235901871,-0.10150410537388671,-0.022036472609734133,-0.052773796589451354,0.06496061109389374
F10,,,-0.024250297319240024,,0.0010733287914247431,-0.013864532970089119,-0.01801503495365695,0.03478101203862431,-0.01759510919685158,0.05227391422121052,,,0.037386603368313336,0.1533189188504979,0.01589210532835981,0.009538087059962334,-0.013451393881145806,
SERPINA1,-0.002259180126729795,-0.04267308925821304,-0.01929601708195692,0.014487890145005644,-0.0454566508276115,-0.03967934000430744,-0.02503415374895107,0.014878798655123102,-0.005457145091208788,-0.16302260483026926,-0.07682100955155277,-0.059281647811514786,-0.08652183459243427,-0.006270665958676508,-0.037871892683281415,0.03914042559417284,-0.05423093149776828,-0.10218757761511629
VWF,0.0820842531844156,0.02161474019066682,-0.06339479332325486,0.054140948804752245,0.04028460086717638,0.027905027874950424,-0.09627238684773073,0.017199204193768,-0.12926777294508152,-0.030700189233835357,0.04375063813611423,0.07819140594372563,0.05993935668765672,0.05412399459195525,-0.02899532003354131,0.021622771283774597,0.06343135863328316,0.07784265798070852
GDNF,,0.016167320260826984,,-0.029910811751499823,,-0.04794845203957831,,,,,-0.033243866941706966,0.034790925872779724,0.021500385149863632,,-0.013604647315719594,,,-0.057250500303011126
VASP,0.06805858731942618,-0.008978302023393718,-0.005253944203172888,0.004062956080474774,-0.033038431358515113,-0.03793720789972374,-0.06558105503412866,-0.011563211481099612,-0.011587668598138642,-0.10383304100289419,-0.07023032446802532,-0.012770407773279813,0.017603831832814363,-0.07355749779980936,0.022251364378176094,0.023185198337421106,-0.021060013996549262,0.10756658360955615
ADAM15,-0.03521965715156507,0.01472425273215233,-0.005194247005804911,0.0757102767876636,-0.06172226489274053,-0.012813575488163897,-0.06415888527262523,-0.012099408465980621,-0.027595095734247326,-0.03746233855655983,-0.03911746577398236,-0.00528160537205408,0.012541026680304358,0.10612393531381811,-0.021903862433428237,-0.03247196247111648,-0.019891142621051485,-0.12416305135354352
WNT2,0.11956993534735544,0.019388589576347516,,,0.056643567132568476,0.010260911582290895,-0.004721174148792318,,0.10963925473506743,-0.0717283618582954,0.15284847830547763,0.007416723386240009,-0.013321413558312558,,0.010576638809131227,0.04527886220792493,0.07442746064706911,
CALCB,-0.021362368687848778,,-0.019763692752360385,,-0.02344487684047291,-0.03074617771519776,0.14163097078689868,,,0.016528897717748528,,0.04343480300795646,0.05488794941183344,,-0.03311814435322684,,-0.006851692601806285,
OLFM2,0.07241605912946013,0.06907712885972342,-0.047723764635295436,-0.006065548088770763,0.04474084630969355,-0.02564355362565537,0.08360545366778495,-0.09255883580886816,-0.07029488194062533,0.08542092131044929,0.03903772688718534,0.10402196794272112,0.0517306830510106,-0.021711819353077047,0.06665615817020887,-0.006081592250547646,0.028609411887282957,-0.04143657435160649
MFAP2,0.1018626827163914,0.02163139449604639,0.028658543542000613,-0.024826483248759,-0.02046804163018489,-0.04698404601180207,-0.0337988188696825,0.018747316495382436,-0.05134343159477026,-0.06085446921439161,-0.04819635962326166,0.02899744694664167,0.0918748049471757,-0.020966807096083152,-0.010381703226434518,-0.004487616766440396,0.04196945226680022,
HLA-C,-0.0939710333171911,-0.0020201750423067973,0.0025566393941716544,-0.03096887515122852,-0.0479119580269157,-0.022277721174191356,-0.09389228583455446,0.06508137095733475,-0.07066563754159755,-0.22981264933637688,-0.2590534344084857,0.00538573584407341,-0.036748286798662703,0.006867167960039553,-0.011916857751126735,-0.018008017449740035,0.14038455093767857,-0.005891175705201155
THBS1,-0.06525775382826002,-0.07148990521924227,-0.015435859337932133,-0.02513123077425657,-0.06200413828610578,-0.024894943070449083,-0.025549495137289078,-0.012497369159479512,0.00403002351755848,-0.09690890943445414,-0.053681253903030315,0.010031456863922233,-0.01264211590703796,-0.01416931177633539,-0.09596901825766958,-0.032976080312711,0.05926770846465475,0.016876453354379876
