,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
BSG,-0.0039198748279385175,-0.03992831801592848,0.055151671418594186,0.030413045012057546,0.03428700828347488,-0.023519052042994804,0.029820508970357432,0.05879625554738567,-0.03444087244827512,-0.01792183331292722,-0.03915015728430578,0.04182495718307423,-0.04339092523317112,-0.023444392132830925,0.04196997918928522,-0.08504039163121228,0.028921651855669882,0.047353202993451755,-0.06571515774265564,0.022845433012384116,0.05670750321753892
ADAMTS3,0.03940112408278702,0.060608100761168154,0.02243347905832845,,-0.014905089748731955,-0.02382604609867122,-0.0017754914222098653,0.04368167499453809,0.019343488772606714,-0.03627131981802596,0.006082618185143838,0.06545936488343779,0.017770545951663247,,-0.024899013601458426,0.013545171882648187,0.09453191323030066,0.02069841276115307,0.05920010597533244,0.02748918522592314,0.01002874658758855
CD34,0.025671451557130215,0.06006598610849692,-0.03454525157699219,-0.0454945172692732,0.02254429847747033,0.0290685916113964,0.015219519035361362,0.04330180545705048,0.0054474758913149205,-0.030279406586873992,0.10092553990065636,-0.05790011677847956,-0.0726897615663832,-0.10470735592427963,0.005515184586091842,-0.018135567121552346,-0.023356357193124243,0.08462749695235873,0.024058220978498718,0.0006814975871590849,0.09968389106594186
CCL23,,,,,,,-0.020155357122532275,,,,,,,,,,,,,,
PLAT,0.028649100842254083,-0.0009645655185987345,0.04178252708098214,-0.05983861120968209,-0.014746042216089253,0.056353356994109365,0.029419631495246443,0.08002510378116919,0.057827895931621506,0.05023776547213633,-0.014228130441709515,0.008753838441373498,0.055082449752371865,0.010414282366985966,0.02509781583342662,0.0021611861345950615,-0.002501654502415812,0.022612178366272606,-0.05638051886577992,0.0451058806188829,0.09366806376393672
NTF3,,,,,,,,,-0.00046047470039837867,,0.006194430022700645,,,,,-0.042673542249827556,-0.02210128477099021,,0.0677872638185726,,
LTA,,,-0.01429630273742754,,0.07824376055429506,,,-0.01560513026793052,,,,-0.010678080108443245,,,,,,,,-0.019107629948466126,
CKLF,0.053168323566337224,0.059735173462754726,0.018984295247950925,-0.09643338205421143,0.04339590238451139,-0.053075181044685484,0.017061850800253766,0.03075360529055615,0.01372993641530977,-0.0037426327373338703,0.03587192336864952,0.06966512472400838,0.02716752508405334,0.06713285251171185,0.012903524493992857,0.04015542462104568,0.04343068110737495,-0.008429205859096397,0.037121790834829284,0.022744426704815874,0.0999596111692791
APELA,,,,,,,,,,,-0.012266718332312885,,,,,,,,,,
CD24,0.014639520440684584,-0.014927767786096424,0.08016555325509984,0.005394371198870867,-0.026007352939217503,0.013744402814348225,0.037606981406334006,-0.008112381963952241,0.05539210543124219,-0.006173288178094142,0.030364330921471935,0.045872623751710195,0.08471655717938036,-0.04512069725427594,0.021923173087506898,0.0762140009677852,0.010932897374978146,0.028484076590570024,0.06037844248213752,-0.04722790004004347,-0.07441102527319289
HSP90AA1,-0.005239297398935697,0.014112949564625783,-0.012163599495036087,0.027027548873578326,-0.023959916806479978,-0.0034142934829630746,0.021186254031419088,-0.026177288736799375,0.045154514132029644,-0.04205842021342869,0.009413243774170221,-0.08325831971039664,0.022357968779002296,-0.06244146927634295,0.0065087700050820855,-0.07594763506951889,-0.08499762547504996,-0.030507283476790544,0.0048425368691872904,-0.04492322832933048,-0.04893275086286756
BMP4,-0.029560059715228695,-0.02848704665280156,0.09189943469283261,-0.010935105419589187,0.049903351219407664,-0.0028697909394621245,-0.054257609170323524,0.044554386261848565,-0.003439080667888806,-0.020412392718273817,-0.03629511876749786,0.010281757019939304,-0.04528121587548279,0.06411828191537439,0.11525383909975769,0.022331573350894234,0.07404110633046383,0.051267187863298334,-0.006359323619634629,-0.013222631791721331,-0.05634772781199651
SCGB3A1,,-0.01861232014808105,,0.008093535652436614,,-0.02090326619258483,,,-0.022403342290135256,-0.03976152943292547,0.0693570702012018,-0.017445913626564145,-0.049563648679683645,-0.05908418748427362,,-0.00526819895933821,-0.016508320168547225,,-0.02741148368141733,-0.02813524238603002,0.036308973002157095
IGFBP4,0.08613056708915871,-0.022614896496877934,0.04261392457739656,-0.020233591951826755,-0.0016138455084030456,-0.06375197562400012,0.058059685157758216,0.03447825788875031,-0.009772166638059453,0.04359562861616843,0.020604236667105397,-0.025182451864123517,-0.03273524670197966,-0.03726904861330301,-0.010347333542541188,-0.014749287016489684,-0.048774496345039935,0.05737153863613987,-0.029487450139270382,-0.03033051053097578,-0.004419523051408185
RSPO4,-0.04416910975181936,,0.033105771473097186,,0.018316803472451116,0.002276809017786442,,-0.01814971651775268,0.005033824222562819,,,0.014762240610952156,,0.022394679043578808,,,,,-0.018460467690813387,0.043467974454334486,0.13186899805506522
LEFTY2,-0.048728046725064346,0.013229551880981308,-0.014471883086486797,-0.004809467250048464,-0.029400469215123612,0.03897330807155356,0.09891356209479352,0.09742797246339542,-0.0009821761217539671,-0.001826691321229616,-0.031392780643561796,0.013554366606277811,-0.11391547655918949,,0.1648478270117192,-0.0185806004895413,0.0745631736741026,0.10211401653030065,-0.009778378429394058,-0.03405891521906991,0.05407084343970312
PF4,,-0.019307294439229856,-0.013004430410459414,,-0.015667455559595603,,,,,,,,,,,,-0.014355821433032255,,,-0.019107625526818828,-0.02007024143480387
ANGPTL2,-0.035131827037281,-0.0756189030599842,0.04263128953640766,-0.010432715213400005,-0.026669953315243883,-0.029359406529092077,0.0377860230203928,0.042433103801126415,0.02212955070122958,0.024120235597377346,0.0548915284313085,0.023767875536056776,-0.01108955778567982,-0.0683770218391195,-0.02937344226828444,0.04122035578833682,0.004378141123116219,0.0193802780763321,-0.008543406218468177,-0.031216136074351086,0.05169121764087765
LRIG2,0.14237075655936332,-0.06028064740380476,0.05144762332283377,0.06032656156294592,0.010757194810802244,0.06713303028884035,0.020240627449325893,0.01378804523184271,-0.04335140528030104,0.008606684668341236,0.0923012999765925,0.025746557704784234,-0.011440601499714763,0.055106852637382644,0.08888248244287686,0.0842899015973145,-0.004007700042790947,0.039553392669295445,-0.011386554373760285,0.097100415958921,0.004701364979030792
ICOSLG,0.048846708638841795,-0.022722498841899353,0.06230229916045644,-0.020690015264269477,0.022776779976124595,0.06298590104688385,-0.015681327099160765,0.0333630487389594,0.05973699231666909,0.030741385603035846,0.05748088899187574,0.03965780127546817,-0.01588421188732113,0.1275049802505187,-0.07846388342298224,0.03926491085030654,0.046288197193347674,-0.025458444936541556,-0.008883590253699702,0.006497804029044148,-0.0010891082011478986
WIF1,-0.06377665353424498,0.026735377247320516,,0.12667629031424155,,0.028830678145489994,0.006925290987563807,-0.014005706348325516,-0.04215844551751841,0.11281310103507332,,-0.031013323321155292,,,,,,,-0.01716079283469864,,-0.03682846421861184
NPPC,-0.012767496413225493,-0.018554930926119605,,-0.02151292346724295,0.023005860313566558,0.05427921787605275,0.017517416212489596,-0.027320682957906992,-0.031135158655394946,-0.05965030632902718,,0.0509161256759231,0.14821583215445408,0.0005601674722467358,-0.024898965781411812,-0.032675130730067316,-0.02716217656564588,-0.03718159550570387,0.060647183338210946,,0.03801541448271478
LYZ,0.027324172007373727,0.011433924975231036,0.08700918361512837,0.07136170064541564,0.024676673474517425,-0.025471351733309694,-0.027836534195258503,-0.023230543698468366,-0.02315881971737718,0.01458202306076965,-0.01764644185488503,0.033979846548678486,-0.023658314344452595,-0.02860275127472975,-0.00024409925139706208,-0.022177647407554547,0.02966543265733552,-0.03500109057783121,-0.02636268973714904,-0.028165378567196395,-0.0032781747378287044
EREG,,,,-0.036983829473235974,,-0.008747569256221572,,,,-0.0247159658002943,-0.026331886587843745,,,,,-0.024269110534508646,-0.026633843269484387,,-0.022992823753694432,-0.028856940567734107,-0.023106793355075497
SPTAN1,0.04948753742460316,0.015012519948767853,-0.04102704729117871,-0.05086120931447283,-0.059973793822565104,0.03454499067556036,-0.04411429669565879,-0.009513972551327068,-0.008801421894578521,0.053785657427039155,0.057960584301058785,-0.028078253100831608,-0.01742238308460985,-0.0647715028922281,0.024524433914382176,0.02840870199177635,-0.02684808101439031,0.07945456499194399,-0.007147198037940607,0.03401824653751133,-0.0299795851699472
PTH2,,,,,,,,,,,,,,,,,,,-0.002013828169034113,,
LIPC,0.0739439490460794,-0.02363720321540539,0.013236027007839926,,-0.007455996712988555,-0.025983203571724983,0.02935000742084846,-0.008487659312254814,,-0.044265844271077104,0.03500795075375931,0.030486704191334677,0.009643987963849746,0.10767595767696767,0.06937635053851474,,,0.022078040585847482,,0.011474105956979546,0.14752764226225817
COL8A1,0.006177073041106711,-0.01523612204763057,-0.023194780673008415,-0.0342563121216818,-0.01656252368211562,-0.013341199996448325,0.005894619545270025,0.05516698530982152,-0.036917767707113365,-0.05195934672048834,-0.07801925918186153,0.005810165487436769,0.0057252675930553575,-0.04988945466039398,0.043172666337278974,0.022936812733881585,0.04739704159241852,0.061105997942096084,0.044313448326928864,-0.07244042416348603,0.06224913825841267
GSTM2,-0.020675308931951037,0.0020587404950990836,0.00667483638640394,-0.023667543459386053,0.051034424135697164,0.0036093185838295193,-0.029119502009960607,0.011071490705352233,0.006592763545516461,-0.039311048108225326,0.07396500330378102,0.05877278566047515,-0.0983006602371955,0.04085707661996134,0.016273045096283967,-0.035582289906620976,0.019037738598469654,-0.017050234652784883,0.06140178437145644,-0.04209529594562798,-0.005382803480691918
IL4,,,,,,,,,,,,,-0.04267287306846335,,,,,,,,
SPX,0.0025962495970738024,-0.020049537913157695,0.04971340034346986,,0.012462705043546797,-0.012580048125403642,0.07537709442123032,-0.026505731342241334,0.024037444948441917,-0.0205260911233493,,-0.01192854817626438,,,0.05359466851593195,-0.02206868833857668,-0.017824587249921642,-0.1118730766239386,0.018006229854263287,0.09283164802200802,0.031903027268977244
MFGE8,-0.019735947192170162,0.019359296356632,0.02008617594534499,0.024430754614758167,0.006012754484363847,-0.03842038193033536,-0.007960742846272037,0.08388835608543188,0.051349583834815166,0.008612708842216247,0.03566105270453765,0.002862792335982421,-0.018603879018171846,-0.12475699836121112,-0.04320237326157272,-0.005483172531736314,0.018828523469514965,0.10573717828310611,-0.046875169778321936,-0.05004125356112582,0.01651994312213276
TGFA,0.03467447030641876,0.02067636840453408,0.0416004546044154,0.039852493473840074,0.014581909795461742,0.018325657331094026,0.019800034408149012,0.03502978413459898,-0.004570130544440429,-0.057888874826604736,-0.018508824465860763,-0.004984180000766068,0.03826964559266661,0.0015596837660365784,-0.013579804203456254,0.01256231760741607,0.005375324267594,-0.03235674628026234,0.03485995984276393,0.08256908336306627,0.048395230700006675
SLIT2,-0.023237241724588933,-0.0340376383964598,-0.033908647257886275,-0.02179866771569847,0.05492905464665004,-0.005129586379815462,-1.8864839778074185e-05,-0.026729899269679072,0.030015061207306737,0.06769986008631344,-0.03481385226417619,-0.05623861832938799,-0.049376617038377285,-0.055902186728193234,0.02044335888677281,-0.04260736535873777,0.05128481374659652,-0.0461876088195841,-0.00803240341851155,-0.027661738341438064,-0.06006589061153835
PLTP,-0.00726695709039349,-0.02735263545768718,0.04026125553393432,-0.04381819539609546,-0.012063483164766457,0.01733235305598559,-0.018785745218543794,-0.011906642052645069,0.007552972467369882,-0.026888488505667878,0.05946258648951474,-0.013619050552575424,-0.04441237389930239,-0.0069924234514446995,0.03535284534771989,-0.04508563051072461,-0.05891151551837351,0.0429281552003651,-0.006293205465228674,-0.009784221223109908,0.052259061890633805
APOD,-0.02811501964332804,-0.06763028226660274,-0.03892377652207681,-0.08662746734160488,-0.029067503885143182,0.004764896378865785,0.024652986590159083,0.0315189141762659,-0.09389253300299215,0.007575800551202947,-0.008756949634651868,-0.0472057877300013,-0.04304203541296026,0.020105700840922402,-0.06927650983635039,0.09590864981022577,-0.016419432494121665,-0.026448606488890983,-0.026619493148797208,-0.042410886274448154,-0.05024066711632019
B2M,0.03763811347109954,0.004807440388005343,0.02900125239917783,-0.012944055801773881,0.034352008090704454,0.01726829289801311,0.0166851424563626,-0.08152803245922724,0.029975003052038648,-0.012910769801413759,0.03603351198155035,0.0634174551391825,0.004948068921453941,-0.0054580743431888405,-0.00798843158229559,-0.05728532379057504,-0.04228647914427895,0.06753331876285208,-0.004721115441033413,-0.060646851962201855,0.037286987181539874
OMG,-0.02259516566433709,-0.009677370062269841,0.011021382344861849,-0.06768595024834875,-0.03354651137362752,0.0030800328204923138,0.013120908723318453,-0.05059826497356171,-0.012562302134303795,-0.01504032003265217,-0.023247984280530272,-0.006709604941787285,-0.04274926717594752,0.014303770271603356,-0.04997851960232386,0.0832771303602906,0.03228204513900368,0.0073135378486679035,0.02301338289522764,0.09310947267936551,-0.0020419237262979386
