,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,0.008536427486636368,
BMP1,0.06797723774140628,0.12206807180629571,0.01542333858433058,0.006390021724297882,-0.018553271419523763,0.06849506527713696,-0.06881664909961693,0.08014097791714524,0.21519838057407464,0.09063964298256949,0.08144427223250494,0.1054957710445388,0.12032524840949839
NDP,-0.01189347545446696,0.06480674089908615,-0.013419224802520799,0.0655840173504315,-0.04456430052046282,0.003078435308148708,0.04779615116969088,0.07806678060260093,0.12237711402601512,0.12616059542226937,-0.06597846437191984,0.03994592749819539,-0.04522852124915121
TNFSF18,-0.03217505671953008,-0.018698511195437195,-0.018745376170724845,,,-0.014130677245710136,,,,,,0.04074663276479648,0.03885407295714973
IL36G,,,,,,,,-0.02840339766710251,,,,,
RTN4,0.15168683966202978,0.0415008580079052,0.009153257908160734,0.05715471880724724,0.00022742185762951466,-0.0530586546007484,-0.003277034944087805,-0.09367472669935556,-0.047931855004716604,-0.12067667729212525,-0.010117500078877633,0.12132874071856314,-0.15556793015784548
HEBP1,0.10612085969874475,0.09067929826094809,-0.03944590027267912,0.05245374153731827,0.034681076461116,0.05086986317899978,-0.07366221577259309,0.024803137887439985,0.026850571861437817,0.02636203206086893,-0.02171789015254445,-0.0276893193395493,0.053156068033857085
WNT7B,0.1288874280061203,-0.02914253625328793,-0.01843457825487299,-0.04678939992821744,0.04364084149382415,-0.020331115134755787,-0.06031343770374183,-0.031218607283442945,0.032977096732416646,0.04038625191674074,-0.026969474816628054,0.13839829886050015,-0.03388605898057286
PTMA,-0.10078838381592033,-0.07336972424370924,-0.04257210883906187,-0.03243413451691756,0.009741162237836217,0.06764531503287824,0.07590786111463847,0.0636963151639015,-0.09794500586112062,-0.07900841092930493,0.05315777899038205,0.006159580912695123,0.15146809389504282
FASLG,,,,,,,,,,,,0.019717075447893914,
CEACAM1,,0.0006979816227224344,-0.014147430045393612,,0.012137633947427999,,,,-0.011309080610971486,0.03942602959915357,-0.06582896625006751,-0.02006271550814087,
PDAP1,0.022863609885677403,-0.026001780288897502,0.026070414176974997,0.012393375056446627,-0.0357234926343547,0.0427743873157947,0.11962077662427112,0.020380947677837474,0.045699731217206684,0.0909621549242696,0.05473776841481595,-0.029564382742075394,0.06015995137135794
QDPR,-0.008085287362521728,-0.13201030814169842,0.029386376400306967,0.021235730790282157,-0.021073450039697985,0.01212065452619305,0.08235705334612164,-0.06070297156148968,-0.0892840100783289,0.027035997100093124,-0.0781356470977764,0.07659263343459988,-0.16522788038590286
POMC,-0.05097930486488736,0.08128411905724986,-0.025137726072925998,,0.01743109472050466,0.03242305215159422,-0.008177484362497291,0.0064461503631649585,-0.010038821791595959,0.05645579402831304,-0.05845822217699318,-0.01162538121214292,0.08726812866256528
CCL18,0.10433189238593693,-0.035921322023196665,,,,,0.12641211980005476,,0.14732192857260176,0.06031619992985413,0.057809849634573064,,
CCL17,,,,,-0.020578767713800388,,,0.0006332067089358951,0.1092969501588956,-0.014660744983313052,,0.05412598573617086,
VEGFD,0.024858752495014808,-0.024377102596824688,-0.02026335515010417,,0.018403426607479623,,0.1258721422341461,0.02071423361619739,,-0.0023187059104189615,,,
TNFSF13,,-0.01784540677098844,,,0.0066678768320878965,-0.013703809102778504,,,-0.004261520121829224,0.059936223374521515,0.06494782593309503,0.022508307654036466,-0.02612385047478858
WNT5A,0.00978319287875733,0.08837343956308134,-0.0003870168875174003,-0.01551268823377837,-0.015443535955567703,0.0832977800757505,0.035606706755105216,0.007339119957246996,0.06273076880995776,0.021748787459024112,0.07161589823730463,0.06039295064258626,0.10984004880347782
CXCL8,0.1031695761484384,0.0415149432179163,-0.018973404715194216,-0.014528240873564165,0.07786348703424104,-1.0223639271063247e-07,0.09555960827484315,0.018998277657561204,0.15856661773957445,-0.031163834377989235,0.08857405385403258,-0.006510539105132339,0.03649112544694111
GRN,0.1127580586151594,0.21015533995093627,-0.06327338545454575,-0.03430003028007965,-0.024607028568397724,0.08626758393679139,-0.013260448108076353,-0.020671647206918317,0.07597925759554844,0.05517811761290408,-0.024430583061265068,0.09133303955033523,0.03230802309306417
MIA,-0.0064365865313904215,-0.032333826623887174,-0.018020810996863874,-0.008298760491124647,-0.013636738642202838,0.04875752896950335,0.0943026843280172,-0.010689452847608855,0.15818512837603152,0.1381004983890467,0.14413918706401996,0.06261185825115242,0.1126606259360204
