,ZH1007nec,ZH916T1
IGFL3,,-0.015224980992989343
BMP1,-0.0836797731287246,0.055414990951336035
NDP,-0.12017543033434437,-0.05943655914827948
TNFSF18,,0.053056258709784004
RTN4,0.023034342113843868,0.04046202367344626
HEBP1,-0.022982091761627518,0.00769726533514638
WNT7B,0.10277184114566391,0.060449579959110815
PTMA,-0.009790129377701424,0.0015220226578305884
FASLG,,0.01771539180475711
CEACAM1,-0.053039348287954806,-0.018372290466835632
PDAP1,0.03814214266903918,0.000667338597612787
QDPR,0.025363763495075686,-0.01771347817017603
POMC,-0.012341185630898368,0.022504963557113497
CCL18,-0.045478468266619165,
CCL17,,-0.011968505636386888
VEGFD,0.11014494339763378,
TNFSF13,,0.06410321134649806
WNT5A,0.06269485081063803,-0.016181943662349686
CXCL8,0.2394231372741469,0.10523561311954359
GRN,-0.008192768389941816,-0.058513898378469965
MIA,0.0446234622931684,-0.022180466650972282
COL4A4,,0.0871221886718832
TAC1,,-0.01573381766790768
RARRES2,-0.05337784565501294,0.0036345928000263055
FGF7,0.04146990725238829,0.029506207897365695
HBEGF,-0.04591102099867891,0.019226750071311055
CSF3,,-0.012600990075197351
PI3,-0.03693267221423666,0.06411926420448966
PCSK1N,-0.0062263341461248345,-0.021117018828706934
NTS,,-0.018660348015019094
SFRP1,-0.12186205306170236,-0.018226728802057165
MICA,-0.10235603211246781,0.01841004343449515
TG,0.011496806179327978,-0.02457433418946579
ADA,-0.12038963001132827,-0.0004815912829143881
LAMC3,-0.0846346493401948,-0.034335053179068716
CCL7,,0.11396629910832128
NGF,,0.001138373622871726
TNFSF15,,0.01524724862932858
HMGB1,-0.019555593996438712,0.0003378187678692262
ITGB3BP,-0.016755767463382403,0.07156250319631256
AANAT,-0.06193542294671549,-0.01397103452228421
IL15,0.02994699054073252,0.03199362054227186
UTS2,-0.011997010949190222,
BSG,0.06578320064013246,0.015227056120035186
ADAMTS3,-0.15453848614866955,0.00833959444196256
CD34,-0.10696013681466321,-0.01081335210405162
PLAT,-0.18143139099907238,-0.006275257525368506
LTA,,-0.018802906981560213
CKLF,0.00038090524668320426,0.012714866319332345
CD24,-0.11164203891145687,0.053517745830159495
HSP90AA1,0.12236949749703072,0.006389606475306867
BMP4,-0.04680955422625326,0.03528301238526616
SCGB3A1,-0.006535271472076198,0.03161889311601199
IGFBP4,-0.08538204677879672,-0.011535588244333768
RSPO4,,-0.024799066077916838
LEFTY2,-0.10543141654121434,0.08433933816029529
PF4,,-0.01880290263042807
ANGPTL2,-0.11225712303077597,0.03719611856891641
LRIG2,-0.013744186990894814,-0.061662004339547945
ICOSLG,0.05919692773544994,0.04062572841730878
NPPC,0.031348969251856,
LYZ,0.03766426934890855,-0.057992895602410124
EREG,,0.0018915861231397785
SPTAN1,-0.11778998956696318,-0.07089409996821368
LIPC,0.07555542481638357,0.045555541271245274
COL8A1,-0.04449981932660788,-0.08526235296140537
GSTM2,0.008562210084043008,-0.00022375915117305392
IL4,0.006937365937507176,
SPX,,0.03896253410973655
MFGE8,-0.12714577107472477,0.03268065111053648
TGFA,0.14501211910891112,0.035869856771300786
SLIT2,0.018630413977437348,0.010583604189627676
PLTP,0.04094883967363811,-0.015174828220921453
APOD,0.18198450221060705,-0.07793219797653868
B2M,-0.030961137948358027,-0.02219259436483112
OMG,-0.09267001056197509,-0.02044800535054601
CXCL3,0.13642984905917352,-0.010409143701497042
CXCL10,-0.003387641871421564,-0.0350399517418663
RSPO3,,-0.013400103330929235
NCAN,-0.2092806407338619,0.0070610189462804165
PRG4,,-0.030354845419958757
ZG16B,,-0.016708486736140324
TGM2,0.17997126492625254,0.0007711420400412271
VEGFC,-0.0500053732443216,0.03619554291019362
WNT6,-0.03372665907129304,0.16898821698548566
NRG4,,-0.013400104832761115
PMCH,,0.04702801651073249
COL9A1,-0.07575708453661359,0.01836411872381238
GDF11,-0.023340792932915615,0.05453418657426609
RAET1E,,-0.014699819791225852
SORBS1,-0.13970173525228133,-0.030735384616635917
DLL1,-0.08791976383468168,0.09351941257838679
TLN1,-0.060325171911619145,0.008703113451096407
COL2A1,,-0.019501679456369898
SHH,0.058390123451873215,0.06964839562207774
PON2,-0.16246651979972665,-0.022852378102962773
ICAM5,,-0.014754423613282204
HPX,0.10382351400829407,0.02721510255740052
SFRP2,-0.04411320020816424,-0.029290766099731677
CD70,,0.02228696292094109
HP,0.08150214840752475,-0.020045091202883704
CXCL2,0.08788038713104183,0.09232982705669582
NPPB,,0.16959410831101565
CCK,,0.028407529955039958
SEMA6A,-0.1238005642209852,-0.04208853254550186
IRAK4,-0.03295203225958638,0.023310945647972814
GSTP1,0.04844641784700325,-0.02881258569186651
VCAM1,-0.016291756438998127,0.01247429458627979
NXPH3,-0.01864551698245207,0.03527257762475156
MTMR4,0.03326398161157704,0.02250184871572699
LAMC2,,0.07720163706294683
IL10,-0.06563490967564913,0.05768126897729919
SEMA4D,-0.004055275151998876,-0.015387878586080426
TRH,-0.06015260550025335,-0.015224975218680709
SEMA6D,0.0027278716000792994,-0.031124106057333588
CEL,-0.05650411923442477,0.037502370929145296
PDCD1LG2,-0.07147384997355752,-0.03669104479291474
SPINT1,0.04173296747358063,-0.03745555209080792
CTHRC1,-0.06361305563919938,-0.01720435013787852
PODXL,-0.17673437470546077,-0.03626448915706364
JAM3,-0.1102357624764899,-0.024019669861079274
TGFB2,-0.13288597204391836,-0.05182568593559418
COL18A1,-0.14884997212705214,-0.0526075822221497
NODAL,-0.07546223424582998,-0.00022453994994957606
INHBB,0.061229579306560256,-0.020168815275210836
LCN1,,0.0894362457302708
ARF4,-0.07382747243796182,0.029191328420077024
CXCL14,-0.07267687666508811,-0.08631566474723151
LIF,0.14579888137034933,-0.00206759451248876
IL17B,0.03784572597400039,-0.02600654488268625
MMP1,-0.0644837534699551,0.010167830415084898
MATN1,,0.04969585531352419
ADAM28,0.04349128657895415,0.014335058251330942
TCN2,0.04102992745341243,0.033777853150645125
THPO,-0.05593861723474242,-0.020045097305044134
CUBN,-0.0042593965978001995,0.019320062281964208
TIMP3,-0.10971689259425553,-0.05462659501225199
PIGF,-0.08605943750429589,-0.01614993467246454
CRH,,-0.022830777393149655
BDNF,-0.09975988660046863,-0.04807976558987819
CCL5,-0.045388927069380865,-0.020942585432794064
GAD1,-0.09100638813509276,0.1395433370801451
COL14A1,0.05408533470488417,0.03931374686454099
HLA-A,-0.013485774808471579,0.011859188692059154
FGF18,,-0.015224976440168524
