,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.07920840703190732,,,,,,,,,,,,0.08641146021887884,,,-0.027873567387656173,
BMP1,0.007349750142327617,0.03572003356736608,0.024244866767982574,-0.025053413053144458,-0.03224564944573646,-0.08718156793180981,-0.06972911379656034,0.05384721636547307,0.14787996937051742,-0.009302047515014426,0.04098590510661652,0.11259570935861442,0.025390013606022666,0.09344678445974386,0.022720361468830094,0.029246037136316516,-0.004352871285642996,0.06815334027736612,0.017164829733908732,-0.01974985141690786,0.0006761759115740029,0.03000298132176878,0.1086597227957021,0.07504859991978727,0.04841640937717912
NDP,0.06237641955613648,0.11446791712395392,0.11045624167693746,0.011911105396661579,-0.01358617985044181,-0.037153584357271896,-0.00826898942681128,-0.017440520625912597,0.05759606046619794,0.02489014278463295,0.03950363951671635,0.02733857835882185,0.05667916610610448,0.0851559831639553,0.023412081126195295,0.027445028996726045,0.09420731291443649,0.05118151614437585,0.08412805525191909,0.08451498027207051,0.013584876613212206,-0.00446443925957398,0.04381934048249675,-0.020611343395057918,0.04739206413126728
TNFSF18,0.14460214786470516,-0.05721705181454276,0.03132037110033798,0.15943980166310037,,,,-0.02072729285639411,0.15674935454442188,-0.03990709416601226,,,,,-0.03535253548304975,,0.0656198658152018,,,,-0.03447012106134809,,0.046880608795464,0.024712195991610723,-0.03090682691162913
IL36G,,,,,,,,,,,,,,0.0038372905357557715,,,,,,,,,,,
RTN4,0.009797818851658093,0.019062241352603555,0.028984545186235226,-0.04847293296467025,-0.02089481921353088,0.02041852360233661,-0.012268466875003128,-0.06667291083308813,-0.2033375820750125,-0.051310614365197516,-0.07644592887929713,-0.11903111972277407,-0.11818403164232465,-0.06444672773379038,-0.05798422793876941,-0.027009338764935487,-0.0871808236878315,-0.0027318716522069584,-0.0709309870730101,-0.07515762957068094,0.009959556157567391,0.07866793441287558,0.007682185077017419,0.046889847774209896,-0.027664951892268783
HEBP1,-0.07365025630916153,0.03585696527561299,0.03692414041123594,-0.02726560861045368,0.02102596062546998,-0.040148244472789384,0.04697173302659063,-0.0017499649695215658,0.10332225176278811,0.0039837923143505784,0.0018051838871058512,0.14245906891574442,-0.006737643739702876,0.031447853645196575,0.014346446806223061,0.014384548045136178,-0.07697502897859258,-0.04297676212177231,0.09940301923480423,0.07666152606873282,0.046365398050004156,0.02329109416487004,-0.02143160642183989,0.03737925349671094,0.013462584074001954
WNT7B,0.1517431990312439,-0.006906312074753707,0.005018864326682981,-0.017141580028859377,-0.02954104417929369,-0.02508291204490916,0.0023051141795634943,0.011146886416827545,-0.0660561475794533,-0.0008410911951113723,-0.042823551865659545,,0.02230926278018307,-0.0018846475775861045,-0.019621746055101738,0.059417721741207026,,-0.0331667524745337,0.08065700612614088,0.07086589759408958,-0.012761681334980577,0.002719356070312749,0.11828488740437666,0.018591175027581414,0.008738177469898075
PTMA,0.019898339726121143,-0.17004435210081378,0.10425147765469989,0.08118713798569838,0.05027860391873356,0.009372302743297601,0.019081896670229644,0.060750311715441055,-0.07955445140784984,0.033646724426795185,0.0277739591567837,0.19008143463237348,-0.026315663938812014,0.04681898081799914,-0.05473533955282573,-0.0926063383599099,0.02479233591460398,-0.016333158672723516,-0.12760865771408514,-0.04616518841528557,-0.026590180847442167,0.02286443683640552,0.09612845565676366,0.09787346223683527,0.01638604370257986
FASLG,0.0380676770741016,,,,,,,,,,,,,,,,,,,,,,,0.04336295667526723,
