,UKF248,UKF259,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.06082131585089312,
BMP1,0.13784716692732407,0.008998521991634029,-0.0018773823657711366,0.10494389762245818,0.08110161535996717,0.009600837634914094,0.15352882479085816,0.13940295031985955
NDP,-0.05147341570511011,-0.009870295803453503,-0.016595033567961662,-0.0035702619290174232,0.05504941459554356,-0.04739666721339958,0.0032463475213995847,0.0115709189266311
TNFSF18,0.03606459536080742,,0.11331614027281335,,,,0.09843235735834327,0.0036505130573288693
RTN4,0.005202683695402591,0.11817672191401815,-0.04123175341983658,-0.042895449392120893,-0.0500849509071557,0.028655681971707696,-0.02658202001047666,0.008558887514484817
HEBP1,-0.007738678457238709,-0.00907331407466586,0.025286580211453205,0.012117474488525251,0.0403213579782158,0.0030659029110164165,0.020153950135541478,-0.0005960698734646938
WNT7B,-0.02521618248937968,0.011197626766072067,-0.002738945609780986,0.0907820884649378,0.00380084162221279,-0.020366673885378588,0.11499039875124234,0.03440893342918064
PTMA,0.0012021403514615866,-0.04965241600295697,0.0356981425130715,-0.09532955540481886,-0.0640869465672466,0.0647972012824391,0.11281610781198113,0.09732174269332113
FASLG,,,,,,,-0.03027992410063044,
CEACAM1,-0.017949798718652345,0.00011315809645122989,-0.02379446037701859,-0.008471861457867914,-0.021606670607486684,-0.01351765766452986,0.03932240427615169,
PDAP1,-0.0494093383443358,0.040940391305701145,0.008226950272424989,0.03915768701125792,-0.005512865990189881,-0.02396577374763272,-0.017440329525840546,-0.038556237217421026
QDPR,-0.04077638819363069,-0.04357065227271465,0.08809643199936068,0.010670693286145413,0.042659149586138465,-0.009189372240445935,-0.033140656957379416,0.008924057319551218
POMC,0.12194399701383991,0.05029634537659842,-0.017554604134842337,0.025163995810853417,0.018242278656002725,0.043837696925629034,0.016199243387989254,-0.015224073584647519
CCL18,0.008033560900711096,,,0.09964146354524671,-0.05276205883780749,-0.03760982423803747,,
CCL17,,0.017394596155144083,-0.004317043311506214,0.07717012979504996,-0.018268233376512098,,-0.027445350167685522,
VEGFD,-0.022399659944547238,-0.009491875151081247,-0.02010324425811457,,-0.021606670607486684,,,
TNFSF13,-0.01690350219502661,0.045899481869451454,,0.05615389708548213,0.06345879041413124,0.08091679062961273,0.08560895835338904,-0.0036213013919185653
WNT5A,-0.02077874208241608,0.024867551089478503,0.001626514388051366,0.02107138740193263,0.016210566748421914,0.0008232208991078876,0.05127488703485827,0.018724579473651554
CXCL8,0.004413572433956576,-0.06646818512626665,0.002892348283563207,-0.037625835623565716,-0.11907072668975217,-0.02731788470516807,-0.004481188336659903,-0.03872739676635628
GRN,0.11535579812114967,0.013699142412743436,0.022462766064358052,0.13610876566741423,0.06508649983535118,0.02974473002067909,0.10132758557500803,0.09473546329797419
MIA,-0.011469640557384765,-0.003945453651233368,0.0016297363290335054,-0.0110171509705154,0.03919310579005231,-0.04165884948716337,0.013052377577877784,0.007710502924909256
COL4A4,-0.026901801058823744,0.05193530622661535,-0.019699742093151094,-0.007715240185150281,0.08980796248843247,0.044361913469059856,0.04666642816031481,-0.0075245005410443525
TAC1,0.032092357534476354,0.04080056549247785,-0.017091244160499133,,,-0.02332181041532054,0.012672796718748233,0.037410814409844055
RARRES2,-0.039517868017186035,-0.03766694903071025,0.05315178413822045,0.023645864623253465,-0.06501212946105236,-0.01990949044370637,-0.008212113581871534,-0.07156081960927953
FGF7,,-0.0011810602707583797,-0.023834896034494252,0.020596000251146728,0.004102590943726223,-0.0059659441220286545,0.035449363534890276,0.022132225365185318
EFNA2,,,,,-0.02053569442753148,,,
HBEGF,0.09774841780193487,-0.010112676779704293,-0.019493659749149524,-0.048595597421100256,0.022666232329570418,-0.02572304205626022,0.025251338854875634,0.060107575573500174
