,UKF248,UKF269,UKF313,ZH1007inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HBEGF,0.12616092648317115,0.04299734921285832,-0.005850520268838951,0.07016876576005573,0.0189652959806496,0.06965959128096466,-0.00847780648335191,0.03853328578978911
CSF3,,-0.015131448391027208,0.16359817147012026,,0.0629502368552333,,0.05083003203151055,0.09306884938370995
PI3,-0.02013996211976267,-0.01703821060179829,,,-3.694316919237418e-05,-0.02321064261561068,-0.008724192061209075,0.04129997609467006
PCSK1N,-0.0366465060907592,-0.04615777964719584,0.017964220975409544,-0.04052248698488684,-0.038908829106140255,0.03975030188947956,-0.00232815475675947,-0.06864998313384058
NTS,,0.0015665901752190043,,,-0.017307861557639078,,0.03572971388986827,-0.017723726869869824
SFRP1,-0.051705338492591034,-0.0002497768660316608,0.053646762181771536,0.029365087687909956,0.038980037903457485,-0.025363176406472527,-0.034761492442147886,-0.017311872359445937
CXCL13,,,0.011985817227439811,,0.1362088563776221,,0.05470840441340378,
MICA,0.1271722633618968,0.07201851749829234,-0.03995990373287041,0.07678214095310791,0.01831271447111957,0.02506322351150381,0.045887079196612016,0.008958521606401286
TG,-0.030146657173140898,0.0023831440004816852,0.05223452770532303,0.06247253463970068,-0.02131652354180123,,-0.0174940507081097,-0.023340871608205634
ADA,0.13589363031094895,0.0408812941656273,-0.007036134598722373,0.0024007935794853807,0.06915114803703848,0.03425646220485777,0.06133750549988254,0.03409114855045356
LAMC3,0.16173533857078398,0.09332959757518701,-0.004666592075618856,0.032384877456707914,0.12955332274761755,0.09998112784535658,0.10839237922867356,0.04551836899840871
CCL7,-0.012176999889243709,,,,,,,-0.012541835202948545
NGF,0.061797342087810174,,-0.021834677511975965,,-0.014015489870458633,,0.024613457463829477,0.09837599180575425
TNFSF15,,,-0.014821547214597545,-0.02574852625930972,,,-0.013199638299676601,0.017641265966418226
HMGB1,-0.06868238397738931,0.06598413401776118,0.013318533495469779,-0.044986725504669034,-0.052266590092587474,-0.025274905391496492,0.05294243148933231,-0.06097024666231571
ITGB3BP,-0.0005647422022752489,0.062141721205955784,0.030118663389287207,0.07963022895665095,-0.013519252954089369,0.05418189957354655,-0.05888295347997868,0.006872729710574403
AANAT,-0.01766697423810406,-0.013648975934760936,,,-0.01911803184326659,0.02516590558078574,,-0.013269784666566104
RELN,0.0291114744064901,-0.040050377895908415,,,,0.13927238417594043,-0.015943732590478505,
IL15,-0.019926757077165437,0.10252449467042674,-0.034851162792157026,-0.010932563977160737,0.019492025333092564,0.04883956785731345,0.03996655688454625,0.10254506078066404
UTS2,,0.025101804768554312,,-0.03619289050717928,,,,
BSG,0.03196603159131126,0.012212048451996194,-0.04907203814502127,0.09168891405393169,0.06011831599852148,0.18788652060494118,-0.03583061666315266,-0.04057447233157789
ADAMTS3,0.08703186586092722,0.11445558195678268,-0.029079203013321744,0.08410881560275589,-0.028664627594331624,-0.04265057650233986,0.08340129624690328,-0.031017640176122897
CD34,0.14155679161014004,0.061165859243453996,0.11985396317505174,0.026782167642794952,0.041991909165145995,0.03058469239322588,0.03931920893015929,0.0026165858167574827
CCL23,,-0.015530367981434187,,-0.0023070037490442096,,,,
PLAT,0.08664172318790381,0.07688836998826303,0.05356881587751403,0.09022181111895301,0.056076474260958784,0.07214672911119334,0.06560617775902323,-0.02340075854075437
NTF3,,,-0.018150210753598472,,0.01994434352860088,,-0.0013306495726752242,
LTA,,,,,,,,-0.01785913035665325
CKLF,0.0662558247327563,0.09127003268561373,-0.0020093653949378883,-0.022662981118291525,-0.023553469614871064,0.006011418934499993,0.011286087671852817,0.0387809046058195
APELA,,,-0.027322727939715793,,,,,
CD24,0.0028579294999572288,-0.024590999105972466,-0.03623850885058899,0.024063200102150708,-0.0521012126859358,-0.034036092052616596,-0.004707702526737168,-0.06465329535915947
HSP90AA1,-0.10423565017278914,-0.07428106426190507,-0.07474717835148019,-0.014288149920446793,-0.0266614076620428,0.00784526672256992,0.04946679694282299,-0.032637702959150375
BMP4,0.13166894473352675,-0.03255863099782764,0.09422383758499081,0.030032839515766355,0.05147422540177169,-0.006452096028048349,0.1176404455584303,-0.01919100730375885
SCGB3A1,0.01597804037609366,,0.09983705540698008,-0.01926295406955188,-0.02719479306190218,,0.014545182524060236,-0.0262968752662327
IGFBP4,0.13594403214914247,0.1222009176246669,-0.008395895684012885,-0.014409475337495498,0.06579479489647656,0.07927762943603454,0.011530343386000215,0.0880808972774996
RSPO4,,,,,,,0.06136463201534458,-0.023554323501313448
LEFTY2,0.07742567853518662,0.11742171191626673,-0.0167585731517952,0.0729529845655244,-0.016334863271751356,0.15944417593331356,-0.02510501645304191,0.018211672418271586
PF4,-0.012631681427538689,,,,-0.013021193551846515,,,-0.017859126223918016
ANGPTL2,0.11436193523067942,0.08226952973014237,-0.0450399672527584,0.04312224034846903,-0.01599158444529495,0.029811360462416517,0.05688443791032359,0.06159198942794323
LRIG2,-0.011358761638429546,0.03963906540190013,0.04875725735217051,-0.01396245861981731,0.0725429384031362,0.06436559819000325,0.00827147387815342,-0.03668547027735167
ICOSLG,0.0628262630751095,-0.019757923866889283,0.029569295487989308,0.04774882762744999,0.03409087641710309,0.036513922459218334,-0.021721125964458816,0.06294747246183695
WIF1,-0.022728660438819097,-0.06643303491187415,,,,,-0.01716079283469864,
NPPC,-0.037776311508196346,0.025166461168070167,,-0.0356260148039547,0.028075002114396272,0.06073295712308097,0.02120901641510272,
LYZ,0.10368569515891027,0.020002390809802408,-0.0012003312788760486,0.01843807406598151,-0.0015486085020002419,0.07236550033172102,-0.003908069756181088,0.03535825134817026
EREG,,,0.057388083161586015,,0.0922535536247396,,-0.022992823753694432,-0.010263412935510542
SPTAN1,0.021812723871163328,-0.021316793423638673,0.009418903465387147,0.013230308663613884,-0.006911534232410419,0.040913670507495066,0.015717024325269183,-0.04267428788552408
PTH2,,,,,,,0.022023264188682497,
LIPC,-0.01546449823898288,0.13793236410885013,0.04251068213695142,0.04906669173816519,,0.03708305489010816,,-0.022580695185645202
COL8A1,0.11780702001481846,-0.022028232775068934,-0.036662447122214725,0.0301898729790314,0.016527982569363994,0.07741830860683703,-0.01971600984970969,-0.022619544271438318
GSTM2,-0.031123674978645384,0.009771814358941837,0.04028208685361724,-0.029950379013434496,-0.02935756500043581,-0.020985340913448537,0.02018739929837748,0.012819190074490889
SPX,-0.011402109929107097,-0.04786820795310202,,0.05910560771037643,0.08633993945994912,-0.11006503281882056,0.044548410689087256,-0.017097806175676165
MFGE8,0.1279072746301205,0.06418805333571684,-0.04098935254462831,0.10033670463713182,0.08195142104317561,0.10186144603472926,-0.0034943479558486178,0.09075631715632454
TGFA,0.002194133281704344,0.020314666847385022,0.002695258731659773,0.00791828391168018,-0.013945007332695932,-0.019688853476326023,0.07098397100751415,0.017969213509209665
SLIT2,0.021913108936206915,-0.02797421002364969,0.014293856106673927,0.1273598684498908,0.04154293157512203,0.08240032200643194,0.004656367521622474,-0.00627461000356411
PLTP,0.00515123246142877,0.080017479396151,0.05637891492038558,-0.05290352347706229,0.05617726345484752,0.09243890601175088,0.037647921034752195,0.018326927691035156
APOD,-0.006647303821238732,-0.00035690856021137823,-0.026935444880922456,-0.14371580542710888,0.09560479955859673,-0.08832135428555789,0.0443221916113942,-0.03152919463254796
B2M,0.09261547148789871,0.10210157829987702,-0.004069552605755641,0.04356498692838263,0.06625291107458553,0.12767764584419647,0.08265178580964329,0.0606324642541626
OMG,-0.055417388058832326,-0.036048384960215535,-0.012410593684600962,0.009708714963697537,0.02600309919823988,-0.12003834115166312,0.04355569841456978,0.02403125738733525
CXCL3,-0.031193556986574167,-0.017920452946043174,0.06991249342152436,-0.03671618092764029,0.08318925561549298,-0.023795517950779655,0.007619009428178478,0.018013999827810198
CXCL10,-0.034965123232522204,0.07982758868088073,-0.016910705253470982,-0.017716066335279262,-0.017465195351313367,-0.032057638385856214,-0.025224530319683396,0.01186767388212642
RSPO3,-0.01654090548520276,-0.02241234221330901,,,-0.04302771505196186,,-0.03624189611861622,-0.012727510294784802
CORT,0.011281203294642569,-0.03878957955370335,,,-0.013626017235470392,,-0.0180013929852679,
NCAN,-0.01747594052119401,0.02598755779160897,,-0.1054576572528426,0.026426951867411445,0.09050592324359759,-0.00643449945537172,-0.06668717399906175
PRG4,-0.018312753588930697,0.020338891833881503,,,-0.02010602226205828,,0.03716633466768615,0.06275148100054963
ZG16B,0.0619037473461336,0.10426793819471976,0.04697627819159373,,,,,-0.01586983560445085
TGM2,0.06533153000311358,0.09609944333943667,0.014836802442228418,0.05341070318823163,0.06434919118237271,0.03220468844829085,0.054418812266315585,0.03907861052303011
VEGFC,0.005850920727093023,-0.010730196330385624,0.012931930606387355,-0.06077030122467206,0.035404192269659955,0.05074030896054015,0.016902139864825468,0.0036383957096352954
WNT6,0.015154087569611752,-0.019092284759936302,-0.024720817615442443,,0.09120921834261138,,-0.024500053355816485,-0.019166088112986396
NRG4,-0.0112154444024477,0.0385005246847274,,,,0.033410221456940156,-0.02437752655526736,-0.01272751172123505
PMCH,0.03990937288741202,,,,0.21791314567279416,,0.03792874553240838,-0.02744535032744044
COL9A1,0.047761948812318336,0.1139793380747898,,-0.025506053734156882,0.05099056207318907,0.11526438908575216,0.014511449372608828,-0.03796712835364861
GDF11,0.07705488159554355,0.1100293621178379,-0.030583720506248958,0.057072771322149426,0.0014095757259760832,-0.008472767368233923,0.009321894387399294,0.03785845814194609
RAET1E,,,,,,,,-0.013961989926784725
IL24,,,0.013317537376597539,,0.1449290469353402,,,
SORBS1,0.01847411997158598,-0.0349494806341079,-0.05183841798704795,-0.05030921973112341,0.0198430008694736,0.004676144734048943,0.011864961748614051,-0.03529608875316078
DLL1,-0.003903987377627697,0.033111757566520864,0.03964385029991908,0.03525020825538756,0.03877318529421724,-0.026491298835826654,0.059468302401654106,0.029080273028515128
TLN1,0.11882900060382995,0.07702005769743817,0.02851662725363573,0.01649016052086137,0.009232212433353907,0.06517122613506733,0.029404663643315634,0.1038911787376824
COL2A1,0.015684704607646077,0.025696468989812635,,,0.018384538609698905,,-0.02956819633409473,0.13569982271558526
SHH,,0.03996659636691493,,-0.019807953549824328,0.05348138151764373,0.08501847209389163,0.012659446341683362,0.016387851339096097
PON2,0.004357503521990844,0.08627951943580492,0.05925893831286717,-0.0050176215216538485,0.03837844832132995,0.007306371704762583,-0.06458297801638493,-0.07846058181636643
ICAM5,-0.011879853676192207,-0.03501832821182096,-0.01319684848717727,,0.09468688906874959,,0.01093275410555555,0.03205206047772938
HPX,-0.030428329730623163,0.01904596999486382,-0.026203806070096234,-0.03671616171852352,-0.028003247047753567,-0.0035998355110212553,-0.028158209383199167,0.06047240286123645
SFRP2,-0.01618935218481024,-0.014302192077862999,0.013973751497879841,-0.027965068906853102,0.04155853330988296,0.02402831001475989,0.06586876607049215,0.0005000907924767807
CD70,0.09156369678671422,,-0.01751239829359529,,0.06934237583662624,,0.047287065562460116,-0.01941811881707843
HP,-0.012683134850284562,0.06529947119978732,,-0.08495948703356318,-0.012640882560088502,0.03390664207605894,0.030705866271905042,-0.01903896547243348
CXCL2,-0.016585825260749407,-0.011102073167696321,0.08478656402669871,-0.007362735462870157,0.06352321551499457,-0.03435934625305133,-0.016320702130357412,0.07848467111605827
NPPB,-0.015709506832396997,,,,0.007422005934028019,,0.10942114362589277,-0.012910643175407266
CCK,0.01621768149370317,-0.07198195174642295,,0.027404554509998437,0.013678495768968159,-0.01960057080071435,-0.04650543914778139,-0.016748589496438565
SEMA6A,-0.07721714264271318,0.07175536816219333,-0.03093937087785804,-0.01091352504462282,0.005272602779861678,-0.024700807476576058,0.0031615594250095345,-0.041299122286760775
IRAK4,-0.006907952672479677,0.04649904916429694,0.014277793472204077,0.03235131723258579,-0.009918907266735562,0.025441924832909867,0.03352000809595278,-0.04635134482122923
GSTP1,-0.006857217259295657,0.08909100181759369,0.0017609105575234543,0.0374851706264674,-0.00520653509487185,-0.049906640810632626,0.038638743508404974,-0.06444960540873494
VCAM1,-0.0017798988938223282,0.09545488553669039,0.046888282204010985,0.031034394306857508,0.033521882898395396,0.06190723538266375,-0.024439593160481797,-0.01990648404697476
NXPH3,0.017993727632253893,0.03575632682352019,-0.026307107142382376,-0.006694442996963576,0.0388867466111702,-0.007458592841037971,-0.0065337079130220925,0.038436685123332565
MTMR4,-0.016073454455623793,0.008520401443257858,0.04950191942134726,0.016925133118226843,-0.03589476584761938,-0.02742820539157276,0.07060678430738909,-0.03831475162638096
LAMC2,-0.012330320227685796,,-0.0202499050734379,,-0.016827822338056794,-0.003281782005755419,-0.013623713125730803,0.010752937586532972
IL10,0.0666182203828688,0.008374604400775795,0.03708328765934049,0.02968114605653504,-0.0269566116462469,0.021737750944033265,0.010392758113188775,0.020250662700786185
SEMA4D,0.04052205018173338,-0.05407365889498006,-0.009712278860348134,-0.007986722897404624,0.044328230430025414,-0.07956343068315147,-0.02685814164357966,-0.0006262848575315224
TRH,0.022994151452792804,0.03205566427491289,,-0.019587949003552475,-0.030626681579907528,0.25190512001318704,0.018632483333683475,-0.014460786163218692
SEMA6D,0.03243643003404178,0.07076084765127208,0.042139414220601336,0.015135467911308636,0.03596501413909956,-0.04538419761385432,-0.007665570968260025,-0.06833132355696853
CEL,,,,,-0.02091986396780395,0.0171609544173302,0.030766782095768618,0.08021251065320273
PDCD1LG2,0.01819015542355835,0.16470947070046463,0.05183394038939044,-0.004762185171289169,0.055939580719259155,0.04971439321296706,-0.0009337102925832909,0.020174040971645466
SPINT1,0.00241558721553995,0.06307630183639755,0.014200776486943362,0.025237718571650625,0.03949284387681625,-0.048145531772282944,0.06771864899366614,-0.002443030864577341
CTHRC1,0.14363284162109086,0.10788950678635728,0.040913809792882054,0.09138684454567432,0.05893848345668755,0.07792843920994272,0.1014414869575281,0.08813043120787412
PODXL,0.13841954503061063,0.10405366502903259,0.028022110212408118,0.09480634315095586,0.038495675565542085,0.12068505129729949,0.06258929331319601,0.02042926011301337
JAM3,0.007351231113018806,0.060577942639633474,0.038492828706374764,-0.018834897295267567,0.02230865183681422,-0.005610269603839091,0.022308610992916623,-0.02045508500936602
TGFB2,0.01476075010057464,0.09791722951807776,0.0334058034476881,0.07152906144229465,0.029963527537807965,0.08399794034342907,0.020787327253053888,-0.037018179239902416
COL18A1,0.14727360063044467,0.10594017180459532,0.021027416457620938,0.0017926693464693653,0.09918359444247808,0.09582291746364208,0.04534500825907404,0.06505375826799026
NODAL,0.0854132101110947,0.035153713415383994,,0.05219308414629633,-0.015827786292418725,-0.021716807985192012,0.056112200908470314,-0.019790900920846018
INHBB,-0.004319747505294229,0.05219247217621923,0.025791943693449115,0.01064765497558955,-0.04320067839953626,0.051786279938486966,-0.01216925184938333,-0.07491353394580279
LCN1,0.12306780457912138,-0.015726242289732274,,0.12566688243552948,-0.014947342199185809,,,0.09750699697111674
ARF4,0.07146917790597623,0.04995122108013073,-0.0002850635330770855,0.07786367247111899,0.023143333278476407,0.05515250389461993,0.0427619023121712,0.0957393585455718
CXCL14,0.019334107212929042,-0.014595368621922303,0.021789387908449465,0.02301493451092899,0.07715504912945276,0.18251319756388323,-0.016098100929731192,-0.05153433110173397
LIF,0.02629005016486215,-0.006588653170271883,-0.005270362376140664,0.09291886385669476,0.05584971968099,-0.00389986951998011,0.014838753712711076,0.0015956812507689614
IL17B,,0.09447334255562108,-0.03349789700117602,0.12734324677340442,-0.023933033424264293,,0.01857326692714012,0.00927020267066872
MMP1,0.10181688352389685,,0.03990577049371191,0.15627918453457718,0.04162859219900611,,-0.014035572188501273,0.031651781697813554
MATN1,0.12762815642270742,-0.01648789589250976,-0.013940979903778497,,0.07198689100663062,-0.024648857692761848,-0.019975892859371062,-0.017587406061090865
ADAM28,0.03212697193200567,0.06211417045690844,-0.019415260295167006,-0.00985345207038271,0.03143294074409997,0.019808297037953015,0.032017085778237205,0.03439939925607526
TCN2,0.12720276956102092,0.10665952831163522,-0.02105926227007201,0.06413784810009159,0.0981626849722717,0.05101897949056654,0.06095524653458946,0.013885924944341838
THPO,-0.021095399096978378,-0.0066736372589462105,,,,,-0.01732816181564588,-0.019038971268307423
CUBN,0.02379063154376828,-0.009822808830091696,0.046041211712419865,-0.001239189352057786,-0.05134099399809585,0.006456557356163623,0.0019244738002384704,0.006385180351127788
TIMP3,-0.04821954039546087,0.06660848846813099,-0.019668344628365617,-0.05232623192577946,0.0468588680853229,0.13001594514461162,0.02800722966953905,0.06577029908677902
PIGF,0.016557052350390546,0.062278854326037365,0.07698260572302361,0.05074539181146506,-0.01611899747796707,0.0021213793425998535,0.07026890022569302,-0.004853842079919629
CRH,0.07808899850523415,-0.02418282520969923,,,0.08848971513771191,0.03815984355451668,0.02225594653808363,-0.0017699963435158634
BDNF,-0.03393901062184914,-0.07221449933160211,-0.021503935076739377,-0.011946997734385007,0.04114491790298799,0.08356383219351364,0.11163973861112639,-0.043878495783605184
CCL5,0.014343276646107869,-0.0028679350044196303,-0.003790358606591504,-0.03338609486119347,0.020095177517947274,-0.023123896565977173,-0.03531731173137732,0.06953175834060725
GAD1,0.020850011031366245,-0.04831749603407076,-0.020885165773735698,0.005964678771542814,-0.00571223127754932,0.03625359614806221,0.03716737308833658,-0.012859312958004715
COL14A1,0.036208785032128335,0.09656201989724271,-0.06779650075638592,-0.0291910410072174,0.01844808025332134,0.08821293018312237,-0.013788124785457385,0.02868650715582356
HLA-A,0.07027766845314232,0.10042931787096812,-0.0468266271678648,0.09766326487100271,0.04434460059159631,0.17429580962741179,-0.007441043991339613,0.09232769562342684
CD5L,-0.014446439755421139,,,,,,,
FGF18,-0.013071416871008334,,-0.014475352940041186,,0.012713452707287156,,0.08661382082720295,0.04325802903616294
ADM,-0.04193281221302914,0.08479828627110388,-0.00905565717843391,0.04419469494954424,-0.014451123330480308,0.04103908757546564,-0.04392720094152632,0.012220932243179928
CCL15,0.04707918353647916,,,0.128636413706673,,,,-0.012541839722943659
GNAI2,0.10433778297207452,0.08706331762896553,0.009999779501894613,0.041131627491685446,-0.014827138885894089,0.011268156106317054,0.08096229561093803,0.011124015828482405
HDC,,-0.016888470675899367,,,,,,0.01455745473784661
COL11A1,-0.0173265628650419,-0.028591632233832025,-0.0023802223348828137,0.06828568107974316,0.03162242680274269,0.13790097323920963,-0.005289986505049274,-0.009389376513633462
NUCB2,0.014679629631071356,0.020952181686151476,-0.001960088335379702,0.09927644727854318,-0.008553407411886933,0.010486606774838857,-0.017545220253098587,0.04331785483491349
CXCL1,-0.03551064123106783,-0.021337044354825793,0.04576094422454723,-0.03932199229824224,0.06301619622261442,0.016336441583600484,-0.02160191770621818,0.02391282223552512
VCAN,-0.04299188300317033,0.06434453168892892,-0.04963058586603504,-0.12858196661295754,-0.04067169146079147,-0.01310166263955252,0.051325415899769904,0.021094498679867367
MMP7,0.03147759482351029,-0.011478859937298221,-0.015194786737932056,0.10297481495170575,0.052429648488220175,,-0.06535724540499162,0.02515992171068899
PTPN6,0.07303177031577203,0.06409909182582292,0.0041296543438396355,0.01237713437286161,0.08718797344080893,0.08589541698383665,0.10571045514588745,0.021551186807143227
PTGS2,-0.02667118817292022,-0.08684973235705096,0.06633644731222577,0.039006236031836554,0.039524678717482165,0.0031681577661700215,0.011577454404811451,0.00421000714189203
XCL1,-0.015830714079710515,,0.0031542801706685285,,,,,
CD58,0.07681263801911124,0.05287743046496193,0.030816043938551443,0.051150005076744456,0.03397811905930355,-0.018292437217182923,0.05414296788811312,0.028636872234452836
TNFSF14,-0.015951076432296263,-0.02391789162855496,,-0.01404299357720535,0.05778703743512406,0.03063399679872026,-0.02026662963732873,0.010915066226713297
CNTN4,0.0708146676659993,-0.04075906081274202,,0.0743208316739159,0.012111403545735516,-0.03093240980851855,0.06353306195797077,-0.021340720237575782
INSL3,0.03339353972200779,,,,-0.014765385856785909,,0.052439332964470856,0.1267226462519302
BTLA,,,,,,,,0.03226035288777789
MFNG,0.1105838528383399,0.07150925690736601,0.047936893170266864,0.025228824925003217,0.04267294340362668,0.016657174258315907,0.06735806753503099,0.03368517460466044
ICAM1,-0.0017538592853695461,0.03530668133222357,0.07525174788583937,0.06518177799067361,0.05361064266404198,-0.0022957523707649295,0.01284001161420162,-0.031171279895206752
PROS1,0.06397148522679326,0.10897049427582303,-0.03537213458966365,0.07120942870524563,0.03326772641645802,0.13817890475224906,-0.015077361770521054,-0.05435583840585747
CLCF1,0.10225947833364335,0.04734206313874156,0.031062181051177088,0.10453741776483617,0.051049523934437104,0.07667066020087328,-0.027798552387958222,-0.024778504682991954
PSAP,0.07298872479250026,-0.0804751400967455,-0.012319989105735566,0.006942453309839782,0.03536890204491872,0.09071986136952417,-0.00016215086908537903,0.04612005893456475
EFEMP1,0.01983623472534573,0.028115121921163756,-0.017597225767089438,-0.0019823334213830176,-0.03946480921499407,0.07203545229231381,-0.0570526884387234,-0.06373146468914122
C1QTNF1,0.020978347325519564,0.10827365160489845,0.013122306118801363,0.006763909570003409,0.02535207784624001,0.15276648313141533,0.0019173637153461552,-0.029130031087800295
ALB,0.008990779753480697,-0.019254343328475514,-0.013196852825788832,-0.049760784137372574,0.06674229081138791,0.03145848192404834,-0.0339258319446801,-0.019418124877236924
CCL13,,,0.02062711011002389,,,,-0.0227332342683898,
EFNA3,-0.012267716594518993,-0.04807750535172422,0.015602596887790053,-0.059705898253233546,-0.026022598545151123,0.006136796978706119,-0.008704751522596019,-0.06546834315936204
DRAXIN,-0.05226880292919615,0.017920877716806855,0.041113442256655704,0.007920439758040547,-0.022358838596352775,0.06183160547747162,-0.041072440958731964,0.003076938936199396
RAET1L,-0.011047446859141339,,,,-0.014947332403323634,,0.08269979264196613,
NPTX2,-0.022751362245014083,-0.07067801996992328,-0.030390401167693187,0.012641255184335785,0.12524647401641695,0.002377565608927096,-0.0032822991573053474,0.02292489137413201
FGF11,-0.0038706347311392247,0.05781052783365147,0.042423047564598734,0.09558434092036938,-0.009824951187478458,-0.010205154997405243,0.002194102704770717,-0.021209748973178073
CD59,0.061276442307620076,-0.0544642438348736,0.01052822400486607,0.08291521899591081,0.06548032735352938,0.10671093827792093,0.005693632542582013,0.05214261540108281
COL9A2,0.019566509157180778,0.01896674041468834,0.03667134535193433,-0.07449071669797876,0.04676406580954869,0.03645920820790575,0.029663835940728057,-0.033573695917834774
DLL3,-0.03025361511000515,0.04709809971963663,0.04984980444165594,-0.08812120610783677,0.04123800236052996,-0.05816372958822399,-0.018414512921351007,-0.004541300004367352
FGF5,,-0.01533212520102646,0.01962572461487387,,,,,-0.005425101037110556
LIN7C,-0.04999224286404903,0.059048102502609785,-0.021676978288600768,0.041867945245687634,0.005717241633938752,0.08504075495870567,0.009128060706495904,0.052486441810702444
GDF7,-0.013234612701197508,-0.013451325415951414,,,-0.012813581300481259,-0.040275636444476993,0.05046463779813042,-0.024495925858599867
PSPN,0.021169378281729694,0.07174604114072923,0.06664539605614915,0.05024206557580226,0.04827942045482102,0.059276012539913804,0.0037973718497740588,0.003326442770180543
ANGPT1,0.07417296073689875,0.11089421813848345,0.03158953784172986,0.04338269089582804,0.03152824418506198,0.07460599603534661,-0.009840251610051878,-0.0029252422964453047
PNOC,-0.03668333311128549,-0.07200017471213155,-0.013196852825788832,,0.01603269215383536,,-0.019532479349019943,-0.017723741542633367
L1CAM,-0.038036057425155444,-0.0573955675392005,-0.005517715917740353,-0.057163842970392995,-0.054099618846010805,0.06091756430084924,0.001002420228121586,-0.021570639703443424
APOA1,0.007868666599216692,0.152328707482662,0.01991318010719627,0.05088216765420888,-0.025941897371204774,0.08550988026952251,0.025188885530511615,0.016868691215607117
PSEN1,-0.027773405922484153,-0.007897558431531428,-0.001159958620223203,0.016259094005622417,0.042326765064815676,-0.03758417310321738,0.06045519863636338,0.030368452541457067
CALM2,-0.04884799910194675,-0.10936552350942537,0.021721156301388166,-0.002975376900010316,-0.07000360978852815,-0.04537235013467581,-0.029998660336948226,-0.09614196797220623
CLEC2B,0.031351337656096594,0.0854347832480169,0.007878437439773706,0.06298451252148511,0.03471565979991863,0.054462297977232316,0.02978803869355933,0.02174574659459294
NTNG1,-0.008202617762294246,0.03864015721921782,0.04834072956425943,0.029531960091805073,0.04579951467968974,0.04953338392812189,0.05946347134772853,-0.049653312734585446
