,MGH258,UKF248,UKF255,UKF259,UKF260,UKF269,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF13,,0.037201002589322005,,-0.010197150588758724,,,,,,-0.03215625069858533,0.07655772970483786,-0.017243088902582776,0.027414705594426443,0.1287436264463377
WNT5A,0.048675971547129555,0.0551486340221269,0.05586673354949032,0.0832850711602644,-0.01724808150323836,0.07900999188289953,0.03632374428103971,0.0689986880898621,0.022733683843635916,0.0025128272894714434,-0.01558124978086632,-0.05771863432071693,-0.007783822534799228,0.07447036898169859
CXCL8,,0.05739872915515641,-0.07782109551436288,-0.0193831604867324,-0.0774153748310055,-0.04950262493944615,,-0.013558754810340147,0.04944623570421094,-0.0415789889640889,-0.09953690467351116,0.02805933962042134,0.07270841662524723,0.05108067135411952
GRN,-0.0961313967486872,-0.046261162929924646,0.06383375426454922,-0.02127608028061373,-0.022735460692861895,0.10111204873423199,0.03861838962200693,0.04370991036753695,0.06697191171429626,-0.00975916380522079,-0.002416471932450013,0.01781364257137689,-0.05017789774121025,-0.021871703346807596
MIA,0.2896982438593346,-0.03112832176348422,-0.047607748941626796,0.04343606466244322,-0.04705320559937656,0.07023289977679045,-0.022512291976045224,0.09043944101726546,-0.06975054482462958,-0.01100562838167567,0.10216419572139467,0.07796606054549023,-0.0003402945285390727,0.04569788741383101
COL4A4,-0.021052851721846698,0.03855913238761479,-0.03622686618321701,-0.03562961356224602,-0.04719899146173828,-0.014644253296999764,,,0.04169517651325716,-0.021912728950620276,0.09346371362902767,-0.030946445245818854,0.04778924421054708,0.028542385764788306
TAC1,0.007746927078546811,0.02660776020090482,-0.01865085443915207,0.029496010235083026,0.038143668820713815,-0.04151177761439743,,,,,,-0.026492445415810206,0.02785834400693049,-0.014864767667540616
RARRES2,0.021838952120174622,-0.06117372265134307,0.04094457811399191,0.006789483813687378,-0.06329847947014519,0.05258421605110582,0.02369966195938842,0.0576537078738694,-0.0664512318548686,0.01279730776684886,-0.05697701302223374,-0.02790656346626872,0.032119212603246024,-0.013409130443405104
FGF7,0.06420206215427027,,0.029894811903680426,-0.015228229816351522,0.07217304333232116,-0.004494216369109584,-0.0028410159783343976,0.049862518971328526,0.021337399572465724,-0.027786322518577183,0.04413814638768163,0.00985659728279734,0.028449256785573147,0.04320621164665645
EFNA2,,,,,,,,,,,-0.027323942912399753,,,
HBEGF,-0.0048576298004519534,0.005803415096689631,-0.04789023059685221,0.021525989905407918,-0.04434690222813516,0.049612281846989764,0.11488905903184059,-0.0027512943924092306,-0.006175159074660478,0.020855300490104457,0.06568169673502347,0.0400122375797861,-0.0494780906739963,0.07647749896651666
CSF3,,,-0.02535742925205374,-0.01762033739643929,-0.023428094191344576,-0.015493338121351225,,,,-0.03631305806789489,-0.05820674264357612,0.1331605193441732,0.023910318809711815,0.10994249810694817
PI3,,0.009221434225035473,-0.01978492353942461,-0.010935737399381413,-0.031130104697487688,-0.01744570321457057,,0.07792504227200014,,-0.023260918680874897,-0.11963992962628549,0.0713810090945156,-0.021496980520969385,-0.020513942021493457
PCSK1N,0.06570941187869514,0.031327087619104514,-2.046467325957957e-05,-0.05736652700266776,-0.005032943884821749,-0.02555695908008147,0.030396187250392684,-0.03393049756152661,-0.017719887309861227,0.001353459137784459,0.04092367150574809,-0.009577567146850723,0.09131912583506409,-0.07730421184113552
NTS,,,,,-0.05194612611605515,-0.019043176265928517,,,,0.03080004000957188,0.11859181610321737,-0.03626577530136638,0.08925275845239293,
SFRP1,-0.0264500789767139,0.04004669734142087,,-0.01289895148192757,-0.01769065472024784,0.09284974630199809,0.05247816800089389,-0.0852597634233695,0.14288451134482286,0.05042076567387381,0.002018344717982622,-0.028302961169438947,-0.028008696192518858,-0.0042860133306272166
CXCL13,,,-0.018412493998824202,,-0.01753166474774656,,,,,-0.025935424683202386,-0.01922309006444912,-0.03590952652485965,,0.02882397021734387
MICA,0.00483833777927504,-0.003771377126125963,-0.03970066060151407,0.07008134514793277,-0.05338781745629873,0.00968992892435802,-0.044666276336912614,-0.13230543161797043,-0.12795734796822386,0.06586322961274016,0.03545433360816008,0.005882206161485576,0.054682565616923924,0.1078828603086508
TG,-0.021052846977505504,0.005504311576991216,,0.006807761901155706,0.004656039310098395,0.06336222503702983,0.015691636756461957,0.0805074517613865,-0.005746177494679425,0.05661908583406793,0.02045368450696545,-0.018117916537711585,0.06170306533405907,-0.029140582163657003
ADA,0.052664181028964856,-0.05032712815271592,0.013835233889856684,0.028249044287778496,0.03055765026958234,0.04050557251129749,0.03773159689052824,0.04315517243372309,0.03686701436485889,0.0016555891953699813,-0.005515570474042259,0.0014735940966860161,-0.028555869090522948,0.025284146627546845
LAMC3,0.034124817366142056,-0.003735178386812511,0.03939562353556883,0.02387317559046497,-0.015220790837189474,0.11466042800376976,0.02445784724951233,0.01491055369470734,0.13052738507421416,-0.037741002036169514,0.02936356969518099,-0.03184792603712091,-0.015854150040374083,0.043327470609434815
CCL7,,-0.01959357640495347,,-0.010064146641369077,-0.023243750634966334,,,,,-0.02511650876440402,,,-0.020291303251456425,-0.05090079145998674
NGF,,-0.03364119768820478,,0.002427620123371459,0.004061970853639477,,,,-0.07205771530414079,-0.029007556894330072,0.15411392292147866,-0.01691680848927254,-0.02412518258792122,0.08025800432838297
TNFSF15,,,,-0.011206919516271301,0.0035179336414136305,,0.0490738577722737,,-0.05305028884913852,0.03129132003294464,,-0.013670358513975233,0.036258071287661155,-0.013019320066478707
HMGB1,0.0748604553839378,0.008266626258284067,0.01213163517859896,-0.014117647076066001,0.042077574450065006,0.05669203481950645,0.030322665683368135,-0.014287598042481866,-0.004682251185148893,0.003390822505113229,-0.05942731167802154,-0.03310584995524359,-0.03323793608578819,-0.05496299604810514
ITGB3BP,0.01588931740346763,0.039474071958249216,0.06040369872224649,0.0018159397610944272,0.016229433728983795,0.06814330616521602,0.0632720547827023,-0.023887887230088483,0.03934388851118334,-0.03927507538460314,0.01141542891079984,0.008503532105377304,0.028147181191308584,0.042292891146668524
AANAT,,-0.0033726127909276425,,-0.010197151677081198,0.030899901415625257,-0.013975410264944333,,-0.04056106963723252,,-0.02203426518425019,-0.03677062658944143,,-0.0019100127253831743,-0.029018049120544186
RELN,0.009941435910104553,0.03484384174150492,-0.028556339764803276,-0.0016533598215699914,0.039740408812201804,0.017737481973809994,,,-0.06450370694333152,,,0.05063363134779644,,0.01712721389473279
IL15,0.011713477757321088,-0.006022086295077455,,-0.009880536974926421,-0.02104466231058024,0.03137308472980623,0.04540726965573188,0.07858046891508007,-0.026386222130217154,0.08505558844542693,-0.000753172237527721,-0.021852842064256216,-0.0128149147467758,0.03805932523184921
UTS2,,,,,,-0.02772971207549041,0.02433180691628203,-0.07810332981277611,,-0.018763789439117846,,,,
BSG,0.08267061536764946,-0.03662578533607889,-0.06751458332874291,-4.8918193929545526e-05,0.008126762612289597,-0.003928452581721771,0.07102848850173138,0.05176390596572776,-0.03272182096145983,-0.002291249336099005,-0.006955168293161891,0.0753405960726197,0.046300556871933025,0.06430901070083944
ADAMTS3,0.04786975412228844,0.053516785336645833,,-0.03593490335049083,-0.02236617101194185,0.03951472759901639,0.17881087164321696,-0.04857014943041632,,0.036878372500749185,0.10567565447060855,-0.03841599563968659,-0.0009798907363000391,-0.012135665406752864
CD34,0.0379102337066601,0.0024328358664059482,0.02278510535340412,0.017071163522695162,0.0395320109704313,0.0824974188941414,-0.03774655662117936,-0.06194758759876396,0.03620547952915531,0.004936230857148101,0.01780287450906868,-0.0040278615485468405,-0.030478393201043903,-0.021308326604626105
CCL23,,,,,,-0.015901798431143598,0.1089368091590868,,,,,,,
PLAT,0.055247847784817575,0.016064245703765682,0.01880503532360995,0.023829226008467173,0.02956910026421478,0.06261192803840752,0.013006236013489929,0.029028026686963238,0.05498060993914975,-0.04272291387933319,0.1224493355797072,-0.018646389897666368,0.008466802227497638,0.09451615979500193
NTF3,,,,,,,,,,-0.046647427956238365,0.10370548959273417,-0.017448411413616405,,
LTA,,,,-0.012898950878494344,,,,,,,,,0.07510254027813902,
CKLF,-0.0585463107825887,-0.004999069516304124,-0.02861287458517713,-0.05626358817361854,0.030055829532416277,0.08710254561574994,0.08567358969403516,-0.032191427756371516,-0.02992050670630532,-0.01872080919834078,0.07364804217440117,-0.011217915222404395,0.04704251973117854,0.06698268236053795
CD24,-0.0012409676487028921,0.010815701688326431,-0.05268150509657944,0.0006686067973907146,0.04564672739843384,-0.010742272470759245,0.038990015397421085,-0.017993632835041014,0.029034989558388374,0.001959646742051266,0.06792965936251429,-0.028386900266258036,0.05821342692915373,0.0036143722090706465
HSP90AA1,-0.03130484979765365,0.021077005212193176,-0.06517956646357753,-0.0037845887667493708,-0.005279249096264623,-0.07140970462629093,-0.06742816489981,0.018837373782378184,0.04677414772482054,-0.022013645767789417,-0.12557684957373869,-0.00510892063276674,-0.08139741288844199,-0.05818894796712304
BMP4,-0.02166643589502284,0.03443651759285492,-0.02051117597428894,0.019170902103564626,-0.01786953892184952,-0.007586352681634064,0.04490537710764069,-0.0452812934207117,0.13601248363133234,0.014000196944271766,0.0015180527307278706,-0.020967575932852246,-0.014022411074315762,-0.0029071820488478827
SCGB3A1,,-0.01959357444562201,0.01251740275663016,,-0.018466772035070626,,0.14579519491210238,-0.049563733558687185,0.013719481709639346,0.03418985983345739,0.03938426834498604,-1.4904375075970713e-05,-0.0002638837628820571,0.11910893789485444
IGFBP4,0.0847881751672534,-0.04063712706893395,0.0499988805346319,-0.001592780192000172,0.03428981815017648,0.11597177038868016,0.010740386867018384,0.022391085615525153,0.05246317360906505,0.002465452096029299,-0.07454279222726062,0.09129622153732365,-0.030629316357290583,0.0019157355990802015
RSPO4,,,,0.011244573155438463,-0.021313656797609278,,,,-0.05865828126697575,,,0.0002828937834032809,0.10916643396332001,0.10375195373334858
LEFTY2,0.06735727840638794,0.03470770051143192,0.034553121145874166,-0.02882158392167041,-0.00984375564931295,0.16646073790401458,-0.06019542155441616,0.03830234994246786,,-0.021321071720969004,-0.01774229872209943,-0.02600030149468098,-0.0070495510639323735,0.00028201181109103877
PF4,,-0.02032518825857383,,0.056290575983240686,,,,,,,0.04002056515480933,,-0.028894092463466817,-0.02866349568070451
ANGPTL2,0.02291258636002854,0.016568390225950202,0.008523202794592087,-0.009734796467623956,0.04291965951807646,0.06241311747371269,-0.04488894553556195,0.03279181432579081,0.02436189045906696,0.010545341427393528,0.1239340335774882,-0.06573974510914278,-0.05952314562167359,0.00434075647042896
LRIG2,-0.003911758829562039,0.008676279564453219,0.08672189437940159,0.026159435484843906,-0.011787193011248621,0.018655648611041926,0.04495226451384312,-0.043040636998288716,0.08580331437206815,-0.013179524068361748,0.043387746502605885,0.034513443119237826,0.03970038934123083,0.05338496846615921
ICOSLG,-0.005136174515787156,0.04214133037631202,-0.04856011724367645,-0.028520152658905475,-0.04663160990776127,0.024410498746462384,-0.010893034596048576,-0.042218696398845124,0.10727859179677145,-0.02974406306340521,0.06879689308002121,-0.03759145096920499,0.051900212469458376,-0.018651627966307205
WIF1,,0.0777916019057523,-0.043953177639587934,,0.023044904678631645,-0.06828840525884805,,,,,,-0.017772774155496017,,-0.041893787564399404
NPPC,0.047498612819631934,-0.060784516101292256,-0.018462139159200676,-0.013621139150968825,0.031731790234332376,0.08258272974278617,-0.024136014276822063,-0.043646988957066125,-0.001955516945643602,0.10532392071556304,0.0773145893884516,0.008696592289783225,,-0.01582426267818705
LYZ,-0.03310188652005061,0.003464885924074205,0.009892166743457702,-0.01916109052343454,0.002000434522512319,0.010448102248816492,-0.0066126085595447776,0.09514106317720461,0.0226838355523306,-0.05926947518697955,0.054113568373957026,-0.06302477437065288,0.0011424387775415806,-0.043467723250752106
EREG,,,0.013647609157981879,,-0.004710190328612658,,,,,0.0016543250951481846,-0.009419163453457037,0.07265707141971081,-0.03412475156635632,0.04246609971815598
SPTAN1,0.06960891150561051,-0.03340143725896632,0.024686860262474804,-0.0024239251901795908,-0.06078918659796028,-0.04537399083434592,0.002024967272716571,0.03711910546833757,-0.047652131136168646,0.03606667716852251,0.053325074777039905,0.0026051203564872003,0.0842016437433302,-0.03365499030004923
PTH2,,,,,,,,,,,,0.017930133822972448,,
LIPC,0.009504519836623862,0.0018463806175258032,,-0.01577969706382174,0.01552975658957347,-0.004369990555999408,0.12063213067326249,-0.0446414295399723,-0.08302499107516216,,,,0.11240731367776984,-0.03338621708268699
COL8A1,-0.010586250978279046,-0.04082595229534698,0.0029006883253400785,-0.04672862489245062,-0.020699550294943546,-0.02555793330090992,0.022625851786762016,0.006911480589887185,0.05020106114080402,-0.016241685690483516,0.012893997750103315,0.05727395760600859,-0.01776985422113198,-0.022843837787378925
GSTM2,0.026849764017139777,0.01725942829160419,0.08343559301451126,-0.022320407944543538,-0.031682691877569655,-0.043377277336267686,-0.050251718776446755,-0.015970485116869926,-0.005218584734826892,-0.0530939496507065,0.06584284018592028,-0.031574690114640556,0.04697132132786632,0.015171015940758816
IL4,,,,,,,,-0.042672946146839155,,,,,,
SPX,-0.04449926951248757,0.030277563664440038,,-0.014692690306521195,0.018801741865583983,-0.04901304302900356,-0.031996916871220166,,,-0.02532362111328737,0.07711704306005292,-0.047050319509104974,0.14005653535829288,0.06611247624955789
MFGE8,0.03844270862740995,0.022096534841583255,0.016903487618327263,0.04531667717940847,0.01558267776617073,0.05267346665425621,0.04013244625416746,-0.020250066152299306,0.022373362596226493,-0.011387799253796268,0.020633514768686117,0.02908720657069361,-0.008444483007665255,0.010648877071454881
TGFA,-0.010568083935035328,0.029340004467066434,0.006778179327914285,-0.026349219719884985,0.0282302569035231,0.03091240910529852,0.0030686153143299993,-0.057166991809757275,-0.033164292383259394,0.01233853162627333,0.036993854290715354,-0.003827417819106369,0.07016733922880629,0.08573471413792234
SLIT2,-0.0007593758661292348,-0.016305265363179642,-0.020146029331509666,-0.010658475138144627,-0.011258430447997594,-0.008223430472403053,0.03403965693523757,-0.019130683609001525,-0.048848050572028026,-0.014166946070146921,0.002283083063322523,0.024777836803188014,-0.06413181979681618,-0.01817949636614381
PLTP,0.009554667451458498,0.026108154998318825,0.04889048577001761,0.023432425903056216,-0.06471689018172319,0.007135763489821419,0.03700063042763592,0.07464225796898842,0.028047773771779347,-0.0477079178260534,0.004280017553244274,0.033684684483803774,0.03933314166416375,0.05719749636602187
APOD,-0.05514375439743058,-0.038432274287263216,0.02875701011873402,-0.002703812575886391,0.03699669955209275,0.00028469130727638565,-0.1471445232527095,0.005103913849374872,0.15985264051479545,0.018878684691534826,0.12804098910192452,-0.057895359667856326,0.02641212940169046,0.01550632210987879
B2M,0.00718933305108096,0.029457128761219812,0.05590126555381314,0.05751601324589417,-0.05400465735767595,0.08616809842465147,-0.05201727711788585,0.09444877255645356,-0.00894385849763711,-0.021750668708691797,0.02513302343673652,0.04154679456274559,-0.09781029764250286,-0.05722456055531548
OMG,0.010960735769061614,0.009994375098602284,0.08155590449318337,-0.013850498115544427,0.025425111985279487,0.02914507131343715,-0.08973035791679214,-0.047409070085328256,0.007936500395257536,0.06862171744782725,0.10714231098231608,-0.07086874576340606,0.14728026949030668,-0.0584495738136319
CXCL3,-0.016953924443032696,0.005077245310462073,-0.047744548200680935,-0.007310983612873912,-0.03765644788900932,0.0022453987506154903,-0.024874583136408966,0.003993727868731769,,-0.011244173477915174,-0.014590167523760309,0.033705300390683986,-0.008856142890814423,0.002456277559631005
CXCL10,-0.03944539987695456,0.037925602195669185,,-0.01872479050969651,-0.00684729907012461,0.06397630102811509,-0.05026862639405521,0.004077776661182336,-0.04434192396332532,-0.025936017435700502,-0.033591646977038515,0.10374712794262961,-0.016809915047553994,-0.020959177310439735
RSPO3,,-0.026615381323746013,-0.025357430042980234,-0.01019715092362714,0.08488148263971497,-0.0229483646924468,,,,-0.031532692431686604,0.04855646787533415,-0.028412975552047606,0.061514919010676246,-0.009108481348342993
CORT,-0.02105285138296508,0.012100723794086709,-0.003691696052072255,-0.02286789393587981,0.23798653378318518,-0.039717286546537944,,,,0.06551722968324245,-0.010816220990187085,-0.008402068066481399,,
NCAN,-0.05336736159487638,0.027221345926505363,0.031894469591238886,-0.033182161093421675,0.04297303025038333,0.02200208669284404,-0.022207388524237807,0.01355830499399191,-0.08309697179536983,0.019607617603224374,0.11549466034343733,-0.08967549030509636,0.08159165856274289,0.04329461636028677
PRG4,,-0.02946639894008283,0.10330033974783442,-0.010064148209716935,0.009456687474186367,-0.019879518593315316,,,,0.03621578993352402,0.015041476973713221,0.011536860909979378,0.027401635647454254,0.06413092652255772
ZG16B,,-0.02717037403779432,,-0.01168067484009668,,0.035147660640757625,,,,,,,-0.025675640094917424,-0.02445290153836028
TGM2,0.02520144967605969,-0.04127261023971741,-0.03238267918939563,-0.022401047776068307,0.00043602833457232794,0.03327199731341451,0.021030455066609097,-0.0013655674645284318,0.1291867657970879,-0.008329302985823461,-0.05309801777939278,0.091437196721095,-0.0347832355073507,-0.002412295488193012
VEGFC,-0.021052852738491657,-0.028035611613369937,-0.037704346704529594,-0.0179370068833816,-0.0065704221857002835,-0.026209897114133865,-0.041170837267003095,0.1084611509412367,0.015907808014127167,-0.03232350389804047,-0.027313156025680584,-0.03263037129535446,-0.024317668739166253,-0.009196861312734863
WNT6,,-0.020808267091782653,0.0917717106270498,-0.013920012862586827,-0.020358070516052266,0.01966587302107914,,-0.011077513754360136,,0.03503703881837757,-0.030350431754750617,0.09535516892625419,-0.031008612356293038,-0.005591854961651598
NRG4,,0.0007339278816996955,0.08715988100336175,-0.012248528764472461,-0.02104458289642628,0.036273524584099145,,,-0.006013632938532238,,,-0.025246868143547634,0.08213340732990806,-0.03799796881464424
PMCH,,-0.020799414625410996,,-0.0169715298980177,,,,,,-0.02552920225158657,0.06556803195085419,-0.014536104293503842,0.0068889482622768675,0.006580732430974127
COL9A1,-0.022404481482702836,-0.021073933125358917,0.08801564483146822,-0.012792694326720418,-0.03552564533423345,0.10712667695803178,-0.048711658538622596,0.1281625274380701,-0.024130804178202913,0.04481665136962566,0.06758401426663349,0.029029761032632863,0.05917938007601832,0.04643301827447554
GDF11,0.030477014511388734,6.737179052588029e-05,0.04507168561563636,0.009696640581848295,-0.0319558485799985,0.08120146574737525,0.002330337838791614,0.06130623674117312,0.005540207573858051,-0.006151212768072179,0.030304942889759913,0.018246440045187263,0.023749045169004068,0.019420349317205262
RAET1E,,,,,,,,,,,,,-0.022588956641015675,
IL24,,,,,,,,,,-0.019033958023375527,-0.02464496700612664,,,0.02935900601749694
SORBS1,-0.0676139115494355,0.017609637615800533,0.041518847800689436,0.03471304520203525,-0.03649651474306877,-0.01847544697135306,-0.009853205942539217,0.011836985494288745,0.031168428861923364,-0.01752159467352022,0.016326172462606904,0.015663655423733467,0.0947637621108944,-0.010035303751917829
DLL1,0.037144677889466474,0.06275995208639859,0.1144681510258433,0.0024430560193795803,-0.015677353059493936,0.04652854011544231,0.028031781908132616,-0.019536619037680742,-0.1411141927408048,0.04944961624061418,0.1222562228717695,-0.05266202756943529,0.023309149707527996,0.09197754792380784
TLN1,0.0065188123541030435,-0.027122034675780102,0.025401154595921176,-0.031403773506376756,0.011689879354183898,0.06438190907092864,0.019041083942616516,-0.07045826901983543,0.09512573286073708,-0.041599787979936916,-0.027124116194953626,0.06339903536092971,-0.01696893326618852,-0.02395080210753505
COL2A1,-0.019774011524539625,0.012262006106163244,,,-0.013196020150598503,0.0025386491752222434,,,,0.034154664003662155,-0.035458216152827626,0.045936136416489574,0.06990765500035717,-0.0342341303806187
SHH,,,,-0.01045830238279753,-0.0334528038993679,-0.014424584289575505,0.049108585594631264,-0.037776448734577465,,-0.08661594051742685,0.045614603983417684,0.000544000556748735,0.015600370145869704,0.028484672229925973
PON2,0.01651904905013134,0.018697420877329046,0.07019569077792721,-0.04607202413106957,-0.003021637231398099,0.04453926768812059,0.041206794655889285,-0.009041590188676434,0.0026191508845448577,-0.0053831305885190086,0.08341619846261207,0.026662276534115067,0.12068833660107693,0.11200696208755591
ICAM5,,-0.017077104414925024,-0.02710458618236505,-0.016300006553940802,-0.00014356854982367553,-0.03585584045952414,,,,0.044151367358642654,0.027881574106701414,0.01961243224014664,0.023230543740339647,-0.039091797558311214
HPX,0.017984917302487868,0.018207135886047277,-0.003974550677248723,-0.025446472471065757,-0.018371537194516077,0.03147139451779868,-0.024874570122561668,-0.004033160352019414,-0.00012071038408734938,-0.019735780306840988,0.08757318170129089,-0.04023659905350586,-0.0004815446604016427,0.009220841297787559
SFRP2,,-0.026049709441155377,,-0.01191087304923808,,0.14003740607502807,0.0007885772271388818,0.03374857469524225,,-0.03463404025989227,0.045796093559945336,0.02558696802597219,0.09262948413768515,-0.02483178966234787
CFC1,,,,,,,,,,,,,,-0.03362222370431763
CD70,,-0.015491411217269765,,0.022948887158092325,,,,,-0.050809229783146136,-0.02262081832358142,-0.02374619944327475,0.018588018373765336,-0.01816847020916002,0.03666038102317677
HP,-0.03923603987201647,-0.007134303811150816,0.029939132089670476,-0.047031576329263004,-0.0420202390473662,-0.026776598395392367,0.029276447637632125,-0.0006952496438018069,0.09315085251801249,-0.007020396648216189,-0.03262522308080246,0.0706920357048954,0.05218404424366939,-0.04615335834355776
CXCL2,0.0862730402329221,0.011032418338906091,0.1163389724907839,0.04434948491247446,0.00035161443712535104,0.09303473005267748,-0.044644655906909914,0.012822429360510377,0.07537571729238635,-0.013995207641195528,-0.04018879093470887,0.08848933258853146,0.011412509531766452,-0.02198155544975605
NPPB,,0.08242143858453914,-0.028898568435981223,-0.0012517159727602099,,,,,,-0.005324829885127466,0.00530101477663639,-0.02172571024071022,0.020795799848238435,
CCK,0.03377958521261141,0.03144134369376431,0.009183777420164917,0.032470288984412864,0.0779607073798376,-0.08567790088024116,-0.0255937931363649,,,-0.0033989022170032007,0.08412725535652524,-0.06494118689316937,0.0835088975527527,-0.101056132778277
SEMA6A,-0.002482615325023997,-0.004786815522118038,0.10306357187923167,-0.05212835456839866,-0.03528538624291328,0.049450792467207356,0.0745588082868276,-0.028335526856827217,0.09206316414992605,0.03746899940569721,0.04600609702028784,0.014058770314158756,0.0575611629285797,0.11441616459550924
IRAK4,0.047224595067696995,0.023506576885148414,-0.0052484477205501446,-0.01632208584867658,0.03592749265492806,0.03875936449260134,0.02625921178219442,0.1268200922993261,-0.004350588836068523,-0.027180583832474417,0.040358900303832525,-0.02811208653140379,0.08251231823806156,0.04630409627824579
GSTP1,0.06689362381898172,0.01331715742994496,0.09289445004215352,-0.01683926902253603,0.057773982473796344,0.0211636106145846,0.01836303628523607,0.049477423890562616,0.03917922175476082,0.0032796805325828455,0.13337708657707656,-0.06160626224499694,0.03430151518786528,0.050727840112653876
VCAM1,-0.03549853042931166,0.022708686135871185,-0.04129504288161926,-0.016291613813063544,-0.044591994927524865,0.08663618995488487,-0.05249392406782067,-0.007844122801258123,0.06025419187934098,-0.036808047034378205,-0.046088644617987985,0.07868858871837017,0.05177593950720611,0.02754331768203901
NXPH3,-0.028016467539875918,-0.015264778120631907,-0.008773803994259382,0.032349078581297805,0.01666624461543057,0.02361458913876361,0.02860900525900814,0.03244161198225929,-0.03834843608018475,-0.0012676714458178743,0.013199203267366932,-0.05018660449840703,0.06904239156916532,-0.001173956630962034
MTMR4,0.01536879501936572,0.0135384499074882,-0.022506648701761355,0.009810083557144649,0.03479431835622552,-0.021044998449088227,0.02477049301112049,-0.05232727679233978,0.002300975877493231,-0.02339463334186807,-0.007441424922346867,0.0697538144453974,0.05007078693977354,-0.024591384894405762
LAMC2,,-0.01984027869558517,,-0.023376141949414456,,,,,-0.0468162836914486,-0.023400515064049845,-0.006020569533685539,-0.014109556526624918,-0.017855136656800462,-0.007034964141559669
IL10,-0.0218675035729648,-0.007564688170283625,-0.02646130351571994,0.031537760199449205,0.027269767881059802,0.00792698562831158,-0.012486752658465371,0.12275639670485947,0.00679059298547499,-0.02387957905443253,-0.05600586957026873,-0.013268467572844632,0.0343191669958095,-0.00516447663445639
