,MGH258,UKF269,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
TG,-0.011369487488460877,0.07808504175004893,0.06544076586432483,-0.022011860018644924,0.07684268511051054,,0.030478543078881832,0.0017130040927606353
ADA,-0.03308719044605823,0.07292772506608476,0.08581023005961322,0.002456567259067755,-0.023916998919602833,-0.004260433691562181,-0.010638801487030888,-0.024739585329036456
LAMC3,0.010280615122460904,0.022503288252414995,0.07670413672683185,0.01892325543158808,-0.005863009450690266,0.020497347972391874,0.022729654719744596,-0.0019427235635954808
CCL7,,,,0.014960945855799984,,,,0.011702805254264082
NGF,,,0.06466876903818998,0.042400679363480236,0.07555342798574473,,0.06954995769080227,-0.046119087446958
TNFSF15,,,0.0032197654846939706,0.07897152042964378,,,-0.012034277592701441,0.20948619756394005
HMGB1,-0.05120447000637657,-0.000585863526375823,0.18992780926289105,-0.01047490992459281,-0.11200554954254163,-0.03617456217302406,-0.005861133002067804,0.028487173234587066
ITGB3BP,0.008550781405393603,0.020679739760829534,0.03307314389528251,-0.021573112323919858,0.03072062132623376,0.009396012652603352,-0.00412853763454596,0.07489356396643194
AANAT,,0.05000724472340659,,-0.03483727126880335,0.006091519456561924,-0.026279529408024506,,-0.016298065798661093
RELN,-0.023417858085075675,0.038769209542454,,,,0.03391778301791525,-0.014536103149305243,
IL15,0.007096331478884601,-0.032457492809379644,-0.05131318846209234,0.012856923431606406,-0.029556381815856136,-0.0327263828188486,0.04936022285669987,0.021854059941713664
UTS2,,0.025243434750941825,,-0.02966648614125319,,,,
BSG,0.013698813895349321,0.012360169316233864,0.00264761766873217,-0.002455750575627869,0.008039042167792686,0.05153369059421418,0.04784187255817447,-0.014225614216817827
ADAMTS3,0.046972815840839045,0.07682548947547575,0.06428507565743573,0.04702000461889742,0.029052968137505745,0.036277291148150856,-0.0014112417092551539,0.0717180569120136
CD34,-0.02680920707229495,0.05650881300196125,0.07698939278899414,0.01962858354605271,-0.0052260791684787715,0.0709090905336168,0.05708718638404768,-0.03625178863242228
CCL23,,-0.0141586291975361,,,,,,
PLAT,0.0709663308169986,0.02935029761228346,0.008705870713859348,0.07898453846411303,0.07093442906989635,0.0013876444741329373,-0.029382027485541893,0.019403326999046396
NTF3,,,0.0041870067883329485,0.10321250885428973,0.05603836667353985,,0.10373981778907608,
LTA,,,,,,,,-0.021934740387533513
CKLF,-0.008035391154314305,0.05236315359813982,0.07454437996279019,0.07399424416147411,0.054886380556247144,-0.020620683706509844,0.038508127147579965,0.03397821200302864
APELA,,,-0.03356555334082226,,,,,
CD24,-0.048587888865818836,0.029737364619297317,0.13367172054425602,0.05963730684323225,0.0513600085030561,0.0017388323647008277,-0.017056892442131405,0.022541235744547434
HSP90AA1,0.01999614755728996,-0.040300835450879396,-0.014454129036564673,-0.12992071257583357,-0.20218570536240005,0.003987144476970443,0.03183630034820198,-0.005823402905164163
BMP4,0.0030028177483490833,0.02823026721176599,0.02748329633657273,0.03175857984908966,0.10134648457768163,-0.0030812480059591706,0.006741471545205878,-0.03340455005331681
SCGB3A1,,,0.027340843027477132,0.02587504370643369,0.07766397004152535,,-0.024991397215639158,-0.03229805261784645
IGFBP4,-0.013557439195307141,0.07454018222360248,0.10507969335902248,0.013140624581765221,-0.07611968013600902,0.008625759195049605,0.01799826291881307,-0.023714850921618884
RSPO4,,,,,,,0.02707429456246544,-0.014903176468854805
LEFTY2,-0.02796812751312341,0.012949101076460667,-0.01747001978900689,0.021880741555966757,0.03309340586133789,0.05267326283774262,-0.02288856180041278,-0.012490700270503353
PF4,,,,,0.05118411083449459,,,0.05184800499585928
ANGPTL2,0.03784768954815595,0.03780923558885213,-0.004101597001900178,0.08169953659784031,0.10505438637909635,-0.009176782454648657,-0.049247741483770924,0.02777779096142041
LRIG2,0.003009420527840968,0.061353142119136346,0.06119518329161996,0.0032705474805857313,0.04993534255285665,-0.020494638681510084,-0.005117991978587129,0.014733003530475406
ICOSLG,-0.004115784755828418,0.06837411181654912,0.00933079194363971,0.09821979830002274,0.05386870668397741,-0.011322253888486811,0.024831697473173386,0.04129327790619162
WIF1,,-0.01030213919659196,,,,,0.0801885743470375,
NPPC,0.014564878217414005,-0.021457788675611503,,0.0259281751355239,0.007507568433227055,-0.02493160928352398,0.02881418555497247,
LYZ,-0.05552343836396433,0.06646189279679444,0.021196295476831037,0.029872427463527033,0.020646097533253374,0.06921210024048484,-0.015934144140465168,0.005651303311387973
EREG,,,-0.03589558446055161,-0.009745880297574798,-0.04275648141464394,,-0.02096284893645894,0.0065363541387299514
SPTAN1,-0.0137056758381965,0.05140337985662413,0.0416004588429941,0.0021756972490339045,-0.021461137290871676,0.03202030955026532,0.02349927021019167,0.05230591324254104
PTH2,,,,,,,0.16970166470678913,
LIPC,-0.03616515035687621,0.014946623746287144,0.043364500839070654,,,-0.013215818012561904,,-0.02773380768132618
COL8A1,-0.008191091473451777,0.006138762485119811,-0.06414677468990683,0.03646772813310978,0.0713465934277404,-0.022325848419661568,0.07501574286921626,-0.028600784637781297
GSTM2,-0.03845467048518578,0.043436413416391505,0.0041980204759771425,-0.011913806797594118,0.03276816334402625,-0.04405173513587988,-0.024935511503211265,-0.02912545984015971
SPX,-0.0028530297435058216,-0.0036934069643262558,,0.006760136980473219,0.01599979460084859,-0.033417329569288313,-0.04141929454293544,0.10776046333462044
MFGE8,-0.04710095344065802,-0.016551421322333663,-0.028222995872749217,-0.07284158024765534,0.056029299745104386,0.030006303709833572,0.005780358767125146,0.017111227218244426
TGFA,-0.03295622086335297,-0.022768813391991327,0.024326455712296465,0.04258869926163391,0.021198999223281393,-0.038890095262627426,0.036499150848358135,0.05326254885409403
SLIT2,0.0366117841467004,-0.030654422179137983,-0.004577676916652324,0.0911507350769893,0.04689711508875572,-0.009664822279292627,0.02266030025917145,0.008728637065176197
PLTP,0.02493707812116118,0.09798239936400807,0.09697533089911754,0.008960084409300672,-0.0657787221770051,0.018951624593129397,0.04592903854860827,-0.009461420175900374
APOD,-0.05910802876764012,-0.03847377909062926,0.04853405140675349,0.09197760680593099,0.11245524077089698,-0.03205187185611732,-0.040575985400936654,-0.042652792940320344
B2M,-0.07822969392531033,0.06361876105326844,0.05715863912842619,0.060250230279159225,0.015370396330266885,0.013181417694198656,0.03052550824535502,-0.07964761932088436
OMG,-0.010143393388239268,-0.058454237875602603,-0.02273287086323034,0.12762640477404721,0.12539765838083103,0.004952888426238192,0.013017615297329657,0.049877592001294005
CXCL3,0.059313640906558704,0.07860546753892314,0.06955343159913967,-0.007100164959045932,-0.06103010503930826,-0.018506057264728114,0.0328789291914616,0.02200507282775776
CXCL10,0.035184980899980636,0.10405192379622513,0.0697792789066572,0.04385984356198013,-0.030165432074984913,-0.02493160657262193,0.024388578342870556,0.005958142987360495
RSPO3,,0.01762316254122785,,0.1530076513374145,0.036002137036583816,,0.05287503271458781,0.03651992507233071
CORT,0.03874623030007179,0.03415450460580265,,-0.004550572685510732,0.029760836346072555,,-0.027991615664505497,
NCAN,0.06640353285947108,0.018956800949799398,,0.10591201401467609,0.10047775348309497,0.028843047973394147,-0.07410542390593494,0.03642363999573498
PRG4,,-0.017700308151122376,,-0.023372611999493403,0.0017402068152290798,,0.014102231933414845,-0.03541078272862134
ZG16B,,0.02192484735432654,0.03705407616649463,,,,,-0.019491471142478324
TGM2,-0.05905678651692145,0.055667775105686615,0.04360005028798143,-0.06821387794255343,-0.09769560901991146,0.027608043502913005,0.0015888682933940762,-0.005997901796792191
VEGFC,0.054827967322113556,-0.023336744969537703,-0.006642644355645907,0.06669180733194773,-0.028160129060859844,0.05624830455901219,-0.02872513882644497,0.020631664737890076
WNT6,,0.027484800711030075,-0.04528189132342801,-0.003323470894335739,-0.006347203424133644,,0.011265224941917748,-0.023539957355556876
NRG4,,-0.02204685667900129,,,,0.006129245842284488,-0.022225300036950706,-0.01563204141575554
PMCH,,,,0.04780048798943268,0.029021107088463595,,-0.012796410131135309,-0.033708619751075516
COL9A1,-0.01600739974341488,0.04964692544705179,,0.052955567867829026,0.07843340397390744,0.06872844345661805,-0.005129285062785731,0.03127210947156539
GDF11,0.03997026032147367,0.03961281815191604,0.09056336046560591,-0.007854344429596035,-0.01882909490304421,0.04044677526525677,-0.05327072704877668,0.06269220792946524
RAET1E,,,,,,,,-0.017148238364433546
IL24,,,-0.025536123269640637,-0.03009363613601775,-0.022131278014493442,,,
SORBS1,-0.015633187058575283,0.0030066453387134987,-0.009785472089435945,0.08593585257321097,0.05861970708739764,0.015782502475982868,-0.04620565961025936,0.004707399093508246
DLL1,0.006427118499247578,-0.017383974832359848,-0.006504453325479725,0.09208342540816902,0.16343073013190532,-0.0002852868902996086,0.042187890242157904,0.03480125237781164
TLN1,0.021244413572372278,0.02573523270129628,0.042921428755209344,-0.005133236984689119,-0.051463867168540706,0.031501182104595085,-0.001608334064087546,-0.042630223298581876
COL2A1,0.0458860081399294,0.05509636851795316,,-0.017869244677105406,-0.05768088062950001,,-0.026957699485501144,0.15623075325472352
SHH,,0.10397092729543524,,-0.023639690401449514,0.05692030026686456,0.06139745151237024,0.025979606828252413,0.019823649503481134
PON2,0.050285995375260135,0.0020929834969892853,0.15614246753769995,0.10682417414882771,0.08434453107983962,0.04120339967974281,0.0302852650099472,0.028103385259149388
ICAM5,,-0.03192529145874131,-0.0241730782656159,0.0808651889651126,-0.015647781953890643,,0.009173915635501328,0.06865472076359261
HPX,0.0328104559209796,-0.02379096761149383,-0.04799832744953668,0.027821412282876788,0.06597256497514939,-0.02627951864613784,0.007606547278358215,0.012952304797438252
SFRP2,,-0.013038933435735646,-0.02520189804748165,-0.008216576165289431,-0.011379508634105862,0.042784301115701924,0.03980929658206936,0.028868422913759437
CD70,,,0.09029268271183749,0.03132341454405344,-0.06317487487730182,,0.09456423049916175,-0.023849503674641025
HP,0.03100828183092324,0.024329030005556647,,0.023155049431352843,-0.08716201482267892,0.09706012831466963,0.036441895284930345,0.012867803614892735
CXCL2,-0.011432831872964752,0.025886146620136503,0.06654366423785786,0.0008284747228287803,-0.05347498534702902,0.08811676811686038,0.07838846153111324,0.003616517362534022
NPPB,,,,-0.019539456513670696,-0.039069504178717906,,-0.019125557509557564,-0.015856965072386032
CCK,0.047596410894957135,-0.024137085337256326,,0.023768601407515477,0.07869318668605985,-0.01901176633530681,0.029384137656143564,-0.0205707643723474
SEMA6A,0.02942496457815587,0.029568534605184094,0.074370620711457,0.05832983866729556,0.013755802408336957,0.05871886067314717,-0.047576969359573555,0.008355370156683053
IRAK4,-0.0030018788715608837,0.004165590127237357,0.09504117846910953,0.03921061828265963,0.04632505394549044,-0.020642782095476847,-0.004810521179714377,0.04007037768177823
GSTP1,-0.0006989839472431262,-0.00225170249686009,0.023687962828088518,0.03437345716191115,0.10105567024623745,-0.04295118141763441,-0.014718885691569417,0.07126068033891862
VCAM1,-0.028050454895194362,0.0631778771658844,0.011792268712551122,0.004556565683473985,-2.4152180010357767e-05,0.06162786573383964,0.02793148165360315,0.0023280881220468282
NXPH3,0.020781378303924555,-0.023281442935829972,0.01779846720847135,0.043862820149481854,0.0779804279199918,0.06963193683342087,0.022479719276226773,0.052729446627928285
MTMR4,-0.015887387087614557,0.0320480828373335,0.054566452498646174,-0.006635155383699413,0.05098627150398356,0.060840224087754795,0.005338603846087368,0.0006333152211300574
LAMC2,,,0.025851111192315698,-0.0018986867299108112,-0.02906457795047758,-0.018950859022446878,-0.012420911988352865,-0.03021238119653362
IL10,-0.012497812455641895,0.015054658134222958,0.05779557948788796,0.051903023848571775,0.01077058141169456,0.09062799313119875,-0.030930611927871714,-0.059131118148127416
SEMA4D,0.02266710151357203,-0.021857832557692806,0.06526923504048492,0.05294077477162413,0.09282541136742037,-0.006412432047181078,0.01662282681007646,-0.019820704564662544
TRH,-0.025936556973897844,-0.0207457871090858,,0.061357160846292065,0.08432089636108002,0.07549155221791991,0.0420455187476682,-0.017760864272524414
SEMA6D,0.010543231250453367,0.009081725555779439,-0.01086030083580369,-0.019453273583110112,0.038392184587073115,0.008090607407032786,0.028740349374070544,-0.0031657094267175724
CEL,,,,0.02356781621271538,0.07031584929857074,-0.007972834147198252,0.042220218787182094,0.05439889541615151
PDCD1LG2,-0.041421155213828574,0.0951487859033535,-0.010348734735073695,-0.031092190974371492,0.024521625062408525,0.040190504215310195,0.04655224680068262,-0.014431312098419241
SPINT1,0.018497401001262168,-0.031012596342207432,0.03554277529319003,0.1020730690174702,0.06527204606925555,-0.037443352561672735,0.09529324810571876,0.05292649934523136
CTHRC1,0.0034597185209808965,0.004199305406814467,0.019858631275492398,0.015602507915853403,0.00707281254688156,0.08762356423146615,0.044845869254208325,-0.008729940738611735
PODXL,-0.06611155386136673,0.05425845315364775,0.03551225112245796,0.024659344369278868,-0.00042000196885172983,0.07879873680341544,-0.005770918951929729,-0.03200851320877588
JAM3,-0.026331245054078547,0.009095901170141312,0.06609065666953713,-0.011647181920473756,-0.02292265368587698,-0.02401727866039881,-0.02997832112564739,0.013075284810696926
TGFB2,-0.07194489474179135,0.08076947692609675,0.15281883463371296,0.06005853490461837,-0.008215318501805216,0.08247930551257876,-0.004671295205899429,-0.04918443403879029
COL18A1,-0.06187104098129711,0.09912975420827952,0.10954484223820848,-0.02401644991276252,-0.07892580880369424,0.04476061999033596,0.06069307276889248,-0.036036552555907514
NODAL,-0.04103296559202244,0.0729915390411335,,0.051706144897452885,0.002825024679174156,0.09268591036927645,-0.014204244444298174,-0.02430735792084257
INHBB,-0.04332382244008639,-0.00020016545268399823,0.10519225204384879,-0.02528047854174749,-0.018705528438162693,0.06401496373955902,0.017312864766609,0.08378023354955028
LCN1,,-0.014337202667516454,,0.082810058412945,-0.025816661465351914,,,0.0047242416474295645
ARF4,-0.028856176309536196,0.02456511609696054,0.10804913493147604,0.058369323678922995,0.10861497811006976,-0.0036820796946110995,0.037188826849664715,0.01156761946022878
CXCL14,-0.052721767117403166,0.048255517084522914,-0.04304492522289834,-0.015330656840198987,-0.1349946538538511,-0.01575357977944907,0.07487895145549166,-0.026393737127459432
LIF,0.08724753615499223,0.053138228985663505,0.13397912122483865,-0.03863438501304654,-0.05178091889741802,-0.0064778936757180034,-0.020144460462649894,0.06559017855913642
IL17B,,-0.02367810319981789,0.0474919514741579,-0.04164043144381331,0.04130369762172722,,-0.01767139997585034,0.02297598998292494
MMP1,,,-0.08345834304217169,-0.05080587788758345,-0.04255233430578832,,-0.012796409117737927,-0.04211922808127269
MATN1,,0.08530107071953916,-0.025536126950374476,0.035554870036056035,-0.03645923110293191,-0.01916970972919877,-0.0182122747891981,0.018619908375324096
ADAM28,0.033308947906996,0.05338677049377625,-0.03200537657013984,0.05506833221622393,0.008604100637948515,0.01671975850974988,0.05948953102698509,0.0091228241668406
TCN2,0.02640261252568539,0.04860230170869807,-0.07275393791640647,0.03859656358577457,0.014217987939219402,0.0025063864486698706,-0.002434878114869723,-7.829738121878847e-05
THPO,,0.08225414760446637,,,,,-0.01579830482671946,-0.02338383133311161
CUBN,0.01420201384492525,-0.014846077805795204,0.06189729194529297,0.06506619119627094,0.12751118603010994,-0.010459159249655682,-0.01196404497039283,-0.06772777870434092
TIMP3,0.10605834296034693,0.0649020472033786,-0.07747008350736284,-0.030853631875174616,-0.017196689940967944,0.05332221064542977,0.045896437812619914,-0.02709484635597918
PIGF,0.011404946026201214,0.015359280914523168,0.0911171885651771,0.031704146730276196,0.08818786516331246,0.022429416095133457,0.020548630223146194,0.07506927502745166
CRH,,-0.022046847537822486,,0.023844518581884713,-0.012064838536032092,-0.0004801622164688619,0.03439130867032636,-0.0266334974403385
BDNF,,0.03411380765172998,0.08350758342486807,0.05911506211248606,0.03034040590309417,0.057731227413103915,0.030821776469342217,-0.03388001389320671
CCL5,-0.03415892089452628,-0.032545571674022916,0.061324155656492976,0.08411421791463028,-0.02651511536861216,0.008815742386476144,-0.0321992408847884,-0.008124948287685703
GAD1,0.0065577807646660675,0.004627834150754989,0.01511713189253661,-0.021489942441853708,0.09010769614012988,0.07201182860724994,0.04816152517585193,0.01185302724541934
COL14A1,-0.04002563674802174,-0.025433368638094523,0.007267517528074935,-0.06520629149463303,-0.05015143822784647,0.04605032648783704,0.05645472273062565,0.022838889143887712
HLA-A,-0.007170073735576853,0.09121389986736575,-0.1575726130015288,-0.08403936899745963,-0.1601635946208837,0.011118781946167248,0.014178521408777801,0.0002076924045081126
CD5L,-0.039692088130823505,,,,,,,
FGF18,,,-0.02651495467891618,-0.004791846293364887,0.07482859821218547,,-0.02211310551976874,0.005977140055748406
ADM,-0.06422435978592456,-0.011898444397309945,-0.15120583735607293,-0.09701290209337242,-0.05746360068738348,0.0516203770431624,0.0012634418551067416,0.03249487385613093
CCL15,,,,,,,,0.010866013575438968
GNAI2,0.036123640619761935,0.030754744103708067,-0.0473353496450681,-0.08353503142953735,-0.007113654180685088,-0.06833933835899014,-0.02909399430788983,-0.047849860816077956
HDC,,0.01135378922996238,,,,,,0.050629881583839534
COL11A1,-0.03266521629274056,-0.010924192057477973,-0.08135822320183918,-0.01661586937965754,0.06528484319412255,0.03863622019466739,0.04762748575726387,-0.012062626338499435
NUCB2,0.011562731401459856,0.037663771257364705,0.06403659842003565,-0.04475834930371718,-0.09692920099685193,-0.026335362438722608,-0.004189548267737349,-0.0008475788646854991
CXCL1,,-0.02538526185756772,0.13108023682603112,0.0027350556665106957,-0.07880067201662577,-0.028814873027421587,-0.026599597735640673,-0.028150948175662688
VCAN,0.10930818320458142,0.07195702912230133,0.019498358789633283,0.040528508345499356,0.07447036995942169,-0.10644271882717297,-0.06455443320992364,0.009626977668440912
MMP7,,-0.010464975566383794,-0.008823064434037813,-0.02298734346611548,-0.07588198091266792,,0.0974021809370398,-0.02989929277174691
PTPN6,0.006103779483821273,0.021383641942761936,0.035218986824524894,0.05215556674007237,0.020367187779899914,-0.029809492590316494,0.005175183583711999,-0.023413079422546137
PTGS2,-0.036764236836942785,0.01344594459950644,-0.04427716759875509,-0.051924643271823105,-0.0993044708058698,-0.02369864351919102,0.052220036376863815,-0.003852179040365106
XCL1,-0.025328723935535608,,0.0461519895225984,,,,,
CD58,-0.033279578888151556,0.1004634639762634,0.11283580224039534,-0.00688554921155592,0.002204782445940871,0.04824028424874353,0.002661972506489502,-0.02005667577955235
TNFSF14,0.06111629285202006,0.014396196911288744,,-0.03938058205642484,-0.04393525744948029,0.026928051568164434,-0.018477343195840417,0.009721207003503587
CNTN4,,-0.02574702687772444,,0.01349897274118356,0.0009701358653637391,0.0171797145251051,0.014524252602710407,-0.026210859585322415
INSL3,,,,-0.03335214719762746,0.022170123627671755,,0.0425232861624768,0.017543617786714344
BTLA,,,,,,,,-0.020394490231418868
MFNG,-0.0166105841615272,0.019702637059022338,-0.02848177039421354,0.05690301649636606,-0.01605253747971758,0.0031339362292147213,-0.03559752445438853,0.010589086638439887
ICAM1,-0.010827605303268796,0.07995833644052239,-0.004639554019649936,-0.020249172133765057,-0.0419060598214469,0.04417529753823775,0.012283857388726352,0.014787137501099848
PROS1,-0.014870147293236656,0.08364370324306902,0.04582708798609223,-0.025451850611446884,0.0006894300048639785,-0.014709818968782191,0.06046387561763301,-0.03621308158333648
CLCF1,-0.00548170068856027,0.07881885488059534,0.04056906788558876,0.04042203403026319,0.06412421636326347,0.06067796599116254,0.005482346106646032,0.04175795957259901
PSAP,-0.05144701329027209,0.022826891915126504,0.03881561910742117,-0.03642289700486017,-0.09618049753040475,-0.012406097572875493,0.023484838766522593,-0.014861721982826828
EFEMP1,-0.011311315261653914,0.026738975691480007,0.025516487647687477,0.04893167970475906,0.07016916424786443,0.022873439317095595,0.07211927747862797,-0.07547224508923994
C1QTNF1,0.0006613163713230406,-0.009080196542337734,-0.07697096853525429,-0.031208476273268955,-0.13069624109930297,0.002599759297431507,0.04686154033842025,0.032743755968666924
ALB,-0.02562828348610103,-0.017553679858444825,-0.024173086212785785,0.052889426798891706,-0.030198404958498876,0.013918772634240162,0.017387789496906596,-0.02384951111778079
CCL13,,,0.12517713105009864,-0.029233426598005874,,,-0.0028224776297336085,
EFNA3,-0.0014484844352517612,0.015978076767982054,-0.04473106059835456,0.062049357877580855,-0.01762659040806224,0.00968057774033792,0.013484367035805146,0.021095787847720572
DRAXIN,-0.03884942634866035,0.04230036734648689,0.05883743624793478,-0.020714152866630225,-0.04623682584637833,0.07583798195263859,-0.02324314725415046,0.058043869620760996
RAET1L,,,,,0.08901586787892393,,-0.02244824698526158,
NPTX2,-0.048840987287819805,-0.028775265670252216,0.027538037970745943,-0.015996479129573617,-0.009384383009824127,-0.01444481901729301,0.08653490422458573,0.034686768953370556
FGF11,0.02900422476019465,0.06261124740381914,-0.04476428404422611,0.024202219978730326,-0.02533193095565561,0.042895909963800306,0.022793566868066297,0.09298941248355201
CD59,0.017365969438457,-0.022708732402590245,-0.004826259753183635,-0.01554999308017174,-0.004499947983597017,0.03003617535521022,0.031003736503484442,-0.05607934815084485
COL9A2,-0.04657485606306156,-0.03831604346998305,0.10984319721927373,0.07869070613999454,0.10428719594534044,-0.011896435949416145,-0.013045273382502994,0.05854966396150492
DLL3,-0.0165119741464255,0.00446807244168823,-0.004250599899902827,0.08100718242860433,0.10751873777749839,0.0020322512335738006,-0.04075109927314265,0.04797384160446066
FGF5,,0.013486060350779176,-0.043009056757084864,,,,,0.01798075581936088
LIN7C,0.03767845715256376,0.007864116128235468,0.05168030421647697,0.02468440180666445,0.027300328185628716,-0.029365049752593585,-0.0017324836307436736,0.04297707686155303
GDF7,-0.008512876718675863,0.04028364345899029,,,0.05328691630583394,0.08034834279857922,-0.015021000053994081,-0.030086110775292402
PSPN,0.056566966333706614,0.079991613771125,0.033093725950616236,0.057691854328931876,0.021977959207250312,0.011813349725093267,0.05373683196603152,0.07304146646449908
ANGPT1,0.04246298294300888,0.05606872577479207,-0.0015353275210834294,-0.0010507035244908091,0.022918079917330563,0.010364019301081238,-0.008986428108944846,-0.07680261045827727
PNOC,-0.03705013454179692,-0.027893564330453858,0.04095580484276113,,-0.023534505845511134,,-0.017808009069882873,-0.021768454659863924
L1CAM,0.04746644218847743,0.045526244990332,0.017815980337252284,-0.011306993933192011,-0.1219572163894135,-0.030602296218340166,0.05134011867054132,-0.026493248687878477
APOA1,-0.017999218879969824,-0.004710594318570018,0.0864837783351584,-0.012312433119796209,0.09067326823741931,-0.026443895832419066,-0.03140243458370937,-0.042566313627577464
PSEN1,0.028682105893317114,0.025980254646482893,0.007983129327359475,0.09448830341708633,0.11757457325329732,0.01737929214727925,-0.030636630677480466,-0.017874669027877845
CALM2,-0.027686475980879345,-0.04945929376637573,0.06561227253262772,0.10868628933132454,0.0706733285107826,-0.043813319935567197,0.013715658266556477,-0.003921699950841153
CLEC2B,-0.01878323015560642,0.08324395338270517,-0.014491973812268995,0.019249608217784927,-0.04657051063749039,0.06250832098586323,0.0674241820021094,0.06673008350941109
NTNG1,-0.015268088815808253,0.055796732315756783,0.001853072458788099,0.0354194121480861,0.02608860835135821,-0.02007550822215285,-0.003173679246145672,0.02234495292741498
