,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IRAK4,-0.023551464244139547,0.04150368550508413,-0.010127995088653642,0.016939344224966183,0.038051514702140445,0.0024269913580397956,0.015869341283936463,0.07047148934256156,0.03401505882848617,-0.016120580817002298,0.0711968633366642,-0.002907066686575333,0.013793677409718059,-0.010508236340985957,-0.03798990985238613
GSTP1,0.031054993563193467,0.009529679862114138,0.03355544933699863,-0.09299254025566647,0.04026173012056149,0.08274617486908226,-0.004953777559694331,0.007219940116385376,0.09658863582160093,0.008438541593803412,-0.017189362445065387,0.026451060319174477,-0.023424554858125324,0.05876746517417713,-0.07846353572485704
VCAM1,0.13366531122892655,0.03162405058872273,-0.004141923663521618,-0.0757197817064401,0.020935227050020728,0.04295361020116301,-0.017323658855159598,-0.01284877238265691,-0.03413706045041898,0.08036708463583943,0.04101064958733462,0.06559039243385709,0.08779042336008688,0.04171534651268087,0.0012009730588598351
NXPH3,0.05013056106839632,0.0019458786234722828,-0.011096584673609019,-0.010458218266129402,0.05584274559097382,0.03116929077186877,0.034539983100932016,-0.022529312103691895,0.02494703114266303,0.004936507219392253,0.08461930752253308,-0.005156328609931002,0.020548837402337535,-0.021686797345414427,-0.061497750216528195
MTMR4,-0.03357709828686142,0.09770942323425497,0.023799387589397248,0.07978738524936518,-0.025824824915496848,0.04665181911892467,0.010278931945424967,0.08284542346877548,0.06551007927981112,-0.011779912549009798,-0.009824411982121542,-0.002830860332471903,-0.004394973048629815,0.025729221499626188,-0.008687282058858685
LAMC2,0.05697267947528637,-0.020201587488972515,-0.02734374806868934,0.04504725637557722,,0.01745188150657789,,,0.013746736675990896,,,-0.016303434980642337,0.10467175261405853,0.11464241454404164,-0.04741695737237688
IL10,0.009380943550599999,-0.00804350384996329,-0.011671233608864273,,0.010589115171979144,-0.033668202554909356,,-0.04402490248192641,0.0746987044229094,0.023612033180250423,-0.03632411215313959,-0.03805004151702422,0.026598677724649848,0.07528243808262886,-0.0023808602490298808
SEMA4D,0.04603955068009817,-0.013407411580911618,0.01088032116200702,-0.014686330504836248,-0.02542908191792564,0.08423046420378774,-0.04462692832086074,-0.09764089912176989,0.03735347694836468,-0.008380029554415592,0.002627716978819551,0.05076952159404641,0.04436010026703211,0.027331638645205474,-0.04545552812257614
TRH,0.026935267487682414,0.015913974757769685,-0.008131271840601436,-0.0504367043116349,0.0524518850292637,-0.016189675026876058,,0.03427789698400028,,-0.06324305807129714,0.09462298786721259,0.02607598781992392,-0.004076153113830738,0.041743586482617064,0.015364000961856432
SEMA6D,0.025106284742662986,0.00733856842771617,-0.023768639192377483,-0.0670083608291956,0.08134060735308557,-0.07512771803189268,0.05849489885229891,0.05316202185229819,0.060135568928927595,0.09473295546341827,-0.013525044495799946,0.008214758080584913,-0.026678503023984917,-0.039130455824882,0.017861984672796715
CEL,,,,,,,,,,,0.08981153761416995,0.00044368635920145693,0.01982458086318653,0.07865818837548895,-0.010638469599861146
PDCD1LG2,0.05135262790103793,-0.010456617827936813,0.011900819842925604,-0.02589087078343134,0.09253947377591971,0.025066179803622936,-0.06721426240506015,0.005127068489172001,0.06033971738298009,0.003697130083144852,-0.0016665540271339208,0.004097498432098036,-0.0307958497662334,0.07218613769903078,-0.010542708444120334
SPINT1,0.0812383915014245,0.020976762184118924,-0.025423991721230926,0.011929129477118315,-0.015698393569323427,0.012301676746065793,-0.026737900726522018,-0.03064725875336581,0.05954143876189204,-0.058391962975081584,-0.05313366809907816,0.011341518592254166,-0.0060808111402632726,0.08771995590917608,0.09342099003042466
CTHRC1,0.013441612119975518,-0.022118669328581763,-0.0003937876927177338,-0.06422144483223634,0.012645802057866234,0.07899861584877155,-0.013184291876292243,0.09611868045433661,-0.1641821989619221,0.05902999963330648,0.2195091472480302,0.032683307642796394,0.05195659643054295,0.1428705880158165,0.06973742056085645
PODXL,0.013144955011505713,0.0420079632428702,0.03275228274322333,-0.030925586515428545,0.007357264734509527,-0.08378950998263565,-0.02733402727444464,0.0575889271846089,0.1035515719627634,0.1020814465274769,0.05828115882821199,0.016556367468104925,0.03298795242324353,0.04835071700865223,0.05523706015371159
JAM3,0.002355451753760437,0.010564258935839545,0.03456909201052859,-0.043944613116016606,-0.009241747935175702,-0.041210503626962464,-0.02412907298803301,-0.05316540520822688,0.04185796389289305,-0.02092030092595013,0.04046960846204714,0.10384541438153001,0.048157033956571796,0.0502042237142254,0.037691633283462256
TGFB2,0.09417040304950892,-0.009572944688893975,0.05801060565094578,0.021957422183288104,0.06069359398964804,-0.036024226369330926,-0.01639489591633603,-0.0020779537443819406,0.07155566989969235,0.05973438337987164,-0.0564747798917711,0.036646118481029985,-0.03874745740971657,0.01701533788275343,-0.037359116971352115
COL18A1,0.017455000963725008,-0.02484830355764001,-0.023083728304579047,-0.013610028518295689,0.015692433929568296,-0.06845314844789871,-0.015280359948799576,-0.031983718358327175,0.15497023555465259,0.0766095494404427,0.1225420892301753,0.03514881579616849,0.06888403273846207,0.12118583196296068,0.04024982403230239
NODAL,,-0.03238753747391918,-0.02409251556405631,-0.05447928182852804,0.021588456821315674,,,,,0.05156528649412663,0.044323485464910405,-0.015334561984432556,0.06551941871865564,-0.004808913191705556,0.020699021226659522
INHBB,-0.008557755188510553,0.043014838734403364,-0.03798205361038337,0.009247052651208409,0.010952826019199028,0.03800064113070275,-0.051143863370290234,-0.019172144377736865,0.10046686079750647,0.0020873794160695203,-0.0014169740704917716,0.002220281751101019,-0.010159446746114036,-0.04418343203450565,-0.025775834235537476
LCN1,,0.01436904465085864,,,0.028712203776486728,,,,,0.025745805243241996,,-0.014481554225035746,,-0.022570424804802553,0.012584857192189896
ARF4,0.03922233411689019,0.046671787334704395,0.00450050938004603,-0.032074649657021025,-0.022105352855314907,-0.05215052033194483,0.029740530430191536,-0.039059381809791856,0.13088968512880356,0.10495923907669634,0.11565080824181151,0.013574306452927324,-0.02854540174210583,0.08191796406554719,0.10591562576563145
CXCL14,-0.0021291907898733113,-0.007807527327159643,0.002142140874244235,0.014358974956095854,-0.029154402325612488,-0.05066931212331556,0.03616433595165772,0.034654276369620964,-0.09153759772035364,0.04179936465820862,0.0002546858846987685,0.02187383144002985,0.06418503545149616,0.026128282413253205,-0.0641865866278107
LIF,0.025168518211873585,0.0007788622336596142,0.02587569576514349,0.012206293771314743,-0.05548244397189932,-0.02682600112123595,-0.004589385685663893,-0.027570470445637752,0.10074317527028626,0.0924961228620368,-0.058353067017771064,0.016728299609304293,0.05607404061457601,0.013407523700010596,0.02985168873075263
IL17B,0.0006455982299435123,,,,0.04437744356162481,,,,-0.012328907804865029,0.04727760989445528,-0.0712044851398583,0.05142857626924098,-0.02264166963524202,0.06316040381096005,-0.009486757959793164
MMP1,,0.05968266756962617,,,,,,,-0.17022740617034418,0.06267159697662537,0.07172174982596553,-0.006537266079582062,-0.016395535620107492,0.0695736490424566,0.007987311507469565
MATN1,-0.02711554320258924,-0.026524101003101954,,0.06382290288135044,0.05647698944545175,0.11307897307964922,,,0.016539523469529617,,,0.08643731247293053,-0.02333467125676487,0.023565835855847435,-0.03426873460963702
ADAM28,0.007385281275888867,0.028125037003371517,-0.04430466021756739,-0.02204989118697554,-0.031075598391519813,-0.02327548975918926,0.030235044282325083,-0.04169827289179346,0.010695524826018248,0.007925441972748741,-0.012947587689931888,-0.010791145091382404,-0.0028736010520653446,0.0667991477789209,-0.05421971934997558
TCN2,-0.029365662082494297,-0.014314955740024502,0.0018502090909174424,0.03168146895150583,-0.00551000904895618,0.007448071680925842,0.0004547335112478582,-0.01635354068956512,0.12413375694874985,0.014540322571633887,0.11104591023974641,0.04840353939912577,0.04632815259283385,0.16969809744334644,-0.026705778032581822
THPO,,-0.013972809662511985,-0.01248160725953341,0.015212111184471928,0.09046239843726511,-0.016803934010963254,-0.02018405517538082,-0.007621848203130044,,,-0.03971549704326575,,-0.001845043187094407,0.015127911130976762,0.051989998392790525
CUBN,-0.031416013204515175,0.01945458524691366,-0.04164587934236656,0.0061760802536236295,-0.0017186517736933987,0.04955765596917197,0.007308703292088539,-0.02104547482575043,0.09733255782800944,-0.007428709420446909,-0.07931905482999174,-0.0033465601002535634,0.0792083685612204,0.04446784616110356,0.0468443485709159
TIMP3,0.018933947868764477,0.01818249504306367,0.004476008771085417,0.018916361763354907,0.004480730045992685,0.04336130729215629,-0.05758842839207011,0.026870644283231732,-0.061443263638924495,-0.003358009178319471,0.08664690926446988,-0.033679154815828706,0.07321007597995842,0.11636021176845683,0.017957652983553844
PIGF,0.01323588988378062,-0.04435438919057692,0.008694575059850246,-0.029604072893804224,0.009522008591160078,0.016096181129089854,-0.011170451927486403,0.03368099678739557,0.07291772939158547,0.06803427707297108,0.18446516137131905,-0.02076679186310213,-0.01138258046912787,0.008625920506001033,-0.0006560547745674
CRH,,0.03760865327092038,0.00667210080342089,0.0030722104244889814,-0.02345119187998041,0.005510349030526467,0.0778456498817688,0.0213007395254612,,,,-0.029634380329245456,0.04648913611232579,0.042322133883881334,0.057125839073357144
BDNF,0.032067701179582776,-0.000589003757421806,-0.03700670876444833,0.02993383720563411,-0.051037100132356204,-0.03204900814101755,0.0025402453289331407,0.11125915020922995,0.05557810310832942,-0.01118705021928647,0.0724893237626065,0.015633162928405078,-0.04622359510480295,0.08300390759109932,0.03714210161417158
CCL5,-0.0014478950858177906,-0.001763629408236062,-0.05331080645515783,-0.0005564527395615472,0.05561987398241905,0.029187486170658496,-0.03787118956370043,-0.025296939167775215,0.07849306160735134,0.04102094022923031,0.014834413494930303,0.07122663709449568,0.027864239114766546,0.17732331493691997,0.07941411839014713
GAD1,-0.018179257087086693,0.03527992540568802,-0.010105079427993336,0.023959450272347024,0.00927891225119353,0.013782918308817282,0.02868712790022638,0.15222711914414655,0.12017222733594285,-0.01564981207361904,0.009931626876780312,-0.03405923705525514,-0.050313535906474374,-0.028178335811435147,0.03444209665275436
COL14A1,0.046604056015244644,0.017292451335801543,0.010576074524025321,-0.02069642500243843,0.07798450895508746,-0.028818242558606,0.01585859293593298,-0.03533160366169027,0.00894190737935221,0.00592346858369403,0.08991895167105414,0.01872780073359706,-0.015421123419791672,0.21163483061887836,-0.016748642117518177
HLA-A,0.006503251318677118,0.062084106638079305,0.018526219018626222,-0.03489133283180561,0.015515165298706387,-0.03316146475366514,-0.04342826386943012,-0.08125408441304272,-0.03622703472460891,-0.030477291452616437,-0.054618237473692155,-0.0003718411187671201,0.03321825508064724,0.03740365151669301,0.08110146710744857
CD5L,,-0.023668567501436633,,,,,,-0.028562041020480225,,,,,,,
FGF18,,-0.005035341445287331,-0.010962786285113477,-0.03686841209841046,,-0.014215840644188177,,,-0.05008128205005827,,,-0.02260575875416626,-0.0283326522217863,0.023709899921254787,0.019947985756466974
ADM,0.01893053222569303,0.04335614781727369,-0.05436960784249058,0.04037973102864536,-0.020822860068892952,-0.08387068064145951,0.0376868431767476,0.015772590081173543,-0.08107724409363609,0.07937080378244867,-0.08272057525570546,-0.02068490088073312,-0.052868504330930044,0.07018146837100472,-0.005403518368638003
CCL15,,-0.03948890834122775,,,,,-0.014765309936918993,,,0.13669462533812385,,,,0.013732297539724062,
GNAI2,0.038715061826515476,-0.05175831393372365,-0.039465401179396065,-0.04989171193824103,0.018930087839762987,-0.046589453043445646,-0.043667862141201635,-0.04630123327191472,-0.041539902159827,-0.0645520002596052,-0.10167291649656497,0.033547146629461295,0.04737230225028778,0.02456179825452174,0.019844920565900568
HDC,,,,,0.013345496588378455,,-0.012900506105058916,,,,,,,-0.032050051556425735,0.02474436323932056
COL11A1,,0.06402177583313898,-0.041729445466508246,-0.060494979327868896,-0.04174580031342978,0.08847690177039479,-0.02970385022655299,0.1037800773819112,0.006984178994000385,0.0831805066971516,0.09058855210171944,-0.01633152408122339,0.049708201974665155,0.057497419034832915,0.0433156290137509
NUCB2,0.006086037565476378,0.03792322924606549,-0.01188455865313568,0.02494740444800221,0.025850877193853716,0.022045774810403037,0.009440310946026736,-0.01689173425570243,0.0688796704105804,-0.013242913035282291,0.03064328828548015,0.00482107281760649,-0.02707852940235386,0.03622039853448476,-0.0033709221245791445
FGF16,,,,,,,,,,,,,,,-0.033767367757213965
CXCL1,0.09551876975688516,-0.04747123985511244,-0.027835295251031164,,0.015152555620031725,0.04734196643396671,0.029811505215686172,-0.01024971788648052,0.18259500153445846,0.022410530879307847,-0.023680844189792365,-0.02511237172340651,0.013337419463858078,-0.012623201783228795,0.13938032582294585
VCAN,0.06737390303714563,0.014347635305849291,-0.04363859482910828,-0.04635415120277024,0.00153731406754982,-0.020811679618990386,-0.00483702411795004,-0.03752647097006132,0.08738306509889032,-0.15048570153685295,0.022595115935486496,0.0292207263541996,-0.013978199391424466,0.06936170446091086,0.08563894842629825
MMP7,0.02246084662560591,0.0477375506932326,-0.008294552626530227,-0.03266340780213342,-0.01675994538714224,-0.013102192326529571,-0.035482244796868574,-0.01680835166537771,0.03517891946219037,0.19098913537160236,-0.057311343152811826,0.057630526189748225,-0.026380982805059742,0.10572185584289318,0.08010543165225033
PTPN6,-0.005621456359709864,-0.015616274628097884,-0.028323367670468405,0.02280520442683933,0.024762310253291054,-0.004752143214301191,0.005181297118681875,-0.02576140634572191,0.09900724942252129,0.0030895239730256603,0.01921706851656125,-0.02495570113295622,0.019471686447186307,0.11867033711214772,-0.03209075944208413
PTGS2,0.06309254630036955,0.006830058570809231,-0.03872873565527165,0.008521134639735056,-0.03831570518273868,-0.026035249453977772,-0.03174081518474155,0.08729462204825496,0.03457706235404121,0.10204085622871102,0.06865834358150164,-0.028136949756727023,-0.001241510581955792,0.12095035243071324,0.008104032610843304
XCL1,,-0.012321105858317517,-0.011927903817696464,,,-0.021519860658501064,,-0.02204777487963937,0.06501023808186009,,,,,,0.05181490497512752
CD58,0.05001539877391984,-0.03995599969896596,-0.01762137548833247,0.0016823712257422203,-0.016997201276974117,-0.005702560270306461,0.025036063418281962,-0.027521037106291647,0.15675972250995487,0.040396756123108904,-0.08789280788105998,0.010470812754126424,-0.04232718807305689,0.08610405070974213,-0.031653936755790556
TNFSF14,0.03584830927967292,-0.026133714302633265,-0.017433183896963547,,-0.03492180927895517,-0.02631470777748962,-0.017940322456441317,-0.04787624704529506,,0.05097200506457578,-0.01591299130485489,0.00893788881905001,-0.02367429297899045,0.04417908266894586,0.05475383024887109
CNTN4,0.009325515021441725,0.0310593146437617,-0.02143658911182977,0.002488314232567059,0.06974593268269884,0.035050430309762445,9.690475811870733e-05,0.10442264974861734,,0.05945272914008507,,0.039789578422536644,0.01252980223157854,0.0197580373808758,-0.035999616613320254
NTF4,,,-0.015088275978573953,,,,,,,,,,,,
INSL3,,0.06446406206498483,-0.010962784134826932,,,0.05793607590767865,,,,,,-0.014305267992745107,0.05745139096980263,0.10138953602868264,
BTLA,,,-0.01740127006094301,,,,-0.022910405381479107,,,,,,,0.06383611421826318,
MFNG,0.05398409925066059,0.027489850564436993,0.015553395624562167,0.012860816173027612,-0.0006177997803105916,0.07551747861185712,-0.008624697865680769,-0.0013608055266138592,0.039500736335266635,0.02885257560547933,0.08357552077133133,0.08462982636095025,0.038185060095721354,0.05368303935056443,-0.0005472118167446623
ICAM1,0.00797684424083022,0.01699733726648861,0.07205395906585739,-0.036613037126856686,0.04975337770514198,0.013646243692304494,-0.029607580483280712,0.020469559867150787,0.016610086459253437,0.07658365797836418,-0.06781335316710753,0.02472744445165026,-0.001009404777120948,0.024280036025773256,0.04175925848532506
PROS1,0.047295272794836765,0.029416120427812702,-0.02734752852405342,-0.08286374608630126,0.034653399182101974,-0.04781400476957284,-0.02247423382000486,-0.003724166726429547,0.07444750768429995,0.0663419442960975,-0.053148761581637984,0.06948042805682254,0.02347937736626976,0.06921597833679055,0.010052801340525278
CLCF1,0.028796951744522993,0.004400674605437937,-0.027437007910925675,-0.030363899333520735,-0.03821235057902246,-0.053046103056284016,-0.005875166996129847,-0.02480563382364803,0.12429896767128071,0.10592232381080009,-0.1625398456490524,-0.026349653834537006,-0.014731149413815753,0.06555069231765713,0.045497522943727324
PSAP,0.00235233638132545,0.03513795104951319,-0.004473123921968605,0.03923302881242348,-0.05777064214097974,0.05474582170761622,-0.003266168384865937,-0.039443007466194765,-0.11768604639687741,-0.05465522527988283,-0.036709088715634886,-0.002981549632314618,0.034114084962024845,0.13054405921962953,0.0662797676290462
EFEMP1,0.05011220903975376,0.028091745484809992,0.007503933285003052,-0.0345769125612202,0.03566828504590553,-0.013685664844134072,-0.049455354273166496,-0.09526282088126706,0.035118069320407126,0.1392686491826261,0.03959069803809057,-0.0022410125993906835,0.021807478273636,0.12061185226991185,-0.023775769244427234
C1QTNF1,0.06585615383867605,0.022057736983258632,0.002166786804043905,-0.0478936870498196,0.05409966317449964,-0.03766190583456492,-0.009535579421246533,0.05018465925324831,-0.025495037804054373,0.032220693854899105,0.046811489993490524,0.006100409709410236,-0.009907156039294407,-0.012914395856114914,0.07839828442704311
ALB,0.0827062576058996,-0.035920883681075134,0.05641241567325327,0.01768776860208622,-0.014703916057120304,-0.016494198071598586,-0.020376417183102187,-0.041099544257327564,0.002763135275301764,-0.017874741045953862,-0.04812874387721711,0.06351285579699278,-0.03963017528750839,0.03922661318348249,-0.038334233693467584
CCL13,,,,,,,,,0.1025019781556575,,,,0.028041779186297883,,
EFNA3,0.021317365876507666,0.05208787896700779,-0.02660755419143045,0.07884049247906247,0.008583467053687474,0.02851068764071846,-0.017786129896298984,0.071025607483074,0.011231681355970009,0.03855553253533721,0.014625421424691627,0.06223685276508768,0.023161108034043133,0.000287978819598173,0.04549056878726988
DRAXIN,0.03300026108953803,0.05344954165292865,-0.04268512127570583,-0.013316935756004197,0.01648967713547939,-0.08253330777052688,-0.016361263089808956,-0.02301031232093154,0.05249349071269534,0.012580990105256103,-0.17576558407206752,-0.0014802463350203025,0.002933028227159366,0.09732118994695899,0.0575086150311048
RAET1L,,-0.018099770333102283,,,,,-0.01959629467397653,,,,,0.0417774854002205,0.03658004975653157,,
NPTX2,0.019267575131377567,0.06640502884394278,-0.046980894206583544,0.025379963570981077,0.014218349201378433,0.10858542371626018,0.021064182960345647,0.04970845095530944,0.09359744800549091,-0.03915162925046674,-0.08844535618438693,0.06712615675740113,-0.00010198689482621956,0.08832788880784834,0.014445567800013779
FGF11,0.017965277219622846,0.036953454160086434,-0.0015030636526375048,-0.039173383754375415,0.022443722478398997,0.004404507152142712,-0.012869205771361393,0.08014175766963523,0.01937488955644531,-0.006900002874219377,-0.07580752795958694,0.020242244021279606,0.04935632884589105,0.01855721286993671,0.014546111146741765
CD59,0.023889875129464118,-0.00457249424038819,0.03782557518899225,0.03495970649821588,-0.0547551597921298,0.05903821903489767,-0.012074542609199075,0.044582954473526094,0.06808691928202527,0.0875437196909287,0.14811578510156514,0.0008648661248267304,0.08019663290739125,0.08915051995874979,0.06370764562795614
COL9A2,-0.006307813192736342,-0.012777575034619343,-0.002291985094232487,-0.06598239632392384,0.005634667336996371,-0.02958403128408259,-0.048207028401566585,0.009172553981815443,0.0781269201292562,0.024515434536413517,0.046135034411414796,0.0403283822320665,0.03866729139686848,0.05961485800521321,0.013146284005632754
DLL3,0.03651051241024933,-0.011359761885450289,0.00908081089882607,-0.0560554738754909,-0.017057834841380154,-0.029680799161048505,0.035707297947347484,0.10333078335028638,0.0671373597776897,-0.030942061227980308,0.04224389346790653,-0.0040685877852502045,0.0542902954320303,-0.06995941702476535,0.06815341909432017
FGF5,,,,,-0.022385984535195295,,,-0.016165473209779773,-0.027061954681992274,,,,,0.04791118734712589,0.02146680180610578
LIN7C,-0.04092459106742629,0.024531568067513672,-0.0018280328276320402,-0.008439261140400414,0.014289810088939658,-0.017628948398309995,-0.02779193774223123,0.03738694505475924,0.06231995451588486,-0.02916849629708026,-0.06376624445733539,-0.0035868038558815795,-0.05103869961400191,0.011848883272157435,0.015050525923974047
GDF7,-0.027115561655613202,0.0413839814399124,-0.01956080748995308,-0.04463065721836664,0.04082664044964636,0.05760969978140088,-0.017940321759280356,0.04647722396520884,,,,0.05253812127113424,-0.019245816476242197,-0.0021067525757801566,-0.0018987119921253781
PSPN,-0.032233312817916,-0.061705402860334525,0.036578929206972394,-0.025400685160180642,0.02179740283847853,-0.01937872836090101,-0.01564123558686112,-0.009547861097605935,0.03722642314643893,0.04141839291229814,0.027570285126651318,-0.022554267016663236,0.048242108106556075,0.029277735376718354,-0.02560466808580961
ANGPT1,0.03518918915623413,0.007397933120921803,-0.028483462976154984,-0.00923315377216912,0.0024195480036419206,0.0356011553716652,-0.009092721444800578,-0.09897569401872837,0.09149659302874799,0.029887313193073136,0.09226926332175889,-0.057099022285636535,-0.05161206693379421,0.140477821574093,-0.04003850781466346
PNOC,-0.005924375637082401,0.03430314058488713,-0.0032614124756746295,0.127549316538314,-0.00027141428272891774,0.02973505643848456,0.0505911229282835,0.2004026301861498,0.020808858384957694,,,-0.01320140572856772,-0.0228167014935261,0.09366373600478015,0.058649812842741
L1CAM,0.011487962219179354,0.009918048808511984,-0.022340798186525793,0.08869466912872041,0.05382681350024276,0.07011828250106533,0.043325025609967184,0.05230935976875703,0.03866172845884663,-0.04274528156385242,-0.03462449617137178,-0.01650506268644613,-0.036212094841833006,0.014407490990989,0.0056420410892467875
APOA1,-0.0582495978055318,-0.02672384080983381,-0.01707272499072048,-0.03596455337631029,-0.03976325566322587,-0.005252049992263974,0.009652308535938132,-0.017316952817092952,-0.025346514350197503,0.01250612021089851,0.01160906725848097,0.1091512088683658,-0.020007870825677305,0.0395033924884927,-0.02719357462109326
PSEN1,0.05912935797038357,0.022550267173141878,0.01909480071586917,0.043642556870590515,-0.034465145001377956,-0.010803739963658328,0.017828992418262787,-0.047717869551788014,-0.019526879185062403,-0.04856284118172078,0.022129343778420168,0.019611291118796375,0.03402456350723337,0.05745956757843343,0.01316010876213235
CALM2,0.035346671278894945,-0.016478883985887493,0.011118554695963416,0.0892252418672091,-0.024676203959879274,0.09402638859953233,0.03996901954799315,0.06400223750987429,0.09809213905148745,-0.049872095582141555,0.1486140426580758,0.022302816511277603,-0.07316021137854263,-0.0787190561291274,-0.05578702872055185
CLEC2B,0.02758822264841367,0.03031196106280456,0.022704154658283317,-0.009311561514339737,0.039384524411463936,-0.03612743824074473,-0.011202201489533778,-0.0561311836917968,-0.0006242310914477327,0.017280707767578545,0.10038915545512031,0.004566062798114211,0.014299364011855985,0.15276179384996172,0.07022926664828481
NTNG1,-0.011605008524922458,-0.020897377635465994,0.005769358651882408,-0.01718238426315637,-0.017008299718143806,-0.02584043297242943,-0.0004129805791735543,0.08207960329670716,0.043951709120788045,-0.055380872789885106,0.09977493811495763,0.018107215159149703,0.0266509411443917,0.039415137276897445,-0.012515191662177174
LRIG1,-0.014214938734122348,0.05993957505978987,-0.016688724823860485,-0.12368692299517632,0.040972729838896924,-0.07040350973994552,-0.024846996367241664,-0.011133467716023613,-0.11620482039758398,0.019107430974841404,0.14605765660628042,0.009454260965572246,-0.009366658926371308,-0.06999654160196542,-0.08589673096713599
CPAMD8,,0.024064621727637108,-0.01296701747676478,0.06601892159026021,-0.0202511356412901,-0.016758488485712417,0.0477001950238541,-0.02180669857923361,,0.021174219814069542,,-0.013946447091912964,,0.031254105043374496,0.005269872099646854
GHRL,,0.015601362492169755,0.0431368693437492,-0.011431202709039521,0.018358610768756,-0.029383575492072603,-0.016361263089808956,-0.018029124831908827,,-0.0396162071922393,0.011439410868788528,,-0.020818087119146254,-0.017974603966136028,0.0009126650555667652
NPY,0.06108780880994232,-0.015138516916330362,-0.0008834878939885745,0.01590843025920112,-0.029932554931577746,0.011011785230614595,-0.041847966035330655,-0.02224267979674845,,-0.03433717303285602,-0.04463265422738833,0.018237764349423036,0.018476159833583066,-0.011353306102324962,0.008798622899737435
MMP2,0.03508610237894293,-0.0017895573909213235,-0.017470548640414342,0.01209617025567737,0.05850839672158606,0.005168103499721094,-0.043390395370689776,-0.05309230164655312,-0.19285535168747514,0.056486568430925345,0.00860817590568039,0.020005729658997957,0.06910917807031512,0.08902015090111336,0.07252393236994295
LHB,,,-0.011293292949701458,,,,,,,,,,,,
PPY,,-0.019379070448149256,0.03803781624483979,,,-0.012247728666319355,,,-0.01560598911093246,,,-0.046099948705064696,-0.013213604972598313,0.01856979639388016,0.06009008116006141
ALKAL2,0.031691620859418,0.03751297920386772,0.014251864664369365,-0.04273479529039553,-0.022961419569829715,-0.029543495988831426,0.0038503792962565815,-0.05505139418450314,-0.04115219751633606,-0.012305183166751053,-0.03713089099217975,0.05092825475522735,0.034421892727433054,0.0009913077665469805,0.007570677244356013
CSF1,0.009309992570459585,-0.005368409427325761,0.02676347356693587,-0.0364730341581138,-0.009694438195694367,-0.003876171474982201,0.0006750499638285608,-0.022032907526730053,0.16176847052852994,0.008469368706535703,-0.03828068372447033,0.019234918773955032,-0.01690039675434558,0.04685276790782817,0.013812781884698564
SEMA4C,-0.016038736893107947,0.0029117603378329194,-0.01744200650352342,0.01481200109629769,0.002017523970740518,0.032972839772711225,-0.01048023079672045,0.01797129552254867,0.09613336750247417,0.11111218773339833,-0.05468952627497802,-3.971242133999827e-05,0.05954594414590241,0.04761232745763559,0.014670135228795598
BMP8A,,,,,,,,,,,,,,-0.007668128852253451,
ICAM2,-0.015882871017173533,0.0036177778416644157,0.007537267584560781,0.04331619840606772,-0.006786037667507299,0.05086282227131313,-0.0035764344857036803,-0.023070781401615975,0.0991775822821057,0.022412048752446945,0.11729375101997569,0.0043727581052495825,-0.005249658246915832,0.09927101244796678,0.014405701438918745
SYTL3,0.03404233457464462,0.06012743577780378,-0.0010929803478307166,0.029953093653559658,-0.01338312935570247,-0.05034648903338452,0.003506561827006787,0.024905491919519646,-0.001573856647230065,-0.003355260633319212,-0.08468543123265307,-0.045245432315992394,-0.00638362462299153,0.119571346957476,-0.034408907778213906
IL1A,0.01932822791205237,-0.0460681567930431,0.00935126258560051,0.03514399226351833,-0.027239785227563647,-0.0611720715945998,-0.03163419157828991,-0.03987482324998763,,-0.002355358746670667,0.041335189566484486,-0.03270879352797824,-0.030698063284592778,-0.005206391712259363,0.0750672927564521
HLA-G,0.06729164774656929,0.022105796701730844,-0.011927902740506568,-0.02410566044013304,,,,,,,-0.07219899322694345,0.06597227404516744,0.06506636744081098,,
PGF,-0.044216070365525176,-0.06617737611387232,-0.004806852025405016,0.010025048328744336,0.028890503418857297,-0.05146163928736134,-0.02958403736031797,0.005706951389636732,0.1553778140076315,0.09652361857161336,0.175271921897444,0.03995846817823318,0.048076604068749085,0.08446378571477746,0.046215760538827366
LGALS8,-0.05968925842628169,-0.002721719915293099,-0.034324982179298275,0.041395346910030745,0.02019130376280116,0.046285359732694535,0.02795465983035137,0.03566180034929179,0.022146468798195977,-0.017714599892002036,0.03967283664317498,-0.02711703986581156,0.02186735597693246,0.0804236040411773,-0.05064435580825188
DKK3,-0.028323181173918237,-0.012810095635488126,0.032719393543310764,0.06536340944517188,0.020697768482103113,0.11544218513047146,0.0723759459909618,0.04614838467896231,0.040686628499290174,0.04093879357111968,0.13862374361064211,0.04199812182650671,0.07195387482696253,0.09068767500392645,0.00937238959300352
COL16A1,-0.07192249252210484,0.06009306975260193,0.0006893577985303711,0.0049264755302365305,-0.023159802050521143,-0.06633753853049827,-0.004287862457635767,-0.013725038567509253,0.12239020714722282,0.07372899692838362,0.06291141364037191,0.03905395883975318,0.09400429108448237,0.06210773530149717,0.011492356639539342
TPH1,0.02953859172556745,0.100183929456794,-0.021705702631731178,-0.025543308784771505,-0.02407349106168239,-0.028326426353888264,,,,,-0.02120806586629772,0.11209990330552677,-0.007583693164003333,0.04749518802789716,0.018398525829501536
