,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,ZH916bulk
IGFL3,,,,,,,-0.04626011615611783,,
BMP1,0.06899086086048672,0.013344349553794009,0.053291560671575144,-0.01356650965193932,-0.07946172722868294,-0.07308014875783686,-0.40787638345508503,-0.03885359580013362,0.00012441505232265056
NDP,0.01764892674120214,0.045924348580927844,0.09779896251873776,0.06656384175980154,0.042608348353849954,0.03864258033710871,-0.14941685566699073,-0.018854333336142753,0.04308337204108125
TNFSF18,-0.017415222895344053,-0.03292272436764223,,,,-0.04210237651159621,-0.08756446646411778,-0.02936320336754487,-0.024659570656564645
RTN4,0.15742630173551062,-0.0037233695129983485,-0.0274873576908508,0.07712245917076375,0.11051892975651144,0.32675648089059894,0.5182022600021043,0.1491898360618474,0.011017691022806394
HEBP1,-0.01371621085473463,-0.0022257754194971854,0.017329868804361746,-0.003612184820130016,0.005343219223244801,-0.0027862333548557164,-0.18153469439715883,-0.02624742436615805,0.030576986097089226
WNT7B,0.26459599469911965,-0.0011529895095891537,-0.029065659844835473,0.014695436908001224,0.05833853760402543,0.12968832492787655,0.43627748088658685,0.04967949715172444,0.009974680957030326
PTMA,0.01324496678717521,0.04664220783747285,0.14402471059104346,0.009726248641142438,-0.10514339914436835,-0.2709434410791605,0.11320486992494792,0.04679783994796123,-0.09516793592002637
CEACAM1,,-0.004136717276379887,,0.04737079200147787,-0.013654213031531373,,-0.09526876303720991,0.012140383893804407,
PDAP1,-0.10751438247509891,-0.048068800734845846,0.047510522638274606,0.025992102292695746,-0.013659615580082761,-0.018942271077524865,-0.3022861298962473,-0.01871429726453604,-0.10304113271226657
QDPR,0.09955654576025709,0.01121510261648436,0.06435331660708646,0.0004219301387853151,0.09306648591401673,-0.006850246119304722,0.07416815511304443,0.034132996383888684,0.06827540772194134
POMC,0.16665099177700515,-0.0018708209045449856,,0.0026041881465187398,0.0585520975973791,0.03617737064811808,0.009535426193832687,-0.0013281433743079646,0.06799988823779776
CCL18,-0.023355245855889443,0.04246909694114134,,,,,,,
CCL17,,,,-0.026509124390520986,,,,0.01923556255909205,
VEGFD,0.01910556362632302,0.027924859326756094,,0.009683250209605882,0.01745835401912905,,-0.09125627285043084,0.01855987494391341,
TNFSF13,,0.11914444118273385,,-0.018285400712858543,,0.04259371080382585,,,0.01139986852816085
WNT5A,-0.05684611323950901,0.0016839664271218143,0.040025216033409694,-0.007527770504913907,-0.027636097369210074,-0.10772135079186065,-0.3274016736779389,0.002163423613096301,-0.007691330726552422
CXCL8,-0.08187968014852466,0.006269252765066203,-0.03479760860195714,-0.057868566219153685,-0.06231449249014734,-0.03666256122901533,-0.14132735466829402,-0.09408581944676389,-0.024337773599439026
GRN,0.0028783799250857913,-0.01085698996089266,0.03268801689742343,-0.03965965904615709,-0.034576402339844846,-0.08472056693497391,-0.42231941843776577,0.009271603493690267,0.012193018806704805
MIA,0.044580890195886035,-0.0024350640278999356,0.03482046892519718,-0.050169889606059025,-0.01359737704085059,-0.09329101107516853,-0.138664588500714,-0.054509056050843996,-0.04914134577588529
COL4A4,-0.026490172617463757,-0.03140488793826633,-0.02947491145299261,0.052407132050647884,-0.04822657326771612,-0.045302382762577496,-0.016669640241900197,0.10996947961476912,0.005412447373778266
TAC1,0.1925456188655786,-0.001554074481749793,0.07547464926756313,0.06887002948331411,0.14905104925411586,0.16009503826713434,0.44306336227220305,0.10914238013046922,-0.03113467961281604
RARRES2,0.04827663231277921,0.019109237038706265,-0.0070459930760730745,0.00048537009985635316,-0.14364287851273647,-0.05807564594888493,-0.44839559919607047,0.07086269981063942,-0.07847917638568414
FGF7,-0.007651730469186306,,0.023850163344872628,0.03586937173967733,0.06978325903330729,0.039005576414938126,-0.11496232388462277,0.007486601457378147,-0.046107572082779394
HBEGF,0.027744678928897704,0.0756950698428751,0.01213075934280996,0.0017976922963650478,-0.10426888532461695,-0.08933734246272784,-0.2036812995656905,-0.10811430152806689,-0.018120990801067362
CSF3,-0.026490151645114965,,-0.02063131760003199,-0.03159656486242782,-0.00771062195899118,,-0.03447410838678305,,-0.0315378687896407
PI3,-0.03138153486110031,-0.014270634341028068,-0.048878476848942885,-0.054526131652764855,-0.05201508033757736,,-0.06922379385048608,,-0.0540542923435058
PCSK1N,0.14923823355296273,-0.009270706141744325,0.074146292509527,0.042344800609252484,0.08114571146495575,0.12198486089760235,0.24999891810131997,-0.12948355484191598,0.018907811195202184
NTS,,,,,-0.0808271150464593,0.12724662843808607,-0.07556249764641852,-0.016881357272442155,
SFRP1,0.10152492384588327,0.011196427276168238,,0.002684100257911155,0.09318969129330308,-0.06901074043186702,-0.047413719321227,-0.023564780599981672,0.015833747637064258
CXCL13,,,-0.014980777732729293,,0.03435026752072725,,,,0.11294216162349689
MICA,0.020448333327614438,0.054880462941288774,0.09496552968282415,-0.07518400059134168,0.036072466021014854,-0.03751735505752183,-0.15561599390279982,-0.022385993352848244,-0.007018143720199653
TG,0.0860062157645221,-0.008294801213087264,,-0.024961188945546765,-0.023989331633182953,-0.052654730528137815,0.020049404275068697,0.00221698372905699,-0.009538904674291119
