,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.0019488231436956683,,,,,,,,,,,-0.016113794173025112,,-0.042258463482963714,
BMP1,-0.06565346613135839,0.06214183224961569,0.2727069054128679,0.1211779272007261,-0.06802415514083172,0.034092840429590814,0.14950271649161426,-0.015102421847621339,-0.02268961112872047,0.12540279724887463,0.19771747301816514,0.031696075165730864,0.04588531221936849,0.11037557555156431,0.07951512118616216,0.06161981117399354,0.035606404406367524,0.0018800607988755848,0.11167126172714045,0.2324257666011069,0.08995880969032313
NDP,-0.05407445603678615,-0.012535983002964438,-0.007811390931587686,0.02873965714223626,0.0177924400388223,0.012726400203920005,0.009596182553980707,0.019246401611728404,0.0017527759155188003,0.012575982699831708,0.1340114528421631,0.031049180516722456,0.058585603643086875,0.10123747435711924,-0.0843604111732811,0.038601673247673364,0.02177650396374916,0.036755160084425295,0.0006526009264943776,-0.012261665990445026,0.07159699395327127
TNFSF18,-0.025604028684316542,-0.02127448993229267,0.06787181645862246,,,0.06736937039483466,0.1263854435121104,-0.013259368546496406,,,,,-0.06832238267408523,,,,,-0.016617871505470762,,0.01905126418383664,-0.016359945569707546
IL36G,,,,,,,,,,,,-0.016478490271502128,,,,,,,,,
RTN4,0.06381574600307341,0.14817758950011295,-0.0650083057626734,-0.06805514565978799,0.06373858291924386,-0.08501097193982762,-0.1338066736097714,-0.042661119083306547,-0.05990752916590731,-0.189051228324061,-0.11779782451276671,-0.019247361815736348,0.16158160220278206,0.01293284467389278,0.059933797380572085,-0.032752292847242834,-0.029645492050628983,-0.035708642148802566,-0.05562490569420962,-0.03154133787376755,0.03972507274884809
HEBP1,0.011156476771655627,0.05779998975246597,0.07076050297386263,-0.06421553306161702,0.02992522911327361,-0.04547080207817945,0.04757224725880405,0.019315764081048833,0.050515005415198655,0.07693712362439917,0.04573428143395224,-0.015365055257703547,0.09790724765696963,0.07258666090465313,-0.05343097535457085,-0.01919036836745032,0.03514129742238648,-0.04240912372244158,0.021596166935643278,0.08216568617620924,-0.042442061334028856
WNT7B,-0.022556347330404177,0.11102630042579968,0.01718365842721871,-0.024699013659900005,-0.034214877860181625,0.035311943071604256,-0.018728649613272395,0.001387708034107582,-0.012332311640997632,,0.06277509006698723,-0.018111759812661127,0.12464165022416412,0.02639505533060245,-0.0060737396950113955,0.00531526714156879,-0.030854021474889408,-0.034749313668763694,-0.03447285533708286,0.08083402877324172,-0.0009992479595851448
PTMA,0.04438691575196181,-0.00017251831128765508,-0.006248781445072047,0.05903722229285531,0.02613355797208569,0.04423651028122339,-0.1250654491802001,-0.018538265777330417,0.02273284459086055,0.22901659936841773,0.20977668949347533,-0.016805184503500655,0.049730404441284425,0.047418942519621594,-0.005864266109926704,-0.030263658354413164,-0.053305038090482815,-0.12252953390164902,0.008275952368273444,0.100019632348804,0.020090789813647834
FASLG,0.02093898749871637,,,,,,,,,,,,,,,,,,,0.10373191233095477,
CEACAM1,-0.0017122407974028235,,-0.01718800658712679,0.047073284658848955,-0.021486866457271867,,0.031004547174883598,0.006280459205861649,,,,,,-0.07231007741704845,-0.027323565113225964,-0.022498127793146187,-0.014947336957138322,-0.023878146424094134,-0.022880135450103478,-0.017256649719999594,
PDAP1,-0.05096581954899411,-0.02499654521660099,-0.005570278383735345,-0.0693654584765899,0.11519154922447382,0.05943139031931745,0.11258130355054984,0.0441018851659722,0.0002741673128129431,0.0626432985306152,0.15531884667096538,0.038835105787162844,-0.03722274255214776,0.026024728863904473,0.018185160073735898,-0.016543689471824104,-0.027699698456569184,0.024983814944474093,0.008106160466116672,-0.0600261199766748,-0.04134589657029141
QDPR,-0.014563371906207311,0.07501905105470057,-0.1328946777828666,0.025869478343408497,-0.059039935816019504,-0.07731536599254442,-0.1543292417196239,-0.050560496361952506,0.02511092750489955,0.08332803798877315,0.10177359552134875,-0.00772044106193508,0.02251069147662169,-0.011027935217508463,0.042505323555659905,-0.01973491421195446,0.08211718490196704,-0.051647139403450296,-0.04242900001017079,0.0041362182833100305,-0.06522914886642962
POMC,0.10346936200637692,0.01700932740341611,0.13406059040692558,-0.023259074154593308,-0.02626781512410576,-0.04584044621556326,-0.004238577662773997,-0.015385122735188527,0.030051147122809884,0.08020679874974235,0.01148054395741875,0.06296252614154085,0.11443946437457057,0.010580325600576288,0.11990425775062565,0.04079493329289167,0.07562284114684932,0.0446305984936261,0.04156595461401511,0.09644592698755296,0.009675514625695478
CCL18,,0.10118317277809899,-0.07413739168026186,,,,,,,0.11346125021706681,0.10063963754682993,,,0.05456415682050296,0.16214833090540584,-0.008102203398199163,-0.03650040704224924,,-0.01568614730052576,,
CCL17,,,,-0.01988549770269565,,,,-0.016537014097242963,-0.015263944719815228,,,0.0075785186966769,,,,-0.0159613327292427,-0.02157741928298154,-0.021245106803505436,,0.028306888691832795,
VEGFD,,0.041863834805192665,0.06187324451038825,0.013889019077167573,-0.002599210124880139,,-0.007951806457991541,0.04364901307106652,-0.011196288045363432,-0.01305346262387488,-0.0020253827489421176,0.0049980173114334055,,0.028941157811985016,,,-0.014947336957138322,-0.02240703038995543,,,
TNFSF13,,,0.052374522198652164,-0.014479354763052156,,-0.016850747285220066,,,,,,,,,,0.028038309021352886,-0.0062443892983232415,0.04364076389641883,0.032376493374825385,0.0430249806960342,0.04787374740374982
WNT5A,0.029535928070400702,0.02401900235442945,0.03723730181202226,-0.04829972544241123,-0.07825716410314339,0.06909423784043342,0.1093483221817949,0.003272577947887066,0.021923287360001636,-0.018306327593429404,0.061439166368047624,0.06588372205529669,-0.037834163089967766,0.035526904208422604,-0.0011974387390856233,-0.026595140387556476,0.03911402916604831,0.05443817465930263,0.011098361190541577,0.09851812045837462,0.003310765966995014
CXCL8,,0.0027219693443075238,-0.022417470086076873,0.02428795906100759,0.04723281783448857,0.00629971483877541,0.04301741432324319,-0.022550312302525036,-0.010426470258631464,0.16685775893525237,-0.02562900896327192,0.026056150454523683,,-0.10758403190964826,-0.034108964711378184,0.009104155386697867,-0.0905031161775156,0.0023747225968425256,-0.052669205688924976,-0.009516301158442694,-0.023202212356540717
GRN,0.12087286530385849,0.04552698173825543,0.2948438633050217,-0.014296805357927338,0.0007306389730934217,0.04132777087304729,0.09659150467418604,0.01611004655455309,0.0705665355271936,0.1247658761812846,0.1219898604079784,0.05777959016227429,0.12638290031841107,0.04028353084701854,0.050069100624951096,0.034382322792552884,-0.004370904597100849,0.061592946439783365,0.03565473731679172,0.11624653709719966,0.05591438365808235
