,MGH258,UKF248,UKF313,ZH916T1
DCN,-0.02590630110007119,0.028158132467398567,-0.042563579937252786,0.10226033164103925
RARRES2,-0.050884473715964204,0.06917429324142225,0.08611399874527788,-0.05636016728536874
SEMA4A,-0.030837633171035897,0.0030621950928090055,0.026286603256824165,0.043482330719777265
GDF11,0.02928919842919725,-0.020702777746988837,0.03353472051527014,0.03682657345090364
GPC3,-0.025908047278736017,-0.020538488371565685,-0.016925513162902847,0.08042240699966403
GRN,0.027149148013746578,0.03953222126277353,0.003341161450059624,0.07859278804646573
CALM1,0.006177582637673353,0.06496877242306957,0.004418663457539923,-0.03316842928861219
ANGPTL4,-0.03081356770843861,-0.054226237380379044,-0.06437815395428904,0.025791457307682685
BMP8B,-0.010185001142528866,0.053051494514478964,-0.03291157759341215,0.11893994956263565
TNFSF4,0.026517577283592858,-0.0070042021745605875,0.03053839858275666,0.03190253777605458
RBP4,,0.09430193804689604,-0.020248640113976955,-0.03581788998614501
DKK3,0.07191147219187748,0.039376629985268016,0.03523931410539213,0.04700189330030266
COL11A1,-0.009687103180260875,0.01381402718222633,0.06370607902754144,0.02596858635877634
COL5A1,-0.011604161923625803,-0.026782725201434616,-0.07957376420760619,0.11888927967475388
MEGF10,-0.0534235048618917,-0.01031036225534468,0.0465956152495158,0.001963929245861271
CEACAM1,-0.0277004378396465,0.032485619988860036,,0.08150037469906175
EFEMP2,0.02860893103466399,0.015791357861231096,-0.013690879515160178,-0.021664164088333854
IGF1,-0.02178663982674113,-0.044321365311611016,-0.026403182547057372,0.029772738538395817
COL6A3,-0.02735292172675134,-0.0028389506097871373,-0.07744872665239246,0.12966732655786736
RLN2,,,,0.040377216296601424
WIF1,,-0.035206236861481895,,
PLAU,0.023672216793460998,0.03947518875463481,0.048027921440498444,0.028974982639416776
CXCL12,0.037694990170773685,0.07188865808097421,0.005602408131838857,0.13220966742099732
MMP9,-0.04360039634858579,0.020850571409546374,0.07848977960694652,0.10902833917923473
TNFSF14,0.055164317697090376,0.031658008073436085,,-0.04509845058005117
HBEGF,0.08565568842054107,0.016369133908533687,0.08171839546613395,0.0017406005662655424
NUCB2,0.05135643538276726,-0.025932920598192667,0.019481524502500024,0.06292390810391803
VCAN,-0.028722624328696402,-0.03583124502494268,0.05017665961505944,0.044036428419309805
VEGFC,0.0583523439413956,0.03217169339881065,0.043978613973937555,0.09477791830219638
LMAN1,0.02078681558818936,-0.00103088877410875,-0.06095228019186757,0.018745452089126004
IRAK4,0.008802616263372356,0.027186999602793815,0.030429617433045293,-0.02646518047905777
MICB,-0.018656539239238875,0.001142497175052306,0.0012555510999946895,0.05705195449310436
COL1A2,-0.016288780520792835,0.01438000866734271,-0.10353794755419664,0.11796880911770523
ICOSLG,0.0804111122564002,0.05407453913748675,0.012465528704702872,0.04578807732542571
GNAS,0.012413439200503376,-0.043532830597532206,-0.10169840340780423,-0.05640188292424193
C4B,,,-0.015489285079046913,-0.02811980990293418
COL2A1,-0.0217008187016635,0.04332244944601078,,0.04836499639584663
GSTM2,-0.04027569783410178,-0.051866529117031095,0.0025339198076642345,0.05909051209621706
NLGN1,0.004665509014539023,0.016690303680260976,-0.02068365021291424,-0.07669311703095666
SCGB3A2,,-0.030278673443565687,,-0.03066552487952177
LEFTY2,-0.02287582735344938,0.014274631656921964,0.024946367509421998,0.00569564743702608
ACE,-0.02707924436386072,0.023506789822870806,0.1345679576753787,0.1292013356457857
RPH3A,-0.03609255174074866,0.006258635527945767,,-0.013254771951723936
NCAM1,0.10560183923646126,-0.001915662969027228,0.028904081392130052,-0.09869667401521545
GIP,,,0.019052445555396796,
EFNB2,0.022233794534757878,-0.010295818897689171,0.04169895661696812,0.033410149910344675
ICAM5,,0.06209508796290713,-0.014121219253794835,-0.028628172794057605
CCL5,0.05668531910680081,0.10240526569809881,0.08993526300726705,0.11760625278850037
PSPN,-0.022772153808489164,0.05469922365265777,-0.0225146734363418,0.0031049129683118097
PENK,-0.018881861116616397,0.07303787464013352,,-0.0309181460573743
EGF,-0.007988292964083817,0.039944578022117885,0.06260457295659926,0.028085979535596495
UTS2B,-0.018605934779319072,-0.020689724588047066,,0.05565433649895605
F10,,,-0.03228269046417377,-0.034867070557802096
FN1,-0.0013177093422121083,-0.0036525972905727022,-0.1070843213551001,0.10700074724707882
FGF2,-0.04840797675312271,-0.0966764349525547,0.0033991107271958885,-0.045332883662243154
GDF9,-0.02355512661424122,0.00011856276033241742,0.0735757022770797,-0.04790255642305607
CSF1,-0.008862481320805124,-0.017208825371020278,0.10562628388393831,-0.026183784189502145
GZMB,0.1543903363804103,0.023514563983661238,-0.00017214014161013813,0.12274431868119919
WNT11,,0.038451615782931894,-0.018095212642346512,0.04315815713467034
GDNF,,-0.030278681500241933,-0.04266377415218775,
FASLG,0.04908293509673431,,,0.010486931302746959
SHBG,0.09989355543316279,0.04421620823092897,,0.004751383389629496
EFNA5,0.025191031217909523,-0.021295351187501584,-0.026473704397059813,0.04415912262124406
THBS1,0.007494846519238427,-0.009046201078291759,0.08620487950091768,0.054323549816089355
PODXL,0.015544462333811914,0.007208120045362819,0.05731886017224005,0.0813005047521634
C5,0.017676626376564523,-0.021294479122952435,-0.03639199894660116,0.04572244770868505
DLK1,,,0.009346459555668549,
CXCL5,0.027611002929202773,0.0319728757056463,0.02373975616051717,0.021025917433050482
BCAN,-0.04000851558877032,0.0838414598995134,-0.01825667155646361,-0.01850287783336125
RELN,-0.019154048775356997,-0.03361022847028043,,
COL4A3,,-0.03164661368058723,,0.040387898763610076
GNB3,0.04866722517133762,0.06822920869096888,0.016931546929783096,-0.06784892018330292
PYY,,,-0.013915424903583896,0.007740962882596487
MSTN,-0.05062830040414566,-0.030219565223867897,,-0.023184090892370612
COL18A1,0.07486391839302978,0.06759066118477404,0.060958195722249336,0.16599332127518746
FABP5,-0.050234236069188434,0.025092377811249626,0.08970135039316963,-0.10012662114394662
TGFB3,-0.015481282455460802,0.0011528754788050143,0.011619773190934877,0.11424922713581133
BSG,-0.02384754803142107,0.004890793033547093,0.07531913306629376,0.004055101063415538
BMP8A,,,,0.06483665124710088
S100A10,-0.026091185256006195,-0.07773390888397114,-0.05845005638599289,-0.09071025033722213
PLAT,-0.00015040055901714618,0.05689250854739338,0.03172671612941509,0.062073043845246
SFTPD,,0.02458258742449387,,-0.031677729302580386
EPO,,-0.02597881317410587,-0.012839563470883365,0.04151585287469818
FGF7,-0.020714020300130195,,-0.013317399088299124,-0.03945032533641142
CGN,-0.03469809008764074,0.023362096541799843,,-0.018502672656407912
FGF13,-0.011483838080700486,0.0718949813827625,0.04904455566068534,0.09514449947784735
CXCL13,,,-0.0298260008850605,
ACTR2,0.05639322865772878,0.01815239924001933,0.02477060719576963,0.10216837771905476
SLIT2,0.014339679655910544,0.02322931899576929,-0.0003707403570472756,0.03497676630928658
LAMA5,0.011154895856553314,0.006315687232574736,0.11733849826767778,0.0035537901697938203
TIMP1,0.03778428908311896,-0.012698072658154841,0.031135111148272977,0.13131632647101152
PLTP,0.07591013893166858,-0.019077469786203113,0.04851499334824124,0.11414318491513309
TNFSF15,,,-0.015859719697560292,0.017438798869242277
PRND,0.0054980343226367825,0.016677965837618443,0.047650838946615634,0.1298122791958341
NPW,,,-0.018733412569347165,0.01129423563699903
SHANK1,-0.023777641631680488,-0.023374338769118486,,-0.025923840783450624
PTHLH,-0.030402246508376713,-0.00583847604532326,0.006623608221371928,-0.013703547903235563
SYK,-0.03687892171259636,0.02888817716046559,0.05103595982715839,0.0893980543591755
FARP2,0.0059610781778190085,0.012075900417423284,-0.00017898545108397334,0.04538044965361003
P4HB,0.04742742462899758,-0.014558695995928605,-0.04933608634399909,0.08491798355870471
TAC3,,-0.007159844082575456,,-0.016106246013556143
C1QA,0.04889099051942002,0.13208941684377598,0.09381467452328866,0.07406961822727624
EDN3,0.04290862792290664,-0.03367917522139792,,0.04204648428995692
AANAT,,-0.027365786968688886,,-0.010225504066899543
GDF15,-0.026454137323764264,-0.03458236596480585,-0.008762583873745507,0.05115935643185803
LRPAP1,-0.0008391281687899205,0.04146227427319448,0.09086777189321729,0.020955375952249593
LAMA3,,-0.03149715989316095,-0.024782147001682946,0.08549624331455823
VCL,0.017881977475767953,0.03445382245820768,-0.012290283992759799,0.04231998025918411
COL5A2,0.018395780790057006,0.023755869434589558,-0.0944502789527782,0.11660140039185073
DKK1,-0.018881867389768332,0.05903994780039338,,0.003255806028690031
COMP,,,-0.021942430355769572,0.007480234271358579
POMC,-0.003405269878567814,-0.0033799132945480383,0.040378352657965653,0.027322704727874424
CCL13,,,0.01712972140628071,
CD34,-0.005384056676474977,0.026401726959810197,0.05722398724375047,0.1091541373017957
SPON2,0.006081323275536707,0.03502519420858215,-0.003236729566415133,0.14706362838479314
THPO,,0.019186226778339744,,0.03341513889528595
SFRP1,-0.029027411448912518,-0.05324634150815772,0.05826637964270463,-0.008707636787099574
ARPC5,0.027312229448315958,0.03206282686975255,0.04446822896154163,0.059420721294585754
VEGFB,-0.029980372260328982,-0.043173366030528695,-0.06161071041755357,-0.08369103475088308
GDF6,,-0.01087998226619271,,
LAMA4,0.0248692669061705,0.019588301452600623,-0.0053826659577204915,0.09840739480833191
NPPC,-0.027065348604555034,0.017247731824252325,,
HAS2,-0.009211317811380914,-0.01618590162574752,-0.006815862305510164,-0.05161765545607676
JAM3,-0.013696510063279835,0.047969792280392276,0.010303722665104686,0.005785281566063534
MEPE,,0.018562656648500764,,0.015220128097463556
ALB,-0.0014895058241942568,-0.002052564814569311,0.013692084038835015,-0.038194005925093484
SAA1,-0.02071699133996484,0.07243512775575246,0.12675200681988336,0.029731020422961902
SFRP2,,0.07024365980146054,0.09027322499288694,0.049952030181988835
CXCL8,,-0.029504595792853555,0.07187368119765955,0.02935191745814066
VASP,-0.06474577312796337,0.0035297223448780076,0.0907361205529889,0.10408635387254865
PDAP1,-0.01708995981710326,-0.042902250916440156,0.05021801646179776,-0.007468874206241144
VCAM1,0.016575042646214094,0.06334741961717183,0.0019037728053792255,0.1037745788371775
CALM3,0.006481726776732128,0.020515878280816104,0.004203822799902624,-0.0049443930013808885
JAG1,-0.06436718963530552,0.020493324669676682,0.07433989758332829,0.07916565444376326
CFH,-0.012266482722166018,0.02813131622835816,0.0808413132694545,0.13333407770426184
VIP,,0.0040660202850512734,,0.0491222154894062
IL7,0.041264826772745816,0.01039497195316136,0.04614777586360168,0.007555044872723686
IL27,,0.05283218048824315,,0.03240966416035159
PROS1,0.04490111049668324,-0.012079429247586105,-0.016591889445859598,-0.0627076100120441
TGM2,-0.04157007980789883,0.022343906113746363,0.018861197052212963,0.06991699906781158
C4A,,,-0.015489284715841984,-0.04082636538169508
GPI,0.015121772953246014,-0.02980588801497929,0.03285893914189658,-0.08038557392317228
