,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.003369136575417051,,,,,,,,-0.01860240429178979,
BMP1,-0.03550798532357934,0.02236753083180587,0.06272723910342733,-0.02902316116758452,0.03421778642289963,-0.010012444384891307,0.0839399849066912,-0.06721682951878992,0.0475929386245106,0.07874624359107266,0.005013436068899253,0.005166991641727766,-0.03246292889488338,0.04680882915284476,0.03975710234947243,0.047703016943316336
NDP,-0.06137913887782153,-0.023042178515719467,0.03125653311547791,-0.06657566910827062,-0.008321381653731105,0.05799476770716254,0.0018846367741641827,-0.0484985522624269,0.03252034062340666,0.06909428667699105,0.007311427658787835,0.008970599361451535,0.028703819820868216,0.015870609001800387,-0.01331476599946515,-0.006920572564794301
TNFSF18,-0.020443946202421574,0.0030230679907605543,,,,-0.012941579546727998,-0.007124284360323018,-0.02277375468253924,,0.19151941740746725,,,,,0.07313244751310731,0.18742007457274368
IL36G,,,,,,,,,-0.011071343449543318,,,,,,,
RTN4,0.023212458450479718,0.014422692417873034,0.031826769631805606,0.03756709506507637,-0.0954627727425948,-0.01667740264319293,-0.12303081397163891,0.039441805801876825,-0.04817056758055799,-0.11156537046911649,0.015342323709113622,-0.03215737560341591,0.022756230942287927,-0.0070187851875610635,-0.054099492514017994,0.017532476758073567
HEBP1,0.02384339107926387,-0.01262934779982738,-0.003780021596826712,-0.014735460623580518,0.0038378059316048563,0.02090113496133132,-0.017683729075291785,-0.05144363650595139,0.03626786675709424,0.012822846236637476,0.042030139520973654,-0.02636493481145123,0.06774499526465604,-0.0026807274789677495,0.0065718013470248944,-0.004341147014124474
WNT7B,0.022966256435096945,-0.0010912342702556906,-0.01206785778810353,0.013747094091395308,-0.01946607096835712,-0.028868721778580447,-0.027203938576202,-0.003068256907450775,-0.02725925172276356,-0.026131503421120764,-0.05058356328993541,0.06458385757477654,0.0017394562340492155,-0.03260715589835917,0.013269406276469026,0.08237136436104338
PTMA,0.05223092005360335,0.023553648560628287,-0.037803031473093746,0.0016230025807684163,0.016010410477379555,0.032451209773781686,-0.04737896185000074,-0.022932149990294744,0.07715479295442194,0.03916423600618413,0.01036587398171844,-0.06133182791386596,0.006544212865528856,-0.07792632337328653,0.05652001971240472,0.06758383869740571
FASLG,,,,,,,,,,,,,,,-0.016133858895967357,
CEACAM1,,-0.009197183537429049,,-0.02440397739250238,-0.024203905640557594,,0.09829494398742028,0.0026417996551109896,,,0.05884680803119896,-0.021561217751880735,-0.021442931321779074,-0.021641843598448802,0.05047882872625468,
PDAP1,-0.10521137577045807,-0.012641247739190163,0.01715594041902452,0.005423857888217244,0.03139102005195295,0.021238812830612432,0.11940371110849227,0.010270314046448188,-0.012949877908419675,0.01224662326412399,-0.07796332476035449,0.03908172512304568,0.01985028760843027,-0.010453308060665334,0.03857729368056488,-0.04500887527077302
QDPR,-0.04147122600455105,-0.02714976689217003,-0.04041907553690227,-0.010498191687838585,-0.026658684325718683,0.023154534734948704,-0.08448852482201653,-0.003371067484709378,-0.03541609662164184,-0.09993669253533989,-0.1276050123150631,0.04150098685197824,0.07767590541281884,0.006478125744102988,-0.05071771044610578,-0.11149987886941955
POMC,0.007947823913177875,-0.02850903541534653,,-0.03075870990060033,0.007435070496570199,-0.009243335701167515,-0.01865086937870397,-0.004867587927623627,-0.01824902661465155,0.01966666638384436,-0.005726881507613342,0.05615591378287043,0.053101792455678525,-0.01246637781132686,0.07797263931329722,0.03174600769666419
CCL18,-0.0053922960998707605,-0.005556603044864485,,,,,,,,,-0.04399366317881786,0.13290640357319713,-0.02155604482852326,-0.006743078311338637,,
CCL17,,,,-0.01914449305791952,,,,-0.02840330600297086,-0.0226564962441346,,,-0.01529664040268555,-0.030954217538077478,,-0.014623530940311474,
VEGFD,-0.030890959901589396,-0.029260780577525583,,0.08777486740214288,0.04094585155569974,,0.06335573129613616,-0.02125276637177666,-0.010481838160476977,,-0.0262524320281887,,0.14598170423739454,,,
TNFSF13,,0.02365938306821217,,-0.013205442844946309,,-0.01255063239453889,,,,,,-0.02935195534211567,-0.033646176172862245,-0.024302339869832518,0.02844343906987784,0.033864439497650264
WNT5A,-0.06125385260108528,0.016687647295663348,-0.06398353168282836,-0.06805880188546809,0.029912599775186535,0.013270378970823997,0.03713276565307107,-0.023731595379002827,0.08994258741131678,-0.051619414432119204,-0.022068283225323188,0.015619194967904907,0.050666473640178844,0.04775904699058711,0.0032733380173867233,0.06907777253283512
CXCL8,0.032294009037317974,0.05532372508332583,0.0699789230796531,0.08143921718092838,0.027681579440968853,-0.017852460557812297,0.11222765028280411,-0.04066885991695951,0.005275675806203214,,0.03234781006869505,-0.020232945538635062,-0.06784288261683549,0.0638845863151975,0.013382555690515819,0.1398219558399615
GRN,-0.009961518888472035,0.004617342517204844,0.01477068551811597,-0.06966379355137511,-0.00857741679409318,0.005272899787557051,0.02934785469470605,-0.032931526433027804,-0.06393396994042118,-0.031168114491895563,-0.04278519782419033,0.0708341363315367,0.02683465062460547,0.025801686744408994,0.02516184494144172,0.018299336596715465
MIA,0.03558956176768461,0.030410458320775404,0.049405193195042156,0.04796238733725163,0.011604892220427572,0.026999897899097555,0.08268660612737996,0.05311415606559455,0.05935997426936099,-0.06414085091346487,0.05095661224845821,0.034916495297007466,0.026991204537002413,0.10218184441599858,0.011482267947623132,0.1251984784440322
COL4A4,-0.03109714226104316,-0.014662132207620946,-0.01131388001139737,0.052070087076786016,-0.009951313178686982,-0.011941372231245308,-0.0029399865312461112,-0.02965393022765544,0.06367911825337703,,,0.01819935488095101,0.03748928780657642,-0.034347482089570405,0.03805409364571658,0.10078967342579011
TAC1,0.0068921670793857135,0.010029013353283711,-0.04268193113213716,0.05203968749445533,-0.03892802194974266,-0.05958819583798731,-0.03372243789220528,0.016264022800645792,-0.008700703965152243,,,,,0.0037334658505171654,-0.019224118404252692,0.0058292222588142905
RARRES2,-0.029218489512193385,0.026357742564396956,0.0056649430181303344,0.000601949387206881,0.027819831543237847,0.025804839283974576,0.09960871324903273,-0.01701956608441154,0.0933627304658346,0.05131250735436579,-0.08029650421383291,-0.007568763457140202,0.002834103768040489,-0.05319347347940084,0.022755361657095765,0.09147939819466264
FGF7,0.03251462803059283,,-0.016639598717531758,-0.016962657588389253,0.026519155110524214,-0.03422598099750542,0.07967863610136237,0.010036048392718055,0.08067620091329167,-0.016921473637626812,-0.01933744966030114,-0.03623322516777102,0.047008820768024144,-0.054082644178705806,0.03659182716539772,0.09626963214231912
EFNA2,,,,,,,,,,,,,-0.020380071194403254,,,
HBEGF,-0.02959199634293121,0.030357726282345666,-0.04273736685232926,0.016438644524528295,0.0010016104497571558,0.010317835160050276,0.001840474802474656,-0.009203961895413757,0.1416759813452778,0.014290572330140926,-0.15531762090429585,0.027787124101736397,-0.024967103759321138,0.09528551473592452,0.029759530854957153,0.08101575803484691
CSF3,0.04511545916005799,,0.04514737101022521,-0.022818566458541755,0.0012943461081377197,,-0.005167988017232418,,,,,0.023671265649563435,-0.034952968376987394,0.041608991707759446,0.09518326126347201,0.09291169328599412
PI3,-0.0368391730789316,-0.03078356507817166,0.016059046468830093,0.11263384371963804,-0.04652356378255046,,0.005363638376015291,,,,0.038991257045433325,-0.002359051945332193,-0.07780621255657234,0.06449539985583043,0.04165722711715287,0.07037265645872316
PCSK1N,-0.06544204605348766,0.006704859164210118,-0.05792758663766368,-0.09172572866434156,-0.011939859523987097,-0.043105601704262905,-0.004848019180538019,-0.025119189884338273,-0.06817702006359105,-0.043654401835391085,-0.019315161340318902,-0.008488391925642736,0.03302621795650326,0.02464728611409856,-0.09221114434766868,-0.05073527685552441
NTS,,,,,-0.02643946417406244,-0.014577702316925917,0.04098736937370345,0.031420733989050736,,,,-0.03568546973788317,-0.024829249358292657,-0.012870709697771049,-0.02279985361956933,
SFRP1,-0.033790861143647655,-0.0404531077636068,,0.05279694687751567,-0.026418042934857538,0.08429923446820023,-0.008973878797136663,-0.025665479546462942,0.013847050905308224,-0.07038851742402663,0.03242943163079921,0.026523419158508747,0.015362159065068541,-0.014188598306364339,-0.022270042783554506,0.0338651782493275
CXCL13,,,-0.027282767799323593,,-0.02618061792226356,,,,,,,0.1434354120387699,-0.05236221264638843,0.06202027529716094,,0.12270288066230195
MICA,0.0009333419524639776,0.058968073938778266,-0.0006794597729921384,0.047205040752936224,-0.023316421093829778,0.05827512681705877,0.04830171778198459,0.029539483866068042,0.0031474373919325727,-0.011498128491966299,-0.024188009298588962,0.054706082346543124,-0.003841325065642418,0.02860213232934377,0.04228882508907342,-0.0008478650178464747
TG,0.0676998102786164,0.02561248788208408,,0.10923127258259988,0.03106112094582081,-0.016826511349580436,0.028916959567682653,-0.028615255917671608,0.025591404268486485,-0.030419355964746944,-0.06951372737928874,-0.02032541071588628,-0.030579934829539704,0.03508115691522496,0.024328714029807307,-0.016657782039183475
ADA,0.06541822859736889,0.023509568426103855,0.0707648273135151,0.03438094124328755,0.0032539515816927917,-0.032872242764801066,0.04268177728073922,0.016969486539548422,-0.026564418370473963,0.05036346766795379,0.06269616364340273,0.012545470981822083,0.08141397235624476,-0.03376440561868094,0.01640992815458613,0.08345319464467212
