,UKF296,ZH1007inf
BMP1,0.026920462986195135,0.05828965381085862
NDP,0.03118079592308951,0.0386677652761259
TNFSF18,,-0.028742958792740785
RTN4,-0.06346685457970529,0.054746243550165226
HEBP1,0.10271425141501117,-0.03242373593107936
WNT7B,-0.021964931818136538,0.01651078799171213
PTMA,0.068082038909821,-0.04084131453010418
PDAP1,0.00989633683499298,-0.02424173827237769
QDPR,0.01936874764924806,0.10717269642670788
POMC,0.03953366505260057,0.1268933982734039
CCL17,0.04668900158641635,
VEGFD,-0.019941573866416717,
WNT5A,0.06576052170402386,0.013078768362205487
CXCL8,-0.01857046067286555,
GRN,0.0011729325195534352,0.01997599621410914
MIA,-0.022679340616696887,0.0809120426589797
COL4A4,0.025932639391228127,
TAC1,0.0015930262213347613,
RARRES2,0.0354695281537414,0.07176797268657155
FGF7,0.014609971080596786,0.11280502247572029
HBEGF,0.038346809758871614,0.06100735191630594
PCSK1N,-0.034325226745571716,-0.0698453374429882
NTS,0.055576499361706014,
SFRP1,-0.01666350255423024,0.08995754843074204
MICA,0.06574879117295486,0.13168386553412467
TG,0.06820668413987653,0.1654703841455417
ADA,-0.013318450096138362,0.022727385134389815
LAMC3,0.0277554065726125,-0.01929266937936742
TNFSF15,,0.009089989117761417
HMGB1,0.060168553801171615,0.019308962843887084
ITGB3BP,-0.006387697396406073,0.1232894886471424
AANAT,0.0027490769227107087,
RELN,-0.03556131402599122,
IL15,0.04439449683118526,0.012262969391394688
UTS2,,-0.03747292634627173
BSG,0.009383424197134782,0.07859369299242913
ADAMTS3,-0.00894742953566413,0.08796464114656222
CD34,-0.021565832061969426,-0.03704555666274145
CCL23,,0.014368428619759392
PLAT,-0.007741259757109525,0.007643996732198822
NTF3,-0.005811896166908156,
CKLF,-0.04510606468827913,0.005064531731910255
CD24,0.023454755998596102,0.11542654679968412
HSP90AA1,0.005265769854906332,0.008003717513163148
BMP4,0.009896422717388682,0.019676176969495286
SCGB3A1,0.011705188306739321,0.037487204395610214
IGFBP4,0.026013847629685234,-0.024325398738830675
RSPO4,0.024988219773532716,
LEFTY2,0.007364354703731306,0.04230317124735492
ANGPTL2,-0.011922427176205378,0.06287039046770622
LRIG2,-0.0012048253305166994,0.0169890324892627
ICOSLG,-0.028109054786590978,0.050067670845679084
WIF1,-0.03599915818517246,
NPPC,0.01734351691940675,-0.028306964978579804
LYZ,-0.006356138433425269,0.030496990784202312
SPTAN1,0.04372464513060886,0.029085731253546562
LIPC,,0.020655696914429148
COL8A1,-0.01791458667090633,-0.025420085577735434
GSTM2,-0.04064743169199145,-0.03404280873662143
SPX,0.022542004466621277,-0.03752631212875695
MFGE8,-0.0029232709409243184,0.015217061127576823
TGFA,-0.009721508082222004,0.0034425570365940097
SLIT2,-0.02090132098620446,0.044913004901320545
PLTP,0.05104099139371091,0.024250701793691022
APOD,-0.02477131564333632,-0.07755733913479824
B2M,0.06683946131649927,0.12295944138360382
OMG,-0.005065527866802061,0.03153476302257544
CXCL3,-0.02046531728071344,0.021291410145143273
CXCL10,0.014838678412569993,-0.0428605257595947
RSPO3,-0.025902536972597468,
CORT,0.018758389406535066,
NCAN,0.026632920820610268,-0.013162025012329671
TGM2,-0.01309129799868927,-0.0171742037402463
VEGFC,0.08658589793371117,-0.04828558001703807
NRG4,0.027671452553613793,
COL9A1,-0.02610762477486522,-0.061450766313089315
GDF11,-0.01718953303342314,0.030358631355640407
SORBS1,0.008063909610751816,-0.0005839255712014371
DLL1,0.025201194492739745,0.13908602911786921
TLN1,0.030283109474109022,0.015507776752073071
SHH,0.017128593202010406,0.07646043450776754
PON2,-0.03262476682642034,0.049837713668639115
ICAM5,-0.023223469523614572,
HPX,-0.01913024474356222,-0.029173150845902267
SFRP2,-0.01072513254835767,0.10826505349868448
HP,0.03992347781981327,0.05951620439657227
CXCL2,-0.026586355357193926,0.09705408608226215
CCK,-0.03134087498131467,0.018885722012609275
SEMA6A,-0.010845182578125282,0.03961426020774335
IRAK4,0.005763876145872249,0.06535596096571786
GSTP1,0.041796274121964905,-0.03832472180341223
VCAM1,0.032451991727315666,0.022034791689350887
NXPH3,-0.01214299876655929,0.02612048832979631
MTMR4,-0.012834457641592245,0.026724382819525327
IL10,,0.04374492545065038
SEMA4D,0.00791680015962285,0.0201821228659212
TRH,,0.07529447315122847
SEMA6D,0.04404443704138003,0.0019475866341248389
PDCD1LG2,-0.00022520687903342034,0.009808657623044009
SPINT1,-0.03126302866509745,0.07445111256074982
CTHRC1,-0.019715404763311004,0.028257698043573885
PODXL,0.038691525733455724,0.11390220168209746
JAM3,-0.009037714277568835,-0.018541549200823945
TGFB2,0.011245367315219048,0.09156398942023469
COL18A1,-0.0056806182313731655,-0.028244808317207677
NODAL,,-0.014215796141997033
INHBB,0.027362545127620368,-0.006074839298816393
LCN1,,-0.03854305838689876
ARF4,-0.0007683021894744927,-0.017052872941025875
CXCL14,0.04843175003112437,0.14456209897083946
LIF,0.029748188186814586,0.12113572156747475
IL17B,,-0.02868209236715987
MMP1,,-0.019932154449663408
ADAM28,0.03895244367742237,0.09061618146733309
TCN2,-0.005915498785942596,-0.01772996785267482
THPO,-0.023600008915431396,
CUBN,-0.006352958875597781,0.05103093333107699
TIMP3,-0.05318142835288239,-0.02941653107239698
PIGF,0.0003606829949371621,0.033859738608004376
CRH,0.027495300619391646,
BDNF,-0.030298399989451275,0.046619181672312014
CCL5,0.09660461962616379,0.08498638134201811
GAD1,-0.04731264480052364,-0.04619238208969851
COL14A1,-0.0012531262770303572,0.08589536209683438
HLA-A,0.04323997056615178,-0.015510622949644025
ADM,0.020027829082284426,0.09401098990539097
CCL15,0.12174396197393068,-0.0029447301256871608
GNAI2,0.01995743188974266,0.04247272760430516
HDC,0.02233263065902351,
COL11A1,-0.021974093924542273,0.08811799071539117
NUCB2,0.02628454034960977,0.040340507726680006
CXCL1,0.005626723858632748,-0.031243636567252778
VCAN,-0.02771392040538255,-0.04921894921567482
MMP7,-0.012063455798525358,0.041141174364934835
PTPN6,-0.021833815976227605,0.058273231844034296
PTGS2,-0.03946481498933167,0.1713264682015916
CD58,0.022718848161321848,0.06814957964294927
TNFSF14,-0.020976546399563673,0.023832082653623472
CNTN4,0.11149971898143717,-0.034692901079112895
BTLA,-0.02678776720341843,
MFNG,0.01699260319018413,-0.06224375653238486
ICAM1,0.03499275901055371,0.06386489450330018
PROS1,0.013849500129489227,0.07366199640379612
CLCF1,-0.01769660406742255,0.02437535345493415
PSAP,-0.032361899136416815,0.07867309571146959
EFEMP1,0.019576919031907076,0.022805433727248935
C1QTNF1,-0.04655161587812649,0.07667741624073687
ALB,-0.01195391194362062,-0.039537870896716586
EFNA3,0.06313990186032008,-0.012379033958347222
DRAXIN,0.04382667221532401,0.020537538680570542
RAET1L,0.027633088876212773,
NPTX2,-0.02785440573401413,-0.03828701303293491
FGF11,-0.0024607641862780276,-0.011125022392018792
CD59,0.015001860014943849,0.02475240752560915
COL9A2,-0.01024969864552793,0.050798403171259034
DLL3,0.0027219889494435124,-0.04040064413577748
LIN7C,0.07349247692267415,0.04450408064626963
GDF7,-0.020976545584415043,
PSPN,0.0028809147928183254,0.09251438136445364
ANGPT1,0.016643190204630374,0.09114267388508245
PNOC,-0.021825693523020245,
L1CAM,0.006734311994050845,-0.04542003673181899
APOA1,-0.03394852506494685,0.06330602481439734
PSEN1,0.054780920650659815,-0.029122465160927428
CALM2,-0.0231184147540863,0.008349161841663701
CLEC2B,0.00013418494991899508,0.0772271625835098
NTNG1,-0.0255935635902109,0.04254718787339988
LRIG1,-0.04537227537365752,0.007794367402084603
CPAMD8,0.04621199578536452,-0.03124363246600683
GHRL,-0.019130246693844798,-0.042095162787943806
NPY,0.033300988614483606,-0.036485796873028865
MMP2,0.048163376000172696,0.03785553422286302
ALKAL2,0.09156098241514739,0.06880008775167643
CSF1,0.007725068715599134,0.08980197836392997
SEMA4C,-0.012975810643410189,0.022724721630632543
ICAM2,0.06078269297869507,-0.07038495590780602
SYTL3,-0.010179210321338247,0.05449962149432293
IL1A,0.04213334476657166,0.036818467169733166
PGF,0.0167493572700628,0.008536622851348687
LGALS8,-0.008138658246245606,0.08534189633503318
DKK3,-0.018985337327988645,-0.05509445569773652
COL16A1,0.029138207803130086,-0.04670829272803395
TNC,0.0005606026637839934,0.01783862510081774
TNFSF9,-0.01366335821966176,
CNTN2,-0.031876220969204054,0.03518406329380738
LUM,-0.033791639540021776,-0.05742681006660278
BTC,0.046020706095910524,
APOC1,0.02785266940301633,0.13289436718278694
PKM,-0.007981526948717727,0.023307154093831613
TNF,-0.007165744682154992,-0.03361915050594853
GNAS,-0.05832506254113804,0.07919212784387432
BMP8B,-0.018570463115972154,-0.05777408950787648
CCL28,-0.021964936573658354,
PTPN11,-0.020149549832290597,0.024372318323415028
ADAM12,0.00583394840396377,0.08654979302268628
EDN3,0.008771818983170367,
CCL2,0.046539114727707505,0.04341503829957813
DSCAM,0.036873177199749724,0.04315967423414538
ANG,0.020148040362960053,0.09465962741030896
FBLN2,0.01476016834305882,0.0022601887505597747
VTN,0.009027593187710587,-0.026497831706424654
VEGFA,-0.03517210110890185,0.06285627496120433
F10,0.01982319421676539,-0.028742999895560256
SERPINA1,-0.013208928219286906,0.09455396776518808
VWF,0.03684731379592405,-0.014390256546101298
VASP,-0.002314810206942132,0.023490360735917534
ADAM15,-0.0015449375106489792,0.009886114045144688
WNT2,-0.02492086787164838,
OLFM2,-0.011696160672925187,0.02911085472844303
MFAP2,-0.02395005219645584,0.021628232113072854
HLA-C,0.016754518178347364,0.14791615398886387
THBS1,-0.01068229369192759,0.01665104688580324
HSPA4,0.023274453465893536,0.04197167644257481
LMAN1,-0.006699563441883019,0.018730933116359462
LYPD3,-0.019088121248354906,0.010324984113438572
APOE,0.02200569735790947,0.020509887962914992
SOSTDC1,0.014990322652281765,
ANXA1,0.0665370021938436,0.028984386444346637
WNT2B,-0.018756915173043065,-0.027360585268203112
AMH,-0.013075678042874433,
GDF10,0.012663653783118341,0.016753836171852488
EFNB3,-0.029469238739187817,0.01653623143044861
LTB,-0.020341028350828218,-0.0011444456442530882
ANGPT2,0.000578165690823644,0.04930745405850088
ADAM17,0.04030560347548725,0.003342245458039472
LRPAP1,-0.001573326471272505,0.04392074974173665
NID1,0.018739410862039858,0.014637452010512971
MST1,0.05443658819111802,0.101980793405263
DCN,-0.010247684128418645,-0.048294893364287134
COL7A1,-0.031859710271152704,-0.020506982499986726
CALR,0.04143253814290526,0.008534757798777319
PIGA,-0.02827349729941241,0.0666575735883645
CD200,0.0002710843458828313,0.008383560615276809
GRP,-0.030558761815940035,0.08663047371691647
CDH1,,-0.040512336854071906
LPL,0.002047503367790806,0.08881665392959796
SEMA5A,0.025837684307808483,0.06754646911182023
SEMA7A,-0.001374562552822121,-0.02277307824725603
SEMA4G,-0.0009185348626337999,0.04287503086077959
SEMA3B,0.06129399041972692,0.007699428322319351
RPH3A,-0.0041061308974684905,0.020948514462015712
JAG2,-0.027009630535249875,0.03480284139631397
CGN,0.026800355484162455,-0.04658248408566328
GDF15,,0.0738703434234937
SEMA4F,-0.02106814443517223,0.10084812730505026
NXPH1,-0.06800757381733796,0.1552305136322857
ARF1,-0.004813857081674176,0.09134774977011047
EBI3,-0.043411535156265384,-0.009900480491941921
TIMP1,0.048928622337967465,0.03754156863023882
SEMA3C,-0.0004555125065514721,0.10863174589505946
GAS6,0.030366921711117503,0.048552587661609165
MEPE,-0.03631378119487961,0.06477660391804166
SERPINE1,0.004776798343131063,0.0817029545347193
RSPO2,0.005949872750504635,
SHBG,-0.022115726880734744,0.12360494515117024
LGALS3BP,-0.0384515581281211,0.004710768047217009
LAMB1,0.02129988353269022,0.019324008594454514
SPTBN2,0.043806930797475004,0.11484004122880613
COL1A2,0.018826027464436956,-0.062118815087249236
WNT11,-0.03892448343597401,
LGALS1,0.027567999363231767,0.033080643094337954
BCAN,-0.018596226162695146,-0.07797412721228425
ANOS1,0.05066701034974572,-0.017172470112455113
EDA,0.04804228991006653,-0.04051232437424502
FGF22,-0.006087870727230545,
SHANK1,-0.024830125639122878,
TGFB1,-0.04069376796419847,0.04931262112158752
MSTN,0.0317655096631066,0.1307528710522518
WNT4,0.005263115609918261,0.05089488691158308
TNFSF4,-0.025134676669893604,-0.04018966123343741
NTN1,0.050280885288272806,0.09080692491584991
CXCL12,0.030482352975900157,0.03691017891952564
GNRH1,0.0803778099195701,0.030167706649466896
RIMS1,-0.0597078004375987,-0.03953783069075324
FGF14,-0.002653095832139604,0.06884745791693327
IGF1,-0.02317326904076357,0.07112597363641676
TNFSF10,0.02779309587940003,-0.04784541703840944
GDF5,-0.026987779602373134,
CHAD,0.0030945614977350845,
RGMA,0.0044898445286228215,-0.022180211676649905
CLEC3A,0.00182904146372518,
WNT16,0.04572276478320869,
CX3CL1,-0.005647569545938079,0.054880042358452966
FGF1,0.04006236855913977,-0.01091256411222746
ALOX5AP,0.03858120638097215,0.10350009029400731
NPW,,-0.014821807500240938
CXCL9,0.0269671798077441,-0.04483000360210881
ANGPTL4,0.026282884396108,-0.08109126231144295
OBP2A,,-0.033952959916474304
COL4A3,-0.016129513262335863,
NRG3,0.02102014199264374,-0.02076875600503649
IL23A,,0.06600207239667907
COLQ,0.04621584607538002,-0.00023494149486765026
TNFSF12,-0.056239644915594446,0.05180494688550809
DKK2,-0.018570461021880723,
FYN,-0.022962346254864836,0.0665074627904616
ACE,-0.02816026168505422,-0.027440390036816194
IL18,-0.0033184669100597476,-0.018931555279374998
CCL27,-0.019130246693844798,0.13367555190147362
SERPING1,-0.00617993443135573,0.041751493380417164
AZGP1,0.06890161824573131,0.11797660128347556
INHA,-0.029473886601347914,
SEMA3G,0.004899280278638429,-0.020649003530444916
COL6A1,-0.0055737240275943204,0.07804557339035426
FGF17,-0.03736106557470707,
TNFSF8,,-0.01913887152227042
FGF20,-0.03839144100895504,-0.026960512243812643
ICAM3,0.037231758142615125,0.0044818305245845165
LAMA4,-0.014529181366767839,-0.0016041082017247492
DLL4,-0.026787765044660912,-0.02175337301332408
SEMA3A,-0.03130363671398717,0.06243100960641458
RLN2,-0.010764626351465282,
C5,-0.012943048403960909,0.013062199750298728
C1QA,-0.006039744513063834,0.031231303758308175
UTS2B,0.08145246178992668,
COL9A3,0.032431724966568105,0.07716802398669015
DLK1,,0.10758189742916369
HGF,0.043703420456948784,0.023540251836790826
P4HB,-0.024081254086617737,0.01443345005517274
ADCYAP1,-0.02878836252421285,-0.04633703052273029
GREM1,0.029788041504179345,0.01713400863063973
EGF,-0.03329527296155142,-0.028306963634192453
VEGFB,-0.017926582635678184,0.05087581993461845
FARP2,-0.053025785467292294,0.09247820119879219
BMP3,-0.030795789469642277,
IHH,0.03830582853158147,
LAMA2,0.015689431732922147,0.0946548245947899
NRG1,-0.004710151463838571,-0.027864728856311395
EFEMP2,0.04788742614213482,0.0028222861218605714
SELPLG,0.02396210326382134,-0.0298357601354659
HLA-E,0.05209037882809715,-0.028742376117260576
PTN,0.0024809831384704512,0.138065080514958
CD274,-0.025766153745281795,0.02174803390620467
FGF10,0.024267044591225945,
CD14,0.007778036465871591,0.10441070265120245
SFTPD,0.017432894736324263,0.006832859869260167
SLIT1,-0.0020795856825260545,0.10910593163337821
CNTF,-0.02172184725581772,
BST1,0.010856256040535955,0.032267709731456394
AGTRAP,0.03276216434139696,0.04135277147729077
LAMC1,-0.021521357651482786,-0.012866911344631866
COL6A3,-0.0030506940572408315,0.09968591626114433
FN1,-0.005642320053709502,-0.013373910126477312
MIF,0.00017108546444533047,-0.029056250483386996
JAG1,0.0162540704773672,-0.014465499180705537
NID2,0.017324476291056736,0.026974422967750038
EFNB1,0.04521153490768793,-0.018234574824503597
COL4A2,0.08212363717396833,-0.008447856427320162
