,MGH258,UKF243,UKF255,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334
IGFL3,,,,,,0.00874692360214342,,,
BMP1,-0.005726326561968088,0.005244323019202776,0.02992530390876265,-0.003608993512589312,-0.04517689680075776,0.0636604937278899,0.025044770615299066,-0.05863874095886833,-0.01685143176149501
NDP,0.04375140125732512,-0.010189635677054887,-0.05619663146739829,0.06028181724721105,-0.001710374096074566,0.00021792939521641852,0.006120712246166196,0.04897603199918903,-0.018435258304124034
TNFSF18,0.08189977724096469,0.08868377956199973,,,-0.020144059564609823,0.06476456221713517,-0.02231559639886553,,
IL36G,,,,,,,,,-0.01591822077278989
RTN4,0.05661561935627684,0.005308264374965154,-0.025129510338568153,0.033775846454335366,0.09819827967871347,-0.10633400726685577,-0.04331462220604021,0.19134083205523877,0.04153214369889034
HEBP1,-0.0016323900964111846,-0.06195786577884173,0.0704842407706075,0.0087922401495405,0.04124704953018436,0.046285851155198295,-0.007564334493720144,-0.05246747751895279,0.05087708484288271
WNT7B,0.05742692925057861,0.07345581594641747,0.07842455840593024,0.05626861172036758,0.040899180927816955,-0.013354980351232344,-0.012915907811509097,,0.0036543277251485508
PTMA,-0.012893229619445511,0.003537035512096836,0.06346777332058237,-0.0249606152834359,-0.09853628476273608,-0.004348419438787221,-0.05131351982897334,-0.19992696074496757,-0.05777574510295733
FASLG,0.060893769479788876,,,,,,,,
CEACAM1,0.012914300426126492,,,-0.027817437282101412,,0.029488380418552815,0.01865620914091185,,
PDAP1,0.06631293166768758,0.017364458534128335,0.07250844186538032,0.009415443314254954,-0.005502441645961758,0.0944648664149774,0.008306979724776821,0.052748231016893875,-0.005897886055926534
QDPR,0.03206299224553258,0.016942701628271,0.02371992017444339,0.05846391301458231,-0.04732660020770993,-0.16367653444590713,-0.014406125602971548,-0.15743199153748222,0.020311988865666687
POMC,0.010743181278176719,0.10525350048014115,,0.014869982967388727,0.04799199324239364,-0.012771783368611815,0.0036569136321371537,-0.08035459038459418,-0.0027107603038433086
CCL18,,-0.028530847513745454,,,,,,-0.03216352168440036,
CCL17,,,,,,,0.011241267968062608,,0.0008722836703588923
VEGFD,,0.005769265286241444,,-0.025346580884385222,,0.005454591305631396,-0.014647017048488547,-0.005185634201334109,-0.02760555868555351
TNFSF13,,,,,0.03738000809570548,,,,
WNT5A,0.0262081113810093,0.0403382704834693,0.004898492308568418,0.049383197468725056,-0.05548046234485189,0.031758568805257396,-0.0153101791588091,0.04889097016109979,-0.019927308558228246
CXCL8,,0.02929262794265455,0.04811169972279372,-0.05194633366402225,-0.027788032175897797,0.07486979882436734,0.08488882356860065,-0.0811660234784168,-0.025969297946828205
GRN,-0.0013758843716354934,0.016113303963926733,0.034042226103643644,-0.0025720958886413046,-0.03613808356276402,0.07339822529142113,0.012345361287636237,-0.1031967935810835,0.02630280226379729
MIA,0.03144188455742881,0.04599656622040043,-0.011875918927743145,0.03124207405487032,0.032945449835086536,0.064274005882082,-0.02274666091488582,,-0.0022449248051082523
COL4A4,-0.009076652756703517,0.07698624625056308,0.04275137909739611,0.009807345134854359,-0.01858719893045827,-0.03525541025387105,-0.02011248818807815,,0.04572160887411948
TAC1,-0.022745667359636436,-0.040528984198743345,-0.04789993759717857,0.0021555905962626037,0.03765828160762775,0.022845013515578702,-0.05605670899102688,0.16074753326008417,0.027612065258173724
RARRES2,0.017149710536647492,-0.08502592209569505,0.03958787004484742,-0.0694602267448783,-0.0038390975124050404,0.07749143706104589,-0.02701857389914811,0.026727903882768834,0.006763776765193771
FGF7,0.11510656331222305,-0.0306081318433999,0.11566222336915882,0.011755934964237406,-0.016570779783549854,0.07474242141506311,0.020518356966819733,-0.003094722937788269,-0.025455465605721546
HBEGF,-0.033735644387628515,0.04171499726331472,0.07496509454986028,-0.033143870548193566,-0.07324967372567097,0.01420305879500836,0.04196629941977272,-0.050252709410382825,0.059380886772319584
CSF3,,0.04066628892332737,-0.04126892730507061,-0.028893472026003845,,-0.03729954546621265,,,
PI3,,0.039734284702388795,0.009274652802937548,-0.003726586671906358,,-0.0015968818078452747,,,
PCSK1N,-0.018405911771200333,0.023970834998065745,-0.0500285230048931,0.06156766084343812,0.018190367686546843,-0.016365938162357128,0.0069274155525312926,0.2052672124875422,0.06086795967937735
NTS,,,,0.0489261410584849,-0.022690746730490916,-0.026954997429611192,0.009317730597163978,-0.014863878167307845,
SFRP1,0.008424710781426701,-0.03809590792120646,,0.029951928853641653,-0.0406554712259825,0.0750932390944041,0.017179045764079234,-0.06772044216808557,0.05006628004200359
CXCL13,,,0.10482724335110788,-0.013989734029172817,,,,,
MICA,0.05857377377962869,-0.020974418701488647,-0.0004790271389552533,0.01244519223534187,0.028861562813019482,0.07659424972184702,0.007368308449250749,0.03774297776718552,0.03896001427749092
TG,0.07806586932878602,-0.0038762268370329785,,-0.028151335947252908,0.017622907119490397,0.0416790953909111,0.06456768798130579,,-0.02995026928225698
ADA,-0.028412977747433062,-0.023234156627448935,0.028597705961316253,0.015664304497527683,-0.0010316391602628945,0.05635870831981931,0.04784092631014261,-0.07516792062054675,-0.05736199151792235
LAMC3,0.016313320767379732,0.008563544614615051,0.07023541461454398,0.03539887137595467,-0.026534733266281387,0.07290333900512144,-0.03501530558773068,-0.002416860062682324,-0.026552180117518347
CCL7,,,,-0.05425610985100396,,,,,
NGF,,-0.018643780355232363,,0.051160697539954815,-0.024993337456603915,,,0.07702501854035992,
TNFSF15,,-0.023064683106717415,,0.04771584700492868,-0.03034739103810711,,,,
HMGB1,-0.023355367726196927,-0.007274608156830014,0.0018723237740506965,-0.013498111120492757,0.0092505783547685,0.08104128149031965,-0.001452155141503249,-0.023413430725840872,0.03161663922828615
ITGB3BP,0.033294835956459684,-0.027099352873889666,0.008631837266357684,0.03616054343110847,-0.023832758236597296,0.11093179636540287,0.045318825881971773,0.026571909032102242,-0.022530372158011444
AANAT,,-0.03341602833900631,,-0.004157637995155067,,0.013428402210558158,0.01255333309562958,0.015574076401680789,0.02396598029756562
RELN,0.04058763910626238,0.060736310778145515,-0.04026118192798193,0.04129514416979395,0.018776282172674276,0.011319431986835824,-0.021808969658101682,0.028970223090751236,0.016482573114004386
IL15,-0.0011594793963348702,0.037729535834017225,,0.055488766995303654,-0.02159397285516355,-0.010871877936195212,0.031431494356155984,-0.039228639886552626,-0.032045182165657035
UTS2,,,,,,-0.007998488492395409,,,
BSG,0.005182701720012125,-0.007143255832189439,0.01765667134026632,-0.008553318426473456,-0.0007279985160533842,0.04920644897523258,0.061586964825659764,0.18759786743646445,-0.030090266207942824
ADAMTS3,-0.06098245815859747,-0.023024096753473992,,0.06318837217116459,0.039117265255738165,0.11915451885014994,0.02518879706250443,0.012197425310353739,0.013523938637543425
CD34,-0.03340869211693234,-0.021338871328728116,-0.006162769765758407,0.13541573566444404,0.03340308266435653,0.017291115797204153,-0.007605115506628553,0.0022732995505306574,-0.04900550462352644
CCL23,,,,,,0.16938664759272498,,,
PLAT,0.08759852638864205,-0.022713109015037057,0.026871256644280646,0.024549741172624855,-0.06362098052402057,0.12333188799253751,0.03245331142082407,-0.01888037958442761,-0.07816088437090667
LTA,,,,,,,-0.01786506994037044,,0.06187281010508821
CKLF,0.026001547502147143,0.025660553731794798,0.07936573146619721,0.045908782818375474,-0.04156342467362533,0.08664263498965268,0.04078122411310333,-0.09329670770012359,-0.025549645004084857
CD24,-0.014757304903549975,-0.005161241288673508,0.0394009125438584,0.09575174092296632,-0.032634045810470275,-0.049481658813274126,-0.03649262462790225,0.01735096248715911,0.012711747370374159
HSP90AA1,-0.015745863461197048,0.057606924876371826,-0.13255175264362695,0.04029825157995687,0.07958454207411776,-0.048765919750160175,0.09560341104721863,0.19322299161633846,0.0404267661565364
BMP4,-0.027110012610355158,-0.025143984075169854,0.0274378394279367,0.06722008763138727,-0.03942807143636404,-0.05502461998067399,-0.010513529713636761,-0.0027027513914735387,-0.027305808344010175
SCGB3A1,,,-0.0158546117742817,-0.043105573961071314,-0.027565088267392096,,,-0.025786507847714905,-0.006310896750976962
IGFBP4,-0.03190547938980739,0.07644976940847444,0.031432718438792126,-0.05923414791350542,-0.04952826305172257,0.12235511430708454,0.008717557813696448,-0.034395476192647816,-0.04061140387700221
RSPO4,,-0.02277528913465846,,-0.010083504892210167,,,0.04368008252454887,,0.0332803180230014
LEFTY2,-0.026081809458355292,0.021090204021808348,-0.011273050719576762,0.013785486518748325,-0.05002717648600274,0.12125878814323901,-0.028665925339122662,-0.04926724647309267,-0.03955942439786013
ANGPTL2,0.02310321053428046,0.06097787780269275,0.07270605777021717,0.0030740165014856552,-0.10082365086206534,0.034229734411227515,0.02506065451200415,-0.09453758190705583,0.0009083487894993604
LRIG2,-0.021798341854305438,-0.00812121757168951,-0.0050851659377052875,-0.012393159380987633,-0.05483959503602083,0.031157414997199238,-0.026508824179587706,0.013207597873294747,0.027269655480453903
ICOSLG,-0.01406370968048711,0.0127313676027739,0.029608213979266114,0.013111035663211661,0.002831019348564094,-0.009653989992820945,0.018810566382128715,-0.04681170585636445,0.046257071707833004
WIF1,,0.03331112229590629,0.005792249025365025,0.0358729436712642,0.08251828052068291,0.015349378150249005,-0.03122405380800463,0.11412504078154757,0.0324497033340174
NPPC,-0.028373841520506718,0.0567530357313994,-0.03764801966671828,0.00023911918973007284,0.01672435081212326,-0.06045078933021536,0.024536600842262883,0.061078419820484585,0.020946608541199067
LYZ,-0.038101682545128704,-0.011636535766360884,-0.03125710365141247,0.033816334637942536,0.02431404987066055,0.06337186589464444,-0.012239513414824163,-0.10777518756705175,0.004348114550762733
EREG,,,-0.06240309669639517,0.007376534617450883,,,,-0.005374840738887747,
SPTAN1,0.06027251794098806,0.09104083119371582,0.010631259596457403,0.035740790039607985,0.05843234437988056,-0.0036636475299286785,0.01878690118822274,0.19273746666866168,0.049381170694937374
LIPC,-0.033725981841230344,-0.021312159786213657,,-0.022786671305308193,0.03642063710134415,0.04976099821682954,-0.03085311263452514,-0.04754812525016995,-0.016454927140960862
COL8A1,0.05516664570229722,-0.05832750750518907,-0.04884149529730897,0.01747711325310471,-0.055984842956179955,0.024905309636402584,0.0035179715257356785,-0.065042063695886,0.028227077550001697
GSTM2,0.003446957972473263,-0.04244969197947897,-0.07386767960768569,0.06278455539129155,0.10481743476442423,0.021941515692434684,0.002989526904912646,-0.03414345610735658,0.046533785758575114
SPX,-0.02496182454571885,0.003938057081454539,,0.09710801673662037,0.04728285631628965,-0.005464092859076119,-0.061901187148388846,0.03209682824903795,-0.0011344717511926428
MFGE8,-0.042300862601320814,-0.06229724101426627,-0.049000172713830545,0.03474524499553792,-0.0179475629965075,0.05391055582716951,0.005995295820654707,0.09339589448791195,-0.00012589723347998863
TGFA,0.0513775814549882,0.0076629056305912505,0.09533868575126096,-0.01450908371827382,-0.023838800520907588,0.024851857706183717,0.031033634777318093,-0.024596544234789318,0.030431280728380198
SLIT2,-0.02711000827234659,-0.003205071197903727,-0.027843158552830895,0.04727175090522871,0.0336102421275455,0.028848375919339374,-0.03948671495785191,0.09145277580962488,0.03392975917349619
PLTP,0.05280109682384404,-0.010488872340145084,0.0027749932153085482,-0.08250886352580906,-0.022672691870872046,0.04869428464840208,0.021522259691251575,-0.14636301510841548,-0.017826307101122398
APOD,0.020649455288573752,0.027666664263485814,0.0018008132666305315,0.06547005003458578,-0.07303754099511924,-0.02861839719045795,0.01193091523374225,-0.09558796443900672,-0.01176800109484048
B2M,0.028055814788460167,-0.0043451991986447796,0.05484651930994566,-0.08372016383082026,-0.05875032351687396,0.055221014708024055,-0.038168104283087104,-0.17779586334230105,-0.0359818207011958
OMG,0.031202626811237876,0.016086461912421683,0.019425600589057308,0.036967106480018344,0.024441503011137816,-0.054217223666945195,-0.017217311769200456,-0.041811650881430205,0.028582219072207468
CXCL3,-0.021213507734846596,0.0532231658611344,0.03671836661470888,-0.07149716764707428,,-0.008004846848249777,0.06092043652529866,0.08238286884938915,-0.023078336954404612
CXCL10,-0.0022811720010358343,0.06893066963300103,,0.039383124241981586,0.07172866710160254,0.0949447024097006,0.0008228376183194537,-0.08098684919069228,-0.03667427030921873
RSPO3,,,-0.05203056785860358,0.12242633995251233,0.0006399876578242791,-0.031063906664616336,0.03517506881639159,0.0801721769521356,-0.009284115486075271
CORT,-0.02634226825498448,-0.025535111862625463,-0.01221983709257834,0.019299899181173655,-0.0496811580387049,0.005302302722330591,0.014992674113419927,0.012210657261001932,0.012098086573746785
NCAN,0.004849079030479959,0.034001044712382404,0.004893910764878191,0.09155547818718429,-0.03504475445844117,0.09560687921493888,0.03701057901689068,0.1476424729204286,-0.056883944914596814
PRG4,,-0.0009832667659238636,0.0853249060909335,-0.011294816628952108,,-0.0217473467196478,0.004921359361803599,,-0.00442633101025604
ZG16B,,,,,,0.010414790201355835,-0.027643637497682075,,
TGM2,0.03450026753540719,-0.05518869286259316,-0.04894905865149113,0.009578904304800573,-0.0033047934355078033,0.03318977477821417,-0.07501477224719912,0.04934713412942534,-0.021196230946106422
VEGFC,0.028046639662871825,0.14238934187041033,-0.06380341275971253,-0.022083732035898196,-0.02556785653921748,0.014879976893687285,0.03439458352212111,0.020221004690381943,-0.028775221944868274
WNT6,,0.005503378800535748,-0.004189214581914901,0.009094507938144678,0.04321690310434302,0.00407815381495686,-0.027627741729101447,,-0.025113560653216408
NRG4,,-0.02363380822868849,-0.038999707535790254,-0.008055484462031783,-0.01275791897169033,0.012496851577724781,-0.0300790344378644,0.05625945766642946,-0.033569652717705074
PMCH,,,,,,,0.04748803126757443,,
COL9A1,0.0019562939285871616,0.09043125305317662,0.057742141461547165,-0.00409964261077519,-0.0170349166013549,0.03220753951672622,0.03613736517527822,0.06324938971166975,-0.008630968641325835
GDF11,0.12624122694454848,-0.019235964474743596,0.042297968877435164,0.012210015568463763,-0.00928337035252263,0.09313663618416626,-0.025204837382273908,0.039462350794162826,-0.019541597943775163
SORBS1,0.008054577038201189,-0.0010643704131356525,0.008004813650060342,-0.02223628106402357,0.03345441098113768,-0.05311287039704011,-0.022114348269745933,-0.00722809106612946,0.014271866412168663
DLL1,0.09344149244865944,-0.05260580431190332,0.025876841099984185,0.05426814447476332,-0.06309251873759272,0.0942679880202196,-0.0009848722030607949,-0.02014879097516841,-0.003785462562367132
TLN1,0.08135684665232956,-0.058144621711446666,0.0652657432589797,-0.024151894363987497,-0.012936538162760972,0.030692020881908318,0.004314287901071091,-0.11674967463763726,0.024776449346076156
COL2A1,0.08896484011789704,-0.024190759051927465,,0.0057121235386864075,-0.023995427774894638,0.032389145433891,,,-0.023429250060909887
SHH,,,,-0.048973047685363695,-0.02619110610896655,0.08525439787014603,0.018716508863961114,,-0.022360705141135726
PON2,0.021899387283126973,-0.02353677624687784,0.011588358432741934,0.006986202353361789,-0.061735888558480674,0.03531309001015115,0.018381775799211287,-0.02427490281071966,-0.011681096052037494
ICAM5,,0.005184041085959434,0.06577815076595848,-0.0007203362344249307,0.10289334081025549,0.012143428128031293,-0.038074336830413814,0.21177185248748653,0.13308821960617653
HPX,-0.028104139055587868,-0.03852221878507497,-0.052030581537265544,0.023909125954531065,-0.022148764068327026,0.05701841461659492,-0.04396404435364597,,0.02017305299284115
SFRP2,,-0.031494968538619585,,,-0.01436791968408968,-0.03525539987243366,0.02863629034964077,-0.08052669650943144,-0.04386598108017211
CFC1,,,,,-0.01800587124386408,,0.016306917345484152,0.06881496199008717,
CD70,,,,,,,0.020086753175668135,,
