,MGH258,UKF243,UKF255,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334
HP,0.03301746983404141,-0.023236297416821587,-0.042870820958126166,-0.050609595499429866,,0.029574155377428493,-0.01755531485030391,-0.03453890659085414,-0.012834551445588715
CXCL2,0.017210473220442505,0.0691425009691349,0.1360784079920445,-0.06336087458506882,-0.03423187370082046,0.022290032661045536,0.09483566547758307,-0.046570313911893195,0.018956058573208288
NPPB,,,0.06357504334768935,,,,-0.030463347098696605,,-0.028775224037772686
CCK,0.056172407088501325,0.007897483831268159,-0.04251323472317138,0.09009571378811214,0.1190547760685006,-0.04397414568872451,0.002006310004468685,0.1887131560698835,0.03791965809025026
SEMA6A,-0.0009943954911273937,-0.015688884124361317,0.03503110059797105,0.03736149480894565,-0.0309824523381769,-0.001218652358778252,0.047333345125915215,-0.08151923922147104,-0.025325838442202382
IRAK4,0.039788860442219146,0.07342157740637842,0.04978355124728818,0.0126098269376247,0.0002646761055634954,0.017636797021333785,0.02825299853970042,-0.055049624358583425,-0.00027697138879623836
GSTP1,-0.058346109738103495,-0.056314734374119865,0.034410576984639146,0.015467272553690377,-0.06318772948559845,0.04543535408112376,0.0035846664701341562,-0.12108399533943075,-0.03706454967461685
VCAM1,-0.005032948008131965,0.04861356085066858,0.0374692934215854,-0.03595349237273068,-0.05415731847181569,0.03369508999962847,0.001586629020251411,-0.04053782657857898,0.04061384368165559
NXPH3,0.02496875890120396,0.038245331710594244,0.10222620854808587,0.017864867126987986,-0.029202241974117242,-0.017544084642558726,0.024938633777060706,0.03136639427987565,0.00603478289660972
MTMR4,0.0605083641599473,0.08755234923389914,0.10912227174168954,-0.0429445689605224,0.05779889667210467,0.029767433015826083,0.012310696802697507,0.06017414892319521,0.109894197775262
LAMC2,,0.05920198512199559,,,-0.017724908706059746,,0.008545870018001797,,
IL10,0.008099057990073412,0.10469316087729284,-0.010129581089189058,-0.0004948999801731555,,0.0014836958732862135,-0.022798124599724016,-0.08904389206928986,0.0792723633916428
SEMA4D,0.004687510195030674,0.03235479395279474,0.032641562804633074,0.022386437681726348,-0.00012370498753347213,-0.05405138907126728,0.047353703326914666,-0.11753561341547471,0.030763247953890488
TRH,-0.0043438242616240285,-0.04211708481874651,0.17029510903848302,-0.01850247733970798,-0.006377935590039633,0.04778667877638767,0.04046030000844091,0.06779249453522797,0.0640996876531067
SEMA6D,-0.00960119066531202,0.038483351785898096,-0.025942167210395654,0.05596983024220015,-0.07517400634509461,0.0717437882286176,0.038692550772196715,0.017333192154129626,-0.011309853553364743
CEL,,,-0.031838655389095735,0.09833745204274875,,,,,
PDCD1LG2,0.049363852411355144,-0.005132418039747372,0.04404806397882081,0.010712017942302953,-0.021311473523877383,-0.04724609886124606,-0.0031772396604419742,-0.02907012971751483,0.036136889203162444
SPINT1,-0.041633832441012424,-0.0334160083004299,0.0759812289193173,0.007827000667466257,-0.027565096689913023,0.048415462925082205,0.05704063147446778,-0.06083897831704946,0.0357399783070476
CTHRC1,0.0012908498528354344,-0.01887037100473901,-0.047213680119051325,0.03310717137323762,-0.11389077339991209,0.02898769905345789,0.003624670962136216,-0.06470287039825133,0.003802271231183311
PODXL,0.07326898972214654,0.015036681611311626,-0.0012102407272388373,-0.005231833377475684,-0.06581274522047648,0.08378658947505911,-0.02539147550405496,0.088432221048658,0.039870082319170386
JAM3,0.059791753774140526,-0.1002870562085129,0.013000237290277305,0.02499546005615912,-0.027344959190046897,0.03024825726353533,0.014045576183766973,-0.15284050188738582,-0.045824901291901275
TGFB2,0.07076997710238635,-0.016506413564600923,-0.011983900464154264,0.05458242500607969,-0.04317758877355798,0.05555321944676738,-0.04380993547202851,0.014209386780149063,-0.0017906671572444394
COL18A1,-0.027401592991989347,0.06905822472783663,0.012945264120281894,0.06733374978353425,-0.07830099477790152,0.11459608902726333,0.029872098723480737,-0.062296704864979915,-0.02059176454941387
NODAL,0.13034295818542682,,,0.12817146407371668,-0.01489410747674581,0.10652012488514823,,,0.05981535233794083
INHBB,0.043748423655248635,-0.007713991937785813,-0.04505715291399444,0.005243510103525201,0.04237689938078945,0.049633408534159644,-0.019571496661418254,-0.0067888304219403135,-0.010498897704094063
LCN1,,,,,,0.018584383441735165,,,
ARF4,-0.03420646598134854,0.0650750484577816,-0.004121830624365039,0.03550260485146185,-0.023259584708262653,0.11732458478072363,0.014716085410303139,0.014125382885882744,-0.007512853868857453
CXCL14,-0.011754642376654344,0.01682006619271809,-0.03285525859469931,0.023738863793434022,0.07534687831869644,0.047210796631513265,0.020317072968251956,0.08476421872449988,0.0061332276965495374
LIF,0.07083369410738578,0.0258101578830696,0.12863606173747727,-0.0036385246545949973,-0.026886138816683617,0.017300315597197514,-0.002810494377583691,-0.07083104028806007,-0.01150615294527115
IL17B,,0.1314987342470307,-0.04018438709334963,,,-0.032453744107725294,,,
MMP1,,,-0.026270212714489993,-0.030311950194084225,,,,,
MATN1,,-0.020325208564382215,0.01779673513395358,,0.04396345936422369,-0.0406432356369488,-0.030845942850363434,,0.033519594381624454
ADAM28,-0.004718106375312139,0.09551617665516686,0.0019567755579134503,0.013053629639134855,-0.009027155251293755,0.02706510680985651,-0.0352084115444588,-0.09234922400606563,0.011411404978590965
TCN2,0.008146013562271027,-0.07235469642291757,-0.021460690264421635,0.010337994199375788,-0.03577241912281687,0.12808727055465965,-0.01577986459457114,0.015862760079767453,0.008975854452978294
THPO,,,,,-0.036910038215728795,-0.01790507719260828,-0.05857994042891005,0.07625575735973389,0.00491049786784584
CUBN,0.06484754422467069,0.0247692310260497,-0.027897693581688122,0.020143000628504944,-0.038176770319404564,0.1008229284564148,-0.011429293310402785,-0.04379373972457746,0.00390751725532673
TIMP3,0.10884541900311308,-0.015352831306073017,0.049690636306514845,0.07986638723358871,-0.050972873308291235,0.02125239726173972,-0.023370466545308225,0.059836043539304336,0.007343740107426448
PIGF,0.022140392076694965,0.03797591907213672,0.029125601676402834,0.007897915998350397,-0.04065056261665017,0.060214521984931615,-0.03477979432412055,0.04172893969192986,0.014713846089876283
CRH,,,,0.08828002294247894,-0.021873024918364806,0.05103224710125381,-0.02414115714259113,0.06549434055109721,-0.03204517921283223
BDNF,,-0.019889287747884225,0.031215461124270975,-0.007137837547245742,0.08122062831829346,-0.0011455414952929717,0.0767945763172749,0.01922590480412263,-0.026387352814518743
CCL5,0.027256123203081573,0.01929135793805024,,0.013904178555072751,-0.03195110606201229,0.03578330487814636,-0.06368659903312635,0.036097937685713226,-0.031784594901620666
GAD1,0.0004619587785355451,0.0685555000295808,0.03814570712867416,0.01038145731669181,0.07347354777827819,0.02647277802171985,-0.021843092812900002,0.19322126678192533,0.06501618311858597
COL14A1,-0.03631792543098524,-0.02078011278408098,0.033401483855646646,0.010596690943825392,0.024842908188253594,0.02430950149318591,-0.03952917986646619,0.008474335141080475,0.037227037277980934
HLA-A,-0.021908367741629842,-0.01615867495287831,0.0005421002039345497,-0.08355351207173278,-0.07344434862784813,0.0812204182936599,0.04344446529927009,-0.1309477132434336,-0.014580986669089916
CD5L,-0.0248480418133657,,,,,,,-0.004440155466744939,
FGF18,,,0.00021592990502309126,-0.015117363854615517,0.07121501132993287,,-0.024514493221565212,,
ADM,0.0023296193116200186,-0.0640291460439301,0.015817792268649884,-0.09614620535073186,0.04101736088899502,0.05036329995954363,0.059782482084269076,0.013746466537686075,0.012885206451951358
GNAI2,-0.012737048944290973,0.011569150453686419,0.026441107745201725,-0.023031251312246703,-0.08693069657224557,0.06122330428057602,0.021086812482282634,-0.1289329702527745,-0.03289253180189007
HDC,,,,,,0.05156546022634801,,,
COL11A1,-0.03046210179295897,,-0.018730045026297486,-0.0028108796580374215,-0.08523380384789164,-0.03207889791271722,-0.010958576264767204,0.11287728912304681,0.025527555536096962
NUCB2,0.05414498269436353,0.03401526565848604,-0.043414372532925544,0.018057419430978373,0.0508455815234249,0.027529693155424126,-0.021139268567539872,0.059377118652045716,0.026940365721336974
CXCL1,,0.03272063527823782,-0.026297997393071152,0.05780093273013438,,0.03390105352733725,0.0347250739667435,-0.03183717037542966,-0.03178460029042905
VCAN,0.049026798434326405,-0.013718575728739104,-0.016488473184895238,-0.012071908196260863,-0.11196270458210816,0.015134574505655854,-0.016196086259133248,-0.03106676018491207,-0.023879732652938947
MMP7,,-0.047532283108814376,,,-0.026886131269877708,-0.013050407454769397,-0.011310239737016989,-0.012309951384768342,-0.007699787742590662
PTPN6,0.06585529481147795,-0.050707022426909255,0.04146598050569824,0.005854212489743554,-0.006776179722597564,0.050112170726092815,-0.013962130353134174,-0.07108839223545553,0.03601990790501966
PTGS2,-0.011870199384102187,-0.048639826572956374,-0.029112215395187737,-0.07284393621114842,0.01934616190733447,-0.009141928905064918,-0.027621936513173007,-0.029630468507294113,-0.04086008366420788
XCL1,0.057802149993677464,,,0.002918702200716879,,,-0.004754390089945936,0.023375842967372922,
CD58,-0.036959504310562434,-0.013261863744259018,-0.004209406501717202,-0.007830603719824414,-0.038391146496719986,0.10769035621499222,0.07424570441403153,0.013850216334473245,0.06433332901861408
TNFSF14,0.009911146106644448,-0.042623029507662405,0.05601583048164303,-0.03002439216558174,,-0.00965932931916393,0.022412949236974455,-0.047213930151406215,
CNTN4,,0.09126171480451123,-0.02348712768926061,0.07673039369367442,0.02689887923320474,0.01940165531597769,0.02569223065412361,0.18916131717394757,0.01553419301236127
INSL3,,,,,,,0.0074920401282681315,,
BTLA,,,,0.023074961859211946,,,,,
MFNG,0.07603572464686739,0.02475263046124676,-0.03759828597810086,0.021395248683741746,-0.08294336391274315,0.07399623610316429,-0.01298422916191494,-0.06841385877979268,0.01694134467100079
ICAM1,0.002478990762639401,-0.034810173787412205,0.006054127375069282,-0.04686350885357501,0.038539192485162244,0.009169154389336357,0.048371787788893374,-0.0721292273856662,0.031176302513941285
PROS1,-0.0016909247693254448,-0.026659488500035158,-0.06069520673993178,-0.023412655095724325,-0.057209012148159266,0.03118392887941849,0.018276602080715087,0.0346619834024266,-0.05861574951084848
CLCF1,0.08909503768463777,-0.003697244283238364,0.14345119327077807,-0.08124026710880776,-0.02499334387556063,0.0764553561291019,-0.004070184617925408,-0.07052662989498447,-0.054875072740653334
PSAP,0.0019365824243605075,0.03414772678355972,-0.04134513609611763,0.0013844652534790334,0.05210468043702975,-0.05219701383966006,-0.02995739145819099,-0.008664927505752108,0.057482035647924916
EFEMP1,0.007979464182960132,-0.10436090359675138,0.006146686775532393,-0.05904536119414598,-0.06919312850785618,-0.011063155297752201,-0.06649709770728039,-0.1970772503076948,0.012498819747860962
C1QTNF1,0.00894212343384791,-0.03129521625581141,-0.023147766755296725,0.013377592606542237,0.03499218108047943,0.1191469651163353,0.06221983585011731,0.03374411784183547,-0.0014539766595503538
ALB,-0.008057330252359243,-0.02876813178101215,,0.0009345685871865872,-0.02571818022909806,0.06253072371459005,0.007330781036161958,-0.044055258541274366,0.020254651513571798
EFNA3,-0.008073722654093188,0.0016953243591509763,-0.00702108512154574,-0.028368623819034326,0.08236774948569063,0.015075402056777454,-0.021330029835627658,0.12524374137497227,-0.06027039038568073
DRAXIN,0.012287468690873006,0.009586963704287386,0.03480258954416677,-0.012760294061218749,-0.024240804326199707,0.0440331424683316,0.008974290367262935,-0.027587297673558053,0.0574142073233871
NPTX2,0.036142823566902266,0.04649654202296712,0.09662335824491938,0.05970412509645637,0.07608028576112835,-0.03168133746809406,-0.02554744095128471,-0.027081453510785298,0.01703444608769243
FGF11,0.05859357444444482,-0.032323374368008834,0.0282276395053845,-0.0354353763009867,-0.04578194907279793,0.08100950982084977,-0.018086358988945648,-0.003347474719339399,0.03971648999263408
CD59,0.013937730172941526,0.011225658616770455,0.018913461290523997,0.003964230931100735,0.08025121138164651,-0.012446445688506258,0.03502672470472824,-0.11722925448315422,-0.01249237758803412
COL9A2,0.010406068663428974,0.04709950361638737,0.028217545370066748,0.03831429871144217,0.000982926339825118,0.037022944029667805,0.03464821966742572,-0.05840864751634727,0.0012845963593311968
DLL3,0.014451902828277565,0.01945109193076273,-0.013144786368612152,0.0183308563978515,0.0035650138556321664,0.06517613917830554,-0.040099914400604654,0.1400383334548686,0.034004091332686386
FGF5,,,,,,-0.0034661363340795386,,-0.010711666502643241,
