,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.016337607248878668,,,,,,,-0.022198087498192662,
BMP1,-0.045796238931655825,0.010394235745769703,-0.002365970498642551,0.12046363118141235,0.059430242722365606,-0.0439124503194109,0.014183832606536051,-0.06340931143509124,0.02990760335175188,-0.017108059637602358,0.017686112969596227,0.021657905010873994,0.0005036273203193623
NDP,-0.0366790009102432,-0.03528955090928938,-0.023609564916098606,0.036868474827698804,0.014240535959950708,-0.009079546529437578,0.02431069102170661,0.004018896898819337,-0.010570140270831885,0.04186406843098438,-0.011134898717643704,0.03640165942998356,0.02860692613594576
TNFSF18,-0.024816091675312606,-0.028831494494876597,,-0.014769700541897563,-0.024260856296174894,-0.002379719773597609,,,,,,-0.037444204998775064,-0.011690764242997542
RTN4,0.08022746540829143,-0.001309660612117906,0.033877741827769384,-0.04030440244808655,-0.06478588684458896,-0.010533522170166502,0.03355129966683634,0.10855150537491426,-0.0053790549502321155,-0.09418229759236044,0.07608724930377966,-0.022749753687179516,0.10721910383885662
HEBP1,-0.06991800067577678,0.04515086070017545,0.009031361467451808,0.014873923468454467,0.0204032656997415,0.00865239450526297,-0.07272595103499277,0.042287538842747455,0.00306732040133535,0.03431754434051492,-0.08136079201365196,-0.005789670230888799,-0.0018441121213652733
WNT7B,0.04583403624004739,0.006526091732464968,0.023628257448098523,0.05107344705900653,0.019254685122096292,0.0009458536553105158,0.008531225415955454,,-0.05463815891615857,0.022368111880241723,-0.035195057161044103,-0.007049849896035561,0.06956777487288283
PTMA,0.05569941980845937,0.09372970120294288,0.08899691076875749,0.09981812936115549,-0.0032093708647875814,-0.08460336596306797,0.010965989397550136,-0.1736484643671164,-0.08324836627314196,0.00686893634470185,0.0019263203276131315,0.012366457133970834,-0.00082749433202828
FASLG,,,,,,,,,,,,0.13258883444666078,
CEACAM1,,-0.018350456098785297,0.025241962940027715,,0.0922430677170212,0.030839968536690753,,,0.08529198138143412,0.03435117138043577,-0.007397570816759508,-0.02678687819136338,
PDAP1,-0.04475279274337537,0.03698342390638764,-0.015571153082376547,0.04422340337560364,0.04110923385828129,-0.007837997418370409,-0.0014059086864659524,-0.07702538862772998,-0.05615979783967019,0.01556078416756346,0.061086823422801084,0.05474981145094648,-0.007502648700574258
QDPR,-0.04324219552908148,-0.009742645636627575,-0.04077151888844524,-0.021370987849952287,-0.08277423325313644,0.027709219677799744,0.015208308200829062,-0.15224879360412602,-0.019238400302971866,0.006492209943869833,0.050356528587282484,0.025796282507800045,0.02427176412516925
POMC,0.05956126693614556,-0.011210438038363156,-0.005247855432775413,-0.03896544893651489,0.01591178636783836,0.07269783523694094,0.04089710932042216,-0.019200009525724555,0.03504396409949668,0.05269579024193224,-0.03821302642189514,0.017377707891240428,0.06074982942032679
CCL18,0.004420638927229029,-0.022899635386291462,,,,,,-0.0635040835869688,0.07145730216345259,-0.02814704462208455,-0.060970414916649236,,
CCL17,,,-0.01669895680813275,,,0.05226204374989815,-0.016158209780697385,,0.12556027915625687,-0.03865698380130165,,-0.01745013248039292,
VEGFD,-0.037497305327747615,-0.022899642657998254,0.013397163876968326,,-0.027369874603145702,0.06726444840738427,-0.011852242282248423,-0.02072120168312138,,0.018532251752139465,,,
TNFSF13,,0.0019673921391730105,-0.011518566672560836,-0.01432352839230083,,,,,0.012203388600109145,0.008265583066310821,0.003912141992084732,0.0018512596662760966,0.00659483161381306
WNT5A,-0.03839402761224475,-0.021839192153286998,0.00952397913122302,0.08833408119703347,0.0621850296750229,0.03712092608416912,-0.0015708981357684777,0.06449602567318165,0.0532932634680788,0.03512351597353875,-0.029462546818602716,0.02930044488059322,0.015524670331083195
