,UKF251,ZH916inf
BMP1,-0.0029179583759844363,0.029369643333113087
NDP,-0.0465912234541959,-0.0735989447288378
TNFSF18,-0.025289789864325046,
RTN4,-0.028536205277680905,-0.016160140399549265
HEBP1,0.005075530664753245,0.0531677084442348
WNT7B,-0.01570923351168092,-0.04256271894519627
PTMA,0.02190821546659822,0.13808366527462174
CEACAM1,-0.012055891873442269,
PDAP1,-0.0132041382043803,0.026155974061544
QDPR,-0.009845021129221797,0.009347627515979756
POMC,-0.02142139643080134,-0.0412545233739847
VEGFD,-0.017267646342761515,
WNT5A,-0.06434531396874567,-0.08550091678335225
CXCL8,-0.01616840054932232,-0.04948059662921341
GRN,-0.045855995530421884,-0.026094177264179768
MIA,-0.015356637081988528,
COL4A4,0.025451406900927367,
TAC1,0.017560863700984038,0.08197408608543924
RARRES2,0.0707195125025974,0.030466473773529148
FGF7,-0.01948973182258441,-0.007736439661837744
HBEGF,-0.0073499427164229695,-0.04764963798545374
PCSK1N,-0.04426930419401452,-0.0577941734522667
SFRP1,-0.03644119134670984,0.1149946201299433
CXCL13,-0.029152180863708986,
MICA,0.030049471355422557,0.09764469367614555
TG,-0.016393583874883925,
ADA,0.02873434542503689,0.04332195785521519
LAMC3,0.04084958137994453,-0.03550567240933681
HMGB1,-0.00275481638510271,0.1774760756055467
ITGB3BP,0.0296119042638273,-0.007624883893701075
RELN,-0.0018552710647065306,-0.040627170222216714
IL15,-0.020885175049389408,
BSG,-0.06448219993007868,-0.05251976004644726
ADAMTS3,0.053716292166575454,
CD34,-0.041069855057615304,-0.0002799786027922641
PLAT,0.0578496473424221,-0.04246884370444817
LTA,0.04053953564615784,
CKLF,-0.03118033219206779,0.10430364426742213
CD24,0.04575005404181841,0.008414110727561189
HSP90AA1,-0.02442087408490335,-0.05445596896561303
BMP4,-0.012779953413751056,
IGFBP4,-0.02127948443290004,-0.0070179782615755
RSPO4,-0.002247430068417802,
LEFTY2,0.04166486181240797,
PF4,-0.01096647335133663,
ANGPTL2,0.010225482213125537,-0.030899341771835648
LRIG2,-0.008052483903278632,0.006865547962366831
ICOSLG,-0.04112535033197505,0.024546132696077746
WIF1,,-0.04334094048495223
NPPC,,-0.09085975904368004
LYZ,0.06525734300233918,0.15454005255651396
SPTAN1,-0.04833067432848822,-0.006542070346683009
LIPC,0.06480636223484697,
COL8A1,-0.0056088857924009115,
GSTM2,0.08522505164422588,
SPX,-0.02147262179154572,0.045259020527782974
MFGE8,-0.03455643127705458,-0.004618181934751964
TGFA,-0.034929396410462735,0.04396571720717471
SLIT2,-0.028594737700653124,0.0033600792831130835
PLTP,0.07824515299292648,-0.08157761304458923
APOD,-0.01760529724487416,0.005323409405151434
B2M,0.01655249422926988,-0.043731567502982516
OMG,-0.0053722862529275855,-0.04850618222190008
CXCL3,-0.02254602555067624,
CXCL10,0.12537949376015928,
RSPO3,,-0.03253874209637155
CORT,-0.0033039555143791833,0.035699593088119944
NCAN,-0.018382275352054278,-0.019466575145391497
ZG16B,-0.013196368312449228,
TGM2,-0.0321123392756405,0.0354170379611419
VEGFC,-0.016944645099055855,
WNT6,-0.012203958140997706,
COL9A1,-0.018617076531022236,-0.05294049671427874
GDF11,-0.016896882507837684,0.06867080051767382
SORBS1,0.018936345903992277,0.0009098480678863655
DLL1,-0.016046789138384157,0.00880047448369965
TLN1,0.005350193917113794,0.05278691720653044
PON2,-0.01142404978287499,0.10914267270634179
ICAM5,-0.015709234938278208,-0.05827965403843659
SFRP2,,-0.05678561716038792
CXCL2,-0.03097897482359305,0.04308824210434354
CCK,-0.03652387891743646,0.01748571508087773
SEMA6A,-0.03157389071645136,0.08144163397952282
IRAK4,-0.0035198995276799526,0.052121293050557675
GSTP1,0.05204610954933963,0.05093795268381408
VCAM1,-0.07300110417882001,-0.03110305758313369
NXPH3,-0.004048032156618121,0.04777272170593203
MTMR4,0.018590805027596035,-0.03680754507229142
IL10,0.0007255846530075682,
SEMA4D,0.026146160136586834,-0.06141991809301402
SEMA6D,-0.018987439374212895,0.0745216039622235
PDCD1LG2,-0.011308130766054502,
SPINT1,-0.02909386692131134,
CTHRC1,-0.0183073143965217,-0.0411929082158549
PODXL,-0.0036765807068565577,0.011594110896940842
JAM3,-0.02475423615697168,0.05391679296871266
TGFB2,-3.510382360513978e-05,0.08764379448836725
COL18A1,0.04739873312251034,-0.11337735258660248
NODAL,-0.011754457809711396,
INHBB,0.0016561058447568673,-0.023111180525806057
ARF4,-0.029586511785530803,0.031990298577731176
CXCL14,-0.010296855206705062,0.14437050538234988
LIF,0.09395627062920005,
ADAM28,0.037597139668343355,0.06729042975176956
TCN2,0.03503981203659628,-0.09120692666267514
CUBN,-0.01680630214774077,
TIMP3,-0.019010005177638307,-0.08108193212552285
PIGF,0.04138413608060527,0.061155114912285466
CRH,-0.014751813556618401,0.020265031745460217
BDNF,-0.013196365797108698,-0.0749976073326321
CCL5,0.035715362606004455,
GAD1,-0.04723836663635194,-0.030752888346090756
COL14A1,-0.018408401754735862,
HLA-A,0.029128343871366428,-0.028367467155935678
CD5L,0.0039363942479001815,
ADM,0.04382873248037757,-0.04408792852014439
