,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.02644533292767488,,,,,,,,,,-0.03094065176557244,,,,
BMP1,-0.05072672893604714,0.001902371062438753,0.061362319382967705,-0.009095033372807747,0.008418170348516949,0.025352011500387916,-0.13171371350289887,-0.10544219601724496,-0.009648371640049046,-0.045017461216797144,0.004231537041843309,0.002297810997205939,-0.09250448145359719,-0.014017294193533956,0.004686346561694978,-0.04134258697458893,-0.029548162729650117,-0.12415142235834292,-0.028463171763773602,-0.023710559718700064,-0.042093226038932105,0.10482327417599042
NDP,-0.03498149094313496,-0.02060526329066863,0.059178650291349735,-0.0356086676654647,0.03381141207489844,0.08385167302837199,0.02326728532260117,-0.05357036991313324,0.08315693927971891,-0.0016112954537561089,0.08767071294804663,0.07276203113113507,-0.04842875191925107,0.09118481421550059,0.045271499469770646,0.020533854644167817,0.03970845942479518,-0.13316796669396777,0.01950308561926076,0.036796484590092604,0.08168818471611475,-0.01303304902062494
TNFSF18,-0.02736103104417422,-0.031408123961363325,0.015083272947409184,-0.011479649473922812,,,-0.01081439982663472,0.0012367819770587125,-0.004685871885780145,,,,,-0.02334199196020697,,,,-0.06575013951298174,,0.021484046549143914,-0.014907783373940614,
IL36G,,,,,,,,,,,,,0.021701648196104567,,,,,,,,,
RTN4,0.07748778637307176,0.26885522167988696,0.06937493390291019,0.008161631202064097,0.05707074585385688,0.048891607078203746,0.4577642192578005,0.1628539762444045,0.15411620191673145,0.1938781932277869,0.04091597978099316,-0.018193416709073217,0.2105261453706135,0.0037585273579325046,0.050330865401535675,0.015168964610913127,0.016847764474527856,0.17322861415882046,0.07419642965833435,0.0629673335509348,0.18243803790188762,-0.001050249109602845
HEBP1,-0.011588511908472928,-0.08617456823013663,0.08448122043992885,0.02917086149878954,-0.018958720468848646,0.03625601452015485,-0.10792098171443756,-0.050157671116139585,-0.026553441457585647,0.03567467590658201,0.10380621944181212,-0.03573207036487668,-0.07320029570648538,-0.015685544151979827,0.10654848944530133,0.037443373843088934,0.013933155496742282,-0.0533325870624204,0.03387984465663204,0.045037205850736,0.04217782804559732,0.014453078753840476
WNT7B,0.032607602962204246,0.343841227507717,0.006976762939726248,-0.00552974780321227,-0.012487310704880942,0.034222164450485724,0.2039819314676215,0.09524675155070983,0.06268728100474545,0.11576945934529877,,-0.008502806553862827,0.03915575013203893,0.03131874572273742,-0.053736336760990815,-0.02200965148220959,0.06513543038213586,-0.010023721299938821,0.04044126423720686,-0.004759638073058812,0.06769817139121369,0.10817229330375858
PTMA,0.015314444935217891,-0.027082681880902303,0.06481365657777659,0.006541859358567228,-0.018272634143967625,-0.10727542066634954,-0.3776023649800233,0.12539638022111044,0.0775333547185449,-0.06617159768460351,0.017429669920846467,0.013390687612940783,-0.17313470238573817,-0.0451918543620294,0.0465333471961178,-0.08398875288505692,-0.041333280447599964,0.1663144835304516,0.005747208630094921,-0.04589736512795802,-0.0975466338329364,-0.05042222123323447
FASLG,-0.020319824837818464,,,,,,,,,,,,,,,,,,,,,
