,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
MIA,0.010233477644551993,-0.022103961534966236,-0.010691595223612321,0.01564174747753473,-0.04644311631668454,0.07160379291816726,0.06025121982980485,0.05892895666945518,0.013555938437766505,-0.011612659056814467,,0.002579046627170981,0.08946579582193845,-0.033947278267723244,-0.006880788973302259,0.1735850183622658,0.14295084918115625,0.12344228989463525,-0.0065751163045084755,,0.08610234719836339,-0.018257515515312486
COL4A4,0.007408658895029222,-0.008761462697004304,0.0009517715261126357,-0.057909512781736415,0.00924988975740926,-0.026874835410355166,-0.017001323769952944,-0.013632347543101001,-0.01851988361105375,0.03751784128125242,,,0.08971174086546779,,,0.09803597528792032,0.03898052525165412,-0.06089651549692985,0.012547194080885888,,0.029840229057095356,-0.03826180819072409
TAC1,-0.05604581295272512,0.004959688091103765,-0.0019467546501925627,0.01989604217509787,-0.06492507631010178,0.03171090744504499,-0.07333599442866055,-0.09661282988554454,-0.0054152542536045085,-0.007574832774898744,0.07150638435117894,,-0.057175716267500745,,,,,,-0.02005594430405297,-0.0600360317193449,0.03266093792319915,0.04835568799264343
RARRES2,0.01933126739383422,0.009049414250462946,0.021426063466265556,-0.037881817274307214,-0.04482790113760349,0.06459479321101524,0.06347623850216734,0.1563945604987337,-0.014091833353359293,0.06714746233334427,-0.03880431820314047,-0.03704891726330448,-0.01595454420861192,-0.0033003761802113604,0.10896876470997081,0.04618289663602938,-0.044370958419132724,-0.061075957989926814,-0.03672661621888694,-0.03976688615528065,0.02736961662661466,-0.02721947924413259
FGF7,-0.05241174586802028,,0.012729744766863038,0.08187597598764622,-0.025668318992441763,0.07334816468837588,0.027346307843484057,0.06878844170303086,0.05936950009381887,0.040902945129953606,-0.022354716919427815,0.04522380388635747,-0.014519163283783628,0.04531813103568484,0.0315944303037718,-0.014230051460687555,0.0762256209085507,0.03285591057711625,0.027041690328898287,0.023809752677262156,0.060359024617384044,0.07753388104405319
EFNA2,,,,,,,,,,,,,,,,,0.006067390916927458,,,,,
HBEGF,0.006378084202966193,0.0228141550463086,0.009766561602578595,0.08983344478850752,0.004997202677153691,0.04497380435792139,0.15415983396418761,0.06598042839940223,-0.0021471708429341868,-0.026222368606009013,-0.08543592362722352,0.0700451357257007,0.012902369691475008,0.035561613221634716,-0.11737732389809512,0.05715243765308251,0.013741473268269331,0.0320375089669838,-0.012293777956097806,0.02545352768868366,0.02690405940230422,0.058498967015483655
CSF3,0.07415043410186316,,,0.025431841605033034,-0.05175994130206008,0.04015205851481297,,-0.0022623772930046734,,,,-0.029824186907137593,,,,0.004538031633749489,-0.0716593655917549,,0.009599174472646481,-0.02889385139515258,0.039158704671688895,-0.04024704445797405
PI3,-0.0180067568017685,-0.026812292679412236,,0.008125858552188024,-0.008411074269545536,-0.04630654973016918,,-0.033437443853617174,,,,,,,0.03278071925886839,0.004574337862206373,-0.10756854207695181,0.11709594382432342,0.0171579588019897,,-0.027734905318845232,0.01255979812321764
PCSK1N,-0.07230373887911871,0.04168384406095263,-0.02933276593458452,-0.0034234539766162604,-0.03248354060347786,0.03791184172549066,-0.0532996527871089,-0.05405610956254551,0.017775181274658436,0.008840821524953859,0.12737194784396325,-0.03577862604437159,-0.03899438989473864,0.05579309771323709,0.04325598514846942,0.01024967242658242,0.014727257260910048,0.05558382259648826,0.1069567032608747,-0.12462365293835477,0.0024270688464079425,0.04355814858017215
NTS,,,,,,0.11229934734974699,0.04919410682150324,-0.03649925310289039,-0.021156814227075417,-0.015189449599909234,-0.018390045818837426,,,,,-0.04712117505230182,0.06374445039397303,,0.03354655157091828,,0.0067745433870925595,
SFRP1,0.02664618185279868,0.03692431866722064,0.0040364432040724775,,-0.001656318086475116,0.02175242777720419,0.14215606964901945,-0.003855514605942496,0.07314834769160007,-0.013920454313390451,-0.07668301014163648,0.034875684807736965,-0.0254471738035759,-0.06063770719464366,-0.006132777768513127,0.08488666637684329,0.07199167938957449,-0.03334826471477172,0.017356661450255252,-0.028292476235863326,0.007788974917869756,-0.009513674032642106
CXCL13,,,0.016630713025415904,-0.029432812409882856,,-0.015528171744971304,,,,,,0.008025475966524755,,,,-0.020800428338933443,-0.008873076965415488,,-0.004498008941247168,,,0.06365699125499448
MICA,-0.04563453636979065,0.03922917570375411,0.059726446226996695,0.05746773626198055,0.024377051450850406,0.03967330507282035,0.013928535356155784,0.09211250348356055,-0.01428470414253325,0.0249832490244801,-0.04954904743604356,0.059825320234450384,0.05820222974999346,-0.0389973173088972,-0.02359734867709085,0.0018546494336564967,0.03562618324963558,0.08711656523067905,0.003411110747693171,-0.048065409162324095,0.10976201545241503,-0.04246416668549014
TG,-0.035672817733664645,0.009491523695523819,0.07367121095453673,,-0.024863410022427528,-0.041085763655124036,-0.008579410594545162,0.02836595546474829,-0.017871196331390816,-0.010074172233886458,,0.008123881244865629,-0.0009305618561051378,-0.04087057312462898,0.06815377331190381,-0.0009977615577026065,0.004606648087793711,,-0.04207417621785331,,0.09315492925276919,0.04900136643712042
ADA,-0.0038385334736738027,0.08149375534499881,0.05733727495726819,0.041732576322569534,0.008430677347978345,-0.004452549485325594,0.07985574183777149,0.07325678421955627,0.0020693503720200855,0.0011633578464958407,-0.03948466038800966,-0.004379326308743874,0.040365038949444265,-0.038995656775332926,-0.024423395525515288,0.004380256965290172,-0.012749674569999292,0.058760638479642184,-0.0172787108419549,0.0013988499552810931,0.10880971647561509,0.07955555680431002
LAMC3,-0.011076448185653698,0.07535803571236413,0.01055353016890284,0.0463486607599685,-0.018904638451219258,0.026693945673862705,0.06953465471482247,0.13052333072958838,0.063999306360067,-0.004407865002317987,-0.04400690163362703,0.06534446732532248,-0.010804934985601465,0.1456832818599848,-0.0542390657211692,-0.04697545295722162,0.026303799568549953,0.14426344493971785,-0.0005716375986182375,0.06967411478943028,0.06341376733116708,0.08461984612769241
CCL7,,0.013964968758625395,,,0.029122483861035112,-0.02749687916586691,,,,,,,,,,-0.03403228565925987,,,,,0.061687601531511455,-0.009578640610718713
NGF,0.02110782625823447,0.011453858655557307,,,0.01989940380683393,-0.02183461182743429,-0.022860885267392946,,,,-0.018390057927462438,0.05411244475387661,,,,-0.00285200871879063,0.01613881751905062,,0.0135805180336219,,0.034769257769420525,0.02359482140462873
TNFSF15,0.040376369865390165,,,,-0.03623618495311883,-0.0023247314118533366,0.1098459114255977,,,,,-0.018992628436109067,,-0.03767232233263751,,0.0773730215133704,,,-0.03174587275976451,,-0.026106554999615946,-0.03180189276710267
HMGB1,-0.03660934130489333,-0.008016442629103592,0.01828837134937138,-0.03439932712621508,-0.003893729142758502,-0.08965899409531436,0.09101235663319407,0.11576170725967967,-0.02975673436268519,-0.024159446301757485,-0.09494281337199435,0.08949014484870733,0.04565505731285429,-0.0135199262807722,-0.0699847644648145,-0.04062284799247094,0.012237242699058853,-0.05563317217016536,-0.008321866887822604,0.07317381766547196,-0.08297155777431484,0.04913935482407557
ITGB3BP,0.11230680629631776,0.0039010046244776393,0.06067144702966714,-0.025541487557157048,0.009049087544137238,-0.0200719513880606,0.11511762981233732,0.12393773492075598,0.028407082827211487,0.0108971002911819,0.06244864563801776,-0.004229060632744717,0.0035324026386288655,0.1060065042684015,-0.010607801679356797,0.07714757829627415,0.014934302343918723,0.04268836493126521,0.018755763903343194,0.09851449020451689,0.007043790076489708,0.0362035997708691
AANAT,0.04820361951835847,0.03739474253094641,,,0.0036918053644308976,0.004322790755319822,,-0.026786079662014007,0.0007570133462308435,-0.011612659702740214,-0.017289359007688333,,0.007261550202593616,,-0.06712385613888416,0.06737197189186508,0.02495954693419129,0.10822730160073375,,,0.04767230524641066,0.11792449345763063
RELN,-0.04445321434003573,0.0536068133349666,0.029160565145389457,0.0008645977126194896,-0.003912721873118752,0.043955983404425,-0.04628841264167554,-0.06810349022992275,0.04517339157505748,-0.03238499439877095,0.03309657511714098,,-0.0182224366378706,,,,,0.03644459007016536,0.012167682098433259,0.06582454267140196,,0.06390393616556293
IL15,0.03218279749991775,-0.031812299052633684,0.0054243381800939345,,-0.027315514210783945,0.03260313676979511,-0.019751557260659237,0.03443244440170735,0.030713446683226127,-0.024959411397317596,0.05899928509219015,0.030079112733178832,0.013991844433616406,-0.03645706096248965,0.005205599939708995,-0.04535233886411428,-0.026018147332484323,0.04063670683899126,0.011742864319676732,-0.03055963890218743,-0.005332948839705363,-0.05493882096580562
UTS2,,,,,,,,0.07075997400123545,,,,,,-0.03567440324262398,0.08128554571991274,0.1424742284039375,,,,,,
BSG,0.040072699355990886,0.05897449820195949,-0.019062927890612057,-0.05141098509760111,-0.003593457366285732,0.03770318117440458,0.08486164110056978,0.03511498622357485,-0.037917134976989876,-0.03658359149438084,0.10544372183061922,0.011283623778358249,-0.0055977001477410795,0.025646582198714792,0.031937813189379556,0.15360847218944926,-0.0037979033483299665,0.10749861237831423,-0.032053486714941085,0.03181973619733117,0.08322306037469848,0.061187130425584844
ADAMTS3,0.06651014419261933,0.07639874896180412,-0.03855974263277331,,-0.015494006872957461,0.012423412948414656,0.027186977003568077,0.134676614005827,-0.03204464770571268,0.014816398756793065,0.052224332846343084,0.050437401407537066,0.024329538562456607,0.07203427467757799,-0.10791331367491168,0.006962892727815511,0.04524084951111588,0.10301159985167407,0.01715947932082853,0.10808378477988619,0.038473175568234354,0.03488000990653908
CD34,-0.01322803560969678,0.06157456724225577,-0.04860911558047673,0.11851532437895143,-0.070283774192032,0.04832552736367661,0.07262814318375947,0.11834137664050529,0.0330450737477132,0.033309708278853274,0.042420765796322014,0.0787331388707738,0.013810899976269914,0.04840769188696312,0.004273546121849652,0.035017651375360226,0.08034579339679104,0.09573344901051671,-0.018393216672742307,-0.033132609074528065,0.047526042194123055,0.0502814153626705
CCL23,,,,,,,,0.06101959494261992,,,,,,-0.03554796176110973,,,,,,,,
PLAT,-0.021711486701708718,0.06566682387422292,0.024217620091791642,0.04704440646457383,0.0290978978270967,0.007132712724304405,0.115651318359296,0.10889403455519087,0.019453769604298853,-0.017296154298362384,-0.007785337961114696,0.09247728321630126,0.03969937456117887,0.06405651240845346,-0.037569620733630814,0.09100584165582708,0.069554733393044,0.07919208873748519,0.06907223350851951,0.00815758369269592,0.012750660870687925,0.09043661893970636
NTF3,,,,,,,,,,0.011165125791320969,,0.02785270953924045,,,,0.03210818179855237,0.1638889886610732,,0.0944095343161979,,,
LTA,,,0.0486616065134179,,-0.006156449207489902,,,,-0.015478694392396056,,,,0.04336657949751836,,,,,,,,0.07077005538827064,
CKLF,-0.03985166015316437,0.03838563445033962,0.01603081819807065,-0.002731443211089581,0.023489619617041983,-0.02273342655808563,0.07057215176270533,0.16192212139437256,0.031179420072186978,-0.010363767465466406,-0.06266401814788268,0.02873689509381728,0.028344901526897115,-0.009272873238793302,-0.01067860176840359,0.0650796851563221,0.1164763789942861,-0.025015293977047923,0.05059266321094979,0.026214156504127503,0.03196171812129764,0.005282178297144066
APELA,,,,,,,,,,,,0.033598107163245024,,,,,,,,,,
CD24,-0.006538152878959802,0.06559373840876694,0.09802734616504909,-0.03104698053260481,-0.02324119226516238,-0.07468227079596595,0.0524433399027296,0.05103573480820556,0.0353035034314528,-0.013984370368428504,-0.031748342722126004,0.06280142580514327,0.08854350793457084,-0.03613023794305282,0.11645861731935572,-0.017798640056756743,0.04825180387548367,0.02852690439593339,0.10742895871232193,-0.05138519379776681,0.020876369228553918,0.0629877179256382
HSP90AA1,-0.0798957190987711,-0.044994969027171657,0.021242371266346562,-0.0257394015839876,0.01281041332905925,0.03241912761132687,-0.1364303241414964,-0.1510934480725224,0.003331178063075476,0.02187607999455596,0.09303658589296443,-0.034121462417369415,-0.007418538342258043,0.06128426700565025,-0.12448084199260086,-0.08888289214697383,-0.15815109841071245,-0.07391362516589013,-0.018834525884403992,-0.13952866363573474,-0.06697438360150039,0.0369893060075844
BMP4,-0.03455430363187562,0.07822072537063382,-0.020315548485643126,0.08061246044247568,-0.03930970326976364,-0.01598736226321263,0.09412843622131847,-0.021084315471016826,-0.019562995476262873,-0.0038375520991715743,-0.008123927008512385,-0.05906311685665316,-0.02638681181839303,0.10889342849809724,-0.06949342138573626,0.0057819304551263205,0.07270042450913246,0.111066395306478,0.020150226324811497,,0.03362666041844249,0.03231530762003323
SCGB3A1,,0.057232355132663344,,-0.017417165741048804,,-0.0041398794232295035,-0.010746670469836092,,,-0.0097953920390798,-0.01209206113972282,0.10832946545227295,0.07332469659085382,-0.02558504665791406,-0.007496161727129625,-0.046605689807927286,0.05868055731037563,,-0.0106910074847719,,0.0013909189246786348,0.058978693112711984
IGFBP4,-0.03684991802461553,0.06630543512926214,0.016580669829467636,0.04277396621357631,0.04063205390396222,0.019567113792236582,0.11433436339794263,0.18266371512982663,0.030685814219265653,-0.011801360724099043,-0.022059763862108422,0.06642519231829101,0.06874867032718184,-0.0011721923915309245,-0.01895827507440406,-0.06515819853410382,-0.025193759509393943,0.1798964233197314,-0.00047156960954317757,-0.04319130690624968,0.08653933233826358,0.08303981971939589
RSPO4,-0.03149498118496834,,0.020238327127591306,,0.002078646881815232,0.01915636938876261,,,-0.018002663897285918,0.047649701761406246,,,0.11337788287638112,,,,,,0.08734633275528743,,-0.01842038547359437,0.08279758745479451
LEFTY2,-0.004100123915460036,0.011567182029283968,-0.0022464815999992073,0.012006194935848626,0.016196469058625543,-0.0007098497723423062,0.0734378768160622,0.17286794938472586,0.015065558994629559,0.04167709318549113,-0.018390057927462438,0.014612462990448908,-0.038228023652676836,-0.04516427341700395,0.015602318541583796,0.042485394827116496,-0.00853738350002739,0.12379552708292599,-0.03414911166327194,0.018233488081218937,0.07098584201385966,-0.018030841978972305
PF4,,0.0006607948216522508,0.0006817474870962567,,-0.028391530187903948,,,,,,,,,,,,0.11555009174829493,,,,-0.006414459336867146,0.06160071053833784
ANGPTL2,-0.019549407775839495,0.0398348907215689,0.009590018130286492,0.04299797916701227,-0.027884658882480092,-0.007746849749288857,0.18318469483241473,0.15322431625128197,0.011948362857783328,0.006306170742549377,-0.024780935644543322,-0.06867117579450283,0.019558685614433045,-0.033220845367992725,0.06096215922381006,0.08346091915355881,0.0691307329285701,-0.008557438480731533,0.01364710985784243,0.06409525256684924,0.08504893195688806,0.0879295461026801
LRIG2,0.09783304999934618,0.011929948769063193,0.05545921481802223,0.04668160027021812,0.009972209633384781,-0.022698817270223725,0.07032141147107641,0.13913053379338475,0.023324222358118894,0.006313218840277369,0.015876860628432313,0.0676215345942373,0.0743380951820845,-0.022807282593159568,0.012149592669115706,0.003928618270148652,0.05884951024686829,0.014001064398674755,0.04555882404401308,0.026890578851650464,0.005857638804397405,0.04733243109370885
ICOSLG,0.032664369519491386,0.09082224178351582,0.03521034733334546,0.04907875766800526,-0.06246614617434312,0.007296647244389222,0.15614410704928958,0.052880113930045075,0.010813259003080342,0.01206935027632462,0.01583013439488359,0.05062801910644478,0.04969216837444486,0.02130218315146091,0.012069174248809631,0.11157681318577309,0.07382520343031602,0.0401652886837643,0.028409784422586633,-0.006282804083888444,0.03526101178620857,0.0469497877949341
WIF1,-0.07329385485968436,0.03322566482604411,,-0.009260645494735233,,0.09377278689991687,-0.11475367767443642,-0.11575390706608359,0.02632342217525919,-0.018432897031802047,0.05256474590285714,,-0.0341390981647799,,,,,,-0.03171719537697889,-0.03109708052687379,,-0.022470450416692777
NPPC,0.055411716455778276,0.02339340708268511,,-0.035199368577846286,-0.0301868222960377,0.03460450340795421,-0.009381618910252567,0.0065386108065199275,-0.027099325339567763,-0.013613195802611689,0.01691091267464541,,0.08780494244060173,-0.031407844240564996,-0.04429165567462232,0.015004037016282681,0.03500383524707799,0.10604801103517232,0.019143856843442872,0.058899305130976076,,0.07521503476016929
LYZ,0.0264826003923859,0.03901311077027128,-0.020215325931515843,-0.012391386460596066,0.06018831856711608,0.03256599102514366,0.024277102082595377,0.1166161957687568,-0.004858033412190656,0.05414965166182372,-0.10927912895057772,0.03259320901931239,0.03349431188867702,0.03469683597563986,0.062254867491791814,0.10425439147706507,0.014989286305805307,0.12776133584574836,-0.045341014299460955,-0.04578749032251544,0.021516753854681464,-0.0012487307906629212
EREG,,,,0.005393799385037955,,0.059617434860209484,,,,,-0.018917995326941228,-0.02511139454199574,,,,0.07386632000218446,-0.029458741282137515,,-0.04762856817643188,,-0.00045101614696173824,-0.027947176872195396
SPTAN1,-0.05407884855470276,-0.019554658522351397,-0.0018672113391953232,0.07394857441637367,0.03440618587899052,0.012272558838691395,-0.03296754769051582,-0.01548716351199751,-0.024602105116511553,0.06699593545961542,0.1182139984185465,0.10088043739589689,0.03059412963281802,0.03404682475921745,-0.048572327999486034,0.020940195165295807,0.13416026549615723,0.056088884211186345,0.056815931234345314,-0.02455922988175884,-0.02820296609408125,0.02950337888757016
PTH2,,,,,,,,,,,,,,,,,,,0.022522809055524808,,,
LIPC,-0.05636172530618016,-0.020903437396330975,-0.014148811442046385,,0.029943293667926023,0.06453022958520449,-0.030629600747762373,0.05372415866174252,0.03611305522308067,,-0.01707675922035977,-0.031398573080508335,0.04642916577961872,-0.03330480378075475,0.06412338826907849,,,0.05475571204011593,,,0.0026336505946403664,-0.024483636113788745
COL8A1,0.057065506150409256,0.0034304741822477275,-0.039442408133956074,0.10359699948413996,0.07600210021800534,0.024303358591259722,0.10997470291422692,0.06086342600093679,-0.002442695385176192,-0.0022405022922965525,-0.04514742979225863,-0.048451931252862665,0.054496871287898846,-0.06780625789020377,0.03379831977766784,0.0855980490949604,0.04477754520357525,0.16042539873675846,-0.04060951438895403,0.10638662629897583,0.001011372780933547,9.357977480843397e-05
GSTM2,-0.005306033621003273,-0.044625875744756315,0.05631621074168601,-0.05881217188871872,-0.02255379615359019,-0.006704795836631368,-0.016702601262650014,0.04906818343643796,-0.008389969871407874,-0.02895199745329793,-0.011828497858218615,0.04824597598357994,0.011109171606718551,-0.052498433748338125,-0.02105983394226734,0.029381772995080654,0.06844068464869402,0.0018443789305400548,-0.020721334078843565,-0.015252097029270918,0.019728054499864364,0.04974578982868921
IL4,,,,,,,,,,,,,,,-0.04609218450275786,,,,,,,
SPX,-0.006754414642867639,0.020896718164828777,-0.0012989405989883012,,0.015976761791766353,-0.015999026939254302,-0.030703956017660492,-0.04125302342029849,-0.014911966409499662,0.06548194804321933,0.0740768770532014,,-0.052361674558291126,0.09584322942797549,,-0.04521079059910761,-0.007767554534463527,-0.06912921429475481,-0.05102093672687955,0.04050563153196424,-0.017612821149583242,-0.04270938861283563
MFGE8,0.01589839097146684,0.08322014296363278,0.0007541531999589772,0.0023155904244096864,-0.025368682073218737,0.05747746739028399,-0.020561002050026683,0.06464702822358409,0.00875890318141274,-0.03717887165065461,-0.003461143402759247,0.04531165366333206,0.04960413453700623,0.04446079630971,0.006613526670057533,0.03245337224550654,0.024538021053156188,0.048801418543066064,0.040750047715325456,0.004856351553794054,0.089211246262293,0.05496007073033363
TGFA,0.08591525385488787,0.007325782326859156,0.14096270514884204,0.11102869749527364,-0.0034403810887495816,-0.020101202545191467,0.09284804150352541,-0.0066691435834160045,0.013721573726138189,-0.014721302384288716,-0.017386409751773725,-0.0338424167860702,0.053190406725057225,0.14133526584304124,-0.04810986908824264,0.05279528589916333,0.06696214724899889,-0.06691105386898222,0.06410525015468602,0.1346841227743954,0.07135083713381415,0.01827590160310894
SLIT2,-0.06382670687533622,0.042997187972383596,-0.04545539106322612,-0.03220391013602976,-0.005175290141449018,0.0351302075785979,0.03315294424098261,-0.019563765838065024,-0.03297434392574794,0.03377161408568693,0.0763004887461521,0.08833080875465076,-0.048285490396753415,0.03722839769868205,0.06847420441316421,0.022526998140488457,-0.020463632216367465,-0.035708653845268515,0.05556710499642472,0.06614951703270824,0.04586484977985775,0.012749860372228326
PLTP,-0.06446507724896045,0.017945340920565815,0.012621047593732223,0.010534892455876252,-0.02289660153439277,0.037645372740684725,0.04291657368755829,0.13151273499578453,-0.0070888339438927115,0.060021561197469646,-0.08389815800620883,0.04700821751595937,-0.008633221536820472,0.07490460903120505,0.06486299571507555,0.041220773106687994,-0.0031335865263477166,0.1460889568817818,-0.08491840828563108,0.001211646074584874,0.0062851738932896495,0.09067120562948748
APOD,-0.11758763303693749,0.024678693027826958,-0.0006613196337679415,0.010740241674386855,-0.04263403043783025,-0.10752831721655152,0.028368840715137927,0.007837037979788922,-0.0033038510826668157,-0.018862437383037556,0.0019874072886341405,0.07420631940954756,0.02586371913475381,-0.09673851131076429,-0.023403817930392617,0.09062989646329832,0.09636811443968613,-0.12906861736553943,-0.02286006933658321,0.12957117084441366,-0.058497090379112514,-0.0055411637047030615
