,UKF251,UKF259,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
POMC,-0.02110983281548658,-0.02900791424697835,-0.014645672912791619,0.07828474408986569,-0.025151064291130166,0.01777926886155603,0.012839316168433607,-0.030753887363283737,-0.029439004063982324,0.03286500800745796,,0.011814798826220677
CCL18,,,,-0.03764163781166138,-0.021712111448573906,,-0.049260971159399425,0.01956637103633321,,-0.00391442996078857,,
CCL17,,-0.018054782359879236,0.10666509594486984,,,-0.013097506490043738,,-0.014604115036376809,-0.033896173164394,,,0.03947737733377525
VEGFD,-0.017016496967887346,0.06641422239591867,0.01584877232909786,-0.020721195437749716,-0.01699307572795288,0.03327888748588396,-0.05549799046971295,,0.021566720292495383,,,
TNFSF13,,0.03399843160845966,,,,,,-0.028023103183075056,0.0627634437997753,-0.018006211272057714,,0.017098280514425686
WNT5A,-0.012751707630789396,0.07726019484040418,0.03612277474879926,-0.05158624390491541,-0.00034353023303498854,0.02457364949430574,0.07017943362796336,0.018703572060682964,-0.04085276481034596,-0.035892462903470194,0.05310088340313724,0.033657755432687356
CXCL8,0.06441741434070153,-0.017232444593938728,0.02727448499632579,0.11250743953226852,-0.018558546070864,0.011361141802063586,0.06545843435920592,0.020743321510350722,0.013945794290903646,0.05655401341685173,-0.04806208446224128,0.07308139613701292
GRN,0.0064658013390655475,-0.03930462964673516,0.014610210658722256,-0.04409996823115191,-0.02210362092745886,-0.006196885945650029,0.03651633102003638,0.020826277853164554,0.04935188088693546,0.0678656169794209,0.06466357799348865,0.0014408803356291693
MIA,-0.015133282391560345,-0.0301758659980582,-0.030941504929865887,,0.11168420034449172,-0.01922431940896565,0.08719685224460097,0.03536051768116309,0.018236661620926894,0.09334300080816517,,-0.00469067540215573
COL4A4,-0.02544967358688838,0.014038564408627953,0.04938939239402659,,,-0.000948933531230246,,0.1271866009361047,-0.010755578589875586,-0.03231603307061273,,0.068763465768934
TAC1,-0.007359171925697404,-0.015956181040983924,-0.030807441173689696,-0.01846986033199674,,-0.03304869573092187,,,,-0.027664913865814572,0.035999760580624304,0.148744637442569
RARRES2,0.029493429367099276,0.019420683395989766,0.025849043410920886,0.08205538455633264,0.06278038304669864,0.005165812723085309,0.09637962340794598,0.05029426420759081,0.04081873695657099,0.014722953100481793,-0.01063999710444545,0.08841197129714258
FGF7,-0.019206263313527348,0.02424476714152568,0.01513746980107219,0.011624595346873356,0.009475858560965108,0.024674803757779796,0.22218984442765582,0.015285011079624265,-0.0003604169736263629,-0.002644633287021554,0.05855728327437745,0.0996431228476278
HBEGF,-0.059580900807763924,0.007143349385422352,0.02346303255500746,0.09812675421524729,0.06487291693815928,-0.008769847521014913,0.07596254591247181,-0.014594369164819333,0.049188280996629155,0.05257531959454036,0.06071924632451842,0.025040693884659335
CSF3,,-0.021519726321663338,,,0.034575975232845904,,,0.09127119041252969,,-0.022988338574946296,-0.0418578795893597,0.05533120196096889
PI3,,0.017991888519890347,,,,,0.03192809655185984,0.051936386713834055,0.04592988690882244,-0.026455998052043638,,-0.0027051125928772655
PCSK1N,-0.012460205730181757,-0.06859502898708586,-0.02686225732569044,-0.020788218956006185,0.039704893152474115,-0.037582701281163984,0.038642868753294445,-0.012976308492727798,0.04360850901875562,-0.025563579613801284,0.07845214497984468,0.04184275569197522
NTS,,,0.04147802776277118,0.2955466676564716,,,,-0.034069880147518716,,0.04304402544476348,,-0.0323617951501099
SFRP1,-0.04379508413827829,0.0571129030084325,-0.026123186219067104,0.09106211567121325,0.010106637720774237,-0.008203936869017108,-0.01875253811013035,0.015175512979972175,0.07429192618412517,0.0037759404395186283,0.03497911228933537,-0.03160978901754843
CXCL13,-0.02872817681273372,,,,-0.01278119862254908,,,-0.03280383663481958,,0.05769218432599031,,
MICA,0.0023354900647331975,-0.06544225521013346,-0.05313738305693794,0.023552684649711633,0.027097262216049682,0.0005670143185760268,0.06138497259734714,0.062131171287278686,0.0545733330418553,-0.021090669078681255,-0.06963128873388615,0.022316016954224176
TG,-0.016155147306263197,-0.017000517528101326,-0.015859672089498275,,0.01852859885228945,-0.019674302844702268,0.07743336766786076,-0.01940521764532658,,0.000452855540608317,,-0.03270392401862627
ADA,-0.023030991405556443,-0.0013275854080392869,-0.017001545762224287,0.014475297558690913,0.04634469936301538,0.05947600906958154,-0.03538534581020143,-0.0540914938031438,0.04368327290117449,0.013848573653992552,-0.02282553957447567,0.03713642781587854
LAMC3,-0.028728176920794,-0.011065279678464685,-0.021648491125636993,-0.024979039489901957,0.06004420799407644,0.045240701949060984,-0.06290778967787923,0.004388136323233618,0.06950043440690651,0.01820131037896611,0.02265681016431439,-0.009991912620664093
CCL7,,-0.012291347010592188,,,,,,0.05734594037415903,,,,-0.022900166800372213
NGF,,-0.02816261535869059,,-0.018655744386994407,0.05511527679042643,,,-0.008487582898158725,,0.09065680594439306,,0.01687854739120465
TNFSF15,,-0.013687016058375905,,,-0.016257460405456076,,,0.041723501752697865,,-0.01427536359396378,,0.0911311017904042
HMGB1,-0.07227111365893658,0.04757817535233345,0.008189432301741273,0.041852395444934146,0.022781080123201514,-0.013842056854536145,-0.14409629147445988,-0.001790449790137251,-0.021958226809116892,-0.040287295441345516,0.10062569808477699,-0.03464073953029361
ITGB3BP,0.04177719381290843,-0.059761943923141714,0.0074558209434785515,0.12552319792112043,0.01674104839137088,0.0010634616040735047,-0.014724085720014464,0.02400179702408845,0.06918709413523041,0.03554273593320365,0.039859339616360956,0.006032725108095444
AANAT,,-0.012453786123052446,0.06328803555842616,-0.017539143353145464,,-0.01756905216636621,0.00477860018216676,0.02707274621904757,0.030791069765307953,,,0.01064843850257414
RELN,-0.037910829798561474,0.03313156190799181,-0.03140185212557382,0.05024294256955673,,-0.01945045719525375,,,-0.010021982954832873,0.07192289002854416,0.05299156335952124,
IL15,0.029183814778426305,0.014147557472127275,-0.04045520149007423,0.014430596081683166,0.0029532339309571057,-0.01629448385592289,0.11868937346043609,0.08108679444508626,-0.020635573273140223,-0.013796018848024963,0.05114372126739914,0.05384499301470218
UTS2,,,,,,,0.09696511981112652,0.08980668191715788,,,,
BSG,-0.01942755410140842,0.004501741620250505,-0.017157213828690114,0.008063620953334207,-0.01360173939252356,-0.028919280770294944,0.16942833193846818,0.11450651437777543,0.031094209704624308,0.027503317888477027,0.0017863996959218151,0.08822453230490142
ADAMTS3,0.009430236393225716,0.028694515002369664,-0.039162266418204826,-0.028163742979111013,0.02993709554153167,-0.014431692562784555,-0.00016794095683325504,0.03439641785551509,0.0009439639148885304,-0.03219961905373102,-0.05089877924632433,0.023150227885848963
CD34,-0.004083342673026036,0.011241209999993262,-0.018474944827564257,0.061874571827147125,0.028826787228564636,-0.028054775025825072,-0.01853859972777718,0.048127839041351816,0.012337730732158379,0.013200989951305246,0.0359886134492709,0.007863602225086827
PLAT,-0.0005904510012655414,0.05908056822376777,0.019215800412308887,-0.021562409752675055,0.04526695425428165,0.0713986333109852,0.06152583326625255,-0.0057362642962119105,0.04848420291390229,-0.05603299317536912,-0.025669307656576115,0.005478504558507326
NTF3,,,,,-0.034629354880614624,,,0.02499065863900539,,0.005567411005301492,,
LTA,-0.01188054610856517,-0.015753494754185058,0.1073185758215152,,,-0.01629448586732158,,,,,,0.0730840847805448
CKLF,0.026626856416184973,0.003524488783229059,-0.02823079064263412,0.032669813553820315,0.011647042271041979,0.07035150574480394,-0.015400845992412461,0.04307420070720141,-0.06350273302083441,-0.017818451187977313,0.006660678371071205,-0.032624215806502696
APELA,,,,,0.0905353484998888,,,,,,,
CD24,-0.06909016332864584,0.04112863648690767,0.03333022939651821,0.09080698052249049,0.019193274267068426,-0.03588851844943266,-0.03781185517076167,-0.06563696602325686,-0.04652398167592087,-0.025180488700789327,0.06068738260801835,0.06957873997660177
HSP90AA1,-0.05100660211511934,0.001029994654038511,-0.011945674290226336,-0.049904144470352005,-0.04609521380580231,-0.028051992269679377,-0.11186137348556863,-0.02666059845924343,0.03918726556301522,0.008299440667588379,-0.0029392705238943497,0.005284572430319711
BMP4,-0.012594075312759604,-0.03675479439042206,-0.024366821456523788,-0.02797531422795582,-0.013099970224953949,0.08090538116865839,-0.050702765255977326,-0.01807487164942194,0.10194786759265316,-0.023635477776988312,,0.0754802571558448
SCGB3A1,,,,0.04068402341312393,0.1069297681023933,-0.011370076752653592,0.10122066831324458,0.031136887839228616,,-0.029645425678961557,,0.03782973896650496
IGFBP4,-0.0026768252380658594,-0.014219915589223505,0.032177736047781236,0.017331869680413243,0.01185242054691625,0.017401994093749904,-0.03623131729500763,0.02586322879309904,-0.014685811487394687,0.025135026569609527,-0.09940096335561227,0.04320905554577973
RSPO4,0.08375444385543314,0.024935884434380863,-0.01597634209003083,,,-0.02260301716868793,,,,-0.019964932554813918,,-0.03260430112514499
LEFTY2,-0.01202645729071266,0.0661652823114132,-0.006987907661248121,0.09588032534079641,0.0656186878853082,0.0996072549138681,-0.050830001755674814,-0.018580605009300522,0.08989902855605547,-0.027150989274334646,-0.039850422981787405,0.002951780905005817
PF4,-0.010806971420842384,-0.010723958112766484,,,,,,,,,,-0.032609021153497134
ANGPTL2,0.028290048732960184,0.033157830907595075,-0.015662580293232,0.08094549889164587,-0.050870728941332856,-0.012311104909860099,0.06268924786393994,0.020190669495192125,0.03210855108597113,0.009788270232820646,-0.12781542361246573,-0.007158682273026286
LRIG2,-0.010573551080938392,-1.88952640801924e-05,-0.025702335697774366,-0.020072494277554476,-0.04019910772899792,0.005626170430972178,0.029302780551501796,0.010051728133057542,0.07507842428789196,-0.013420912549316835,0.07107873386142391,0.005514302594933299
ICOSLG,0.04438400814235926,0.028650648191155943,0.008825603471388216,0.02131283888412592,0.010512443669121853,0.012843622871391637,0.020444496526071006,0.0422842611707937,0.014849002613746231,-0.02908697718760765,-0.011940345404252149,0.012307749874541302
WIF1,,,0.07830143350654414,0.02127489914883528,,0.013211693165684116,,,,-0.018559338651121485,0.07202251408815814,
NPPC,,0.0006841530245895109,-0.011775668606002912,-0.04631692214411932,,0.014441607582119419,-0.03816941952195039,0.08849103155324,0.07392219882582061,0.10250395043834923,0.1098253855581784,
LYZ,0.02761409815938136,0.026187582227318422,-0.01818505731244668,0.031987063247476286,0.0397307523937283,0.010208013672652682,0.03652282311723386,0.005596575779820907,-0.053484188065697096,0.02298841144478895,-0.026562730865534723,0.04598441374409967
EREG,,,,-0.01919130905002372,-0.02149505024360479,,,0.005499162053024094,,-0.024866660107190738,,0.053936010966175375
SPTAN1,0.022912253570833385,0.04781165247090952,0.005147961805754574,-0.009091758540575713,0.02886461529354906,-0.010061241004463697,-0.05478109240813394,-0.02468535981843601,0.02987983679224986,-0.064890761369095,0.11205320639764792,-0.02395157991210664
PTH2,,,,,,,,,,0.017230909944135533,,
LIPC,-0.01626506956234543,-0.019271751420652107,-0.02072577503731364,0.015234259840401635,-0.026876799088728927,-0.01129182765075329,0.023252776745171316,,0.06179047572508786,,,0.14886894868037714
COL8A1,0.0033340803441553745,0.028819164832913576,0.004706902512971431,0.07334998039589453,-0.0039225422891499395,0.013374001451959747,0.09638306911763056,0.005456529227572566,0.05967419472659676,0.017894673058926756,0.004547864595136092,0.04451475817657587
GSTM2,0.0055259315056171805,0.010111694254182669,-0.02932344618923161,-0.03052401348266631,0.04360971078277784,-0.028039512643252145,-0.02741524375762819,0.036489992430112736,-0.054524121159521974,0.09283236423866033,-0.03971024273807814,-0.032823120900107916
IL4,,,,,,,0.13119649985512136,,,,,
SPX,-0.01088191201554752,0.0169261077151856,-0.030091634570263974,-0.028936959652675526,,-0.0443691951007151,,-0.02206869370681856,-0.035331314762025,0.01688611297220863,-0.006775750453644875,-0.0742410641215242
MFGE8,0.020370862282844866,-0.021691854336879205,-0.02771218446751001,-0.007213702588458102,-0.03249715916184362,0.034380244755551195,-0.0008119812210298241,-0.055345952109880525,0.05328717738201853,0.02566679991046254,-0.013201563136647748,-0.022578609100380922
TGFA,-0.0011813196968631426,0.034438734259424994,0.021503386313398567,0.012726787464619006,0.05304171971248971,0.01175910873109091,-0.0782068768424028,0.040797292220838124,0.016701832550373986,0.06086841800163425,0.07879885892693013,0.06297036783568441
SLIT2,-0.02817884138475363,0.06402772387494648,-0.01057065634326572,-0.08156681368048524,0.06133626400779969,-0.03665256062569796,0.019334129032239352,0.03055421071464179,0.10510422087583755,-0.041568025200435364,-0.04102897762554557,0.051420686806079315
PLTP,-0.053441425064017486,0.006022442366769677,-0.001467513728792738,0.04024421936975665,0.038903267176949315,0.014420527745011175,-0.0203209076157219,0.03620659490041513,-0.003956183734285781,0.05584666470365972,-0.002800299724392208,-0.034264019624202384
APOD,0.012099918654604146,0.018974481959464648,0.017813189853567998,0.011147081804080972,0.13728226816741707,0.00022514912948239278,-0.051829117500029685,-0.0055405746391361,0.008934811652742045,0.016364848829819673,-0.06692844802614452,0.05009013068773666
B2M,-0.013150685079288531,0.014975155134923314,0.07408170388368242,0.08296800299581306,0.07771457003878608,0.06144703892027047,0.14072312153823816,0.1429503842803674,0.055328563087873435,0.05503375046743055,0.07404630073721769,-0.01646243282974198
OMG,0.014656312818696907,-0.04749079607183981,-0.04188881741655487,0.042497630853048494,-0.013612933421477612,-0.014603649681486973,0.022071011351596382,-0.021106198969865465,-0.042702950724289694,-0.04596148884480846,0.04559709750105756,0.07212702794575658
CXCL3,-0.02221810476109376,-0.023757320790982753,-0.04650518284857093,0.07128069875225174,0.03572929026209711,0.01697448908498726,0.10127688228194258,0.0409421144780305,-0.02952605492376527,0.07560440384930453,-0.027160607890170493,0.06599716018990431
CXCL10,0.08404559426628057,0.05288118110187471,0.04065604106244301,-0.04376344450182432,0.00202960560576494,-0.018648304209727812,0.10501823724424861,-0.022602376737616482,-0.0006434616158570885,0.00034401284984767486,,0.041899948092286254
RSPO3,,-0.012453785202858652,-0.02412984967970947,-0.041217200681522285,,-0.012262828488520658,,-0.0048157606046087854,,-0.03903221611855317,-0.03726044249478123,0.04984597685300402
CORT,0.10084537465300226,-0.027928569583032147,-0.019591970864232887,0.006140245627763668,,-0.021464607471653126,,-0.024958342921151334,,-0.03320436047076494,0.002380034312539776,
NCAN,0.022607924759032352,0.01539015629324385,0.013558788689323621,-0.030508744673227492,,0.055929407315231446,0.020243506517216573,-0.07261112169431924,0.09456650450143678,-0.05028852765359618,0.07384427647243032,-0.05456887096801704
PRG4,,-0.012291348926016164,0.08960044876093767,,,-0.014337273623408402,,-0.02397363847044246,,0.024355611047221018,,0.08472239550767809
ZG16B,0.08763183827409533,-0.014265613657432855,-0.010914866395925605,,0.05598332821709945,,,,,,,-0.0007220014927416741
TGM2,-0.042212548190324904,-0.028424379033861705,-0.0444483293614888,-0.013633312360926162,0.0624666052079608,-0.019375519828176986,-0.015183737312981636,0.042223912100049416,-0.008187000391927846,-0.013469537210413031,-0.07471736479534401,0.05415043898111711
VEGFC,-0.016698193617503684,-0.021906474914502268,-0.029391042317035588,-0.02168609566505174,-0.02414909101938665,0.07802061296736142,0.025494635864830657,0.035167481312455486,0.08006926155657206,0.07620951690589693,,0.03673212585500344
WNT6,0.042501089726505056,-0.017000518233971834,-0.02429064585671279,,-0.02711577325596162,-0.012769860583508551,-0.06059098194604783,-0.018866427941065293,,-0.02649672375752612,,0.07237767431732277
NRG4,,-0.014959133921449975,-0.020969225620798813,0.04292579079918707,,-0.017069653760427232,,,0.033580719100992175,-0.026364211442557108,,0.10333081093842454
PMCH,,0.0804610694882901,-0.01597634131899977,,,,,0.09567676458215996,,-0.01517942443260792,,0.01922097329180393
COL9A1,-0.029870762971473834,-0.015623723577696653,0.08104721021416697,-0.018925264304206636,,-0.0016215819247470376,-0.010028324925913068,0.014870339899008744,0.04425000692321417,-0.011682207804117184,,0.06748170725564769
GDF11,0.04034403833009566,-0.026467137574644844,-0.00498003364718882,0.017246326757480092,0.03452465583404737,0.07475671559794651,-0.021198550684597372,-0.025265349202598437,0.041200336425696156,0.0010843005999407677,0.11568166975461024,0.04540699490174076
RAET1E,,,,,,,,,,,,-0.025493230696678172
IL24,,,,,-0.015291581428658423,,,-0.016587461475875278,,,,
SORBS1,0.03863719904837521,0.04185938492120919,-0.016075168697673108,0.03714109012779541,-0.049905949500397145,0.015598309511980346,0.1368617685111181,0.027427210570113988,-0.007502741475017374,-0.012386099956736635,0.07587573540917325,0.02462441383438642
DLL1,-0.05330064438762975,0.0474224289166782,0.02504003431458779,-0.01971864149160113,-0.005189294825986726,-0.030785328297375236,0.06922648731849089,0.0023177401777544934,-0.045982836380287585,-0.03135786746401948,0.08582494219906148,0.02438692968869267
TLN1,-0.03416731547908892,0.05030881153297456,0.014549715294028294,0.04442558315892376,0.029430329610482045,0.013700362530344179,0.002155910518548669,0.036535882099182244,-0.0015763666659702432,-0.022632729320542604,-0.012045881901205136,0.008656284239306223
COL2A1,,,,,,0.10128293596789291,,0.07836470313098884,,0.003775190606872599,,-0.03382087810699942
SHH,,-0.012772729602356106,0.03453588019471841,,,-0.011370075758838102,0.094895791781766,0.059619478761076566,-0.00047678792053970685,-0.019061044206239407,,-0.012745561569803271
PON2,-0.07303568640895572,0.04575087252830885,-0.006752780174642138,0.01221731770815558,0.06560333415497811,0.0693659419945147,0.030820414876374522,0.07153776353433965,-0.016996016653154457,0.07604594803232201,-0.06668469519427864,-0.02827585667884111
ICAM5,-0.015480751886437513,-0.004845153304522671,-0.02641910994429868,0.007335627608644536,-0.014475360679334654,-0.022205143779931578,,-0.028038062818418526,,-0.00583385560888737,0.021494018965059494,0.05601542724214862
HPX,,-0.031077788756742775,-0.021419748821830887,,-0.015527439828905488,0.018579481006333713,0.042559829659471374,-0.042008664840205184,0.008725988431445128,-0.04201733851282195,,0.011184708572917727
SFRP2,,-0.01454675483816081,-0.01785195994731078,0.05646460299101367,0.035685706438384805,-0.022305178882743543,7.706144536965516e-05,-0.00832888757824198,0.044089170202513975,-0.012398140232958722,-0.048404579388193064,0.05707633320123532
CFC1,,,-0.013736463285438085,-0.019713395187253475,,,,,,,,
CD70,,-0.0017680237146807277,-0.015038800507051708,,0.03557271192302925,,,0.03408114447020351,,0.002760896174202071,,-0.023368802919511246
HP,,-0.0244014727222304,0.05211795501375186,0.033979783539237876,,0.02351240438339741,0.04096403062907784,0.11048968157822182,-0.04005209224773049,0.08670621333520719,,-0.03476329245043444
CXCL2,-0.0305284009580674,0.08430207356227275,-0.027600982390898074,0.03981151970351432,0.03220570611453604,-0.022504112661814075,0.08426846546097651,0.10946980965193788,0.022848771470433744,0.06484735908289173,0.07933206700146665,0.03531392783495896
NPPB,,-0.038356983017461405,0.010972883632426609,,,-0.014631760278665208,,0.01346237703015175,,-0.02268721867873337,,-0.023573574156627874
CCK,-0.0086755074166122,0.02804471652757621,-0.05269020818744946,-0.0138178688890585,,-0.031239659518450768,,-0.07090120286848305,-0.021134932017001354,0.036461622152688104,0.028247119838166333,0.010946856249959792
SEMA6A,0.025590003899997285,0.04471563881622667,-0.06029006021184581,0.021981803103549562,0.15007972153456972,0.09916323881060732,0.15688269418866926,0.02470025390056707,0.023060048509392826,-0.04354392481082118,0.049216011221629545,-0.01640832369996605
IRAK4,-0.005509814579356369,0.04184630033707115,0.01111178470045318,-0.0391679517346029,0.05719294673401484,-0.0622628006439144,-0.0029786771124721756,-0.004849999556402173,0.026790556709991697,-0.011940435061487231,0.07481086914005966,-0.00879372791797437
GSTP1,-0.019301949054691545,0.028839750400910292,0.0073317616054287766,0.0699002216849724,0.03481787983578684,-0.013186392870763808,0.006253692744573675,0.09775455694386044,0.05288931129076563,-0.0384471067353068,0.018304154702111285,-0.0006391869235629245
VCAM1,0.035412605514014324,-0.0029185711702739278,-0.022500177302053573,0.030352057240632915,0.027500261620474635,-0.0016376134804135425,0.1570910615965227,0.06980740097815165,0.09054759578904893,0.028759824057632104,-0.040669501666151714,0.02892160462046987
NXPH3,0.018644498426510815,-0.027204461825934875,-0.0030578551657971785,-0.03012386248116488,0.07260320295493412,0.001111985941422091,-0.0003648357222821132,0.08159477406715474,-0.059324292649283114,0.017318521569430288,0.04832527529816763,-0.03745552192091771
MTMR4,0.0018099255309906672,-0.02167209157397474,0.06926429230755704,-0.02941746395826466,0.01153362214980431,-0.009304088612415537,0.01384974303022972,0.0266180389684506,0.0022078177790054374,-0.05141804551775109,0.11669420097694141,0.08493026429247455
LAMC2,,-0.017797232185613552,-0.01514216930691474,,-0.02221171819507643,,,-0.02039277073448802,0.004653161126414069,-0.014733999065294764,,0.05127482858365869
IL10,-0.01722575604811009,-0.02263365925720736,0.06478578339243052,0.058550469256656815,-0.03608031533757497,-0.013097505656346502,-0.03741080783779023,0.05193648126504698,-0.02916526284382777,-0.02649793359859834,,0.05093921843573633
SEMA4D,-0.008023592709238895,0.005832121399801006,0.007138387052291675,0.012433946050666098,-0.03244471845077232,0.022224597433891845,0.01779718326019107,-0.03943035977443683,-0.020573658218805784,-0.031060237646966516,-0.08047067368878127,0.04152211435240576
TRH,,0.07721507110970736,0.026496151613164484,0.163322297331516,,0.06760747471932585,-0.03229284566577991,0.01853534063224313,0.04118327059332107,-0.02626880525726939,-0.04657231725912182,0.021471456970022635
SEMA6D,0.05017476646737562,-0.035161152810952875,-0.01680040821446253,0.0210532267973234,-0.0015906519312897439,0.06695146211817603,0.013192762541637188,-0.031089740496682904,-0.030288401925652055,-0.014593558854574671,-0.04514046393653451,0.06474745489304436
CEL,,,,,,,-0.04187787703349134,0.07921981478680983,-0.006084847759525231,0.023896347184279534,,0.0157232811970095
PDCD1LG2,0.0576890025759177,-0.00027493786112943105,0.07451685746486136,0.01907483710670566,-0.03251873117360342,-0.022404839142457517,0.05631837123947813,-0.028220826152305298,0.09603123335524583,-0.0070851998051187776,,0.012397669469808697
SPINT1,0.03797583872275586,0.051596510785749214,0.05213192561597942,-0.029814351742477867,0.045767929691278346,0.015806292242064538,0.03144505528520301,0.04969775054989316,0.004105167159983341,0.006254860337642822,,0.11364072411377717
CTHRC1,0.1121157067103175,0.0726251483986079,0.01913220979999907,-0.046962740035030405,-0.051990145133212644,0.02165734181243929,0.09720455173688998,0.022192847141095012,0.0016638184922263344,0.03283125158994903,,0.02607541040178233
PODXL,-0.03406374444618568,-0.01223016789735843,-0.02331514051585586,0.04496820623256541,0.014165914349925843,0.01971192453684166,0.06333194967896329,0.07174603655140958,0.04505638940557456,0.022490308324940495,0.0502527072945443,-0.041841295801514286
JAM3,-0.05091225960405507,0.02021819505115829,0.00938003614871706,0.05661074112613063,0.020531443724727993,0.012627734533685453,0.018673168172033686,0.05331180752374936,0.015225768756473242,0.003348617577645671,-0.06906257428419359,0.05155062144232148
TGFB2,-0.030461082736661392,-0.01799630534110947,0.01370085312869096,0.032363472218749155,0.05608096918475238,-0.027938819509552966,0.017791228245422928,-0.0488800086561252,0.04348749007212101,-0.06928784549739622,0.010740616869806334,-0.01218109094219469
COL18A1,-0.04065220187761804,0.03063734003943877,-0.006693896391170541,0.056860280832428486,0.08809968685251944,0.036082076813064856,-0.021994702629472406,0.010392808893146773,0.0826990966949991,0.057477787242263996,-0.026553359564210934,-0.06037116131309549
NODAL,-0.011583495035034735,0.04412170200240113,,,,-0.020115358582224678,-0.06862419114366938,0.04485585041564685,-0.03357449530698161,-0.016849433001518345,,-0.024527261956054532
INHBB,-0.01954227097565877,0.018584916608301062,-0.006006864509590126,0.07794935049597465,0.00664829808403515,0.044122916046100816,-0.0712604553713725,0.06385122242714461,0.02237664176195634,0.010805744983811977,0.035204640869988084,0.04811949691832697
LCN1,,,,,,,,-0.009794506648720086,,,,-0.026701145693108056
ARF4,-0.02009381327169929,-0.024293741186261302,0.06124164104432039,-0.014156921611830024,0.054431338208039116,-0.02418073988649239,0.05943108621495155,0.021926687976762387,-0.018369736383432606,0.021200207891318604,0.005917623325858738,-0.01182133045334855
CXCL14,0.03738796102650751,-0.05355840513843764,-0.016431085742278227,0.012882125651761096,-0.0047271398847382835,-0.0634407642833685,-0.020966068210192267,-0.010138772201067695,0.07316037205360046,0.052373171538848094,0.0703586145243339,0.06152732467306359
LIF,-0.0146582484797756,-0.014348092059382643,0.06885986536913268,0.15576895306562868,0.0063311133782808626,0.030751032117239847,0.06079868907905838,0.015581265316211469,0.05066363351843833,-0.029577663976388474,0.07174578095021938,0.08479985835906896
IL17B,,,,,0.06077883023432714,,0.010560544948836546,0.03477150780066098,,0.0316709474392617,,-0.03520271186362895
MMP1,,,,,-0.053534890131890236,,0.04076425738002164,0.012663154605441878,,-0.015179423230490385,,-0.014344261077874723
MATN1,,,-0.01217927073078947,,-0.015291583632761238,-0.011913412986426248,,0.0481813451666952,-0.030584899540743747,-0.02160385968216821,,-0.00614096083099104
ADAM28,-0.018186442365766758,0.06620144440199698,-0.008758057392142408,-0.013136917093177566,0.03666163733283714,0.04208823925031031,-0.014578204515790982,0.0973857138750465,-0.05273183789916027,0.06326480258788562,-0.013787175816624586,0.03978801225246157
TCN2,-0.039765459066286826,-0.01617018650125664,-0.023861861620867005,0.029290346511604965,0.05174075020115403,0.033332242517363046,-0.024493367825674645,0.05456672828832286,0.029097370016884044,-0.007175342375906799,-0.003417326746300848,0.04838561911385715
