,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.04906133853895327,,,,,,,,,,-0.040086903514349896,,0.05936080060523035,
BMP1,0.028451324141773104,-0.028838290379409184,0.01713208534066859,-0.013128289508768654,0.015906359573535273,-0.05221477595265741,-0.04484491522980499,-0.007719616445909997,0.07336938467954422,-0.012859446734084413,-0.021224059048622203,0.04390372664462417,-0.072473261307696,-0.049670851612709496,0.07470421067403282,0.07500924483831449,0.002455873169740597,-0.06286244048310036,0.09023781299096097,-0.002908225153620581,-0.03034570871256709,0.0465426434470248
NDP,0.02685850767340148,0.0449303112074743,0.023961378338778372,-0.01311549119923158,0.015688351098155986,-0.04661345190872543,0.015196013037251025,0.008815633102560512,0.08277599044763001,0.02613137742819954,0.032414753383134064,0.02726215410694897,0.08101545076680788,0.08908352812509233,0.04627647629704902,0.02453344970845951,0.06967618364821071,0.08269191782905368,0.19216556923221864,-0.02510911667370203,0.12269429172171897,0.021316176852823162
TNFSF18,0.047545041393103345,-0.03179349358597727,-0.019515526815623005,0.06482699276176683,,,,0.004903236907497052,0.012808555364967698,-0.02207565018221273,,,-0.023342037793471552,,0.07960685961554168,,,,0.021006893459087114,,-0.029007296642536914,0.059973036861109344
IL36G,,,,,,,,,,,,-0.020265312076771333,,,,,,,,,,
RTN4,-0.055847482057878345,0.10764538585893804,0.04123108880971244,0.069558409119328,-0.00944849450238274,-0.032192834875376664,0.013870403651293465,0.004183599939695685,-0.06863686540233939,0.038649383215841764,0.014933271788633825,-0.0024067099785143663,0.054688489709914426,-0.16330606416428514,0.03436883644524743,-0.024593457930831158,0.04760134215836706,0.027498386498472596,-0.10818629211350995,0.08981939349438699,-0.032727483616919135,-0.11677451386428804
HEBP1,-0.03880315713517468,-0.06953953833671364,0.07442584794037513,0.012045500653940472,0.02543817172010867,-0.032325128166161024,0.028315279532906128,-0.008684575851128608,0.022870144011244438,-0.023326702089746278,0.016275764496775966,0.006540775155062813,0.08021658304559717,-0.04263329120673094,-0.026569755535045175,0.028755944528196135,0.10924790872097569,0.05530156927486084,0.017285395656233108,-0.028043335629683693,0.10523410010987427,-0.016217010990982578
WNT7B,0.06341358579110509,0.19401628683464173,-0.00855309514471426,-0.02134035197200095,-0.03985030737298778,0.020878074488262427,0.045154656776630664,0.010705334059733548,-0.02044096840322335,0.044375354473948435,-0.01644265549219288,0.04070126694764196,0.09004825250108714,-0.019946334952671656,,0.01959675736703298,0.07593215482202788,0.07234120993313359,-0.02155711204671179,0.030300040675915935,-0.008344066193290643,0.058036141494761155
PTMA,-0.0341606948749269,-0.021803240710904174,-0.07381802741616415,0.002424112679607538,0.006821562011403872,0.004585870750797956,-0.01877250009027048,-0.07375679402730183,-0.05359617032778831,-0.006501997035251847,-0.02660076880542864,0.05725449123733436,0.0280711222138086,0.028468590283515786,-0.06253332592527652,-0.06661084203938783,-0.09569533611106637,-0.03275268182818801,-0.1735445843264663,0.023849974967108747,-0.06248519164298799,-0.08357766063878046
FASLG,0.017517267266088727,,,,,,,,,,,,,,,,,,,,0.0857150551396731,
