,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CCL17,,,-0.024751295149163136,,,,-0.013920454173200043,,-0.014587768866169193,,,-0.02942379354706678,0.0788278527601437,,-0.02224829920472314,
VEGFD,-0.008503155056073089,-0.027016010166576312,0.03837668096922541,0.04883528543876501,,0.005158027473191572,-0.010210821482018302,-0.004802754587314459,0.005802053810489503,-0.01888547241737211,,,-0.029627910052137947,,,
TNFSF13,,0.030792505198448544,-0.017072889443550017,,-0.019305242067513623,,,,,,,0.008639926599721107,-0.03139936621459463,-0.024444488853338407,0.035749193410772526,0.016877714082625676
WNT5A,-0.0191158074435832,-0.028937542543118755,-0.02405760297875397,-0.06273066016747007,0.10700035450652237,0.014154327628103064,0.06569103278050432,0.02648242508461041,0.0017782397657589632,0.022282994821487663,0.046501249517725135,-0.023305726100803555,-0.01801481787866193,-0.0027091984391979696,-0.00578506221731651,-0.005771900828847011
CXCL8,-0.03318200495923734,0.09013350505624207,0.016818831632966522,0.10567887849287055,-0.013590927472455494,0.16484568745137407,-0.00950876094533376,-0.058650397107846385,0.039685138809116,-0.0654463913331389,-0.03999382681746956,0.09855238855466279,0.051409850824502,0.00844467924346844,0.005298165275291768,0.0039308802145409565
GRN,-0.041356901515270224,-0.03130866881129996,0.01866558792033807,-0.007762250110783112,0.0921636879548634,0.015627199340592066,0.02099293790522546,-0.11791780655059605,-0.02732078998742821,-0.09295058998578701,-0.005963640883734522,0.027178796421210644,-0.04242738284833851,-0.056159336831180476,-0.036257463057118876,0.006617231201198223
MIA,0.0712734917659626,0.052038079079033586,0.03155338425672978,0.07247009965556594,-0.024403170633037482,-0.025959274895357976,-0.011612659056814467,,0.010834308689425578,0.03977925827501313,0.06831634917565223,0.02895390508884302,0.1164054145923616,-0.006682639558853358,0.009085132796496477,0.0005405575770600109
COL4A4,0.07153628398644721,-0.0457212604981395,-0.03896512293630401,-0.044332408846956675,0.021043404298276818,0.08497274588524427,-0.019508343691309497,,0.09648595923719092,-0.032577716086824096,-0.028719211390975656,0.03282936128234437,0.045037784253414856,0.10932174266831299,0.021114373337293647,0.0009175821154100456
TAC1,0.033426489661141166,0.057044554923010395,0.04161821188846204,-0.05295565529097124,-0.04382754922472789,-0.013196267575289777,-0.05535268704465322,0.09869589196279524,-0.036809047204330175,,,,,0.0018416413010519572,0.07003123464241459,-0.028749924864477687
RARRES2,0.005631811820347379,-0.006389012762778395,0.012797220422609374,0.028417939647607852,0.05765283985281944,0.034059740388371125,-0.03676446867007477,-0.05799550727387364,-0.005848580508526624,0.02475398492086094,-0.04481406227613627,0.04924218089459657,0.028794905761023712,0.057878938944651424,0.027831085837112315,0.015246622759737791
FGF7,-0.037539183939815195,,0.0445627902455159,-0.029259501958643092,-0.017042544689771948,-0.04315746506722344,-0.005966929210125124,0.005168658066071744,-0.00023936846009942422,0.017335692594574483,0.08968686273975814,-0.0953679445952551,-0.0009970203810750278,0.008417039556711298,0.0746005170360889,0.039181324986976046
EFNA2,,,,,,,,,,,,,-0.04537819094316527,,,
HBEGF,0.009394577142569912,0.013865131067245899,0.01678803710483945,0.05660706159223346,0.0036916168716465436,0.05825849278275174,-0.026222368606009013,-0.1239635385421812,-0.006867018999437753,-0.02723011546154369,-0.005907508531955115,0.05717779556051348,0.08329978754318602,0.004159649339497989,0.003602212962723648,0.09890395600329471
CSF3,0.05204449009475511,,-0.01025422034344018,0.07760811319435952,,-0.016021826954172872,,,,,,0.047240333818540564,0.06093788431449499,0.10528944960436398,-0.023424026857322096,0.06762727979477959
PI3,-0.03421178092484774,0.03541767875566057,-0.015078949434877748,0.105718670671016,,-0.01804078861562533,,,,,,0.08009487160514804,0.03277173970421585,-0.008045653734834422,-0.05089262849092667,0.025621314095055914
PCSK1N,0.03414483585263071,-0.023182908330824304,-0.09438211693591703,-0.07563095455757811,-0.03610922285947506,-0.0007626425226876028,-0.024168652916954844,0.1426305848165058,-0.017942718544687517,0.03940754376430766,0.06551480679106639,-0.025139956128983332,-0.07148042740254115,-0.01031611622119423,0.09098920340455033,-0.0579714549439996
NTS,,,,0.035394674223931104,0.09298190362637,-0.0006487341913457812,-0.029876270740474616,-0.023173297918266528,,,,-0.06190256362785765,0.025155674151095996,-0.05705073675919447,-0.009757405207378576,
SFRP1,0.017440342921356485,0.05597791753083944,-0.021596461744071604,0.02679136166412303,-0.007180227935864423,2.0491362514075627e-05,-0.013920454313390451,-0.033204363590538494,-0.041654540852545316,-0.027102346397469848,0.022897216252819055,0.11123754753019596,0.02083671464714361,0.001306779745198819,-0.03388173329497895,-0.016497458847798633
CXCL13,,,,0.05313912454184632,,,,,,,,0.06823461273282272,0.02395118169769251,-0.05090677348036586,,0.03132712881289443
MICA,0.0010470646537941045,-0.0009162560767304005,-0.005610623670615161,0.049391859778418826,-0.007605453565771674,0.023499720185265666,0.00867311260537187,-0.03633817466989499,0.0025155687970681746,-0.03264444848843623,0.03780394701983162,0.04499302614580235,0.048739924239834566,-0.03954751202038562,0.015172427711582698,0.03043682291044117
TG,-0.02302137360113821,-0.05832553197588726,0.026537908451104812,-0.06719758886444582,-0.02588235114724275,-0.019336911693267338,-0.010074172233886458,,-0.006124892222651453,-0.05078904492587403,0.11713532597640065,0.008105372411409283,-0.0026574770034841536,0.03501246042638126,0.03186326081349356,-0.00643877486197807
ADA,-0.03404485064397121,-0.009971088729391989,0.04725284019910269,-0.031113003567455378,0.0836842027483188,0.05798971890242338,-0.016361265873301892,-0.07904154514078857,-0.006735474540180097,0.056634079734672896,0.03517304209494187,0.0018673818938506606,0.007399696846834581,0.012519481015180913,-0.006493324907620028,0.04199691139009584
LAMC3,-0.0027985109863206243,0.010047476982649583,-0.00047203739435329765,-0.00837867734469546,0.0780813231941006,0.09211711591979631,-0.019893961841885365,-0.02111801904525184,-0.02713713899019341,-0.06308919859394974,-0.006545460812120894,-0.008705489708150152,-0.047387010956375375,0.0006211773403585105,-0.0030931323608721986,-0.015032318320643966
CCL7,,0.0757700330978882,-0.016850203540309316,0.10285590237546577,,,,,,,,-0.02471411921746787,,,-0.024546109545685264,0.034774463279757035
NGF,-0.01663815822155196,0.014468676912549647,-0.00019898670739724046,0.0949957335538798,0.022009008579395053,,,-0.023173313176345682,,0.020970737391738152,-0.033756340221545125,0.052061641579459965,-0.03580919756369312,-0.05357734901362241,0.004846107695636438,0.05477876611021206
TNFSF15,0.08845080010451686,,-0.003285920225742202,0.0064708465254674635,0.05949154050433683,,,,,-0.04681619790804205,-0.03409104957619511,-0.010843067079752423,,-0.019379644111557882,0.00589925423666779,0.046774486468783294
HMGB1,0.015751618058677357,-0.09769337992563856,-0.055706306455487145,-0.034337197673638575,0.019175500119967798,0.04602303813813597,0.04464147034306132,-0.09464553046437624,-0.01509583282282922,0.01804193345244333,0.022719093407276483,-0.05112851504309746,0.014957315041068196,-0.00790063296084499,-0.05102444214650952,0.018262455842702988
ITGB3BP,-0.0200838565883846,0.00691324976989222,0.012375458999599907,-0.024607288268489482,0.06021863085589772,0.03193259241956227,-0.06712207071668079,-0.0459714872279559,0.007896020887413617,0.024383567521549313,0.11092274561402456,0.03847887576351802,0.053491710692937136,-0.0031522296522717846,0.011829396452785943,-0.027319353740030822
AANAT,-0.02982126779262422,-0.022403929395633473,-0.017072891265707008,0.03493942876626402,,-0.014452121494072274,0.01243985329605384,-0.021786322396795142,-0.002219320684429699,,-0.023658916308413123,-0.015796769010600918,0.014823160443802288,,0.023214334638887637,0.048046049489854116
RELN,-0.028687783026673363,0.06302675262702272,0.07109203922975196,-0.018576973959538903,0.033090440629368084,-0.04240705896191567,-0.029914614878083817,0.05340213974075315,-0.005351240428092486,-0.06215152951495033,,,,-0.023408509869614423,,0.05583020814721453
IL15,-0.029259058988192695,0.048309492547954476,0.050200575471841154,-0.040322408357890034,0.04806638582144179,-0.0376970220354564,-0.013047744673333523,0.02599898848052524,-0.018148505172676934,0.035567614436674604,-0.02126823599619591,0.026186790296617846,0.0076569474411168695,-0.029578882247614492,0.03375701914723243,0.06497162321660385
UTS2,,,,,,0.060670104284946125,,,,,,0.046243642129652526,,,,
BSG,0.030586606703125876,-0.018977835921828785,-0.017239329205532058,0.010476990175139662,0.04686862046647772,-0.04716048364627376,-0.00988370935596621,0.09800064325054463,0.0006575294280692769,-0.07400173400078734,-0.031847036053989926,0.04713368964537247,0.17524439783197895,0.026347853936034657,0.02696859076171888,0.07168364723502332
ADAMTS3,-0.00046379505062022836,-0.03321288976748365,0.05143575705967883,-0.012148032047795881,0.01893330438916389,0.006513716513815791,-0.04456611109874238,0.042384910973428204,-0.030156958305913993,,0.06976008482809505,0.04093662143078012,-0.04810421004392702,0.012313866406403537,-0.022104079059305958,0.009892323924646191
CD34,0.012989994367013893,-0.05169442524435118,0.03815065212684288,0.04598860285550071,0.0134386128144751,0.042373921067883756,-0.021726970995816507,0.04184892503417009,0.040500473716788325,0.007168120420829701,-0.008029844368115688,0.008132557902109008,0.023629202814810745,0.012238814223828031,-0.003664954175257855,0.06288779566385948
CCL23,,,,,,-0.016444220136964297,,,,,,,,,,
PLAT,0.0220165027917103,-0.008251264015626154,0.015567370021800598,0.05444915988937848,0.07529734621979838,-0.006606199823517412,-0.02838808491911722,0.0743876876526437,-0.03357194663238269,-0.03876112364018222,-0.041909642515570104,-0.01727127544921842,0.005047861482402579,0.11043475277606271,-0.0037984967954941863,0.052092623910198164
NTF3,,,,,,,-0.018745603012715235,,,,,0.024507026632486155,-0.0006680721749161398,0.0037500275472663195,,
LTA,,,0.03268038581579437,,,,,,-0.01814850741293688,,,,,,-0.010216868685237976,
CKLF,0.019621132343224514,-0.06998860570414946,-0.026959741160270206,-0.004567376533933111,0.10030963425755857,0.05957693948299409,0.03961741939707382,-0.03599234032879081,0.0625073791422554,-0.025710342404450807,0.025992618792669557,-0.08291366494105352,0.014006238558460662,-0.013233064656874021,0.04428243301170002,-0.014965711407149
CD24,-0.0029917981312009324,-0.005642265195662822,0.015254417606949644,-0.013430803833332065,0.06914736750567654,0.11130004252454567,0.016394535568926765,-0.09088026195511122,0.0375609413544353,0.10005982763737926,0.04672105331381895,-0.02807929780458926,0.002257744253588174,0.0057718139242847,0.10153928113013608,0.05794546191713502
HSP90AA1,-0.04409775064634433,0.044506080608371745,-0.024243754132012713,0.03915306347890879,-0.09888233883852605,-0.026828776878210395,-0.004044330108562983,0.1517210525358993,-0.0017063792554027788,0.13895903595618272,0.027095934720659274,0.02933023036764835,0.03078482223820469,-0.024651405089343745,-0.0546744000021667,-0.02588843611197011
BMP4,-0.0015447574248419642,-0.06805776326901149,0.046104758669177244,0.04318145921611359,0.060894223231983007,-0.034888700481452796,-0.04270351584472931,-0.03474965696158655,-0.015464402773983513,0.09780866652826385,0.0979320889024536,0.0651457726255201,-0.012446568737619743,0.011621523737359848,0.08170092576418059,-0.018687204886287726
SCGB3A1,,0.11394998018175498,,0.044403757987420446,0.029576937971229973,,-0.0097953920390798,0.0538697123785117,-0.012663788468774433,-0.04464147500804324,,-0.04526071470543306,0.06610130735029719,0.00689239288870715,0.023031581855794597,-0.042999235135778434
IGFBP4,0.011461863256440353,-0.0572197261380798,0.009501345977904722,0.0188530745903083,0.08384599741331909,0.003537580361467124,-0.0344718081988934,-0.07309480665224746,-0.012945140562336786,0.09353599084587082,-0.012478075783789178,-0.045533848129754695,-0.06628126544947525,-0.006260697984216649,-0.004901281125108136,-0.043920803328873555
RSPO4,-0.02032521607441549,,-0.033057166861619504,0.012509506910506648,,,-0.009795390606282128,,0.002507249034011294,-0.040818102597063026,,,,0.0009846248117409688,0.01996650547329871,0.050885425762042684
LEFTY2,-0.03404486840181914,-0.022017980773803094,0.0011115994435810842,-0.052769944208681085,0.00992378496721151,0.06564433128441718,-0.010740765600047678,-0.023173313176345682,0.04027078731696561,,-0.030234089952947574,-0.03743546831913269,0.08709639927029862,-0.025920089679843456,-0.022537976069022202,0.06090836542035416
PF4,,0.06792946587079893,-0.014701470620115585,,,,,,,,,,-0.04159225367792656,,-0.02276447491412253,-0.04050422391438628
ANGPTL2,0.021355066835681932,-0.02756509826499643,-0.06351803467829509,0.033881409374528215,0.09343185334177469,0.06266482101517835,-0.008474967717423057,-0.0911446763135946,0.013486862750996906,-0.07253850903832548,0.007796336922783692,-0.007255919334821192,-0.054524217226837084,0.055128431543552535,0.04963335942575385,0.04275691004845371
LRIG2,0.08064045425575143,0.01872117998312428,0.045659909640692935,0.01333505102166391,0.0239097625735881,0.012831558233685175,0.013642824933087942,0.011166336724891505,0.005857216365849648,-0.06764811451355454,-0.004374463890726671,0.004070236541404556,0.04391623375534002,0.013471473112700165,0.02397026919344864,-0.006031984270792673
ICOSLG,-0.014115930879463029,-0.02309022897601706,0.06917672158262136,0.017487496667665758,-0.033172650443715396,0.01096725044814108,-0.01858982216085062,-0.10970183161206774,0.014829172675309078,-0.030307666774197238,0.04486242829702981,0.057066175878703225,-0.011082031335929863,-0.06274802261638175,0.10584594299836046,0.07399288925652506
WIF1,-0.005778959530441555,0.06887092350101556,,-0.02168909789164334,-0.07004354753066663,-0.001716895215086518,-0.018432897031802047,0.0008606234575791612,-0.015057772269137857,,,,,-0.025195391741664644,,0.048302494116384244
NPPC,0.06059662973233293,0.034705693837239295,-0.022805606408918343,-0.0051769363137517364,-0.013187931315541121,0.004128151756416381,-0.013613195802611689,0.06201639437306663,0.011614293757892113,0.04043767007376802,-0.028329089293987607,0.053026980401916154,0.031961635950374385,-0.031367167226837474,,0.12121930247290072
LYZ,0.02265285517217204,0.05154065027911136,0.04243606586633247,0.13775119268095215,0.015019305204264423,0.028264586264910695,-0.026992297862001306,-0.0967989993003906,-0.0058793368377864025,0.06347117541497811,0.007650556784114777,0.04322405349162652,0.023518926623708664,-0.12136912942208147,0.04686354855254547,0.05610456880849682
EREG,,,,0.029500110514519125,,,,-0.023838567127360058,,,,0.005653234874187009,0.10686030736878094,0.035231337834599155,-0.05278680160760428,-0.03548335545843943
SPTAN1,0.11342720177242456,-0.02096295078229928,-0.03322320507076709,-0.061560038475484614,-0.004029392221527925,0.026864553626707165,-0.045359264308215616,0.11724584398679261,0.02380149299317206,0.07164939004968729,0.0776498317493285,0.051104416496704705,-0.05249531589077287,0.039984900631017777,-0.001586872226699575,-0.047898264828857964
PTH2,,,,,,,,,,,,,,-0.025735036671592708,,
LIPC,0.010588280287326588,-0.03512538279808822,-0.004434795745110166,-0.0492455174507195,-0.03309195889789393,0.03403550055069316,,-0.029140961211504245,-0.02850960799479483,0.03414277618698339,-0.009271742770580666,,,,0.0998591446352327,-0.01102099429545911
COL8A1,0.01339212140368802,0.03164719980925035,0.027063253367812394,0.019264294025922904,0.05319892301721694,-0.008850257707970358,0.026352337992841673,-0.07328216886261565,0.00259669202109156,-0.003661341504434021,0.08683274239384164,-0.01760048060795281,0.08421596403980428,-0.10916056384713103,0.02632968067595308,0.09842301457774184
GSTM2,-0.06242568589533991,-0.007649943857287901,0.06596459783795014,0.0037777595869774618,-0.018045347669505753,0.05651652464149858,0.04293463981769569,-0.03791553470929514,-0.0504321952051884,0.08214066743506675,-0.031581252657638836,0.007253610198477613,0.02103384863785916,0.005139019978684265,0.05494134088975102,0.0943763297951703
SPX,-0.02211763866148285,-0.024907608812616937,-0.04329154641130022,0.01085385145393823,-0.019539243577108813,0.008469978914795754,0.00033904012281734785,0.12558009490863434,-0.007127739969023972,,-0.02233382492080949,0.028784975455017844,0.10066662832912873,-0.04440301221505543,0.07226847550167237,-0.011760765753043313
MFGE8,0.0044785730691563955,0.0004299779790816612,0.00728259047289696,0.07014986017072311,-0.007447907352885235,0.019160715091452903,-0.009681253013578138,0.007152762287472984,0.006418163115953667,-0.027772046484937418,-0.07930910874792779,-0.015373862849167905,0.005486479597003995,0.048163948041050245,-0.01765644219144757,-0.033524774474848015
TGFA,0.026025029592492175,0.02459318150237989,-0.007068094205153245,-0.006804092581634858,0.12132844332878234,-0.009681512012245983,-0.032687403028832634,-0.08620999424118529,-0.025980498499120618,-0.04371324482030423,0.0776280958517265,0.042565977758212796,0.03540393891067443,-0.004865850411700854,0.05390192722485369,0.08264871817706317
SLIT2,0.021912988683492392,-0.015016031643299763,-0.0208523188315941,0.01953704716603437,0.05304930279416096,0.029701253959528506,-0.018450083538803435,0.06587271123607638,-0.0064134920328338405,-0.033991530212769946,-0.03203769464252614,-0.013903316812176205,0.06961449469932812,-0.044964423481706664,0.052634464737563925,0.10972917273801924
PLTP,-0.007978976071814302,0.004983681474040552,-0.03249101345959266,0.02611066251962426,-0.02302725427993474,0.016086466057829707,-0.008857931766286102,-0.14529097438940447,0.05211907927417984,0.02653182588788477,0.03480429794026504,-0.02939015124017543,-0.034803061988079136,-0.04627340711780257,0.03432881896506632,-0.06797028921254823
APOD,0.023379173461387338,-0.051153702145779266,-0.04228864347004251,-0.11220272845895524,0.0336528560241674,-0.009880965862481689,0.009670971645214008,-0.1395732486714127,-0.05094795813799403,-0.025730249703028722,-0.04505401727087694,-0.013783247542216012,-0.035784570019437995,0.034153763782496044,0.058622991622814424,-0.11727324581321576
B2M,-0.04418598412405625,-0.016031952200820702,0.02635207515364945,0.06268118848571859,0.05806656303875771,0.03960289056425594,0.03273177055005955,-0.15956662973236357,0.08172526003107608,-0.05564733610469276,-0.02653106144555383,0.015633763921221764,0.020035407532842074,-0.0350544100395841,-0.05549381121362038,0.007969230239987768
OMG,0.04405764493776927,0.0051766347069021985,-0.04050118551503844,-0.08749280956768556,0.0007463456595427411,-0.06384313385575066,0.023547179043272,-0.03752140555918491,-0.019603760561184565,0.0036382076738459613,-0.0733448388281397,0.00982297936247331,-0.014606219283835466,-0.017622621156107035,0.06001486840251836,-0.0347844404184567
CXCL3,0.021432646714178608,0.09549574052281494,0.0018799505444099473,0.10827500091032496,,-0.018974944672987118,-0.010478997431499042,0.02901990931579937,0.08856234588445887,,,0.13556287746737722,0.10598954748738317,-0.0388658849439409,0.023421570658458204,-0.033847744445030664
CXCL10,0.05851228833615221,-0.0016457379353747958,0.004366943503902653,-0.010289487817678026,0.07214363039384226,0.050831204532734625,0.05765546613873723,0.04322508796534728,0.028760097735275974,-0.06927515870399156,-0.038212536155972726,0.032737439508449095,0.026559380811975862,0.025557570028731623,0.044599886356642124,0.012336863921142319
RSPO3,,-0.001219985840092986,-0.017072890004213644,0.05978359768925556,-0.015060820031206242,0.042710690999360416,-0.025446187081359338,-0.007666809675722594,-0.01365811941166039,,,0.006981608081764833,-0.03289188923681463,-0.018501503068992165,0.04289521836671055,0.017079989744238765
CORT,-0.022788148287541637,-0.004497873417968914,-0.006254743114216246,-0.03880241438881559,-0.04122412264319398,-0.021243438474924013,0.014126399179717499,-0.013178737149239967,0.0030446009266544218,,,-0.040816761205187825,0.01596018626393266,0.005304444693252438,,
NCAN,0.03704768091711752,-0.0571364434366402,-0.04461227194831834,-0.05254512158321145,0.036757627126805914,-0.005736455145468854,0.031837396518273414,0.0812325292136066,0.0940073607312207,-0.08828715273998423,0.05173062701117849,-0.05654033899931197,-0.04340910128719443,0.024600538070130813,-0.026973736512344446,-0.04987468288973101
PRG4,0.04395632387890632,0.09363197246743735,-0.016850206166163405,0.032639702669865454,,0.016847883943676204,,,-0.01596859936265681,,,-0.007508670812992795,0.0470517331379912,0.026322038586868234,0.009225028036585349,0.016061100207700168
ZG16B,,-0.029021277317743132,0.0422471072476327,,,0.0500309733280628,,,,,0.08036896393613022,,,,-0.031059467527311046,-0.034554257104548715
TGM2,-0.018191414910109012,0.11699129206089494,0.01648468653929772,0.12262745583515788,0.0479805881757972,0.03631006621274303,0.014045216893380919,0.03802763770778993,-0.0031267144567759635,0.06257304561090735,-0.010545224964760513,0.01587034729190081,0.07639570883352656,0.0035117744097774516,-0.010300589964723434,0.030125260688703016
VEGFC,-0.02231520958594918,-0.01987565200200317,0.007575000446788507,0.02903549740296386,-0.025867908948899815,0.10291807080687025,0.009078992802763681,-0.026937477057670994,-0.01629659215577941,-0.01750939508741809,0.09195262258895458,-0.030357861298227956,0.10512944983680875,0.025994543497660484,-0.06757620699762695,0.0001413583496998353
WNT6,0.054180627874731276,-0.013228433515957067,-0.023306004808610777,0.09348053086605844,0.04460206967009586,-0.02021573048915019,,,-0.014222842705749649,,0.08905567752691684,0.07640720949107319,-0.008867163793138446,0.03921728322469268,-0.01412160829045128,-0.03570491461420145
NRG4,-0.021091379172806977,-0.02547426834021623,0.06597814270811203,0.03458781282078992,-0.026794546054671874,-0.025605823805364508,-0.012519960965846259,0.005503157870332901,0.05281393640066833,0.024140252233656605,,,,-0.02488992615601434,0.07870510934682697,-0.0002266032334159435
PMCH,,-0.0052010239555725,0.013775025986240174,,,,,,,,,-0.044824090205657134,-0.018736617699546397,-0.001669415580419647,-0.045648947410079355,-0.010407887960834023
COL9A1,0.09388437071209209,-0.01629363775792413,0.018989098105380155,0.008777892809637996,0.0965793060676858,0.0025450235443008626,-0.02074970774802047,-0.02350809850140491,-0.02166358023591931,-0.02358004072687584,0.03915402808645127,0.01886595036731003,-0.039248139477979394,0.07039746613259706,0.06245734673409386,-0.009687672730605132
GDF11,0.021876732897791018,-0.019891965749092702,-0.02152857270371482,0.010417185385995165,0.043307231503862,0.03556718295526632,0.06879945239284825,-0.044646396115297846,0.03796249632146719,-0.008213381395738906,0.057728062871031716,-9.813775945674313e-05,0.002887737470739996,-0.04487383321304887,0.09653241856128097,0.0006780516707895465
RAET1E,,,,,,,,,,,,,,,-0.027325549145952848,
IL24,,,,,,,,,,,,-0.03341976153436025,-0.018931154405710245,,,0.05482370057336063
SORBS1,-0.03168733763610868,0.04371032695798109,0.0017705133309813324,-0.04591267100871844,0.05472757860908591,0.021103756787552372,-0.018114163055525854,-0.0758009731904732,-0.022840716185939528,-0.020959736910415337,0.0017259511241501438,-0.02557446406767007,-0.04424750617666348,0.06900565239179779,0.05304252165460342,0.04621561476508337
DLL1,0.03271593042008014,0.03639104715166224,-0.007161249425397925,-0.006691634256355707,0.099377644590501,-0.0037660848414620067,-0.030779014445527546,0.005168063370956192,0.04388804142816286,-0.026618043796704263,-0.01158160297624728,-0.01762075278840941,-0.021975083100325574,-0.04905142543523372,0.023688072126593657,-0.03201538872213375
TLN1,-0.0019547766250099536,0.01061214884994347,-0.005160227988792648,0.021233602939917995,0.006814599226418414,-0.010370414699140445,-0.04345164966838247,-0.17235102357774978,0.04793209624188237,0.06373296606803493,-0.026369603645118603,0.05773698991208421,0.06983006779262262,-0.02643208493018102,-0.0020840626900825027,0.04774547542575036
COL2A1,0.08919245044655066,-0.03222342429835345,,0.027569802877612883,-0.02371255919500449,0.0017454767594632327,,,0.09000154827493766,,,-0.05414088869502712,0.025992479706609953,0.07698350079177844,-0.0020279130924986894,0.01659223148531334
SHH,,,-0.0011674103668877186,0.02602818118942818,0.030318636976836386,0.16108904412534328,-0.011246856994745268,,-0.012663787361880485,,,-0.03341723178616317,0.07211407088229635,0.025513624159183724,0.06579601125961954,0.06583474470357432
PON2,0.008164969806918497,-0.04681940848007699,-0.04614398747778174,-0.04565991183005348,0.008046906970761977,0.006082479072393968,-0.040691916122698804,-0.07939286689053403,0.06155779094679258,-0.07999344963052758,0.05474052399175037,-0.0054281732605227975,0.020981649800561577,-0.04134505180745554,0.1046955469698969,0.030635799855123113
ICAM5,0.04670962128820207,0.0600483611446399,-0.0060959000873877945,-0.03866219951756794,0.02342331644905346,-0.013938018715581842,0.06425526901159793,0.106875152672331,-0.024731692658288174,,,0.10647734391905903,0.08193277004917676,0.004740799821166981,0.0018017425309481958,-0.03443927012787267
HPX,-0.03437815501894386,-0.020448585422255267,-0.03557569880762161,0.029665271135197978,0.07966011443304634,0.1738983283142131,-0.009795391040463173,,-0.0321888200144194,0.04617527978513905,0.025168643186675426,0.018806735786013818,0.11042269482199873,-0.0027940906181743836,-0.012684805857286695,0.01847406111130017
